"10技…14技",家拌,133635,68610,65025,843,419,424,3415,1756,1659,2292,1168,1124,3375,1708,1667,11678,5892,5786,12883,6729,6154,11245,5781,5464,10780,5555,5225,18244,9357,8887,11982,6155,5827,8105,4167,3938,8287,4191,4096,8079,4175,3904,5526,2861,2665,6932,3549,3383,9969,5147,4822
"10技…14技",10技,27621,14113,13508,163,88,75,720,379,341,480,238,242,661,334,327,2414,1202,1212,2589,1338,1251,2305,1151,1154,2166,1154,1012,3587,1846,1741,2457,1235,1222,1634,833,801,2025,1011,1014,1647,849,798,1161,609,552,1441,724,717,2171,1122,1049
"10技…14技",11技,27436,14031,13405,173,84,89,685,333,352,433,226,207,745,371,374,2404,1217,1187,2699,1436,1263,2274,1154,1120,2163,1113,1050,3669,1907,1762,2434,1238,1196,1606,804,802,1843,933,910,1677,860,817,1083,574,509,1383,713,670,2165,1068,1097
"10技…14技",12技,25006,12985,12021,161,82,79,634,344,290,423,215,208,582,304,278,2181,1109,1072,2383,1234,1149,2164,1113,1051,2062,1058,1004,3486,1801,1685,2197,1146,1051,1525,798,727,1581,812,769,1490,767,723,1016,552,464,1267,655,612,1854,995,859
"10技…14技",13技,25869,13285,12584,150,88,62,667,323,344,440,221,219,684,348,336,2234,1133,1101,2567,1353,1214,2109,1088,1021,2156,1107,1049,3590,1820,1770,2381,1240,1141,1577,838,739,1462,753,709,1566,801,765,1094,552,542,1361,690,671,1831,930,901
"10技…14技",14技,27703,14196,13507,196,77,119,709,377,332,516,268,248,703,351,352,2445,1231,1214,2645,1368,1277,2393,1275,1118,2233,1123,1110,3912,1983,1929,2513,1296,1217,1763,894,869,1376,682,694,1699,898,801,1172,574,598,1480,767,713,1948,1032,916
"15技…19技",家拌,132352,68365,63987,1016,515,501,3655,1848,1807,2528,1314,1214,3621,1870,1751,12247,6236,6011,12330,6437,5893,11306,5792,5514,11517,6072,5445,18385,9489,8896,12449,6437,6012,8940,4563,4377,4830,2477,2353,8133,4142,3991,5925,3085,2840,7388,3873,3515,8082,4215,3867
"15技…19技",15技,24983,12881,12102,163,84,79,677,348,329,466,230,236,674,356,318,2244,1125,1119,2482,1276,1206,2110,1088,1022,2056,1092,964,3531,1841,1690,2255,1164,1091,1621,837,784,1064,515,549,1594,813,781,1085,567,518,1330,712,618,1631,833,798
"15技…19技",16技,24342,12584,11758,177,101,76,622,315,307,430,232,198,634,322,312,2201,1116,1085,2316,1239,1077,2086,1079,1007,2207,1186,1021,3498,1782,1716,2225,1103,1122,1594,844,750,998,514,484,1466,749,717,1012,522,490,1281,659,622,1595,821,774
"15技…19技",17技,26206,13469,12737,187,84,103,745,358,387,490,251,239,720,369,351,2428,1273,1155,2409,1250,1159,2182,1149,1033,2244,1184,1060,3676,1844,1832,2474,1266,1208,1725,866,859,953,494,459,1630,821,809,1264,655,609,1472,751,721,1607,854,753
"15技…19技",18技,28306,14702,13604,238,125,113,781,420,361,565,297,268,816,422,394,2601,1330,1271,2617,1366,1251,2413,1215,1198,2490,1288,1202,3939,2064,1875,2677,1415,1262,1910,980,930,943,496,447,1784,893,891,1262,671,591,1607,849,758,1663,871,792
"15技…19技",19技,28515,14729,13786,251,121,130,830,407,423,577,304,273,777,401,376,2773,1392,1381,2506,1306,1200,2515,1261,1254,2520,1322,1198,3741,1958,1783,2818,1489,1329,2090,1036,1054,872,458,414,1659,866,793,1302,670,632,1698,902,796,1586,836,750
"20技…24技",家拌,193141,98979,94162,2487,1126,1361,6267,2964,3303,4372,2168,2204,5527,3019,2508,22281,10504,11777,15060,7771,7289,17395,9026,8369,16459,8774,7685,22542,11902,10640,18425,9746,8679,15687,8126,7561,5133,2751,2382,11386,5863,5523,9585,4486,5099,12403,6442,5961,8132,4311,3821
"20技…24技",20技,32401,16491,15910,354,159,195,1009,456,553,748,376,372,945,504,441,3456,1624,1832,2711,1390,1321,2791,1355,1436,2847,1503,1344,4194,2259,1935,3113,1634,1479,2364,1113,1251,909,467,442,1922,1036,886,1472,718,754,1992,1039,953,1574,858,716
"20技…24技",21技,38621,19759,18862,431,217,214,1243,595,648,812,408,404,1112,591,521,4279,2062,2217,3001,1597,1404,3585,1731,1854,3375,1810,1565,4645,2466,2179,3741,1970,1771,3154,1527,1627,1039,583,456,2302,1187,1115,1795,891,904,2383,1216,1167,1724,908,816
"20技…24技",22技,39383,20274,19109,511,214,297,1285,646,639,874,431,443,1162,630,532,4471,2142,2329,3100,1630,1470,3644,1873,1771,3287,1767,1520,4559,2424,2135,3780,2008,1772,3317,1709,1608,997,540,457,2297,1180,1117,1921,912,1009,2585,1359,1226,1593,809,784
"20技…24技",23技,40269,20847,19422,547,245,302,1357,621,736,919,480,439,1126,618,508,4889,2284,2605,3061,1587,1474,3708,2033,1675,3397,1834,1563,4531,2368,2163,3808,2048,1760,3268,1776,1492,1060,582,478,2341,1226,1115,2078,952,1126,2603,1346,1257,1576,847,729
"20技…24技",24技,42467,21608,20859,644,291,353,1373,646,727,1019,473,546,1182,676,506,5186,2392,2794,3187,1567,1620,3667,2034,1633,3553,1860,1693,4613,2385,2228,3983,2086,1897,3584,2001,1583,1128,579,549,2524,1234,1290,2319,1013,1306,2840,1482,1358,1665,889,776
"25技…29技",家拌,218898,114328,104570,3429,1707,1722,6603,3323,3280,5994,2997,2997,5768,3177,2591,28416,13995,14421,16435,8530,7905,16352,8826,7526,18606,9899,8707,23676,12161,11515,19462,10587,8875,15681,8857,6824,7477,4068,3409,13378,6626,6752,14033,6826,7207,14916,8111,6805,8672,4638,4034
"25技…29技",25技,43408,22750,20658,687,311,376,1405,707,698,1145,526,619,1192,656,536,5496,2681,2815,3258,1673,1585,3603,1977,1626,3641,1972,1669,4804,2487,2317,3894,2189,1705,3432,1932,1500,1211,674,537,2539,1297,1242,2632,1257,1375,2837,1530,1307,1632,881,751
"25技…29技",26技,43761,22908,20853,704,353,351,1345,665,680,1200,629,571,1112,578,534,5649,2751,2898,3296,1719,1577,3402,1862,1540,3807,2027,1780,4707,2432,2275,3941,2151,1790,3276,1890,1386,1326,720,606,2669,1336,1333,2708,1291,1417,2924,1610,1314,1695,894,801
"25技…29技",27技,43957,22917,21040,665,338,327,1288,650,638,1187,575,612,1169,639,530,5781,2766,3015,3239,1678,1561,3249,1751,1498,3734,2026,1708,4776,2444,2332,3816,2098,1718,3137,1792,1345,1471,809,662,2679,1304,1375,2919,1437,1482,3119,1678,1441,1728,932,796
"25技…29技",28技,43489,22769,20720,692,351,341,1272,637,635,1205,625,580,1101,607,494,5699,2862,2837,3277,1720,1557,3054,1642,1412,3663,1933,1730,4675,2443,2232,3909,2113,1796,2956,1619,1337,1630,897,733,2748,1329,1419,2822,1387,1435,3023,1664,1359,1763,940,823
"25技…29技",29技,44283,22984,21299,681,354,327,1293,664,629,1257,642,615,1194,697,497,5791,2935,2856,3365,1740,1625,3044,1594,1450,3761,1941,1820,4714,2355,2359,3902,2036,1866,2880,1624,1256,1839,968,871,2743,1360,1383,2952,1454,1498,3013,1629,1384,1854,991,863
"30技…34技",家拌,194795,100618,94177,2471,1341,1130,5091,2620,2471,5426,2820,2606,4797,2624,2173,24191,12206,11985,15373,7814,7559,13014,6867,6147,16753,8757,7996,20861,10404,10457,16698,9013,7685,11947,6400,5547,10962,5513,5449,12785,6400,6385,12149,6088,6061,12302,6746,5556,9975,5005,4970
"30技…34技",30技,42709,22174,20535,618,341,277,1143,576,567,1247,628,619,1081,607,474,5545,2714,2831,3246,1652,1594,2892,1561,1331,3708,2031,1677,4521,2326,2195,3640,1939,1701,2769,1522,1247,1938,972,966,2731,1351,1380,2808,1383,1425,2872,1559,1313,1950,1012,938
"30技…34技",31技,38685,20071,18614,526,297,229,1004,522,482,1092,563,529,956,509,447,4937,2476,2461,3026,1543,1483,2563,1373,1190,3330,1714,1616,4062,2022,2040,3410,1869,1541,2425,1317,1108,1965,985,980,2512,1267,1245,2426,1222,1204,2535,1417,1118,1916,975,941
"30技…34技",32技,39124,20498,18626,490,258,232,1082,570,512,1108,587,521,930,521,409,4819,2458,2361,3048,1578,1470,2624,1371,1253,3414,1830,1584,4166,2143,2023,3324,1822,1502,2338,1269,1069,2269,1160,1109,2611,1304,1307,2449,1262,1187,2506,1342,1164,1946,1023,923
"30技…34技",33技,37567,19280,18287,441,240,201,941,490,451,996,530,466,951,495,456,4437,2287,2150,3089,1575,1514,2469,1300,1169,3197,1629,1568,4111,1983,2128,3239,1742,1497,2224,1165,1059,2352,1174,1178,2481,1270,1211,2333,1160,1173,2215,1218,997,2091,1022,1069
"30技…34技",34技,36710,18595,18115,396,205,191,921,462,459,983,512,471,879,492,387,4453,2271,2182,2964,1466,1498,2466,1262,1204,3104,1553,1551,4001,1930,2071,3085,1641,1444,2191,1127,1064,2438,1222,1216,2450,1208,1242,2133,1061,1072,2174,1210,964,2072,973,1099
"35技…39技",家拌,207837,106045,101792,1997,1054,943,5288,2717,2571,5088,2737,2351,5287,2865,2422,22372,11501,10871,17547,8691,8856,14580,7393,7187,16577,8737,7840,23737,11465,12272,18136,9527,8609,11796,6091,5705,15471,7937,7534,13502,6819,6683,11226,5595,5631,11631,6208,5423,13602,6708,6894
"35技…39技",35技,36961,19033,17928,356,196,160,917,491,426,931,506,425,942,540,402,4143,2135,2008,3022,1539,1483,2573,1329,1244,3105,1608,1497,4089,1953,2136,3113,1652,1461,2163,1162,1001,2611,1322,1289,2498,1273,1225,2112,1043,1069,2151,1197,954,2235,1087,1148
"35技…39技",36技,38005,19475,18530,420,208,212,955,499,456,1008,542,466,940,501,439,4250,2209,2041,3195,1633,1562,2511,1265,1246,3052,1613,1439,4328,2122,2206,3384,1789,1595,2109,1114,995,2719,1343,1376,2456,1234,1222,2127,1054,1073,2178,1163,1015,2373,1186,1187
"35技…39技",37技,38987,19879,19108,376,200,176,974,491,483,961,496,465,964,520,444,4197,2162,2035,3235,1595,1640,2731,1396,1335,3136,1688,1448,4482,2183,2299,3420,1802,1618,2217,1099,1118,2999,1531,1468,2517,1292,1225,2102,1053,1049,2149,1129,1020,2527,1242,1285
"35技…39技",38技,44675,22627,22048,389,194,195,1122,553,569,1094,624,470,1172,612,560,4753,2413,2340,3802,1824,1978,3191,1592,1599,3487,1850,1637,5110,2448,2662,3938,2081,1857,2526,1287,1239,3404,1735,1669,2862,1456,1406,2418,1223,1195,2355,1236,1119,3052,1499,1553
"35技…39技",39技,49209,25031,24178,456,256,200,1320,683,637,1094,569,525,1269,692,577,5029,2582,2447,4293,2100,2193,3574,1811,1763,3797,1978,1819,5728,2759,2969,4281,2203,2078,2781,1429,1352,3738,2006,1732,3169,1564,1605,2467,1222,1245,2798,1483,1315,3415,1694,1721
"40技…44技",家拌,250529,127076,123453,2320,1268,1052,6784,3498,3286,5643,3063,2580,6719,3483,3236,24547,12576,11971,21901,10762,11139,19487,9655,9832,19365,9826,9539,30774,14758,16016,22029,11488,10541,15070,7554,7516,15887,8697,7190,15971,7885,8086,12550,6275,6275,13810,7355,6455,17672,8933,8739
"40技…44技",40技,52611,26562,26049,469,260,209,1377,690,687,1194,643,551,1354,687,667,5201,2642,2559,4515,2219,2296,3986,1958,2028,4097,2048,2049,6155,2979,3176,4720,2470,2250,3033,1487,1546,3834,2032,1802,3324,1708,1616,2752,1360,1392,2935,1547,1388,3665,1832,1833
"40技…44技",41技,52603,26656,25947,500,278,222,1491,780,711,1154,617,537,1408,734,674,5221,2678,2543,4575,2270,2305,3967,1990,1977,3995,2034,1961,6321,3013,3308,4642,2407,2235,3145,1549,1596,3488,1859,1629,3357,1687,1670,2642,1324,1318,2909,1567,1342,3788,1869,1919
"40技…44技",42技,52585,26750,25835,468,257,211,1402,742,660,1207,686,521,1406,732,674,5130,2606,2524,4727,2329,2398,4096,2000,2096,4030,2083,1947,6513,3040,3473,4502,2379,2123,3205,1646,1559,3325,1861,1464,3344,1620,1724,2579,1295,1284,2895,1517,1378,3756,1957,1799
"40技…44技",43技,46066,23450,22616,430,239,191,1243,655,588,1027,538,489,1265,651,614,4489,2335,2154,4050,1950,2100,3783,1929,1854,3526,1751,1775,5733,2784,2949,4033,2114,1919,2796,1386,1410,2710,1510,1200,2904,1417,1487,2276,1148,1128,2548,1395,1153,3253,1648,1605
"40技…44技",44技,46664,23658,23006,453,234,219,1271,631,640,1061,579,482,1286,679,607,4506,2315,2191,4034,1994,2040,3655,1778,1877,3717,1910,1807,6052,2942,3110,4132,2118,2014,2891,1486,1405,2530,1435,1095,3042,1453,1589,2301,1148,1153,2523,1329,1194,3210,1627,1583
"45技…49技",家拌,251925,126423,125502,2772,1534,1238,7274,3765,3509,5991,3215,2776,7697,4026,3671,25309,12717,12592,22171,10842,11329,20733,10484,10249,20177,9847,10330,32818,15598,17220,22712,11470,11242,15813,7819,7994,10582,5977,4605,15609,7700,7909,12383,6013,6370,14456,7504,6952,15428,7912,7516
"45技…49技",45技,44714,22679,22035,411,219,192,1252,642,610,980,520,460,1270,674,596,4464,2235,2229,3975,1898,2077,3664,1790,1874,3462,1773,1689,5775,2836,2939,3987,2060,1927,2714,1369,1345,2273,1296,977,2742,1378,1364,2211,1106,1105,2516,1327,1189,3018,1556,1462
"45技…49技",46技,47497,23872,23625,521,303,218,1267,681,586,1115,618,497,1436,742,694,4740,2382,2358,4284,2060,2224,3827,1944,1883,3792,1893,1899,6242,2946,3296,4220,2103,2117,2920,1448,1472,2185,1225,960,2864,1406,1458,2318,1143,1175,2713,1417,1296,3053,1561,1492
"45技…49技",47技,51186,25663,25523,573,305,268,1508,746,762,1222,640,582,1567,823,744,5079,2578,2501,4494,2223,2271,4320,2222,2098,4035,1968,2067,6692,3167,3525,4587,2281,2306,3185,1577,1608,2140,1232,908,3219,1586,1633,2520,1200,1320,2856,1496,1360,3189,1619,1570
"45技…49技",48技,54084,26799,27285,614,328,286,1630,844,786,1325,682,643,1728,910,818,5519,2756,2763,4704,2259,2445,4440,2227,2213,4382,2074,2308,6887,3132,3755,4940,2525,2415,3456,1711,1745,2086,1166,920,3433,1658,1775,2632,1266,1366,3179,1668,1511,3129,1593,1536
"45技…49技",49技,54444,27410,27034,653,379,274,1617,852,765,1349,755,594,1696,877,819,5507,2766,2741,4714,2402,2312,4482,2301,2181,4506,2139,2367,7222,3517,3705,4978,2501,2477,3538,1714,1824,1898,1058,840,3351,1672,1679,2702,1298,1404,3192,1596,1596,3039,1583,1456
"50技…54技",家拌,283091,138536,144555,3363,1737,1626,8512,4441,4071,7407,3876,3531,9066,4728,4338,28574,13923,14651,23182,11295,11887,22405,11064,11341,25389,11796,13593,36781,17431,19350,26802,13198,13604,19029,9133,9896,8866,4722,4144,17464,8303,9161,14046,6651,7395,18439,9093,9346,13766,7145,6621
"50技…54技",50技,56267,27976,28291,641,342,299,1669,873,796,1464,762,702,1766,946,820,5805,2832,2973,4758,2345,2413,4601,2282,2319,4698,2240,2458,7595,3573,4022,5149,2597,2552,3719,1813,1906,1837,1041,796,3414,1642,1772,2836,1386,1450,3289,1687,1602,3026,1615,1411
"50技…54技",51技,57425,28330,29095,669,317,352,1744,897,847,1488,772,716,1830,976,854,5727,2887,2840,4775,2324,2451,4612,2251,2361,4875,2308,2567,7557,3612,3945,5454,2711,2743,3795,1807,1988,1862,991,871,3583,1755,1828,2954,1397,1557,3536,1749,1787,2964,1576,1388
"50技…54技",52技,56450,27635,28815,712,392,320,1728,900,828,1485,787,698,1803,923,880,5695,2796,2899,4586,2262,2324,4549,2270,2279,5134,2363,2771,7321,3515,3806,5404,2629,2775,3741,1805,1936,1737,944,793,3408,1578,1830,2802,1285,1517,3675,1796,1879,2670,1390,1280
"50技…54技",53技,58200,28314,29886,694,357,337,1725,896,829,1518,801,717,1861,940,921,5870,2834,3036,4659,2264,2395,4560,2261,2299,5456,2543,2913,7410,3522,3888,5550,2702,2848,4000,1913,2087,1809,930,879,3585,1690,1895,2782,1350,1432,4066,2003,2063,2655,1308,1347
"50技…54技",54技,54749,26281,28468,647,329,318,1646,875,771,1452,754,698,1806,943,863,5477,2574,2903,4404,2100,2304,4083,2000,2083,5226,2342,2884,6898,3209,3689,5245,2559,2686,3774,1795,1979,1621,816,805,3474,1638,1836,2672,1233,1439,3873,1858,2015,2451,1256,1195
"55技…59技",家拌,269386,130785,138601,3327,1675,1652,8478,4301,4177,6967,3525,3442,9380,4797,4583,27694,13468,14226,20656,9685,10971,19601,9558,10043,26574,12745,13829,32379,15411,16968,26177,12808,13369,19608,9318,10290,8306,4246,4060,15968,7563,8405,12903,5866,7037,20012,10080,9932,11356,5739,5617
"55技…59技",55技,52690,25989,26701,627,318,309,1611,809,802,1361,690,671,1878,1012,866,5399,2649,2750,4101,1981,2120,3880,1936,1944,5253,2521,2732,6290,3047,3243,5136,2544,2592,3793,1786,2007,1553,816,737,3145,1512,1633,2472,1161,1311,3820,1965,1855,2371,1242,1129
"55技…59技",56技,53661,25857,27804,676,336,340,1681,850,831,1361,692,669,1814,943,871,5517,2682,2835,4177,1957,2220,3949,1882,2067,5249,2490,2759,6571,3065,3506,5118,2466,2652,3807,1815,1992,1624,837,787,3282,1536,1746,2547,1181,1366,4052,2006,2046,2236,1119,1117
"55技…59技",57技,53302,25670,27632,604,295,309,1642,810,832,1333,699,634,1776,856,920,5572,2692,2880,4125,1899,2226,3904,1949,1955,5276,2476,2800,6392,2989,3403,5217,2572,2645,3869,1830,2039,1675,825,850,3121,1502,1619,2545,1148,1397,4031,2005,2026,2220,1123,1097
"55技…59技",58技,50555,24678,25877,662,355,307,1644,825,819,1323,663,660,1768,936,832,5162,2544,2618,3694,1744,1950,3641,1758,1883,4998,2473,2525,6262,3003,3259,4888,2395,2493,3723,1790,1933,1567,801,766,2910,1382,1528,2500,1123,1377,3696,1839,1857,2117,1047,1070
"55技…59技",59技,59178,28591,30587,758,371,387,1900,1007,893,1589,781,808,2144,1050,1094,6044,2901,3143,4559,2104,2455,4227,2033,2194,5798,2785,3013,6864,3307,3557,5818,2831,2987,4416,2097,2319,1887,967,920,3510,1631,1879,2839,1253,1586,4413,2265,2148,2412,1208,1204
"60技…64技",家拌,305447,144584,160863,4162,1990,2172,10349,4868,5481,8581,4143,4438,11818,5753,6065,31928,14881,17047,23413,10865,12548,22490,10359,12131,28472,14026,14446,33875,15958,17917,29941,14336,15605,21811,10246,11565,9789,4883,4906,18374,8372,10002,15522,6837,8685,22573,11290,11283,12349,5777,6572
"60技…64技",60技,62953,29765,33188,818,386,432,2042,960,1082,1644,791,853,2347,1127,1220,6548,3084,3464,4796,2198,2598,4530,2078,2452,6170,3010,3160,7076,3313,3763,6228,3032,3196,4557,2131,2426,2014,973,1041,3823,1770,2053,3088,1335,1753,4871,2433,2438,2401,1144,1257
"60技…64技",61技,66370,31265,35105,833,403,430,2293,1130,1163,1848,864,984,2571,1251,1320,6967,3218,3749,4977,2298,2679,4755,2169,2586,6424,3181,3243,7394,3455,3939,6570,3133,3437,4681,2177,2504,2108,1048,1060,3978,1783,2195,3327,1447,1880,4975,2431,2544,2669,1277,1392
"60技…64技",62技,61595,28909,32686,836,397,439,2118,935,1183,1767,856,911,2398,1164,1234,6444,2927,3517,4834,2231,2603,4601,2120,2481,5653,2763,2890,6735,3184,3551,5922,2734,3188,4473,2094,2379,1945,982,963,3640,1626,2014,3076,1349,1727,4601,2352,2249,2552,1195,1357
"60技…64技",63技,57422,27275,30147,844,403,441,1947,938,1009,1624,787,837,2237,1096,1141,6008,2828,3180,4377,2027,2350,4293,1995,2298,5228,2584,2644,6363,3013,3350,5591,2707,2884,4063,1888,2175,1873,948,925,3502,1607,1895,2980,1319,1661,4142,2065,2077,2350,1070,1280
"60技…64技",64技,57107,27370,29737,831,401,430,1949,905,1044,1698,845,853,2265,1115,1150,5961,2824,3137,4429,2111,2318,4311,1997,2314,4997,2488,2509,6307,2993,3314,5630,2730,2900,4037,1956,2081,1849,932,917,3431,1586,1845,3051,1387,1664,3984,2009,1975,2377,1091,1286
"65技…69技",家拌,246151,115603,130548,3782,1787,1995,8912,4128,4784,7584,3473,4111,10478,4923,5555,25488,11984,13504,19260,8828,10432,19028,8715,10313,20539,10055,10484,26591,12479,14112,23828,11437,12391,17885,8292,9593,7418,3783,3635,15400,7118,8282,13563,6027,7536,16155,7898,8257,10240,4676,5564
"65技…69技",65技,54323,25816,28507,803,378,425,1904,906,998,1666,792,874,2276,1094,1182,5729,2728,3001,4169,1947,2222,4233,1928,2305,4675,2331,2344,5947,2835,3112,5295,2548,2747,3848,1829,2019,1703,856,847,3331,1565,1766,2930,1263,1667,3615,1821,1794,2199,995,1204
"65技…69技",66技,55321,25386,29935,858,391,467,1951,865,1086,1679,729,950,2386,1077,1309,5719,2654,3065,4314,1873,2441,4193,1872,2321,4721,2258,2463,6074,2804,3270,5331,2526,2805,4030,1838,2192,1638,836,802,3391,1539,1852,3056,1312,1744,3661,1732,1929,2319,1080,1239
"65技…69技",67技,50257,24243,26014,780,389,391,1898,880,1018,1512,707,805,2130,1031,1099,5225,2558,2667,3933,1864,2069,3882,1826,2056,4304,2120,2184,5354,2611,2743,4868,2377,2491,3572,1658,1914,1527,795,732,3179,1533,1646,2666,1238,1428,3396,1696,1700,2031,960,1071
"65技…69技",68技,41868,19576,22292,649,314,335,1490,727,763,1292,606,686,1757,831,926,4297,1960,2337,3332,1503,1829,3222,1496,1726,3324,1599,1725,4503,2094,2409,4088,1946,2142,3094,1437,1657,1251,641,610,2671,1235,1436,2363,1046,1317,2680,1327,1353,1855,814,1041
"65技…69技",69技,44382,20582,23800,692,315,377,1669,750,919,1435,639,796,1929,890,1039,4518,2084,2434,3512,1641,1871,3498,1593,1905,3515,1747,1768,4713,2135,2578,4246,2040,2206,3341,1530,1811,1299,655,644,2828,1246,1582,2548,1168,1380,2803,1322,1481,1836,827,1009
"70技…74技",家拌,176056,80764,95292,2813,1216,1597,6998,3137,3861,6090,2697,3393,8253,3708,4545,18494,8413,10081,13752,6323,7429,14501,6484,8017,13365,6274,7091,18416,8341,10075,16192,7601,8591,12906,5942,6964,4520,2316,2204,10974,5032,5942,10195,4520,5675,11015,5201,5814,7572,3559,4013
