"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","관광사업자","03_07_02_P","6260000","C07002007000006","20071106","","01","영업/정상","1","영업","","","","","0514425730","","","부산광역시 중구 중앙동4가 48 - 2 301호","부산광역시 중구 해관로 71-1, 301호 (중앙동4가)","","(주)엔티피 투어","20090630150913","I","2018-08-31 23:59:59.0","","385499.194292511","180359.267537837","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400000000","","","","",
"12","관광사업자","03_07_02_P","6260000","C07002009000009","20090911","","01","영업/정상","1","영업","","","","","0514668866","0","","부산광역시 중구 중앙동4가 23 - 1 1214호","부산광역시 중구 중앙대로 80, 1214호 (중앙동4가)","","(주) 올래여행사","20090911104908","I","2018-08-31 23:59:59.0","","385630.742187332","180306.821082315","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",
"13","관광사업자","03_07_02_P","6260000","C02002002000003","20021212","","01","영업/정상","1","영업","","","","","0513351133","","","부산광역시 북구 덕천동 353 - 10","부산광역시 북구 낙동대로1781번길 6 (덕천동)","","카사관광나이트클럽","20080227182450","I","2018-08-31 23:59:59.0","","382435.927543204","191936.347387715","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000000","","","","",
"14","관광사업자","03_07_02_P","6260000","C02002002000004","20021107","","01","영업/정상","1","영업","","","","","0514151199","","","부산광역시 영도구 영선동2가 1 - 1","부산광역시 영도구 절영로35번길 56 (영선동2가)","","뉴부산항나이트클럽","20050520103206","I","2018-08-31 23:59:59.0","","386166.413273427","178682.782773502","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300000000","","","","",
"15","관광사업자","03_07_02_P","6260000","C02002002000005","20021227","","01","영업/정상","1","영업","","","","","0513152327","","","부산광역시 사상구 괘법동 273 - 1","부산광역시 사상구 사상로224번길 14 (괘법동)","","파라다이스나이트클럽","20050520154627","I","2018-08-31 23:59:59.0","","380715.898450373","186906.669731932","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700000000","","","","",
"16","관광사업자","03_07_02_P","6260000","C02002003000001","20030526","","01","영업/정상","1","영업","","","","","","","","부산광역시 연제구 연산동 1127 - 1","부산광역시 연제구 월드컵대로164번길 26 (연산동)","","아라비안나이트클럽","20050518153401","I","2018-08-31 23:59:59.0","","389323.477295711","189599.47378324","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5521495005","","","","",
"17","관광사업자","03_07_02_P","6260000","C02002003000002","20030429","","01","영업/정상","1","영업","","","","","0515535574","","","부산광역시 동래구 온천동 460 - 6","","","무스탕관광나이트클럽","20050519154551","I","2018-08-31 23:59:59.0","","389479.03847268","192774.203546772","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500000000","","","","",
"18","관광사업자","03_07_02_P","6260000","C02002002000002","20021111","","01","영업/정상","1","영업","","","","","0512035777","","","부산광역시 사하구 괴정동 1011 - 31","부산광역시 사하구 사하로 202-4 (괴정동)","","굿 유에스에이","20050519161517","I","2018-08-31 23:59:59.0","","381784.158546084","179675.088507497","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",
"19","관광사업자","03_07_02_P","6260000","C02002004000001","20040602","","01","영업/정상","1","영업","","","","","0518076677","","","부산광역시 부산진구 부전동 534 - 2","부산광역시 부산진구 서면로 10 (부전동)","","챔피언나이트클럽","20050518153537","I","2018-08-31 23:59:59.0","","387472.374240877","185550.05410459","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300000000","","","","",
"20","관광사업자","03_07_02_P","6260000","C02002004000002","20040408","","01","영업/정상","1","영업","","","","","0514630084","","","부산광역시 동구 초량동 569 - 2","부산광역시 동구 대영로243번길 38 (초량동)","","(주)아름관광","20050519155408","I","2018-08-31 23:59:59.0","","385745.079152515","181315.618789113","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650000000","","","","",
"21","관광사업자","03_07_02_P","6260000","C02002005000001","20050411","","01","영업/정상","1","영업","","","","","","","","부산광역시 동구 범일동 830 - 65","부산광역시 동구 조방로 10 (범일동)","","쥴리아나 나이트크럽","20050517172248","I","2018-08-31 23:59:59.0","","388002.4483073","184046.278156801","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650000000","","","","",
"22","관광사업자","03_07_02_P","6260000","C02002005000002","20050517","","01","영업/정상","1","영업","","","","","0512012276","","","부산광역시 사하구 괴정동 950 - 2","부산광역시 사하구 사하로 189 (괴정동)","","메리트 나이트크럽","20050517172658","I","2018-08-31 23:59:59.0","","381702.406077216","179526.795054162","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400000000","","","","",
"23","관광사업자","03_07_02_P","6260000","C02002007000006","20070824","","01","영업/정상","1","영업","","","","","","","","부산광역시 영도구 영선동2가 11 - 9","","","뉴캐슬","20070824100733","I","2018-08-31 23:59:59.0","","","","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",
"24","관광사업자","03_07_02_P","6260000","C02002007000007","20070726","","01","영업/정상","1","영업","","","","","","","","부산광역시 연제구 연산동 1124 - 25","부산광역시 연제구 중앙대로 1121 (연산동)","","로마나이트클럽","20070824101618","I","2018-08-31 23:59:59.0","","389454.194848259","189594.690381012","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",
"25","관광사업자","03_07_02_P","6260000","C02002007000008","20070726","","01","영업/정상","1","영업","","","","","","","","부산광역시 동래구 온천동 137","부산광역시 동래구 온천장로107번길 32 (온천동)","","뉴아시아드","20071105103446","I","2018-08-31 23:59:59.0","","389553.269396339","193306.748089046","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","",
"26","관광사업자","03_07_02_P","6260000","C02002007000009","20070903","","01","영업/정상","1","영업","","","","","0517564396","","","부산광역시 동구 범일동 830 - 253","부산광역시 동구 범일로90번길 13 (범일동)","","금호관광나이트클럽","20070903112258","I","2018-08-31 23:59:59.0","","387761.284235594","184056.079818088","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",
"27","관광사업자","03_07_02_P","6260000","C02002007000010","20071113","","01","영업/정상","1","영업","","","","","0513282001","","","부산광역시 사상구 괘법동 564 - 25","부산광역시 사상구 광장로 46 (괘법동)","","한국관나이트크럽","20131231094218","I","2018-08-31 23:59:59.0","","380460.313281968","186548.086870476","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",
"28","관광사업자","03_07_02_P","6260000","C02002009000007","20090310","","01","영업/정상","1","영업","","","","","0514649898","","","부산광역시 동구 초량동 1205 - 1 401호","부산광역시 동구 중앙대로 192, 401호 (초량동)","","부산관광개발(주)","20090319180910","I","2018-08-31 23:59:59.0","","385885.652834827","181374.673098149","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15000000000","","","","",
"29","관광사업자","03_07_02_P","6260000","C02002009000008","20090803","","01","영업/정상","1","영업","","","","","0514649898","","","부산광역시 동구 초량동 1205 - 1","부산광역시 동구 중앙대로 192 (초량동)","","부산관광개발(주)","20090803162247","I","2018-08-31 23:59:59.0","","385885.652834827","181374.673098149","관광객편의시설","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",
"30","관광사업자","03_07_02_P","6260000","C07001994000001","19940314","","01","영업/정상","1","영업","","","","","0514622215","","","부산광역시 동구 초량동 1169 - 11","부산광역시 동구 중앙대로 264 (초량동)","","(주)우주여행사","20080725134943","I","2018-08-31 23:59:59.0","","386151.607173136","182025.581590054","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"31","관광사업자","03_07_02_P","6260000","C07001998000001","19980123","","01","영업/정상","1","영업","","","","","0518521231","","","부산광역시 부산진구 양정동 406 - 11","부산광역시 부산진구 중앙대로 939 (양정동)","","(주)명문여행사","20080702105447","I","2018-08-31 23:59:59.0","","388654.156205285","188043.450340575","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"32","관광사업자","03_07_02_P","6260000","C07002000000002","20000605","","01","영업/정상","1","영업","","","","","0512539001","","","부산광역시 동구 범일동 830 - 136","부산광역시 동구 조방로16번길 5 (범일동)","","(주)마인여행사","20080128173626","I","2018-08-31 23:59:59.0","","387936.44662896","184157.711090932","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"33","관광사업자","03_07_02_P","6260000","C07002001000002","20010711","","01","영업/정상","1","영업","","","","","0515142123","","","부산광역시 금정구 장전동 385 - 26","부산광역시 금정구 금강로 303 (장전동)","","(주)서천양행","20080319123619","I","2018-08-31 23:59:59.0","","389876.52941000000","195171.99192800000","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","20070711","20080711","","",
"34","관광사업자","03_07_02_P","6260000","C07002006000001","20000210","","01","영업/정상","1","영업","","","","","0516338000","","","부산광역시 동구 범일동 830 - 187","부산광역시 동구 조방로 38 (범일동)","","골든고속관광(주)","20090925100606","I","2018-08-31 23:59:59.0","","387803.448866113","184265.725826944","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500000000","","","","",
"35","관광사업자","03_07_02_P","6260000","C07002007000004","20070410","","01","영업/정상","1","영업","","","","","0517554545","","","부산광역시 수영구 광안동 193 - 4","부산광역시 수영구 광안로62번길 39 (광안동)","","(주)에스알컴퍼니","20090710155649","I","2018-08-31 23:59:59.0","","392903.676150034","185823.335338642","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"36","관광사업자","03_07_02_P","6260000","C07002007000005","20070614","","01","영업/정상","1","영업","","","","","0512559705","","","부산광역시 중구 중앙동2가 49 - 18","부산광역시 중구 대청로138번길 10 (중앙동2가)","","(주)부산나비","20070614153010","I","2018-08-31 23:59:59.0","","385478.081935339","179998.180784787","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"37","관광사업자","03_07_02_P","6260000","C07002007000007","20071123","","01","영업/정상","1","영업","","","","","","","","부산광역시 중구 중앙동4가 85 - 3","부산광역시 중구 충장대로9번길 22 (중앙동4가)","","주식회사 케이알","20080502095406","I","2018-08-31 23:59:59.0","","385724.319576287","180589.309934345","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"38","관광사업자","03_07_02_P","6260000","C07002008000004","20080421","","01","영업/정상","1","영업","","","","","0514642030","","","부산광역시 동구 초량동 1204 - 7 502호","부산광역시 동구 중앙대로196번길 6-7, 502호 (초량동)","","(주)투어스텝","20091009110417","I","2018-08-31 23:59:59.0","","385906.073130304","181303.884021228","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"39","관광사업자","03_07_02_P","6260000","C07002008000006","20010507","","01","영업/정상","1","영업","","","","","0514654354","","","부산광역시 중구 남포동5가 8 - 1","부산광역시 중구 구덕로 54-1 (남포동5가)","","제이비투어(주)","20080811101351","I","2018-08-31 23:59:59.0","","385007.017930066","179584.983850781","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"40","관광사업자","03_07_02_P","6260000","C07002008000007","20081024","","01","영업/정상","1","영업","","","","","0515148836","0","","부산광역시 금정구 장전동 581 105호","부산광역시 금정구 식물원로75번길 33 (장전동)","","(주)광보여행사","20131230175019","I","2018-08-31 23:59:59.0","","389390.257667273","193750.969225909","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"41","관광사업자","03_07_02_P","6260000","C07002009000001","20090225","","01","영업/정상","1","영업","","","","","0514670101","0","","부산광역시 해운대구 좌동 1321 106동 1201호","부산광역시 해운대구 대천로 205, 106동 1201호 (좌동)","","(주)영일고속관광","20090227164944","I","2018-08-31 23:59:59.0","","398538.34378124","187842.077508272","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550000000","","","","",
"42","관광사업자","03_07_02_P","6260000","C07002009000002","20090325","","01","영업/정상","1","영업","","","","","0514623070","0","","부산광역시 동구 초량동 1147 - 14 1103호","부산광역시 동구 중앙대로 263, 1103호 (초량동)","","(주)부산골프여행사","20090710154623","I","2018-08-31 23:59:59.0","","386093.674147239","182068.358104572","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",
"43","관광사업자","03_07_02_P","6260000","C07002009000004","20090407","","01","영업/정상","1","영업","","","","","0515827578","0","","부산광역시 금정구 남산동 132 - 8","부산광역시 금정구 두실로 30 (남산동)","","(주)케이지엔 (KGN)","20090407151630","I","2018-08-31 23:59:59.0","","389965.481156377","197737.979994619","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500000000","","","","",
"44","관광사업자","03_07_02_P","6260000","C07002009000005","20090430","","01","영업/정상","1","영업","","","","","0516377890","0","","부산광역시 동구 범일동 834 - 13","부산광역시 동구 조방로49번길 2-1 (범일동)","","(유) 스카이 리더스 투어","20090430101821","I","2018-08-31 23:59:59.0","","387664.088408028","184334.67734583","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","20080726","20090726","","",
"45","관광사업자","03_07_02_P","6260000","C07002009000007","20090514","","01","영업/정상","1","영업","","","","","","0","","부산광역시 해운대구 우동 594 - 5","부산광역시 해운대구 해운대로 633 (우동)","","(주) 칸코쿠나비 여행사","20131230173309","I","2018-08-31 23:59:59.0","","396710.070843294","187160.265711757","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",
"46","관광사업자","03_07_02_P","6260000","C07002009000008","20060706","","01","영업/정상","1","영업","","","","","0518500100","0","","부산광역시 연제구 연산동 1287 - 21","부산광역시 연제구 중앙대로 1079 (연산동)","","(주) 화승네트웍스","20090603165830","I","2018-08-31 23:59:59.0","","389395.715733394","189240.313918839","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7621000000","","","","",
"47","관광사업자","03_07_02_P","6260000","C07002001000001","20010118","","02","휴업","2","휴업","","20080329","20081113","","","","","부산광역시 남구 대연동 649 삼성아파트 103동 502호","","","(주)아이엠에스여행사","20080602094541","I","2018-08-31 23:59:59.0","","391689.266160789","183019.494939341","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"48","관광사업자","03_07_02_P","6260000","C07002000000001","20001130","","03","폐업","3","폐업","20080509","","","","","","","부산광역시 동구 초량동 1210 - 6 123호","","","(주)뉴월드여행사","20080926181247","I","2018-08-31 23:59:59.0","","385747.06854269","181215.206591337","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"49","관광사업자","03_07_02_P","6260000","C07002005000001","20051014","","03","폐업","3","폐업","20080331","","","","0518511976","","","부산광역시 부산진구 부전동 525 - 3","부산광역시 부산진구 부전로 43, 2005호 (부전동,베르빌오피스텔)","","(주)한투어","20131220181010","I","2018-08-31 23:59:59.0","","387219.144332511","185793.454774444","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"50","관광사업자","03_07_02_P","6260000","C07002006000002","20060322","","03","폐업","3","폐업","20090518","","","","","","","부산광역시 부산진구 부전동 128 - 3","","","(주)베스트관광여행사","20090518095748","I","2018-08-31 23:59:59.0","","387708.748334555","186429.230925284","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400000000","","","","",
"51","관광사업자","03_07_02_P","6260000","C07002005000003","20050701","","03","폐업","3","폐업","20051110","","","","","","","부산광역시 해운대구 우동 838 - 1","부산광역시 해운대구 해운대로 559 (우동)","","(주)한마음항공여행사","20131230173349","I","2018-08-31 23:59:59.0","","396091.944143852","186753.669290014","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000000","","","","",
"52","관광사업자","03_07_02_P","6260000","C07002009000003","20090325","","03","폐업","3","폐업","20090602","","","","0514630084","0","","부산광역시 중구 중앙동4가 28 - 11","","","(주)아름트레블앤커뮤니케이션","20090602202726","I","2018-08-31 23:59:59.0","","385559.054254242","180316.936351142","여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",
