"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총종업원수",
"11","축산물보관업","07_22_24_P","3260000","326000000720010002","20011029","","03","폐업","0002","폐업","20050318","","","","253-8500","164","","부산광역시 서구 암남동 736","부산광역시 서구 원양로 179 (암남동)","","아시아냉장(주)","20050318181739","I","2018-08-31 23:59:59.0","","383191.901164603","176135.554385135","축산물보관업","","","000","",
"12","축산물보관업","07_22_24_P","3260000","326000000720010004","20011029","","03","폐업","0002","폐업","20031229","","","","257-7092","0","","부산광역시 서구 남부민동 523-52","부산광역시 서구 충무대로 140 (남부민동)","","성진수산(주)","20031229162229","I","2018-08-31 23:59:59.0","","384664.43085616","177871.739308163","축산물보관업","","","L00","",
"13","축산물보관업","07_22_24_P","3260000","326000000720090001","20090330","","03","폐업","0002","폐업","20130611","","","","246-3900","0","","부산광역시 서구 남부민동 523-37","부산광역시 서구 등대로 123 (남부민동)","","(주)우신냉장","20130611141237","I","2018-08-31 23:59:59.0","","384684.363119167","178002.453600338","축산물보관업","","","L00","",
"14","축산물보관업","07_22_24_P","3260000","326000000720090002","20090420","","03","폐업","0002","폐업","20100910","","","","250-7073","114","","부산광역시 서구 암남동 739","부산광역시 서구 원양로 171 (암남동)","","(주)동남","20100913085706","I","2018-08-31 23:59:59.0","","383295.414372254","175993.708593444","축산물보관업","","","L00","",
"15","축산물보관업","07_22_24_P","3260000","326000000720130001","20130320","","03","폐업","0002","폐업","20160114","","","","0512433181","228585","","부산광역시 서구 암남동 722-1","부산광역시 서구 원양로 67 (암남동)","49273","(주)해원냉장","20160113175311","I","2018-08-31 23:59:59.0","","383231.541934586","175439.057238153","축산물보관업","","","L00","",
"16","축산물보관업","07_22_24_P","3260000","326000000720090003","20090827","","03","폐업","0002","폐업","20220620","","","20220620","253-8500","696.5","","부산광역시 서구 암남동 736","부산광역시 서구 원양로 179 (암남동)","","아시아냉장(주)","20220621105343","U","2022-06-23 02:40:00.0","","383191.901164603","176135.554385135","축산물보관업","","0","L00","0",
"17","축산물보관업","07_22_24_P","3260000","326000000720110001","20110314","","03","폐업","0002","폐업","20130129","","","","231-7912-8","700.52","","부산광역시 서구 암남동 719","부산광역시 서구 원양로 87 (암남동)","","성진수산(주)","20130129150704","I","2018-08-31 23:59:59.0","","383432.666597016","175569.83981258","축산물보관업","","","L00","",
"18","축산물보관업","07_22_24_P","3260000","326000000720060001","20060215","","03","폐업","0002","폐업","20100809","","","","253-3600","685","","부산광역시 서구 암남동 721","부산광역시 서구 원양로 71 (암남동)","","사조씨에스(주) 물류센타","20100809170227","I","2018-08-31 23:59:59.0","","383218.187027548","175520.650585192","축산물보관업","","","000","",
"19","축산물보관업","07_22_24_P","3270000","327000000720030001","20030730","","01","영업/정상","0000","정상","","","","","051-631-5100","2605.5","","부산광역시 동구 범일동 252-135","부산광역시 동구 충장대로 367 (범일동)","","(주)대빙고","20140602105010","I","2018-08-31 23:59:59.0","","387583.355804864","183170.526466983","축산물보관업","","","L00","",
"20","축산물보관업","07_22_24_P","3270000","327000000720170001","20170704","","01","영업/정상","0000","정상","","","","","","9.9","","부산광역시 동구 좌천동 68-18","부산광역시 동구 성남로 9 (좌천동, 씨제이물류센터)","48757","(주)프레시원 부산","20210503112104","U","2021-05-05 02:40:00.0","","387152.522029707","182829.333171041","축산물보관업","","","L00","",
"21","축산물보관업","07_22_24_P","3270000","327000000720120001","20121213","","03","폐업","0002","폐업","20170426","","","20170426","","242.77","","부산광역시 동구 좌천동 68-18","부산광역시 동구 성남로 9 (좌천동)","48757","(주)프레시원부산","20170426150751","I","2018-08-31 23:59:59.0","","387152.522029707","182829.333171041","축산물보관업","","","L00","",
"22","축산물보관업","07_22_24_P","3290000","329000000720110001","20110819","","03","폐업","0002","폐업","20130613","","","","0518093980","13","","부산광역시 부산진구 전포동 191-777","","","(주)설해우","20130613161041","I","2018-08-31 23:59:59.0","","388776.798296732","186268.571802947","축산물보관업","","","L00","",
"23","축산물보관업","07_22_24_P","3290000","329000000720160001","20161226","","03","폐업","0002","폐업","20191125","","","20191125","070-7434-1825","0","","","부산광역시 부산진구 거제천로44번길 8, 1,2층 (양정동)","47209","(주)미트플러스","20191125155622","U","2019-11-27 02:40:00.0","","388679.58873281","188563.894104602","축산물보관업","","","L00","",
"24","축산물보관업","07_22_24_P","3300000","330000000720200001","20200526","","01","영업/정상","0000","정상","","","","","051-980-0067","0","","부산광역시 동래구 안락동 170-7","부산광역시 동래구 온천천로543번길 14 (안락동)","47905","미진(MJ)물류","20200804092047","U","2020-08-06 02:40:00.0","","392349.827168912","189968.33312509","축산물보관업","","","000","",
"25","축산물보관업","07_22_24_P","3310000","331000000720010001","20011030","","03","폐업","0002","폐업","20200604","","","20200604","719-5060","1170","","부산광역시 남구 우암동 256 대한통운(주)","부산광역시 남구 우암로 175, 대한통운(주) 2층 (우암동)","48480","태원콜드(주)","20200604170607","U","2020-06-06 02:40:00.0","","389272.404422507","182500.084704643","축산물보관업","","","L00","",
"26","축산물보관업","07_22_24_P","3310000","331000000720140001","20140513","","03","폐업","0002","폐업","20151119","","","","","59.5","","부산광역시 남구 대연동 245-68","부산광역시 남구 황령대로319번나길 30 (대연동)","48427","동인","20151119143911","I","2018-08-31 23:59:59.0","","390423.645930262","185542.367415256","축산물보관업","","","000","",
"27","축산물보관업","07_22_24_P","3320000","332000000720180001","20180704","","01","영업/정상","0000","정상","","","","","","39","","부산광역시 북구 만덕동 411 나호","부산광역시 북구 덕천로 375, 나호 (만덕동)","46608","대진식품","20190108092829","U","2019-01-10 02:40:00.0","","386072.814970403","192022.68146482","축산물보관업","","","000","",
"28","축산물보관업","07_22_24_P","3330000","333000000720090001","20091020","","01","영업/정상","0000","정상","","","","","","198.28","","부산광역시 해운대구 좌동 878","부산광역시 해운대구 좌동로91번길 49 (좌동)","","(주)빙그레해운대영업소","20130612165544","I","2018-08-31 23:59:59.0","","397936.942363733","188275.427637371","축산물보관업","","","000","",
"29","축산물보관업","07_22_24_P","3340000","334000000720190001","20190613","","01","영업/정상","0000","정상","","","","","051-264-6400","2578.5","","부산광역시 사하구 구평동 414-5","부산광역시 사하구 감천항로 239 (구평동)","49454","삼일냉장(주) 제2물류센터","20210609092504","U","2021-06-11 02:40:00.0","","381544.168014437","176519.765319749","축산물보관업","","","L00","",
"30","축산물보관업","07_22_24_P","3340000","334000000720170001","20171207","","01","영업/정상","0000","정상","","","","","051-293-7500","0","","부산광역시 사하구 감천동 344-1","부산광역시 사하구 원양로 319 (감천동)","49453","한일냉장(주) 1공장","20200609190842","U","2020-06-11 02:40:00.0","","382797.011187563","177441.208650547","축산물보관업","","","L00","",
"31","축산물보관업","07_22_24_P","3340000","334000000720060001","20060222","","01","영업/정상","0000","정상","","","","","206-7575","3941.6","","부산광역시 사하구 감천동 387-18","부산광역시 사하구 원양로 359 (감천동)","","정양산업(주)","20220524085721","U","2022-05-26 02:40:00.0","","382828.417154773","177835.415600261","축산물보관업","","0","L00","0",
"32","축산물보관업","07_22_24_P","3340000","334000000720010007","20011030","","01","영업/정상","0000","정상","","","","","262-3101","0","","부산광역시 사하구 구평동","부산광역시 사하구 서포로 36 (구평동)","49459","삼일냉장(주)","20220112110448","U","2022-01-14 02:40:00.0","","381106.099822692","177695.384291504","축산물보관업","","0","000","0",
"33","축산물보관업","07_22_24_P","3340000","334000000720010003","20120827","","01","영업/정상","0000","정상","","","","","204-5501","3937.41","","부산광역시 사하구 신평동 481","부산광역시 사하구 장평로 269 (신평동)","49421","(주)삼진글로벌넷","20220329113804","U","2022-03-31 02:40:00.0","","379810.736552659","178593.746570639","축산물보관업","","0","L00","0",
"34","축산물보관업","07_22_24_P","3340000","334000000720010004","20011030","","01","영업/정상","0000","정상","","","","","","2673.6","","부산광역시 사하구 신평동 554","부산광역시 사하구 다대로170번길 10 (신평동)","","동일냉장(주)","20211001130043","U","2021-10-03 02:40:00.0","","380164.302441046","178337.746057365","축산물보관업","","0","L00","0",
"35","축산물보관업","07_22_24_P","3340000","334000000720010005","20011030","","01","영업/정상","0000","정상","","","","","261-8001","2464.2","","부산광역시 사하구 장림동 산 6-2","부산광역시 사하구 장림로 304 (장림동)","","(주)동양섬유 부산","20210513192003","U","2021-05-15 02:40:00.0","","380603.097913042","177934.383649956","축산물보관업","","","000","",
"36","축산물보관업","07_22_24_P","3340000","334000000720010011","20190619","","01","영업/정상","0000","정상","","","","","051-201-3161","2713.81","","부산광역시 사하구 감천동 387-19","부산광역시 사하구 원양로 353 (감천동)","49449","고려수산(주)","20200609190639","U","2020-06-11 02:40:00.0","","382816.275925158","177794.743371146","축산물보관업","","","L00","",
"37","축산물보관업","07_22_24_P","3340000","334000000720010009","20011030","","01","영업/정상","0000","정상","","","","","2014411","702.9","","부산광역시 사하구 감천동 344-2","","","(주)대화흥산","20030514155243","I","2018-08-31 23:59:59.0","","","","축산물보관업","","","000","",
"38","축산물보관업","07_22_24_P","3340000","334000000720010010","20011030","","01","영업/정상","0000","정상","","","","","204-3161","5720","","부산광역시 사하구 감천동 387-16","부산광역시 사하구 원양로 363 (감천동)","","고려수산(주)  제2냉동공장","20210917094851","U","2021-09-19 02:40:00.0","","382840.406786066","177875.988577331","축산물보관업","","0","000","0",
"39","축산물보관업","07_22_24_P","3340000","334000000720010012","20011121","","01","영업/정상","0000","정상","","","","","2081622","400","","부산광역시 사하구 신평동 산 41-7","","","(주)부일냉장","20030514155622","I","2018-08-31 23:59:59.0","","","","축산물보관업","","","000","",
"40","축산물보관업","07_22_24_P","3340000","334000000720020001","20020528","","01","영업/정상","0000","정상","","","","","263-4911","1230","","부산광역시 사하구 다대동 680-8","부산광역시 사하구 다대동로6번길 1 (다대동)","49526","(주)신우농수산","20200609191257","U","2020-06-11 02:40:00.0","","379817.679226262","174559.454973096","축산물보관업","","","000","",
"41","축산물보관업","07_22_24_P","3340000","334000000720080001","20080306","","01","영업/정상","0000","정상","","","","","291-1751","2160.29","","부산광역시 사하구 감천동 342","부산광역시 사하구 암남공원로 471 (감천동)","","제일에스엘산업(주)","20181206085843","U","2018-12-08 02:40:00.0","","382931.628014317","177539.534151761","축산물보관업","","","L00","",
"42","축산물보관업","07_22_24_P","3340000","334000000720090002","20090311","","01","영업/정상","0000","정상","","","","","202-6151","184.5","","부산광역시 사하구 신평동 550","부산광역시 사하구 신산로 190 (신평동)","","청호냉동(주)","20200609191225","U","2020-06-11 02:40:00.0","","380120.56033108","178451.300926121","축산물보관업","","","L00","",
"43","축산물보관업","07_22_24_P","3340000","334000000720110001","20110405","","01","영업/정상","0000","정상","","","","","507-9201","630","","부산광역시 사하구 장림동 325-1","","","(주)재호식품","20200609191104","U","2020-06-11 02:40:00.0","","","","축산물보관업","","","L00","",
"44","축산물보관업","07_22_24_P","3340000","334000000720180001","20180703","","01","영업/정상","0000","정상","","","","","264-6101","965.04","","부산광역시 사하구 구평동 414-10","부산광역시 사하구 감천항로 250 (구평동)","49512","정현아이스텍(주)","20200609191410","U","2020-06-11 02:40:00.0","","381436.169808092","176462.174130781","축산물보관업","","","L00","",
"45","축산물보관업","07_22_24_P","3340000","334000000720200001","20200310","","03","폐업","0002","폐업","20201012","","","20201012","051-265-9600","0","","부산광역시 사하구 다대동 680-23","부산광역시 사하구 다대로605번길 17 (다대동)","49526","(주)장수 부산지점","20201014155210","U","2020-10-16 02:40:00.0","","379950.158907885","174419.270504403","축산물보관업","","","L00","",
"46","축산물보관업","07_22_24_P","3340000","334000000720010002","20011030","","03","폐업","0002","폐업","20131120","","","","292-5356","561.96","","부산광역시 사하구 감천동 759-25","부산광역시 사하구 감천항로 12 (감천동)","","(주)성보냉장","20131120151914","I","2018-08-31 23:59:59.0","","382106.692248745","178173.785758704","축산물보관업","","","L00","",
"47","축산물보관업","07_22_24_P","3340000","334000000720060002","20060428","","03","폐업","0002","폐업","20091119","","","","","528","","부산광역시 사하구 장림동 1037","부산광역시 사하구 다대로 210 (장림동)","","씨제이 지엘에스(주)","20091119164605","I","2018-08-31 23:59:59.0","","380101.664479822","177863.674839855","축산물보관업","","","L00","",
"48","축산물보관업","07_22_24_P","3340000","334000000720010006","20011030","","03","폐업","0002","폐업","20201210","","","","263-3161","3117.23","","부산광역시 사하구 장림동 432","부산광역시 사하구 다대로 332 (장림동)","","고려냉장(주)","20201210171626","U","2020-12-12 02:40:00.0","","380165.113234217","176643.58565869","축산물보관업","","","000","",
"49","축산물보관업","07_22_24_P","3340000","334000000720010008","20011030","","03","폐업","0002","폐업","20210930","","","20210930","","731.02","","부산광역시 사하구 감천동 340","부산광역시 사하구 원양로 340 (감천동)","49452","(주)홍림수산냉동","20210930170908","U","2021-10-02 02:40:00.0","","382875.646835621","177616.98716896","축산물보관업","","0","000","0",
"50","축산물보관업","07_22_24_P","3340000","334000000720050001","20050616","","03","폐업","0002","폐업","20151208","","","","263-3161","1318.4","","부산광역시 사하구 장림동 483-1","부산광역시 사하구 다대로 360 (장림동)","","고려냉장(주)장림 제2공장","20151208093420","I","2018-08-31 23:59:59.0","","380221.150746925","176391.882744085","축산물보관업","","","L00","",
"51","축산물보관업","07_22_24_P","3340000","334000000720060003","20061212","","03","폐업","0002","폐업","20121212","","","","262-0771","254.8","","부산광역시 사하구 구평동 427-14","부산광역시 사하구 감천항로291번길 23 (구평동)","","(주)모든","20130612135629","I","2018-08-31 23:59:59.0","","381760.147631373","176065.871770331","축산물보관업","","","L00","",
"52","축산물보관업","07_22_24_P","3340000","334000000720090001","20090311","","03","폐업","0002","폐업","20111230","","","","203-4020","863.25","","부산광역시 사하구 감천동 344-16","부산광역시 사하구 원양로 314 (감천동)","","한일냉장(주)제2공장","20120618160825","I","2018-08-31 23:59:59.0","","382888.808701532","177388.280930538","축산물보관업","","","L00","",
"53","축산물보관업","07_22_24_P","3340000","334000000720090003","20090324","","03","폐업","0002","폐업","20170117","","","20170117","208-6242","707.09","","부산광역시 사하구 감천동 345","부산광역시 사하구 원양로 328 (감천동)","","금한냉동주식회사","20170117120122","I","2018-08-31 23:59:59.0","","382906.059254291","177471.984189382","축산물보관업","","","L00","",
"54","축산물보관업","07_22_24_P","3340000","334000000720100001","20100623","","03","폐업","0002","폐업","20130612","","","","290-0147","2169.5","","부산광역시 사하구 신평동 569-34","","","동원수산(주)","20130613092510","I","2018-08-31 23:59:59.0","","380528.005939675","178083.481154057","축산물보관업","","","L00","",
"55","축산물보관업","07_22_24_P","3340000","334000000720110002","20110506","","03","폐업","0002","폐업","20160929","","","","204-5501","0","","부산광역시 사하구 신평동 481","부산광역시 사하구 장평로 269 (신평동)","","(주)삼진글로벌넷","20160929165231","I","2018-08-31 23:59:59.0","","379810.736552659","178593.746570639","축산물보관업","","","000","",
"56","축산물보관업","07_22_24_P","3340000","334000000720110003","20110704","","03","폐업","0002","폐업","20111129","","","","264-6400","0","","부산광역시 사하구 구평동 414-5","부산광역시 사하구 감천항로 239 (구평동)","","화인텍냉동(주)","20111129174516","I","2018-08-31 23:59:59.0","","381544.168014437","176519.765319749","축산물보관업","","","000","",
"57","축산물보관업","07_22_24_P","3340000","334000000720120001","20120910","","03","폐업","0002","폐업","20170306","","","20170306","264-6400","0","","부산광역시 사하구 구평동 414-5","부산광역시 사하구 감천항로 239 (구평동)","49454","드올(주)","20170307091909","I","2018-08-31 23:59:59.0","","381544.168014437","176519.765319749","축산물보관업","","","000","",
"58","축산물보관업","07_22_24_P","3350000","335000000720090001","20090303","","01","영업/정상","0000","정상","","","","","070-4923-1509","344.37","","부산광역시 금정구 구서동 136-10","부산광역시 금정구 금단로 75 (구서동)","","(주)빙그레","20210628095818","U","2021-06-30 02:40:00.0","","390539.752689817","197212.14418308","축산물보관업","","","L00","",
"59","축산물보관업","07_22_24_P","3350000","335000000720010001","20010131","","03","폐업","0002","폐업","20130611","","","","515-7011","0","","부산광역시 금정구 부곡동 225-27","부산광역시 금정구 중앙대로 1699 (부곡동)","","(주)메가마트","20130614140937","I","2018-08-31 23:59:59.0","","390317.105572145","194964.394599273","축산물보관업","","","L00","",
"60","축산물보관업","07_22_24_P","3360000","336000000720200001","20200319","","01","영업/정상","0000","정상","","","","","","164.97","","부산광역시 강서구 대저2동 3730","부산광역시 강서구 금호순서길282번길 80, 나동 (대저2동)","46722","엠비물류","20200610090741","U","2020-06-12 02:40:00.0","","376942.037543002","186412.916244312","축산물보관업","","","000","",
"61","축산물보관업","07_22_24_P","3360000","336000000720210001","20210810","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 강서구 송정동 1715-2","부산광역시 강서구 녹산산단232로 38-17(송정동)","46757","하나로티앤에스 부산콜드체인센터","20220322092657","U","2022-03-24 02:40:00.0","","367819.664663153","177772.854077748","축산물보관업","","0","L00","0",
"62","축산물보관업","07_22_24_P","3360000","336000000720080001","20080527","","01","영업/정상","0000","정상","","","","","051-941-7601","1157","","부산광역시 강서구 강동동 1973-1","부산광역시 강서구 상덕로97번길 85, 외 1필지(강동동 상덕로 97번길 81-1) (강동동)","46706","(주)건창축산유통","20200210175245","U","2020-02-12 02:40:00.0","","374145.981953602","190113.650101423","축산물보관업","","","L00","",
"63","축산물보관업","07_22_24_P","3360000","336000000720150001","20151203","","01","영업/정상","0000","정상","","","","","051-899-4000","1517","","부산광역시 강서구 송정동 1715-2","부산광역시 강서구 녹산산단232로 38-17 (송정동)","46757","한국로지스풀(주) LogisALL 부산신선물류센터","20201106154837","U","2020-11-08 02:40:00.0","","367819.664663153","177772.854077748","축산물보관업","","","L00","",
"64","축산물보관업","07_22_24_P","3360000","336000000720150002","20151211","","01","영업/정상","0000","정상","","","","","051-831-8008","0","","","부산광역시 강서구 유통단지2로 76 (대저2동, (주)청강)","46721","주식회사 청강","20151211103501","I","2018-08-31 23:59:59.0","","377735.59315483","186546.347961112","축산물보관업","","","000","",
"65","축산물보관업","07_22_24_P","3360000","336000000720180001","20181025","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 강서구 명지동 214-10","부산광역시 강서구 낙동남로 1030-25 (명지동)","46725","(주)현우축산","20181025111423","I","2018-11-03 13:17:14.0","","375540.825690943","180916.129279498","축산물보관업","","","L00","",
"66","축산물보관업","07_22_24_P","3360000","336000000720100001","20100630","","03","폐업","0002","폐업","20111102","","","","","29","","부산광역시 강서구 강동동 1973-0001","","","은수미트","20111102164526","I","2018-08-31 23:59:59.0","","374145.981953602","190113.650101423","축산물보관업","","","000","",
"67","축산물보관업","07_22_24_P","3390000","339000000720200001","20200622","","01","영업/정상","0000","정상","","","","","","142.63","","부산광역시 사상구 덕포동 353-3","부산광역시 사상구 모덕로102번길 41 (덕포동)","46944","(주)갈비구판장","20200622173106","I","2020-06-24 00:23:17.0","","380934.023142669","188449.63878461","축산물보관업","","","L00","",
"68","축산물보관업","07_22_24_P","3390000","339000000720150001","20150707","","01","영업/정상","0000","정상","","","","","051)327-6651","4.6","","부산광역시 사상구 감전동 168-22","부산광역시 사상구 낙동대로1016번길 17 (감전동)","47027","(주)삼양사 부산물류센터","20220421092415","U","2022-04-23 02:40:00.0","","379764.389679699","185333.750017244","축산물보관업","","0","L00","0",
"69","축산물보관업","07_22_24_P","3390000","339000000720170001","20170323","","01","영업/정상","0000","정상","","","","","051-316-6687","320","","부산광역시 사상구 감전동 173-3","부산광역시 사상구 장인로 3 (감전동, 샤니)","47028","(주)에스피씨 삼립","20200706183459","U","2020-07-08 02:40:00.0","","379495.522427468","184653.130064971","축산물보관업","","","L00","",
"70","축산물보관업","07_22_24_P","3390000","339000000720030001","20030303","","03","폐업","0002","폐업","20071128","","","","051-312-1820","0","","부산광역시 사상구 감전동 125-9","부산광역시 사상구 새벽로167번길 130 (감전동)","46978","삼성식품냉동(주)","20111030141914","I","2018-08-31 23:59:59.0","","380028.235258125","186099.403326654","축산물보관업","","","L00","",
"71","축산물보관업","07_22_24_P","3400000","340000000720190001","20190311","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 기장군 기장읍 대라리 494","부산광역시 기장군 기장읍 차성로287번길 23","46067","위너스푸드","20200604163729","U","2020-06-06 02:40:00.0","","401306.622050374","195978.794169457","축산물보관업","","","000","",
"72","축산물보관업","07_22_24_P","3400000","340000000720170001","20170803","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 기장군 일광면 화전리 181-5","부산광역시 기장군 일광면 이화로 113-28","46048","영농조합법인 탐라엘에스","20170803172312","I","2018-08-31 23:59:59.0","","402754.962786701","199849.258857463","축산물보관업","","","L00","",
"73","축산물보관업","07_22_24_P","3400000","340000000720220001","20220526","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 기장군 정관읍 달산리 1062-3 (주)일이축산푸드","부산광역시 기장군 정관읍 산단3로 37, (주)일이축산푸드","46027","(주)일영이푸드","20220526085042","I","2022-05-28 00:22:31.0","","398532.013667851","203749.962977719","축산물보관업","","0","L00","0",
"74","축산물보관업","07_22_24_P","3400000","340000000720210001","20180704","","03","폐업","0002","폐업","20211105","","","20211105","","39","","부산광역시 북구 만덕동 411 나호","부산광역시 북구 덕천로 375, 나호 (만덕동)","46608","대진식품","20211105152859","I","2021-11-07 00:22:45.0","","386072.814970403","192022.68146482","축산물보관업","","0","000","0",
