"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업종구분명","자본금의규모","사업자등록번호",
"11","다단계판매업체","08_26_01_P","6260000","20016260000041000037","20011020","","01","영업/정상","2","영업","","","","","025655979","","","서울특별시 강남구 역삼동  642-1 역삼벤처텔1310호","","","(주)이.엔.아이 홀딩(구. (주)이.엔.아이)","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"12","다단계판매업체","08_26_01_P","6260000","20006260000041000024","20001124","","01","영업/정상","2","영업","","","","","0432369928","","","충청북도 청주시 흥덕구 복대동  2962, 4층","","","(주)연송(구. (주)프리밸리)","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"13","다단계판매업체","08_26_01_P","6260000","20016260000041000022","20010921","","01","영업/정상","2","영업","","","","","0622266140","","","광주광역시 동구 금남로5가  183-2","","","(주)아이엔코리아","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"14","다단계판매업체","08_26_01_P","6260000","20016260000041000041","20010728","","01","영업/정상","2","영업","","","","","0537523733","","","대구광역시 동구 신천동  111 영남빌딩 19층","","","(주)티알에스(구. (주)이지넷)","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"15","다단계판매업체","08_26_01_P","6260000","20016260000041000060","20000316","","01","영업/정상","2","영업","","","","","0532555009","","","대구광역시 중구 동인동1가  317-1, 2층","","","(주)지엠비(구. (주)덕인인터내셔날)","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"16","다단계판매업체","08_26_01_P","6260000","20036260000041000014","20030114","","01","영업/정상","2","영업","","","","","025439709","","","서울특별시 강남구 청담동  91-2 동궁타운 201호","","","(주)해피젠","20061026000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"17","다단계판매업체","08_26_01_P","6260000","20026260000041000022","20020615","","01","영업/정상","2","영업","","","","","0234869997","","","서울특별시 서초구 방배동  883-3 네오피스빌딩 2층∼7층","","","(주)삼정휴먼네트워크(구. (주)삼정글로벌네트워크)","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","520000000","",
"18","다단계판매업체","08_26_01_P","6260000","19986260000041000003","19980316","","01","영업/정상","2","영업","","","","","0234290011","","","서울특별시 강남구 삼성동  141-36 남경센타빌딩 8층 2호","","","(주)다이너스티 인터내셔날","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","300000000","",
"19","다단계판매업체","08_26_01_P","6260000","20046260000041000017","20041013","","01","영업/정상","2","영업","","","","","0424718915","","","대전광역시 서구 탄방동  768 씨티즌빌딩5층 502호","","","(주)산해유통","20061025000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","500000000","",
"20","다단계판매업체","08_26_01_P","6260000","20026260000041000042","20020110","","01","영업/정상","2","영업","","","","","0422423311","","","대전광역시 중구 선화동  136-17 청구빌딩 1층","","","케이앤피코리아(주)","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"21","다단계판매업체","08_26_01_P","6260000","20016260000041000030","20010109","","01","영업/정상","2","영업","","","","","","","","서울특별시 관악구 봉천동  869-12 대연빌딩 707호","","","(주)포시즌텔링크","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"22","다단계판매업체","08_26_01_P","6260000","20016260000041000042","20010706","","01","영업/정상","2","영업","","","","","0552244182","","","경상남도 마산시 서성동  83-10 보광빌딩 4층","","","(주)월레트","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","300000000","",
"23","다단계판매업체","08_26_01_P","6260000","20016260000041000043","20010618","","01","영업/정상","2","영업","","","","","0622518988","","","광주광역시 북구 문흥동  964-13, 2층 203호","","","(주)푸루토","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"24","다단계판매업체","08_26_01_P","6260000","19996260000041000002","19990727","","01","영업/정상","2","영업","","","","","0518528652","","","대구광역시 중구 남산동  653-1 대한빌딩 2층","","","(주)컴팩글로벌(구. (주)한길코리아)","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"25","다단계판매업체","08_26_01_P","6260000","20016260000041000046","20010515","","01","영업/정상","2","영업","","","","","0332448928","","","강원도 춘천시 후평동  727-3","","","(주)지엔지(구. (주)이엔코리아)","20061024000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"26","다단계판매업체","08_26_01_P","6260000","20046260000041000012","20041126","","01","영업/정상","2","영업","","","","","0337455610","","","강원도 원주시 학성동  311-23, 3층","","","(주)아이즈밸리넷(구. (주)마이다스글로벌넷)","20061025000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","500000000","",
"27","다단계판매업체","08_26_01_P","6260000","20046260000041000015","20040903","","01","영업/정상","2","영업","","","","","","","","전라남도 순천시 연향동  1395-3, 2층","","","(주)세이브넷","20061025000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","500000000","",
"28","다단계판매업체","08_26_01_P","6260000","20046260000041000016","20040302","","01","영업/정상","2","영업","","","","","0234532409","","","서울특별시 강남구 역삼동  746-14 반야빌딩 2층","","","(주)리치웰","20061025000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","0","",
"29","다단계판매업체","08_26_01_P","6260000","20036260000041000010","20030813","","01","영업/정상","2","영업","","","","","025839793","","","서울특별시 서초구 서초동  1593-7 서초이오빌2층","","","(주)태영디앤케이","20061025000000","I","2018-08-31 23:59:59.0","","","","다단계판매업","500000000","",
"30","다단계판매업체","08_26_01_P","6260000","20066260000041000002","20060512","","01","영업/정상","2","영업","","","","","0512420761","","","서울특별시 동대문구 장안동  35번지 4호 433-25  형인타워 5층","서울특별시 동대문구 천호대로85길 13, 5층 (장안동,형인타워)","","(주)나눔의사람들","20131226000000","I","2018-08-31 23:59:59.0","","205772.498805068","451164.874072088","다단계판매업","500000000","",
"31","다단계판매업체","08_26_01_P","6260000","20126260000041000002","20121112","","01","영업/정상","2","영업","","","","","0517468177","","612020","부산광역시 해운대구 우동  1470번지 우동, 에이스하이테크21 1206호","부산광역시 해운대구 센텀중앙로 48, 1206호 (우동,우동,에이스하이테크21)","","카리 코퍼레이션 주식회사","20181112000000","U","2018-11-14 02:37:09.0","","393963.840834294","188061.35516256","다단계판매업","500000000","",
"32","다단계판매업체","08_26_01_P","6260000","20196260000041000001","20190311","","03","폐업","4","폐업","20211208","","","","00015771005","","46559","부산광역시 북구 만덕동  680번지 12호","부산광역시 북구 만덕1로104번길 24, 3층(만덕동)","","㈜큐어원","20211214000000","U","2021-12-16 02:40:00.0","","384359.390795029","192481.773654778","다단계판매업","500000000","",
"33","다단계판매업체","08_26_01_P","6260000","20026260000041000020","20020912","","03","폐업","4","폐업","","","","","0515531450","","","부산광역시 동래구 온천동  198-11","부산광역시 동래구 금강로 91 (온천동)","","(주)라인푸드닷컴","20131226000000","I","2018-08-31 23:59:59.0","","389173.026152186","192858.724691088","다단계판매업","0","",
"34","다단계판매업체","08_26_01_P","6260000","20016260000041000045","20010607","","03","폐업","4","폐업","","","","","0515060029","","","부산광역시 연제구 거제동  121-14 화신빌딩 별관301호","부산광역시 연제구 중앙대로 1229, 301호 (거제동,화신빌딩별관)","","(주)화이트인터내셔날","20131226000000","I","2018-08-31 23:59:59.0","","389285.021844097","190624.483213086","다단계판매업","313294790","",
"35","다단계판매업체","08_26_01_P","6260000","20146260000041000002","20140912","","03","폐업","4","폐업","20150422","","","","0515580989","","611080","부산광역시 연제구 연산동  1372번지 7호","부산광역시 연제구 신촌로 21, 5층 (연산동,재형빌딩)","","(주)창훈","20150422000000","I","2018-08-31 23:59:59.0","","389035.437741947","189044.260091572","다단계판매업","500000000","",
"36","다단계판매업체","08_26_01_P","6260000","19976260000041000009","19970926","","03","폐업","4","폐업","","","","","0514643981","","","부산광역시 동구 초량동  1158-4","부산광역시 동구 중앙대로296번길 3-7 (초량동)","","리치웨이코리아(주)","20131226000000","I","2018-08-31 23:59:59.0","","386320.0897545","182391.060118159","다단계판매업","307172640","",
"37","다단계판매업체","08_26_01_P","6260000","20156260000041000002","20150803","","03","폐업","4","폐업","20181116","","","","0705055494","","47191","부산광역시 부산진구 부암동  74번지 1호 타워베르빌","부산광역시 부산진구 시민공원로19번길 65, 315호 (부암동,타워베르빌)","","(주)엔라이프","20181119000000","U","2018-11-21 02:37:55.0","","386780.612160982","187092.884386748","다단계판매업","500000000","",
"38","다단계판매업체","08_26_01_P","6260000","20016260000041000048","20010507","","03","폐업","4","폐업","","","","","0518050013","","","부산광역시 부산진구 전포동  874-1 천일빌딩 6층","부산광역시 부산진구 중앙대로 808, 6층 (전포동,천일빌딩)","","(주)천일오토","20131226000000","I","2018-08-31 23:59:59.0","","388569.448930725","185453.187416704","다단계판매업","500000000","",
"39","다단계판매업체","08_26_01_P","6260000","20016260000041000050","20010416","","03","폐업","4","폐업","","","","","0518522552","","","부산광역시 연제구 연산동  702-9 뉴그랜드오피스텔701호","부산광역시 연제구 중앙대로 1078, 701호 (연산동,뉴그랜드오피스텔)","","(주)이지엘","20131226000000","I","2018-08-31 23:59:59.0","","389444.436546193","189180.052866007","다단계판매업","300000000","",
"40","다단계판매업체","08_26_01_P","6260000","20016260000041000052","20010104","","03","폐업","4","폐업","","","","","0514649090","","","부산광역시 동구 초량동  1163-6 한서빌딩 6층","부산광역시 동구 중앙대로 290, 6층 (초량동,한서빌딩)","","(주)몰린다닷컴","20131226000000","I","2018-08-31 23:59:59.0","","386254.204566313","182271.315654303","다단계판매업","300000000","",
"41","다단계판매업체","08_26_01_P","6260000","20016260000041000053","20010412","","03","폐업","4","폐업","","","","","0515551840","","","부산광역시 동래구 온천동  208-2 온천파크오피스텔 505호","부산광역시 동래구 금강로 107, 505호 (온천동,온천파크오피스텔)","","(주)건미원생기효소","20131226000000","I","2018-08-31 23:59:59.0","","389232.177374563","192993.794473224","다단계판매업","300000000","",
"42","다단계판매업체","08_26_01_P","6260000","19956260000041000005","19950930","","03","폐업","4","폐업","","","","","0514664466","","","부산광역시 동구 초량동  1147-13 신동아빌딩 B1","부산광역시 동구 중앙대로 267, B1층 (초량동,신동아빌딩)","","(주)드레봉","20131226000000","I","2018-08-31 23:59:59.0","","386101.6969961","182087.688303863","다단계판매업","320452800","",
"43","다단계판매업체","08_26_01_P","6260000","20036260000041000015","20030813","","03","폐업","4","폐업","","","","","0515578685","","","부산광역시 동래구 온천동  1428번지 34호 1428번지 34호 호성빌딩10층","부산광역시 동래구 충렬대로 97 (온천동,1428번지 34호 호성빌딩10층  )","","(주)네오스","20131226000000","I","2018-08-31 23:59:59.0","","388596.863365011","191754.777025517","다단계판매업","500000000","",
"44","다단계판매업체","08_26_01_P","6260000","20036260000041000016","20030114","","03","폐업","4","폐업","","","","","0512420761","","","부산광역시 중구 중앙동2가  18-1 하버빌딩","부산광역시 중구 해관로 27, 3층 (중앙동2가,하버빌딩)","","(주)하버세이","20131226000000","I","2018-08-31 23:59:59.0","","385529.813785561","179926.834646235","다단계판매업","863602092","",
"45","다단계판매업체","08_26_01_P","6260000","20026260000041000035","20020510","","03","폐업","4","폐업","","","","","0515066000","","","부산광역시 금정구 남산동  118-8 상화빌딩 5층","부산광역시 금정구 중앙대로 2008, 5층 (남산동,상화빌딩)","","(주)비앤비","20131226000000","I","2018-08-31 23:59:59.0","","390345.792678546","198027.035268445","다단계판매업","510251894","",
"46","다단계판매업체","08_26_01_P","6260000","19966260000041000012","19961112","","03","폐업","4","폐업","","","","","0514620102","","","부산광역시 동구 초량동  1197-2","부산광역시 동구 중앙대로226번길 3-8 (초량동)","","(주)브나야","20131226000000","I","2018-08-31 23:59:59.0","","386076.992728926","181737.931194755","다단계판매업","300635981","",
"47","다단계판매업체","08_26_01_P","6260000","20016260000041000034","20011204","","03","폐업","4","폐업","","","","","0514648551","","","부산광역시 동구 초량동  1196-5 학빌딩205호","부산광역시 동구 중앙대로226번길 13-3, 205호 (초량동,학빌딩)","","(주)야훼","20131226000000","I","2018-08-31 23:59:59.0","","386121.080349708","181680.842172638","다단계판매업","300000000","",
"48","다단계판매업체","08_26_01_P","6260000","20006260000041000018","20000508","","03","폐업","4","폐업","","","","","0514649777","","","부산광역시 동구 초량동  1146-7 해봉빌딩 6층 610호","부산광역시 동구 중앙대로 289, 6층 610호 (초량동,해봉빌딩)","","(주)비엠지","20131226000000","I","2018-08-31 23:59:59.0","","386198.912596505","182298.559966434","다단계판매업","500000000","",
"49","다단계판매업체","08_26_01_P","6260000","20006260000041000020","20000908","","03","폐업","4","폐업","","","","","0514664460","","","부산광역시 동구 초량동  1197-5 성평빌딩 8층","부산광역시 동구 중앙대로226번길 7-3, 8층 (초량동,성평빌딩)","","(주)알앤에프코리아","20131226000000","I","2018-08-31 23:59:59.0","","386065.860562603","181685.183516647","다단계판매업","300000000","",
"50","다단계판매업체","08_26_01_P","6260000","20046260000041000008","20050422","","03","폐업","4","폐업","","","","","0518531391","","","부산광역시 부산진구 양정동  94-11 기정빌딩 4층","부산광역시 부산진구 연수로 18-1, 4층 (양정동,기정빌딩)","","세원라이프(주)","20131226000000","I","2018-08-31 23:59:59.0","","388826.786366766","188006.381067146","다단계판매업","510000000","",
"51","다단계판매업체","08_26_01_P","6260000","20046260000041000009","20050530","","03","폐업","4","폐업","","","","","0518671191","","","부산광역시 연제구 연산동  702 진도빌딩 10층","부산광역시 연제구 토곡로 13 (연산동)","","(주)에이엠씨 아미치","20131227000000","I","2018-08-31 23:59:59.0","","391762.706338161","189061.487384037","다단계판매업","520000000","",
"52","다단계판매업체","08_26_01_P","6260000","20006260000041000021","20001002","","03","폐업","4","폐업","","","","","0514626447","","","부산광역시 동구 초량동  1211-1번지 대한통운빌딩 504호","부산광역시 동구 중앙대로 176, 504호 (초량동,대한통운빌딩)","","(주)일등바이오텍","20131226000000","I","2018-08-31 23:59:59.0","","385821.85135078","181218.697894165","다단계판매업","300000000","",
"53","다단계판매업체","08_26_01_P","6260000","20006260000041000022","20001012","","03","폐업","4","폐업","","","","","0516426143","","","부산광역시 부산진구 범천동  849-4 서영빌딩 3층","부산광역시 부산진구 범일로 184, 3층 (범천동,서영빌딩)","","(주)한마음썬텍","20131226000000","I","2018-08-31 23:59:59.0","","387626.656930035","184967.312466927","다단계판매업","313610000","",
"54","다단계판매업체","08_26_01_P","6260000","20016260000041000038","20011016","","03","폐업","4","폐업","","","","","0514642227","","","부산광역시 동구 초량동  1194-10 대동빌딩 4층","부산광역시 동구 중앙대로236번길 3-4, 4층 (초량동,대동빌딩)","","(주)진실","20131226000000","I","2018-08-31 23:59:59.0","","386102.768875081","181801.098081284","다단계판매업","320000000","",
"55","다단계판매업체","08_26_01_P","6260000","20016260000041000040","20010910","","03","폐업","4","폐업","","","","","0514646681","","","부산광역시 동구 초량동  1163-6, 6층","부산광역시 동구 중앙대로 290, 6층 (초량동)","","(주)이조은세상","20131226000000","I","2018-08-31 23:59:59.0","","386254.204566313","182271.315654303","다단계판매업","330000000","",
"56","다단계판매업체","08_26_01_P","6260000","19966260000041000014","19961031","","03","폐업","4","폐업","","","","","0518916502","","","부산광역시 부산진구 개금동  196 석천오피스텔 501호","부산광역시 부산진구 개금온정로 9, 501호 (개금동,석천오피스텔)","","(주)왕성","20131226000000","I","2018-08-31 23:59:59.0","","384426.927922008","185758.105995342","다단계판매업","300000000","",
"57","다단계판매업체","08_26_01_P","6260000","19956260000041000006","19950910","","03","폐업","4","폐업","","","","","0514621373","","","부산광역시 동구 초량동  1169-13 건설회관 3층","부산광역시 동구 중앙대로 262, 3층 (초량동,건설회관)","","(주)월드프리미어","20131226000000","I","2018-08-31 23:59:59.0","","386151.348772833","182004.96097576","다단계판매업","0","",
"58","다단계판매업체","08_26_01_P","6260000","20006260000041000029","20001114","","03","폐업","4","폐업","","","","","0516376159","","","부산광역시 동구 범일동  830-216 호림빌딩 301호","부산광역시 동구 조방로49번길 29, 301호 (범일동,호림빌딩)","","(주)상황","20131226000000","I","2018-08-31 23:59:59.0","","387703.04599269","184060.087160652","다단계판매업","300000000","",
"59","다단계판매업체","08_26_01_P","6260000","20026260000041000039","20001204","","03","폐업","4","폐업","","","","","0514651771","","","부산광역시 동구 초량동  1196-8 우주빌딩 7층","부산광역시 동구 중앙대로226번길 11, 7층 (초량동,우주빌딩)","","(주)파라다이스인","20131227000000","I","2018-08-31 23:59:59.0","","386110.473932523","181657.708656052","다단계판매업","0","",
"60","다단계판매업체","08_26_01_P","6260000","20016260000041000061","20011015","","03","폐업","4","폐업","","","","","0514659571","","","부산광역시 동구 초량동  1200-1 동남빌딩 503호","부산광역시 동구 중앙대로214번길 7-11, 503호 (초량동,동남빌딩)","","(주)아미인터내셔날","20131226000000","I","2018-08-31 23:59:59.0","","386055.563905435","181649.267916478","다단계판매업","350000000","",
"61","다단계판매업체","08_26_01_P","6260000","20006260000041000025","20001209","","03","폐업","4","폐업","","","","","0518538013","","","부산광역시 부산진구 양정동  369-19 한들빌딩 5층","부산광역시 부산진구 중앙대로 919, 5층 (양정동,한들빌딩)","","(주)이십일세기 사람들","20131226000000","I","2018-08-31 23:59:59.0","","388546.281085623","187869.572167252","다단계판매업","300000000","",
"62","다단계판매업체","08_26_01_P","6260000","19966260000041000013","19960415","","03","폐업","4","폐업","","","","","0514657355","","","부산광역시 동구 초량동  1211-1 대한통운빌딩 5층","부산광역시 동구 중앙대로 176, 5층 (초량동,대한통운빌딩)","","뉴 코리맨(주)","20131226000000","I","2018-08-31 23:59:59.0","","385821.85135078","181218.697894165","다단계판매업","0","",
"63","다단계판매업체","08_26_01_P","6260000","20016260000041000063","20011204","","03","폐업","4","폐업","","","","","0519968000","","","부산광역시 동구 초량동  1152-1 금산빌딩 1층","부산광역시 동구 중앙대로 328, 1층 (초량동,금산빌딩)","","(주)씨씨엠","20131226000000","I","2018-08-31 23:59:59.0","","386410.615098513","182607.916566205","다단계판매업","350000000","",
"64","다단계판매업체","08_26_01_P","6260000","20026260000041000041","20021207","","03","폐업","4","폐업","","","","","0514666282","","","부산광역시 동구 초량동  1204-7 혁정빌딩 6층","부산광역시 동구 중앙대로196번길 6-7, 6층 (초량동,혁정빌딩)","","(주)엣센비즈","20131226000000","I","2018-08-31 23:59:59.0","","385906.073130304","181303.884021228","다단계판매업","0","",
"65","다단계판매업체","08_26_01_P","6260000","20026260000041000021","20020615","","03","폐업","4","폐업","","","","","0514629482","","","부산광역시 동구 초량동  1189-4 대영빌딩 5층","부산광역시 동구 중앙대로248번길 7, 5층 (초량동,대영빌딩)","","(주)바이오플러스","20131226000000","I","2018-08-31 23:59:59.0","","386145.504313857","181868.893009778","다단계판매업","590000000","",
"66","다단계판매업체","08_26_01_P","6260000","19986260000041000004","19980325","","03","폐업","4","폐업","","","","","0514692779","","","부산광역시 동구 초량동  1211-7 정암빌딩 5층","부산광역시 동구 중앙대로180번길 6-12, 5층 (초량동,정암빌딩)","","디.에스.엘 인터내셔날(주)","20131226000000","I","2018-08-31 23:59:59.0","","385822.448316227","181154.601680282","다단계판매업","500000000","",
"67","다단계판매업체","08_26_01_P","6260000","20026260000041000023","20020509","","03","폐업","4","폐업","","","","","0514625493","","","부산광역시 동구 초량동  1211-1 대한통운빌딩 406호","부산광역시 동구 중앙대로 176, 406호 (초량동,대한통운빌딩)","","(주)나이스드림이십일","20131226000000","I","2018-08-31 23:59:59.0","","385821.85135078","181218.697894165","다단계판매업","301000000","",
"68","다단계판매업체","08_26_01_P","6260000","20026260000041000024","20020419","","03","폐업","4","폐업","","","","","0512559168","","","부산광역시 서구 충무동1가  39-45 창성빌딩 808호","부산광역시 서구 충무대로256번길 7, 808호 (충무동1가,창성빌딩)","","웰빙라이프(주)","20131226000000","I","2018-08-31 23:59:59.0","","384530.759886871","179056.052902179","다단계판매업","500000000","",
"69","다단계판매업체","08_26_01_P","6260000","19986260000041000005","19980715","","03","폐업","4","폐업","","","","","0514426118","","","부산광역시 동구 초량동  1151-8 동양빌딩 5층","부산광역시 동구 중앙대로332번길 7, 5층 (초량동,동양빌딩)","","(주)세이프","20131226000000","I","2018-08-31 23:59:59.0","","386464.687779163","182640.636117337","다단계판매업","0","",
"70","다단계판매업체","08_26_01_P","6260000","20026260000041000026","20020311","","03","폐업","4","폐업","","","","","0518078150","","","부산광역시 부산진구 부전동  535-4 로얄빌딩3층","부산광역시 부산진구 중앙대로 663, 3층 (부전동,로얄빌딩)","","(주)에스엔넷","20131226000000","I","2018-08-31 23:59:59.0","","387542.119327034","185585.098930111","다단계판매업","301903404","",
"71","다단계판매업체","08_26_01_P","6260000","19996260000041000003","19990608","","03","폐업","4","폐업","","","","","0512048971","","","부산광역시 사하구 괴정동  1033-4 10/3","부산광역시 사하구 회화나무길 67 (괴정동)","","(주)애니셋아이","20131226000000","I","2018-08-31 23:59:59.0","","381537.682286607","179807.587319095","다단계판매업","303000000","",
"72","다단계판매업체","08_26_01_P","6260000","20026260000041000028","20020124","","03","폐업","4","폐업","","","","","0514661945","","","부산광역시 동구 초량동  1203-3 중후빌딩 401호","부산광역시 동구 중앙대로196번길 12-5, 401호 (초량동,중후빌딩)","","(주)대광성물산","20131226000000","I","2018-08-31 23:59:59.0","","385969.840214104","181312.221242204","다단계판매업","310189250","",
"73","다단계판매업체","08_26_01_P","6260000","20026260000041000029","20020121","","03","폐업","4","폐업","","","","","0516101824","","","부산광역시 남구 대연동  55-1 21 센츄리시티2025호","부산광역시 남구 수영로 312, 2025호 (대연동,21센츄리시티)","","(주)에프앤지","20131226000000","I","2018-08-31 23:59:59.0","","391411.212179843","184052.409245407","다단계판매업","310000000","",
"74","다단계판매업체","08_26_01_P","6260000","20026260000041000030","20020117","","03","폐업","4","폐업","","","","","0514683789","","","부산광역시 동구 초량동  1197-5 성평빌딩4층","부산광역시 동구 중앙대로226번길 7-3, 4층 (초량동,성평빌딩)","","한국생명과학(주)","20131226000000","I","2018-08-31 23:59:59.0","","386065.860562603","181685.183516647","다단계판매업","300000000","",
"75","다단계판매업체","08_26_01_P","6260000","20036260000041000017","20031218","","03","폐업","4","폐업","","","","","0518162855","","","부산광역시 부산진구 전포동  677-1 중앙케이블방송국4층","부산광역시 부산진구 서전로46번길 48, 4층 (전포동,중앙케이블방송국)","","(주)아람네토피아","20131226000000","I","2018-08-31 23:59:59.0","","388569.448930725","185453.187416704","다단계판매업","0","",
"76","다단계판매업체","08_26_01_P","6260000","20006260000041000030","20000503","","03","폐업","4","폐업","","","","","0515150777","","","부산광역시 금정구 남산동  124-4","부산광역시 금정구 학산로13번길 41 (남산동)","","(주)멤버쇼핑몰","20131226000000","I","2018-08-31 23:59:59.0","","390037.524418026","198190.694268038","다단계판매업","300000000","",
"77","다단계판매업체","08_26_01_P","6260000","20016260000041000047","20010102","","03","폐업","4","폐업","","","","","0514655747","","","부산광역시 동구 초량동  1151-1 유한양행빌딩 3층","부산광역시 동구 중앙대로 342, 3층 (초량동,유한양행빌딩)","","(주)네오피아인터내셔널","20131226000000","I","2018-08-31 23:59:59.0","","386490.271324611","182706.047486974","다단계판매업","500000000","",
"78","다단계판매업체","08_26_01_P","6260000","20006260000041000027","20001218","","03","폐업","4","폐업","","","","","0518658177","","","부산광역시 연제구 연산동  1242-9 연산빌딩 6층","부산광역시 연제구 중앙대로 1097, 6층 (연산동,연산빌딩)","","(주)모닝피아","20131226000000","I","2018-08-31 23:59:59.0","","389460.343394981","189376.417506783","다단계판매업","307587000","",
"79","다단계판매업체","08_26_01_P","6260000","20016260000041000044","20010608","","03","폐업","4","폐업","","","","","0518620448","","","부산광역시 연제구 연산동  702-10 진도빌딩 7층","부산광역시 연제구 중앙대로 1084, 7층 (연산동,진도빌딩)","","(주)아이.비.에스코리아","20131226000000","I","2018-08-31 23:59:59.0","","389473.281486449","189228.061082038","다단계판매업","300000000","",
"80","다단계판매업체","08_26_01_P","6260000","20006260000041000026","20001214","","03","폐업","4","폐업","","","","","0515533812","","","부산광역시 동래구 명륜동  647-1 부일신용금고 5층","부산광역시 동래구 동래로 82, 5층 (명륜동,부일신용금고)","","일등바이오텍네트워크(주)","20131227000000","I","2018-08-31 23:59:59.0","","389478.851557744","191865.450709105","다단계판매업","300000000","",
