"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"11","체육도장업","10_41_01_P","3250000","CDFH3301022015000001","20151118","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 남포동6가 113-1번지 지하1층","부산광역시 중구 구덕로 87-1, 지하1층 (남포동6가)","48982","부산다이어트 복싱클럽","20170831104625","I","2018-08-31 23:59:59.0","권투","384708.848957593","179404.943227079","체육도장업","사립","","2","","","","","",
"12","체육도장업","10_41_01_P","3260000","CDFH3301022020000002","20200128","","03","폐업","03","폐업","20211108","","","","","","","부산광역시 서구 토성동5가 16-2","부산광역시 서구 구덕로148번길 30, 지하1층 (토성동5가)","49246","부자유도관(별관)","20211109180934","U","2021-11-11 02:40:00.0","유도","384341.96761416","179526.501621387","체육도장업","사립","","1","1","1106.04","0","","",
"13","체육도장업","10_41_01_P","3260000","CDFH3301021989000001","19891124","","03","폐업","03","폐업","20041231","","","","051-242-5675","","602011","부산광역시 서구 충무동1가 4번지","","","한성체육관(권투)","20060105113059","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","0","","","190","","","",
"14","체육도장업","10_41_01_P","3260000","CDFH3301022000000004","20000610","","03","폐업","03","폐업","20060926","","","","051-247-0419","","602808","부산광역시 서구 동대신동1가 113번지","","","대신체육관(태권도)","20061012175117","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","0","","","70.14","","","",
"15","체육도장업","10_41_01_P","3260000","CDFH3301022001000008","20010601","","03","폐업","03","폐업","20160422","","","","248-6622","","602801","부산광역시 서구 남부민동 33-6번지 흥아맨션 502호","부산광역시 서구 천마로 192 (남부민동)","49256","충무체육관(태권도)","20160422111449","I","2018-08-31 23:59:59.0","태권도","384357.919449069","178934.869877219","체육도장업","사립","","","","72.6","","","",
"16","체육도장업","10_41_01_P","3260000","CDFH3301021981000001","19810516","","03","폐업","03","폐업","20060926","","","","051-255-9923","","602828","부산광역시 서구 아미동2가 67번지","","","중앙체육관(태권도)","20061012174845","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","0","","","66","","","",
"17","체육도장업","10_41_01_P","3260000","CDFH3301021992000001","19920608","","03","폐업","03","폐업","20141111","","","","248-9428","","602830","부산광역시 서구 암남동 285-1번지 102호","부산광역시 서구 암남로6번길 10-1 (암남동)","602830","성운체육관(태권도)","20141111113539","I","2018-08-31 23:59:59.0","","383878.72150335","177443.940658572","체육도장업","사립","","","","122.04","","","",
"18","체육도장업","10_41_01_P","3260000","CDFH3301021998000001","19981121","","03","폐업","03","폐업","20060106","","","","051-255-0167","","602812","부산광역시 서구 동대신동3가 146-5번지","부산광역시 서구 보수대로 238  (동대신동3가)","","동아육체미","20060106174530","I","2018-08-31 23:59:59.0","","383917.118427925","181468.704417448","체육도장업","사립","0","","","123.43","","","",
"19","체육도장업","10_41_01_P","3260000","CDFH3301021999000001","19991223","","03","폐업","03","폐업","20101202","","","","051-242-2222","","602808","부산광역시 서구 동대신동1가 76-0007번지","","","김용체육관(태권도)","20101202092756","I","2018-08-31 23:59:59.0","","384288.412028335","180980.890286828","체육도장업","사립","0","","","92.4","","","",
"20","체육도장업","10_41_01_P","3260000","CDFH3301022005000001","20050909","","03","폐업","03","폐업","20090401","","","","051-256-6600","","602830","부산광역시 서구 암남동 62-48번지","부산광역시 서구 감천로 255  (암남동)","","태영코리아태권도장","20090401120746","I","2018-08-31 23:59:59.0","","383796.393547044","177694.322129881","체육도장업","사립","0","","","","","","",
"21","체육도장업","10_41_01_P","3260000","CDFH3301022000000001","20001123","","03","폐업","03","폐업","20070108","","","","051-243-9933","","602011","부산광역시 서구 충무동1가 10-0007번지 지성빌딩4층","","","극동체육관(권투)","20070108151241","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","0","","","168.9","","","",
"22","체육도장업","10_41_01_P","3260000","CDFH3301022000000003","20000629","","03","폐업","03","폐업","20070108","","","","051-255-4996","","602819","부산광역시 서구 서대신동2가 267번지","","","대신유도장","20070108151306","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","0","","","72","","","",
"23","체육도장업","10_41_01_P","3260000","CDFH3301022002000003","20021127","","03","폐업","03","폐업","20140814","","","","051-255-9520","","602828","부산광역시 서구 아미동2가 165-3번지","부산광역시 서구 까치고개로 186 (아미동2가)","602828","아미체육관(태권도)","20140814172021","I","2018-08-31 23:59:59.0","","383778.84732602","179751.886926701","체육도장업","사립","","","","94","","","",
"24","체육도장업","10_41_01_P","3260000","CDFH3301022002000005","20020502","","03","폐업","03","폐업","20060213","","","","","","602819","부산광역시 서구 서대신동2가 146번지","부산광역시 서구 대영로27번길 2  (서대신동2가)","","대경태권도장(태권도)","20060214152538","I","2018-08-31 23:59:59.0","","383635.050248521","180832.795671918","체육도장업","사립","0","","","","","","",
"25","체육도장업","10_41_01_P","3260000","CDFH3301022002000006","20020514","","03","폐업","03","폐업","20070108","","","","051-241-2890","","602830","부산광역시 서구 암남동 288-4번지","부산광역시 서구 암남로6번길 7  (암남동)","","김건수유도교실(유도)","20070108151403","I","2018-08-31 23:59:59.0","","383859.589256011","177421.050668688","체육도장업","사립","0","","","68","","","",
"26","체육도장업","10_41_01_P","3260000","CDFH3301022014000002","20141230","","03","폐업","03","폐업","20180906","","","","","","602813","부산광역시 서구 동대신동3가 340-15번지","부산광역시 서구 구덕로334번길 5 (동대신동3가)","49211","팀매드","20180906144553","U","2018-09-06 23:59:59.0","레슬링","383745.273077264","181254.510236164","체육도장업","사립","","1","","123.12","","","",
"27","체육도장업","10_41_01_P","3260000","CDFH3301022016000001","20160120","","03","폐업","03","폐업","20160830","","","","051-248-8215","","","부산광역시 서구 서대신동3가 276번지 대신센츄럴타운 상가202호","부산광역시 서구 구덕로345번길 19, 상가202호 (서대신동3가, 대신센츄럴타운)","49226","정석유도관","20160831131549","I","2018-08-31 23:59:59.0","유도","383590.471789932","181283.692369915","체육도장업","사립","","1","1","5068.34","","","",
"28","체육도장업","10_41_01_P","3260000","CDFH3301022022000001","20220308","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 부민동2가 10-20","부산광역시 서구 구덕로 207, 3층 (부민동2가)","49236","피에트(FIET)","20220517154132","U","2022-05-19 02:40:00.0","권투","384084.648471051","180084.853112476","체육도장업","사립","","1","1","690.06","0","","",
"29","체육도장업","10_41_01_P","3260000","CDFH3301022020000001","20200102","","01","영업/정상","13","영업중","","","","","051-242-0187","","","부산광역시 서구 서대신동3가 514-2","부산광역시 서구 망양로33번길 7 (서대신동3가)","49210","별하 합기도 대신 무림관","20211006104822","U","2021-10-08 02:40:00.0","합기도","383477.833654551","181242.573001683","체육도장업","사립","","0","1","672.91","0","","",
"30","체육도장업","10_41_01_P","3260000","CDFH3301022019000003","20191105","","01","영업/정상","13","영업중","","","","","051-244-1449","","","부산광역시 서구 부민동3가 2-2","부산광역시 서구 고운들로35번길 12, 2층 (부민동3가)","49237","아리랑 멋 타리 태권도장","20220118163749","U","2022-01-20 02:40:00.0","태권도","383944.139851711","180347.234342284","체육도장업","사립","","1","1","573.81","0","","",
"31","체육도장업","10_41_01_P","3260000","CDFH3301022019000002","20191031","","01","영업/정상","13","영업중","","","","","051-246-8200","","","부산광역시 서구 토성동5가 34-3번지 해오름아파트 201호","부산광역시 서구 구덕로 130, 해오름아파트 2층 201호 (토성동5가)","49246","국가대표 효 태권도장","20191107142646","U","2019-11-09 02:40:00.0","태권도","384325.618957799","179413.686227893","체육도장업","사립","","3","","","","","",
"32","체육도장업","10_41_01_P","3260000","CDFH3301022018000003","20180906","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 동대신동3가 340-15번지","부산광역시 서구 구덕로334번길 5, 지하층 (동대신동3가)","49211","팀매드","20180906161737","U","2018-09-06 23:59:59.0","레슬링","383745.273077264","181254.510236164","체육도장업","사립","","1","","","","","",
"33","체육도장업","10_41_01_P","3260000","CDFH3301022018000002","20180830","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동1가 50-6번지 유니온캐슬1차 201호","부산광역시 서구 부용로 15, 201호 (서대신동1가, 유니온캐슬1차)","49235","다한태권도장","20200312175108","U","2020-03-14 02:40:00.0","태권도","383845.180133928","180687.185017387","체육도장업","사립","","","","","","","",
"34","체육도장업","10_41_01_P","3260000","CDFH3301022020000003","20200619","","01","영업/정상","13","영업중","","","","","051-244-9028","","","부산광역시 서구 암남동 354-2번지 기산비치타운","부산광역시 서구 충무대로 8, 3층 307-3,307-5호 (암남동, 기산비치타운)","49269","미션 아카데미","20200619174029","I","2020-06-21 00:23:27.0","합기도","383854.512397956","177132.276924017","체육도장업","사립","","","","22216.44","","","",
"35","체육도장업","10_41_01_P","3260000","CDFH3301021989000002","19891219","","01","영업/정상","13","영업중","","","","","051-243-0066","","","","부산광역시 서구 구덕로186번길 5, 지하1층 (토성동3가)","49224","극동유도관","20191115120049","U","2019-11-17 02:40:00.0","유도","384126.900845852","179893.849770136","체육도장업","사립","","","","838.14","","","",
"36","체육도장업","10_41_01_P","3260000","CDFH3301021989000003","19891223","","01","영업/정상","13","영업중","","","","","051-255-0261","","602825","부산광역시 서구 서대신동3가 660번지","부산광역시 서구 대신로45번길 17 (서대신동3가)","49209","왕무체육관(태권도)","20111230171242","I","2018-08-31 23:59:59.0","","383299.422215519","181342.547093527","체육도장업","사립","","","","108.75","","","",
"37","체육도장업","10_41_01_P","3260000","CDFH3301022001000001","20011219","","01","영업/정상","13","영업중","","","","","051-256-8536","","602808","부산광역시 서구 동대신동1가 113-0001번지","부산광역시 서구 대영로 78 (동대신동1가)","49218","서부예체능센터","20111221171917","I","2018-08-31 23:59:59.0","","384068.256070915","180895.799571889","체육도장업","사립","","2","","","","","",
"38","체육도장업","10_41_01_P","3260000","CDFH3301022001000002","20010601","","01","영업/정상","13","영업중","","","","","051-247-0358","","602804","부산광역시 서구 남부민동 439-16","부산광역시 서구 천해로 14 (남부민동)","49261","쌍용체육관(태권도)","20201014161050","U","2020-10-16 02:40:00.0","태권도","383914.970384896","177917.998432326","체육도장업","사립","","","","74.25","","","",
"39","체육도장업","10_41_01_P","3260000","CDFH3301021993000003","19930607","","01","영업/정상","13","영업중","","","","","051-247-8223","","602837","부산광역시 서구 토성동1가 3-1번지","부산광역시 서구 까치고개로239번길 26 (토성동1가)","49224","도림체육관(태권도)","20111230171857","I","2018-08-31 23:59:59.0","","384330.976734841","179832.128608087","체육도장업","사립","","","","66.14","","","",
"40","체육도장업","10_41_01_P","3260000","CDFH3301021997000001","19970514","","01","영업/정상","13","영업중","","","","","051-243-8932","","602091","부산광역시 서구 서대신동1가 190","부산광역시 서구 고운들로 156-2 (서대신동1가)","49228","동아체육관(태권도)","20201014162123","U","2020-10-16 02:40:00.0","","383525.510393837","180724.02009383","체육도장업","사립","","","","88.7","","","",
"41","체육도장업","10_41_01_P","3260000","CDFH3301021997000002","19970612","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동3가 161-152","부산광역시 서구 꽃마을로 43-1, 2층 (서대신동3가)","49207","아리랑 멋 퍼니태권도장","20201014162929","U","2020-10-16 02:40:00.0","","383321.090137566","181702.789934026","체육도장업","사립","","","","66.22","","","",
"42","체육도장업","10_41_01_P","3260000","CDFH3301021999000002","19991214","","01","영업/정상","13","영업중","","","","","051-256-4233","","602055","부산광역시 서구 토성동5가 51-2","부산광역시 서구 초장로 54 (토성동5가)","49252","연세 서부 태권도장","20210226140220","U","2021-02-28 02:40:00.0","","384245.054738956","179366.253540841","체육도장업","사립","","","","148.5","","","",
"43","체육도장업","10_41_01_P","3260000","CDFH3301022003000002","20030820","","01","영업/정상","13","영업중","","","","","255-1333","","602053","부산광역시 서구 토성동3가 13-7번지","부산광역시 서구 구덕로 164 (토성동3가)","49246","연세토성태권도","20190709155421","U","2019-07-11 02:40:00.0","태권도","384118.358527897","179676.215493701","체육도장업","사립","","","","179.68","","","",
"44","체육도장업","10_41_01_P","3260000","CDFH3301022005000002","20051027","","01","영업/정상","13","영업중","","","","","231-0888","","602808","부산광역시 서구 동대신동1가 237번지","부산광역시 서구 대영로74번길 40 (동대신동1가)","49221","정도 K타이거즈 태권도","20190419154447","U","2019-04-21 02:40:00.0","태권도","384095.039862924","180718.994802177","체육도장업","사립","","","","","","","",
"45","체육도장업","10_41_01_P","3260000","CDFH3301022000000002","20001020","","01","영업/정상","13","영업중","","","","","051-241-0505","","602813","부산광역시 서구 동대신동3가 312-3번지","부산광역시 서구 대영로85번길 89 (동대신동3가)","49212","비호태권도","20200123110325","U","2020-01-25 02:40:00.0","태권도","383930.424029341","181370.367826189","체육도장업","사립","","","","999","","","",
"46","체육도장업","10_41_01_P","3260000","CDFH3301022020000004","20201021","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 동대신동3가 146-10","부산광역시 서구 보수대로 240-1, 3층 (동대신동3가)","49213","JJ복싱","20201021104155","I","2020-10-23 00:23:09.0","권투","383902.456447498","181494.113752529","체육도장업","사립","","1","","","","","",
"47","체육도장업","10_41_01_P","3260000","CDFH3301022007000001","20070319","","01","영업/정상","13","영업중","","","","","051-242-7727","","602813","부산광역시 서구 동대신동3가 505-1 24통2반","부산광역시 서구 구덕로328번길 4 (동대신동3가)","49211","청무유도관","20201130130956","U","2020-12-02 02:40:00.0","유도","383767.80524064","181177.254382913","체육도장업","사립","","","","114.03","","","",
"48","체육도장업","10_41_01_P","3260000","CDFH3301022014000001","20140603","","01","영업/정상","13","영업중","","","","","051-243-8742","","602825","부산광역시 서구 서대신동3가 271-2번지","부산광역시 서구 대영로45번길 102 (서대신동3가)","49226","특사체육관","20160121162649","I","2018-08-31 23:59:59.0","권투","383558.900870829","181276.627932669","체육도장업","사립","","1","1","672.92","","","",
"49","체육도장업","10_41_01_P","3260000","CDFH3301022016000002","20160630","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 토성동5가 16-2","부산광역시 서구 구덕로148번길 30, 지하1층 (토성동5가)","49246","주식회사 부자유도관","20211123173634","U","2021-11-25 02:40:00.0","유도","384341.96761416","179526.501621387","체육도장업","사립","","1","0","1106.04","0","","",
"50","체육도장업","10_41_01_P","3260000","CDFH3301022017000001","20171106","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동3가 762번지 대신 롯데캐슬","부산광역시 서구 대티로 161, 304, 305호 (서대신동3가, 대신 롯데캐슬)","49208","MTA SKY 태권도장","20200422095327","U","2020-04-24 02:40:00.0","태권도","383167.201783571","181447.212357084","체육도장업","사립","","","","","","","",
"51","체육도장업","10_41_01_P","3260000","CDFH3301022018000001","20180521","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동1가 212 대신 푸르지오","부산광역시 서구 대영로38번길 11, 109동 3층 305,306호 (서대신동1가, 대신 푸르지오)","49232","MTA SKY2 태권도장","20200629135352","U","2020-07-01 02:40:00.0","태권도","383723.330102872","180655.856798388","체육도장업","사립","","2","","","","","",
"52","체육도장업","10_41_01_P","3260000","CDFH3301022018000004","20181210","","01","영업/정상","13","영업중","","","","","051-244-9980","","","부산광역시 서구 동대신동1가 326번지 미소지음5차","부산광역시 서구 보수대로 141, 지하1층 101호 (동대신동1가, 미소지음5차)","49219","부산챔프복싱","20200422095414","U","2020-04-24 02:40:00.0","권투","384307.97574259","180660.89704286","체육도장업","사립","","","","","","","",
"53","체육도장업","10_41_01_P","3260000","CDFH3301022004000002","20040712","","04","취소/말소/만료/정지/중지","35","직권말소","20191213","","","","051-253-1584","","602817","부산광역시 서구 부민동3가 8-1185","부산광역시 서구 해돋이로 299 (부민동3가)","49240","1비룡체육관","20191213153855","U","2021-08-20 02:40:00.0","태권도","383779.642877554","180080.380812243","체육도장업","사립","","","","","","","",
"54","체육도장업","10_41_01_P","3270000","CDFH3301021990000001","19900129","","03","폐업","03","폐업","20130819","","","","644-3809","","601824","부산광역시 동구 좌천동 730-5번지 1층","부산광역시 동구 증산로113번길 1, 1층 (좌천동)","601824","한길태권도체육관","20130819163050","I","2018-08-31 23:59:59.0","","387110.922945521","183845.029669816","체육도장업","사립","Y","","","","","","",
"55","체육도장업","10_41_01_P","3270000","CDFH3301021995000001","19950518","","03","폐업","03","폐업","20070216","","","","469-9448","","601827","부산광역시 동구 초량동 65-4번지","부산광역시 동구 고관로13번길 23  (초량동)","","유림체육관","20110428135230","I","2018-08-31 23:59:59.0","","385954.414629176","182118.937988085","체육도장업","사립","","","","","","","",
"56","체육도장업","10_41_01_P","3270000","CDFH3301022000000001","20000101","","03","폐업","03","폐업","20070528","","","","464-9652","","601817","부산광역시 동구 수정동 689-1번지","부산광역시 동구 망양로 771-1  (수정동)","","백만태권도","20070529173739","I","2018-08-31 23:59:59.0","","386035.132746655","183333.657552473","체육도장업","사립","0","","","","","","",
"57","체육도장업","10_41_01_P","3270000","CDFH3301022003000002","20030722","","03","폐업","03","폐업","20121227","","","","463-8303","","601829","부산광역시 동구 초량동 280번지 대림빌딩4층","부산광역시 동구 초량로 33, 4층 (초량동, 대림빌딩)","601829","초량검도관","20121227180638","I","2018-08-31 23:59:59.0","","385772.997578412","182013.593729537","체육도장업","사립","","","","","","","",
"58","체육도장업","10_41_01_P","3270000","CDFH3301022010000001","20100408","","03","폐업","03","폐업","20200825","","","","051-463-0009","","601816","부산광역시 동구 수정동 523-25 3층","부산광역시 동구 망양로 800, 3층 (수정동)","48777","동구 해마루 태권도","20200825111221","U","2020-08-27 02:40:00.0","태권도","386128.733615","183554.581434615","체육도장업","사립","","1","","","","","",
"59","체육도장업","10_41_01_P","3270000","CDFH3301021980000001","19800909","","03","폐업","03","폐업","20120113","","","","642-7409","","601825","부산광역시 동구 좌천동 914번지","","","동방체육관","20120113145144","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","1","","","","","","",
"60","체육도장업","10_41_01_P","3270000","CDFH3301021982000001","19820310","","03","폐업","03","폐업","20060202","","","","646-2300","","601806","부산광역시 동구 범일동 612-19번지","부산광역시 동구 범일로 76  (범일동)","","충무체육관","20110428135644","I","2018-08-31 23:59:59.0","","387657.321660856","183883.234933794","체육도장업","사립","","","","","","","",
"61","체육도장업","10_41_01_P","3270000","CDFH3301021983000001","19831124","","03","폐업","03","폐업","20150624","","","","468-2601","","601830","부산광역시 동구 초량동 564번지","","","초량유도과외교습","20150624140259","I","2018-08-31 23:59:59.0","","","","체육도장업","사립","","","","","","","",
"62","체육도장업","10_41_01_P","3270000","CDFH3301022020000001","20200206","","01","영업/정상","13","영업중","","","","","051-442-0805","","","부산광역시 동구 수정동 812-2번지","부산광역시 동구 수정중로 10, 2층 (수정동)","48782","한국무예1관","20200206164839","I","2020-02-08 00:23:23.0","합기도","386239.50572502","183057.098422948","체육도장업","사립","","","1","455.27","","","",
"63","체육도장업","10_41_01_P","3270000","CDFH3301021993000002","19931215","","01","영업/정상","13","영업중","","","","","051-468-1550","","","부산광역시 동구 초량동 92-21번지","부산광역시 동구 초량상로 123-1, 2층 (초량동)","48796","초량성민태권도","20200327141903","U","2020-03-29 02:40:00.0","태권도","385900.01887236","182288.923114114","체육도장업","사립","","","","575.99","","","",
"64","체육도장업","10_41_01_P","3270000","CDFH3301021996000002","19960314","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 수정동 116-8번지","부산광역시 동구 고관로 90-1, 3층 (수정동)","48791","검선검도관","20200217134140","U","2020-02-19 02:40:00.0","검도","386355.25433481","182793.734349768","체육도장업","사립","","","","","","","",
"65","체육도장업","10_41_01_P","3270000","CDFH3301021998000001","19981217","","01","영업/정상","13","영업중","","","","","632-4536","","601808","부산광역시 동구 범일동 834-4 4층","부산광역시 동구 조방로49번길 4, 4층 (범일동)","48738","거북국일권투체육관","20201127155740","U","2020-11-29 02:40:00.0","","387665.340768029","184324.026637201","체육도장업","사립","","","","","","","",
"66","체육도장업","10_41_01_P","3270000","CDFH3301022008000001","20080402","","01","영업/정상","13","영업중","","","","","467-7701","","601831","부산광역시 동구 초량동 754-238","부산광역시 동구 홍곡남로53번길 19-5  (초량동)","","묘음체육관","20210218094942","U","2021-02-20 02:40:00.0","","385461.761020912","182541.987926698","체육도장업","사립","0","","1","","","","",
"67","체육도장업","10_41_01_P","3270000","CDFH3301022009000001","20090319","","01","영업/정상","13","영업중","","","","","465-7770","","601814","부산광역시 동구 수정동 1028-15번지 지하1층","부산광역시 동구 홍곡로58번길 5, 지하1층","48793","국제유도관","20200318114131","U","2020-03-20 02:40:00.0","유도","386029.519552154","182503.790193776","체육도장업","사립","","","","","","","",
"68","체육도장업","10_41_01_P","3270000","CDFH3301022012000001","20120329","","01","영업/정상","13","영업중","","","","","051-645-6877","","601803","부산광역시 동구 범일동 252-7번지 4층","부산광역시 동구 범일로53번길 25, 4층 (범일동)","48737","성남태권도장","20200217134950","U","2020-02-19 02:40:00.0","태권도","387489.699381001","183649.219966611","체육도장업","사립","","1","","3230.89","","","",
"69","체육도장업","10_41_01_P","3270000","CDFH3301022017000001","20170915","","01","영업/정상","13","영업중","","","","","051-466-3113","","","","부산광역시 동구 홍곡로58번길 7 (수정동)","48793","동일중앙태권도장","20200327142037","U","2020-03-29 02:40:00.0","태권도","386047.00457374","182495.969934061","체육도장업","사립","","1","","","","","",
"70","체육도장업","10_41_01_P","3270000","CDFH3301021981000001","19810110","","01","영업/정상","13","영업중","","","","","051-467-2500","","601013","부산광역시 동구 초량동 646-3번지 지하1층","부산광역시 동구 홍곡로 31, 지하1층 (초량동)","48800","동부태권도장","20200217134211","U","2020-02-19 02:40:00.0","태권도","385824.612776243","182318.098624358","체육도장업","사립","","","","884.78","","","",
"71","체육도장업","10_41_01_P","3270000","CDFH3301021982000002","19821213","","01","영업/정상","13","영업중","","","","","467-8542","","601812","부산광역시 동구 수정동 546-1번지 2층","부산광역시 동구 수정동로 28, 2층 (수정동)","48781","창무관동부도장","20140320092031","I","2018-08-31 23:59:59.0","","386450.237596906","183171.5950636","체육도장업","사립","","","","","","","",
"72","체육도장업","10_41_01_P","3270000","CDFH3301021988000001","19880607","","01","영업/정상","13","영업중","","","","","645-5879","","601809","부산광역시 동구 범일동 1442-1번지 1층","부산광역시 동구 망양로 897, 1층 (범일동)","48720","초원체육관","20150617082125","I","2018-08-31 23:59:59.0","","386718.153749975","184256.581053645","체육도장업","사립","","","","","","","",
"73","체육도장업","10_41_01_P","3270000","CDFH3301021989000001","19891116","","01","영업/정상","13","영업중","","","","","469-3035","","601814","부산광역시 동구 수정동 1030-10 (2층)","부산광역시 동구 홍곡로58번길 3, 2층 (수정동)","48793","키워구봉체육관","20210913134052","U","2021-09-15 02:40:00.0","","386015.360557549","182512.171621287","체육도장업","사립","","","","","","","",
"74","체육도장업","10_41_01_P","3270000","CDFH3301022001000001","20010321","","04","취소/말소/만료/정지/중지","35","직권말소","20100408","","","","463-0009","","601816","부산광역시 동구 수정동 523-25번지","부산광역시 동구 망양로 800  (수정동)","","수성태권도체육관","20110428140347","I","2018-08-31 23:59:59.0","","386128.733615","183554.581434615","체육도장업","사립","","","","","","","",
