"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총종업원수","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"11","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00497","19931030","","01","영업/정상","01","영업","","","","","051 469 6517","51.10","600815","부산광역시 중구 중앙동4가 41번지 (1층)","부산광역시 중구 중앙대로81번길 10-3, 1층 (중앙동4가)","48930","희사랑방","20190717150609","U","2019-07-19 02:40:00.0","단란주점","385470.957186154","180337.09220771","단란주점","0","0","기타","기타","","","","","","","","","","N","51.1","","","",
"12","단란주점영업","07_23_01_P","3250000","3250000-103-1994-00577","19940304","","01","영업/정상","01","영업","","","","","051 2461377","31.95","600015","부산광역시 중구 중앙동5가 1-6번지 (2층)","부산광역시 중구 중앙대로41번길 2, 2층 (중앙동5가)","48957","향음","20131119135917","I","2018-08-31 23:59:59.0","단란주점","385586.729500195","179923.388667717","단란주점","0","0","기타","기타","","","","","","","","","","N","31.95","","","",
"13","단란주점영업","07_23_01_P","3250000","3250000-103-1994-00578","19940304","","01","영업/정상","01","영업","","","","","051 442 6973","47.48","600811","부산광역시 중구 영주동 609-23번지 (지하층)","부산광역시 중구 중앙대로147번길 4, 지하층 (영주동)","48922","스타 단란주점","20120224162057","I","2018-08-31 23:59:59.0","단란주점","385653.74207008","180982.55532041","단란주점","0","0","기타","기타","","","","","","","","","","N","47.48","","","",
"14","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00500","19931102","","01","영업/정상","01","영업","","","","","051 246 3481","43.20","600044","부산광역시 중구 남포동4가 2-4번지 (지하층)","부산광역시 중구 구덕로 38, 지하층 (남포동4가)","48953","부킹","20120224163040","I","2018-08-31 23:59:59.0","단란주점","385196.7190941","179574.656759206","단란주점","0","0","기타","기타","","","","","","","","","","N","43.2","","","",
"15","단란주점영업","07_23_01_P","3250000","3250000-103-1994-00582","19940307","","01","영업/정상","01","영업","","","","","051 248 4240","59.00","600045","부산광역시 중구 남포동5가 4-2번지 (지하층)","부산광역시 중구 구덕로 52, 지하층 (남포동5가)","48953","신세계","20120227092820","I","2018-08-31 23:59:59.0","단란주점","385045.492297073","179596.661307765","단란주점","0","0","기타","기타","","","","","","","","","","N","59","","","",
"16","단란주점영업","07_23_01_P","3250000","3250000-103-1994-00583","19940316","","01","영업/정상","01","영업","","","","","051 248 4079","40.00","600082","부산광역시 중구 보수동2가 5-5번지 (지하층)","부산광역시 중구 보수대로 126, 지하층 (보수동2가)","48963","세미","20120227092937","I","2018-08-31 23:59:59.0","단란주점","384310.275530979","180499.265631974","단란주점","0","0","기타","기타","","","","","","","","","","N","40","","","",
"17","단란주점영업","07_23_01_P","3250000","3250000-103-1994-00588","19940416","","01","영업/정상","01","영업","","","","","051 253 1884","61.26","600023","부산광역시 중구 동광동3가 16-2번지 (2층)","부산광역시 중구 백산길 19, 2층 (동광동3가)","48955","봉자","20150319143822","I","2018-08-31 23:59:59.0","단란주점","385456.991105875","179914.236382904","단란주점","0","0","기타","기타","","","","","","","","","","N","61.26","","","",
"18","단란주점영업","07_23_01_P","3250000","3250000-103-1994-00589","19940420","","01","영업/정상","01","영업","","","","","051 253 8109","97.30","600032","부산광역시 중구 광복동2가 31-2번지 (2층)","부산광역시 중구 광복로 76-2, 2층 (광복동2가)","48954","열창단란주점","20120227093550","I","2018-08-31 23:59:59.0","단란주점","385320.40074917","179592.896140001","단란주점","0","0","기타","기타","","","","","","","","","","N","97.3","","","",
"19","단란주점영업","07_23_01_P","3250000","3250000-103-1991-00569","19910122","","01","영업/정상","01","영업","","","","","051 247 6390","69.00","600042","부산광역시 중구 남포동2가 9-3 ,10번지 (지하층)","부산광역시 중구 남포길 35-1, 지하층 (남포동2가, 10번지)","48954","영파크단란주점","20201214175620","U","2020-12-16 02:40:00.0","단란주점","385279.431902627","179598.179008617","단란주점","0","0","기타","기타","","","","","","","","","","N","69","","","",
"20","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00513","19931111","","01","영업/정상","01","영업","","","","","051 256 6674","43.68","600809","부산광역시 중구 부평동3가 65-1 (지하층)","부산광역시 중구 흑교로25번길 11-1, 지하층 (부평동3가)","48975","상록수","20210525135458","U","2021-05-27 02:40:00.0","단란주점","384469.845566602","179954.747327164","단란주점","0","0","기타","기타","","","","","","","","","","N","43.68","","","",
"21","단란주점영업","07_23_01_P","3250000","3250000-103-1978-00806","19781108","","01","영업/정상","01","영업","","","","","051 466 9101","153.40","600811","부산광역시 중구 영주동 742-13번지 (1층)","부산광역시 중구 중구로 151, 1층 (영주동)","48912","꼬모1979(como1979)","20181127151616","U","2018-11-29 02:40:00.0","단란주점","385475.543050054","180776.200989752","단란주점","","","","","","","","","","","","","","N","153.4","","","",
"22","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00504","19931109","","01","영업/정상","01","영업","","","","","051 248 2407","42.30","600815","부산광역시 중구 중앙동4가 36-8번지 (2층)","부산광역시 중구 해관로 63, 2층 (중앙동4가)","48930","퀸스타","20130801134544","I","2018-08-31 23:59:59.0","단란주점","385508.365667507","180278.234066322","단란주점","0","0","기타","기타","","","","","","","","","","N","42.3","","","",
"23","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00463","19931002","","01","영업/정상","01","영업","","","","","051 245 0482","47.85","600805","부산광역시 중구 부평동1가 39-18번지 외 1필지(13) (2층)","부산광역시 중구 광복로 14-1 (부평동1가)","48980","미미","20190621145732","U","2019-06-23 02:40:00.0","단란주점","384723.35613516","179684.637389432","단란주점","0","0","기타","기타","","","","","","","","","","N","47.85","","","",
"24","단란주점영업","07_23_01_P","3250000","3250000-103-1995-00668","19950729","","01","영업/정상","01","영업","","","","","051 245 8896","96.00","600806","부산광역시 중구 부평동2가 23번지","부산광역시 중구 부평2길 21 (부평동2가)","48977","마실단란주점","20141007131237","I","2018-08-31 23:59:59.0","단란주점","384689.649992607","179795.994619396","단란주점","0","0","기타","기타","","","","","","","","","","N","96","","","",
"25","단란주점영업","07_23_01_P","3250000","3250000-103-1995-00684","19951124","","01","영업/정상","01","영업","","","","","051 243 3064","69.72","600806","부산광역시 중구 부평동2가 20-1번지 지하1층","부산광역시 중구 부평2길 29, 지하1층 (부평동2가)","48977","물레방아","20170712174402","I","2018-08-31 23:59:59.0","단란주점","384692.728135952","179847.466503832","단란주점","0","0","기타","기타","","","","","","","","","","N","69.72","","","",
"26","단란주점영업","07_23_01_P","3250000","3250000-103-2012-00002","20121011","","01","영업/정상","01","영업","","","","","051 257 0320","67.29","600012","부산광역시 중구 중앙동2가 27-4번지 2층","부산광역시 중구 대청로138번길 11, 2층 (중앙동2가)","48956","써브(SERVE)","20121011115352","I","2018-08-31 23:59:59.0","단란주점","385496.617836573","179979.162813128","단란주점","","","유흥업소밀집지역","","상수도전용","","","","","","","","","N","67.29","","","",
"27","단란주점영업","07_23_01_P","3250000","3250000-103-2013-00001","20130418","","01","영업/정상","01","영업","","","","","","72.50","600015","부산광역시 중구 중앙동5가 15-1번지 서경아일랜드호(선박) 7층","부산광역시 중구 대교로 122 (중앙동5가, 서경아일랜드호(선박) 7층)","","아일랜드패밀리","20130418173021","I","2018-08-31 23:59:59.0","단란주점","385768.102867467","179934.163457132","단란주점","","","","","상수도전용","","","","","","","","","N","72.5","","","",
"28","단란주점영업","07_23_01_P","3250000","3250000-103-1995-00680","19951110","","01","영업/정상","01","영업","","","","","051 244 6017","67.50","600071","부산광역시 중구 부평동1가 35-8번지 ,75","부산광역시 중구 광복로 15-1 (부평동1가, 75)","48979","수","20181114163104","U","2018-11-16 02:36:54.0","단란주점","384740.910108452","179712.576484195","단란주점","0","0","기타","기타","","","","","","","","","","N","67.5","","","",
"29","단란주점영업","07_23_01_P","3250000","3250000-103-1995-00683","19951124","","01","영업/정상","01","영업","","","","","051 243 6243","117.13","600072","부산광역시 중구 부평동2가 66-2 ,65-2 (2층)","부산광역시 중구 중구로29번길 46, 2층 (부평동2가, 65-2)","48977","쉬바","20200729195616","U","2020-07-31 02:40:00.0","단란주점","384695.07505500000","180144.14328200000","단란주점","0","0","기타","기타","","","","","","","","","","Y","117.13","","","",
"30","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00550","19931224","","01","영업/정상","01","영업","","","","","051 243 6947","36.72","600074","부산광역시 중구 부평동4가 55-19","부산광역시 중구 보수대로 76, 지하1층 (부평동4가)","48973","오렌지","20220330164222","U","2022-04-02 02:40:00.0","단란주점","384251.462046424","180032.787520186","단란주점","0","0","기타","기타","","","","","","","","","","N","36.72","","","",
"31","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00503","19931105","","01","영업/정상","01","영업","","","","","051 254 5732","89.82","600031","부산광역시 중구 광복동1가 5-9 ,10,20 (2층)","부산광역시 중구 광복로97번안길 10, 2층 (광복동1가, 외 2번지(10,20))","48952","어사리","20210723103437","U","2021-07-25 02:40:00.0","단란주점","385435.400195642","179680.079789361","단란주점","0","0","기타","기타","","0","0","0","0","0","","0","0","N","89.82","","","",
"32","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00478","19931015","","01","영업/정상","01","영업","","","","","051 247 6378","44.42","600012","부산광역시 중구 중앙동2가 57-0번지 (지하층)","부산광역시 중구 중앙대로41번길 12-1, 지하층 (중앙동2가)","48956","세븐","20130709103435","I","2018-08-31 23:59:59.0","단란주점","385484.93363469","179916.44105329","단란주점","0","0","기타","기타","","","","","","","","","","N","44.42","","","",
"33","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00479","19931015","","01","영업/정상","01","영업","","","","","051 245 6641","51.56","600012","부산광역시 중구 중앙동2가 57-0번지 (지하층)","부산광역시 중구 중앙대로41번길 12-1, 지하층 (중앙동2가)","48956","세븐2","20130709103531","I","2018-08-31 23:59:59.0","단란주점","385484.93363469","179916.44105329","단란주점","0","0","기타","기타","","","","","","","","","","N","51.56","","","",
"34","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00465","19931002","","01","영업/정상","01","영업","","","","","051 246 4908","41.25","600042","부산광역시 중구 남포동2가 6 (지하층)","부산광역시 중구 남포길 39, 지하층 (남포동2가)","48954","목화 단란주점","20201103160826","U","2020-11-05 02:40:00.0","단란주점","385309.385600804","179581.962960982","단란주점","0","0","기타","기타","","","","","","","","","","N","41.25","","","",
"35","단란주점영업","07_23_01_P","3250000","3250000-103-2013-00002","20130910","","01","영업/정상","01","영업","","","","","051 246 7942","196.54","600046","부산광역시 중구 남포동6가 101-2 5층","부산광역시 중구 구덕로84번길 7, 5층 (남포동6가)","48981","쉘부르","20210603140441","U","2021-06-05 02:40:00.0","단란주점","384696.29628254","179529.542473352","단란주점","","","","","상수도전용","","","","","","","","","Y","196.54","","","",
"36","단란주점영업","07_23_01_P","3250000","3250000-103-1995-00671","19950814","","01","영업/정상","01","영업","","","","","051 469 9669","84.81","600012","부산광역시 중구 중앙동2가 48번지 (지하층)","부산광역시 중구 해관로 42-1, 지하층 (중앙동2가)","48957","뉴칼라","20180706181928","I","2018-08-31 23:59:59.0","단란주점","385555.643517293","180066.352969839","단란주점","","","","","","","","","","","","","","N","84.81","","","",
"37","단란주점영업","07_23_01_P","3250000","3250000-103-1995-00672","19951004","","01","영업/정상","01","영업","","","","","051 245 2344","42.56","600807","부산광역시 중구 부평동2가 49-1번지 (지하1층)","부산광역시 중구 광복로6번길 4, 지하1층 (부평동2가)","48980","센스단란주점","20190227145346","U","2019-03-01 02:40:00.0","단란주점","384629.513807835","179664.022723471","단란주점","0","0","기타","기타","","","","","","","","","","N","42.56","","","",
"38","단란주점영업","07_23_01_P","3250000","3250000-103-1995-00673","19951005","","01","영업/정상","01","영업","","","","","051 441 9778","71.75","600022","부산광역시 중구 동광동2가 11-46번지 (지하1층)","부산광역시 중구 대청로126번길 34, 지하1층 (동광동2가)","48951","캐네디언클럽","20180808175618","I","2018-08-31 23:59:59.0","단란주점","385424.706778978","179773.82093794","단란주점","0","0","기타","기타","","","","","","","","","","N","71.75","","","",
"39","단란주점영업","07_23_01_P","3250000","3250000-103-1995-00678","19951104","","01","영업/정상","01","영업","","","","","051 254 9976","79.10","600083","부산광역시 중구 보수동3가 29-6번지 (지하층)","부산광역시 중구 흑교로75번길 19, 지하층 (보수동3가)","48965","작은음악회","20120227111157","I","2018-08-31 23:59:59.0","단란주점","384286.326360211","180296.21918486","단란주점","0","0","기타","기타","","","","","","","","","","N","79.1","","","",
"40","단란주점영업","07_23_01_P","3250000","3250000-103-1998-00710","19981226","","01","영업/정상","01","영업","","","","","051 245 3722","38.88","600807","부산광역시 중구 부평동2가 32-1 (2층)","부산광역시 중구 광복로 10-1, 2층 (부평동2가)","48980","울랄라시스터즈","20220516151130","U","2022-05-18 02:40:00.0","단란주점","384677.913157469","179684.000728739","단란주점","0","0","기타","기타","","","","","","","","","","N","38.88","","","",
"41","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00466","19931006","","01","영업/정상","01","영업","","","","","051 246 5940","41.26","600031","부산광역시 중구 광복동1가 20-4번지 (지하층)","부산광역시 중구 광복로85번길 4-1, 지하층 (광복동1가)","48952","파노라마","20120224155244","I","2018-08-31 23:59:59.0","단란주점","385427.471566147","179642.315395416","단란주점","","","","","","","","","","","","","","N","41.26","","","",
"42","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00468","19931007","","01","영업/정상","01","영업","","","","","051 244 3647","108.43","600808","부산광역시 중구 부평동3가 18-2번지 (지하층)","부산광역시 중구 흑교로35번길 3, 지하층 (부평동3가)","48976","로또","20190802152759","U","2019-08-04 02:40:00.0","단란주점","384556.943464491","180035.74653829","단란주점","0","0","기타","기타","","","","","","","","","","N","108.43","","","",
"43","단란주점영업","07_23_01_P","3250000","3250000-103-2003-00011","20030731","","01","영업/정상","01","영업","","","","","051 256 5552","104.94","600806","부산광역시 중구 부평동2가 68-2번지 (2층)","부산광역시 중구 중구로39번길 43, 2층 (부평동2가)","48977","오션","20120227141538","I","2018-08-31 23:59:59.0","단란주점","384614.13830927","179898.375682034","단란주점","0","0","","","","","","","","","","","","N","104.94","","","",
"44","단란주점영업","07_23_01_P","3250000","3250000-103-2004-00001","20040422","","01","영업/정상","01","영업","","","","","051 248 1125","64.46","600042","부산광역시 중구 남포동2가 7 (4층)","부산광역시 중구 남포길 37-2, 4층 (남포동2가)","48954","러브보트","20201214175604","U","2020-12-16 02:40:00.0","단란주점","385302.660454195","179584.686761956","단란주점","0","0","유흥업소밀집지역","","상수도전용","","","","","","","","","N","64.46","","","",
"45","단란주점영업","07_23_01_P","3250000","3250000-103-1995-00643","19950222","","01","영업/정상","01","영업","","","","","051 245 0909","86.24","600012","부산광역시 중구 중앙동2가 43번지 (지하1층)","부산광역시 중구 대청로 148, 지하1층 (중앙동2가)","48957","풍차단란주점","20120227103216","I","2018-08-31 23:59:59.0","단란주점","385576.625698448","180081.534827121","단란주점","0","0","기타","기타","","","","","","","","","","N","86.24","","","",
"46","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00532","19931123","","01","영업/정상","01","영업","","","","","051 466 8862","38.54","600014","부산광역시 중구 중앙동4가 37-5번지 ,6 (지하층)","부산광역시 중구 40계단길 3, 지하층 (중앙동4가, 6)","48930","이팔청춘","20120224164754","I","2018-08-31 23:59:59.0","단란주점","385464.220370345","180225.685982991","단란주점","0","0","기타","기타","","","","","","","","","","N","38.54","","","",
"47","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00533","19931125","","01","영업/정상","01","영업","","","","","051 245 7638","14.00","600045","부산광역시 중구 남포동5가 6-3번지 4, 남포3가 12-10,13-1 (2층)","부산광역시 중구 남포길 12-2, 2층 (남포동5가, 4, 남포3가 12-10,13-1)","48953","민단란주점","20120224153050","I","2018-08-31 23:59:59.0","단란주점","385041.831427555","179618.9949737","단란주점","0","0","기타","기타","","","","","","","","","","N","14","","","",
"48","단란주점영업","07_23_01_P","3250000","3250000-103-2003-00007","20030311","","01","영업/정상","01","영업","","","","","051 462 1972","80.92","600815","부산광역시 중구 중앙동4가 45번지","부산광역시 중구 중앙대로81번길 10-1 (중앙동4가)","48930","유락","20120823163651","I","2018-08-31 23:59:59.0","단란주점","385483.649101251","180342.249323575","단란주점","","","","","","","","","","","","","","N","80.92","","","",
"49","단란주점영업","07_23_01_P","3250000","3250000-103-1995-00646","19950313","","01","영업/정상","01","영업","","","","","051 244 4445","29.40","600042","부산광역시 중구 남포동2가 18-3번지 (3층)","부산광역시 중구 남포길 19-1, 3층 (남포동2가)","48953","쉼표","20131018153300","I","2018-08-31 23:59:59.0","단란주점","385120.58299691","179639.074694764","단란주점","0","0","유흥업소밀집지역","기타","","","","","","","","","","N","29.4","","","",
"50","단란주점영업","07_23_01_P","3250000","3250000-103-1999-00828","19990423","","01","영업/정상","01","영업","","","","","051 466 6245","149.98","600811","부산광역시 중구 영주동 743-33 (7층)","부산광역시 중구 중구로 160, 7층 (영주동)","48923","간사이","20200729195827","U","2020-07-31 02:40:00.0","단란주점","385551.395066226","180800.325266415","단란주점","0","0","기타","기타","","","","","","","","","","Y","149.98","","","",
"51","단란주점영업","07_23_01_P","3250000","3250000-103-1999-00832","19990721","","01","영업/정상","01","영업","","","","","051 246 8118","102.02","600806","부산광역시 중구 부평동2가 15-9번지 (지하1층)","부산광역시 중구 중구로39번길 30, 지하1층 (부평동2가)","48977","유람선","20170621154816","I","2018-08-31 23:59:59.0","단란주점","384693.994873143","179921.573751819","단란주점","0","0","기타","기타","","","","","","","","","","N","102.02","","","",
"52","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00811","19931008","","01","영업/정상","01","영업","","","","","051 245 3583","27.28","600809","부산광역시 중구 부평동3가 72-3번지 (지하층)","부산광역시 중구 흑교로31번길 7, 지하층 (부평동3가)","48975","제일사랑방2","20120224155725","I","2018-08-31 23:59:59.0","단란주점","384519.03716231","180001.829333104","단란주점","0","0","기타","기타","","","","","","","","","","N","27.28","","","",
"53","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00469","19931008","","01","영업/정상","01","영업","","","","","051 245 3538","42.84","600809","부산광역시 중구 부평동3가 72-3 (지하1층)","부산광역시 중구 흑교로31번길 7 (부평동3가, 지하1층)","48975","카카오","20201221105317","U","2020-12-23 02:40:00.0","단란주점","384519.03716231","180001.829333104","단란주점","0","0","기타","기타","","","","","","","","","","N","42.84","","","",
"54","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00805","19931009","","01","영업/정상","01","영업","","","","","051 244 1014","64.90","600074","부산광역시 중구 부평동4가 32-5 6 7동","부산광역시 중구 흑교로21번길 26-3, 7동 (부평동4가, 6)","48973","부강단란주점","20210315101843","U","2021-03-17 02:40:00.0","단란주점","384326.114029503","179932.150383554","단란주점","0","0","기타","기타","","","","","","","","","","N","64.9","","","",
"55","단란주점영업","07_23_01_P","3250000","3250000-103-2004-00002","20040706","","01","영업/정상","01","영업","","","","","051 244 4001","105.42","600806","부산광역시 중구 부평동2가 68-5 (지하1층)","부산광역시 중구 흑교로 20, 지하1층 (부평동2가)","48977","딱좋아노래주점","20210915105157","U","2021-09-17 02:40:00.0","단란주점","384602.0332017","179898.863217551","단란주점","0","0","","","상수도전용","","","","","","","","","N","105.42","","","",
"56","단란주점영업","07_23_01_P","3250000","3250000-103-2004-00003","20040723","","01","영업/정상","01","영업","","","","","051 463 0496","70.20","600042","부산광역시 중구 남포동2가 12-1번지 (2층)","부산광역시 중구 구덕로34번길 7, 2층 (남포동2가)","48953","세시봉","20160426142307","I","2018-08-31 23:59:59.0","단란주점","385230.453479465","179620.224279161","단란주점","","","","","","","","","","","","","","N","70.2","","","",
"57","단란주점영업","07_23_01_P","3250000","3250000-103-2004-00004","20040730","","01","영업/정상","01","영업","","","","","051 244 0350","51.27","600808","부산광역시 중구 부평동3가 49-7번지 (3층)","부산광역시 중구 흑교로11번길 3-1, 3층 (부평동3가)","48976","제니스","20200518155353","U","2020-05-20 02:40:00.0","단란주점","384547.405610226","179804.267691255","단란주점","","","","","","","","","","","","","","N","51.27","","","",
"58","단란주점영업","07_23_01_P","3250000","3250000-103-2004-00005","20040910","","01","영업/정상","01","영업","","","","","051 243 1957","113.82","600064","부산광역시 중구 신창동4가 5-1번지 (2층)","부산광역시 중구 중구로48번길 8, 2층 (신창동4가)","48946","예예노래주점","20120227142246","I","2018-08-31 23:59:59.0","단란주점","384891.278001931","179996.654474505","단란주점","0","0","학교정화(상대)","","","","","","","","","","","N","113.82","","","",
"59","단란주점영업","07_23_01_P","3250000","3250000-103-2003-00010","20030618","","01","영업/정상","01","영업","","","","","","97.52","600032","부산광역시 중구 광복동2가 24-1번지","부산광역시 중구 광복로 73-2 (광복동2가)","48952","황진이","20130710160744","I","2018-08-31 23:59:59.0","단란주점","385322.663243761","179631.12141966","단란주점","","","","","","","","","","","","","","N","97.52","","","",
"60","단란주점영업","07_23_01_P","3250000","3250000-103-2003-00008","20030625","","01","영업/정상","01","영업","","","","","051 246 5503","122.20","600046","부산광역시 중구 남포동6가 22번지 23번지 (2층)","부산광역시 중구 자갈치로24번길 4-1, 2층 (남포동6가, 23번지)","48982","바다가보이는풍경","20120227141235","I","2018-08-31 23:59:59.0","단란주점","384758.244928885","179338.898016577","단란주점","0","0","기타","","","","","","","","","","","N","122.2","","","",
"61","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00537","19931204","","01","영업/정상","01","영업","","","","","051 469 7553","45.12","600815","부산광역시 중구 중앙동4가 55-1 (지하1층)","부산광역시 중구 해관로 76, 지하1층 (중앙동4가)","48929","탱고Ⅰ","20211001172713","U","2021-10-03 02:40:00.0","단란주점","385531.645845873","180398.800867519","단란주점","0","0","기타","기타","상수도전용","0","0","0","0","0","","0","0","N","45.12","","","",
"62","단란주점영업","07_23_01_P","3250000","3250000-103-1993-00813","19931013","","01","영업/정상","01","영업","","","","","051 248 1435","57.20","600012","부산광역시 중구 중앙동2가 54-3번지 (지하층)","부산광역시 중구 대청로138번길 16, 지하층 (중앙동2가)","48956","닉스","20160411150027","I","2018-08-31 23:59:59.0","단란주점","385479.898723893","179950.083710722","단란주점","0","0","기타","기타","","","","","","","","","","N","57.2","","","",
