"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","실험실면적","사업장구분명","영업소면적","위탁업체명","실험실지역코드","실험실우편번호","실험실산","실험실번지","실험실호","실험실통","실험실반","실험실특수주소","실험실특수주소동","실험실특수주소호","실험실도로명주소시군구코드","실험실도로명주소읍면동코드","실험실도로명주소읍면동구분","실험실도로명주소코드","실험실도로명특수주소","실험실도로명주소건물층구분","실험실도로명주소건물본번호","실험실도로명주소건물부번호","실험실도로명주소우편번호","사업자등록번호",
"11","환경측정대행업","09_30_17_P","6260000","626000008202000008","20220701","","01","영업/정상","N","신규","","","","","","","46213","부산광역시 금정구 청룡동 87번지","부산광역시 금정구 중앙대로 2140, 5층 (청룡동)","46213","(주)유림환경기술연구소","20220701140635","U","2022-07-03 02:40:00.0","","390367.318070624","199349.001778398","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"12","환경측정대행업","09_30_17_P","6260000","626000008202000002","20220621","","01","영업/정상","N","신규","","","","","","","46253","부산광역시 금정구 부곡동 15-25 신대성빌딩","부산광역시 금정구 중앙대로1778번길 29, 신대성빌딩(부곡동)","46253","(주)윈테크환경개발","20220621164850","U","2022-06-23 02:40:00.0","","390620.994676981","195760.835575276","0","측정대행업","0","","2641010900","46253","0","15","25","","","신대성빌딩","",".","26410","2641010900","1","4205396","신대성빌딩","0","29","0","46253","",
"13","환경측정대행업","09_30_17_P","6260000","626000008202200002","20220628","","01","영업/정상","N","신규","","","","","","","","부산광역시 동구 초량동 1162-5","부산광역시 동구 중앙대로286번길 7-7(초량동)","","주식회사 다음환경연구소","20220628144803","U","2022-06-30 02:40:00.0","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"14","환경측정대행업","09_30_17_P","6260000","626000008202200001","20220526","","01","영업/정상","N","신규","","","","","","","","부산광역시 강서구 신호동 214번지 삼성빌딩","부산광역시 강서구 신호산단3로 66, 삼성빌딩 701호(신호동)","","(주)덕원환경산업기술","20220526083735","U","2022-05-28 02:40:00.0","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"15","환경측정대행업","09_30_17_P","6260000","626000008202000012","20220615","","01","영업/정상","N","신규","","","","","","","46917","부산광역시 사상구 모라동 283-11","부산광역시 사상구 사상로525번길 54, 2층 (모라동)","46917","(주)세영환경기술","20220615092829","U","2022-06-17 02:40:00.0","","380810.22770681","189958.115183768","0","측정대행업","0","","2653010200","46917","0","283","11","","","","","","26530","2653010200","1","4217272","","0","54","0","46917","",
"16","환경측정대행업","09_30_17_P","6260000","626000008202100009","20211129","","01","영업/정상","N","신규","","","","","","","","부산광역시 강서구 대저1동 2405-10","부산광역시 강서구 대저로299번길 88, 2층(대저1동)","","(주)한국미세플라스틱연구원","20220127163029","U","2022-01-29 02:40:00.0","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"17","환경측정대행업","09_30_17_P","6260000","626000008202100010","20220701","","01","영업/정상","N","신규","","","","","","","","부산광역시 북구 만덕동 846-7","부산광역시 북구 은행나무로 4, 3층(만덕동)","","(주)세영이엔피","20220701132744","U","2022-07-03 02:40:00.0","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"18","환경측정대행업","09_30_17_P","6260000","626000008202000013","20220620","","01","영업/정상","N","신규","","","","","","","46980","부산광역시 사상구 감전동 122-15","부산광역시 사상구 새벽로 183, 2층층 (감전동)","46980","(주)모리아산업기술","20220620091724","U","2022-06-22 02:40:00.0","","380645.672312821","186073.362666348","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"19","환경측정대행업","09_30_17_P","6260000","626000008202000014","20220628","","01","영업/정상","N","신규","","","","","","","47829","부산광역시 동래구 사직동 137-5","부산광역시 동래구 미남로 70, 지하1층 (사직동)","47829","(주)디에이치환경측정연구소","20220628102459","U","2022-06-30 02:40:00.0","","388466.427051853","190967.281180269","0","측정대행업","0","","2626010900","47829","0","137","5","","","","","","26260","2626010900","1","3130025","","0","70","0","47829","",
"20","환경측정대행업","09_30_17_P","6260000","626000008202100006","20220616","","01","영업/정상","N","신규","","","","","","","","부산광역시 기장군 장안읍 반룡리 850번지 그린컨기술주식회사","부산광역시 기장군 장안읍 장안산단1로 11, 그린컨기술주식회사 디동 2,3층","","승보환경기술(주)","20220616100007","U","2022-06-18 02:40:00.0","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"21","환경측정대행업","09_30_17_P","6260000","626000008202100008","20210923","","01","영업/정상","N","신규","","","","","","","","부산광역시 사상구 엄궁동 138-2","부산광역시 사상구 엄궁로 70-16, 부산테크노파크 414호(엄궁동)","","코와엔지니어링(COWA) 소음진동기술사 사무소","20220125220305","U","2022-01-27 02:40:00.0","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"22","환경측정대행업","09_30_17_P","6260000","626000008202100007","20210910","","01","영업/정상","N","신규","","","","","","","","부산광역시 강서구 대저1동 1316-2","부산광역시 강서구 대저로89번가길 108(대저1동)","","(주)부경이엔지","20220415100631","U","2022-04-17 02:40:00.0","","","","96.9","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"23","환경측정대행업","09_30_17_P","6260000","626000008202100004","20220610","","01","영업/정상","N","신규","","","","","","","","부산광역시 사상구 모라동 282-1","부산광역시 사상구 사상로539번길 41, B동 2층 (모라동)","","그린환경기술(주)","20220610092752","U","2022-06-12 02:40:00.0","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"24","환경측정대행업","09_30_17_P","6260000","626000008202100003","20220513","","01","영업/정상","N","신규","","","","","","","","부산광역시 강서구 대저1동 378-24","부산광역시 강서구 대저중앙로394번가길 56 (대저1동)","","국제기술환경산업(주)","20220513153117","U","2022-05-15 02:40:00.0","","","","186.53","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"25","환경측정대행업","09_30_17_P","6260000","626000008202100002","20220325","","01","영업/정상","N","신규","","","","","","","","부산광역시 사하구 다대동 81-1","부산광역시 사하구 다대로385번길 12, 2층 (다대동)","","(주)에이스환경기술","20220325172138","U","2022-03-27 02:40:00.0","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"26","환경측정대행업","09_30_17_P","6260000","626000008202000015","20220608","","01","영업/정상","N","신규","","","","","","","46916","부산광역시 사상구 모라동 282-6 금호환경산업사 101호","부산광역시 사상구 사상로539번길 39, 금호환경산업사 1층 101호 (모라동)","46916","지에이치환경 주식회사","20220608104018","U","2022-06-10 02:40:00.0","","380903.012198435","190017.436488015","0","측정대행업","0","","2653010200","46916","0","282","6","","","금호환경산업사","","101","26530","2653010200","1","4217274","금호환경산업사","0","39","0","46916","",
"27","환경측정대행업","09_30_17_P","6260000","626000008202000016","20200927","","01","영업/정상","N","신규","","","","","","","","부산광역시 동래구 온천동 779-9","부산광역시 동래구 중앙대로1367번길 70-16 (온천동)","","소리텍엔지니어링(주)","20200927132114","I","2020-09-29 00:23:11.0","","","","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"28","환경측정대행업","09_30_17_P","6260000","626000008201000002","20220622","","01","영업/정상","N","신규","","","","","","","48308","부산광역시 수영구 남천동 18-8 남천동정암빌딩 1101호","부산광역시 수영구 수영로 410, 남천동정암빌딩 11층 1101호(남천동)","48308","주식회사 동남의화학연구원","20220622143023","U","2022-06-24 02:40:00.0","","392192.533536373","184947.713983935","392","측정대행업","0","","2650010500","48308","0","18","8","","","남천동정암빌딩","","1101","26500","2650010500","1","3131037","남천동정암빌딩","0","410","0","48308","",
"29","환경측정대행업","09_30_17_P","6260000","626000008201400003","20220113","","01","영업/정상","N","신규","","","","","","","612050","부산광역시 해운대구 재송동   1488번지","부산광역시 해운대구 센텀북대로 60, 1609호 (재송동,센텀아이에스타워)","612050","실내환경연구소(주)","20220113101224","U","2022-01-15 02:40:00.0","","393561.58646018","188474.665440257","0","측정대행업","0","","","","","","","","","","","","26350","2635010400","1","2006009","센텀아이에스타워","0","60","","612050","",
"30","환경측정대행업","09_30_17_P","6260000","626000008201300001","20220513","","01","영업/정상","N","신규","","","","","","","","","부산광역시 사상구 새벽로 183, 3층 (감전동)","46980","초석환경기술단","20220513161644","U","2022-05-15 02:40:00.0","","380645.672312821","186073.362666348","0","측정대행업","0","","","","1","","","","","","","","26530","2653010500","1","3139012","","0","183","","46980","",
"31","환경측정대행업","09_30_17_P","6260000","626000008200600005","20220701","","01","영업/정상","N","신규","","","","","","","","","부산광역시 금정구 개좌로 273-20, 603호 (회동동,회동첨단산업단지브이원타워)","46257","(주)고성인텍","20220701133229","U","2022-07-03 02:40:00.0","","393386","194676","138.61","측정대행업","0","","","","","","","","","","","","26410","2641011200","1","3135057","회동첨단산업단지브이원타워","0","273","20","46257","",
"32","환경측정대행업","09_30_17_P","6260000","626000008201500003","20220413","","01","영업/정상","N","신규","","","","","","","","","부산광역시 북구 만덕2로17번길 1, 402호 (만덕동)","46607","세영환경산업주식회사","20220413103728","U","2022-04-15 02:40:00.0","","385468.443590649","192213.626512424","83.38","측정대행업","0","","","","","","","","","","","","26320","2632010300","1","4196163","","0","1","","46607","",
"33","환경측정대행업","09_30_17_P","6260000","626000008201800001","20220701","","01","영업/정상","N","신규","","","","","","","49478","부산광역시 사하구 장림동 1089-2","부산광역시 사하구 다산로 246 (장림동)","49478","부산장림표면처리사업협동조합","20220701153855","U","2022-07-03 02:40:00.0","","378286.764936367","176872.406241001","76.56","측정대행업","0","","2638010500","49478","0","1089","2","","","","","","26380","2638010500","1","3134008","","0","246","0","49478","",
"34","환경측정대행업","09_30_17_P","6260000","626000008200600007","20220609","","01","영업/정상","N","신규","","","","","","","607840","부산광역시 동래구 온천3동   1379-14","부산광역시 동래구 여고북로73번길 37 (온천동)","607837","(주)대한환경이엔지","20220609091621","U","2022-06-11 02:40:00.0","","388316.452069542","191178.011028057","66.5","측정대행업","0","","2626010800","607842","1","1379","14","","","","","","26260","2626010800","1","4190380","","0","37","","47838","",
"35","환경측정대행업","09_30_17_P","6260000","626000008201800004","20210712","","01","영업/정상","N","신규","","","","","","","619952","부산광역시 기장군 장안읍 반룡리  850번지 장안일반산업단지","부산광역시 기장군 장안읍 장안산단1로 11","619952","그린컨기술(주)","20210810143415","U","2021-08-12 02:40:00.0","","405397.470560958","206746.790462324","0","측정대행업","0","","2671025331","619952","1","850","","","","장안일반산업단지","","","26710","2671025300","0","3140067","","0","11","","619952","",
"36","환경측정대행업","09_30_17_P","6260000","626000008201800002","20181010","","01","영업/정상","N","신규","","","","","0512026452","","49304","부산광역시 사하구 하단동 870-13","부산광역시 사하구 하신번영로 376, 가나타운 5층 (하단동)","49304","(주)네스트엔지니어링","20181010112728","U","2018-10-10 23:59:59.0","","378688.012044293","181228.694796122","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"37","환경측정대행업","09_30_17_P","6260000","626000008201500001","20220408","","01","영업/정상","N","신규","","","","","","","","","부산광역시 기장군 장안산단1로 92","619952","(주)태진엔지니어링","20220408103142","U","2022-04-10 02:40:00.0","","405926.804044414","206457.785803911","46.2","측정대행업","0","","","","","","","","","","","","26710","2671025300","0","3140067","","0","92","","619952","",
"38","환경측정대행업","09_30_17_P","6260000","626000008201700001","20220531","","01","영업/정상","N","신규","","","","","","","46071","부산광역시 기장군 기장읍 청강리 89번지","부산광역시 기장군 기장읍 차성동로20번길 16, 지하2층 B2호","46071","주식회사 에코코어기술","20220531095050","U","2022-06-02 02:40:00.0","","","","0","측정대행업","0","","2671025027","46071","0","89","0","","","","","","26710","2671025027","0","4220287","","0","16","0","46071","",
"39","환경측정대행업","09_30_17_P","6260000","626000008202000017","20220628","","01","영업/정상","N","신규","","","","","","","46700","부산광역시 강서구 대저1동 1550-1","부산광역시 강서구 대저로 57, B동 2~3층 (대저1동)","46700","중앙분석기술(주)","20220628110717","U","2022-06-30 02:40:00.0","","378304.006203882","192429.103848136","0","측정대행업","0","","2644010100","46700","0","1550","1","","","","","","26440","2644010100","1","3136036","","0","57","0","46700","",
"40","환경측정대행업","09_30_17_P","6260000","626000008202100001","20210202","","01","영업/정상","N","신규","","","","","","","47295","부산광역시 부산진구 부전동 192-2 쥬디스태화 42호","부산광역시 부산진구 중앙대로 694, 쥬디스태화 9층 42호 (부전동)","47295","(주)울림기술","20210202191842","I","2021-02-04 00:23:03.0","","387604.1567693","185888.400246191","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"41","환경측정대행업","09_30_17_P","6260000","626000008202200007","20220530","","01","영업/정상","N","신규","","","","","0515086088","","","부산광역시 금정구 청룡동 80-4","부산광역시 금정구 중앙대로 2139(청룡동)","","(사)대한산업보건협회 부산경남지역본부","20220530141313","I","2022-06-01 00:22:31.0","","","","26.66","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"42","환경측정대행업","09_30_17_P","6260000","626000008202200005","20220608","","01","영업/정상","N","신규","","","","","0519413277","","46721","부산광역시 강서구 대저2동 3141-8 건축자재판매단지 2동 206호","부산광역시 강서구 유통단지1로 76, 건축자재판매단지 2동 206호(대저2동)","46721","(주)월드머신","20220608101626","U","2022-06-10 02:40:00.0","","377830.639751511","187153.695179006","92.7","측정대행업","0","","2644010200","46721","0","3141","8","","","건축자재판매단지","2","206","26440","2644010200","1","3136075","건축자재판매단지","0","76","0","46721","",
"43","환경측정대행업","09_30_17_P","6260000","626000008202200006","20220526","","01","영업/정상","N","신규","","","","","","","","부산광역시 부산진구 부전동 405-15","부산광역시 부산진구 서면문화로 47, 6,7층(부전동)","","(주)이엔직업환경연구소","20220527102221","I","2022-05-29 00:22:32.0","","","","65.7","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"44","환경측정대행업","09_30_17_P","6260000","626000008201900003","20190218","","03","폐업","Q","폐업","20190219","","","","","","","","부산광역시 금정구 개좌로 273-20, 603호 (회동동,회동첨단산업단지브이원타워)","46257","(주)고성인텍","20190219111013","I","2019-02-21 02:21:27.0","","393386","194676","138.61","측정대행업","","","","","","","","","","","","","26410","2641011200","1","3135057","회동첨단산업단지브이원타워","0","273","20","46257","",
"45","환경측정대행업","09_30_17_P","6260000","626000008201900004","20190218","","03","폐업","Q","폐업","20190219","","","","","","617819","부산광역시 사상구 모라1동   282번지 6호","부산광역시 사상구 사상로539번길 35 (모라동)","617819","금호환경(주)","20190219110707","I","2019-02-21 02:21:27.0","","380903.012198435","190017.436488015","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"46","환경측정대행업","09_30_17_P","6260000","626000008201900005","20190218","","03","폐업","Q","폐업","20190219","","","","","","607823","부산광역시 동래구 수안동   40번지 2호","부산광역시 동래구 온천천로319번길 12 (수안동)","607823","한국종합환경산업(주)","20190219111043","I","2019-02-21 02:21:27.0","","390144.111432534","190453.524937101","","측정대행업","","","2626010600","607823","1","40","2","","","","","","26260","2626010600","1","4190406","","0","12","","607823","",
"47","환경측정대행업","09_30_17_P","6260000","626000008200700007","20070911","","03","폐업","Q","폐업","20110331","","","","","","607837","부산광역시 동래구 온천2동   1428번지 34호","부산광역시 동래구 충렬대로 97 (온천동)","607837","(주) 경산구조안전기술원","20110412133203","I","2019-03-23 02:20:03.0","","388596.863365011","191754.777025517","","측정대행업","","","2626010800","607837","1","1428","34","","","","","","","","","","","","","","","",
"48","환경측정대행업","09_30_17_P","6260000","626000008200900001","20090310","","03","폐업","Q","폐업","20101105","","","","","","609815","부산광역시 금정구 남산동   952번지 12호 혜인빌딩 2,4,5층","부산광역시 금정구 금샘로 585 (남산동,혜인빌딩 2,4,5층)","609815","(주)영웅과학환경생명연구원","20110321142518","I","2019-03-23 02:20:03.0","","389621.325510809","199255.499468693","","측정대행업","","","2641010400","609815","1","952","12","","","혜인빌딩 2,4,5층","","","","","","","","","","","","",
"49","환경측정대행업","09_30_17_P","6260000","626000008200900003","20100122","","03","폐업","Q","폐업","20100407","","","","","","609320","부산광역시 금정구 부곡동   15-22번지","부산광역시 금정구 중앙대로1778번길 33 (부곡동)","609817","(주)대성기술단","20111031161918","I","2019-03-23 02:20:03.0","","390635.137540559","195758.9159577","","측정대행업","","","2641010900","609320","1","15","22","","","","","","26410","2641010900","1","4205396","","0","33","","609817","",
"50","환경측정대행업","09_30_17_P","6260000","626000008200900004","20101123","","03","폐업","Q","폐업","20110412","","","","","","614836","부산광역시 부산진구 부암1동   80번지 1호 3층","부산광역시 부산진구 새싹로 113 (부암동,3층)","","(주)아이온씨엔지니어링","20110412133420","I","2019-03-23 02:20:03.0","","386855.810672455","187176.028683203","","측정대행업","","","2623010800","614836","1","80","1","","","3층","","","","","","","","","","","","",
"51","환경측정대행업","09_30_17_P","6260000","626000008200900005","20100218","","03","폐업","Q","폐업","20100527","","","","","","604846","부산광역시 사하구 장림2동   580번지","부산광역시 사하구 장평로83번길 37 (장림동)","","(주)세정바이오텍","20100622174553","I","2019-03-23 02:20:03.0","","379688.803735537","176725.707798423","255.75","측정대행업","","","2638010500","604846","1","580","","","","","","","","","","","","","","","","",
"52","환경측정대행업","09_30_17_P","6260000","626000008201000003","20150127","","03","폐업","Q","폐업","20150330","","","","","","616853","부산광역시 북구 화명3동   2319번지","부산광역시 북구 학사로17번길 4 (화명동)","616853","(주)대영구조기술단","20151202164311","I","2019-03-23 02:20:03.0","","382672.631194153","193516.569100917","","측정대행업","","","2632010200","616853","1","2319","","","","","","","26320","2632010200","1","4196379","","0","4","","616853","",
"53","환경측정대행업","09_30_17_P","6260000","626000008201000004","20100709","","03","폐업","Q","폐업","20100714","","","","","","609843","부산광역시 금정구 청룡동   80번지 4호","부산광역시 금정구 중앙대로 2139 (청룡동)","609843","(사)대한산업보건협회 부산지부","20111031160826","I","2019-03-23 02:20:03.0","","390297.271894704","199344.588896397","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"54","환경측정대행업","09_30_17_P","6260000","626000008201200001","20121015","","03","폐업","Q","폐업","20130401","","","","","","","","부산광역시 강서구 대저로255번길 9 (대저1동)","618803","천호환경(주)","20130401164941","I","2019-03-23 02:20:03.0","","380267.363894927","192333.059006559","","측정대행업","","","","","","","","","","","","","26440","2644010100","1","4208257","","0","9","","618803","",
"55","환경측정대행업","09_30_17_P","6260000","626000008201400002","20150121","","03","폐업","Q","폐업","20150922","","","","","","","","부산광역시 해운대구 센텀중앙로 48, 11층 11호 (우동,에이스하이테크21)","612020","청우에이스(주)","20150922151405","I","2019-03-23 02:20:03.0","","394035.24909500000","188368.64865100000","","측정대행업","","","","","","","","","","","","","26410","2641010900","1","2000010","노루표페인트","0","1663","","609852","",
"56","환경측정대행업","09_30_17_P","6260000","626000008201500002","20150617","","03","폐업","Q","폐업","20180109","","","","","","","","부산광역시 북구 학사로17번길 4 (화명동)","616853","대영시설안전(주)","20180109170849","I","2019-03-23 02:20:03.0","","382672.631194153","193516.569100917","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"57","환경측정대행업","09_30_17_P","6260000","626000008201600003","20200424","","03","폐업","Q","폐업","20200424","","","","0519128970","","","","부산광역시 해운대구 재반로 157, 2층 (재송동)","48051","(주)이레산업","20200424141753","U","2020-04-26 02:40:00.0","","393753.865371337","190165.38920633","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"58","환경측정대행업","09_30_17_P","6260000","626000008200600003","20100120","","03","폐업","Q","폐업","20100830","","","","","","604834","부산광역시 사하구 신평2동   627번지 14호","부산광역시 사하구 하신번영로153번길 70 (신평동)","","(주)삼환환경기술","20100830171842","I","2019-03-23 02:20:03.0","","378295.67187469","179262.158331989","","측정대행업","","","2638010400","604834","1","627","14","","","","","","","","","","","","","","","",
"59","환경측정대행업","09_30_17_P","6260000","626000008200600004","20090302","","03","폐업","Q","폐업","20090729","","","","","","604818","부산광역시 사하구 구평동   116번지 1호","부산광역시 사하구 을숙도대로724번길 2 (구평동)","","한성엔테크(주)","20090701100844","I","2019-03-23 02:20:03.0","","380940.507128226","177979.117100246","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"60","환경측정대행업","09_30_17_P","6260000","626000008200600006","20081022","","03","폐업","Q","폐업","20100706","","","","","","609825","부산광역시 금정구 부곡1동   301번지 2호","부산광역시 금정구 중앙대로 1588 (부곡동)","","(주)한국환경관리공사","20100707141204","I","2019-03-23 02:20:03.0","","390164.39123196","193886.458167067","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"61","환경측정대행업","09_30_17_P","6260000","626000008200600011","20070705","","03","폐업","Q","폐업","20080609","","","","","","617801","부산광역시 사상구 감전2동   161번지 4호","부산광역시 사상구 대동로 267 (감전동)","617801","(주)보국환경기술","20100813171031","I","2019-03-23 02:20:03.0","","380879.017753643","185372.682348691","","측정대행업","","","2653010500","617801","1","161","4","","","","","","","","","","","","","","","",
"62","환경측정대행업","09_30_17_P","6260000","626000008200600012","20060728","","03","폐업","Q","폐업","20070406","","","","","","601013","부산광역시 동구 초량3동   1144번지 8호","부산광역시 동구 고관로 62 (초량동)","","(재)한국화학시험연구원 부산,울산,경남본부","20070502140747","I","2019-03-23 02:20:03.0","","386260.868935677","182518.622019992","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"63","환경측정대행업","09_30_17_P","6260000","626000008200600013","20101110","","03","폐업","Q","폐업","20110802","","","","","","604849","부산광역시 사하구 하단2동   840번지 동아대학교 산학협력관834, 826호","부산광역시 사하구 낙동대로550번길 37 (하단동,동아대학교 산학협력관834, 826호)","","정성환경(주)","20110802153922","I","2019-03-23 02:20:03.0","","379240.573215267","181413.478007094","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"64","환경측정대행업","09_30_17_P","6260000","626000008200600014","20100326","","03","폐업","Q","폐업","20110407","","","","","","609843","부산광역시 금정구 청룡동   632번지 3호","부산광역시 금정구 범어사로 423 (청룡동)","","(주)우일환경테크닉스","20110412133112","I","2019-03-23 02:20:03.0","","389635.415888168","199385.436227116","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"65","환경측정대행업","09_30_17_P","6260000","626000008200600015","20110302","","03","폐업","Q","폐업","20111006","","","","","","618803","부산광역시 강서구 대저1동   3052번지 7호","부산광역시 강서구 경전철로188번길 138 (대저1동)","","한일환경엔지니어링","20111006173418","I","2019-03-23 02:20:03.0","","379122.254409162","190794.005970883","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
