"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",
"13","세탁업","06_20_01_P","3250000","3250000-205-1993-00619","19930903","","01","영업/정상","01","영업","","","","","051 2454055","15.85","600806","부산광역시 중구 부평동2가 77번지","부산광역시 중구 흑교로 34 (부평동2가)","48977","부평세탁소","20051205000000","I","2018-08-31 23:59:59.0","일반세탁업","384621.820885404","180029.395795349","일반세탁업","3","","1","1","","","","","","N","","","","","임대","","","","","","N",
"14","세탁업","06_20_01_P","3250000","3250000-205-1988-00594","19880528","","01","영업/정상","01","영업","","","","","051 2561371","22.63","600083","부산광역시 중구 보수동3가 44번지 T통B반","부산광역시 중구 흑교로67번길 40 (보수동3가)","48965","백조","20051117000000","I","2018-08-31 23:59:59.0","일반세탁업","384324.500647914","180234.507017034","일반세탁업","","","","","","","","","","N","","","","","임대","","","","","","N",
"15","세탁업","06_20_01_P","3250000","3250000-205-1987-00573","19870508","","01","영업/정상","01","영업","","","","","051 2531344","16.50","600804","부산광역시 중구 부평동1가 23-33번지","부산광역시 중구 중구로33번길 10 (부평동1가)","48978","한영사","20170621172032","I","2018-08-31 23:59:59.0","일반세탁업","384789.833145024","179869.339972161","일반세탁업","2","","1","1","","","","","","N","","","","","임대","","","","","","N",
"16","세탁업","06_20_01_P","3250000","3250000-205-2006-00002","20060904","","01","영업/정상","01","영업","","","","","051 4628183","11.75","600817","부산광역시 중구 중앙동4가 81-4번지","부산광역시 중구 충장대로5번길 40-1 (중앙동4가)","48937","수선세탁","20060904000000","I","2018-08-31 23:59:59.0","일반세탁업","385716.193908988","180754.660456806","일반세탁업","5","1","1","1","","","","","","N","","","","","임대","1","","","","","N",
"17","세탁업","06_20_01_P","3250000","3250000-205-1988-00599","19881230","","01","영업/정상","01","영업","","","","","051 2568401","45.57","600083","부산광역시 중구 보수동3가 73-1번지 T통B반","부산광역시 중구 흑교로45번길 23 (보수동3가)","48966","백합사","20060224000000","I","2018-08-31 23:59:59.0","일반세탁업","384351.678231166","180150.589138242","일반세탁업","5","","1","1","","","","","","N","","","","","임대","","","","","","N",
"18","세탁업","06_20_01_P","3250000","3250000-205-2000-00003","20000822","","01","영업/정상","01","영업","","","","","4656486","15.00","600110","부산광역시 중구 영주동 289-1번지","부산광역시 중구 동영로 33 (영주동)","48919","월풀사","20131227155144","I","2018-08-31 23:59:59.0","일반세탁업","385346.707644423","180851.91922845","일반세탁업","2","","","1","","","","","","N","","","","","임대","","","","","","N",
"19","세탁업","06_20_01_P","3250000","3250000-205-2003-00002","20031224","","01","영업/정상","01","영업","","","","","051 620 6085","46.40","600814","부산광역시 중구 중앙동4가 17-26번지","부산광역시 중구 충장대로 20 (중앙동4가)","48940","미성세탁소","20120830135457","I","2018-08-31 23:59:59.0","일반세탁업","385799.333219399","180292.212678325","일반세탁업","0","0","0","0","0","0","0","0","0","N","0","","","","임대","0","","","0","0","N",
"20","세탁업","06_20_01_P","3250000","3250000-205-2003-00003","20031231","","01","영업/정상","01","영업","","","","","051 2566949","28.08","600803","부산광역시 중구 보수동1가 111-2번지","부산광역시 중구 책방골목길 1-1 (보수동1가)","48967","금강세탁소","20120830132656","I","2018-08-31 23:59:59.0","일반세탁업","384642.788233613","180221.518109966","일반세탁업","1","","","","","","","","","N","","","","","","","","","","","N",
"21","세탁업","06_20_01_P","3250000","3250000-205-1987-00585","19870513","","01","영업/정상","01","영업","","","","","051 2465992","18.89","600012","부산광역시 중구 중앙동2가 21-1번지","부산광역시 중구 대청로138번길 15-1 (중앙동2가)","48956","늘봄사","20131227150217","I","2018-08-31 23:59:59.0","일반세탁업","385508.413954577","179934.600251496","일반세탁업","4","","1","2","","","","","","N","","","","","임대","","","","","","N",
"22","세탁업","06_20_01_P","3250000","3250000-205-1987-00587","19870514","","01","영업/정상","01","영업","","","","","051 2567526","29.00","600083","부산광역시 중구 보수동3가 70-21번지","부산광역시 중구 대청로35번길 3 (보수동3가)","48965","신성사","20131227151232","I","2018-08-31 23:59:59.0","일반세탁업","384455.037854861","180137.962968344","일반세탁업","4","","1","1","","","","","","N","","","","","임대","","","","","","N",
"23","세탁업","06_20_01_P","3250000","3250000-205-1990-00605","19900313","","01","영업/정상","01","영업","","","","","051 4633352","23.30","600811","부산광역시 중구 영주동 640-31번지 T통B반","부산광역시 중구 대영로226번안길 10 (영주동)","48923","신흥세탁소","20051117000000","I","2018-08-31 23:59:59.0","일반세탁업","385535.473133534","180926.036316166","일반세탁업","2","","","1","","","","","","N","","","","","임대","","","","","","N",
"24","세탁업","06_20_01_P","3250000","3250000-205-1991-00609","19910123","","01","영업/정상","01","영업","","","","","051 2456902","29.82","600061","부산광역시 중구 신창동1가 12-14번지","부산광역시 중구 중구로24번길 21-8 (신창동1가)","48947","세양","20131227152826","I","2018-08-31 23:59:59.0","일반세탁업","385035.667936229","179801.701083814","일반세탁업","1","","1","1","","","","","","N","","","","","임대","","","","","","N",
"25","세탁업","06_20_01_P","3250000","3250000-205-1989-00601","19890831","","01","영업/정상","01","영업","","","","","4699713","59.40","600025","부산광역시 중구 동광동5가 36-5번지 T통B반 ,35","부산광역시 중구 동광길 81 (동광동5가,,35)","48927","새마당세탁공장","20051117000000","I","2018-08-31 23:59:59.0","일반세탁업","385459.954934318","180480.9970889","일반세탁업","5","","1","1","","","","","","N","","","","","임대","","","","","","N",
"26","세탁업","06_20_01_P","3250000","3250000-205-1993-00617","19930129","","01","영업/정상","01","영업","","","","","051 4694703","18.60","600815","부산광역시 중구 중앙동4가 52-24번지","부산광역시 중구 동광길 74-1 (중앙동4가)","48928","월풀빨래방(동광점)","20090624133707","I","2018-08-31 23:59:59.0","일반세탁업","385478.215454546","180445.762116744","일반세탁업","3","","","1","","","","","","N","","","","","임대","","","","","","N",
"27","세탁업","06_20_01_P","3250000","3250000-205-1994-00630","19941109","","01","영업/정상","01","영업","","","","","051 4695640","159.00","600025","부산광역시 중구 동광동5가 13-16번지","부산광역시 중구 동영로 17-2 (동광동5가)","48918","일신사","20051205000000","I","2018-08-31 23:59:59.0","일반세탁업","385390.048207494","180729.735451908","일반세탁업","2","","1","1","","","","","","N","","","","","임대","","","","","","N",
"28","세탁업","06_20_01_P","3250000","3250000-205-1987-00580","19870512","","01","영업/정상","01","영업","","","","","051 2552573","22.45","600082","부산광역시 중구 보수동2가 65-1번지","부산광역시 중구 흑교로81번길 9 (보수동2가)","48964","신광사","20131227141329","I","2018-08-31 23:59:59.0","일반세탁업","384329.056179029","180411.460322917","일반세탁업","2","","1","2","","","","","","N","","","","","임대","","","","","","N",
"29","세탁업","06_20_01_P","3250000","3250000-205-2000-00004","20000822","","01","영업/정상","01","영업","","","","","051 464 4387","85.80","600110","부산광역시 중구 영주동 160번지 동아상가 상가동 203~4호","부산광역시 중구 영주로 65, 상가동 203~4호 (영주동, 동아아파트)","48905","백양세탁소","20131227155417","I","2018-08-31 23:59:59.0","일반세탁업","384985.258495071","181165.37134963","일반세탁업","2","","1","1","","","","","","N","","","","","임대","","","","","","N",
"30","세탁업","06_20_01_P","3250000","3250000-205-2000-00006","20000822","","01","영업/정상","01","영업","","","","","4659989","23.10","600814","부산광역시 중구 중앙동4가 86-3번지","부산광역시 중구 충장대로13번길 14 (중앙동4가)","48935","국일세탁소","20051205000000","I","2018-08-31 23:59:59.0","일반세탁업","385769.574832799","180512.545626241","일반세탁업","2","","1","1","","","","","","N","","","","","임대","","","","","","N",
"31","세탁업","06_20_01_P","3250000","3250000-205-2000-00008","20000822","","01","영업/정상","01","영업","","","","","2477921","15.00","600046","부산광역시 중구 남포동6가 69-2번지","부산광역시 중구 중구로5번길 13 (남포동6가)","48981","왕자세탁소","20131227161744","I","2018-08-31 23:59:59.0","일반세탁업","384729.215581735","179520.79176267","일반세탁업","2","","1","1","","","","","","N","","","","","임대","","","","","","N",
"32","세탁업","06_20_01_P","3250000","3250000-205-2000-00009","20000822","","01","영업/정상","01","영업","","","","","2462417","30.00","600062","부산광역시 중구 신창동2가 33-8번지","부산광역시 중구 광복로39번길 31-2 (신창동2가)","","국제세탁소","20120910110901","I","2018-08-31 23:59:59.0","일반세탁업","384933.270382053","179991.383778692","일반세탁업","2","","1","1","","","","","","N","","","","","임대","","","","","","N",
"33","세탁업","06_20_01_P","3250000","3250000-205-1987-00594","19870513","","01","영업/정상","01","영업","","","","","4628705","15.04","600091","부산광역시 중구 대청동1가 33-8번지","부산광역시 중구 복병산길6번길 2-1 (대청동1가)","48932","백설세탁소","20051115000000","I","2018-08-31 23:59:59.0","일반세탁업","385213.624250962","180128.627601608","일반세탁업","5","","1","2","","","","","","N","","","","","임대","","","","","","N",
"34","세탁업","06_20_01_P","3250000","3250000-205-1998-00001","19980917","","01","영업/정상","01","영업","","","","","2485502","25.40","600802","부산광역시 중구 보수동1가 33-278번지","부산광역시 중구 보동길 96 (보수동1가)","48959","유성세탁소","20051205000000","I","2018-08-31 23:59:59.0","일반세탁업","384580.261941618","180642.144958033","일반세탁업","4","1","2","2","","","","","","N","","","","","임대","","","","","","N",
"35","세탁업","06_20_01_P","3250000","3250000-205-1988-00598","19881119","","01","영업/정상","01","영업","","","","","051 2448087","23.00","600803","부산광역시 중구 보수동1가 59-384번지","부산광역시 중구 고가길 78-19 (보수동1가)","48960","청미사","20140120170208","I","2018-08-31 23:59:59.0","일반세탁업","384783.9636364","180386.593951623","일반세탁업","2","","1","1","","","","","","N","","","","","임대","","","","","","N",
"36","세탁업","06_20_01_P","3250000","3250000-205-2021-00001","20210521","","01","영업/정상","01","영업","","","","","","89.00","600809","부산광역시 중구 부평동3가 76-22","부산광역시 중구 흑교로31번길 12, 1층 (부평동3가)","48975","백성사","20210521142540","I","2021-05-23 00:22:56.0","일반세탁업","384483.192571796","180020.958545834","일반세탁업","4","1","1","1","","","0","0","0","N","0","","","","","2","0","1","1","0","N",
"37","세탁업","06_20_01_P","3260000","3260000-205-2005-00002","20050323","","01","영업/정상","01","영업","","","","","051 2572113","29.67","602073","부산광역시 서구 부민동3가 76번지","부산광역시 서구 해돋이로 313 (부민동3가)","49239","대림세탁","20120113170002","I","2018-08-31 23:59:59.0","일반세탁업","383741.256791835","180187.026514349","일반세탁업","2","","2","","","","","","","N","","","","","자가","","","","","","N",
"38","세탁업","06_20_01_P","3260000","3260000-205-1989-00215","19890830","","01","영업/정상","01","영업","","","","","051 2422785","41.25","602825","부산광역시 서구 서대신동3가 557-9","부산광역시 서구 대신로 46-1, 1층 (서대신동3가)","49210","백양사","20220111152321","U","2022-01-13 02:40:00.0","일반세탁업","383385.486216409","181311.563460197","일반세탁업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"39","세탁업","06_20_01_P","3260000","3260000-205-1970-00001","19700217","","01","영업/정상","01","영업","","","","","051 2555770","","602827","부산광역시 서구 아미동2가 126번지","부산광역시 서구 해돋이로269번길 5 (아미동2가)","49240","일미","20120220145802","I","2018-08-31 23:59:59.0","일반세탁업","383757.037403783","179784.454496212","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
"40","세탁업","06_20_01_P","3260000","3260000-205-1988-00049","19880908","","01","영업/정상","01","영업","","","","","051 2436520",".00","602809","부산광역시 서구 동대신동2가 46번지","부산광역시 서구 망양로92번길 81 (동대신동2가)","49215","자유사","20120113122037","I","2018-08-31 23:59:59.0","일반세탁업","384189.191409333","181327.839669728","일반세탁업","3","1","1","1","","","","","","N","","","","","","","","","","","N",
"41","세탁업","06_20_01_P","3260000","3260000-205-2006-00006","20060922","","01","영업/정상","01","영업","","","","","051 2486182","24.00","602012","부산광역시 서구 충무동2가 30-24번지","부산광역시 서구 천마로231번길 15 (충무동2가)","49252","월풀빨래방","20120112154732","I","2018-08-31 23:59:59.0","일반세탁업","384278.888091658","179314.188092701","일반세탁업","3","1","1","1","","","","","","N","","","","","임대","1","","","","","N",
"42","세탁업","06_20_01_P","3260000","3260000-205-2000-00574","20000718","","01","영업/정상","01","영업","","","","","051 2543531","","602013","부산광역시 서구 충무동3가 7-6번지","부산광역시 서구 천마로 202 (충무동3가)","49253","꼴찌","20170223160913","I","2018-08-31 23:59:59.0","일반세탁업","384324.005394526","179026.183999275","일반세탁업","","","","","","","","","","N","","","","","임대","","","","","","N",
"43","세탁업","06_20_01_P","3260000","3260000-205-1994-00003","19940701","","01","영업/정상","01","영업","","","","","051 2410527","","602832","부산광역시 서구 암남동 81-11번지 자유아파트상가","부산광역시 서구 천해로13번라길 25 (암남동, 자유아파트상가)","49265","천마","20120223095922","I","2018-08-31 23:59:59.0","일반세탁업","383997.818887802","177673.39332732","일반세탁업","","","","","","","","","","N","","","","","임대","","","","","","N",
"44","세탁업","06_20_01_P","3260000","3260000-205-2006-00004","20060904","","01","영업/정상","01","영업","","","","","051 243 1288","46.30","602826","부산광역시 서구 서대신동3가 486-2번지","부산광역시 서구 망양로 17-1, 1층 (서대신동3가)","49210","신용","20191028135346","U","2019-10-30 02:40:00.0","일반세탁업","383445.492073118","181100.750304784","일반세탁업","","","1","1","","","","","","N","","","","","임대","1","","","1","","N",
"45","세탁업","06_20_01_P","3260000","3260000-205-2006-00005","20060921","","01","영업/정상","01","영업","","","","","051 2535706","18.24","602835","부산광역시 서구 초장동 83-1번지","부산광역시 서구 천마로201번길 65 (초장동)","49251","옷사랑","20181214150222","U","2018-12-18 02:40:00.0","일반세탁업","384248.290661992","179259.956786938","일반세탁업","2","","1","1","","","","","","N","","","","","임대","1","","","","","N",
"46","세탁업","06_20_01_P","3260000","3260000-205-1994-00001","19940920","","01","영업/정상","01","영업","","","","","051 2421626","","602827","부산광역시 서구 아미동2가 263-4","부산광역시 서구 까치고개로 109-1 (아미동2가)","49240","영광","20210413104305","U","2021-04-15 02:40:00.0","일반세탁업","383291.033151395","180110.198334999","일반세탁업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"47","세탁업","06_20_01_P","3260000","3260000-205-1995-00816","19950601","","01","영업/정상","01","영업","","","","","051 2566325","","602827","부산광역시 서구 아미동2가 259-32번지","부산광역시 서구 까치고개로 124-1 (아미동2가)","49242","백설","20120220152042","I","2018-08-31 23:59:59.0","일반세탁업","383264.843630911","179975.88570356","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
"48","세탁업","06_20_01_P","3260000","3260000-205-2001-00140","20010727","","01","영업/정상","01","영업","","","","","051 2530972",".00","602091","부산광역시 서구 서대신동1가 60-13번지","부산광역시 서구 부용로 1 (서대신동1가)","49235","류박사","20191018105842","U","2019-10-20 02:40:00.0","일반세탁업","383726.943805758","180751.857929115","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
"49","세탁업","06_20_01_P","3260000","3260000-205-2002-00005","20020909","","01","영업/정상","01","영업","","","","","051 2440322","","602833","부산광역시 서구 암남동 604-2번지","부산광역시 서구 암남공원로 52, 1층 102호 (암남동, 혜성상가)","49274","현대","20120112151634","I","2018-08-31 23:59:59.0","일반세탁업","383787.547821959","176561.582311194","일반세탁업","","","","","","","","","","N","","","","","임대","","","","","","N",
"50","세탁업","06_20_01_P","3260000","3260000-205-1987-00688","19870513","","01","영업/정상","01","영업","","","","","051 2553679","132.00","602833","부산광역시 서구 암남동 543번지","부산광역시 서구 암남공원로 15 (암남동)","49275","백광사","20160811144139","I","2018-08-31 23:59:59.0","일반세탁업","383756.579443258","176912.66619096","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
"51","세탁업","06_20_01_P","3260000","3260000-205-1987-00415","19870513","","01","영업/정상","01","영업","","","","","051 2446252","21.00","602054","부산광역시 서구 토성동4가 16-3번지","부산광역시 서구 구덕로132번길 15-4 (토성동4가)","49246","백양","20120112164135","I","2018-08-31 23:59:59.0","일반세탁업","384379.058035922","179441.8076344","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
"52","세탁업","06_20_01_P","3260000","3260000-205-2002-00001","20020126","","01","영업/정상","01","영업","","","","","051 2422933","37.00","602823","부산광역시 서구 서대신동3가 694-1번지 협성르네상스타운 상가 117동 304호","부산광역시 서구 대티로143번길 4 (서대신동3가)","49208","협성","20120220160643","I","2018-08-31 23:59:59.0","일반세탁업","383176.906835168","181175.027825949","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
"53","세탁업","06_20_01_P","3260000","3260000-205-2007-00001","20070131","","01","영업/정상","01","영업","","","","","051 2457512","25.00","602800","부산광역시 서구 남부민동 89-35번지","부산광역시 서구 해돋이로 124 (남부민동)","49262","정원사","20120112154804","I","2018-08-31 23:59:59.0","일반세탁업","384283.718819338","178601.53241599","일반세탁업","2","","2","2","","","","","","N","","","","","임대","1","","","","","N",
"54","세탁업","06_20_01_P","3260000","3260000-205-1989-00423","19890527","","01","영업/정상","01","영업","","","","","051 2548531",".00","602013","부산광역시 서구 충무동3가 43번지","부산광역시 서구 천마로201번길 28 (충무동3가)","49252","현대사","20120113122702","I","2018-08-31 23:59:59.0","일반세탁업","384238.112036123","179067.738693141","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
"55","세탁업","06_20_01_P","3260000","3260000-205-1987-00001","19870513","","01","영업/정상","01","영업","","","","","051 2426145",".00","602807","부산광역시 서구 동대신동1가 12번지","부산광역시 서구 망양로 207 (동대신동1가)","49214","민승사","20120220151408","I","2018-08-31 23:59:59.0","일반세탁업","384614.891188562","181081.857153022","일반세탁업","2","","1","1","","","","","","N","","","","","자가","","","","","","N",
"56","세탁업","06_20_01_P","3260000","3260000-205-1997-00654","19970321","","01","영업/정상","01","영업","","","","","051 2432759","28.50","602803","부산광역시 서구 남부민동 531-1번지 대림비치상가107호","부산광역시 서구 충무대로149번가길 15, 107호 (남부민동, 대림비치상가)","49263","대림","20120223095656","I","2018-08-31 23:59:59.0","일반세탁업","384563.338618035","177887.570447529","일반세탁업","28","","1","","","","","","","N","","","","","자가","","","","","","N",
"57","세탁업","06_20_01_P","3260000","3260000-205-1996-00699","19960805","","01","영업/정상","01","영업","","","","","051 2533790","24.20","602830","부산광역시 서구 암남동 289-1번지","부산광역시 서구 암남로6번길 5 (암남동)","49268","송광사","20120223095805","I","2018-08-31 23:59:59.0","일반세탁업","383848.816371025","177408.879228804","일반세탁업","","","","","","","","","","N","","","","","임대","","","","","","N",
"58","세탁업","06_20_01_P","3260000","3260000-205-1989-00381","19890527","","01","영업/정상","01","영업","","","","","051 2430325",".00","602835","부산광역시 서구 초장동 86번지","부산광역시 서구 천마로201번길 51 (초장동)","49251","득광","20170223160034","I","2018-08-31 23:59:59.0","일반세탁업","384235.709176063","179193.289656474","일반세탁업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"59","세탁업","06_20_01_P","3260000","3260000-205-1987-00326","19870513","","01","영업/정상","01","영업","","","","","051 2566466",".00","602828","부산광역시 서구 아미동2가 105번지","부산광역시 서구 해돋이로 258-1 (아미동2가)","49244","미진세탁소","20120220150113","I","2018-08-31 23:59:59.0","일반세탁업","383778.171115846","179682.825240829","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
"60","세탁업","06_20_01_P","3260000","3260000-205-1987-00690","19870513","","01","영업/정상","01","영업","","","","","051 2543219","23.32","602831","부산광역시 서구 암남동 343번지","부산광역시 서구 암남로 8 (암남동)","49268","금성사","20120113121858","I","2018-08-31 23:59:59.0","일반세탁업","383823.69141373","177398.92218674","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
"61","세탁업","06_20_01_P","3260000","3260000-205-1992-00093","19920907","","01","영업/정상","01","영업","","","","","051 2431769",".00","602812","부산광역시 서구 동대신동3가 135-4번지","부산광역시 서구 보수대로242번길 9 (동대신동3가)","49213","신일사","20120113123016","I","2018-08-31 23:59:59.0","일반세탁업","383924.769090117","181549.797774465","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
"62","세탁업","06_20_01_P","3260000","3260000-205-2001-00096","20010302","","01","영업/정상","01","영업","","","","","051 2530162",".00","602812","부산광역시 서구 동대신동3가 13-75번지","부산광역시 서구 대신공원로 13-12 (동대신동3가)","49202","월풀빨래방","20120112151358","I","2018-08-31 23:59:59.0","일반세탁업","383686.767096963","181862.982017376","일반세탁업","","","1","1","","","","","","N","","","","","","","","","","","N",
"63","세탁업","06_20_01_P","3260000","3260000-205-1992-00006","19920512","","01","영업/정상","01","영업","","","","","051 2464162",".00","602808","부산광역시 서구 동대신동1가 107-5번지","부산광역시 서구 대영로86번길 9 (동대신동1가)","49219","백옥사","20120113122949","I","2018-08-31 23:59:59.0","일반세탁업","384170.519767098","180931.283096179","일반세탁업","4","1","1","1","","","","","","N","","","","","임대","","","","","","N",
"64","세탁업","06_20_01_P","3260000","3260000-205-1987-00323","19870513","","01","영업/정상","01","영업","","","","","051 2566289",".00","602061","부산광역시 서구 아미동1가 32-1번지","부산광역시 서구 구덕로157번길 10 (아미동1가)","49245","아미사","20120112163952","I","2018-08-31 23:59:59.0","일반세탁업","384076.094594404","179612.865713844","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
"65","세탁업","06_20_01_P","3260000","3260000-205-1993-00330","19930730","","01","영업/정상","01","영업","","","","","051 2415590",".00","602827","부산광역시 서구 아미동2가 19-11번지","부산광역시 서구 구덕로185번길 38 (아미동2가)","49241","O.K세탁방","20120112150510","I","2018-08-31 23:59:59.0","일반세탁업","383901.052418139","179898.879079114","일반세탁업","","","","","","","","","","N","","","","","","","","","","","N",
