"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"11","출판사","04_17_01_P","3250000","CDFG1251001999000008","19991026","","03","폐업","03","폐업","20050707","","","","469-1411","","600815","부산광역시 중구 중앙동*가 **-**번지","부산광역시 중구 동광길 **  (중앙동*가)","","한빛문화사","20061010143057","I","2018-08-31 23:59:59.0","","385449.586151819","180283.916944685","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"12","출판사","04_17_01_P","3250000","CDFG1251001993000001","19930120","","03","폐업","03","폐업","20170818","","","","248-0505","","","부산광역시 중구 신창동*가 *번지","부산광역시 중구 광복중앙로 **-* (신창동*가)","48948","도서출판ESS","20170818140912","I","2018-08-31 23:59:59.0","","385088.748297386","179881.094288667","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13","출판사","04_17_01_P","3250000","CDFG1251001995000007","19951124","","03","폐업","03","폐업","20141204","","","","257-0477","","600803","부산광역시 중구 보수동*가 ***-**번지","부산광역시 중구 책방골목길 **-* (보수동*가)","600803","도서출판 광일공학사","20141204125847","I","2018-08-31 23:59:59.0","","384748.120886252","180138.518112966","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"14","출판사","04_17_01_P","3250000","CDFG1251001995000006","19951102","","03","폐업","03","폐업","20080723","","","","468-3727","","600013","부산광역시 중구 중앙동*가 **번지","부산광역시 중구 대청로***번길 * (중앙동*가)","600013","도서출판 혁문당","20131227171329","I","2018-08-31 23:59:59.0","","385485.082947199","180108.173082223","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"15","출판사","04_17_01_P","3250000","CDFG1251002009000006","20090914","","03","폐업","03","폐업","20121126","","","","051-463-2316","","600081","부산광역시 중구 보수동*가 **-**번지 *층","","","인쇄119","20130403172528","I","2018-08-31 23:59:59.0","","384349.97454989","180586.873578604","출판사","출판인쇄업","4","","","102.92","4","1","사무실","","","","","","","","","","","","","","","","","","","","","","",
"16","출판사","04_17_01_P","3250000","CDFG1251002010000002","20100120","","03","폐업","03","폐업","20110809","","","","051-781-0588","","600022","부산광역시 중구 동광동*가 **-*번지 *층(동남빌딩***호)","부산광역시 중구 대청로***번길 **  (동광동*가,*층(동남빌딩***호))","","(주)인트리얼","20110809140024","I","2018-08-31 23:59:59.0","","385421.241946698","179867.079395944","출판사","출판인쇄업","5","","","377.85","5","","사무실","","","","","","","","","","","","","","","","","","","","","","",
"17","출판사","04_17_01_P","3250000","CDFG1251002010000009","20100525","","03","폐업","03","폐업","20110106","","","","051-465-7625","","600112","부산광역시 중구 영주동 ***-*번지 삼영주택 ***호","부산광역시 중구 망양로 ***-**  (영주동,삼영주택 ***호)","","ISONO기획","20110106113217","I","2018-08-31 23:59:59.0","","384906.54775273","181027.925888198","출판사","출판인쇄업","","","","5.76","","","다세대주택","","","","","","","","","","","","","","","","","","","","","","",
"18","출판사","04_17_01_P","3250000","CDFG1251002015000006","20150901","","03","폐업","03","폐업","20190308","","","","051-462-1929","","","부산광역시 중구 동광동*가 *-*번지","부산광역시 중구 대청로***번길 *, *층 (동광동*가)","48932","나나(NANA)","20190412172856","U","2019-04-14 02:40:00.0","","385438.283928137","180153.215509599","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"19","출판사","04_17_01_P","3250000","CDFG1251002017000013","20171201","","03","폐업","03","폐업","20190806","","","","","","","부산광역시 중구 부평동*가 **-*번지 *층","부산광역시 중구 중구로**번길 **, *층 (부평동*가)","48977","비봉출판사","20190806162902","U","2019-08-08 02:40:00.0","","384611.990018175","179828.669051398","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"20","출판사","04_17_01_P","3250000","CDFG1251002014000006","20120516","","03","폐업","03","폐업","20190129","","","","051-241-1943","","","부산광역시 중구 중앙동*가 **-*번지","부산광역시 중구 해관로 **-*, *층 (중앙동*가)","48930","해양문화사","20190131094316","U","2019-02-12 02:40:00.0","","385503.660702664","180284.492597325","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"21","출판사","04_17_01_P","3250000","CDFG1251002016000018","20161021","","03","폐업","03","폐업","20180509","","","","","","","부산광역시 중구 동광동*가 *-*번지","부산광역시 중구 대청로 ***-* (동광동*가)","48932","도서출판 니오컴스","20180509175422","I","2018-08-31 23:59:59.0","","385436.904569714","180104.820067046","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"22","출판사","04_17_01_P","3250000","CDFG1251002017000006","20170703","","03","폐업","03","폐업","20201111","","","","467-4129","","","","부산광역시 중구 동광길 ** (동광동*가)","48932","명궁출판사","20201111180943","U","2020-11-13 02:40:00.0","","385390.036447679","180170.595348281","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"23","출판사","04_17_01_P","3250000","CDFG1251002016000003","20160316","","03","폐업","03","폐업","20200113","","","","441-6727","","","부산광역시 중구 동광동*가 **-*번지 ***호","부산광역시 중구 동광길 **, ***호 (동광동*가)","48932","도서출판 동일","20200113143304","U","2020-01-15 02:40:00.0","","385382.890488068","180149.219666137","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"24","출판사","04_17_01_P","3250000","CDFG1251002016000004","20160322","","03","폐업","03","폐업","","","","","","","","부산광역시 중구 동광동*가 **-**번지","부산광역시 중구 동광길 **-* (동광동*가)","48927","호랑이 출판사","20170215093655","I","2018-08-31 23:59:59.0","","385448.406826261","180388.69759543","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"25","출판사","04_17_01_P","3250000","CDFG1251002016000005","20160331","","03","폐업","03","폐업","20171012","","","","248-3699","","","부산광역시 중구 중앙동*가 **-**번지 ***호","부산광역시 중구 대청로***번길 *, ***호 (중앙동*가, 대원빌딩)","48956","시랩(C_Lab)","20171012174556","I","2018-08-31 23:59:59.0","","385500.111857936","180000.86007515","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"26","출판사","04_17_01_P","3250000","CDFG1251002016000006","20160503","","03","폐업","03","폐업","20201204","","","","","","","부산광역시 중구 영주동 ***-*","부산광역시 중구 영주로 **-* (영주동)","48917","뜬구름","20201204152133","U","2020-12-06 02:40:00.0","","385103.329427117","180840.582773931","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"27","출판사","04_17_01_P","3250000","CDFG1251002018000005","20180221","","03","폐업","03","폐업","20220518","","","","051-464-1582","","","부산광역시 중구 중앙동*가 **-*","부산광역시 중구 대청로***번길 *-*, *층 ***호 (중앙동*가)","48931","21세기일본어사","20220518114034","U","2022-05-20 02:40:00.0","","385460.624725372","180182.600963899","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"28","출판사","04_17_01_P","3250000","CDFG1251002005000012","20051202","","03","폐업","03","폐업","20120608","","","","467-8982","","600100","부산광역시 중구 대창동*가 **-*번지 센트럴오피스텔 ***호","부산광역시 중구 중앙대로 ***,  ***호 (대창동*가,센트럴오피스텔)","","주식회사 로뎀","20120713170436","I","2018-08-31 23:59:59.0","","385629.733383327","180827.538655672","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"29","출판사","04_17_01_P","3250000","CDFG1251002006000001","20060102","","03","폐업","03","폐업","20061229","","","","255-4014","","600082","부산광역시 중구 보수동*가 **-**번지","부산광역시 중구 보수대로***번길 **  (보수동*가)","","진영기획","20070102112932","I","2018-08-31 23:59:59.0","","384393.363548619","180323.81437344","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"30","출판사","04_17_01_P","3250000","CDFG1251002006000007","20060419","","03","폐업","03","폐업","20090120","","","","469-2848","","600024","부산광역시 중구 동광동*가 *-*번지","부산광역시 중구 대청로 ***-*  (동광동*가)","","보문","20090120094412","I","2018-08-31 23:59:59.0","","385418.401459362","180103.91074381","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"31","출판사","04_17_01_P","3250000","CDFG1251002007000012","20071002","","03","폐업","03","폐업","20090629","","","","051-441-6432","","","부산광역시 중구 대창동*가 **-*번지 ***호","","","상원출판사","20090629153951","I","2018-08-31 23:59:59.0","","","","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"32","출판사","04_17_01_P","3250000","CDFG1251002006000010","20060609","","03","폐업","03","폐업","20180312","","","","469-9566","","600814","부산광역시 중구 중앙동*가 **-*번지 노블리안 O/T ***호","부산광역시 중구 중앙대로 ** (중앙동*가,노블리안 O/T ***호)","","다운기획","20180312162432","I","2018-08-31 23:59:59.0","","385630.742187332","180306.821082315","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"33","출판사","04_17_01_P","3250000","CDFG1251002007000015","20071206","","03","폐업","03","폐업","20160324","","","","051-244-4134","","600082","부산광역시 중구 보수동*가 **-*번지 민족빌딩*층","부산광역시 중구 보수대로***번길 ** (보수동*가,민족빌딩*층)","","지편교역","20160328161313","I","2018-08-31 23:59:59.0","","384398.090846117","180308.795048688","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"34","출판사","04_17_01_P","3250000","CDFG1251002007000016","20071218","","03","폐업","03","폐업","20100114","","","","243-8890","","600060","부산광역시 중구 신창동*가 **-*번지 (*층)","부산광역시 중구 대청로**번길 *  (신창동*가,(*층))","","주혹방광묵도","20100114170214","I","2018-08-31 23:59:59.0","","385010.697427931","180046.047246882","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"35","출판사","04_17_01_P","3250000","CDFG1251002009000005","20090827","","03","폐업","03","폐업","20190211","","","","0512448879","","600806","부산광역시 중구 부평동*가 **번지 *층","부산광역시 중구 부평*길 ** (부평동*가,*층)","","산하","20190212135008","U","2019-02-14 02:40:00.0","","384654.877726494","179895.59872936","출판사","출판인쇄업","5","","","263.58","5","1","근린생활시설","","","","","","","","","","","","","","","","","","","","","","",
"36","출판사","04_17_01_P","3250000","CDFG1251002012000011","20121203","","03","폐업","03","폐업","20121211","","","","051-243-8401","","600093","부산광역시 중구 대청동*가 *번지 매일B/D *층","부산광역시 중구 대청로 **-* (대청동*가, 매일B/D *층)","600093","(S.P)에스피 컴","20130403172710","I","2018-08-31 23:59:59.0","","384996.125699611","180120.721061133","출판사","출판인쇄업","5","","","","4","1","","","","","","","","","","","","","","","","","","","","","","","",
"37","출판사","04_17_01_P","3250000","CDFG1251002013000007","20130603","","03","폐업","03","폐업","20140324","","","","","","600811","부산광역시 중구 영주동 **-*번지 준희빌딩 ***호","부산광역시 중구 대영로 *** (영주동)","600811","으뜸","20141216200158","I","2018-08-31 23:59:59.0","","385704.179290977","181150.076167714","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"38","출판사","04_17_01_P","3250000","CDFG1251002000000007","20000512","","03","폐업","03","폐업","20190228","","","","243-9503","","600074","부산광역시 중구 부평동*가 **-*번지","부산광역시 중구 대청로 ** (부평동*가)","","CMC출판사","20190228162114","U","2019-03-02 02:40:00.0","","384269.244187244","180087.316391257","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"39","출판사","04_17_01_P","3250000","CDFG1251002000000012","20000823","","03","폐업","03","폐업","20140625","","","","245-7007","","600021","부산광역시 중구 동광동*가 *-**번지","부산광역시 중구 중앙대로 ** (동광동*가)","","참글문화원","20140625162839","I","2018-08-31 23:59:59.0","","385587.465780386","179726.692445216","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"40","출판사","04_17_01_P","3250000","CDFG1251001999000012","19991022","","03","폐업","03","폐업","20020517","","","","999-9999","","600816","부산광역시 중구 중앙동*가 **-*번지","부산광역시 중구 중앙대로 *** (중앙동*가)","600816","코리아휴먼전산(주)","20131227173341","I","2018-08-31 23:59:59.0","","385728.973863337","180906.798032307","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"41","출판사","04_17_01_P","3250000","CDFG1251002002000015","20021223","","03","폐업","03","폐업","20090922","","","","256-2026","","600011","부산광역시 중구 중앙동*가 **-**번지","부산광역시 중구 해관로 **-*  (중앙동*가)","","도서출판 나봄","20090922112128","I","2018-08-31 23:59:59.0","","385565.614422735","179868.866042161","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"42","출판사","04_17_01_P","3250000","CDFG1251002002000014","20021016","","03","폐업","03","폐업","20040426","","","","441-8483","","600815","부산광역시 중구 중앙동*가 **-**번지","부산광역시 중구 대청로***번길 **  (중앙동*가)","","유성애드","20070201095844","I","2018-08-31 23:59:59.0","","385474.099159683","180270.340021593","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"43","출판사","04_17_01_P","3250000","CDFG1251002001000014","20010710","","03","폐업","03","폐업","20020629","","","","","","600817","부산광역시 중구 중앙동*가 **-**번지","부산광역시 중구 중앙대로***번길 *  (중앙동*가)","","믿음","20040114093000","I","2018-08-31 23:59:59.0","","385696.117898399","180645.097632146","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"44","출판사","04_17_01_P","3250000","CDFG1251002001000015","20010120","","03","폐업","03","폐업","20070329","","","","241-1942","","600016","부산광역시 중구 중앙동*가 **-*번지","부산광역시 중구 중앙대로 **  (중앙동*가)","","해양코퍼레이션","20070330141511","I","2018-08-31 23:59:59.0","","385603.532182924","179816.313601081","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"45","출판사","04_17_01_P","3250000","CDFG1251002002000006","20020112","","03","폐업","03","폐업","20061206","","","","246-1779","","600093","부산광역시 중구 대청동*가 **번지","","","원문출판사","20061206112323","I","2018-08-31 23:59:59.0","","","","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"46","출판사","04_17_01_P","3250000","CDFG1251002002000007","20020114","","03","폐업","03","폐업","20080121","","","","","","600025","부산광역시 중구 동광동*가 **-**번지","부산광역시 중구 샘길 **-*  (동광동*가)","","민족역사학회","20080121110529","I","2018-08-31 23:59:59.0","","385419.898076659","180537.249703315","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"47","출판사","04_17_01_P","3250000","CDFG1251002002000008","20020226","","03","폐업","03","폐업","20200731","","","","051-467-2828","","600024","부산광역시 중구 동광동*가 **-*","부산광역시 중구 동광길 * (동광동*가)","","동양출판사","20200731143303","U","2020-08-02 02:40:00.0","","385379.633094859","180116.598483157","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"48","출판사","04_17_01_P","3250000","CDFG1251002002000009","20020312","","03","폐업","03","폐업","20070329","","","","442-5608","","600024","부산광역시 중구 동광동*가 **-*번지","부산광역시 중구 동광길 *-*  (동광동*가)","","해사도서출판사","20070330141241","I","2018-08-31 23:59:59.0","","385380.135483162","180131.193069001","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"49","출판사","04_17_01_P","3250000","CDFG1251002002000018","20020520","","03","폐업","03","폐업","20090406","","","","244-1521","","600082","부산광역시 중구 보수동*가 **-**번지","부산광역시 중구 흑교로**번길 **  (보수동*가)","","삼신출판사","20090406162535","I","2018-08-31 23:59:59.0","","384351.540238464","180377.043003698","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"50","출판사","04_17_01_P","3250000","CDFG1251001980000001","19800408","","03","폐업","03","폐업","20031226","","","","463-3131","","600815","부산광역시 중구 중앙동*가 **번지","부산광역시 중구 **계단길 ** (중앙동*가)","600815","성도출판사","20131230094759","I","2018-08-31 23:59:59.0","","","","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"51","출판사","04_17_01_P","3250000","CDFG1251002004000015","20041221","","03","폐업","03","폐업","20121211","","","","465-3190","","600024","부산광역시 중구 동광동*가 **번지","","","미지탈","20130403172805","I","2018-08-31 23:59:59.0","","","","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"52","출판사","04_17_01_P","3250000","CDFG1251001967000001","19670904","","03","폐업","03","폐업","20031218","","","","469-9939","","600024","부산광역시 중구 동광동*가 **-*번지","부산광역시 중구 대청로***번길 *-* (동광동*가)","600024","아성출판사","20131227133307","I","2018-08-31 23:59:59.0","","385424.294336233","180154.176692527","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"53","출판사","04_17_01_P","3250000","CDFG1251002004000011","20041122","","03","폐업","03","폐업","20041124","","","","469-9379","","600024","부산광역시 중구 동광동*가 **-*번지","부산광역시 중구 대청로***번길 *-*  (동광동*가)","","삼화문화사","20070207162547","I","2018-08-31 23:59:59.0","","385370.564043004","180158.183479973","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"54","출판사","04_17_01_P","3250000","CDFG1251002005000011","20051025","","03","폐업","03","폐업","20070315","","","","466-4664","","600024","부산광역시 중구 동광동*가 **-*번지","부산광역시 중구 대청로***번길 **  (동광동*가)","","대양그래픽","20070315164115","I","2018-08-31 23:59:59.0","","385440.461384909","180196.655868348","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"55","출판사","04_17_01_P","3250000","CDFG1251002004000012","20041203","","03","폐업","03","폐업","20130329","","","","255-8553","","600013","부산광역시 중구 중앙동*가 **-*번지 오성빌딩*층","부산광역시 중구 대청로***번길 **  (중앙동*가,오성빌딩*층)","","탑스텍","20130403171016","I","2018-08-31 23:59:59.0","","385456.91344245","180168.463338718","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"56","출판사","04_17_01_P","3250000","CDFG1251002004000013","20041207","","03","폐업","03","폐업","20070911","","","","242-9430","","600093","부산광역시 중구 대청동*가 **번지","부산광역시 중구 대청로 **  (대청동*가)","","신원문화사","20070911142257","I","2018-08-31 23:59:59.0","","384917.919165301","180071.739692472","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"57","출판사","04_17_01_P","3250000","CDFG1251002007000006","20070227","","03","폐업","03","폐업","20070418","","","","051)441-5683","","600091","부산광역시 중구 대청동*가 **-*번지 (*층)","부산광역시 중구 복병산길*번길 *  (대청동*가,(*층))","","동아인쇄문화","20100125143715","I","2018-08-31 23:59:59.0","","385223.921404969","180148.729697778","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"58","출판사","04_17_01_P","3250000","CDFG1251002007000013","20071016","","03","폐업","03","폐업","20181113","","","","051-522-8288","","600013","부산광역시 중구 중앙동*가 **-*번지 (*층)","부산광역시 중구 대청로***번길 * (중앙동*가,(*층))","","굳앤굳디자인","20181113174936","U","2018-11-15 02:35:53.0","","385462.353620978","180150.421089874","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"59","출판사","04_17_01_P","3250000","CDFG1251002005000003","20050330","","03","폐업","03","폐업","20110622","","","","051-245-2337","","600074","부산광역시 중구 부평동*가 **-**번지 **통*반","부산광역시 중구 흑교로**번길 **-*  (부평동*가)","","참애드","20110622153953","I","2018-08-31 23:59:59.0","","384314.620499405","180041.142143186","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"60","출판사","04_17_01_P","3250000","CDFG1251002005000004","20050621","","03","폐업","03","폐업","20081230","","","","469-8275","","600811","부산광역시 중구 영주동 ***번지","부산광역시 중구 동광길 ***  (영주동)","","주식회사 신일인쇄","20081230153933","I","2018-08-31 23:59:59.0","","385667.205255199","181042.53496378","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"61","출판사","04_17_01_P","3250000","CDFG1251002007000003","20070213","","03","폐업","03","폐업","20120302","","","","051)465-8604","","600013","부산광역시 중구 중앙동*가 **-**번지 (*층)","부산광역시 중구 대청로***번길 **  (중앙동*가,(*층))","","한국CTP출력센터","20130403171642","I","2018-08-31 23:59:59.0","","385456.466347858","180193.051500722","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"62","출판사","04_17_01_P","3250000","CDFG1251002007000008","20070410","","03","폐업","03","폐업","20210426","","","","468-7311","","600091","부산광역시 중구 대청동*가 **-* (*층)","부산광역시 중구 복병산길*번길 *  (대청동*가,(*층))","","한길원색","20210426132251","U","2021-04-28 02:40:00.0","","385209.558656265","180148.500172365","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"63","출판사","04_17_01_P","3250000","CDFG1251002007000009","20070514","","03","폐업","03","폐업","20140204","","","","322-6188","","600092","부산광역시 중구 대청동*가 *-**번지","부산광역시 중구 복병산길*번길 * (대청동*가)","","대동기획","20141216200908","I","2018-08-31 23:59:59.0","","385161.760115422","180147.956339227","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"64","출판사","04_17_01_P","3250000","CDFG1251002009000007","20091009","","03","폐업","03","폐업","20140715","","","","070-7558-6771","","600025","부산광역시 중구 동광동*가 **-*번지 청암빌딩*층","부산광역시 중구 동광길 ** (동광동*가,청암빌딩*층)","","서광CTP","20140716164740","I","2018-08-31 23:59:59.0","","385418.337345975","180214.536969011","출판사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"65","출판사","04_17_01_P","3250000","CDFG1251002009000008","20091113","","03","폐업","03","폐업","20150108","","","","051-248-0027","","600022","부산광역시 중구 동광동*가 **-*번지 남궁빌딩*층","부산광역시 중구 광복로**번길 **-* (동광동*가,남궁빌딩*층)","","워커프랜","20150108104921","I","2018-08-31 23:59:59.0","","385462.903261729","179747.780053004","출판사","출판인쇄업","","","","970.5","4","1","근린생활시설","","","","","","","","","","","","","","","","","","","","","","",
