"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총종업원수","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"11","건강기능식품유통전문판매업","07_22_02_P","3260000","3260000-135-2022-00001","20220613","","01","영업/정상","01","영업","","","","","","","602836","부산광역시 서구 초장동 ***-**","부산광역시 서구 초장로**번길 **-**, *층 (초장동)","49251","피즈코퍼레이션","20220613092704","I","2022-06-16 00:22:30.0","건강기능식품유통전문판매업","384124.532089429","179032.978574177","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"12","건강기능식품유통전문판매업","07_22_02_P","3270000","3270000-135-2017-00001","20170831","","01","영업/정상","01","영업","","","","","051 714 0671","43.57","601719","부산광역시 동구 범일동 ***-** 썬오피스텔 ***호","부산광역시 동구 조방로 **, 썬오피스텔 *층 ***호 (범일동)","48738","(주)엑셀","20220127104001","U","2022-01-29 02:40:00.0","건강기능식품유통전문판매업","387727.932157079","184254.180458819","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"13","건강기능식품유통전문판매업","07_22_02_P","3270000","3270000-135-2021-00004","20211203","","01","영업/정상","01","영업","","","","","051 9934293","136.85","601837","부산광역시 동구 초량동 ****-* 한국부동산원","부산광역시 동구 중앙대로 ***, 한국부동산원 *층 (초량동)","48729","주식회사 디캔트","20220425140550","U","2022-04-27 02:40:00.0","건강기능식품유통전문판매업","386352.58873046","182494.067494111","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"14","건강기능식품유통전문판매업","07_22_02_P","3270000","3270000-135-2021-00003","20210702","","01","영업/정상","01","영업","","","","","","","601837","부산광역시 동구 초량동 ****-* 강남빌딩","부산광역시 동구 중앙대로 ***, 강남빌딩 *층 ***호 (초량동)","48731","데이지","20210702174300","I","2021-07-04 00:22:53.0","건강기능식품유통전문판매업","386177.958994368","182089.626704726","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"15","건강기능식품유통전문판매업","07_22_02_P","3270000","3270000-135-2021-00002","20210607","","01","영업/정상","01","영업","","","","","","24.20","601838","부산광역시 동구 초량동 ****-*","부산광역시 동구 중앙대로***번길 *-*, ***호 (초량동)","48732","주식회사 메이크보그","20210617120705","U","2021-06-19 02:40:00.0","건강기능식품유통전문판매업","386122.470439823","181811.773578086","건강기능식품유통전문판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"16","건강기능식품유통전문판매업","07_22_02_P","3270000","3270000-135-2020-00001","20201113","","01","영업/정상","01","영업","","","","","","","601838","부산광역시 동구 초량동 ****-*","부산광역시 동구 중앙대로***번길 *-*, ***호 (초량동)","48733","이디지씨글로벌주식회사","20201113163805","I","2020-11-15 00:23:30.0","건강기능식품유통전문판매업","386084.250830287","181613.908816635","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"17","건강기능식품유통전문판매업","07_22_02_P","3270000","3270000-135-2022-00002","20220701","","01","영업/정상","01","영업","","","","","051 667 1648","","601843","부산광역시 동구 범일동 ***-** ㈜복산나이스","부산광역시 동구 자성로***번길 **, ㈜복산나이스 *~*층 (범일동)","48748","(주)복산나이스","20220701175928","I","2022-07-03 00:22:29.0","건강기능식품유통전문판매업","388029.359872308","183733.580507976","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"18","건강기능식품유통전문판매업","07_22_02_P","3270000","3270000-135-2022-00001","20220622","","01","영업/정상","01","영업","","","","","","","601837","부산광역시 동구 초량동 ****-* 강남빌딩","부산광역시 동구 중앙대로 ***, 강남빌딩 *층 ***호 (초량동)","48731","제이앤문","20220627150620","U","2022-06-29 02:40:00.0","건강기능식품유통전문판매업","386177.958994368","182089.626704726","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"19","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2019-00001","20190304","","01","영업/정상","01","영업","","","","","","","614850","부산광역시 부산진구 부전동 ***-*번지 서면베르빌","부산광역시 부산진구 부전로 **, 서면베르빌 *층 ***호 (부전동)","47284","주식회사 네오네브","20190304162133","I","2019-03-06 02:21:41.0","건강기능식품유통전문판매업","387219.144332511","185793.454774444","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"20","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2019-00002","20190404","","01","영업/정상","01","영업","","","","","","","614743","부산광역시 부산진구 전포동 ***-*번지 신우빌딩*층 ****호","부산광역시 부산진구 동성로 ***, 신우빌딩 *층 ****호 (전포동)","47243","에너틱","20190529155818","U","2019-05-31 02:40:00.0","건강기능식품유통전문판매업","387927.951172724","186582.791097672","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"21","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2019-00004","20190927","","01","영업/정상","01","영업","","","","","","9.32","614820","부산광역시 부산진구 당감동 ***-* 당감새시장 ***호","부산광역시 부산진구 동평로**번길 **, *층 ***호 (당감동, 당감새시장)","47177","(주)엠에스명성바이오","20210323165650","U","2021-03-25 02:40:00.0","건강기능식품유통전문판매업","385387.142920265","186869.394415198","건강기능식품유통전문판매업","","","","","","","0","0","0","0","자가","","","N","0","","","",
"22","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2019-00005","20191119","","01","영업/정상","01","영업","","","","","","66.00","614810","부산광역시 부산진구 개금동 ***-*번지","부산광역시 부산진구 개금본동로 *-**, *층 (개금동)","47172","대성팜","20191119135852","I","2019-11-21 00:23:19.0","건강기능식품유통전문판매업","384460.555108568","186171.110844775","건강기능식품유통전문판매업","","","","","","","","","","","자가","","","N","0","","","",
"23","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2022-00003","20220311","","01","영업/정상","01","영업","","","","","","","614862","부산광역시 부산진구 전포동 ***-*","부산광역시 부산진구 중앙대로***번길 **-*, *층 (전포동)","47236","어바웃리더스","20220311133528","I","2022-03-13 00:22:53.0","건강기능식품유통전문판매업","388183.844998164","186946.823433453","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"24","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2020-00002","20200226","","01","영업/정상","01","영업","","","","","051 895 5919","14.33","614822","부산광역시 부산진구 당감동 ***-*번지 국제프라자아파트","부산광역시 부산진구 백양관문로 ***, *층  H호 (당감동, 국제프라자아파트)","47162","엘림피엔에프","20200312182744","U","2020-03-14 02:40:00.0","건강기능식품유통전문판매업","384631.776397801","187213.529545735","건강기능식품유통전문판매업","","","","","","","0","0","0","0","자가","","","N","0","","","",
"25","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2020-00001","20200210","","01","영업/정상","01","영업","","","","","","","614776","부산광역시 부산진구 부전동 ***-* 아이온시티빌딩","부산광역시 부산진구 서면로 **, 아이온시티빌딩 **층 ****호 (부전동)","47286","에스엠퓨처인터내셔널","20210930104523","U","2021-10-02 02:40:00.0","건강기능식품유통전문판매업","387469.584540928","186168.671007785","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"26","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2019-00006","20190509","","01","영업/정상","01","영업","","","","","15223893","16.50","614847","부산광역시 부산진구 부전동 ***-**번지","부산광역시 부산진구 가야대로 ***, 롯데백화점 부산본점 *층 (부전동)","47285","(주)건강한 형제들","20200113165819","I","2020-01-15 00:23:25.0","건강기능식품유통전문판매업","387271.299492377","186099.137533193","건강기능식품유통전문판매업","","","","","","","","","","","자가","","","N","16.5","","","",
"27","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2022-00002","20220113","","01","영업/정상","01","영업","","","","","","","614833","부산광역시 부산진구 범천동 ****-***","부산광역시 부산진구 신암로 *, *층 **호 (범천동)","47369","도담상회","20220113132620","I","2022-01-15 00:22:41.0","건강기능식품유통전문판매업","387274.123524645","184575.633639399","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"28","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2022-00001","20220111","","01","영업/정상","01","영업","","","","","051 327 8800","","614110","부산광역시 부산진구 개금동 ***","부산광역시 부산진구 복지로 **-*, *층 (개금동)","47321","대성메디칼","20220111145838","I","2022-01-13 00:22:41.0","건강기능식품유통전문판매업","384022.075268463","185239.545973315","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"29","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2020-00003","20200420","","01","영업/정상","01","영업","","","","","","","614845","부산광역시 부산진구 부전동 ***-**번지","부산광역시 부산진구 중앙대로 ***-*, *층 (부전동)","47291","앰버","20200508150925","U","2020-05-10 02:40:00.0","건강기능식품유통전문판매업","387606.514490019","186164.238317619","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","5.27","","","",
"30","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2021-00007","20211020","","01","영업/정상","01","영업","","","","","051 808 4321","","614865","부산광역시 부산진구 전포동 ***-* 전포상가","부산광역시 부산진구 전포대로***번길 **, 전포상가 다*동 ***호 (전포동)","47247","씨엘씨","20211020105452","I","2021-10-22 00:22:46.0","건강기능식품유통전문판매업","387929.302547561","186395.044177632","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"31","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2021-00009","20211122","","01","영업/정상","01","영업","","","","","","110.35","614815","부산광역시 부산진구 개금동 ***-**","부산광역시 부산진구 엄광로**번길 **, *층 (개금동)","47388","유니크","20211122151503","I","2021-11-24 00:22:44.0","건강기능식품유통전문판매업","384154.637848644","184911.410770426","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","6.5","","","",
"32","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2021-00006","20211008","","01","영업/정상","01","영업","","","","","","99.17","614844","부산광역시 부산진구 부전동 ***","부산광역시 부산진구 중앙대로***번길 **, *층 (부전동)","47245","어바웃리더스","20220614103432","U","2022-06-16 02:40:00.0","건강기능식품유통전문판매업","387736.151040548","186418.027301075","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","5","","","",
"33","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2018-00003","20180110","","01","영업/정상","01","영업","","","","","051 817 0123","25.83","614876","부산광역시 부산진구 부전동 ***-**","부산광역시 부산진구 부전로 ***-* (부전동)","47257","(주)헬시파머","20211102150911","I","2021-11-04 00:22:45.0","건강기능식품유통전문판매업","387170.66199816","186381.131910033","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"34","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2021-00008","20211104","","01","영업/정상","01","영업","","","","","","","614820","부산광역시 부산진구 당감동 ***-* 무궁화아파트","부산광역시 부산진구 당감로**번길 **, ***동 ***호 (당감동, 무궁화아파트)","47178","주식회사 명담","20211104113403","I","2021-11-06 00:22:45.0","건강기능식품유통전문판매업","385323.726674055","186705.375143922","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"35","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2019-00007","20190828","","01","영업/정상","01","영업","","","","","15882838","","614828","부산광역시 부산진구 범천동 ***-* 국제저축은행","부산광역시 부산진구 중앙대로 ***, 국제저축은행 *층 (범천동)","47354","주식회사영롱(YoungLong Corp.)","20220413104635","U","2022-04-15 02:40:00.0","건강기능식품유통전문판매업","387658.020080791","185065.02506996","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"36","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2021-00003","20210729","","01","영업/정상","01","영업","","","","","","","614876","부산광역시 부산진구 부전동 ***-*","부산광역시 부산진구 부전로 **, *층 (부전동)","47257","케이디컴바인(KD combine)","20210729174038","I","2021-07-31 00:22:51.0","건강기능식품유통전문판매업","387165.974916817","186256.697287314","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"37","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2021-00004","20210818","","01","영업/정상","01","영업","","","","","","","614853","부산광역시 부산진구 양정동 ***-** 영진제우스","부산광역시 부산진구 중앙대로 ***, 영진제우스 **층 ****호 (양정동)","47229","주식회사 더미쁘","20210906152246","U","2021-09-08 02:40:00.0","건강기능식품유통전문판매업","388485.246432899","187658.396387017","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"38","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2020-00004","20201015","","01","영업/정상","01","영업","","","","","051 637 8720","","614853","부산광역시 부산진구 양정동 ***-** 영진제우스","부산광역시 부산진구 중앙대로 ***, 양정타임스퀘어 **층 ****호 (양정동)","47229","주식회사미쁘","20201015114825","I","2020-10-17 00:23:10.0","건강기능식품유통전문판매업","388485.246432899","187658.396387017","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"39","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2021-00002","20210413","","01","영업/정상","01","영업","","","","","","33.00","614825","부산광역시 부산진구 범전동 ***-*","부산광역시 부산진구 새싹로 **, *층 (범전동)","47205","이레무역(헬스윈)","20210413170137","I","2021-04-15 00:22:57.0","건강기능식품유통전문판매업","387209.987826686","186766.64874818","건강기능식품유통전문판매업","","","","","","","","","","","자가","","","N","33","","","",
"40","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2017-00002","20170329","","01","영업/정상","01","영업","","","","","051 8085896","","614843","부산광역시 부산진구 부전동 ***-**번지","부산광역시 부산진구 중앙대로 ***-*, *층 (부전동)","47251","미래마취통증의원","20170329152801","I","2018-08-31 23:59:59.0","건강기능식품유통전문판매업","387706.453886073","186521.083270357","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"41","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2017-00003","20170427","","01","영업/정상","01","영업","","","","","051 4419510","","614836","부산광역시 부산진구 부암동 ***-*번지","부산광역시 부산진구 시민공원로**번길 *, *층 (부암동)","47193","주식회사끄레몽에프엔비","20170427143810","I","2018-08-31 23:59:59.0","건강기능식품유통전문판매업","386868.038572618","186706.348521054","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"42","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2017-00004","20170612","","01","영업/정상","01","영업","","","","","051 8981278","","614813","부산광역시 부산진구 개금동 ***-*번지","부산광역시 부산진구 가야공원로**번길 **, *층 (개금동)","47327","새생명힐링센터","20170612114940","I","2018-08-31 23:59:59.0","건강기능식품유통전문판매업","384446.171036305","185517.63789838","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"43","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2017-00005","20170627","","01","영업/정상","01","영업","","","","","051 8532155","","614865","부산광역시 부산진구 전포동 ***-**번지","부산광역시 부산진구 동성로 ***, ***호 (전포동)","47243","엘씨소비자협동조합","20170627141642","I","2018-08-31 23:59:59.0","건강기능식품유통전문판매업","387986.435139283","186565.130567942","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"44","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2011-00005","20110927","","01","영업/정상","01","영업","","","","","051 804 6274","","614873","부산광역시 부산진구 초읍동 ***-**번지 (*층)","부산광역시 부산진구 성지로 **-* (초읍동,(*층))","47126","(주)페드팜","20110927150244","I","2018-08-31 23:59:59.0","건강기능식품유통전문판매업","387016.614458789","188406.028717905","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"45","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2014-00002","20140102","","01","영업/정상","01","영업","","","","","070 76397492","32.98","614853","부산광역시 부산진구 양정동 ***-**번지","부산광역시 부산진구 양지로**번길 **, *층 (양정동)","47229","인사랑","20151019162509","I","2018-08-31 23:59:59.0","건강기능식품유통전문판매업","388478.125695968","187469.293994983","건강기능식품유통전문판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"46","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2015-00001","20151215","","01","영업/정상","01","영업","","","","","","248.96","614836","부산광역시 부산진구 부암동 ***-*번지","부산광역시 부산진구 가야대로 *** (부암동)","47195","(주)비지엔케어","20190225103916","U","2019-02-27 02:40:00.0","건강기능식품유통전문판매업","386849.181160346","186232.190998168","건강기능식품유통전문판매업","","","","","","","","","","","임대","","","N","0","","","",
"47","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2016-00001","20160204","","01","영업/정상","01","영업","","","","","051 2469442","","614851","부산광역시 부산진구 양정동 **-*번지","부산광역시 부산진구 양연로 **, ***호 (양정동, 낙원오피스텔)","47218","디에이치팜","20160204161832","I","2018-08-31 23:59:59.0","건강기능식품유통전문판매업","389323.253632336","188127.473898452","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"48","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2017-00006","20170915","","01","영업/정상","01","영업","","","","","","","614853","부산광역시 부산진구 양정동 ***-**번지","부산광역시 부산진구 진남로 ***, 지하*층 (양정동)","47229","사방골","20170915142536","I","2018-08-31 23:59:59.0","건강기능식품유통전문판매업","388596.036046065","187513.846474506","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"49","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2017-00007","20171130","","01","영업/정상","01","영업","","","","","07078824118","","614847","부산광역시 부산진구 부전동 ***-**번지","부산광역시 부산진구 가야대로 ***, **층 (부전동)","47285","누네빛아이케어","20171130160052","I","2018-08-31 23:59:59.0","건강기능식품유통전문판매업","387271.299492377","186099.137533193","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"50","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2018-00001","20180628","","01","영업/정상","01","영업","","","","","18335260","","614848","부산광역시 부산진구 부전동 ***-*번지 서면호텔 복합시설 *층","부산광역시 부산진구 중앙대로 ***, 서면호텔 복합시설 *층 (부전동)","47251","(주)닥터세오","20180629090840","I","2018-08-31 23:59:59.0","건강기능식품유통전문판매업","387795.767511117","186686.460990568","건강기능식품유통전문판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"51","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2004-00005","20041019","","01","영업/정상","01","영업","","","","","051 8111338","","614744","부산광역시 부산진구 전포동 ***-*번지 한신밴 오피스텔 ***호","부산광역시 부산진구 동천로 *** (전포동,한신밴 오피스텔 ***호)","47247","일진내추럴","20041019000000","I","2018-08-31 23:59:59.0","건강기능식품유통전문판매업","387869.134317928","186381.28184674","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"52","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2018-00002","20181130","","01","영업/정상","01","영업","","","","","07087898828","","614853","부산광역시 부산진구 양정동 ***-*","부산광역시 부산진구 거제대로**번가길 **, *층 (양정동)","47212","(주)아이테크","20210415135314","U","2021-04-17 02:40:00.0","건강기능식품유통전문판매업","388372.241194711","187962.231515063","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"53","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2021-00001","20210107","","01","영업/정상","01","영업","","","","","051 631 6263","","614829","부산광역시 부산진구 범천동 ***-**","부산광역시 부산진구 중앙대로 ***, *층 (범천동)","47352","금산홍삼조합","20210107141947","I","2021-01-09 00:23:05.0","건강기능식품유통전문판매업","387465.868715149","184858.454186733","건강기능식품유통전문판매업","","","","","","","","","","","","","","N","0","","","",
"54","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2022-00004","20220609","","01","영업/정상","01","영업","","","","","","","614853","부산광역시 부산진구 양정동 ***-** 영진제우스","부산광역시 부산진구 중앙대로 ***, 영진제우스 **층 ****-*호 (양정동)","47229","주식회사 미쁘캐나비스바이오","20220609131950","I","2022-06-11 00:22:30.0","건강기능식품유통전문판매업","388485.246432899","187658.396387017","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"55","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2022-00005","20220615","","01","영업/정상","01","영업","","","","","","","614842","부산광역시 부산진구 부전동 ***-** 경동파크타워","부산광역시 부산진구 새싹로 **, ****호 (부전동, 경동파크타워)","47253","코바이","20220615171208","I","2022-06-17 00:22:30.0","건강기능식품유통전문판매업","387381.306373128","186540.205085093","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"56","건강기능식품유통전문판매업","07_22_02_P","3290000","3290000-135-2022-00006","20220627","","01","영업/정상","01","영업","","","","","","","614744","부산광역시 부산진구 전포동 ***-* 한신밴","부산광역시 부산진구 동천로 ***, 한신밴 ****호 (전포동)","47247","모어블랙","20220627141842","I","2022-06-29 00:22:30.0","건강기능식품유통전문판매업","387869.134317928","186381.28184674","건강기능식품유통전문판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"57","건강기능식품유통전문판매업","07_22_02_P","3300000","3300000-135-2010-00002","20100625","","01","영업/정상","01","영업","","","","","","","607817","부산광역시 동래구 사직동 ***-*번지 *층","부산광역시 동래구 아시아드대로 ***, *층 (사직동)","47876","(주)그린바이오","20191210103624","U","2019-12-12 02:40:00.0","건강기능식품유통전문판매업","388111.520259116","190296.095395205","건강기능식품유통전문판매업","","","","","","","0","0","0","0","","","","N","0","","","",
