"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"11","체력단련장업","10_42_01_P","3250000","CDFH3301061989000002","19890414","","03","폐업","03","폐업","20100531","","","","051-468-2333","","600025","부산광역시 중구 동광동5가 27-11번지","부산광역시 중구 샘길 54  (동광동5가)","","뉴부산 체육관","20100531111720","I","2018-08-31 23:59:59.0","","385442.886296949","180488.658255161","체력단련장업","사립","","","","165","","","",
"12","체력단련장업","10_42_01_P","3250000","CDFH3301061990000001","19900117","","03","폐업","03","폐업","20030418","","","","051-245-1177","","600807","부산광역시 중구 부평동2가 33-3번지","부산광역시 중구 광복로6번길 3-1  (부평동2가)","","호수헬스클럽","20040518132839","I","2018-08-31 23:59:59.0","","384654.691485084","179666.43863817","체력단련장업","사립","0","","","85.5","","","",
"13","체력단련장업","10_42_01_P","3250000","CDFH3301062010000002","20100826","","03","폐업","03","폐업","20210208","","","","678-4150","","","부산광역시 중구 중앙동7가 20-1 롯데백화점 신관 7층","부산광역시 중구 중앙대로 2 (중앙동7가, 롯데백화점광복점)","48944","아시아드스포츠(주)","20210208105115","U","2021-02-10 02:40:00.0","","385590.814676765","179553.867031936","체력단련장업","사립","","2","","","","","",
"14","체력단련장업","10_42_01_P","3250000","CDFH3301062014000001","20140313","","03","폐업","03","폐업","20151130","","","","051-247-0027","","600091","부산광역시 중구 대청동1가 34-1번지","부산광역시 중구 대청로 109 (대청동1가)","48932","현헬스","20151201085948","I","2018-08-31 23:59:59.0","","385208.257553644","180108.034984261","체력단련장업","사립","","2","","459.47","","","",
"15","체력단련장업","10_42_01_P","3250000","CDFH3301062014000004","20140826","","03","폐업","03","폐업","20190306","","","","244-1020","","600092","부산광역시 중구 대청동2가 25-2번지","부산광역시 중구 광복중앙로 34 (대청동2가)","48949","HS Crossfit","20190306114258","U","2019-03-08 02:40:00.0","","385127.995080685","180033.573037961","체력단련장업","사립","","","","3307.95","","","",
"16","체력단련장업","10_42_01_P","3250000","CDFH3301061997000001","19970310","","03","폐업","03","폐업","20080627","","","","051-255-9805","","600046","부산광역시 중구 남포동6가 3번지","부산광역시 중구 자갈치로 33  (남포동6가)","","신천지 헬스클럽","20080627171007","I","2018-08-31 23:59:59.0","","384836.914455912","179432.734579543","체력단련장업","사립","0","","","128","","","",
"17","체력단련장업","10_42_01_P","3250000","CDFH3301062005000002","20051020","","03","폐업","03","폐업","20080303","","","","247-2425","","600060","부산광역시 중구 신창동2가 21-2번지","부산광역시 중구 광복로43번길 12  (신창동2가)","","녹수탕 헬스장","20080303104031","I","2018-08-31 23:59:59.0","","385015.384999651","179808.355520845","체력단련장업","사립","0","","","","","","",
"18","체력단련장업","10_42_01_P","3250000","CDFH3301062007000001","20070412","","03","폐업","03","폐업","20090812","","","","255-5273","","600060","부산광역시 중구 신창동1가 5-1번지","부산광역시 중구 광복중앙로 25  (신창동1가)","","유나 헬스장","20090812152221","I","2018-08-31 23:59:59.0","","385086.342921812","179937.83428829","체력단련장업","사립","","","","","","","",
"19","체력단련장업","10_42_01_P","3250000","CDFH3301062019000001","20190108","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 대청동2가 25-2","부산광역시 중구 광복중앙로 34, 4층 (대청동2가)","48949","더 미라클 짐","20201020151827","U","2020-10-22 02:40:00.0","","385127.995080685","180033.573037961","체력단련장업","사립","","1","","","","","",
"20","체력단련장업","10_42_01_P","3250000","CDFH3301062019000002","20190422","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 대청동2가 25-2","부산광역시 중구 광복중앙로 34 (대청동2가)","48949","CrossFit ASLAN","20201020151919","U","2020-10-22 02:40:00.0","","385127.995080685","180033.573037961","체력단련장업","사립","","","","","","","",
"21","체력단련장업","10_42_01_P","3250000","CDFH3301062019000003","20190617","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 부평동4가 52-3 14층","부산광역시 중구 보수대로 82, 14층 (부평동4가)","48973","PIT365","20210115101546","U","2021-01-17 02:40:00.0","","384249.201710589","180080.172971726","체력단련장업","사립","","","","","","","",
"22","체력단련장업","10_42_01_P","3250000","CDFH3301062014000005","20141124","","01","영업/정상","13","영업중","","","","","","","600051","부산광역시 중구 창선동1가 12-1번지","부산광역시 중구 광복로39번길 6 (창선동1가)","600051","헬스보이짐","20191218123209","U","2019-12-20 02:40:00.0","","384993.660072758","179733.755298836","체력단련장업","사립","","2","","16057","","","",
"23","체력단련장업","10_42_01_P","3250000","CDFH3301062019000004","20191212","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 부평동2가 58-2","부산광역시 중구 흑교로 6, 메리트타워 5층 (부평동2가)","48979","TEAM J GYM","20201020152227","U","2020-10-22 02:40:00.0","","384599.156761224","179746.243173324","체력단련장업","사립","","","","","","","",
"24","체력단련장업","10_42_01_P","3250000","CDFH3301062019000005","20191212","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 남포동2가 36-7","부산광역시 중구 구덕로 30-1, 봉성빌딩 6층 (남포동2가)","48954","메디핏","20201020152414","U","2020-10-22 02:40:00.0","","385264.539023624","179559.218819161","체력단련장업","사립","","","","","","","",
"25","체력단련장업","10_42_01_P","3250000","CDFH3301062022000001","20220225","","01","영업/정상","13","영업중","","","","","0512456246","","","부산광역시 중구 광복동2가 6-5 에이비씨마트코리아","부산광역시 중구 광복중앙로 2, 에이비씨마트코리아 4층 (광복동2가)","48952","오팀 퍼스널트레이닝센터","20220225152636","I","2022-02-27 00:22:37.0","","385164.412107708","179712.975035609","체력단련장업","사립","","2","0","2232.65","0","","",
"26","체력단련장업","10_42_01_P","3250000","CDFH3301062020000001","20200309","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동4가 89번지","부산광역시 중구 중앙대로 96, 흥우빌딩 B1층 (중앙동4가)","48939","스타짐","20200310105358","I","2020-03-12 00:23:23.0","","385614.928477875","180471.183034331","체력단련장업","사립","","1","","9467.97","","","",
"27","체력단련장업","10_42_01_P","3250000","CDFH3301062000000003","20000131","","01","영업/정상","13","영업중","","","","","051-465-6700","","","부산광역시 중구 영주동 23-3","부산광역시 중구 대영로 235 (영주동)","48911","바디업 헬스","20201020153422","U","2020-10-22 02:40:00.0","","385585.321891141","181149.765235809","체력단련장업","사립","","","","4633.05","","","",
"28","체력단련장업","10_42_01_P","3250000","CDFH3301062004000002","20040818","","01","영업/정상","13","영업중","","","","","","","600016","부산광역시 중구 중앙동6가 75-3번지 2층","부산광역시 중구 중앙대로20번길 3, 2층 (중앙동6가)","48942","A 토탈 피트니스","20190808135425","U","2019-08-10 02:40:00.0","","385672.193658456","179732.843911396","체력단련장업","사립","","","","2610.33","","","",
"29","체력단련장업","10_42_01_P","3250000","CDFH3301062008000001","20080128","","01","영업/정상","13","영업중","","","","","051-462-0041","","","부산광역시 중구 영주동 526-49번지","부산광역시 중구 동영로 46 (영주동, 두원베스피아)","48913","두원휘트니스","20171218091502","I","2018-08-31 23:59:59.0","","385316.674026245","180977.867377644","체력단련장업","사립","","","","1192.12","","","",
"30","체력단련장업","10_42_01_P","3250000","CDFH3301062010000001","20100107","","01","영업/정상","13","영업중","","","","","465-0700","","","부산광역시 중구 대청동2가 7-1번지 4층","부산광역시 중구 대청로 107 (대청동2가)","48933","에스에스스포츠","20161213133721","I","2018-08-31 23:59:59.0","","385176.391700712","180113.825158361","체력단련장업","사립","","2","","","","","",
"31","체력단련장업","10_42_01_P","3250000","CDFH3301062010000003","20101029","","01","영업/정상","13","영업중","","","","","051-241-8001","","","부산광역시 중구 부평동2가 2 월드밸리8층","부산광역시 중구 대청로 60, 8층 (부평동2가, 월드밸리)","48977","임펄스 짐(IMPULSE GYM)","20201020152949","U","2020-10-22 02:40:00.0","","384691.305122868","180070.025389847","체력단련장업","사립","","","","","","","",
"32","체력단련장업","10_42_01_P","3250000","CDFH3301062011000001","20110531","","01","영업/정상","13","영업중","","","","","051-244-3397","","","부산광역시 중구 부평동4가 28-3 3층","부산광역시 중구 흑교로21번길 21 (부평동4가)","48974","부천헬스","20201020153339","U","2020-10-22 02:40:00.0","","384380.762745833","179907.143964003","체력단련장업","사립","","1","","","","","",
"33","체력단련장업","10_42_01_P","3250000","CDFH3301062013000001","20130612","","01","영업/정상","13","영업중","","","","","","","600806","부산광역시 중구 부평동2가 56-4번지","부산광역시 중구 부평1길 7, 지하1층 (부평동2가)","48979","CrossFit Xcorp","20150715133310","I","2018-08-31 23:59:59.0","","384621.621460743","179733.378003716","체력단련장업","사립","","1","","1537","","","",
"34","체력단련장업","10_42_01_P","3250000","CDFH3301062014000002","20140711","","01","영업/정상","13","영업중","","","","","","","600021","부산광역시 중구 동광동1가 13-1","부산광역시 중구 해관로 3 (동광동1가)","48955","썸바디","20201020153150","U","2020-10-22 02:40:00.0","","385545.088737415","179683.900971893","체력단련장업","사립","","1","","1452.88","","","",
"35","체력단련장업","10_42_01_P","3250000","CDFH3301062014000003","20140730","","01","영업/정상","13","영업중","","","","","256-5964","","","부산광역시 중구 대청동2가 34-1","부산광역시 중구 광복중앙로 28-1, 수영빌딩 3층 (대청동2가)","48949","JB퍼스널트레이닝스튜디오","20201020152801","U","2020-10-22 02:40:00.0","","385126.03216158","179976.116994375","체력단련장업","사립","","1","","3307.95","","","",
"36","체력단련장업","10_42_01_P","3250000","CDFH3301062015000001","20150119","","01","영업/정상","13","영업중","","","","","","","600033","부산광역시 중구 광복동3가 4-3번지","부산광역시 중구 광복중앙로 14-2 (광복동3가)","48949","바디스토리","20171218092256","I","2018-08-31 23:59:59.0","","385138.203940205","179836.657690549","체력단련장업","사립","","1","","620.34","","","",
"37","체력단련장업","10_42_01_P","3250000","CDFH3301062015000002","20151103","","01","영업/정상","13","영업중","","","","","241-7676","","","부산광역시 중구 부평동3가 62-13","부산광역시 중구 흑교로17번길 7-1 (부평동3가)","48975","해림사우나","20201207144624","U","2020-12-09 02:40:00.0","","384506.317967696","179855.018384751","체력단련장업","사립","","1","","1814.68","","","",
"38","체력단련장업","10_42_01_P","3250000","CDFH3301061991000001","19910724","","01","영업/정상","13","영업중","","","","","051-243-2100","","","부산광역시 중구 부평동3가 20-3 3층","부산광역시 중구 흑교로 29 (부평동3가)","48976","금강헬스클럽","20200914132732","U","2020-09-16 02:40:00.0","","384565.895391479","179991.681715564","체력단련장업","사립","","","","134.6","","","",
"39","체력단련장업","10_42_01_P","3250000","CDFH3301062005000001","20050406","","01","영업/정상","13","영업중","","","","","253-3585","","","부산광역시 중구 보수동1가 144-4번지","부산광역시 중구 대청로 71 (보수동1가)","48967","굿모닝 휘트니스","20171218090544","I","2018-08-31 23:59:59.0","","384805.684033619","180124.151745194","체력단련장업","사립","","","","2395.82","","","",
"40","체력단련장업","10_42_01_P","3250000","CDFH3301062005000003","20051129","","01","영업/정상","13","영업중","","","","","051-246-2961","","","부산광역시 중구 부평동2가 16번지 동백빌딩 4층","부산광역시 중구 부평1길 48 (부평동2가)","48977","부평헬스장","20171218090652","I","2018-08-31 23:59:59.0","","384663.000969259","179927.870276144","체력단련장업","사립","","","","2887.34","","","",
"41","체력단련장업","10_42_01_P","3250000","CDFH3301062006000001","20060327","","01","영업/정상","13","영업중","","","","","441-0331","","600714","부산광역시 중구 중앙동6가 69-1","부산광역시 중구 중앙대로 26, 12층 (중앙동6가)","48942","(주)아이엠토탈피트니스","20201020153300","U","2020-10-22 02:40:00.0","","385666.280865059","179774.158396281","체력단련장업","사립","","","","","","","",
"42","체력단련장업","10_42_01_P","3250000","CDFH3301062007000002","20070719","","01","영업/정상","13","영업중","","","","","051-241-7693","","600046","부산광역시 중구 남포동6가 29","부산광역시 중구 자갈치로 21, 4층 (남포동6가, 지승프라자)","48982","자갈치헬스클럽","20220517134741","U","2022-05-19 02:40:00.0","","384732.084409812","179391.528210828","체력단련장업","사립","","1","0","2355.2","0","","",
"43","체력단련장업","10_42_01_P","3250000","CDFH3301062017000001","20170324","","01","영업/정상","13","영업중","","","","","051-244-8686","","","부산광역시 중구 신창동3가 13-1번지","부산광역시 중구 광복로35번길 18, 3,4층 (신창동3가)","48946","한창엽 휘트니스","20171218093037","I","2018-08-31 23:59:59.0","","384938.43707013","179859.140991748","체력단련장업","사립","","2","","1155.7","","","",
"44","체력단련장업","10_42_01_P","3250000","CDFH3301062017000002","20170418","","01","영업/정상","13","영업중","","","","","051-715-4567","","","부산광역시 중구 남포동6가 85번지","부산광역시 중구 비프광장로 20, 6층 (남포동6가)","48981","비해피 휘트니스","20191125103805","U","2019-11-27 02:40:00.0","","384819.053111578","179587.403632584","체력단련장업","사립","","2","","","","","",
"45","체력단련장업","10_42_01_P","3250000","CDFH3301062021000001","20210601","","01","영업/정상","13","영업중","","","","","051-466-9260","","","부산광역시 중구 대청동1가 34-1","부산광역시 중구 대청로 109, 3층 (대청동1가)","48932","메이저피트니스","20210601144830","I","2021-06-03 00:23:05.0","","385208.257553644","180108.034984261","체력단련장업","사립","","","","","","","",
"46","체력단련장업","10_42_01_P","3250000","CDFH3301062000000005","20000107","","04","취소/말소/만료/정지/중지","35","직권말소","20130408","","","","051-245-9688","","600807","부산광역시 중구 부평동2가 45-1번지","부산광역시 중구 보수대로 16-1  (부평동2가)","","그랜드헬스&휘트니스","20130408093957","I","2018-08-31 23:59:59.0","","384617.131962048","179590.603167846","체력단련장업","사립","","","","","","","",
"47","체력단련장업","10_42_01_P","3250000","CDFH3301062009000001","20090223","","04","취소/말소/만료/정지/중지","35","직권말소","20140408","","","","242-0560","","600046","부산광역시 중구 남포동6가 85번지","부산광역시 중구 비프광장로 20 (남포동6가)","","파라마운트","20140428111713","I","2018-08-31 23:59:59.0","","384819.053111578","179587.403632584","체력단련장업","사립","","2","","17605.91","100","","",
"48","체력단련장업","10_42_01_P","3250000","CDFH3301061989000001","19891213","","04","취소/말소/만료/정지/중지","35","직권말소","20130408","","","","051-462-9394","","600100","부산광역시 중구 대창동2가 36-4번지","부산광역시 중구 중앙대로 135  (대창동2가)","","영 보디빌딩","20130408093527","I","2018-08-31 23:59:59.0","","385642.339442136","180851.550744676","체력단련장업","사립","","","","112.2","","","",
"49","체력단련장업","10_42_01_P","3260000","CDFH3301062005000002","20050331","","03","폐업","03","폐업","20060926","","","","","","602803","부산광역시 서구 남부민동 523-53번지","부산광역시 서구 충무대로 134  (남부민동)","","송도해수랜드헬스","20061012175717","I","2018-08-31 23:59:59.0","","384659.337991748","177808.202125354","체력단련장업","사립","0","","","","","","",
"50","체력단련장업","10_42_01_P","3260000","CDFH3301061997000001","19970317","","03","폐업","03","폐업","19991231","","","","051-254-1311","","602011","부산광역시 서구 충무동1가 10-7번지","","","광명헬스","20060106175352","I","2018-08-31 23:59:59.0","","","","체력단련장업","사립","0","","","99.28","","","",
"51","체력단련장업","10_42_01_P","3260000","CDFH3301061998000001","19981207","","03","폐업","03","폐업","20120515","","","","051-248-4848","","602812","부산광역시 서구 동대신동3가 13-70번지","부산광역시 서구 보수대로 260 (동대신동3가)","602812","동남헬스","20120515161333","I","2018-08-31 23:59:59.0","","383803.464806024","181668.517025623","체력단련장업","사립","","","","81.93","","","",
"52","체력단련장업","10_42_01_P","3260000","CDFH3301061999000001","19991207","","03","폐업","03","폐업","20110429","","","","051-256-2610","","602808","부산광역시 서구 동대신동1가 163-2번지","부산광역시 서구 대영로74번길 17  (동대신동1가)","","구덕신협헬스","20110429144926","I","2018-08-31 23:59:59.0","","384073.522176429","180832.257919732","체력단련장업","사립","0","","","227","","","",
"53","체력단련장업","10_42_01_P","3260000","CDFH3301062000000002","20000804","","03","폐업","03","폐업","20020731","","","","051-253-8681","","602813","부산광역시 서구 동대신동3가 505-2번지","부산광역시 서구 구덕로328번길 8  (동대신동3가)","","승철헬스","20060106175706","I","2018-08-31 23:59:59.0","","383780.977961473","181183.00102704","체력단련장업","사립","0","","","165.12","","","",
"54","체력단련장업","10_42_01_P","3260000","CDFH3301061990000001","19901229","","03","폐업","03","폐업","20060926","","","","051-253-5779","","602820","부산광역시 서구 서대신동2가 420-2번지","부산광역시 서구 고운들로 181  (서대신동2가)","","남일헬스","20061012175518","I","2018-08-31 23:59:59.0","","383388.894128445","180777.067162504","체력단련장업","사립","0","","","166.6","","","",
"55","체력단련장업","10_42_01_P","3260000","CDFH3301062002000001","20021119","","03","폐업","03","폐업","20180928","","","","051-245-3305","","602054","부산광역시 서구 토성동4가 2-9번지","부산광역시 서구 구덕로 119 (토성동4가)","49253","신화헬스","20181001090256","U","2018-10-03 02:36:44.0","","384391.705182732","179352.379384165","체력단련장업","사립","","","","116.92","","","",
"56","체력단련장업","10_42_01_P","3260000","CDFH3301062002000003","20020501","","03","폐업","03","폐업","20040430","","","","051-241-0169","","602811","부산광역시 서구 동대신동2가 422-2번지","부산광역시 서구 구덕로296번길 20  (동대신동2가)","","드림헬스","20060106120226","I","2018-08-31 23:59:59.0","","383980.132675195","180931.851997766","체력단련장업","사립","0","","","129.96","","","",
"57","체력단련장업","10_42_01_P","3260000","CDFH3301062002000004","20020514","","03","폐업","03","폐업","20180124","","","","051-242-2022","","602809","부산광역시 서구 동대신동2가 58번지","부산광역시 서구 보수대로 198-1 (동대신동2가)","49215","사이언스헬스","20180124140742","I","2018-08-31 23:59:59.0","","384192.577236365","181205.001341652","체력단련장업","사립","","","","125","","","",
"58","체력단련장업","10_42_01_P","3260000","CDFH3301062004000002","20040326","","03","폐업","03","폐업","20200330","","","","051-242-8610","","602819","부산광역시 서구 서대신동2가 96번지","부산광역시 서구 구덕로 299 (서대신동2가)","49234","딸라소휘트니스","20200420161143","U","2020-04-22 02:40:00.0","","383844.48567593","180923.43639407","체력단련장업","사립","","","","429","","","",
"59","체력단련장업","10_42_01_P","3260000","CDFH3301062004000003","20040625","","03","폐업","03","폐업","20130419","","","","051-326-1670","","602805","부산광역시 서구 남부민동 456-6번지","부산광역시 서구 천마로 87 (남부민동)","602805","파워짐헬스","20130419153443","I","2018-08-31 23:59:59.0","","384200.418246838","178028.415865855","체력단련장업","사립","","","","","","","",
"60","체력단련장업","10_42_01_P","3260000","CDFH3301062005000001","20050319","","03","폐업","03","폐업","20070913","","","","248-6637","","602800","부산광역시 서구 남부민동 23-69번지","부산광역시 서구 천마로193번길 6  (남부민동)","","대명탕헬스","20070913142350","I","2018-08-31 23:59:59.0","","384268.481717089","178949.436764429","체력단련장업","사립","0","","","","","","",
"61","체력단련장업","10_42_01_P","3260000","CDFH3301062006000001","20061220","","03","폐업","03","폐업","20121205","","","","255-8454","","602826","부산광역시 서구 서대신동3가 389-9번지","부산광역시 서구 구덕로321번길 14 (서대신동3가)","602826","만복헬스","20121205142119","I","2018-08-31 23:59:59.0","","383711.66753811","181112.502492022","체력단련장업","사립","","","","","","","",
"62","체력단련장업","10_42_01_P","3260000","CDFH3301062008000002","20081222","","03","폐업","03","폐업","20160407","","","","231-5235","","602831","부산광역시 서구 암남동 354-1번지 기산비치타운 402호","부산광역시 서구 충무대로 8 (암남동)","49269","송도해모수헬스","20160407152520","I","2018-08-31 23:59:59.0","","383870.474584095","177147.052622728","체력단련장업","사립","","","","","","","",
"63","체력단련장업","10_42_01_P","3260000","CDFH3301062015000002","20150603","","03","폐업","03","폐업","20191223","","","","051)244-1003","","602091","부산광역시 서구 서대신동1가 54번지","부산광역시 서구 대영로 54 (서대신동1가)","49235","룩짐","20191223175733","U","2019-12-25 02:40:00.0","","383854.294885923","180813.700517602","체력단련장업","사립","","1","302","","","","",
"64","체력단련장업","10_42_01_P","3260000","CDFH3301062019000001","20190122","","01","영업/정상","13","영업중","","","","","051-241-1515","","","부산광역시 서구 부민동1가 16-8 명보빌딩","부산광역시 서구 구덕로 216, 명보빌딩 2층 (부민동1가)","49223","워너짐","20201012101227","U","2020-10-14 02:40:00.0","","384139.239796909","180176.817868282","체력단련장업","사립","","1","","","","","",
"65","체력단련장업","10_42_01_P","3260000","CDFH3301062019000002","20190221","","01","영업/정상","13","영업중","","","","","256-4888","","","부산광역시 서구 동대신동2가 371-4번지","부산광역시 서구 구덕로 306, 3층 (동대신동2가)","49217","하이스트 킨더짐","20190221141334","I","2019-02-23 02:21:58.0","","383865.111147205","180985.898277695","체력단련장업","사립","","","1","917.93","","","",
"66","체력단련장업","10_42_01_P","3260000","CDFH3301062019000004","20190920","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 충무동1가 10-10번지","부산광역시 서구 구덕로 101, 4층 (충무동1가)","49254","제이윤 멀티짐","20190920140818","I","2019-09-22 02:22:33.0","","384573.303388889","179364.023077644","체력단련장업","사립","","1","1","","","","",
"67","체력단련장업","10_42_01_P","3260000","CDFH3301062019000003","20190717","","01","영업/정상","13","영업중","","","","","051-248-5553","","","부산광역시 서구 토성동1가 25-1번지 경동 리인","부산광역시 서구 보수대로 27, 101동 2층 (토성동1가, 경동 리인)","49247","오성피트니스 남포점","20190717164821","I","2019-07-19 02:21:45.0","","384479.162542088","179674.832921739","체력단련장업","사립","","","","","","","",
"68","체력단련장업","10_42_01_P","3260000","CDFH3301062020000001","20200108","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 토성동3가 33-19번지","부산광역시 서구 구덕로 150, 3층 (토성동3가)","49246","럭키네 PT","20200108132427","I","2020-01-10 00:23:25.0","","384171.474461288","179564.841229978","체력단련장업","사립","","1","","647.6","","","",
"69","체력단련장업","10_42_01_P","3260000","CDFH3301062020000002","20200318","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동2가 10-1 남영빌딩 401호","부산광역시 서구 구덕로321번길 21, 남영빌딩 401호 (서대신동2가)","49227","301피트니스","20200629161138","U","2020-07-01 02:40:00.0","","383693.582672702","181064.773061922","체력단련장업","사립","","1","","2485.53","","","",
"70","체력단련장업","10_42_01_P","3260000","CDFH3301062022000001","20220103","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동2가 3-1","부산광역시 서구 구덕로 317-1, 4층 (서대신동2가)","49227","오케이피트니스 대신점","20220103180952","I","2022-01-05 00:22:41.0","","383767.268700764","181097.629321686","체력단련장업","사립","","0","0","2287","0","","",
"71","체력단련장업","10_42_01_P","3260000","CDFH3301062021000002","20211213","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 동대신동3가 85-16","부산광역시 서구 망양로 99, 1,2층 (동대신동3가)","49205","뉴욕피티","20211213162826","I","2021-12-15 00:22:43.0","","383923.43319082","181683.954580942","체력단련장업","사립","","1","0","575.82","0","","",
"72","체력단련장업","10_42_01_P","3260000","CDFH3301062000000003","20000829","","01","영업/정상","13","영업중","","","","","051-245-6788","","602011","부산광역시 서구 충무동1가 39-45번지 창성빌딩 3층","부산광역시 서구 충무대로256번길 7 (충무동1가)","49254","피플헬스","20180622092717","I","2018-08-31 23:59:59.0","","384527.922233425","179040.544805871","체력단련장업","사립","","2","","","","","",
"73","체력단련장업","10_42_01_P","3260000","CDFH3301062000000004","20001002","","01","영업/정상","13","영업중","","","","","051-255-0600","","602831","부산광역시 서구 암남동 18-3번지","부산광역시 서구 성산길 45 (암남동)","49268","부산스포츠클럽","20191218170006","U","2019-12-20 02:40:00.0","","383487.792487517","177560.720717395","체력단련장업","사립","","2","","3438.9","","","",
