"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"11","당구장업","10_32_01_P","3250000","CDFH3301081986000002","19860620","","03","폐업","03","폐업","20040108","","","","051-246-2280","","600807","부산광역시 중구 부평동2가 36-6번지","부산광역시 중구 광복로12번길 10-1  (부평동2가)","","길목 당구장","20040308094458","I","2018-08-31 23:59:59.0","","384682.775272677","179610.676841972","당구장업","사립","0","","","127","","","",
"12","당구장업","10_32_01_P","3250000","CDFH3301081988000001","19880329","","03","폐업","03","폐업","20140930","","","","051-245-8512","","600012","부산광역시 중구 중앙동2가 57번지","부산광역시 중구 중앙대로41번길 12-1  (중앙동2가)","","태광당구장","20141001085109","I","2018-08-31 23:59:59.0","","385484.93363469","179916.44105329","당구장업","사립","","","","","","","",
"13","당구장업","10_32_01_P","3250000","CDFH3301081988000002","19880813","","03","폐업","03","폐업","20091230","","","","051-246-5304","","600060","부산광역시 중구 신창동2가 14-2번지","부산광역시 중구 중구로34번길 15  (신창동2가)","","국제 당구장","20091230112709","I","2018-08-31 23:59:59.0","","384982.944702153","179885.032596096","당구장업","사립","0","","","174","","","",
"14","당구장업","10_32_01_P","3250000","CDFH3301082000000002","20000805","","03","폐업","03","폐업","20010416","","","","051-244-6008","","600045","부산광역시 중구 남포동5가 116-1번지","부산광역시 중구 자갈치로 58  (남포동5가)","","발리 당구장","20030527105311","I","2018-08-31 23:59:59.0","","385086.764750487","179470.013954551","당구장업","사립","0","","","212","","","",
"15","당구장업","10_32_01_P","3250000","CDFH3301081994000004","19941021","","03","폐업","03","폐업","20150507","","","","246-7819","","600042","부산광역시 중구 남포동2가 35-1번지","부산광역시 중구 남포길 42  (남포동2가)","","코오롱 당구장","20150507163805","I","2018-08-31 23:59:59.0","","385326.729346454","179554.015793251","당구장업","사립","","","","","","","",
"16","당구장업","10_32_01_P","3250000","CDFH3301081996000001","19960716","","03","폐업","03","폐업","20080507","","","","051-465-3388","","600815","부산광역시 중구 중앙동4가 58-1번지","부산광역시 중구 해관로 82  (중앙동4가)","","월드 당구장","20080507141830","I","2018-08-31 23:59:59.0","","385527.459617321","180453.168529648","당구장업","사립","0","","","188","","","",
"17","당구장업","10_32_01_P","3250000","CDFH3301082006000003","20061030","","03","폐업","03","폐업","20100104","","","","256-7101","","600045","부산광역시 중구 남포동5가 33번지 피프죤 B동동 701호","부산광역시 중구 비프광장로 40, B동동 701호 (남포동5가,피프죤)","","월드당구장","20100316172841","I","2018-08-31 23:59:59.0","","384933.060113454","179567.538943818","당구장업","사립","","","","","","","",
"18","당구장업","10_32_01_P","3250000","CDFH3301081996000002","19960916","","03","폐업","03","폐업","20031018","","","","051-247-8825","","600092","부산광역시 중구 대청동2가 23-3번지","부산광역시 중구 광복로49번길 38  (대청동2가)","","토마토 당구클럽","20040518113226","I","2018-08-31 23:59:59.0","","385067.377685647","180051.521913823","당구장업","사립","0","","","323","","","",
"19","당구장업","10_32_01_P","3250000","CDFH3301081996000003","19960131","","03","폐업","03","폐업","20080507","","","","051-441-8827","","600816","부산광역시 중구 중앙동4가 78-17번지","부산광역시 중구 충장대로5번길 50  (중앙동4가)","","산정당구장","20080507141850","I","2018-08-31 23:59:59.0","","385743.591993988","180834.003783231","당구장업","사립","0","","","121","","","",
"20","당구장업","10_32_01_P","3250000","CDFH3301081996000004","19960322","","03","폐업","03","폐업","20090723","","","","051-255-7452","","600046","부산광역시 중구 남포동6가 3번지","부산광역시 중구 자갈치로 33  (남포동6가)","","파라다이스 당구장","20100421144759","I","2018-08-31 23:59:59.0","","384836.914455912","179432.734579543","당구장업","사립","","","","105.73","","","",
"21","당구장업","10_32_01_P","3250000","CDFH3301081996000006","19960808","","03","폐업","03","폐업","20120802","","","","051-246-3611","","600060","부산광역시 중구 신창동1가 13-5번지","부산광역시 중구 광복로49번길 15  (신창동1가)","","할리당구장","20120802145949","I","2018-08-31 23:59:59.0","","385060.65437906","179818.269625649","당구장업","사립","","","","869.95","","","",
"22","당구장업","10_32_01_P","3250000","CDFH3301081998000004","19980612","","03","폐업","03","폐업","20071016","","","","051-247-5888","","600046","부산광역시 중구 남포동6가 81번지","","","레츠 당구클럽","20071018100152","I","2018-08-31 23:59:59.0","","","","당구장업","사립","0","","","261","","","",
"23","당구장업","10_32_01_P","3250000","CDFH3301082001000002","20010524","","03","폐업","03","폐업","20080507","","","","051-246-0285","","600045","부산광역시 중구 남포동5가 6-3번지","부산광역시 중구 남포길 12-2  (남포동5가)","","아지트 당구장","20080507141738","I","2018-08-31 23:59:59.0","","385041.831427555","179618.9949737","당구장업","사립","0","","","174","","","",
"24","당구장업","10_32_01_P","3250000","CDFH3301082002000003","20020419","","03","폐업","03","폐업","20040726","","","","051-465-0511","","600025","부산광역시 중구 동광동5가 27-11번지","부산광역시 중구 샘길 54  (동광동5가)","","뉴부산 당구장","20040727102305","I","2018-08-31 23:59:59.0","","385442.886296949","180488.658255161","당구장업","사립","0","","","85","","","",
"25","당구장업","10_32_01_P","3250000","CDFH3301082004000001","20040305","","03","폐업","03","폐업","20050414","","","","257-1588","","600060","부산광역시 중구 신창동2가 14-1번지","부산광역시 중구 중구로40번길 14  (신창동2가)","","큐당구장","20060524095547","I","2018-08-31 23:59:59.0","","384972.422747595","179907.95485309","당구장업","사립","0","","","","","","",
"26","당구장업","10_32_01_P","3250000","CDFH3301082004000005","20040310","","03","폐업","03","폐업","20080507","","","","253-0142","","600083","부산광역시 중구 보수동3가 46-1번지","부산광역시 중구 보수대로 94  (보수동3가)","","윤당구장","20080507141807","I","2018-08-31 23:59:59.0","","384268.876610502","180213.752067668","당구장업","사립","0","","","","","","",
"27","당구장업","10_32_01_P","3250000","CDFH3301082004000006","20040430","","03","폐업","03","폐업","20100408","","","","247-0045","","600046","부산광역시 중구 남포동6가 97-2번지","부산광역시 중구 비프광장로 12  (남포동6가)","","아카데미당구장","20101118161117","I","2018-08-31 23:59:59.0","","384740.974652998","179548.266774857","당구장업","사립","","","","","","","",
"28","당구장업","10_32_01_P","3250000","CDFH3301082005000001","20050111","","03","폐업","03","폐업","20200708","","","","","","","부산광역시 중구 창선동1가 6","부산광역시 중구 광복로55번길 8-1 (창선동1가)","48948","약속당구장","20200708171607","U","2020-07-10 02:40:00.0","","385097.819074329","179754.852927358","당구장업","사립","","","","","","","",
"29","당구장업","10_32_01_P","3250000","CDFH3301082005000002","20050225","","03","폐업","03","폐업","20201006","","","","464-5061","","","부산광역시 중구 중앙동3가 9-5","부산광역시 중구 해관로 49 (중앙동3가)","48931","벨리당구장","20201006103207","U","2020-10-08 02:40:00.0","","385514.65053671","180140.244867097","당구장업","사립","","","","","","","",
"30","당구장업","10_32_01_P","3250000","CDFH3301082005000003","20050628","","03","폐업","03","폐업","20110107","","","","245-1659","","600012","부산광역시 중구 중앙동2가 52-2번지","부산광역시 중구 중앙대로49번길 13  (중앙동2가)","","용마 당구클럽","20110107111349","I","2018-08-31 23:59:59.0","","385473.034342809","179977.761259469","당구장업","사립","","","","","","","",
"31","당구장업","10_32_01_P","3250000","CDFH3301082005000004","20051020","","03","폐업","03","폐업","20060731","","","","","","600811","부산광역시 중구 영주동 58-28번지","부산광역시 중구 대영로 219  (영주동)","","영주당구장","20060804155035","I","2018-08-31 23:59:59.0","","385437.601991835","181143.722067198","당구장업","사립","0","","","","","","",
"32","당구장업","10_32_01_P","3250000","CDFH3301082006000002","20061026","","03","폐업","03","폐업","20081216","","","","244-5556","","600042","부산광역시 중구 남포동2가 25-10번지","부산광역시 중구 구덕로34번길 4  (남포동2가)","","쏠레마당구클럽","20081216171853","I","2018-08-31 23:59:59.0","","385243.158543667","179580.295176299","당구장업","사립","0","","","","","","",
"33","당구장업","10_32_01_P","3250000","CDFH3301082008000005","20081118","","03","폐업","03","폐업","20131231","","","","243-8273","","600046","부산광역시 중구 남포동6가 85번지 남포프라자 7층","부산광역시 중구 비프광장로 20  (남포동6가,남포프라자 7층)","","남포뉴당구클럽","20140509152156","I","2018-08-31 23:59:59.0","","384819.053111578","179587.403632584","당구장업","사립","","","","","","","",
"34","당구장업","10_32_01_P","3250000","CDFH3301082009000002","20090223","","03","폐업","03","폐업","20100315","","","","","","600013","부산광역시 중구 중앙동3가 10-1번지","부산광역시 중구 해관로 49-1  (중앙동3가)","","까페당구장","20100315155555","I","2018-08-31 23:59:59.0","","385519.159152528","180152.573292329","당구장업","사립","","","","658.22","","","",
"35","당구장업","10_32_01_P","3250000","CDFH3301082007000003","20071022","","03","폐업","03","폐업","20140519","","","","244-2589","","600046","부산광역시 중구 남포동6가 81-1번지","부산광역시 중구 중구로 3  (남포동6가)","","레츠 당구클럽","20140519135939","I","2018-08-31 23:59:59.0","","384837.437171309","179552.786747988","당구장업","사립","","","","","","","",
"36","당구장업","10_32_01_P","3250000","CDFH3301082008000002","20080325","","03","폐업","03","폐업","20150224","","","","231-3949","","600046","부산광역시 중구 남포동6가 74-1번지","부산광역시 중구 구덕로 80  (남포동6가)","","마스타당구장","20150224175208","I","2018-08-31 23:59:59.0","","384771.402142749","179510.642128481","당구장업","사립","","","","","","","",
"37","당구장업","10_32_01_P","3250000","CDFH3301082008000003","20080710","","03","폐업","03","폐업","20191104","","","","","","","부산광역시 중구 창선동2가 47-1번지","부산광역시 중구 광복로 38, 5층 (창선동2가, 동아데파트)","48953","BB당구클럽","20191104150405","U","2019-11-06 02:40:00.0","","384949.045035851","179672.360158803","당구장업","사립","","","","","","","",
"38","당구장업","10_32_01_P","3250000","CDFH3301082009000004","20090826","","03","폐업","03","폐업","20101019","","","","","","600046","부산광역시 중구 남포동6가 3번지 신천지시장 2층","부산광역시 중구 자갈치로 33  (남포동6가,신천지시장 2층)","","파라다이스","20101019134010","I","2018-08-31 23:59:59.0","","384836.914455912","179432.734579543","당구장업","사립","","","","530","","","",
"39","당구장업","10_32_01_P","3250000","CDFH3301082009000006","20091014","","03","폐업","03","폐업","20190705","","","","","","","부산광역시 중구 중앙동5가 11-3번지","부산광역시 중구 중앙대로42번길 3, 2층 (중앙동5가, 복지빌딩)","48942","당구매니아","20190705122608","U","2019-07-07 02:40:00.0","","385664.123965731","179943.606183149","당구장업","사립","","","","","","","",
"40","당구장업","10_32_01_P","3250000","CDFH3301082009000007","20091029","","03","폐업","03","폐업","20120328","","","","","","600022","부산광역시 중구 동광동2가 10-5번지 5층","부산광역시 중구 광복로85번길 15  (동광동2가,5층)","","새롯데당구장","20120329090813","I","2018-08-31 23:59:59.0","","385450.471113433","179738.565192744","당구장업","사립","","","","","","","",
"41","당구장업","10_32_01_P","3250000","CDFH3301082010000001","20100107","","03","폐업","03","폐업","20120116","","","","256-7101","","600045","부산광역시 중구 남포동5가 33번지 피프죤 쇼핑몰 제비동 7층 701호","부산광역시 중구 비프광장로 40  (남포동5가,피프죤 쇼핑몰 제비동 7층 701호)","","월드당구장","20120116100707","I","2018-08-31 23:59:59.0","","384933.060113454","179567.538943818","당구장업","사립","","","","","","","",
"42","당구장업","10_32_01_P","3250000","CDFH3301082010000002","20100118","","03","폐업","03","폐업","20130319","","","","","","600807","부산광역시 중구 부평동2가 56-4번지 지하1층","부산광역시 중구 부평1길 7  (부평동2가,지하1층)","","킹당구장업","20130319170951","I","2018-08-31 23:59:59.0","","384621.621460743","179733.378003716","당구장업","사립","","","","","","","",
"43","당구장업","10_32_01_P","3250000","CDFH3301082018000001","20180517","","03","폐업","03","폐업","20200826","","","","","","","부산광역시 중구 중앙동4가 36-9 2층","부산광역시 중구 해관로 63-1, 장춘빌딩 2층 (중앙동4가)","48930","해양당구장","20200826164135","U","2020-08-28 02:40:00.0","","385503.660702664","180284.492597325","당구장업","사립","","","","566.09","","","",
"44","당구장업","10_32_01_P","3250000","CDFH3301082020000001","20200708","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 부평동4가 51-3","부산광역시 중구 대청로 18, 2층 (부평동4가)","48973","빌리아드 케이엔","20210209160502","U","2021-02-11 02:40:00.0","","384269.244187244","180087.316391257","당구장업","사립","","","","1767.4","","","",
"45","당구장업","10_32_01_P","3250000","CDFH3301082021000001","20210616","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 보수동3가 72-3 2층","부산광역시 중구 대청로 27, 2층 (보수동3가)","48965","우리동네 작은당구장","20210616144701","I","2021-06-18 00:22:54.0","","384369.929693585","180128.505974875","당구장업","사립","","","","","","","",
"46","당구장업","10_32_01_P","3250000","CDFH3301082010000005","20100125","","01","영업/정상","13","영업중","","","","","247-9076","","","부산광역시 중구 남포동5가 88번지 5층","부산광역시 중구 자갈치로37번길 4 (남포동5가)","48983","신동아당구클럽","20161213140714","I","2018-08-31 23:59:59.0","","384910.4665739","179447.226505734","당구장업","사립","","","","","","","",
"47","당구장업","10_32_01_P","3250000","CDFH3301082010000006","20100409","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 남포동6가 65-1","부산광역시 중구 구덕로84번길 5, 3층 (남포동6가)","48981","아카데미당구클럽","20200812171524","U","2020-08-14 02:40:00.0","","384697.119071054","179510.26293209","당구장업","사립","","","","","","","",
"48","당구장업","10_32_01_P","3250000","CDFH3301082010000007","20100409","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 남포동4가 30번지 4층","부산광역시 중구 자갈치해안로 57, 4층 (남포동4가)","48984","토마토당구장","20170719092546","I","2018-08-31 23:59:59.0","","385160.754396745","179452.209734125","당구장업","사립","","","","","","","",
"49","당구장업","10_32_01_P","3250000","CDFH3301082010000008","20101019","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 대청동2가 36-1번지","부산광역시 중구 광복중앙로 26-1 (대청동2가)","48949","한큐당구클럽","20161213141008","I","2018-08-31 23:59:59.0","","385126.123600595","179952.69533","당구장업","사립","","","","","","","",
"50","당구장업","10_32_01_P","3250000","CDFH3301082010000009","20101028","","01","영업/정상","13","영업중","","","","","051-404-5989","","","부산광역시 중구 남포동6가 3번지 신천지시장 2층","부산광역시 중구 자갈치로 33 (남포동6가, 신천지)","48982","파라다이스당구장","20170605092927","I","2018-08-31 23:59:59.0","","384836.914455912","179432.734579543","당구장업","사립","","","","","","","",
"51","당구장업","10_32_01_P","3250000","CDFH3301082010000011","20101223","","01","영업/정상","13","영업중","","","","","051-467-2563","","","부산광역시 중구 중앙동4가 53-6번지","부산광역시 중구 중앙대로81번길 2, 2층 (중앙동4가)","48929","수지큐당구장","20190201134138","U","2019-02-03 02:40:00.0","","385558.05484295","180350.527915773","당구장업","사립","","","","","","","",
"52","당구장업","10_32_01_P","3250000","CDFH3301082012000001","20120405","","01","영업/정상","13","영업중","","","","","051-467-6882","","600022","부산광역시 중구 동광동2가 10-5번지","부산광역시 중구 광복로85번길 15 (동광동2가)","48951","롯데당구장","20120405150843","I","2018-08-31 23:59:59.0","","385450.471113433","179738.565192744","당구장업","사립","","","","1915.5","","","",
"53","당구장업","10_32_01_P","3250000","CDFH3301082014000003","20140711","","01","영업/정상","13","영업중","","","","","","","600046","부산광역시 중구 남포동6가 113-1번지","부산광역시 중구 구덕로 87-1 (남포동6가)","48982","남포당구클럽","20190130172047","U","2019-05-10 02:40:00.0","","384708.848957593","179404.943227079","당구장업","사립","","","","","","","",
"54","당구장업","10_32_01_P","3250000","CDFH3301082015000001","20150910","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 중구 부평2길 21 (부평동2가)","48977","썬당구장","20180409144720","I","2018-08-31 23:59:59.0","","384689.649992607","179795.994619396","당구장업","사립","","","","","","","",
"55","당구장업","10_32_01_P","3250000","CDFH3301082016000002","20160218","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 중구 대청로 63, 2층 (보수동1가)","48967","애플 당구클럽","20170104113355","I","2018-08-31 23:59:59.0","","384738.48387377","180116.585538544","당구장업","사립","","","","","","","",
"56","당구장업","10_32_01_P","3250000","CDFH3301082016000003","20160921","","01","영업/정상","13","영업중","","","","","051-462-0155","","","부산광역시 중구 영주동 160번지 동아아파트 상가1동 B02호","부산광역시 중구 영주로 59, B02호 (영주동, 동아아파트 상가1동)","48905","에이스 당구장","20160921085659","I","2018-08-31 23:59:59.0","","384985.258495071","181165.37134963","당구장업","사립","","","","","","","",
"57","당구장업","10_32_01_P","3250000","CDFH3301082017000001","20170223","","01","영업/정상","13","영업중","","","","","051-463-7095","","","부산광역시 중구 중앙동5가 7번지","부산광역시 중구 중앙대로 54, 4층 (중앙동5가)","48942","플라틴 당구장","20170223173836","I","2018-08-31 23:59:59.0","","385647.020637112","180047.798431437","당구장업","사립","","","","","","","",
"58","당구장업","10_32_01_P","3250000","CDFH3301081987000001","19871224","","01","영업/정상","13","영업중","","","","","051-245-3584","","","부산광역시 중구 중앙동2가 24-2번지","부산광역시 중구 중앙대로49번길 7-1, 2층 (중앙동2가)","48956","중앙당구장","20170330151910","I","2018-08-31 23:59:59.0","","385520.325673556","179979.531888274","당구장업","사립","","","","120","","","",
"59","당구장업","10_32_01_P","3250000","CDFH3301081994000003","19940808","","01","영업/정상","13","영업중","","","","","051-256-4054","","600072","부산광역시 중구 부평동2가 33-3번지","부산광역시 중구 광복로6번길 3-1 (부평동2가)","","빅 당구장","20170605092046","I","2018-08-31 23:59:59.0","","384654.691485084","179666.43863817","당구장업","사립","","","","190","","","",
"60","당구장업","10_32_01_P","3250000","CDFH3301081996000005","19960911","","01","영업/정상","13","영업중","","","","","051-254-1264","","","부산광역시 중구 남포동6가 94번지","부산광역시 중구 비프광장로 16 (남포동6가)","48981","자이안트 당구장","20191221132346","U","2019-12-24 02:40:00.0","","384763.821915967","179580.8235897","당구장업","사립","","","","286","","","",
"61","당구장업","10_32_01_P","3250000","CDFH3301081997000001","19970528","","01","영업/정상","13","영업중","","","","","051-441-5056","","","부산광역시 중구 중앙동4가 78-23번지","부산광역시 중구 충장대로5번길 46 (중앙동4가)","48936","에이스 당구장","20191107124027","U","2019-11-09 02:40:00.0","","385729.991289512","180794.176717611","당구장업","사립","","","","242","","","",
"62","당구장업","10_32_01_P","3250000","CDFH3301081998000003","19980504","","01","영업/정상","13","영업중","","","","","051-243-8340","","","부산광역시 중구 부평동4가 12-1번지","부산광역시 중구 보수대로44번길 19 (부평동4가)","48974","오로라 당구클럽","20190516142724","U","2019-05-18 02:40:00.0","","384451.65419105","179980.034088152","당구장업","사립","","","","176","","","",
"63","당구장업","10_32_01_P","3250000","CDFH3301082004000003","20040308","","01","영업/정상","13","영업중","","","","","246-2280","","","부산광역시 중구 부평동2가 36-6번지","부산광역시 중구 광복로12번길 10-1 (부평동2가)","48980","엘리트당구장","20161213135617","I","2018-08-31 23:59:59.0","","384682.775272677","179610.676841972","당구장업","사립","","","","","","","",
"64","당구장업","10_32_01_P","3250000","CDFH3301082009000003","20090521","","01","영업/정상","13","영업중","","","","","231-5955","","","부산광역시 중구 남포동2가 14-3번지","부산광역시 중구 남포길 27 (남포동2가)","48953","제일 당구장","20161213140238","I","2018-08-31 23:59:59.0","","385194.284203239","179632.026324918","당구장업","사립","","","","","","","",
"65","당구장업","10_32_01_P","3250000","CDFH3301082007000002","20070730","","01","영업/정상","13","영업중","","","","","466-0807","","","부산광역시 중구 중앙동4가 89-12번지","부산광역시 중구 충장대로5번길 5 (중앙동4가)","48939","중앙당구클럽","20171206081957","I","2018-08-31 23:59:59.0","","385635.99608375","180419.418143996","당구장업","사립","","","","","","","",
"66","당구장업","10_32_01_P","3250000","CDFH3301082009000005","20091009","","01","영업/정상","13","영업중","","","","","244-5556","","","부산광역시 중구 남포동2가 15-1번지","부산광역시 중구 남포길 25-3 (남포동2가)","48953","허슬러당구장","20161213140414","I","2018-08-31 23:59:59.0","","385166.829259027","179644.10878944","당구장업","사립","","","","","","","",
"67","당구장업","10_32_01_P","3250000","CDFH3301082009000008","20091102","","01","영업/정상","13","영업중","","","","","051-242-1911","","600071","부산광역시 중구 부평동1가 45-9 서암빌딩 4층","부산광역시 중구 중구로 13, 4층 (부평동1가)","48980","다빈치당구클럽","20220217161751","U","2022-02-19 02:40:00.0","","384798.705877111","179647.549138984","당구장업","사립","","0","0","3273.73","0","","",
"68","당구장업","10_32_01_P","3250000","CDFH3301082017000002","20170309","","01","영업/정상","13","영업중","","","","","051-242-3975","","","부산광역시 중구 남포동5가 104-1","부산광역시 중구 자갈치로48번길 3, 3층 (남포동5가)","48983","어데고 당구클럽","20200910151429","U","2020-09-12 02:40:00.0","","385024.485375473","179430.059989821","당구장업","사립","","","","","","","",
"69","당구장업","10_32_01_P","3250000","CDFH3301082017000003","20170313","","01","영업/정상","13","영업중","","","","","051-242-1791","","","부산광역시 중구 남포동5가 109번지","부산광역시 중구 자갈치해안로 45, 4층 (남포동5가)","48983","동명 당구장","20170313153606","I","2018-08-31 23:59:59.0","","385049.625392682","179430.269219209","당구장업","사립","","","","","","","",
"70","당구장업","10_32_01_P","3250000","CDFH3301082017000004","20170627","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 남포동5가 1-1번지","부산광역시 중구 구덕로48번길 3, 4층 (남포동5가)","48953","남포 당구클럽","20170627100616","I","2018-08-31 23:59:59.0","","385077.098518744","179619.466975961","당구장업","사립","","","","","","","",
"71","당구장업","10_32_01_P","3250000","CDFH3301082017000005","20170925","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 남포동6가 84 4층","부산광역시 중구 중구로 3, 4층 (남포동6가)","48981","허리우드 당구클럽","20201106103119","U","2020-11-08 02:40:00.0","","384837.437171309","179552.786747988","당구장업","사립","","","","","","","",
"72","당구장업","10_32_01_P","3250000","CDFH3301082017000006","20171114","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동2가 57","부산광역시 중구 중앙대로41번길 12-1 (중앙동2가)","48956","태광당구장","20211230174017","U","2022-01-01 02:40:00.0","","385484.93363469","179916.44105329","당구장업","사립","","","","","","","",
"73","당구장업","10_32_01_P","3250000","CDFH3301082020000002","20201209","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동4가 36-9","부산광역시 중구 해관로 63-1, 2층 (중앙동4가)","48930","해양당구장","20201209182957","I","2020-12-11 00:23:07.0","","385503.660702664","180284.492597325","당구장업","사립","","","","","","","",
"74","당구장업","10_32_01_P","3250000","CDFH3301082003000004","20031006","","04","취소/말소/만료/정지/중지","35","직권말소","20110706","","","","257-2563","","600805","부산광역시 중구 부평동1가 38-1번지","부산광역시 중구 광복로 16-2  (부평동1가)","","마당당구클럽","20110706165520","I","2018-08-31 23:59:59.0","","384746.138151402","179679.395458535","당구장업","사립","","","","","","","",
"75","당구장업","10_32_01_P","3250000","CDFH3301082009000001","20090109","","04","취소/말소/만료/정지/중지","35","직권말소","20110706","","","","465-1108","","600110","부산광역시 중구 영주동 280-4번지","부산광역시 중구 동영로 65  (영주동)","","당사모","20110706165003","I","2018-08-31 23:59:59.0","","385168.803778479","180993.371724575","당구장업","사립","","","","","","","",
"76","당구장업","10_32_01_P","3250000","CDFH3301082008000004","20081020","","04","취소/말소/만료/정지/중지","35","직권말소","20110706","","","","051-465-2088","","600816","부산광역시 중구 중앙동4가 76-3번지","부산광역시 중구 충장대로5번길 71  (중앙동4가)","","국제당구장","20110706165424","I","2018-08-31 23:59:59.0","","385790.028579063","181060.681415918","당구장업","사립","","","","","","","",
