"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"14","분뇨수집운반업","09_30_10_P","3270000","327000053200000003","19840419","","03","폐업","2","폐업","20121210","","","","051-637-4173","","601823","부산광역시 동구 좌천동 822-6","부산광역시 동구 좌천남로 10 (좌천동)","601823","새부산정화산업사","20201208141647","U","2020-12-10 02:40:00.0","","386651.248332511","183362.036248495","분뇨등관련영업관리","","","","","","","","",
"15","분뇨수집운반업","09_30_10_P","3270000","327000053200000004","19831031","","03","폐업","2","폐업","20121210","","","","","","601823","부산광역시 동구 좌천동 822-6 세원빌라 201호","부산광역시 동구 좌천남로 10 (좌천동)","601823","(주)형제정화산업","20201208141807","U","2020-12-10 02:40:00.0","","386651.248332511","183362.036248495","분뇨등관련영업관리","","","","","","","","",
"16","분뇨수집운반업","09_30_10_P","3280000","328000053198400001","19840415","","01","영업/정상","11","영업","","","","","0514123773","","","부산광역시 영도구 청학동 50-6","부산광역시 영도구 태종로 396 (청학동)","49020","(주)태종정화","20211208090700","U","2021-12-10 02:40:00.0","","388322.38301708","178917.923263247","분뇨등관련영업관리","","","","","0","","0","",
"17","분뇨수집운반업","09_30_10_P","3280000","328000053198500002","19850601","","01","영업/정상","11","영업","","","","","0514123900","","","부산광역시 영도구 청학동 50-6","부산광역시 영도구 태종로 396 (청학동)","49020","영도정화(주)","20211208090659","U","2021-12-10 02:40:00.0","","388322.38301708","178917.923263247","분뇨등관련영업관리","","","","","0","","0","",
"18","분뇨수집운반업","09_30_10_P","3280000","328000053199200001","19921223","","01","영업/정상","11","영업","","","","","0514164071","","","부산광역시 영도구 청학동 50-6","부산광역시 영도구 태종로 396 (청학동)","49020","유유위생","20211208090700","U","2021-12-10 02:40:00.0","","388322.38301708","178917.923263247","분뇨등관련영업관리","","","","","0","","0","",
"19","분뇨수집운반업","09_30_10_P","3280000","328000053199900004","19990910","","03","폐업","2","폐업","20001014","","","","051 416 4994","","","부산광역시 영도구 청학동 386-212 유한여객(주)","부산광역시 영도구 청학서로 37, 유한여객(주) (청학동)","49025","유일정화사","20200916181012","U","2020-09-18 02:40:00.0","","387455.982205846","179170.707601447","분뇨등관련영업관리","","","","","","","","",
"20","분뇨수집운반업","09_30_10_P","3280000","328000053199900005","20020226","","03","폐업","2","폐업","20160415","","","","0514185778","","","부산광역시 영도구 청학동 346 태종로주유소","부산광역시 영도구 태종로 290, 태종로주유소 (청학동)","49021","(주)청록정화","20200916185403","U","2020-09-18 02:40:00.0","","387553.854312358","179586.953378975","분뇨등관련영업관리","","","","","","","","",
"21","분뇨수집운반업","09_30_10_P","3280000","328000053199900006","19990921","","03","폐업","2","폐업","20001024","","","","051 747 7905","","","부산광역시 영도구 동삼동 499-1","부산광역시 영도구 중리북로41번길 6 (동삼동)","49118","태홍정화사","20200916181512","U","2020-09-18 02:40:00.0","","388635.963152927","176709.756119219","분뇨등관련영업관리","","","","","","","","",
"22","분뇨수집운반업","09_30_10_P","3280000","328000053199900007","19990921","","03","폐업","2","폐업","20001110","","","","051 415 4470","","","부산광역시 영도구 청학동 59-32","부산광역시 영도구 태종로 406-2 (청학동)","49020","대우정화사","20200916181710","U","2020-09-18 02:40:00.0","","388342.537308436","178818.39014774","분뇨등관련영업관리","","","","","","","","",
"23","분뇨수집운반업","09_30_10_P","3280000","328000053199900008","19990921","","03","폐업","2","폐업","20001101","","","","051 403 2020","","","부산광역시 영도구 동삼동 1123-6","부산광역시 영도구 상리로 33 (동삼동)","49089","가가정화사","20200916181911","U","2020-09-18 02:40:00.0","","388523.998277576","178137.572520066","분뇨등관련영업관리","","","","","","","","",
"24","분뇨수집운반업","09_30_10_P","3280000","328000053199900003","19990806","","03","폐업","2","폐업","20160415","","","","0514166122","","","부산광역시 영도구 청학동 346 태종로주유소","부산광역시 영도구 태종로 290, 태종로주유소 (청학동)","49021","(주)가나정화","20200916185219","U","2020-09-18 02:40:00.0","","387553.854312358","179586.953378975","분뇨등관련영업관리","","","","","","","","",
"25","분뇨수집운반업","09_30_10_P","3290000","329000053198300001","19831230","","01","영업/정상","11","영업","","","","","051 804 8411","","","부산광역시 부산진구 연지동 31-24","부산광역시 부산진구 성지로 44, 2층 (연지동)","47123","제일정화(주)","20220311194159","U","2022-03-13 02:40:00.0","","387136.983431453","188074.288417964","분뇨등관련영업관리","","","","","0","","0","",
"26","분뇨수집운반업","09_30_10_P","3290000","329000053198300002","19831230","","01","영업/정상","11","영업","","","","","0516325252","","","부산광역시 부산진구 가야동 136-31","부산광역시 부산진구 가야대로 523 (가야동)","47270","천지산업(주)","20210122171346","U","2021-01-24 02:40:00.0","","384836.622609595","185749.289786952","분뇨등관련영업관리","","","","","","","","",
"27","분뇨수집운반업","09_30_10_P","3290000","329000053199300003","19930101","","01","영업/정상","11","영업","","","","","051 892 0087","","","부산광역시 부산진구 연지동 31-24","부산광역시 부산진구 성지로 44, 2층 (연지동)","47123","현덕위생","20220311193709","U","2022-03-13 02:40:00.0","","387136.983431453","188074.288417964","분뇨등관련영업관리","","","","","0","","0","",
"28","분뇨수집운반업","09_30_10_P","3300000","330000053199200002","19921231","","01","영업/정상","11","영업","","","","","0515583535","","","부산광역시 동래구 온천동 1208-6","부산광역시 동래구 쇠미로214번길 12, 2층 (온천동)","47846","동래정화(주)","20201105091936","U","2020-11-07 02:40:00.0","분뇨 처리업","387937.558943243","191924.368833875","분뇨등관련영업관리","분뇨 처리업","","","","","","","",
"29","분뇨수집운반업","09_30_10_P","3300000","330000053199200003","19921231","","01","영업/정상","11","영업","","","","","528-2233","","","부산광역시 동래구 온천동 1208-6","부산광역시 동래구 쇠미로214번길 12, 2층 (온천동)","47846","동명정화(주)","20211228201345","U","2021-12-30 02:40:00.0","분뇨 처리업","387937.558943243","191924.368833875","분뇨등관련영업관리","분뇨 처리업","","","","0","","0","",
"30","분뇨수집운반업","09_30_10_P","3300000","330000053199200001","20021108","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","0515583535","","607823","부산광역시 동래구 수안동 41-1","","","동래정화","20120118152514","I","2018-08-31 23:59:59.0","","390104.874018285","190388.180325274","분뇨등관련영업관리","","","","","","","","",
"31","분뇨수집운반업","09_30_10_P","3300000","330000053198400001","19840101","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","0515583535","","607823","부산광역시 동래구 수안동 41-1","부산광역시 동래구 수안로 6 (수안동)","607823","페업 동래정화(주)","20120118152423","I","2018-08-31 23:59:59.0","","390104.874018285","190388.180325274","분뇨등관련영업관리","","","","","","","","",
"32","분뇨수집운반업","09_30_10_P","3310000","331000053199200004","19920101","","01","영업/정상","11","영업","","","","","637-6984","","608828","부산광역시 남구 문현동 255-3 무학프라자 205호","부산광역시 남구 수영로 74-5, 2층 205호 (문현동, 무학프라자)","608828","동원정화(주)","20220429111503","U","2022-05-03 02:40:00.0","","389078.690511467","183697.200816703","분뇨등관련영업관리","","","","","0","","0","",
"33","분뇨수집운반업","09_30_10_P","3310000","331000053199200005","19920107","","01","영업/정상","11","영업","","","","","622-4027","","608828","부산광역시 남구 문현동 255-30 무학프라자 204호","부산광역시 남구 수영로 74-5, 204호 (문현동, 무학프라자)","608828","남구정화(주)","20220602135718","U","2022-06-04 02:40:00.0","","389078.690511467","183697.200816703","분뇨등관련영업관리","","","","","0","","0","",
"34","분뇨수집운반업","09_30_10_P","3310000","331000053199200006","19920107","","01","영업/정상","11","영업","","","","","631-4195","","608828","","부산광역시 남구 수영로 74-5, 204호 (문현동, 무학프라자)","608828","남구환경","20210729152337","U","2021-07-31 02:40:00.0","분뇨 처리업","389078.690511467","183697.200816703","분뇨등관련영업관리","분뇨 처리업","","","","0","","0","",
"35","분뇨수집운반업","09_30_10_P","3320000","332000053200000004","19970918","","01","영업/정상","11","영업","","","","","051 313 3623","","617052","부산광역시 사상구 감전동 116-7 삼주O/P 513호","부산광역시 사상구 괘감로 131 (감전동,삼주O/P 513호)","","(주)북부위생","20180727112600","I","2018-08-31 23:59:59.0","","381144.366063273","185965.49006812","분뇨등관련영업관리","","","","","","","","",
"36","분뇨수집운반업","09_30_10_P","3320000","332000053200000010","19960109","","01","영업/정상","11","영업","","","","","","","617724","부산광역시 사상구 감전동 116-7 삼주오피스텔 501호","부산광역시 사상구 괘감로 131  (감전동,삼주오피스텔 501호)","","(주)북부산정화","20080110150758","I","2018-08-31 23:59:59.0","","381144.366063273","185965.49006812","분뇨등관련영업관리","","","","","","","","",
"37","분뇨수집운반업","09_30_10_P","3320000","332000053201300001","20130426","","01","영업/정상","11","영업","","","","","322-5400","","","부산광역시 사상구 엄궁동 643-8 철강판매단지 202호","부산광역시 사상구 강변대로532번길 41, 철강판매단지 202호 (엄궁동)","47031","사북환경","20200221164836","U","2020-02-23 02:40:00.0","분뇨 처리업","379225.358306865","183207.467245556","분뇨등관련영업관리","분뇨 처리업","","","","","","","",
"38","분뇨수집운반업","09_30_10_P","3320000","332000053200000002","19960109","","01","영업/정상","11","영업","","","","","051-301-7778","","617825","부산광역시 사상구 삼락동 71-1","부산광역시 사상구 낙동대로 1514 (삼락동)","","(주)유성정화","20200622170713","U","2020-06-24 02:40:00.0","","380624.551554055","190038.493733291","분뇨등관련영업관리","","","","","","","","",
"39","분뇨수집운반업","09_30_10_P","3320000","332000053199600002","19960109","","03","폐업","2","폐업","20210514","","","","","","616806","부산광역시 북구 구포동 928-9 0  통0  반","부산광역시 북구 낙동북로 660-1  (구포동)","","(주)북부산정화","20210514140124","U","2021-05-16 02:40:00.0","","381788.610751429","190989.969028434","분뇨등관련영업관리","","","","","","","","",
"40","분뇨수집운반업","09_30_10_P","3330000","333000053198400002","20060412","","01","영업/정상","11","영업","","","","","051)531-5497","","","부산광역시 해운대구 석대동 342-5","부산광역시 해운대구 반송로623번길 55 (석대동)","48001","해운정화(주)","20190828192110","U","2019-08-30 02:40:00.0","","394081.176944103","193524.568389716","분뇨등관련영업관리","","","","","","","","",
"41","분뇨수집운반업","09_30_10_P","3330000","333000053198400003","19840331","","01","영업/정상","11","영업","","","","","051)531-5446","","","부산광역시 해운대구 석대동 342-5","부산광역시 해운대구 반송로623번길 55 (석대동)","48001","장산정화(주)","20190828181405","U","2019-08-30 02:40:00.0","","394081.176944103","193524.568389716","분뇨등관련영업관리","","","","","","","","",
"42","분뇨수집운반업","09_30_10_P","3330000","333000053199600001","19960101","","01","영업/정상","11","영업","","","","","051 5237052","","612051","부산광역시 해운대구 재송동 590-3","","","해일산업(주)","20220429095233","U","2022-05-03 02:40:00.0","","","","분뇨등관련영업관리","","","","","0","","0","",
"43","분뇨수집운반업","09_30_10_P","3340000","334000053199200002","19921006","","01","영업/정상","11","영업","","","","","051-204-3202","","","부산광역시 사하구 장림동 814-1","부산광역시 사하구 하신중앙로 14 (장림동)","49476","사하정화","20210817135200","U","2021-08-19 02:40:00.0","","379143.35099743","177442.817428718","분뇨등관련영업관리","","","","","0","","0","",
"44","분뇨수집운반업","09_30_10_P","3340000","334000053199300001","19930130","","01","영업/정상","11","영업","","","","","051-291-1422","","604850","부산광역시 사하구 하단동 611-47","부산광역시 사하구 동매로 69 (하단동)","604850","(유)현대정화","20220415142541","U","2022-04-17 02:40:00.0","","379177.817491247","179971.171365261","분뇨등관련영업관리","","","","","0","","0","",
"45","분뇨수집운반업","09_30_10_P","3340000","334000053199300003","19930130","","01","영업/정상","11","영업","","","","","051-203-6200","","604866","부산광역시 사하구 구평동 483-3","부산광역시 사하구 감천항로405번길 54 (구평동)","604866","(주)사하환경","20180525101510","I","2018-08-31 23:59:59.0","","382165.844279455","174595.56005647","분뇨등관련영업관리","","","","","","","","",
"46","분뇨수집운반업","09_30_10_P","3340000","334000053201400001","20140211","","01","영업/정상","11","영업","","","","","051) 203-6200","","","","부산광역시 사하구 하신중앙로 14 (장림동)","49476","(주)사하환경","20210817135201","U","2021-08-19 02:40:00.0","","379143.35099743","177442.817428718","분뇨등관련영업관리","","","","","0","","0","",
"47","분뇨수집운반업","09_30_10_P","3340000","334000053200100007","20010322","","03","폐업","2","폐업","20080422","","","","0514124000","","604818","부산광역시 사하구 구평동 427-14","","","동광기업(주)","20080422095223","I","2018-08-31 23:59:59.0","폐기물 수집운반업","381760.147631373","176065.871770331","분뇨등관련영업관리","폐기물 수집운반업","","","","","","","",
"48","분뇨수집운반업","09_30_10_P","3350000","335000053000000012","20000101","","01","영업/정상","11","영업","","","","","051-523-7051","","612061","부산광역시 해운대구 반여동 590-3","부산광역시 해운대구 삼어로 201 (반여동)","","금정위생","20210726090318","U","2021-07-28 02:40:00.0","","392732.201545831","192606.711128673","분뇨등관련영업관리","","","","","0","","0","",
"49","분뇨수집운반업","09_30_10_P","3350000","335000053000000013","20040609","","01","영업/정상","11","영업","","","","","","","609311","부산광역시 금정구 구서동 95-3","부산광역시 금정구 체육공원로 61-1 (구서동)","","항도정화(주)","20210715141433","U","2021-07-17 02:40:00.0","","390786.529323286","196431.998159584","분뇨등관련영업관리","","","","","0","","0","",
"50","분뇨수집운반업","09_30_10_P","3350000","335000053000000014","20000101","","01","영업/정상","11","영업","","","","","051-517-0333","","609311","부산광역시 금정구 구서동 95-3","부산광역시 금정구 체육공원로 61-1 (구서동)","","부산정화(주)","20210715141838","U","2021-07-17 02:40:00.0","","390786.529323286","196431.998159584","분뇨등관련영업관리","","","","","0","","0","",
"51","분뇨수집운반업","09_30_10_P","3360000","336000053199200001","19921210","","01","영업/정상","11","영업","","","","","271-3696","","","부산광역시 강서구 녹산동 17-16","부산광역시 강서구 생곡로 8 (녹산동)","46728","강동산업사","20210325092542","U","2021-03-27 02:40:00.0","","372685.061202322","182024.752114281","분뇨등관련영업관리","","","","","","","","",
"52","분뇨수집운반업","09_30_10_P","3360000","336000053199300001","19930915","","01","영업/정상","11","영업","","","","","972-2368","","","부산광역시 강서구 대저1동 739-6","부산광역시 강서구 대저로 183 (대저1동)","46702","강서정화사","20220419144427","U","2022-04-21 02:40:00.0","분뇨 처리업","379573.066234446","192419.618476909","분뇨등관련영업관리","분뇨 처리업","","","","0","","0","",
"53","분뇨수집운반업","09_30_10_P","3370000","337000053199500001","19950530","","01","영업/정상","11","영업","","","","","051-851-0818","","611071","부산광역시 연제구 거제동 150-6","부산광역시 연제구 명륜로 10, 501호 (거제동, 한양타워빌)","611071","연제정화(주)","20210625101532","U","2021-06-27 02:40:00.0","하수, 폐수 및 분뇨 처리업","389498.499881834","190511.175423307","분뇨등관련영업관리","하수, 폐수 및 분뇨 처리업","","","","","","","",
"54","분뇨수집운반업","09_30_10_P","3370000","337000053201400001","20141104","","01","영업/정상","11","영업","","","","","051-853-1822","","611713","부산광역시 연제구 거제동 150-6","부산광역시 연제구 명륜로 10, 501호 (거제동, 한양타워빌)","611713","연제환경(주)","20211217172147","U","2021-12-19 02:40:00.0","","389498.499881834","190511.175423307","분뇨등관련영업관리","","","","","0","","0","",
"55","분뇨수집운반업","09_30_10_P","3370000","337000053199500003","19950530","","03","폐업","2","폐업","20050107","","","","051552 5681","","614010","부산광역시 부산진구 가야동 643-23","","","동래위생(주)","20070712144619","I","2018-08-31 23:59:59.0","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","","","","",
"56","분뇨수집운반업","09_30_10_P","3370000","337000053201200001","20121206","","03","폐업","2","폐업","20170906","","","","051-868-3211","","611713","부산광역시 연제구 거제동 150-6","부산광역시 연제구 명륜로 10, 501호 (거제동, 한양타워빌)","611713","늘푸른환경","20170907104126","I","2018-08-31 23:59:59.0","","389498.499881834","190511.175423307","분뇨등관련영업관리","","","","","","","","",
"57","분뇨수집운반업","09_30_10_P","3380000","338000053199700001","19970722","","01","영업/정상","11","영업","","","","","","","613814","부산광역시 수영구 남천동 19-30","부산광역시 수영구 수영로 396  (남천동)","","(주)광안환경","20080904171515","I","2018-08-31 23:59:59.0","","392016.787788396","184527.510265805","분뇨등관련영업관리","","","","","","","","",
"58","분뇨수집운반업","09_30_10_P","3380000","338000053200000001","20000128","","01","영업/정상","11","영업","","","","","","","613011","부산광역시 수영구 남천동 12-19","부산광역시 수영구 남천동로 7  (남천동)","","(주)광안환경 (최초,남부위생)","20070828095748","I","2018-08-31 23:59:59.0","","392207.132591733","184691.371070203","분뇨등관련영업관리","","","","","","","","",
"59","분뇨수집운반업","09_30_10_P","3380000","338000053200600001","20060518","","01","영업/정상","11","영업","","","","","626-8217","","","부산광역시 수영구 광안동 98-1","부산광역시 수영구 수영로666번길 6, 수영역삼정그린코아더시티 1218호 (광안동)","48268","수영정화","20201130103951","U","2020-12-02 02:40:00.0","","392633.171528095","187139.165668998","분뇨등관련영업관리","","","","","","","","",
"60","분뇨수집운반업","09_30_10_P","3380000","338000053200900001","20090409","","01","영업/정상","11","영업","","","","","051-751-0572","","","부산광역시 수영구 민락동 177-1 파로스오피스텔","부산광역시 수영구 광안해변로 263, 파로스오피스텔 1006호 (민락동)","48285","(주)동우위생","20201130103902","U","2020-12-02 02:40:00.0","","393339.479016586","186122.144380181","분뇨등관련영업관리","","","","","","","","",
"61","분뇨수집운반업","09_30_10_P","3390000","339000053199500001","19800125","","01","영업/정상","11","영업","","","","","051-322-5400","","","부산광역시 사상구 엄궁동 643-8 철강판매단지 202호","부산광역시 사상구 강변대로532번길 41, 철강판매단지 202호 (엄궁동)","47031","사북환경","20220405170037","U","2022-04-07 02:40:00.0","분뇨 처리업","379225.358306865","183207.467245556","분뇨등관련영업관리","분뇨 처리업","","","","0","","0","",
"62","분뇨수집운반업","09_30_10_P","3390000","339000053199500002","19780704","","01","영업/정상","11","영업","","","","","051-301-7777","","617070","부산광역시 사상구 삼락동 71-1","부산광역시 사상구 낙동대로 1514 (삼락동)","617825","(주)유성정화","20211130103153","U","2021-12-02 02:40:00.0","","380624.551554055","190038.493733291","분뇨등관련영업관리","","","","","0","","0","",
"63","분뇨수집운반업","09_30_10_P","3390000","339000053199500003","19891229","","01","영업/정상","11","영업","","","","","0513133623","","","부산광역시 사상구 감전동 116-7 삼주오피스텔","부산광역시 사상구 괘감로 131, 513호 (감전동)","46982","북부위생(주)","20211126154641","U","2021-11-28 02:40:00.0","","381144.366063273","185965.49006812","분뇨등관련영업관리","","","","","0","","0","",
"64","분뇨수집운반업","09_30_10_P","3400000","340000053199300003","19930624","","01","영업/정상","11","영업","","","","","051-722-6660","","619903","부산광역시 기장군 기장읍 대라리 406-3","부산광역시 기장군 기장읍 차성로 265","619903","(주)신라정화사","20220414172313","U","2022-04-16 02:40:00.0","","401391.375537312","195774.67538181","분뇨등관련영업관리","","","","","0","","0","",
"65","분뇨수집운반업","09_30_10_P","3400000","340000053199900001","19930618","","01","영업/정상","11","영업","","","","","051-722-1488","","619903","부산광역시 기장군 기장읍 대라리 406-3","부산광역시 기장군 기장읍 차성로 265","619903","차성정화","20220414172423","U","2022-04-16 02:40:00.0","","401391.375537312","195774.67538181","분뇨등관련영업관리","","","","","0","","0","",
"66","분뇨수집운반업","09_30_10_P","3400000","340000053188300001","19831226","","03","폐업","2","폐업","20110208","","","","051  7212340","","619903","부산광역시 기장군 기장읍 대라리 170-5","부산광역시 기장군 기장읍 차성로190번길 97","","동부정화사","20110208151451","I","2018-08-31 23:59:59.0","","401638.040844059","195299.187228319","분뇨등관련영업관리","","","","","","","","",
"67","분뇨수집운반업","09_30_10_P","3400000","340000053199300002","19930624","","03","폐업","2","폐업","20090309","","","","051  7226565","","619903","부산광역시 기장군 기장읍 대라리 170-5","부산광역시 기장군 기장읍 차성로190번길 97","","기장위생","20110208152437","I","2018-08-31 23:59:59.0","분뇨 처리업","401638.040844059","195299.187228319","분뇨등관련영업관리","분뇨 처리업","","","","","","","",
"68","분뇨수집운반업","09_30_10_P","3400000","340000053199300004","19930827","","03","폐업","2","폐업","20050524","","","","051  7222275","","619903","부산광역시 기장군 기장읍 대라리 72-1","","","(주)오성정화","20030902142008","I","2018-08-31 23:59:59.0","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","","","","",
"69","분뇨수집운반업","09_30_10_P","3400000","340000053199300005","19930827","","03","폐업","2","폐업","20050524","","","","051  7222275","","619903","부산광역시 기장군 기장읍 대라리 72-1","","","(주)오성정화","20030902145327","I","2018-08-31 23:59:59.0","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","","","","",
"70","분뇨수집운반업","09_30_10_P","3400000","340000053199900002","20061228","","03","폐업","2","폐업","20130214","","","","","","619903","부산광역시 기장군 기장읍 대라리 148-19","","","(주)차성정화사","20130214093116","I","2018-08-31 23:59:59.0","","","","분뇨등관련영업관리","","","","","","","","",
