"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총종업원수",
"14","사료제조업","02_04_05_P","6260000","626000050220080001","20080108","","01","영업/정상","0000","정상","","","","","0517015070","","","부산광역시 해운대구 좌동  1317번지 0호 경동지플러스 상가동 302호","부산광역시 해운대구 세실로 30, 상가동 302호 (좌동, 경동지플러스)","48110","에이티씨(A. T. C)","20190130092823","I","2019-02-01 02:21:07.0","사료제조업(수입)","398491.352089522","187644.220019205","사료제조업","","","000","",
"15","사료제조업","02_04_05_P","6260000","626000050220190004","20190130","","01","영업/정상","0000","정상","","","","","0512938589","","","부산광역시 남구 문현동  351번지 30호 부산은행 101호","부산광역시 남구 지게골로 50, 1층 (문현동)","","금호마린테크(주)","20190130092256","I","2019-02-01 02:21:07.0","사료제조업(수입)","388648.171711974","183771.562227215","사료제조업","","","000","",
"16","사료제조업","02_04_05_P","6260000","626000050220190005","20190130","","01","영업/정상","0000","정상","","","","","","","","부산광역시 동래구 온천동  161번지 1호 온천장SKHUBolive 1204호","부산광역시 동래구 금강공원로 2, 1204호 (온천동, 온천장 SK HUB olive)","47710","구구물산","20190130092612","I","2019-02-01 02:21:07.0","사료제조업(수입)","389691.841106113","193029.858677409","사료제조업","","","000","",
"17","사료제조업","02_04_05_P","6260000","626000050220080003","20080122","","01","영업/정상","0000","정상","","","","","0512612996","0","604842","부산광역시 사하구 장림동  975번지 95호","부산광역시 사하구 하신중앙로3번가길 46 (장림동)","49479","에프씨에프(fcf)","20150702165341","I","2019-03-23 02:20:03.0","사료제조업(단미)","378687.638959558","177182.18228352","사료제조업","","","000","",
"18","사료제조업","02_04_05_P","6260000","626000050219750002","19750627","","01","영업/정상","0000","정상","","","","","0516303100","0","","","부산광역시 동구 충장대로 293 (좌천동)","","사조동아원(주) 부산공장","20220418145810","U","2022-04-20 02:40:00.0","사료제조업(단미)","387106.05009700000","183158.36402300000","사료제조업","","0","L00","0",
"19","사료제조업","02_04_05_P","6260000","626000050219750003","19750627","","01","영업/정상","0000","정상","","","","","0516308162","0","","부산광역시 동구 좌천동  68번지 21호","부산광역시 동구 충장대로 301 (좌천동)","","대한제분(주)","20200410144120","U","2020-04-12 02:40:00.0","사료제조업(단미)","387086.724698774","182806.357451634","사료제조업","","","000","",
"20","사료제조업","02_04_05_P","6260000","626000050219750004","19750630","","01","영업/정상","0000","정상","","","","","0516262841","0","","부산광역시 남구 대연동  598번지 7호","부산광역시 남구 용소로 101 (대연동)","","(주)한탑","20210426090550","U","2021-04-28 02:40:00.0","사료제조업(단미)","391837.520223043","183273.481560842","사료제조업","","","000","",
"21","사료제조업","02_04_05_P","6260000","626000050220160016","20160613","","01","영업/정상","0000","정상","","","","","07041098200","0","","부산광역시 기장군 기장읍 서부리 379번지 0호 동서산업 1동","부산광역시 기장군 기장읍 배산로8번길 16, 동서산업 1층","46058","(주)스티커스코퍼레이션","20211028163812","U","2021-10-30 02:40:00.0","사료제조업(단미)","400910.165225778","196954.622231542","사료제조업","","0","000","0",
"22","사료제조업","02_04_05_P","6260000","626000050220160017","20160613","","01","영업/정상","0000","정상","","","","","07041098200","0","","부산광역시 기장군 기장읍 서부리 379번지 0호 동서산업 1동","부산광역시 기장군 기장읍 배산로8번길 16, 동서산업 1층","46058","(주)스티커스코퍼레이션","20211028164223","U","2021-10-30 02:40:00.0","사료제조업(배합)","400910.165225778","196954.622231542","사료제조업","","0","000","0",
"23","사료제조업","02_04_05_P","6260000","626000050220160021","20160624","","01","영업/정상","0000","정상","","","","","","","","부산광역시 북구 구포동  1218번지 25호","부산광역시 북구 낙동북로 771, 2층 (구포동)","","루이맘 독앤푸드","20160803133328","I","2019-03-23 02:20:03.0","사료제조업(단미)","382543.156378986","190699.073282022","사료제조업","","","000","",
"24","사료제조업","02_04_05_P","6260000","626000050220160023","20160716","","01","영업/정상","0000","정상","","","","","0515433200","","","부산광역시 해운대구 반송동  887번지 0호 남흥아파트 1602호","부산광역시 해운대구 신반송로 163, 103동 1602호 (반송동, 남흥아파트)","48013","(주)펫앤미","20200326094802","U","2020-03-28 02:40:00.0","사료제조업(수입)","396762.007212144","194168.440554686","사료제조업","","","L00","",
"25","사료제조업","02_04_05_P","6260000","626000050220160024","20160718","","01","영업/정상","0000","정상","","","","","0519088404","","","부산광역시 금정구 청룡동  33번지 4호 동산오차드힐 1-1호","부산광역시 금정구 청룡예전로 17, 1층 1-1호 (청룡동,동산오차드힐)","46218","(주)정인","20160718084426","I","2019-03-23 02:20:03.0","사료제조업(배합)","390158.945016973","199237.917206525","사료제조업","","","000","",
"26","사료제조업","02_04_05_P","6260000","626000050220160025","20160718","","01","영업/정상","0000","정상","","","","","0519088404","","","부산광역시 금정구 청룡동  33번지 4호 동산오차드힐 1-1호","부산광역시 금정구 청룡예전로 17, 1층 1-1호 (청룡동,동산오차드힐)","46218","(주)정인","20160718090626","I","2019-03-23 02:20:03.0","사료제조업(단미)","390158.945016973","199237.917206525","사료제조업","","","000","",
"27","사료제조업","02_04_05_P","6260000","626000050220160026","20160725","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 강서구 대저1동  3690번지 23호","부산광역시 강서구 평강로193번길 47 (대저1동)","","퍼플","20210420154759","U","2021-04-22 02:40:00.0","사료제조업(배합)","376657","191210","사료제조업","","","000","",
"28","사료제조업","02_04_05_P","6260000","626000050220160027","20160725","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 강서구 대저1동  3690번지 23호","부산광역시 강서구 평강로193번길 47 (대저1동)","","퍼플","20201201103531","U","2020-12-03 02:40:00.0","사료제조업(단미)","376657","191210","사료제조업","","","000","",
"29","사료제조업","02_04_05_P","6260000","626000050220160028","20160725","","01","영업/정상","0000","정상","","","","","0514416294","","","부산광역시 수영구 민락동  179번지 11호 허브스카이 901호","부산광역시 수영구 광안해변로 237, 901호 (민락동,허브스카이)","","(주)현우에프엔이","20160725125132","I","2019-03-23 02:20:03.0","사료제조업(수입)","393101.663017873","186009.733234211","사료제조업","","","000","",
"30","사료제조업","02_04_05_P","6260000","626000050220160029","20160727","","01","영업/정상","0000","정상","","","","","0517476464","","","부산광역시 해운대구 중동  262번지 1호 삼정그린코아상가 201호","부산광역시 해운대구 해운대로 777, 201호 (중동,삼정그린코아상가)","","뽀독뽀독수제간식","20160727094709","I","2019-03-23 02:20:03.0","사료제조업(단미)","397965.47339667","187645.506672615","사료제조업","","","000","",
"31","사료제조업","02_04_05_P","6260000","626000050220160032","20160831","","01","영업/정상","0000","정상","","","","","0517227427","","","부산광역시 기장군 기장읍 만화리 209번지 2호","부산광역시 기장군 기장읍 동서길 98-3","46052","세븐네이쳐","20160831181302","I","2019-03-23 02:20:03.0","사료제조업(단미)","400131.04629718","197735.553485973","사료제조업","","","000","",
"32","사료제조업","02_04_05_P","6260000","626000050220160033","20160907","","01","영업/정상","0000","정상","","","","","","","","부산광역시 금정구 장전동  416번지 25호","부산광역시 금정구 금정로 90, 3층 (장전동)","46290","아스빅인터(주)","20160907103054","I","2019-03-23 02:20:03.0","사료제조업(수입)","389923.331756599","194574.979567074","사료제조업","","","L00","",
"33","사료제조업","02_04_05_P","6260000","626000050220160034","20161011","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 해운대구 우동  1410번지 2호 우신골든메르시아 B103-1호","부산광역시 해운대구 마린시티3로 46, 지하1층 B103-1호 (우동, 우신골든메르시아)","48119","허니비","20180228094444","I","2019-03-23 02:20:03.0","사료제조업(단미)","395423.534893015","186093.182590095","사료제조업","","","000","",
"34","사료제조업","02_04_05_P","6260000","626000050220160035","20161025","","01","영업/정상","0000","정상","","","","","0517522932","0","","부산광역시 남구 용호동  377번지 3호 부산시범공단 901호","부산광역시 남구 용호로159번길 94, 901호 (용호동,부산시범공단)","","(주)서화제약","20161121095250","I","2019-03-23 02:20:03.0","사료제조업(단미)","392880.268663129","181864.088029051","사료제조업","","","L00","",
"35","사료제조업","02_04_05_P","6260000","626000050220160036","20161025","","01","영업/정상","0000","정상","","","","","07042210113","0","","부산광역시 사상구 학장동  820번지 1호 학장무학아파트 상가동 3호","부산광역시 사상구 대동로 84, 상가동 지하1층 3호 (학장동,학장무학아파트)","","페티즈(petis)","20170419133943","I","2019-03-23 02:20:03.0","사료제조업(단미)","380141.966313778","183738.6911144","사료제조업","","","000","",
"36","사료제조업","02_04_05_P","6260000","626000050220170001","20170103","","01","영업/정상","0000","정상","","","","","","","","부산광역시 부산진구 양정동  511번지 3호 현대프라자 215호","부산광역시 부산진구 동평로 350, 215호 (양정동,현대프라자)","47206","오늘까까","20170103150633","I","2019-03-23 02:20:03.0","사료제조업(단미)","387904.050765451","188095.52533553","사료제조업","","","000","",
"37","사료제조업","02_04_05_P","6260000","626000050220170002","20170205","","01","영업/정상","0000","정상","","","","","0512045177","","","부산광역시 동구 초량동  1143번지 13호 9층패스파인더초량점L13호","부산광역시 동구 중앙대로 319, 9층패스파인더초량점L13호 (초량동)","48792","미래통상","20200522104239","U","2020-05-24 02:40:00.0","사료제조업(수입)","386328.536513895","182601.921680056","사료제조업","","","000","",
"38","사료제조업","02_04_05_P","6260000","626000050219750001","19750805","","01","영업/정상","0000","정상","","","","","0516005100","0","","부산광역시 사상구 감전동  127번지 17호","부산광역시 사상구 새벽시장로 21 (감전동)","","고려산업(주)","20151014133830","I","2019-03-23 02:20:03.0","사료제조업(배합)","380039.42787448","185929.061224432","사료제조업","","","000","",
"39","사료제조업","02_04_05_P","6260000","626000050220030003","20030429","","01","영업/정상","0000","정상","","","","","0516061900","0","","부산광역시 남구 문현동  1104번지 4호 외 4필지","부산광역시 남구 우암로 337 (문현동,외 4필지)","","(주)농협사료 부산바이오","20220216151616","U","2022-02-18 02:40:00.0","사료제조업(수입)","388298.58931572","183380.156210672","사료제조업","","0","000","0",
"40","사료제조업","02_04_05_P","6260000","626000050220050003","20050726","","01","영업/정상","0000","정상","","","","","0512914208","","","","부산광역시 사하구 하신중앙로 133-0 (신평동)","49429","이화유지공업(주)","20150702162426","I","2019-03-23 02:20:03.0","사료제조업(단미)","379028.496159721","178626.290764131","사료제조업","","","000","",
"41","사료제조업","02_04_05_P","6260000","626000050220050004","20050726","","01","영업/정상","0000","정상","","","","","0512914208","","","","부산광역시 사하구 하신중앙로 133-0 (신평동)","49429","이화유지공업(주)","20150702162453","I","2019-03-23 02:20:03.0","사료제조업(단미)","379028.496159721","178626.290764131","사료제조업","","","000","",
"42","사료제조업","02_04_05_P","6260000","626000050220160037","20161031","","01","영업/정상","0000","정상","","","","","0512558881","","","부산광역시 중구 보수동2가  93번지 1호","부산광역시 중구 보수대로124번길 66 (보수동2가)","","(주)홍성통상","20161031210436","I","2019-03-23 02:20:03.0","사료제조업(수입)","384470.137073686","180226.107998986","사료제조업","","","L00","",
"43","사료제조업","02_04_05_P","6260000","626000050220170003","20170208","","01","영업/정상","0000","정상","","","","","0517585355","","","부산광역시 금정구 금사동  75번지 62호","부산광역시 금정구 공단로 68-12 (금사동)","46332","오엠씨코리아(주)","20180124165439","I","2019-03-23 02:20:03.0","사료제조업(수입)","392500","193111","사료제조업","","","L00","",
"44","사료제조업","02_04_05_P","6260000","626000050220170006","20170212","","01","영업/정상","0000","정상","","","","","0517471021","","","부산광역시 해운대구 우동  1407번지 해운대두산위버더제니스 103동 1503호","부산광역시 해운대구 마린시티2로 33, 103동 1503호 (우동,해운대두산위버더제니스)","48119","(주)제이앤케이글로벌","20170212142529","I","2019-03-23 02:20:03.0","사료제조업(수입)","395388.715069604","186268.853282623","사료제조업","","","L00","",
"45","사료제조업","02_04_05_P","6260000","626000050220170007","20170223","","01","영업/정상","0000","정상","","","","","0517045256","0","","부산광역시 기장군 기장읍 대라리 189번지 5호","부산광역시 기장군 기장읍 차성로190번길 23, 1층","","반자주","20201211085801","U","2020-12-13 02:40:00.0","사료제조업(단미)","401478.622104701","194987.35263169","사료제조업","","","000","",
"46","사료제조업","02_04_05_P","6260000","626000050220170008","20170309","","01","영업/정상","0000","정상","","","","","","","","부산광역시 해운대구 재송동  1200번지 다&#49406;센텀파크 1차 2상가동 104호","부산광역시 해운대구 센텀중앙로 145, 2상가동 104호 (재송동,다&#49406;센텀파크1차)","","맘스독","20170309104320","I","2019-03-23 02:20:03.0","사료제조업(단미)","393239.237933586","188619.149645081","사료제조업","","","000","",
"47","사료제조업","02_04_05_P","6260000","626000050220170010","20170324","","01","영업/정상","0000","정상","","","","","0514413330","","","부산광역시 중구 중앙동4가  89번지 14호 정석빌딩 1105호","부산광역시 중구 중앙대로 88, 정석빌딩 1105호 (중앙동4가)","48939","로얄디엔엘인터내셔널(주)","20180205175431","I","2019-03-23 02:20:03.0","사료제조업(수입)","385616.660201449","180406.241287734","사료제조업","","","L00","",
"48","사료제조업","02_04_05_P","6260000","626000050220170011","20170403","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 해운대구 좌동  1477번지 1호 더퍼스트오피스텔 107-2호","부산광역시 해운대구 양운로42번길 11, 107-2호 (좌동,더퍼스트오피스텔)","","망구네","20171020165925","I","2019-03-23 02:20:03.0","사료제조업(단미)","398304.016430747","187579.08017232","사료제조업","","","000","",
"49","사료제조업","02_04_05_P","6260000","626000050220170012","20170421","","01","영업/정상","0000","정상","","","","","","","","부산광역시 강서구 대저1동  333번지 22호","부산광역시 강서구 대저중앙로347번길 33-2 (대저1동)","","그린푸드텍","20210118165119","U","2021-01-20 02:40:00.0","사료제조업(단미)","380651.319008841","193257.852081168","사료제조업","","","000","",
"50","사료제조업","02_04_05_P","6260000","626000050220170013","20170421","","01","영업/정상","0000","정상","","","","","","","","부산광역시 강서구 대저1동  333번지 22호","부산광역시 강서구 대저중앙로347번길 33-2 (대저1동)","","그린푸드텍","20170421144433","I","2019-03-23 02:20:03.0","사료제조업(배합)","380651.319008841","193257.852081168","사료제조업","","","000","",
"51","사료제조업","02_04_05_P","6260000","626000050220170014","20170424","","01","영업/정상","0000","정상","","","","","","","","부산광역시 중구 중앙동4가  36번지 16호","부산광역시 중구 대청로141번길 20, 2층 (중앙동4가)","48930","발토(BALTO)","20170424162940","I","2019-03-23 02:20:03.0","사료제조업(단미)","385496.381414851","180278.607770937","사료제조업","","","000","",
"52","사료제조업","02_04_05_P","6260000","626000050220170015","20170427","","01","영업/정상","0000","정상","","","","","0517013111","","","부산광역시 해운대구 좌동  1315번지 해운대삼정코아주상복합 126호","부산광역시 해운대구 세실로 48, 126호 (좌동,해운대삼정코아주상복합)","","출출한강아지","20170428144143","I","2019-03-23 02:20:03.0","사료제조업(단미)","398407.043332602","187784.843934451","사료제조업","","","000","",
"53","사료제조업","02_04_05_P","6260000","626000050220170017","20170512","","01","영업/정상","0000","정상","","","","","0519730011","0","","부산광역시 강서구 미음동  1550번지 9호","부산광역시 강서구 미음산단로377번길 8 (미음동)","","(주)위드포비","20200410140923","U","2020-04-12 02:40:00.0","사료제조업(수입)","369325.705193954","185785.977976042","사료제조업","","","000","",
"54","사료제조업","02_04_05_P","6260000","626000050220170018","20170518","","01","영업/정상","0000","정상","","","","","07088278084","","","부산광역시 사상구 감전동  127번지 3호","부산광역시 사상구 새벽시장로9번길 22 (감전동)","46978","(주)에스앤인터내쇼날","20170518104819","I","2019-03-23 02:20:03.0","사료제조업(수입)","379943.496247726","185997.845664957","사료제조업","","","L00","",
"55","사료제조업","02_04_05_P","6260000","626000050220170019","20170522","","01","영업/정상","0000","정상","","","","","0517118980","","","부산광역시 강서구 송정동  1650번지 8호","부산광역시 강서구 녹산산단381로12번길 5 (송정동)","","대보산업(주)","20170522153034","I","2019-03-23 02:20:03.0","사료제조업(단미)","369542.333034459","178408.504776108","사료제조업","","","L00","",
"56","사료제조업","02_04_05_P","6260000","626000050220170020","20170522","","01","영업/정상","0000","정상","","","","","0517118980","","","부산광역시 강서구 송정동  1650번지 8호","부산광역시 강서구 녹산산단381로12번길 5 (송정동)","","대보산업(주)","20170522153301","I","2019-03-23 02:20:03.0","사료제조업(단미)","369542.333034459","178408.504776108","사료제조업","","","L00","",
"57","사료제조업","02_04_05_P","6260000","626000050220170021","20170524","","01","영업/정상","0000","정상","","","","","0518318189","","","부산광역시 강서구 대저2동  1491번지 3호","부산광역시 강서구 공항진입로12번길 81-1 (대저2동)","46719","제일무역","20170722151811","I","2019-03-23 02:20:03.0","사료제조업(수입)","378303.395649928","189020.350963883","사료제조업","","","000","",
"58","사료제조업","02_04_05_P","6260000","626000050220170022","20170610","","01","영업/정상","0000","정상","","","","","0512410162","","","부산광역시 서구 남부민동  690번지 1호","부산광역시 서구 충무대로 214 (남부민동)","","(주)남일씨푸드","20170610165154","I","2019-03-23 02:20:03.0","사료제조업(수입)","384560.270958124","178650.41017002","사료제조업","","","L00","",
"59","사료제조업","02_04_05_P","6260000","626000050220170024","20170622","","01","영업/정상","0000","정상","","","","","0512650249","","","부산광역시 사하구 장림동  567번지","부산광역시 사하구 장평로71번길 9 (장림동)","","태성상사","20170628100414","I","2019-03-23 02:20:03.0","사료제조업(단미)","379857.693889694","176540.067155267","사료제조업","","","000","",
"60","사료제조업","02_04_05_P","6260000","626000050220170025","20170719","","01","영업/정상","0000","정상","","","","","","","","부산광역시 동래구 명장동  138번지 28호","부산광역시 동래구 명안로 76-1 (명장동)","47774","정성심","20170719081519","I","2019-03-23 02:20:03.0","사료제조업(단미)","391566.635916706","191370.448874479","사료제조업","","","000","",
"61","사료제조업","02_04_05_P","6260000","626000050220170028","20170802","","01","영업/정상","0000","정상","","","","","","","","부산광역시 사상구 학장동  574번지 111호 1차삼성아파트 상가동 101호","부산광역시 사상구 대동로 148-29, 상가동 101호 (학장동,1차삼성아파트)","","경은","20170802135345","I","2019-03-23 02:20:03.0","사료제조업(단미)","380753.003983998","184018.929368907","사료제조업","","","000","",
"62","사료제조업","02_04_05_P","6260000","626000050220170032","20170929","","01","영업/정상","0000","정상","","","","","","","","","부산광역시 사하구 윤공단로 123, 121동 105호 (다대동,푸르지오상가)","","마리네 쿡","20171017165921","I","2019-03-23 02:20:03.0","사료제조업(단미)","380140.36751200000","175849.84304200000","사료제조업","","","000","",
"63","사료제조업","02_04_05_P","6260000","626000050220170033","20171204","","01","영업/정상","0000","정상","","","","","0517598466","","","부산광역시 수영구 광안동  515번지 8호","부산광역시 수영구 광일로56번길 30 (광안동)","","엠제이컴퍼니","20171204103223","I","2019-03-23 02:20:03.0","사료제조업(단미)","392025.643998867","187023.661319851","사료제조업","","","000","",
"64","사료제조업","02_04_05_P","6260000","626000050220170034","20171206","","01","영업/정상","0000","정상","","","","","","","","부산광역시 수영구 광안동  193번지 4호 부산광안대우아이빌 상가동 1004호","부산광역시 수영구 광안로62번길 39, 부산광안대우아이빌 1004호 (광안동)","","(주)일성트레이딩","20171206112909","I","2019-03-23 02:20:03.0","사료제조업(수입)","392903.676150034","185823.335338642","사료제조업","","","000","",
"65","사료제조업","02_04_05_P","6260000","626000050220170035","20171207","","01","영업/정상","0000","정상","","","","","","","","부산광역시 중구 대창동2가  35번지 3호","부산광역시 중구 중앙대로 135-1 (대창동2가)","","팜스토리","20171207140805","I","2019-03-23 02:20:03.0","사료제조업(수입)","385641.076742863","180862.706263431","사료제조업","","","000","",
"66","사료제조업","02_04_05_P","6260000","626000050220170036","20171229","","01","영업/정상","0000","정상","","","","","0513410983","0","","부산광역시 북구 덕천동  345번지 1호","부산광역시 북구 만덕대로39번길 34, 2층 (덕천동)","","헤아림","20191004111327","U","2019-10-06 02:40:00.0","사료제조업(단미)","382863.468814753","192233.106547112","사료제조업","","","000","",
"67","사료제조업","02_04_05_P","6260000","626000050220180001","20180123","","01","영업/정상","0000","정상","","","","","0515321435","","","부산광역시 사하구 장림동  1086번지 8호 B동","부산광역시 사하구 다산로 271 (장림동)","","(주)뉴트리셀","20180123112041","I","2019-03-23 02:20:03.0","사료제조업(배합)","378125.662127392","177039.506683026","사료제조업","","","000","",
"68","사료제조업","02_04_05_P","6260000","626000050220180002","20180123","","01","영업/정상","0000","정상","","","","","0515321435","","","부산광역시 사하구 장림동  1086번지 8호 B동","부산광역시 사하구 다산로 271, B동 (장림동)","","(주)뉴트리셀","20180123112504","I","2019-03-23 02:20:03.0","사료제조업(단미)","378125.662127392","177039.506683026","사료제조업","","","000","",
"69","사료제조업","02_04_05_P","6260000","626000050220180003","20180123","","01","영업/정상","0000","정상","","","","","0517585355","","","부산광역시 금정구 금사동  75번지 62호","부산광역시 금정구 공단로 68-12 (금사동)","46332","오엠씨코리아(주)","20180123114016","I","2019-03-23 02:20:03.0","사료제조업(단미)","392500","193111","사료제조업","","","000","",
"70","사료제조업","02_04_05_P","6260000","626000050220180004","20180123","","01","영업/정상","0000","정상","","","","","0517585355","","","부산광역시 금정구 금사동  75번지 62호","부산광역시 금정구 공단로 68-12 (금사동)","","오엠씨코리아(주)","20180123125231","I","2019-03-23 02:20:03.0","사료제조업(보조)","392500","193111","사료제조업","","","000","",
"71","사료제조업","02_04_05_P","6260000","626000050220180005","20180125","","01","영업/정상","0000","정상","","","","","","","","부산광역시 서구 암남동  720번지 13호","부산광역시 서구 원양로 96 (암남동)","49276","한성종합상사","20180125095523","I","2019-03-23 02:20:03.0","사료제조업(단미)","383512","175508","사료제조업","","","000","",
"72","사료제조업","02_04_05_P","6260000","626000050220180006","20180207","","01","영업/정상","0000","정상","","","","","","","","부산광역시 금정구 금사동  62번지 10호","부산광역시 금정구 삼어로 213-1 (금사동)","","와이제이코리아","20180207172657","I","2019-03-23 02:20:03.0","사료제조업(수입)","392602.555663001","192634.005481759","사료제조업","","","000","",
"73","사료제조업","02_04_05_P","6260000","626000050220180010","20180405","","01","영업/정상","0000","정상","","","","","","","","부산광역시 북구 만덕동  216번지 7호 그린코아아파트 상가동 4-7호","부산광역시 북구 덕천로234번길 47, 상가동 4층 7호 (만덕동, 그린코아아파트)","46605","JW 펫푸드","20180405083603","I","2019-03-23 02:20:03.0","사료제조업(단미)","384776.04113361","191712.881178391","사료제조업","","","000","",
