"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"31","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200000012","20020524","","01","영업/정상","11","영업","","","","","051 5218101","","607811","부산광역시 동래구 명장동 321-66","","","녹수건설(주)","20040402100115","I","2018-08-31 23:59:59.0","","391459.826672749","191841.673334805","분뇨등관련영업관리","","","","","","","","",
"32","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200000013","20021108","","01","영업/정상","11","영업","","","","","051 5051204","","607815","부산광역시 동래구 사직동 79-1","","","ACE(에이스)환경산업","20030813093033","I","2018-08-31 23:59:59.0","","387347.391825238","190575.737462654","분뇨등관련영업관리","","","","","","","","",
"33","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200300015","20030808","","01","영업/정상","11","영업","","","","","","","607823","부산광역시 동래구 수안동 40-0002","","","한국종합환경산업(주)","20030811104151","I","2018-08-31 23:59:59.0","","390144.111432534","190453.524937101","분뇨등관련영업관리","","","","","","","","",
"34","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200400002","20040226","","01","영업/정상","11","영업","","","","","","","607836","부산광역시 동래구 온천동 1440-10","","","(주)청호이.엔.지","20090529140020","I","2018-08-31 23:59:59.0","","389125.250555989","191418.802363116","분뇨등관련영업관리","","","","","","","","",
"35","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200800001","20080121","","01","영업/정상","11","영업","","","","","0515835141","","607825","부산광역시 동래구 안락동 171-12","","","(주)한국환경이엔지","20090525142630","I","2018-08-31 23:59:59.0","","392287.216248758","190001.625744624","분뇨등관련영업관리","","","","","","","","",
"36","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053201500001","20150703","","01","영업/정상","11","영업","","","","","528-82010","","607805","부산광역시 동래구 명륜동 647-6 2층 201호","부산광역시 동래구 동래로 84 (명륜동)","607805","(주)은경이엔지","20150703103451","I","2018-08-31 23:59:59.0","","389490.422165203","191816.303143584","분뇨등관련영업관리","","","","","","","","",
"37","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200000001","20000103","","03","폐업","2","폐업","20020617","","","","051 5532543","","607768","부산광역시 동래구 수안동 34-1    새동래3차아파트 6동 202호","","","그린환경(주)","20030722113513","I","2018-08-31 23:59:59.0","","","","분뇨등관련영업관리","","","","","","","","",
"38","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200000002","20000306","","03","폐업","2","폐업","20021002","","","","","","607838","부산광역시 동래구 온천동 891-0","","","원경엔지니어링(주)","20030722113349","I","2018-08-31 23:59:59.0","","388480.931910937","192150.809570235","분뇨등관련영업관리","","","","","","","","",
"39","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200000004","20000804","","03","폐업","2","폐업","20080630","","","","051 5562123","","607837","부산광역시 동래구 온천동 1428-30","","","대영건설(주)","20080630173310","I","2018-08-31 23:59:59.0","","388532.936821714","191774.030080915","분뇨등관련영업관리","","","","","","","","",
"40","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200000006","20000810","","03","폐업","2","폐업","20030730","","","","051 5570395","","607804","부산광역시 동래구 명륜동 297-1","","","금승엔지니어링(주)","20030812102605","I","2018-08-31 23:59:59.0","","","","분뇨등관련영업관리","","","","","","","","",
"41","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200000007","20000810","","03","폐업","2","폐업","20011027","","","","051 5520830","","607834","부산광역시 동래구 온천동 460-69","","","해경개발(주)","20030812103113","I","2018-08-31 23:59:59.0","","","","분뇨등관련영업관리","","","","","","","","",
"42","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200000008","20000814","","03","폐업","2","폐업","20001218","","","","051 5574865","","607829","부산광역시 동래구 안락동 795-5","","","더난건설(주)","20030812103434","I","2018-08-31 23:59:59.0","","","","분뇨등관련영업관리","","","","","","","","",
"43","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200000014","20021221","","03","폐업","2","폐업","20030721","","","","051 5075257","","607843","부산광역시 동래구 온천동 1465-1","","","(주)메르덤건설","20030813093949","I","2018-08-31 23:59:59.0","","388408.214241187","191135.874398487","분뇨등관련영업관리","","","","","","","","",
"44","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200000015","20030808","","03","폐업","2","폐업","20080424","","","","051 5556511","","607823","부산광역시 동래구 수안동 40-2","","","한국종합환경산업(주)","20080424102839","I","2018-08-31 23:59:59.0","","390144.111432534","190453.524937101","분뇨등관련영업관리","","","","","","","","",
"45","개인하수처리시설관리업(사업장)","09_30_03_P","3300000","330000053200800002","20080707","","03","폐업","2","폐업","20160516","","","","0515562123","","607062","부산광역시 동래구 온천동 1428-30 4층","부산광역시 동래구 충렬대로 91  (온천동,4층)","","대영건설이엔지(주)","20160516175433","I","2018-08-31 23:59:59.0","","388532.936821714","191774.030080915","분뇨등관련영업관리","","","","","","","","",
"46","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200000001","20000107","","02","휴업","1","휴업","","20130207","","","","","608040","부산광역시 남구 문현동 127-51","부산광역시 남구 문현로23번길 10  (문현동)","","(주)동해환경","20130207092320","I","2018-08-31 23:59:59.0","","388825.788637512","184487.967513063","분뇨등관련영업관리","","","","","","","","",
"47","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200000002","20000107","","01","영업/정상","11","영업","","","","","","","608092","부산광역시 남구 용호동 531-1","부산광역시 남구 용호로197번길 20-4  (용호동)","","(주)환화환경","20000920163537","I","2018-08-31 23:59:59.0","하수, 분뇨 및 축산폐기물 처리업","392465.988844935","181543.202587708","분뇨등관련영업관리","하수, 분뇨 및 축산폐기물 처리업","","","","","","","",
"48","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200000003","20000107","","01","영업/정상","11","영업","","","","","0516222651","","","부산광역시 남구 용호동 51-2","부산광역시 남구 동명로105번길 89, 1층 (용호동)","48522","(주)남주환경산업","20210409165105","U","2021-04-11 02:40:00.0","","392104.266983157","182587.06649203","분뇨등관련영업관리","","","","","","","","",
"49","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200000005","20000107","","01","영업/정상","11","영업","","","","","005106261823","","608023","부산광역시 남구 대연동 30-4","부산광역시 남구 수영로366번길 16-6  (대연동)","","미래환경(주)","20000920164707","I","2018-08-31 23:59:59.0","하수, 분뇨 및 축산폐기물 처리업","391869.059177471","184230.827106521","분뇨등관련영업관리","하수, 분뇨 및 축산폐기물 처리업","","","","","","","",
"50","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200000006","20000107","","01","영업/정상","11","영업","","","","","005106224274","","608766","부산광역시 남구 용호동 538-40 도시타워아파트 202호","부산광역시 남구 용호로232번길 31, 202호 (용호동, 도시타워아파트상가)","608766","(주)팔공환경엔지니어링","20210409172618","U","2021-04-11 02:40:00.0","","392177.054040305","181177.438378822","분뇨등관련영업관리","","","","","","","","",
"51","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200000007","20000107","","01","영업/정상","11","영업","","","","","005106227788","","608091","부산광역시 남구 용호동 51-14","부산광역시 남구 동명로105번길 83  (용호동)","","(주)대건","20000920165521","I","2018-08-31 23:59:59.0","하수, 분뇨 및 축산폐기물 처리업","392104.177903519","182557.440017324","분뇨등관련영업관리","하수, 분뇨 및 축산폐기물 처리업","","","","","","","",
"52","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200200001","20020120","","01","영업/정상","11","영업","","","","","","","608026","부산광역시 남구 대연동 1791-27","부산광역시 남구 진남로 118  (대연동)","","(주)케이제이엔지니어링","20021001133212","I","2018-08-31 23:59:59.0","하수처리, 폐기물처리 및 청소관련 서비스업","389709.588092399","184127.564856051","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","","","","",
"53","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200200002","20021209","","01","영업/정상","11","영업","","","","","","","608021","부산광역시 남구 대연동 892-19","부산광역시 남구 유엔로 133  (대연동)","","(주)조은환경","20030124095536","I","2018-08-31 23:59:59.0","사업시설 유지관리 서비스업","390500.809432039","183246.027635226","분뇨등관련영업관리","사업시설 유지관리 서비스업","","","","","","","",
"54","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200900001","20090416","","01","영업/정상","11","영업","","","","","051-643-8225","","","부산광역시 남구 문현동 61-23","부산광역시 남구 진남로 207, 2층 (문현동)","48409","(주)동해환경","20210409165329","U","2021-04-11 02:40:00.0","","389153.361849672","184778.657753035","분뇨등관련영업관리","","","","","","","","",
"55","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200800003","20081027","","01","영업/정상","11","영업","","","","","051-636-8548","","","부산광역시 남구 대연동 74-2","부산광역시 남구 수영로 294 (대연동, 대연동동일스위트)","48499","정수엔텍","20210409165252","U","2021-04-11 02:40:00.0","","391206.108718569","183916.087288998","분뇨등관련영업관리","","","","","","","","",
"56","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200000004","20000107","","03","폐업","2","폐업","20130207","","","","005106251618","","608023","부산광역시 남구 대연동 568-15","부산광역시 남구 유엔로 216  (대연동)","","(주)한신환경","20130207091930","I","2018-08-31 23:59:59.0","","391323.682366042","183209.178752077","분뇨등관련영업관리","","","","","","","","",
"57","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200800001","20080903","","03","폐업","2","폐업","20130207","","","","","","608040","부산광역시 남구 문현동 127-51","부산광역시 남구 문현로23번길 10  (문현동)","","(주)동해환경","20130207092242","I","2018-08-31 23:59:59.0","","388825.788637512","184487.967513063","분뇨등관련영업관리","","","","","","","","",
"58","개인하수처리시설관리업(사업장)","09_30_03_P","3310000","331000053200800002","20080929","","03","폐업","2","폐업","20130207","","","","","","608766","부산광역시 남구 용호동 538-40 도시타워상가 202호","부산광역시 남구 용호로232번길 31,  202호 (용호동,도시타워상가)","","(주)팔공환경엔지니어링","20130207092200","I","2018-08-31 23:59:59.0","","392177.054040305","181177.438378822","분뇨등관련영업관리","","","","","","","","",
"59","개인하수처리시설관리업(사업장)","09_30_03_P","3320000","332000053200000001","20000308","","01","영업/정상","11","영업","","","","","051 331 3351","","616093","부산광역시 북구 구포동 1235-8","부산광역시 북구 시랑로131번길 6  (구포동)","","신도환경산업","20000712101531","I","2018-08-31 23:59:59.0","","383005.741080624","190350.422328487","분뇨등관련영업관리","","","","","","","","",
"60","개인하수처리시설관리업(사업장)","09_30_03_P","3320000","332000053200000006","20000812","","01","영업/정상","11","영업","","","","","005103323455","","616807","부산광역시 북구 구포동 1123-1 0통0반","부산광역시 북구 사상로 596  (구포동)","","한성정화건업사","20020507154308","I","2018-08-31 23:59:59.0","분뇨 처리업","381261.862084579","190488.008694365","분뇨등관련영업관리","분뇨 처리업","","","","","","","",
"61","개인하수처리시설관리업(사업장)","09_30_03_P","3320000","332000053200000007","20060427","","01","영업/정상","11","영업","","","","","005103318877","","616803","부산광역시 북구 구포동 654-12","부산광역시 북구 백양대로 1149  (구포동)","","고성환경산업(주)","20060427174045","I","2018-08-31 23:59:59.0","분뇨 처리업","382395.155988829","191398.520780777","분뇨등관련영업관리","분뇨 처리업","","","","","","","",
"62","개인하수처리시설관리업(사업장)","09_30_03_P","3320000","332000053200400001","20040320","","01","영업/정상","11","영업","","","","","","","616090","부산광역시 북구 구포동 1224-141","","","한국환경엔지니어링","20040320094656","I","2018-08-31 23:59:59.0","","","","분뇨등관련영업관리","","","","","","","","",
"63","개인하수처리시설관리업(사업장)","09_30_03_P","3320000","332000053200400002","20041201","","01","영업/정상","11","영업","","","","","","","616819","부산광역시 북구 덕천동 389-10","부산광역시 북구 만덕대로 112  (덕천동)","","(주)신성종합환경","20041208111406","I","2018-08-31 23:59:59.0","","383589.007288727","192260.101028063","분뇨등관련영업관리","","","","","","","","",
"64","개인하수처리시설관리업(사업장)","09_30_03_P","3320000","332000053200700001","20071126","","01","영업/정상","11","영업","","","","","3319263","","616110","부산광역시 북구 만덕동 216-7 그린코아상가 3-16호","","","동부개발","20071127130620","I","2018-08-31 23:59:59.0","","384776.04113361","191712.881178391","분뇨등관련영업관리","","","","","","","","",
"65","개인하수처리시설관리업(사업장)","09_30_03_P","3320000","332000053200000005","20040914","","03","폐업","2","폐업","20040914","","","","","","616803","부산광역시 북구 구포동 718-26 0통0반","부산광역시 북구 백양대로 1129  (구포동)","","(주)호정엔지니어링","20070719174223","I","2018-08-31 23:59:59.0","분뇨 처리업","382214.22155131","191335.262407996","분뇨등관련영업관리","분뇨 처리업","","","","","","","",
"66","개인하수처리시설관리업(사업장)","09_30_03_P","3320000","332000053200000008","20001129","","03","폐업","2","폐업","20040401","","","","005103363351","","616809","부산광역시 북구 구포동 1252-7 0통0반","부산광역시 북구 시랑로136번길 22  (구포동)","","천호환경(주)","20040520105134","I","2018-08-31 23:59:59.0","분뇨 처리업","382918.754419173","190264.135431783","분뇨등관련영업관리","분뇨 처리업","","","","","","","",
"67","개인하수처리시설관리업(사업장)","09_30_03_P","3320000","332000053200000009","20020408","","03","폐업","2","폐업","20030414","","","","005103375040","","616809","부산광역시 북구 구포동 1262-13 0통0반","부산광역시 북구 낙동북로772번길 22  (구포동)","","더난건설(주)","20070719174029","I","2018-08-31 23:59:59.0","분뇨 처리업","382568.509004439","190566.415011325","분뇨등관련영업관리","분뇨 처리업","","","","","","","",
"68","개인하수처리시설관리업(사업장)","09_30_03_P","3320000","332000053200400003","20040520","","03","폐업","2","폐업","20071018","","","","","","616782","부산광역시 북구 만덕동 그린코아상가 3-16호","","","동부개발","20071018173110","I","2018-08-31 23:59:59.0","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등관련영업관리","하수, 분뇨 및 축산폐기물 처리업","","","","","","","",
"69","개인하수처리시설관리업(사업장)","09_30_03_P","3320000","332000053200500001","20050610","","03","폐업","2","폐업","20081106","","","","051 3429020","","616798","부산광역시 북구 화명동 732 삼한힐파크 120동","","","삼영이엔티크(주)","20081106174350","I","2018-08-31 23:59:59.0","","383718.70873538","194822.155172988","분뇨등관련영업관리","","","","","","","","",
"70","개인하수처리시설관리업(사업장)","09_30_03_P","3330000","333000053201300001","20130522","","01","영업/정상","11","영업","","","","","051-912-6661","","","부산광역시 해운대구 재송동 1212 큐비이센텀","부산광역시 해운대구 센텀중앙로 90, 큐비이센텀 2403호 (재송동)","48059","청우에이스(주)","20200723134815","I","2020-07-25 00:23:15.0","","393605.930358633","188324.973749177","분뇨등관련영업관리","","","","","","","","",
"71","개인하수처리시설관리업(사업장)","09_30_03_P","3330000","333000053201600001","20161212","","01","영업/정상","11","영업","","","","","521-3601","","","부산광역시 해운대구 반여동","부산광역시 해운대구 선수촌로 122, 101호 (반여동, 아시아선수촌아파트)","48037","금호엔텍","20200720145101","I","2020-07-22 00:23:16.0","하수처리, 폐기물처리 및 청소관련 서비스업","393143.35262625","191263.088957516","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","","","","",
"72","개인하수처리시설관리업(사업장)","09_30_03_P","3330000","333000053200000001","20000814","","03","폐업","2","폐업","20141006","","","","","","612831","부산광역시 해운대구 재송동 1086-9","","","(주)청솔환경","20141006172337","I","2018-08-31 23:59:59.0","","393501.098326369","189587.667745276","분뇨등관련영업관리","","","","","","","","",
"73","개인하수처리시설관리업(사업장)","09_30_03_P","3330000","333000053200100002","20011026","","03","폐업","2","폐업","20080114","","","","","","612815","부산광역시 해운대구 반여동 1355-19","부산광역시 해운대구 반여로 21  (반여동)","","(주)은경이엔지","20080115094813","I","2018-08-31 23:59:59.0","","392951.242519577","190453.463973418","분뇨등관련영업관리","","","","","","","","",
