"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총종업원수",
"14","동물판매업","02_03_07_P","3270000","327000004520210005","20210819","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동구 초량동 ****-**","부산광역시 동구 초량중로 **, *층 (초량동)","48819","개 이쁜 세상","20220428181029","I","2022-07-02 17:34:28.0","","385570.784118942","181237.984409197","동물판매업","동물판매업(일반)","000","0",
"15","동물판매업","02_03_07_P","3280000","328000004520080002","20080623","","01","영업/정상","0000","정상","","","","","412-4145","0","","부산광역시 영도구 봉래동*가 **","부산광역시 영도구 태종로 *** (봉래동*가)","49035","이브켄넬클럽","20220428181058","I","2022-07-02 17:34:28.0","","386426.10530800000","179280.02730100000","동물판매업","동물판매업(일반)","000","0",
"16","동물판매업","02_03_07_P","3280000","328000004520150001","20150304","","01","영업/정상","0000","정상","","","","","051-403-8484","0","","","부산광역시 영도구 동삼로 *** (동삼동)","49096","개in플레이","20220428181058","I","2022-07-02 17:34:28.0","","389182.86296269","178037.481181446","동물판매업","동물판매업(일반)","000","0",
"17","동물판매업","02_03_07_P","3280000","328000004520170001","20171102","","01","영업/정상","0000","정상","","","","","0514124145","0","","부산광역시 영도구 영선동*가 **-*","부산광역시 영도구 절영로 ***, *층 (영선동*가)","49056","사랑애견(야웅아놀자)","20220428181058","I","2022-07-02 17:34:28.0","","386030.638473189","178251.541071773","동물판매업","동물판매업(일반)","000","0",
"18","동물판매업","02_03_07_P","3280000","328000004520180014","20181002","","01","영업/정상","0000","정상","","","","","051-404-0208","0","","부산광역시 영도구 동삼동 ***-**","부산광역시 영도구 동삼로 ** (동삼동)","49107","퍼피하우스","20220428181059","I","2022-07-02 17:34:28.0","","388872.89199901","177254.227992518","동물판매업","동물판매업(일반)","000","0",
"19","동물판매업","02_03_07_P","3280000","328000004520200001","20200519","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 동삼동 *** 광해빌딩","부산광역시 영도구 태종로 ***, 광해빌딩 (동삼동)","49124","멍뭉이맘","20220428181100","I","2022-07-02 17:34:28.0","","389443.893670277","176672.166072538","동물판매업","동물판매업(일반)","000","0",
"20","동물판매업","02_03_07_P","3280000","328000004520210003","20210916","","01","영업/정상","0000","정상","","","","","0514185950","0","","부산광역시 영도구 영선동*가 **-*","부산광역시 영도구 남항로**번길 **, *층 (영선동*가)","49052","신아페","20220428181100","I","2022-07-02 17:34:28.0","","386241.120201282","178759.152124996","동물판매업","동물판매업(일반)","000","0",
"21","동물판매업","02_03_07_P","3280000","328000004520220001","20220330","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 영선동*가 **-*","부산광역시 영도구 절영로**번길 **(영선동*가)","49053","신아채","20220428181100","I","2022-07-02 17:34:28.0","","386176.860642893","178600.764667768","동물판매업","동물판매업(일반)","000","0",
"22","동물판매업","02_03_07_P","3290000","329000004520080001","20080205","","01","영업/정상","0000","정상","","","","","804-0600","","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 *** (양정동)","47215","부산애견","20220428181030","I","2022-07-02 17:34:28.0","","388229.657971879","187441.356817065","동물판매업","동물판매업(일반)","000","0",
"23","동물판매업","02_03_07_P","3290000","329000004520080003","20080225","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동","부산광역시 부산진구 중앙대로 *** (양정동)","47215","도도한냥이","20220428181030","I","2022-07-02 17:34:28.0","","388223","187408","동물판매업","동물판매업(일반)","000","0",
"24","동물판매업","02_03_07_P","3290000","329000004520080006","20080327","","01","영업/정상","0000","정상","","","","","8977592","0","","부산광역시 부산진구 가야동 ***-* 홈플러스가야점","부산광역시 부산진구 가야대로 *** (가야동,홈플러스가야점)","","쿨펫동물병원가야점","20220428181031","I","2022-07-02 17:34:28.0","","384668.520460332","185579.964272171","동물판매업","동물판매업(일반)","000","0",
"25","동물판매업","02_03_07_P","3290000","329000004520090001","20090911","","01","영업/정상","0000","정상","","","","","","","","부산광역시 부산진구 개금동 ***-*","부산광역시 부산진구 가야대로***번길 ** (개금동)","","멍냥이그루밍아카데미","20220428181031","I","2022-07-02 17:34:28.0","","384432.21857988","185374.519843344","동물판매업","동물판매업(일반)","000","0",
"26","동물판매업","02_03_07_P","3290000","329000004520100002","20100226","","01","영업/정상","0000","정상","","","","","","","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 거제대로 **-* (양정동)","","시원애견","20220428181031","I","2022-07-02 17:34:28.0","","388297.426552217","187604.448375237","동물판매업","동물판매업(일반)","000","0",
"27","동물판매업","02_03_07_P","3290000","329000004520100003","20100308","","01","영업/정상","0000","정상","","","","","8914088","","","부산광역시 부산진구 개금동 ***-***","부산광역시 부산진구 복지로**번길 ** (개금동)","","백구야사랑해","20220428181032","I","2022-07-02 17:34:28.0","","384254.016773953","185512.788471959","동물판매업","동물판매업(일반)","000","0",
"28","동물판매업","02_03_07_P","3290000","329000004520100007","20100719","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 거제대로 ** (양정동)","47214","신영구와땡칠이","20220428181032","I","2022-07-02 17:34:28.0","","388296.71776701","187645.504458632","동물판매업","동물판매업(일반)","000","0",
"29","동물판매업","02_03_07_P","3290000","329000004520110004","20110509","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 거제대로 **-* (양정동)","47214","도그도그","20220428181032","I","2022-07-02 17:34:28.0","","388296.71776701","187645.504458632","동물판매업","동물판매업(일반)","000","0",
"30","동물판매업","02_03_07_P","3290000","329000004520110006","20110714","","01","영업/정상","0000","정상","","","","","0519078777","","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 거제대로 ** (양정동)","","명품애견","20220428181032","I","2022-07-02 17:34:28.0","","388296.727595453","187634.244874649","동물판매업","동물판매업(일반)","000","0",
"31","동물판매업","02_03_07_P","3290000","329000004520110013","20111116","","01","영업/정상","0000","정상","","","","","051-867-3400","0","","부산광역시 부산진구 전포동 ***-* 대우디오빌투상가","부산광역시 부산진구 전포대로 *** (전포동,대우디오빌투상가)","","미스터독","20220509163245","U","2022-07-02 17:34:28.0","","388153.839025721","186593.504685927","동물판매업","동물판매업(일반)","000","0",
"32","동물판매업","02_03_07_P","3290000","329000004520120009","20120913","","01","영업/정상","0000","정상","","","","","051-868-4145","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 *** (양정동)","47215","강남애견","20220428181033","I","2022-07-02 17:34:28.0","","388225.318307417","187424.561397397","동물판매업","동물판매업(일반)","000","0",
"33","동물판매업","02_03_07_P","3290000","329000004520130001","20130118","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 거제대로 ** (양정동)","47214","제니스펫","20220428181033","I","2022-07-02 17:34:28.0","","388296.727595453","187634.244874649","동물판매업","동물판매업(일반)","000","0",
"34","동물판매업","02_03_07_P","3290000","329000004520130004","20130422","","01","영업/정상","0000","정상","","","","","051-851-0011","0","","","부산광역시 부산진구 거제대로 ** (양정동)","47214","부산강아지분양 앨리펫","20220428181034","I","2022-07-02 17:34:28.0","","388297.308898932","187593.154202692","동물판매업","동물판매업(일반)","000","0",
"35","동물판매업","02_03_07_P","3290000","329000004520140002","20140508","","01","영업/정상","0000","정상","","","","","051-852-7576","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 ***-* (양정동)","47215","The 착한애견","20220428181034","I","2022-07-02 17:34:28.0","","388221.050748246","187415.014507603","동물판매업","동물판매업(일반)","000","0",
"36","동물판매업","02_03_07_P","3290000","329000004520140005","20140626","","01","영업/정상","0000","정상","","","","","051-891-2688","0","","부산광역시 부산진구 개금동 ***","부산광역시 부산진구 복지로 ** (개금동)","47321","두부네 애견카페","20220428181034","I","2022-07-02 17:34:28.0","","384005.808462418","185277.221694541","동물판매업","동물판매업(일반)","000","0",
"37","동물판매업","02_03_07_P","3290000","329000004520150001","20150216","","01","영업/정상","0000","정상","","","","","051-852-0545","0","","부산광역시 부산진구 양정동 ***-*","부산광역시 부산진구 중앙대로 ***-** (양정동)","47214","프라임 도그","20220428181034","I","2022-07-02 17:34:28.0","","388351.718062705","187620.422636131","동물판매업","동물판매업(일반)","000","0",
"38","동물판매업","02_03_07_P","3290000","329000004520150002","20150225","","01","영업/정상","0000","정상","","","","","051-583-1500","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 거제대로**번길 * (양정동)","47214","Dog Show","20220428181034","I","2022-07-02 17:34:28.0","","388309.437846613","187642.246182169","동물판매업","동물판매업(일반)","000","0",
"39","동물판매업","02_03_07_P","3290000","329000004520150006","20150821","","01","영업/정상","0000","정상","","","","","051-802-7702","0","","","부산광역시 부산진구 새싹로 **-* (범전동)","47205","펫살롱","20220428181034","I","2022-07-02 17:34:28.0","","387424.985972862","186449.7326006","동물판매업","동물판매업(일반)","000","0",
"40","동물판매업","02_03_07_P","3290000","329000004520150007","20150909","","01","영업/정상","0000","정상","","","","","051-802-4856","0","","","부산광역시 부산진구 동평로 *** (부암동)","47186","렙타일정글","20220428181034","I","2022-07-02 17:34:28.0","","386651.379719164","187262.557436703","동물판매업","동물판매업(일반)","000","0",
"41","동물판매업","02_03_07_P","3290000","329000004520150008","20151014","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 거제대로 ** (양정동)","47214","좋은강아지","20220428181034","I","2022-07-02 17:34:28.0","","388297.308898932","187593.154202692","동물판매업","동물판매업(일반)","000","0",
"42","동물판매업","02_03_07_P","3290000","329000004520160001","20160125","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 거제대로 **-** (양정동)","47214","제제펫","20220428181035","I","2022-07-02 17:34:28.0","","388341.259639329","187559.878193247","동물판매업","동물판매업(일반)","000","0",
"43","동물판매업","02_03_07_P","3290000","329000004520160006","20161010","","01","영업/정상","0000","정상","","","","","051-851-9777","0","","","부산광역시 부산진구 거제대로 **, *층 (양정동)","47214","펫스타샵","20220428181035","I","2022-07-02 17:34:28.0","","388307.83697487","187571.074332979","동물판매업","동물판매업(일반)","000","0",
"44","동물판매업","02_03_07_P","3290000","329000004520170001","20170210","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 거제대로 **, *층 (양정동)","47214","도그웨이(DOG WAY)","20220428181035","I","2022-07-02 17:34:28.0","","388297.793971458","187623.946709662","동물판매업","동물판매업(일반)","000","0",
"45","동물판매업","02_03_07_P","3290000","329000004520170003","20170613","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 가야대로***번길 **, *층 (가야동)","47336","수복애견","20220428181036","I","2022-07-02 17:34:28.0","","385315.640315662","185411.167224275","동물판매업","동물판매업(일반)","000","0",
"46","동물판매업","02_03_07_P","3290000","329000004520170004","20170613","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 새싹로 **, *,*층 (범전동)","47205","펫스토어","20220630141517","U","2022-07-02 02:40:00.0","","387130.395092552","186896.977337169","동물판매업","동물판매업(일반)","000","0",
"47","동물판매업","02_03_07_P","3290000","329000004520180001","20180109","","01","영업/정상","0000","정상","","","","","852-5948","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 연수로 ** (양정동)","47216","옆집강아지","20220428181036","I","2022-07-02 17:34:28.0","","388803.364785092","188046.378216388","동물판매업","동물판매업(일반)","000","0",
"48","동물판매업","02_03_07_P","3290000","329000004520180002","20180316","","01","영업/정상","0000","정상","","","","","051-868-3210","0","","부산광역시 부산진구 양정동 ***-*","부산광역시 부산진구 중앙대로 *** (양정동)","47215","사랑할고양","20220428181037","I","2022-07-02 17:34:28.0","","388215.197929543","187390.077909532","동물판매업","동물판매업(일반)","000","0",
"49","동물판매업","02_03_07_P","3290000","329000004520180003","20180406","","01","영업/정상","0000","정상","","","","","051-868-1002","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 ***-* (양정동)","47215","애견제일싼집(1호점)","20220428181037","I","2022-07-02 17:34:28.0","","388221.050748246","187415.014507603","동물판매업","동물판매업(일반)","000","0",
"50","동물판매업","02_03_07_P","3290000","329000004520180005","20180423","","01","영업/정상","0000","정상","","","","","051-635-8882","0","","부산광역시 부산진구 범천동 ***-**","부산광역시 부산진구 황령대로*번길 ** (범천동)","47357","네발로","20220428181037","I","2022-07-02 17:34:28.0","","387647.228507509","184857.762359067","동물판매업","동물판매업(일반)","000","0",
"51","동물판매업","02_03_07_P","3290000","329000004520180042","20181218","","01","영업/정상","0000","정상","","","","","051-816-0486","0","","부산광역시 부산진구 부전동 ***-**","부산광역시 부산진구 서전로 *, *층 (부전동)","47246","짧냥이네","20220428181039","I","2022-07-02 17:34:28.0","","387703.637309957","186249.367339647","동물판매업","동물판매업(일반)","000","0",
"52","동물판매업","02_03_07_P","3290000","329000004520190001","20190103","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 ***-*","부산광역시 부산진구 거제대로 **-*, 지하*층 (양정동)","47214","아이조아요양보호소 부산점","20220428181039","I","2022-07-02 17:34:28.0","","388328.95853795","187598.754462673","동물판매업","동물판매업(일반)","000","0",
"53","동물판매업","02_03_07_P","3290000","329000004520190002","20190118","","01","영업/정상","0000","정상","","","","","051-891-0125","0","","부산광역시 부산진구 가야동 ***-*","부산광역시 부산진구 가야대로 *** (가야동)","47329","도도펫","20220428181039","I","2022-07-02 17:34:28.0","","385293.260874681","185767.91299004","동물판매업","동물판매업(일반)","000","0",
"54","동물판매업","02_03_07_P","3290000","329000004520190010","20190809","","01","영업/정상","0000","정상","","","","","051-804-0600","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 거제대로 * (양정동)","47215","프리미엄캣","20220428181040","I","2022-07-02 17:34:28.0","","388232.947802372","187462.394168596","동물판매업","동물판매업(일반)","000","0",
"55","동물판매업","02_03_07_P","3290000","329000004520200011","20200525","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 *** (양정동)","47214","Sara pet (사라펫)","20220428181041","I","2022-07-02 17:34:28.0","","388355.172822604","187563.171164463","동물판매업","동물판매업(일반)","000","0",
"56","동물판매업","02_03_07_P","3290000","329000004520210008","20210304","","01","영업/정상","0000","정상","","","","","051-868-7970","0","","부산광역시 부산진구 양정동 ***-*","부산광역시 부산진구 거제대로 **-* (양정동)","47214","패밀리PET","20220428181041","I","2022-07-02 17:34:28.0","","388333.657888354","187626.305554231","동물판매업","동물판매업(일반)","000","0",
"57","동물판매업","02_03_07_P","3290000","329000004520210014","20210611","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 부암동 ** 이마트트레이더스서면점","부산광역시 부산진구 시민공원로 **, 이마트트레이더스서면점 *층 (부암동)","47192","웰니스 펫뷰티","20220428181042","I","2022-07-02 17:34:28.0","","386948.954199558","186897.053699125","동물판매업","동물판매업(일반)","000","0",
"58","동물판매업","02_03_07_P","3290000","329000004520210022","20210806","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 ***-*","부산광역시 부산진구 거제천로 **, *층 (양정동)","47211","부산 퍼피몰리 강아지분양","20220428181042","I","2022-07-02 17:34:28.0","","388579.508685207","188291.908761829","동물판매업","동물판매업(일반)","000","0",
"59","동물판매업","02_03_07_P","3290000","329000004520220006","20220405","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 ***-***","부산광역시 부산진구 양지로 **(양정동)","47230","퍼피그랑","20220428181043","I","2022-07-02 17:34:28.0","","388560.454325119","187365.123828885","동물판매업","동물판매업(일반)","000","0",
"60","동물판매업","02_03_07_P","3290000","329000004520220010","20220406","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 거제대로**번길 *, 더유나 ***호 (양정동)","47214","퍼피룸 부산점","20220428181044","I","2022-07-02 17:34:28.0","","388309.437846613","187642.246182169","동물판매업","동물판매업(일반)","000","0",
"61","동물판매업","02_03_07_P","3290000","329000004520220014","20220419","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 범천동 ****-** *층","부산광역시 부산진구 신암로**번길 **, *호 (범천동)","47349","우니캣","20220428181044","I","2022-07-02 17:34:28.0","","386897.844761588","185321.603915259","동물판매업","동물판매업(일반)","000","0",
"62","동물판매업","02_03_07_P","3290000","329000004520220015","20220519","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 연지동 **-**","부산광역시 부산진구 동평로 ***, *층 (연지동)","47120","펫퍼센트","20220519111341","I","2022-07-02 17:34:28.0","","387541.285361226","187844.929844545","동물판매업","동물판매업(일반)","L00","0",
"63","동물판매업","02_03_07_P","3300000","330000004520080037","20080218","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동래구 안락동 ***-**","부산광역시 동래구 명안로 ** (안락동)","47783","애견나라","20220428181028","I","2022-07-02 17:34:28.0","","391579.656629408","190982.367075461","동물판매업","동물판매업(일반)","000","0",
"64","동물판매업","02_03_07_P","3300000","330000004520140004","20141210","","01","영업/정상","0000","정상","","","","","070-8725-7300","0","","부산광역시 동래구 명륜동 ***-**","부산광역시 동래구 충렬대로***번길 ** (명륜동)","47815","그린펫","20220428181030","I","2022-07-02 17:34:28.0","","389308.546711835","191247.835512842","동물판매업","동물판매업(일반)","000","0",
"65","동물판매업","02_03_07_P","3300000","330000004520160003","20160831","","01","영업/정상","0000","정상","","","","","051-506-0049","0","","부산광역시 동래구 사직동 **-**","부산광역시 동래구 아시아드대로 ***-* (사직동)","47840","야옹아멍멍해봐","20220428181031","I","2022-07-02 17:34:28.0","","388036.909281011","191073.418603714","동물판매업","동물판매업(일반)","000","0",
"66","동물판매업","02_03_07_P","3300000","330000004520180001","20180423","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동래구 명륜동 ***-**","부산광역시 동래구 온천천로 **-*, *층 (명륜동)","47741","도도펫","20220428181032","I","2022-07-02 17:34:28.0","","389372.694930251","192372.175861961","동물판매업","동물판매업(일반)","000","0",
"67","동물판매업","02_03_07_P","3300000","330000004520180015","20180917","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동래구 안락동 ***-**","부산광역시 동래구 명안로 ** (안락동)","47783","애견나라","20220428181034","I","2022-07-02 17:34:28.0","","391579.656629408","190982.367075461","동물판매업","동물판매업(일반)","000","0",
"68","동물판매업","02_03_07_P","3300000","330000004520180019","20181001","","01","영업/정상","0000","정상","","","","","907-4799","0","","부산광역시 동래구 안락동 ***-**","부산광역시 동래구 온천천로***번가길 **-*, *층 (안락동)","47900","스파리버","20220428181034","I","2022-07-02 17:34:28.0","","391364.893827493","190125.225761113","동물판매업","동물판매업(일반)","000","0",
"69","동물판매업","02_03_07_P","3300000","330000004520180020","20181001","","01","영업/정상","0000","정상","","","","","051-501-2353","0","","부산광역시 동래구 사직동 **-**","부산광역시 동래구 석사로 ** (사직동)","47858","플란다스의개 사직점","20220428181034","I","2022-07-02 17:34:28.0","","387887.543141905","190917.904298627","동물판매업","동물판매업(일반)","000","0",
"70","동물판매업","02_03_07_P","3300000","330000004520190002","20190524","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동래구 사직동 **** 사직역 삼정그린코아 더 베스트 *차","부산광역시 동래구 사직로 *, 상가 ***동 ***호 (사직동, 사직역 삼정그린코아 더 베스트 *차)","47867","그루밍 펫 뷰티샵","20220428181036","I","2022-07-02 17:34:28.0","","387969.373279321","190592.219178473","동물판매업","동물판매업(일반)","000","0",
"71","동물판매업","02_03_07_P","3300000","330000004520200007","20200515","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동래구 명륜동 *-** 센텀빌딩","부산광역시 동래구 시실로 **, 센텀빌딩 (명륜동)","47739","전수진.ALL THE PET","20220428181037","I","2022-07-02 17:34:28.0","","389841.979700913","192906.838692215","동물판매업","동물판매업(일반)","000","0",
"72","동물판매업","02_03_07_P","3300000","330000004520200010","20200729","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동래구 안락동 ***-**","부산광역시 동래구 온천천로***번길 **-** (안락동)","47901","요기독 강아지분양 부산점","20220428181037","I","2022-07-02 17:34:28.0","","391301.385322339","190195.091316703","동물판매업","동물판매업(일반)","000","0",
"73","동물판매업","02_03_07_P","3300000","330000004520220004","20220304","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동래구 사직동 **-*","부산광역시 동래구 사직북로**번길 *(사직동)","47860","DANG SMILE","20220428181037","I","2022-07-02 17:34:28.0","","387360.518894228","190898.812906838","동물판매업","동물판매업(일반)","000","0",
"74","동물판매업","02_03_07_P","3310000","331000004520170002","20170426","","01","영업/정상","0000","정상","","","","","621-7780","0","","부산광역시 남구 대연동 ***-**","부산광역시 남구 유엔로***번가길 ** (대연동, 논두렁꿩알)","48502","멍멍샵","20220428181027","I","2022-07-02 17:34:28.0","","391022.802217278","183509.634206611","동물판매업","동물판매업(일반)","000","0",
"75","동물판매업","02_03_07_P","3310000","331000004520180023","20180917","","01","영업/정상","0000","정상","","","","","051612-4645","0","","부산광역시 남구 대연동 **-**","부산광역시 남구 용소로*번길 **, *층 (대연동)","48498","아미고펫","20220428181028","I","2022-07-02 17:34:28.0","","391187.398324698","183851.137377293","동물판매업","동물판매업(일반)","000","0",
"76","동물판매업","02_03_07_P","3310000","331000004520190007","20190722","","01","영업/정상","0000","정상","","","","","0516265010","0","","부산광역시 남구 용호동 ***","부산광역시 남구 용호로 **, *층 (용호동)","48523","(주)더블유반려동물케어센터","20220428181030","I","2022-07-02 17:34:28.0","","392358.244600128","182741.294402904","동물판매업","동물판매업(일반)","L00","0",
"77","동물판매업","02_03_07_P","3310000","331000004520200013","20201106","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 남구 대연동 ****-*","부산광역시 남구 진남로**번길 ** (대연동)","48429","츄츄독","20220428181030","I","2022-07-02 17:34:28.0","","390247.902345324","184468.379080671","동물판매업","동물판매업(일반)","000","0",
"78","동물판매업","02_03_07_P","3310000","331000004520200014","20201124","","01","영업/정상","0000","정상","","","","","051-636-0148","0","","부산광역시 남구 문현동 *** E마트 *층","부산광역시 남구 전포대로**번길 **, E마트 *층 (문현동)","48401","웰니스 동물병원","20220428181030","I","2022-07-02 17:34:28.0","","388052.381944031","184747.385931218","동물판매업","동물판매업(일반)","000","0",
