"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총종업원수","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"11","식품소분업","07_22_08_P","3250000","3250000-109-2010-00008","20100113","","01","영업/정상","01","영업","","","","","051 2548989",".00","600044","부산광역시 중구 남포동4가 37-1","부산광역시 중구 자갈치해안로 52 (남포동4가)","48983","자갈치상회","20120306164657","I","2018-08-31 23:59:59.0","식품소분업","385139.215952094","179403.007901724","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"12","식품소분업","07_22_08_P","3250000","3250000-109-2010-00009","20100113","","01","영업/정상","01","영업","","","","","051 2456875",".00","600044","부산광역시 중구 남포동4가 37-1","부산광역시 중구 자갈치해안로 52 (남포동4가)","48983","경성식품","20120306164757","I","2018-08-31 23:59:59.0","식품소분업","385139.215952094","179403.007901724","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"13","식품소분업","07_22_08_P","3250000","3250000-109-2010-00010","20100113","","01","영업/정상","01","영업","","","","","051 2550155",".00","600044","부산광역시 중구 남포동4가 37-1","부산광역시 중구 자갈치해안로 52 (남포동4가)","48983","남해건어물","20120306164904","I","2018-08-31 23:59:59.0","식품소분업","385139.215952094","179403.007901724","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"14","식품소분업","07_22_08_P","3250000","3250000-109-2014-00006","20141021","","01","영업/정상","01","영업","","","","","051 243 9486","79.70","600046","부산광역시 중구 남포동6가 3","부산광역시 중구 자갈치로 33, 3층 28,29,44,45호 (남포동6가, 신천지)","48982","가경폐백","20160921095938","I","2018-08-31 23:59:59.0","식품소분업","384836.914455912","179432.734579543","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"15","식품소분업","07_22_08_P","3250000","3250000-109-2015-00005","20150311","","01","영업/정상","01","영업","","","","","051 231 5657","13.16","600806","부산광역시 중구 부평동2가 2","부산광역시 중구 대청로 60, 9층 901호 (부평동2가, 월드밸리)","48977","우리통상","20160816143506","I","2018-08-31 23:59:59.0","식품소분업","384691.305122868","180070.025389847","식품소분업","","","","","","","","","","","임대","","","N","0","","","",
"16","식품소분업","07_22_08_P","3250000","3250000-109-2015-00001","20150428","","01","영업/정상","01","영업","","","","","051 246 1082","30.60","600045","부산광역시 중구 남포동5가 92 신동아시장2층 건어물코너","부산광역시 중구 자갈치로 42, 지상2층 (남포동5가, 신동아시장 건어물 코너)","48983","중앙상회","20150518104235","I","2018-08-31 23:59:59.0","식품소분업","384953.004015023","179411.688598493","식품소분업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","","",
"17","식품소분업","07_22_08_P","3250000","3250000-109-2015-00003","20150702","","01","영업/정상","01","영업","","","","","051 255 6599","29.51","600041","부산광역시 중구 남포동1가 24 1층","부산광역시 중구 용미길 4-2, 1층 (남포동1가)","48984","대우땅콩","20150714151901","I","2018-08-31 23:59:59.0","식품소분업","385461.783753694","179483.136087411","식품소분업","","","","","","","0","0","3","0","자가","","","N","0","","","",
"18","식품소분업","07_22_08_P","3250000","3250000-109-2012-00002","20120905","","01","영업/정상","01","영업","","","","","","11.90","600017","부산광역시 중구 중앙동7가 20-1 외 110필지 롯데백화점 지하1층","부산광역시 중구 중앙대로 2, 지하1층 (중앙동7가, 외 110필지 롯데백화점)","48944","위니비니","20130314151806","I","2018-08-31 23:59:59.0","식품소분업","385590.814676765","179553.867031936","식품소분업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","","",
"19","식품소분업","07_22_08_P","3250000","3250000-109-2013-00002","20130410","","01","영업/정상","01","영업","","","","","","6.26","600041","부산광역시 중구 남포동1가 63-2 7번지,","부산광역시 중구 용미길8번길 3, 1층 (남포동1가)","48984","동일유통","20130418113554","I","2018-08-31 23:59:59.0","식품소분업","385444.256417754","179457.860582537","식품소분업","","","","","","","0","0","0","0","자가","","","N","0","","","",
"20","식품소분업","07_22_08_P","3250000","3250000-109-2013-00003","20130806","","01","영업/정상","01","영업","","","","","051 245 8774","43.54","600041","부산광역시 중구 남포동1가 65-8","부산광역시 중구 용미길8번길 7-2 (남포동1가)","48984","동성유통","20170328145307","I","2018-08-31 23:59:59.0","식품소분업","385401.684604452","179475.694252336","식품소분업","","","","","","","0","0","0","0","자가","","","N","0","","","",
"21","식품소분업","07_22_08_P","3250000","3250000-109-2013-00005","20131008","","01","영업/정상","01","영업","","","","","051 247 0108","20.22","600041","부산광역시 중구 남포동1가 24","부산광역시 중구 용미길 4-2, 2층 (남포동1가)","48984","방자네건어물","20131024134515","I","2018-08-31 23:59:59.0","식품소분업","385461.783753694","179483.136087411","식품소분업","","","","","상수도전용","","0","0","1","0","임대","","","N","0","","","",
"22","식품소분업","07_22_08_P","3250000","3250000-109-2001-00007","20010907","","01","영업/정상","01","영업","","","","","051 2466141","","600016","부산광역시 중구 중앙동6가 66-3 외 1필지","부산광역시 중구 중앙대로 21 (중앙동6가, (외 1필지))","48955","녹백다원","20120208154741","I","2018-08-31 23:59:59.0","식품소분업","385601.609224712","179713.921730815","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"23","식품소분업","07_22_08_P","3250000","3250000-109-2001-00001","20011017","","01","영업/정상","01","영업","","","","","051 2463520",".00","600041","부산광역시 중구 남포동1가 60","","","일광상사","20120306145418","I","2018-08-31 23:59:59.0","식품소분업","","","식품소분업","0","0","","","","","0","0","0","0","자가","","","N","0","","","",
"24","식품소분업","07_22_08_P","3250000","3250000-109-2001-00002","20011115","","01","영업/정상","01","영업","","","","","051 2455050",".00","600041","부산광역시 중구 남포동1가 62-14 (1층)","부산광역시 중구 용미길10번길 7-1, 1층 (남포동1가)","48984","동남식품","20120306145548","I","2018-08-31 23:59:59.0","식품소분업","385403.890799644","179447.67945482","식품소분업","","","","","","","0","0","0","0","자가","0","0","N","0","","","",
"25","식품소분업","07_22_08_P","3250000","3250000-109-2002-00002","20020508","","01","영업/정상","01","영업","","","","","051 2481727","","600041","부산광역시 중구 남포동1가 41-1","부산광역시 중구 용미길7번길 4-2 (남포동1가)","48984","좋은식품","20180828173943","I","2018-08-31 23:59:59.0","식품소분업","385518.778077859","179448.606927029","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"26","식품소분업","07_22_08_P","3250000","3250000-109-2003-00001","20030411","","01","영업/정상","01","영업","","","","","","","600045","부산광역시 중구 남포동5가 92","부산광역시 중구 자갈치로 42 (남포동5가)","48983","삼성상회","20120207163943","I","2018-08-31 23:59:59.0","식품소분업","384953.004015023","179411.688598493","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"27","식품소분업","07_22_08_P","3250000","3250000-109-1999-00472","19990705","","01","영업/정상","01","영업","","","","","051 2564214","45.27","600804","부산광역시 중구 부평동1가 34-5 (1층)","부산광역시 중구 중구로23번길 6-1, 1층 (부평동1가)","48978","신일홈베이킹마트","20150528144451","I","2018-08-31 23:59:59.0","식품소분업","384807.011163142","179766.704401696","식품소분업","0","0","기타","기타","","","0","0","0","0","","","","N","0","","","",
"28","식품소분업","07_22_08_P","3250000","3250000-109-2000-00666","20001223","","01","영업/정상","01","영업","","","","","051 2453589","","600046","부산광역시 중구 남포동6가 113-1","부산광역시 중구 구덕로 87-1 (남포동6가)","48982","자갈치옛날과자","20180615170947","I","2018-08-31 23:59:59.0","식품소분업","384708.848957593","179404.943227079","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"29","식품소분업","07_22_08_P","3250000","3250000-109-2004-00006","20040624","","01","영업/정상","01","영업","","","","","051 2461331","20.40","600041","부산광역시 중구 남포동1가 65","부산광역시 중구 용미길8번길 7 (남포동1가)","48984","부일유통","20190508155932","U","2019-05-10 02:40:00.0","식품소분업","385416.993623869","179469.619995223","식품소분업","","","","","","","0","0","0","0","자가","","","N","0","","","",
"30","식품소분업","07_22_08_P","3250000","3250000-109-2004-00007","20040805","","01","영업/정상","01","영업","","","","","051 2460418","121.50","600045","부산광역시 중구 남포동5가 92 신동아시장 2층 51,52,53,54,75,77호","부산광역시 중구 자갈치로 42, 2층 51호 (남포동5가, 신동아시장 52,53,54,75,77호)","48983","미성상회","20120306150917","I","2018-08-31 23:59:59.0","식품소분업","384953.004015023","179411.688598493","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"31","식품소분업","07_22_08_P","3250000","3250000-109-2004-00008","20040811","","01","영업/정상","01","영업","","","","","051 2573347","71.40","600045","부산광역시 중구 남포동5가 92 신동아시장 2층","부산광역시 중구 자갈치로 42, 2층 (남포동5가, 신동아시장)","48983","대감상회","20120306151116","I","2018-08-31 23:59:59.0","식품소분업","384953.004015023","179411.688598493","식품소분업","","","","","","","0","0","0","0","자가","","","N","0","","","",
"32","식품소분업","07_22_08_P","3250000","3250000-109-2004-00010","20040827","","01","영업/정상","01","영업","","","","","051 2465557","126.38","600045","부산광역시 중구 남포동5가 92 신동아시장 2층 34,35,36,37,59,60,61,62호","부산광역시 중구 자갈치로 42, 2층 34호 (남포동5가, 신동아시장 35,36,37,59,60,61,62호)","48983","자갈치상회","20120306151522","I","2018-08-31 23:59:59.0","식품소분업","384953.004015023","179411.688598493","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"33","식품소분업","07_22_08_P","3250000","3250000-109-2004-00011","20040906","","01","영업/정상","01","영업","","","","","051 2462373","128.00","600041","부산광역시 중구 남포동1가 62","부산광역시 중구 용미길8번길 1 (남포동1가)","48984","창신상회","20130709112009","I","2018-08-31 23:59:59.0","식품소분업","385465.745186202","179447.473925248","식품소분업","","","","","","","0","0","0","0","자가","","","N","0","","","",
"34","식품소분업","07_22_08_P","3250000","3250000-109-2008-00003","20081205","","01","영업/정상","01","영업","","","","","051 2467284","6.00","600044","부산광역시 중구 남포동4가 37-1 외 1필지","부산광역시 중구 자갈치해안로 52 (남포동4가, 외 1필지)","48983","일성상회","20120306163616","I","2018-08-31 23:59:59.0","식품소분업","385139.215952094","179403.007901724","식품소분업","","","","","","","0","0","0","0","","","","N","1","","","",
"35","식품소분업","07_22_08_P","3250000","3250000-109-2009-00001","20090205","","01","영업/정상","01","영업","","","","","","27.96","600802","부산광역시 중구 보수동1가 29-5 33통1반","부산광역시 중구 보수대로140번길 43 (보수동1가)","48959","청해식품","20120207174422","I","2018-08-31 23:59:59.0","식품소분업","384466.340787992","180511.584067292","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"36","식품소분업","07_22_08_P","3250000","3250000-109-2003-00009","20031211","","01","영업/정상","01","영업","","","","","051 2453166","44.24","600045","부산광역시 중구 남포동5가 92 신동아시장 2층 93,94,89,8호","부산광역시 중구 자갈치로 42, 2층 93호 (남포동5가, 신동아시장 94,89,8호)","48983","팔도상회","20120323163527","I","2018-08-31 23:59:59.0","식품소분업","384953.004015023","179411.688598493","식품소분업","","","","","","","0","0","0","0","자가","0","0","N","0","","","",
"37","식품소분업","07_22_08_P","3250000","3250000-109-2003-00010","20031216","","01","영업/정상","01","영업","","","","","051 2468925","64.49","600045","부산광역시 중구 남포동5가 92 신동아시장 2층(10,11,13,65,66,67,68.43호)","부산광역시 중구 자갈치로 42, 2층 10호 (남포동5가, 신동아시장 11,13,65,66,67,68.43호)","48983","부광상회","20120306150228","I","2018-08-31 23:59:59.0","식품소분업","384953.004015023","179411.688598493","식품소분업","","","","","","","0","0","0","0","자가","0","0","N","0","","","",
"38","식품소분업","07_22_08_P","3250000","3250000-109-2004-00001","20040102","","01","영업/정상","01","영업","","","","","051 2045159","63.67","600045","부산광역시 중구 남포동5가 92 신동아시장 2층70,71,72,129,3,10,90호","부산광역시 중구 자갈치로 42, 2층 70호 (남포동5가, 신동아시장 71,72,129,3,10,90호)","48983","부영상회","20120306150443","I","2018-08-31 23:59:59.0","식품소분업","384953.004015023","179411.688598493","식품소분업","","","","","상수도전용","","0","0","0","0","자가","","","N","0","","","",
"39","식품소분업","07_22_08_P","3250000","3250000-109-2018-00003","20180618","","01","영업/정상","01","영업","","","","","","22.80","600041","부산광역시 중구 남포동1가 41-1","부산광역시 중구 용미길7번길 4-2 (남포동1가)","48984","남도상사","20180705101355","I","2018-08-31 23:59:59.0","식품소분업","385518.778077859","179448.606927029","식품소분업","","","","","","","0","0","0","0","자가","","","N","0","","","",
"40","식품소분업","07_22_08_P","3250000","3250000-109-2018-00004","20180706","","01","영업/정상","01","영업","","","","","051 2464118","19.58","600041","부산광역시 중구 남포동1가 47-1","부산광역시 중구 태종로 4-1, 지하1층 (남포동1가)","48984","한국초재","20180716143732","I","2018-08-31 23:59:59.0","식품소분업","385533.700037082","179497.781455239","식품소분업","","","","","","","0","0","0","0","자가","","","N","0","","","",
"41","식품소분업","07_22_08_P","3250000","3250000-109-2015-00004","20150702","","01","영업/정상","01","영업","","","","","051 245 4719","12.58","600045","부산광역시 중구 남포동5가 92 2층 20,21,42호","부산광역시 중구 자갈치로 42, 2층 20,21,42호 (남포동5가)","48983","한진상회","20150714152004","I","2018-08-31 23:59:59.0","식품소분업","384953.004015023","179411.688598493","식품소분업","","","","","","","0","0","0","0","자가","","","N","0","","","",
"42","식품소분업","07_22_08_P","3250000","3250000-109-2016-00001","20160105","","01","영업/정상","01","영업","","","","","051 245 5088","25.56","600046","부산광역시 중구 남포동6가 18","부산광역시 중구 자갈치로 26, A동 1층 8호 (남포동6가)","48982","자갈치아지매","20161024105416","I","2018-08-31 23:59:59.0","식품소분업","384790.679128463","179360.939551616","식품소분업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","","",
"43","식품소분업","07_22_08_P","3250000","3250000-109-2016-00002","20160303","","01","영업/정상","01","영업","","","","","051 463 8317","6.60","600110","부산광역시 중구 영주동 292-5","부산광역시 중구 영주로 24, 5층 (영주동)","48916","스파빅마트","20210506145710","U","2021-05-08 02:40:00.0","식품소분업","385161.045288569","180867.456496218","식품소분업","","","","","상수도전용","","0","0","0","0","자가","","","N","0","","","",
"44","식품소분업","07_22_08_P","3250000","3250000-109-2016-00003","20160307","","01","영업/정상","01","영업","","","","","","16.50","600806","부산광역시 중구 부평동2가 16 1층, 빅세일마트","부산광역시 중구 부평1길 48, 1층 (부평동2가)","48977","(주)프로유통(빅세일마트)","20160322094453","I","2018-08-31 23:59:59.0","식품소분업","384663.000969259","179927.870276144","식품소분업","","","","","","","0","0","0","0","임대","","","N","0","","","",
"45","식품소분업","07_22_08_P","3250000","3250000-109-2016-00005","20160715","","01","영업/정상","01","영업","","","","","051 245 7799","39.70","600045","부산광역시 중구 남포동5가 80-2","부산광역시 중구 자갈치로47번길 3 (남포동5가)","48983","대강수산","20160715173452","I","2018-08-31 23:59:59.0","식품소분업","384973.304587519","179472.702286324","식품소분업","","","","","","","0","0","0","0","임대","","","N","0","","","",
"46","식품소분업","07_22_08_P","3250000","3250000-109-2017-00001","20170208","","01","영업/정상","01","영업","","","","","031 672 0640","73.50","600041","부산광역시 중구 남포동1가 60-1 2층 일부","부산광역시 중구 용미길 6 (남포동1가, 2층 일부)","48984","에스엠푸드농업회사법인주식회사","20170221094150","I","2018-08-31 23:59:59.0","식품소분업","385463.014422835","179474.873241844","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"47","식품소분업","07_22_08_P","3250000","3250000-109-1997-00404","19970221","","01","영업/정상","01","영업","","","","","051 2456526","","600041","부산광역시 중구 남포동1가 17-3","부산광역시 중구 구덕로 13 (남포동1가)","48984","금양유통","20120207162147","I","2018-08-31 23:59:59.0","식품소분업","385420.400076574","179501.873080262","식품소분업","","","기타","기타","","","0","0","0","0","","","","N","0","","","",
"48","식품소분업","07_22_08_P","3250000","3250000-109-1997-00405","19970306","","01","영업/정상","01","영업","","","","","051 2507700","","600046","부산광역시 중구 남포동6가 1-0","부산광역시 중구 구덕로 73 (남포동6가)","48982","(주)농협유통 하나로마트 자갈치점","20220411143110","U","2022-04-13 02:40:00.0","식품소분업","384820.119269113","179460.841059128","식품소분업","0","0","기타","기타","","","0","0","0","0","","","","N","0","","","",
"49","식품소분업","07_22_08_P","3250000","3250000-109-1999-00408","19990114","","01","영업/정상","01","영업","","","","","051 2507700","","600046","부산광역시 중구 남포동6가 1 (1층)","부산광역시 중구 구덕로 73, 1층 (남포동6가)","48982","푸름유통","20120306145017","I","2018-08-31 23:59:59.0","식품소분업","384820.119269113","179460.841059128","식품소분업","","","기타","기타","","","0","0","0","0","","","","N","0","","","",
"50","식품소분업","07_22_08_P","3250000","3250000-109-1999-00442","19990515","","01","영업/정상","01","영업","","","","","051 2461549","","600041","부산광역시 중구 남포동1가 63-8","부산광역시 중구 용미길10번길 4-1 (남포동1가)","48984","광진상회","20201217115737","U","2020-12-19 02:40:00.0","","385444.924260158","179448.51774788","","0","0","기타","기타","","","0","0","0","0","","","","N","0","","","",
"51","식품소분업","07_22_08_P","3250000","3250000-109-2006-00004","20060309","","01","영업/정상","01","영업","","","","","051 2460647","6.60","600071","부산광역시 중구 부평동1가 33-1 ,2 (3층)","부산광역시 중구 중구로23번길 8-1, 3층 (부평동1가, 2)","48978","베이킹프라자","20120306162929","I","2018-08-31 23:59:59.0","식품소분업","384795.560954156","179770.050043145","식품소분업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","","",
"52","식품소분업","07_22_08_P","3250000","3250000-109-2006-00005","20060418","","01","영업/정상","01","영업","","","","","051 2453666","13.68","600041","부산광역시 중구 남포동1가 61-1","부산광역시 중구 용미길8번길 4-1 (남포동1가)","48984","(주)자갈치","20120207173214","I","2018-08-31 23:59:59.0","식품소분업","385448.472767814","179477.168360312","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"53","식품소분업","07_22_08_P","3250000","3250000-109-2006-00006","20060713","","01","영업/정상","01","영업","","","","","051 2453912","141.60","600044","부산광역시 중구 남포동4가 22-5","부산광역시 중구 자갈치로 80 (남포동4가)","48984","동경식품","20180823170713","I","2018-08-31 23:59:59.0","식품소분업","385299.505563508","179482.845307155","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"54","식품소분업","07_22_08_P","3250000","3250000-109-2007-00005","20070321","","01","영업/정상","01","영업","","","","","","43.76","600041","부산광역시 중구 남포동1가 60-2 외 2필지(60-1, 60-5)","부산광역시 중구 용미길 6-1 (남포동1가, 외 2필지(60-1, 60-5))","48984","남호상회","20120208160432","I","2018-08-31 23:59:59.0","식품소분업","385465.121392848","179466.812692054","식품소분업","","","","","상수도전용","","0","0","0","0","","","","N","0","","","",
"55","식품소분업","07_22_08_P","3250000","3250000-109-2007-00007","20070730","","01","영업/정상","01","영업","","","","","051 2427211","20.25","600042","부산광역시 중구 남포동2가 4","부산광역시 중구 남포길 39-2 (남포동2가)","48954","다해정","20120306163521","I","2018-08-31 23:59:59.0","식품소분업","385329.826108091","179573.706241829","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
"56","식품소분업","07_22_08_P","3250000","3250000-109-2018-00006","20180802","","01","영업/정상","01","영업","","","","","051 469 4770","31.44","600045","부산광역시 중구 남포동5가 83-2 남포지하도상가","부산광역시 중구 구덕로 지하 44, 남포지하도상가 다27호 (남포동5가)","48953","남미건강식품","20201211134042","U","2020-12-13 02:40:00.0","식품소분업","384956.383057363","179461.744559469","식품소분업","","","","","","","0","0","0","0","임대","","","N","31.44","","","",
"57","식품소분업","07_22_08_P","3250000","3250000-109-2019-00002","20190412","","01","영업/정상","01","영업","","","","","","61.00","600074","부산광역시 중구 부평동4가 7-1","부산광역시 중구 흑교로35번길 15-2, 1층 (부평동4가)","48974","자갈치총각","20210617131342","U","2021-06-19 02:40:00.0","식품소분업","384430.33764521","180040.098588179","식품소분업","","","","","","","0","0","0","0","자가","","","N","3","","","",
"58","식품소분업","07_22_08_P","3250000","3250000-109-2022-00001","20220324","","01","영업/정상","01","영업","","","","","18550750","3.30","600017","부산광역시 중구 중앙동7가 20-1 롯데백화점광복점","부산광역시 중구 중앙대로 2, 롯데백화점광복점 지하1층 (중앙동7가)","48944","명인식품관","20220324161721","I","2022-03-26 00:22:34.0","식품소분업","385590.814676765","179553.867031936","식품소분업","0","0","","","","0","0","0","0","0","자가","0","0","N","3.3","","","",
"59","식품소분업","07_22_08_P","3250000","3250000-109-2019-00001","20190402","","01","영업/정상","01","영업","","","","","051 254 3883","157.93","600082","부산광역시 중구 보수동2가 59-1","부산광역시 중구 보수대로124번길 19, 2층 (보수동2가)","48963","슈가베이킹","20190402150803","I","2019-04-04 02:20:12.0","식품소분업","384347.382142087","180421.335433099","식품소분업","","","","","","","","","","","자가","","","N","0","","","",
"60","식품소분업","07_22_08_P","3250000","3250000-109-2022-00002","20220408","","01","영업/정상","01","영업","","","","","","65.39","600041","부산광역시 중구 남포동1가 62-21","부산광역시 중구 용미길10번길 9-1, 202,302호 (남포동1가)","48984","케이(K)푸드","20220408102255","I","2022-04-12 00:22:34.0","식품소분업","385389.605274709","179453.253414504","식품소분업","0","0","","","","0","0","0","0","0","자가","0","0","N","65.39","","","",
"61","식품소분업","07_22_08_P","3250000","3250000-109-2019-00005","20191231","","01","영업/정상","01","영업","","","","","07044023528","","600041","부산광역시 중구 남포동1가 62-17","부산광역시 중구 용미길10번길 5-1, 지상1층 (남포동1가)","48984","곰손이","20191231143245","I","2020-01-02 00:23:26.0","식품소분업","385425.19276883","179439.398934875","식품소분업","","","","","","","","","","","","","","N","0","","","",
"62","식품소분업","07_22_08_P","3250000","3250000-109-2019-00003","20190922","","01","영업/정상","01","영업","","","","","","4.00","600819","부산광역시 중구 창선동2가 47-1 동아데파트","부산광역시 중구 광복로 38, 1층 58호 (창선동2가, 동아데파트)","48953","카리나(carina)","20191018120415","I","2019-10-20 00:22:54.0","식품소분업","384949.045035851","179672.360158803","식품소분업","","","","","","","","","","","자가","","","N","4","","","",
"63","식품소분업","07_22_08_P","3250000","3250000-109-2020-00001","20200610","","01","영업/정상","01","영업","","","","","051 245 7871","50.00","600041","부산광역시 중구 남포동1가 58-1","부산광역시 중구 용미길7번길 3-1, 1층 (남포동1가)","48984","대성상회","20200610163048","I","2020-06-12 00:23:18.0","식품소분업","385500.370801204","179471.98763092","식품소분업","","","","","","","","","","","자가","","","N","50","","","",
"64","식품소분업","07_22_08_P","3250000","3250000-109-2019-00006","20190730","","01","영업/정상","01","영업","","","","","051 208 1161","74.94","600800","부산광역시 중구 대청동4가 26-10","부산광역시 중구 중구로111번길 5, 2층 (대청동4가)","48971","조은푸드","20200626141550","I","2020-06-28 00:23:16.0","식품소분업","385150.62468765","180479.230587905","식품소분업","","","","","","","0","0","0","0","","","","N","0","","","",
