"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"30","골프연습장업","10_31_01_P","3260000","CDFH3301052019000001","20190722","","03","폐업","03","폐업","20210618","","","","","","","부산광역시 서구 충무동1가 26-4 충무 에코펠리스2차","부산광역시 서구 충무대로 277, 지하1층 101,102호 (충무동1가, 충무 에코펠리스2차)","49253","충무골프존","20210618113155","U","2021-06-20 02:40:00.0","","384488.44878999","179237.116666445","골프연습장업","사립","","","","496.46","","","",
"31","골프연습장업","10_31_01_P","3260000","CDFH3301052009000003","20091106","","03","폐업","03","폐업","20121231","","","","051-244-2323","","602831","부산광역시 서구 암남동 18-2번지","","","에이본 골프 스크린","20121231142631","I","2018-08-31 23:59:59.0","","383497.512708817","177485.955942392","골프연습장업","사립","","","","","","","",
"32","골프연습장업","10_31_01_P","3260000","CDFH3301052010000001","20101112","","03","폐업","03","폐업","20210923","","","","051-242-0400","","602831","부산광역시 서구 암남동 353-5 3층","부산광역시 서구 충무대로 12, 3층 (암남동)","49269","성우골프클럽","20210923173226","U","2021-09-25 02:40:00.0","","383834.820594473","177153.88497793","골프연습장업","사립","","0","0","8013.56","0","","",
"33","골프연습장업","10_31_01_P","3260000","CDFH3301052012000001","20121227","","03","폐업","03","폐업","20140227","","","","","","602821","부산광역시 서구 서대신동3가 2-6번지","부산광역시 서구 엄광산로 41  (서대신동3가)","","꽃마을샵","20140227131711","I","2018-08-31 23:59:59.0","","383105.751132998","183030.61105303","골프연습장업","사립","","","","","","","",
"34","골프연습장업","10_31_01_P","3260000","CDFH3301052020000001","20200915","","01","영업/정상","13","영업중","","","","","051-247-8883","","","부산광역시 서구 충무동1가 26-4 충무 에코펠리스2차","부산광역시 서구 충무대로 277, 지하1층 B103호 (충무동1가, 충무 에코펠리스2차)","49253","QED 아카데미 충무점","20210623134849","U","2021-06-25 02:40:00.0","","384488.44878999","179237.116666445","골프연습장업","사립","","","","","","","",
"35","골프연습장업","10_31_01_P","3260000","CDFH3301052009000002","20090612","","01","영업/정상","13","영업중","","","","","051-243-8885","","602055","부산광역시 서구 토성동5가 34-3 해오름아파트 202호","부산광역시 서구 구덕로 130, 202호 (토성동5가, 해오름아파트)","49246","그린라이언 골프아카데미","20210601104109","U","2021-06-03 02:40:00.0","","384325.618957799","179413.686227893","골프연습장업","사립","","","","","","","",
"36","골프연습장업","10_31_01_P","3260000","CDFH3301052011000001","20110418","","01","영업/정상","13","영업중","","","","","231-7799","","602811","부산광역시 서구 동대신동2가 283-2 해송빌딩 2층","부산광역시 서구 대영로85번길 14, 2층 (동대신동2가, 해송빌딩)","49216","대신리얼골프존","20201014172100","U","2020-10-16 02:40:00.0","","384122.213772858","181045.588337691","골프연습장업","사립","","","1","","","","",
"37","골프연습장업","10_31_01_P","3260000","CDFH3301052015000001","20150501","","01","영업/정상","13","영업중","","","","","051-241-8889","","602834","부산광역시 서구 초장동 23-1번지","부산광역시 서구 구덕로163번길 26 (초장동)","49245","우리동네 스크린 골프","20200422095625","U","2020-04-24 02:40:00.0","","384066.112189238","179529.135512916","골프연습장업","사립","","","","448","","","",
"38","골프연습장업","10_31_01_P","3260000","CDFH3301052016000001","20161017","","01","영업/정상","13","영업중","","","","","254-7500","","","","부산광역시 서구 보수대로 239, 2층 (동대신동3가)","49212","자이언트 스크린골프","20200422095710","U","2020-04-24 02:40:00.0","","383864.675016901","181445.957819696","골프연습장업","사립","","","","","","","",
"39","골프연습장업","10_31_01_P","3260000","CDFH3301051995000001","19950527","","01","영업/정상","13","영업중","","","","","051-243-4550","","602821","부산광역시 서구 서대신동3가 2-6번지","부산광역시 서구 엄광산로 41 (서대신동3가)","","대신 골프 프라자","20150128171550","I","2018-08-31 23:59:59.0","","383105.751132998","183030.61105303","골프연습장업","사립","","1","","4110","","","",
"40","골프연습장업","10_31_01_P","3260000","CDFH3301052002000001","20021128","","01","영업/정상","13","영업중","","","","","051-255-0600","","602831","부산광역시 서구 암남동 18-3","부산광역시 서구 성산길 45 (암남동)","49268","부산스포츠클럽","20201014171348","U","2020-10-16 02:40:00.0","","383487.792487517","177560.720717395","골프연습장업","사립","","1","","","","","",
"41","골프연습장업","10_31_01_P","3260000","CDFH3301052005000001","20050222","","01","영업/정상","13","영업중","","","","","247-2300","","602081","부산광역시 서구 부용동1가 66-1번지","부산광역시 서구 보수대로 105-1 (부용동1가)","49223","한웅골프아카데미","20170112155149","I","2018-08-31 23:59:59.0","","384193.465647996","180347.461227876","골프연습장업","사립","","","","","","","",
"42","골프연습장업","10_31_01_P","3260000","CDFH3301052008000001","20080808","","01","영업/정상","13","영업중","","","","","241-8891~2","","602752","부산광역시 서구 남부민동 523-1 대림비치아파트 105동 A101호","부산광역시 서구 충무대로 133 (남부민동)","49263","대림스크린골프","20201014171636","U","2020-10-16 02:40:00.0","","384563.393566611","177761.542432002","골프연습장업","사립","","","","631.57","","","",
"43","골프연습장업","10_31_01_P","3260000","CDFH3301052009000001","20090216","","01","영업/정상","13","영업중","","","","","051-247-1900","","602801","부산광역시 서구 남부민동 685번지 현대타운 101동 B 101호","부산광역시 서구 충무대로 246, 101동 B101호 (남부민동, 현대타운)","49254","바오 스크린골프","20190813142940","U","2019-08-15 02:40:00.0","","384538.707962085","178936.009572164","골프연습장업","사립","","","1","","","","",
"44","골프연습장업","10_31_01_P","3260000","CDFH3301052018000001","20181231","","01","영업/정상","13","영업중","","","","","051-256-6695","","","부산광역시 서구 아미동2가 32-72번지","부산광역시 서구 해돋이로 279, 1층 (아미동2가)","49240","금천 스크린골프","20181231164124","I","2019-01-02 02:20:35.0","","383782.707922604","179880.849942477","골프연습장업","사립","","","","","","","",
"45","골프연습장업","10_31_01_P","3270000","CDFH3301052003000001","20030807","","03","폐업","03","폐업","20170308","","","","635-0700","","601808","부산광역시 동구 범일동 830-171번지","부산광역시 동구 조방로34번길 9, 4층 (범일동)","48739","부산해수골프연습장","20170308153554","I","2018-08-31 23:59:59.0","","387884.221590519","184331.261098016","골프연습장업","사립","","","","","","","",
"46","골프연습장업","10_31_01_P","3270000","CDFH3301052011000001","20110106","","03","폐업","03","폐업","20180130","","","","","","601837","부산광역시 동구 초량동 1161-9번지 녹원빌딩 지하1층","부산광역시 동구 중앙대로286번길 9-0","48730","녹원스크린골프존","20180130180148","I","2018-08-31 23:59:59.0","","386325.816948305","182210.916727624","골프연습장업","사립","","","","","","","",
"47","골프연습장업","10_31_01_P","3270000","CDFH3301052001000001","20011229","","03","폐업","03","폐업","20040227","","","","632-7878","","601808","부산광역시 동구 범일동 830-251번지","부산광역시 동구 조방로 41  (범일동)","","천연실내골프연습장","20040227154254","I","2018-08-31 23:59:59.0","","387723.2878675","184273.490554572","골프연습장업","사립","1","","","","","","",
"48","골프연습장업","10_31_01_P","3270000","CDFH3301052006000001","20061129","","03","폐업","03","폐업","20161230","","","","465-3322","","601836","부산광역시 동구 초량동 1154-6번지 명진빌딩 1층","부산광역시 동구 중앙대로320번길 7-2, 1층 (초량동, 명진빌딩)","48729","하나골프연습장","20161230175440","I","2018-08-31 23:59:59.0","","386461.00120702","182545.633738818","골프연습장업","사립","","1","1","","","","",
"49","골프연습장업","10_31_01_P","3270000","CDFH3301052007000002","20070719","","03","폐업","03","폐업","20170131","","","","462-1110","","601829","부산광역시 동구 초량동 423-2번지 골던힐오피스텔 지하 101호","부산광역시 동구 중앙대로221번길 43, 지하층 101호 (초량동, 골든힐오피스텔)","48817","던힐골프연습장","20170131115311","I","2018-08-31 23:59:59.0","","385724.289856202","181727.228839155","골프연습장업","사립","","","","","","","",
"50","골프연습장업","10_31_01_P","3270000","CDFH3301052008000002","20080730","","03","폐업","03","폐업","20150624","","","","638-0097","","601806","부산광역시 동구 범일동 606번지 CC빌딩 4층","부산광역시 동구 자성공원로 9-1, 4층 (범일동, CC빌딩)","601806","CC골프연습장","20150624140327","I","2018-08-31 23:59:59.0","","387739.746523205","183981.998131645","골프연습장업","사립","","","","","","","",
"51","골프연습장업","10_31_01_P","3270000","CDFH3301052009000001","20090327","","03","폐업","03","폐업","20130719","","","","","","601812","부산광역시 동구 수정동 159-1번지 4층","부산광역시 동구 고관로 102, 4층 (수정동)","601812","아라미스 스크린골프연습장","20130719175453","I","2018-08-31 23:59:59.0","","386422.470107084","182894.392948803","골프연습장업","사립","","","","","","","",
"52","골프연습장업","10_31_01_P","3270000","CDFH3301052009000002","20090514","","03","폐업","03","폐업","20130201","","","","642-9059","","601802","부산광역시 동구 범일동 63-4번지 5통1반 광산빌딩 6층","부산광역시 동구 중앙대로 527, 6층 (범일동, 광산빌딩)","601802","광산스크린골프","20130201140105","I","2018-08-31 23:59:59.0","","387326.987464053","184294.402897482","골프연습장업","사립","","","","","","","",
"53","골프연습장업","10_31_01_P","3270000","CDFH3301052009000003","20090624","","03","폐업","03","폐업","20141121","","","","636-1872","","601808","부산광역시 동구 범일동 830-301번지 동양오피스텔 지하1층 101호","부산광역시 동구 조방로26번길 11, 지하1층 101호 (범일동, 동양오피스텔)","601808","프라자골프연습장","20141121141355","I","2018-08-31 23:59:59.0","","387939.723769692","184255.085864313","골프연습장업","사립","","","","","","","",
"54","골프연습장업","10_31_01_P","3270000","CDFH3301052001000002","20010521","","03","폐업","03","폐업","20210119","","","","469-5544","","601829","부산광역시 동구 초량동 207-1","부산광역시 동구 중앙대로 233, 지하2층 (초량동, 해정빌딩)","48815","라이브골프","20210119125227","U","2021-01-21 02:40:00.0","","385964.733870521","181794.563721287","골프연습장업","사립","Y","","","","","","",
"55","골프연습장업","10_31_01_P","3270000","CDFH3301052009000004","20090908","","03","폐업","03","폐업","20150707","","","","632-1313","","601808","부산광역시 동구 범일동 830-276번지 삼정빌딩 2층","부산광역시 동구 조방로 19, 2층 (범일동, 삼정빌딩)","601808","씨티골프존","20150707095500","I","2018-08-31 23:59:59.0","","387867.211501678","184107.909838092","골프연습장업","사립","","","","","","","",
"56","골프연습장업","10_31_01_P","3270000","CDFH3301052004000001","20041214","","03","폐업","03","폐업","20150528","","","","465-4888","","601839","부산광역시 동구 초량동 1203-2번지 중후제2빌딩 3층","부산광역시 동구 중앙대로196번길 12-3, 3층 (초량동, 중후제2빌딩)","601839","올림픽골프연습장","20150529092940","I","2018-08-31 23:59:59.0","","385975.003472523","181329.805166114","골프연습장업","사립","","","","","","","",
"57","골프연습장업","10_31_01_P","3270000","CDFH3301052022000002","20220419","","01","영업/정상","13","영업중","","","","","0518982112","","","부산광역시 동구 범일동 62-730","부산광역시 동구 중앙대로 538, 신성빌딩 6층 (범일동)","48726","부산골프아카데미","20220419153711","I","2022-04-21 00:22:33.0","","387396.497672928","184395.51202743","골프연습장업","사립","","0","0","0","0","","",
"58","골프연습장업","10_31_01_P","3270000","CDFH3301052022000001","20220408","","01","영업/정상","13","영업중","","","","","051-637-7077","","","부산광역시 동구 범일동 830-140 동일타워 217호","부산광역시 동구 조방로 14, 동일타워 2층 217호 (범일동)","48741","디아크큐이디골프아카데미","20220408103733","I","2022-04-12 00:22:34.0","","387991.858940226","184124.742260293","골프연습장업","사립","","0","0","111188.62","0","","",
"59","골프연습장업","10_31_01_P","3270000","CDFH3301052013000001","20131206","","01","영업/정상","13","영업중","","","","","602-3457","","601727","부산광역시 동구 초량동 1199-9","부산광역시 동구 중앙대로 216 (초량동)","48733","고 피트니스 골프아카데미 부산역점","20210420090617","U","2021-04-22 02:40:00.0","","385976.207897797","181596.166683574","골프연습장업","사립","","","","","","","",
"60","골프연습장업","10_31_01_P","3270000","CDFH3301052015000001","20151204","","01","영업/정상","13","영업중","","","","","051-791-0707","","","부산광역시 동구 범일동 62-720번지 202호","부산광역시 동구 중앙대로 514, 202호 (범일동, 한성기린아파트)","48726","한성기린 스크린 골프장","20191220131900","U","2019-12-22 02:40:00.0","","387395.906194984","184141.142825361","골프연습장업","사립","","","","","","","",
"61","골프연습장업","10_31_01_P","3270000","CDFH3301052015000002","20151229","","01","영업/정상","13","영업중","","","","","633-0050","","","부산광역시 동구 범일동 830-140번지","부산광역시 동구 조방로 14, 지하 1층 (범일동, 동일타워)","48741","동일스크린골프클럽","20190220171840","U","2019-02-22 02:40:00.0","","387991.858940226","184124.742260293","골프연습장업","사립","","","","","","","",
"62","골프연습장업","10_31_01_P","3270000","CDFH3301052017000001","20171123","","01","영업/정상","13","영업중","","","","","051-966-2000","","","부산광역시 동구 초량동 1169-3번지 강남빌딩","부산광역시 동구 중앙대로 270 (초량동)","48731","웰리빙 스크린 골프","20171123175241","I","2018-08-31 23:59:59.0","","386177.958994368","182089.626704726","골프연습장업","사립","","1","","","","","",
"63","골프연습장업","10_31_01_P","3270000","CDFH3301052017000002","20171211","","01","영업/정상","13","영업중","","","","","051-463-5454","","","부산광역시 동구 초량동 1205-10번지","부산광역시 동구 중앙대로 188, 5층 (초량동)","48821","역전 스크린 골프","20171211131103","I","2018-08-31 23:59:59.0","","385870.168887086","181336.830864931","골프연습장업","사립","","","","","","","",
"64","골프연습장업","10_31_01_P","3270000","CDFH3301052007000001","20070215","","01","영업/정상","13","영업중","","","","","632-7272","","601807","부산광역시 동구 범일동 830-9번지 3층","부산광역시 동구 자성로133번길 10, 3층 (범일동, 천일고속빌딩)","601807","에이스 스크린 골프연습장","20190220171704","U","2019-02-22 02:40:00.0","","388140.891260505","184063.252176119","골프연습장업","사립","","","","","","","",
"65","골프연습장업","10_31_01_P","3270000","CDFH3301052010000001","20101207","","01","영업/정상","13","영업중","","","","","051-667-0099","","601718","부산광역시 동구 범일동 62-260번지 현대백화점 별관 2층","부산광역시 동구 범일일길 47, 2층 (범일동, 현대백화점 별관)","48734","현대휘트니스센터","20200324114154","U","2020-03-26 02:40:00.0","","387485.832510158","184380.861486194","골프연습장업","사립","","","","2870.58","","","",
"66","골프연습장업","10_31_01_P","3270000","CDFH3301052010000002","20101217","","01","영업/정상","13","영업중","","","","","","","601837","부산광역시 동구 초량동 1161-9 녹원빌딩 2층","부산광역시 동구 중앙대로286번길 9, 2층 (초량동, 녹원빌딩)","48730","녹원실내골프연습장","20201201190116","U","2020-12-03 02:40:00.0","","386325.816948305","182210.916727624","골프연습장업","사립","","","","2443.73","","","",
"67","골프연습장업","10_31_01_P","3270000","CDFH3301052016000001","20160831","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 830-25번지 2층","부산광역시 동구 조방로 45, 2층 (범일동, 덕원빌딩)","48738","라운드 식스(Round 6) 조방스크린골프","20190220171905","U","2019-02-22 02:40:00.0","","387695.187899399","184321.880698556","골프연습장업","사립","","","1","4031.12","","","",
"68","골프연습장업","10_31_01_P","3280000","CDFH3301051994000001","19940929","","03","폐업","03","폐업","20031231","","","","403-6377","","606804","부산광역시 영도구 동삼동 1035-2번지","부산광역시 영도구 태종로836번길 18-5  (동삼동)","","태종골프연습장","20110111175038","I","2018-08-31 23:59:59.0","","389661.944375775","175658.494782188","골프연습장업","사립","","","","2027.2","","","",
"69","골프연습장업","10_31_01_P","3280000","CDFH3301052007000001","20070824","","03","폐업","03","폐업","20110406","","","","416-6564","","606033","부산광역시 영도구 남항동3가 1-9번지","","","퍼블릭스크린골프","20110406175304","I","2018-08-31 23:59:59.0","","385595.869413779","178399.588211698","골프연습장업","사립","","","1","96.99","","","",
"70","골프연습장업","10_31_01_P","3280000","CDFH3301052008000002","20080811","","03","폐업","03","폐업","20130807","","","","416-0388","","606818","부산광역시 영도구 청학동 1-74번지","부산광역시 영도구 해양로 128  (청학동)","","월드스크린","20130807155928","I","2018-08-31 23:59:59.0","","388468.404838528","179115.380633452","골프연습장업","사립","","","","299","","","",
"71","골프연습장업","10_31_01_P","3280000","CDFH3301052010000001","20100713","","03","폐업","03","폐업","20190513","","","","051-413-8890","","606012","부산광역시 영도구 대교동2가 120번지 모닝아일랜드 6층","부산광역시 영도구 태종로 98 (대교동2가,모닝아일랜드 6층)","","주식회사 호연수포츠(스크린)","20190513092811","U","2019-05-15 02:40:00.0","","386096.336660263","178809.534898551","골프연습장업","사립","","","","0","","","",
