"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총종업원수",
"11","식육포장처리업","07_22_06_P","3270000","327000000420060001","20060613","","03","폐업","0002","폐업","20061226","","","","051-464-0175","33.9","","부산광역시 동구 초량동 408-0003번지","","","LAZIZA KOR","20061226113354","I","2018-08-31 23:59:59.0","","385767.884090777","181681.990484049","식육포장처리업","식육포장처리업","","000","",
"12","식육포장처리업","07_22_06_P","3270000","327000010420090001","20091019","","03","폐업","0002","폐업","20121026","","","","636-9211","0","","부산광역시 동구 좌천동 68-202번지","부산광역시 동구 성남이로37번길 21 (좌천동)","48754","진우식품","20121026142614","I","2018-08-31 23:59:59.0","","387294.050325933","183452.576235054","식육포장처리업","식육포장처리업","","000","",
"13","식육포장처리업","07_22_06_P","3270000","327000010420100001","20100520","","03","폐업","0002","폐업","20121026","","","","051-466-7004","0","","부산광역시 동구 수정동 1028-15번지","부산광역시 동구 홍곡로58번길 5 (수정동)","","참맛푸드","20121026161222","I","2018-08-31 23:59:59.0","","386029.519552154","182503.790193776","식육포장처리업","식육포장처리업","","000","",
"14","식육포장처리업","07_22_06_P","3270000","327000010420110001","20111027","","03","폐업","0002","폐업","20150422","","","","051-625-9995","187.4","","부산광역시 동구 범일동 825-41번지","부산광역시 동구 자성로140번길 41 (범일동)","","에스엠푸드","20150422174831","I","2018-08-31 23:59:59.0","","388106.779594618","183752.644273953","식육포장처리업","식육포장처리업","","000","",
"15","식육포장처리업","07_22_06_P","3280000","328000010420180001","20131129","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 신선동1가 211-15번지","부산광역시 영도구 중복길 321 (신선동1가)","49064","하늘누리축산","20200522142541","U","2020-05-24 02:40:00.0","","386742.628947482","178699.721763282","식육포장처리업","식육포장처리업","","000","",
"16","식육포장처리업","07_22_06_P","3280000","328000010420190001","20190124","","01","영업/정상","0000","정상","","","","","051-404-5000","0","","부산광역시 영도구 동삼동 628-1번지 목장원","부산광역시 영도구 절영로 355, 목장원 (동삼동)","49113","(주)푸드웨이 목장원","20190124184618","I","2019-01-26 02:21:01.0","","387631.607938573","176707.544494342","식육포장처리업","식육포장처리업","","L00","",
"17","식육포장처리업","07_22_06_P","3280000","328000000420040001","20041116","","03","폐업","0002","폐업","20080527","","","","051-415-2275","67.84","","부산광역시 영도구 청학동 64-35번지","","","주촌식품","20080527173120","I","2018-08-31 23:59:59.0","","388426.029641036","178618.879659325","식육포장처리업","식육포장처리업","","000","",
"18","식육포장처리업","07_22_06_P","3280000","328000000420070001","20070831","","03","폐업","0002","폐업","20101224","","","","412-5781","0","","부산광역시 영도구 봉래동3가 102-1번지","","","대교상사","20101224145304","I","2018-08-31 23:59:59.0","","386371.851266135","179069.180945851","식육포장처리업","식육포장처리업","","000","",
"19","식육포장처리업","07_22_06_P","3280000","328000010420150001","20151224","","03","폐업","0002","폐업","20210127","","","","0514055111","48.66","","부산광역시 영도구 동삼동 227-297","부산광역시 영도구 웃서발로31번길 19 (동삼동)","49099","성신유통","20210127152458","U","2021-01-29 02:40:00.0","","388489.695029377","177798.555938092","식육포장처리업","식육포장처리업","","000","",
"20","식육포장처리업","07_22_06_P","3290000","329000010420190002","20190429","","01","영업/정상","0000","정상","","","","","051-817-5100","0","","부산광역시 부산진구 초읍동 173-17","부산광역시 부산진구 성지로 134-1, 1층 (초읍동)","47111","(주)지강푸드","20210127114816","U","2021-01-29 02:40:00.0","","386652.392025193","188829.846642074","식육포장처리업","식육포장처리업","","L00","",
"21","식육포장처리업","07_22_06_P","3290000","329000010420190001","20190404","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 당감동 370-12번지","부산광역시 부산진구 백양대로136번길 98 (당감동)","47177","참조은식품","20190404105444","I","2019-04-06 02:20:14.0","","385206.829913427","186910.961064273","식육포장처리업","식육포장처리업","","000","",
"22","식육포장처리업","07_22_06_P","3290000","329000010420190003","20191015","","01","영업/정상","0000","정상","","","","","806-2388","0","","부산광역시 부산진구 부전동 395-1번지","부산광역시 부산진구 부전로152번길 44, 1층 (부전동)","47253","부산고기백화점","20191015105938","I","2019-10-17 00:22:51.0","","387451.380442465","186510.260322607","식육포장처리업","식육포장처리업","","000","",
"23","식육포장처리업","07_22_06_P","3290000","329000010420200001","20200219","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 전포동 379-15번지","부산광역시 부산진구 황령대로74번길 29 (전포동)","47317","제일식품","20200316173410","U","2020-03-18 02:40:00.0","","388346.24240579","185210.836568401","식육포장처리업","식육포장처리업","","000","",
"24","식육포장처리업","07_22_06_P","3290000","329000010420200003","20200311","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 당감동 669-10번지","부산광역시 부산진구 백양순환로 25 (당감동)","47160","(주)부경축산유통","20200311102718","I","2020-03-13 00:23:38.0","","385135.898357211","187216.366058761","식육포장처리업","식육포장처리업","","L00","",
"25","식육포장처리업","07_22_06_P","3290000","329000010420210003","20211022","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 개금동 755","부산광역시 부산진구 진사로48번길 6, 1층 (개금동)","47394","주식회사 하고자비","20211022145210","I","2021-10-24 00:22:46.0","","383655.279534475","184970.135782096","식육포장처리업","식육포장처리업","0","L00","0",
"26","식육포장처리업","07_22_06_P","3290000","329000010420210002","20211021","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 255-2","부산광역시 부산진구 거제천로44번길 10, 1층 (양정동)","47209","부일식품","20211021151222","I","2021-10-23 00:23:02.0","","388688.621232184","188577.767662481","식육포장처리업","식육포장처리업","0","000","0",
"27","식육포장처리업","07_22_06_P","3290000","329000010420150005","20151126","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 동평로 136 (당감동)","47181","또바기축산","20151126090746","I","2018-08-31 23:59:59.0","","386170.908316969","187108.693648486","식육포장처리업","식육포장처리업","","000","",
"28","식육포장처리업","07_22_06_P","3290000","329000010420130003","20130716","","01","영업/정상","0000","정상","","","","","051-802-8470","0","","부산광역시 부산진구 전포동 327-27번지","부산광역시 부산진구 진남로356번길 17 (전포동)","47311","(주)영남축산","20190524131821","U","2019-05-26 02:40:00.0","","388709.847808784","186187.547488907","식육포장처리업","식육포장처리업","","L00","",
"29","식육포장처리업","07_22_06_P","3290000","329000010420140009","20141126","","01","영업/정상","0000","정상","","","","","051-807-8930","0","","부산광역시 부산진구 전포동 203-6번지","부산광역시 부산진구 서전로67번길 14 (전포동)","47301","(주)티제이축산","20141126092041","I","2018-08-31 23:59:59.0","","388297.286455313","186314.995905333","식육포장처리업","식육포장처리업","","000","",
"30","식육포장처리업","07_22_06_P","3290000","329000010420180001","20180418","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 개금동 219-1","부산광역시 부산진구 개금본동로9번길 56, 1층 (개금동)","47173","미진축산","20220622160454","U","2022-06-24 02:40:00.0","","384248.598428037","186057.883303965","식육포장처리업","식육포장처리업","0","000","0",
"31","식육포장처리업","07_22_06_P","3290000","329000010420140006","20141002","","01","영업/정상","0000","정상","","","","","051-867-0968","0","","부산광역시 부산진구 초읍동 521번지","부산광역시 부산진구 성지로74번나길 60-7 (초읍동)","47117","(주)미르물산","20170103100321","I","2018-08-31 23:59:59.0","","387425.683198931","188664.121938502","식육포장처리업","식육포장처리업","","L00","",
"32","식육포장처리업","07_22_06_P","3290000","329000010420200004","19950406","","01","영업/정상","0000","정상","","","","","051-522-9804","25","","부산광역시 부산진구 당감동 266-35","부산광역시 부산진구 백양대로68번길 23-1(당감동)","47189","부일식품","20220114154544","U","2022-01-16 02:40:00.0","","385953.208892837","186803.16793564","식육포장처리업","식육포장처리업","0","000","0",
"33","식육포장처리업","07_22_06_P","3290000","329000010420210001","20210906","","01","영업/정상","0000","정상","","","","","051-941-9417","0","","부산광역시 부산진구 개금동 196 석천오피스텔","부산광역시 부산진구 개금온정로 9, 101호 (개금동, 석천오피스텔)","47268","(주)머슴식품","20210906145911","I","2021-09-08 00:22:50.0","","384426.927922008","185758.105995342","식육포장처리업","식육포장처리업","0","L00","0",
"34","식육포장처리업","07_22_06_P","3290000","329000010420090002","20091006","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 개금동 22-3번지","부산광역시 부산진구 개금본동로 33 (개금동)","47172","웅비축산","20200218114557","U","2020-02-20 02:40:00.0","","384307.036738079","186340.287322078","식육포장처리업","식육포장처리업","","000","",
"35","식육포장처리업","07_22_06_P","3290000","329000000420010001","20010205","","01","영업/정상","0000","정상","","","","","896-9215","42.42","","부산광역시 부산진구 당감동 244-52번지","부산광역시 부산진구 백양대로60번길 6-1 (당감동)","","자광식품","20090710174603","I","2018-08-31 23:59:59.0","","386064.801131909","186744.020843927","식육포장처리업","식육포장처리업","","000","",
"36","식육포장처리업","07_22_06_P","3290000","329000000420020001","20021021","","01","영업/정상","0000","정상","","","","","808-4485","42","","부산광역시 부산진구 양정동 504-15번지","부산광역시 부산진구 범양로120번길 4 (양정동)","","대한축산농가","20090710174623","I","2018-08-31 23:59:59.0","","388127.812212782","188006.865274644","식육포장처리업","식육포장처리업","","000","",
"37","식육포장처리업","07_22_06_P","3290000","329000000420020002","20021213","","01","영업/정상","0000","정상","","","","","893-1362","31.02","","부산광역시 부산진구 개금동 615-18번지","부산광역시 부산진구 냉정로160번길 23 (개금동)","","한우축산","20090710174648","I","2018-08-31 23:59:59.0","","383783.505717888","185131.71331388","식육포장처리업","식육포장처리업","","000","",
"38","식육포장처리업","07_22_06_P","3290000","329000010420140001","20140122","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 부전동 347-40번지","부산광역시 부산진구 부전로162번길 28 (부전동)","47252","푸르미식품","20180115161630","I","2018-08-31 23:59:59.0","","387528.393422261","186694.666831446","식육포장처리업","식육포장처리업","","000","",
"39","식육포장처리업","07_22_06_P","3290000","329000010420140002","20140307","","01","영업/정상","0000","정상","","","","","051-852-7065","0","","부산광역시 부산진구 양정동 111-7번지","부산광역시 부산진구 양연로 8-1 (양정동)","47218","별주부","20190612175150","U","2019-06-14 02:40:00.0","","389307.997871163","188166.561921211","식육포장처리업","식육포장처리업","","000","",
"40","식육포장처리업","07_22_06_P","3290000","329000010420130001","20130621","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 개금동 135-6번지","부산광역시 부산진구 가야대로507번가길 10 (개금동)","47270","(주)대명축산","20180903141302","U","2018-09-03 23:59:59.0","","384718.206746194","185804.232005444","식육포장처리업","식육포장처리업","","L00","",
"41","식육포장처리업","07_22_06_P","3290000","329000010420130002","20130705","","01","영업/정상","0000","정상","","","","","051-911-5055","0","","부산광역시 부산진구 부전동 347-28번지","부산광역시 부산진구 부전로152번길 31-7 (부전동)","47253","조은닭","20140819144951","I","2018-08-31 23:59:59.0","","387488.580865842","186588.695809223","식육포장처리업","식육포장처리업","","000","",
"42","식육포장처리업","07_22_06_P","3290000","329000010420090001","20090917","","01","영업/정상","0000","정상","","","","","809-3980","0","","부산광역시 부산진구 전포동 191-777번지","부산광역시 부산진구 진남로356번길 47 (전포동)","47311","(주)설해우","20171214144901","I","2018-08-31 23:59:59.0","","388776.798296732","186268.571802947","식육포장처리업","식육포장처리업","","L00","",
"43","식육포장처리업","07_22_06_P","3290000","329000000420000001","20000621","","02","휴업","0001","휴업","","20100401","20110331","","","122.4","","부산광역시 부산진구 양정동 35-31번지","부산광역시 부산진구 진남로560번길 39 (양정동)","","삼영식품","20100402175321","I","2018-08-31 23:59:59.0","","389079.288505638","187680.164009681","식육포장처리업","식육포장처리업","","000","",
"44","식육포장처리업","07_22_06_P","3290000","329000010420180003","20181105","","03","폐업","0002","폐업","20201130","","","","051-997-4841","0","","부산광역시 부산진구 부암동 538-18","부산광역시 부산진구 당감로 102, 2층 (부암동)","47136","(주)지엠앤비","20210126092409","U","2021-01-28 02:40:00.0","","385612.942045399","187626.152660304","식육포장처리업","식육포장처리업","","L00","",
"45","식육포장처리업","07_22_06_P","3290000","329000010420200002","20200221","","03","폐업","0002","폐업","20220125","","","","","0","","부산광역시 부산진구 개금동 618-2 개금현대아이아파트","부산광역시 부산진구 엄광로 16, 개금현대아이아파트 상가동 1층 103호 (개금동)","47387","(주)울산육가공 부산지점","20220125154002","U","2022-01-27 02:40:00.0","","383947.284797889","185065.676609916","식육포장처리업","식육포장처리업","0","000","0",
"46","식육포장처리업","07_22_06_P","3290000","329000010420180002","20180823","","03","폐업","0002","폐업","20200827","","","","051-802-6317","0","","부산광역시 부산진구 전포동 357-64","부산광역시 부산진구 동성로 21 (전포동)","47305","(주)엠제이푸드","20200827095625","U","2020-08-29 02:40:00.0","","388396.42628128","185642.973678908","식육포장처리업","식육포장처리업","","L00","",
"47","식육포장처리업","07_22_06_P","3290000","329000010420210004","20211109","","03","폐업","0002","폐업","20220510","","","","","0","","부산광역시 부산진구 당감동 891-5","부산광역시 부산진구 백양대로60번길 46, 1층 (당감동)","47182","돈 벌어 가이소","20220510105938","U","2022-05-12 02:40:00.0","","386012.518474318","186935.243856418","식육포장처리업","식육포장처리업","0","000","0",
"48","식육포장처리업","07_22_06_P","3290000","329000010420140007","20141024","","03","폐업","0002","폐업","20160623","","","","051-611-9912","0","","부산광역시 부산진구 부전동 198-9번지","부산광역시 부산진구 신천대로50번길 68, 4층 (부전동)","47296","야끼도리 히노무라","20160623100326","I","2018-08-31 23:59:59.0","","387656.544442821","185789.876989077","식육포장처리업","식육포장처리업","","000","",
"49","식육포장처리업","07_22_06_P","3290000","329000010420150001","20150324","","03","폐업","0002","폐업","20190111","","","","051-898-0010","0","","부산광역시 부산진구 당감동 621-8번지","부산광역시 부산진구 동평로 29, 2층 (당감동)","47161","(주)하누리 식품","20190111132954","U","2019-01-13 02:40:00.0","","385129.675319297","186983.171602298","식육포장처리업","식육포장처리업","","L00","",
"50","식육포장처리업","07_22_06_P","3290000","329000010420150002","20150414","","03","폐업","0002","폐업","20170703","","","","","0","","부산광역시 부산진구 당감동 360-1번지","부산광역시 부산진구 동평로 56-1 (당감동)","47177","프라임한우","20170704110821","I","2018-08-31 23:59:59.0","","385410.336507473","186973.05611517","식육포장처리업","식육포장처리업","","000","",
"51","식육포장처리업","07_22_06_P","3290000","329000010420150003","20150709","","03","폐업","0002","폐업","20201204","","","","051-892-9751","0","","","부산광역시 부산진구 가야대로548번길 48, 2층 (가야동)","47326","코리아종합식품(주)","20201209160723","U","2020-12-11 02:40:00.0","","385126.288915365","185499.312532294","식육포장처리업","식육포장처리업","","L00","",
"52","식육포장처리업","07_22_06_P","3290000","329000010420150004","20151026","","03","폐업","0002","폐업","20170620","","","","","0","","","부산광역시 부산진구 동성로 21 (전포동)","47305","인투인푸드","20170620115522","I","2018-08-31 23:59:59.0","","388396.42628128","185642.973678908","식육포장처리업","식육포장처리업","","000","",
"53","식육포장처리업","07_22_06_P","3290000","329000010420130004","20130823","","03","폐업","0002","폐업","20160222","","","","051-809-2370","0","","부산광역시 부산진구 전포동 306-22번지","부산광역시 부산진구 전포대로224번길 26 (전포동)","47303","도경푸드","20160222163519","I","2018-08-31 23:59:59.0","","388264.873655084","186095.45345803","식육포장처리업","식육포장처리업","","000","",
"54","식육포장처리업","07_22_06_P","3290000","329000010420140008","20141028","","03","폐업","0002","폐업","20151123","","","","","0","","부산광역시 부산진구 범천동 1054번지","부산광역시 부산진구 가야대로 702 (범천동, 서면이편한세상아파트 상가)","47278","장흥한우 축산물도매센타","20151123113508","I","2018-08-31 23:59:59.0","","386645.954061282","186034.73885142","식육포장처리업","식육포장처리업","","000","",
"55","식육포장처리업","07_22_06_P","3290000","329000010420160001","20160224","","03","폐업","0002","폐업","20170901","","","","","0","","","부산광역시 부산진구 백양대로313번길 9 (개금동)","47266","청푸레 유통","20170901170434","I","2018-08-31 23:59:59.0","","383774.831363397","185702.328540597","식육포장처리업","식육포장처리업","","000","",
"56","식육포장처리업","07_22_06_P","3290000","329000010420170001","20170516","","03","폐업","0002","폐업","20170814","","","","","0","","","부산광역시 부산진구 성지로 47, 1층 (연지동)","47129","각시축산","20170814152130","I","2018-08-31 23:59:59.0","","387097.653836606","188117.534692384","식육포장처리업","식육포장처리업","","000","",
"57","식육포장처리업","07_22_06_P","3290000","329000010420140004","20140708","","03","폐업","0002","폐업","20200309","","","","0518025589","0","","부산광역시 부산진구 부전동 265-23번지","부산광역시 부산진구 새싹로14번길 30 (부전동)","47254","케이닥푸드","20200310105234","U","2020-03-12 02:40:00.0","","387554.903383498","186507.294166099","식육포장처리업","식육포장처리업","","000","",
"58","식육포장처리업","07_22_06_P","3290000","329000010420140005","20140916","","03","폐업","0002","폐업","20151202","","","","","0","","부산광역시 부산진구 개금동 481-8번지","부산광역시 부산진구 백양대로313번길 9 (개금동)","47266","청푸레","20151202145144","I","2018-08-31 23:59:59.0","","383774.831363397","185702.328540597","식육포장처리업","식육포장처리업","","000","",
"59","식육포장처리업","07_22_06_P","3290000","329000000420090001","20090501","","03","폐업","0002","폐업","20140813","","","","","0","","부산광역시 부산진구 개금동 481-8번지","부산광역시 부산진구 백양대로313번길 9 (개금동)","47266","유명푸드","20140813145403","I","2018-08-31 23:59:59.0","","383774.831363397","185702.328540597","식육포장처리업","식육포장처리업","","000","",
"60","식육포장처리업","07_22_06_P","3290000","329000000420090002","20090611","","03","폐업","0002","폐업","20161104","","","","","0","","부산광역시 부산진구 양정동 311-1번지","부산광역시 부산진구 동평로405번길 55 (양정동)","47211","대화유통","20161104122704","I","2018-08-31 23:59:59.0","","388579.508685207","188291.908761829","식육포장처리업","식육포장처리업","","000","",
"61","식육포장처리업","07_22_06_P","3290000","329000000420090003","20090623","","03","폐업","0002","폐업","20170703","","","","895-6177","0","","","부산광역시 부산진구 백양순환로 68 (당감동)","47142","프라임미트","20170704110025","I","2018-08-31 23:59:59.0","","385275.889553806","187541.409162577","식육포장처리업","식육포장처리업","","000","",
"62","식육포장처리업","07_22_06_P","3290000","329000010420110004","20110818","","03","폐업","0002","폐업","20211223","","","","0519086033","0","","부산광역시 부산진구 당감동 370-12","부산광역시 부산진구 백양대로136번길 98 (당감동)","","참조은식품","20220106172328","U","2022-01-08 02:40:00.0","","385206.829913427","186910.961064273","식육포장처리업","식육포장처리업","0","000","0",
"63","식육포장처리업","07_22_06_P","3290000","329000000420080001","20080220","","03","폐업","0002","폐업","20141203","","","","895-5090","0","","부산광역시 부산진구 가야동 519-1번지","부산광역시 부산진구 엄광로147번길 37 (가야동)","","(주)삼주상사","20141203142201","I","2018-08-31 23:59:59.0","","385078.140327282","185232.610692691","식육포장처리업","식육포장처리업","","L00","",
"64","식육포장처리업","07_22_06_P","3290000","329000010420110005","20111128","","03","폐업","0002","폐업","20120507","","","","","0","","부산광역시 부산진구 가야동 499-2번지","부산광역시 부산진구 가야공원로52번길 16 (가야동)","47382","미주축산식품","20120507172129","I","2018-08-31 23:59:59.0","","384890.778549122","185123.967293506","식육포장처리업","식육포장처리업","","000","",
"65","식육포장처리업","07_22_06_P","3290000","329000010420120001","20120501","","03","폐업","0002","폐업","20170228","","","","","0","","부산광역시 부산진구 부암동 337-15번지","부산광역시 부산진구 동평로127번길 13 (부암동)","47138","라온덕","20170228180431","I","2018-08-31 23:59:59.0","","386077.223251241","187216.977077696","식육포장처리업","식육포장처리업","","000","",
"66","식육포장처리업","07_22_06_P","3290000","329000010420120002","20120907","","03","폐업","0002","폐업","20170303","","","","051-997-4841~5","0","","부산광역시 부산진구 부암동 538-18번지","부산광역시 부산진구 당감로 102 (부암동)","47136","(주)지엠앤비","20170303095428","I","2018-08-31 23:59:59.0","","385612.942045399","187626.152660304","식육포장처리업","식육포장처리업","","L00","",
"67","식육포장처리업","07_22_06_P","3290000","329000000419960001","19961129","","03","폐업","0002","폐업","20201204","","","","892-9751","0","","","부산광역시 부산진구 가야대로548번길 48, 1층 (가야동)","47326","코리아종합식품(주) 가야지점","20201209160646","U","2020-12-11 02:40:00.0","","385126.288915365","185499.312532294","식육포장처리업","식육포장처리업","","L00","",
"68","식육포장처리업","07_22_06_P","3290000","329000000420000002","20000825","","03","폐업","0002","폐업","20050530","","","","","72","","부산광역시 부산진구 부전동 347-12번지","부산광역시 부산진구 부전로152번길 17 (부전동)","","시민축산","20050530133737","I","2018-08-31 23:59:59.0","","387462.678891261","186643.58016408","식육포장처리업","식육포장처리업","","000","",
"69","식육포장처리업","07_22_06_P","3290000","329000000420020003","20020309","","03","폐업","0002","폐업","20050520","","","","","38.44","","부산광역시 부산진구 전포동 362-9번지","부산광역시 부산진구 황령대로 63 (전포동)","","(주)백두유통","20050520095819","I","2018-08-31 23:59:59.0","","388224.48759352","185367.478455335","식육포장처리업","식육포장처리업","","L00","",
"70","식육포장처리업","07_22_06_P","3290000","329000000420030001","20030728","","03","폐업","0002","폐업","20160202","","","","808-6580","65.96","","부산광역시 부산진구 부전동 390-34번지","부산광역시 부산진구 부전로140번길 25 (부전동)","","제일축산","20160204111551","I","2018-08-31 23:59:59.0","","387416.037480386","186635.643787176","식육포장처리업","식육포장처리업","","000","",
"71","식육포장처리업","07_22_06_P","3290000","329000010420120003","20121102","","03","폐업","0002","폐업","20200129","","","","051-637-6700","0","","","부산광역시 부산진구 부전로140번길 12, 1층 (부전동)","47253","야미바스켓","20200129140214","U","2020-01-31 02:40:00.0","","387354.270602601","186601.462349381","식육포장처리업","식육포장처리업","","000","",
"72","식육포장처리업","07_22_06_P","3290000","329000010420120004","20121212","","03","폐업","0002","폐업","20171215","","","","","0","","부산광역시 부산진구 전포동 191-777번지","부산광역시 부산진구 진남로356번길 47 (전포동)","47311","주식회사 찬들푸드","20171215135759","I","2018-08-31 23:59:59.0","","388776.798296732","186268.571802947","식육포장처리업","식육포장처리업","","L00","",
"73","식육포장처리업","07_22_06_P","3290000","329000010420120005","20121212","","03","폐업","0002","폐업","20170227","","","","","0","","부산광역시 부산진구 전포동 191-777번지","부산광역시 부산진구 진남로356번길 47 (전포동)","47311","(주)잼푸드","20170227140308","I","2018-08-31 23:59:59.0","","388776.798296732","186268.571802947","식육포장처리업","식육포장처리업","","L00","",
"74","식육포장처리업","07_22_06_P","3290000","329000010420130005","20130823","","03","폐업","0002","폐업","20220325","","","","051-805-4477","0","","부산광역시 부산진구 부전동 263-11","부산광역시 부산진구 중앙대로743번길 24 (부전동)","47254","초원식품","20220328125832","U","2022-03-30 02:40:00.0","","387542.639473003","186459.428326925","식육포장처리업","식육포장처리업","0","000","0",
"75","식육포장처리업","07_22_06_P","3290000","329000010420130006","20131218","","03","폐업","0002","폐업","20180410","","","","","0","","","부산광역시 부산진구 개금본동로9번길 56, 1층 (개금동)","47173","(주)다원종합식품","20180410151611","I","2018-08-31 23:59:59.0","","384248.598428037","186057.883303965","식육포장처리업","식육포장처리업","","L00","",
"76","식육포장처리업","07_22_06_P","3290000","329000010420140003","20140324","","03","폐업","0002","폐업","20161215","","","","051-642-4567","0","","부산광역시 부산진구 범천동 62-56번지","부산광역시 부산진구 범일로125번길 18, 1층 (범천동)","47359","참정원(주)","20161215151005","I","2018-08-31 23:59:59.0","","387534.739408904","184470.507887591","식육포장처리업","식육포장처리업","","L00","",
