"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"11","단독정화조/오수처리시설설계시공업","09_30_07_P","3270000","327000054200900001","20090917","","03","폐업","2","폐업","20160328","","","","5152842","","601830","부산광역시 동구 초량동 1056-36 예그린아파트 B101","부산광역시 동구 초량상로 34  (초량동,예그린아파트 B101)","","(주)미래티이씨","20170328170939","I","2018-08-31 23:59:59.0","","385591.248001476","181425.423838974","분뇨등설계시공업관리","","","","","","","","",
"12","단독정화조/오수처리시설설계시공업","09_30_07_P","3280000","328000054200500001","20051216","","03","폐업","2","폐업","20071217","","","","","","606081","부산광역시 영도구 동삼동 325-51","","","지엔비건설","20200921105221","U","2020-09-23 02:40:00.0","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등설계시공업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","","","","",
"13","단독정화조/오수처리시설설계시공업","09_30_07_P","3280000","328000054200300002","20040315","","03","폐업","4","폐쇄","","","","","","","606062","부산광역시 영도구 봉래동2가 76 밀알빌딩","부산광역시 영도구 대교로 27  (봉래동2가,밀알빌딩)","","삼영이엔테크(주)","20200921105128","U","2020-09-23 02:40:00.0","","386130.066987103","179085.546176133","분뇨등설계시공업관리","","","","","","","","",
"14","단독정화조/오수처리시설설계시공업","09_30_07_P","3280000","328000054200300001","20020904","","03","폐업","4","폐쇄","","","","","","","606062","부산광역시 영도구 봉래동2가 76","부산광역시 영도구 대교로 27  (봉래동2가)","","삼영이엔테크(주)","20200921105033","U","2020-09-23 02:40:00.0","","386130.066987103","179085.546176133","분뇨등설계시공업관리","","","","","","","","",
"15","단독정화조/오수처리시설설계시공업","09_30_07_P","3290000","329000054199800001","19981216","","02","휴업","1","휴업","","20120127","20130126","","051 804 1101","","614043","부산광역시 부산진구 전포동 886-6","부산광역시 부산진구 동천로 32  (전포동)","","내외기계공업(주)","20130826110943","I","2018-08-31 23:59:59.0","","387879.07263691","185532.965324924","분뇨등설계시공업관리","","","","","","","","",
"16","단독정화조/오수처리시설설계시공업","09_30_07_P","3290000","329000054200400001","20040407","","02","휴업","1","휴업","","20071129","20080301","","051 805 0904","","614860","부산광역시 부산진구 연지동 168-3","부산광역시 부산진구 동평로223번길 15  (연지동)","","(주)나라건업","20091231135737","I","2018-08-31 23:59:59.0","","386769.821405807","187546.715595321","분뇨등설계시공업관리","","","","","","","","",
"17","단독정화조/오수처리시설설계시공업","09_30_07_P","3290000","329000054199500001","19950413","","01","영업/정상","11","영업","","","","","051 917 2166","","614854","부산광역시 부산진구 양정동 217 시청센트빌 429호","부산광역시 부산진구 중앙대로 981 (양정동)","614854","(주)금정토건","20200403095713","U","2020-04-05 02:40:00.0","","388873.520125228","188434.585440228","분뇨등설계시공업관리","","","","","","","","",
"18","단독정화조/오수처리시설설계시공업","09_30_07_P","3290000","329000054199500002","19950725","","01","영업/정상","11","영업","","","","","051 802 4466","","","부산광역시 부산진구 초읍동 279-7","부산광역시 부산진구 초읍천로108번길 68 (초읍동)","47104","대일환경(주)","20201214111010","U","2020-12-16 02:40:00.0","","386396.424585874","188522.316238299","분뇨등설계시공업관리","","","","","","","","",
"19","단독정화조/오수처리시설설계시공업","09_30_07_P","3290000","329000054199500003","19950830","","03","폐업","2","폐업","20130905","","","","0518167971","","614863","부산광역시 부산진구 전포동 632-3","","","(주)유성종합건설","20130905082420","I","2018-08-31 23:59:59.0","","","","분뇨등설계시공업관리","","","","","","","","",
"20","단독정화조/오수처리시설설계시공업","09_30_07_P","3290000","329000054199900001","19990422","","03","폐업","2","폐업","20080704","","","","051 817 9993","","614031","부산광역시 부산진구 부전동 474-54","부산광역시 부산진구 부전로 102-5  (부전동)","","(주)한일환경","20080704174113","I","2018-08-31 23:59:59.0","","387170.66199816","186381.131910033","분뇨등설계시공업관리","","","","","","","","",
"21","단독정화조/오수처리시설설계시공업","09_30_07_P","3290000","329000054200100001","20010718","","03","폐업","2","폐업","20031007","","","","051 819 2456","","614031","부산광역시 부산진구 부전동 347-11 무한빌딩 504호","부산광역시 부산진구 부전로152번길 13  (부전동,무한빌딩 504호)","","자연정화사","20041229152835","I","2018-08-31 23:59:59.0","폐기물 처리 및 오염방지시설 건설업","387456.978917265","186663.890624735","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","","","","",
"22","단독정화조/오수처리시설설계시공업","09_30_07_P","3290000","329000054200200001","20020719","","03","폐업","2","폐업","20040618","","","","051 807 5206","","614091","부산광역시 부산진구 부암동 38-5","부산광역시 부산진구 새싹로 123  (부암동)","","한울엔지니어링","20041229152942","I","2018-08-31 23:59:59.0","폐기물 처리 및 오염방지시설 건설업","386798.854853296","187265.433824081","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","","","","",
"23","단독정화조/오수처리시설설계시공업","09_30_07_P","3290000","329000054200300001","20030424","","03","폐업","2","폐업","20041228","","","","051 897 2355","","602813","부산광역시 서구 동대신동3가 326","","","(주)정원환경개발","20041229152250","I","2018-08-31 23:59:59.0","폐기물 처리 및 오염방지시설 건설업","","","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","","","","",
"24","단독정화조/오수처리시설설계시공업","09_30_07_P","3290000","329000054200300002","20031210","","03","폐업","2","폐업","20041231","","","","051 803 4166","","614031","부산광역시 부산진구 부전동 414-5 15통4반","부산광역시 부산진구 부전로111번길 14  (부전동)","","(주)환경소생이엠비씨","20041231130754","I","2018-08-31 23:59:59.0","","387080.276259431","186468.586337164","분뇨등설계시공업관리","","","","","","","","",
"25","단독정화조/오수처리시설설계시공업","09_30_07_P","3290000","329000054200600001","20060316","","03","폐업","2","폐업","20060623","","","","","","614854","부산광역시 부산진구 양정동 145-12","","","주식회사 가디안씨엔지","20060316170649","I","2018-08-31 23:59:59.0","그외 기타 분류안된 모든 서비스업","388883.682698165","188268.367163756","분뇨등설계시공업관리","그외 기타 분류안된 모든 서비스업","","","","","","","",
"26","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054200200011","20020814","","01","영업/정상","11","영업","","","","","051 5546522","","607030","부산광역시 동래구 칠산동 317-3","","","오케이엔지니어링","20201109181628","U","2020-11-11 02:40:00.0","","","","분뇨등설계시공업관리","","","","","","","","",
"27","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054200400001","20040126","","01","영업/정상","11","영업","","","","","","","607063","부산광역시 동래구 온천동 1444-10","부산광역시 동래구 충렬대로108번길 6  (온천동)","","(주)청호이.엔.지","20220428115022","U","2022-04-30 02:40:00.0","","388645.591323777","191655.314131575","분뇨등설계시공업관리","","","","","0","","0","",
"28","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054200800003","20080829","","01","영업/정상","11","영업","","","","","0515077823","","607063","부산광역시 동래구 온천동 1464-12","부산광역시 동래구 미남로 92-1  (온천동)","","(주)엘엠에이치엔지니어링","20091028110640","I","2018-08-31 23:59:59.0","","388407.971937629","191180.454945076","분뇨등설계시공업관리","","","","","","","","",
"29","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054198300001","19830722","","03","폐업","2","폐업","20080630","","","","051 5562123","","607837","부산광역시 동래구 온천동 1428-30","부산광역시 동래구 충렬대로 91  (온천동)","","대영건설(주)","20080630173605","I","2018-08-31 23:59:59.0","","388532.936821714","191774.030080915","분뇨등설계시공업관리","","","","","","","","",
"30","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054199200002","19921104","","03","폐업","2","폐업","20200131","","","","051 8617141","","607837","부산광역시 동래구 온천동 929-13","부산광역시 동래구 우장춘로 22-1  (온천동)","","(주)나라건업","20130121175803","I","2018-08-31 23:59:59.0","","388476.852092051","192013.163311727","분뇨등설계시공업관리","","","","","","","","",
"31","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054199200003","19921201","","03","폐업","2","폐업","20040510","","","","051 5312267","","607830","부산광역시 동래구 안락동 448-6","","","(주)세계건설","20030818100945","I","2018-08-31 23:59:59.0","","","","분뇨등설계시공업관리","","","","","","","","",
"32","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054199500005","19950316","","03","폐업","2","폐업","20050411","","","","051 5532545","","607768","부산광역시 동래구 수안동 34-1 새동래3차아파트 6동 202호","부산광역시 동래구 온천천로285번길 28, 6동 202호 (수안동,새동래3차아파트)","","(주)그린환경","20030818133750","I","2018-08-31 23:59:59.0","","389948.103104646","190500.388095072","분뇨등설계시공업관리","","","","","","","","",
"33","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054199800006","19980722","","03","폐업","2","폐업","20031001","","","","051 5075257","","607843","부산광역시 동래구 온천동 1465-1","","","(주)메르덤건설","20030818110712","I","2018-08-31 23:59:59.0","","","","분뇨등설계시공업관리","","","","","","","","",
"34","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054199900007","19990329","","03","폐업","2","폐업","20041120","","","","051 5556511","","607823","부산광역시 동래구 수안동 40-2","","","한국종항환경산업(주)","20030818112019","I","2018-08-31 23:59:59.0","","","","분뇨등설계시공업관리","","","","","","","","",
"35","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054200100008","20010604","","03","폐업","2","폐업","20170123","","","","051 5542990","","607829","부산광역시 동래구 안락동 792-7","","","세원환경","20170123182959","I","2018-08-31 23:59:59.0","","390764.596589754","190811.348862058","분뇨등설계시공업관리","","","","","","","","",
"36","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054200100009","20010713","","03","폐업","2","폐업","20050804","","","","051 5573421","","607837","부산광역시 동래구 온천동 1129-4","부산광역시 동래구 금정마을로 120  (온천동)","","동아엔바이로(주)","20030818131249","I","2018-08-31 23:59:59.0","","388100.30128976","192130.913902257","분뇨등설계시공업관리","","","","","","","","",
"37","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054200800001","20080121","","03","폐업","2","폐업","20110629","","","","0515835141","","607100","부산광역시 동래구 안락동 171-12","부산광역시 동래구 연안로52번길 81  (안락동)","","(주)한국환경이엔지","20110629125142","I","2018-08-31 23:59:59.0","","392287.216248758","190001.625744624","분뇨등설계시공업관리","","","","","","","","",
"38","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054200800002","20080825","","03","폐업","2","폐업","20200131","","","","0515835141","","607102","부산광역시 동래구 안락동 171-12","부산광역시 동래구 연안로52번길 81  (안락동)","","(주)한국환경이엔지","20130121180027","I","2018-08-31 23:59:59.0","","392287.216248758","190001.625744624","분뇨등설계시공업관리","","","","","","","","",
"39","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054200800004","20081229","","03","폐업","2","폐업","20120127","","","","","","607100","부산광역시 동래구 안락동 171-12","부산광역시 동래구 연안로52번길 81  (안락동)","","(주)한국환경이엔지","20120130095424","I","2018-08-31 23:59:59.0","","392287.216248758","190001.625744624","분뇨등설계시공업관리","","","","","","","","",
"40","단독정화조/오수처리시설설계시공업","09_30_07_P","3300000","330000054199300004","19930513","","03","폐업","4","폐쇄","","","","","051 5178580","","602815","부산광역시 서구 부민동1가 4-3","","","녹수건설(주)","20130121175911","I","2018-08-31 23:59:59.0","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등설계시공업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","","","","",
"41","단독정화조/오수처리시설설계시공업","09_30_07_P","3310000","331000054201100001","20111007","","01","영업/정상","11","영업","","","","","051-636-8548","","","부산광역시 남구 대연동 74-2","부산광역시 남구 수영로 294 (대연동, 대연동동일스위트)","48499","정수엔텍","20191209090621","U","2019-12-11 02:40:00.0","","391206.108718569","183916.087288998","분뇨등설계시공업관리","","","","","","","","",
"42","단독정화조/오수처리시설설계시공업","09_30_07_P","3310000","331000054200300001","20030823","","03","폐업","2","폐업","20080430","","","","","","608040","부산광역시 남구 문현동 127-51","부산광역시 남구 문현로23번길 10  (문현동)","","(주)동해환경","20080430151446","I","2018-08-31 23:59:59.0","","388825.788637512","184487.967513063","분뇨등설계시공업관리","","","","","","","","",
"43","단독정화조/오수처리시설설계시공업","09_30_07_P","3310000","331000054200300002","20031110","","03","폐업","2","폐업","20050825","","","","","","608766","부산광역시 남구 용호동 538-40 도시타워상가 202호","부산광역시 남구 용호로232번길 31,  202호 (용호동,도시타워상가)","","(주)팔공환경엔지니어링","20070820182452","I","2018-08-31 23:59:59.0","","392177.054040305","181177.438378822","분뇨등설계시공업관리","","","","","","","","",
"44","단독정화조/오수처리시설설계시공업","09_30_07_P","3310000","331000054200300003","20031110","","03","폐업","2","폐업","20080212","","","","051635 2638","","608830","부산광역시 남구 용당동 466-6","부산광역시 남구 신선로 397-2  (용당동)","","(주)남주환경산업","20080212173955","I","2018-08-31 23:59:59.0","","391193.758211369","182243.572702279","분뇨등설계시공업관리","","","","","","","","",
"45","단독정화조/오수처리시설설계시공업","09_30_07_P","3310000","331000054200300004","20031110","","03","폐업","2","폐업","20050406","","","","051 6261823","","608023","부산광역시 남구 대연동 30-4","부산광역시 남구 수영로366번길 16-6  (대연동)","","미래환경(주)","20031110175722","I","2018-08-31 23:59:59.0","분뇨 및 축산폐기물 처리업","391869.059177471","184230.827106521","분뇨등설계시공업관리","분뇨 및 축산폐기물 처리업","","","","","","","",
"46","단독정화조/오수처리시설설계시공업","09_30_07_P","3310000","331000054200300005","20031110","","03","폐업","2","폐업","20100701","","","","","","608023","부산광역시 남구 대연동 568-15","부산광역시 남구 유엔로 216  (대연동)","","(주)한신환경","20111011172310","I","2018-08-31 23:59:59.0","","391323.682366042","183209.178752077","분뇨등설계시공업관리","","","","","","","","",
"47","단독정화조/오수처리시설설계시공업","09_30_07_P","3320000","332000054199900001","19990726","","01","영업/정상","11","영업","","","","","051 3375040","","616814","부산광역시 북구 덕천동 14 부산기능대학 창업보육센타 114호","","","더난건설(주)","20031213121449","I","2018-08-31 23:59:59.0","분뇨 처리업","","","분뇨등설계시공업관리","분뇨 처리업","","","","","","","",
"48","단독정화조/오수처리시설설계시공업","09_30_07_P","3320000","332000054200500001","20050613","","03","폐업","2","폐업","20070129","","","","051 3429020","","616798","부산광역시 북구 화명동 723 120동","","","삼영이엔테크(주)","20050613180256","I","2018-08-31 23:59:59.0","","383534.81964487","194701.219439669","분뇨등설계시공업관리","","","","","","","","",
"49","단독정화조/오수처리시설설계시공업","09_30_07_P","3320000","332000054199500001","20040731","","03","폐업","2","폐업","20050809","","","","0513323455","","616807","부산광역시 북구 구포동 1123-1","부산광역시 북구 사상로 596  (구포동)","","한성정화건업사","20040805094021","I","2018-08-31 23:59:59.0","분뇨 처리업","381261.862084579","190488.008694365","분뇨등설계시공업관리","분뇨 처리업","","","","","","","",
"50","단독정화조/오수처리시설설계시공업","09_30_07_P","3320000","332000054199700003","19970715","","03","폐업","2","폐업","20070614","","","","051 3360505","","616090","부산광역시 북구 구포동 1123-7","부산광역시 북구 사상로 588  (구포동)","","한솔환경기계(주)","20031231095616","I","2018-08-31 23:59:59.0","분뇨 처리업","381250.883405367","190403.803172189","분뇨등설계시공업관리","분뇨 처리업","","","","","","","",
"51","단독정화조/오수처리시설설계시공업","09_30_07_P","3330000","333000054200500001","20051130","","03","폐업","2","폐업","20170112","","","","","","null","부산광역시 해운대구 중동 1408-5 27","부산광역시 해운대구 해운대해변로 296 (중동)","48099","(주)파라다이스호텔부산","20170112131027","I","2018-08-31 23:59:59.0","","397216.86090988","186702.956398282","분뇨등설계시공업관리","","","","","","","","",
"52","단독정화조/오수처리시설설계시공업","09_30_07_P","3330000","333000054199700001","19970813","","03","폐업","2","폐업","19970813","","","","","","612815","부산광역시 해운대구 반여동 1355-19","","","(주)은경이엔지","20031002101654","I","2018-08-31 23:59:59.0","","392951.242519577","190453.463973418","분뇨등설계시공업관리","","","","","","","","",
"53","단독정화조/오수처리시설설계시공업","09_30_07_P","3330000","333000054200000216","20000421","","03","폐업","2","폐업","20090414","","","","","","612831","부산광역시 해운대구 재송동 1086-9","","","(주)청솔환경","20090415085543","I","2018-08-31 23:59:59.0","","393501.098326369","189587.667745276","분뇨등설계시공업관리","","","","","","","","",
"54","단독정화조/오수처리시설설계시공업","09_30_07_P","3330000","333000054200200241","20020124","","03","폐업","2","폐업","20080313","","","","","","612060","부산광역시 해운대구 반여동 763-78","부산광역시 해운대구 선수촌로207번가길 26  (반여동)","","일진환경","20080313174248","I","2018-08-31 23:59:59.0","","393307.096758991","192155.976778578","분뇨등설계시공업관리","","","","","","","","",
"55","단독정화조/오수처리시설설계시공업","09_30_07_P","3340000","334000054200900001","20090609","","01","영업/정상","11","영업","","","","","2942370","","604850","부산광역시 사하구 하단동 596-34","","","(주)정원환경개발","20220630111319","U","2022-07-02 02:40:00.0","","378820.309152572","180298.00973516","분뇨등설계시공업관리","","","","","0","","0","",
"56","단독정화조/오수처리시설설계시공업","09_30_07_P","3340000","334000054200100008","20010423","","03","폐업","2","폐업","20090130","","","","","","604030","부산광역시 사하구 신평동 262-24","","","(주)삼환환경","20110429103509","I","2018-08-31 23:59:59.0","환경 행정","","","분뇨등설계시공업관리","환경 행정","","","","","","","",
"57","단독정화조/오수처리시설설계시공업","09_30_07_P","3340000","334000054200600001","20060613","","03","폐업","2","폐업","20110429","","","","","","604020","부산광역시 사하구 하단동 596-34   2층 201호","","","(주)정원환경개발","20110429103406","I","2018-08-31 23:59:59.0","","","","분뇨등설계시공업관리","","","","","","","","",
"58","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300011","20030627","","01","영업/정상","11","영업","","","","","051-508-4272","","609843","부산광역시 금정구 청룡동 631-5","부산광역시 금정구 놀이마당로 27 (청룡동)","609843","(주)서건엔텍21","20200424104608","U","2020-04-26 02:40:00.0","","389655.108233455","199467.347062416","분뇨등설계시공업관리","","","","","","","","",
"59","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200700001","20070222","","01","영업/정상","11","영업","","","","","051-519-4556","","609817","부산광역시 금정구 부곡동 15-23","부산광역시 금정구 중앙대로1778번길 27 (부곡동)","609817","(주)영진환경","20141113114255","I","2018-08-31 23:59:59.0","","390604.539437147","195761.851026088","분뇨등설계시공업관리","","","","","","","","",
"60","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300004","20030627","","01","영업/정상","11","영업","","","","","051-583-7678","","609854","부산광역시 금정구 구서동 75-14","부산광역시 금정구 체육공원로44번길 53 (구서동)","609854","(주)한화환경","20150313095117","I","2018-08-31 23:59:59.0","","390936.545273811","196369.526805207","분뇨등설계시공업관리","","","","","","","","",
"61","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054000000001","20030721","","03","폐업","2","폐업","20050201","","","","","","609392","부산광역시 금정구 장전동 516-2","부산광역시 금정구 식물원로 77  (장전동)","","진일개발(주)","20071031095747","I","2018-08-31 23:59:59.0","그외 기타 분류안된 모든 서비스업","389281.604853879","193798.979849947","분뇨등설계시공업관리","그외 기타 분류안된 모든 서비스업","","","","","","","",
"62","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054000000002","20030626","","03","폐업","2","폐업","20060124","","","","","","609310","부산광역시 금정구 구서동 159-31","부산광역시 금정구 두실로23번길 5  (구서동)","","(주)세일엔지니어링","20071031100135","I","2018-08-31 23:59:59.0","그외 기타 분류안된 모든 서비스업","390012.369265357","197675.929497619","분뇨등설계시공업관리","그외 기타 분류안된 모든 서비스업","","","","","","","",
"63","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054000000005","20031229","","03","폐업","2","폐업","20070518","","","","","","609312","부산광역시 금정구 구서동","","","(주)우일환경테크닉스","20071031100619","I","2018-08-31 23:59:59.0","그외 기타 분류안된 모든 서비스업","","","분뇨등설계시공업관리","그외 기타 분류안된 모든 서비스업","","","","","","","",
"64","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054000000006","20040223","","03","폐업","2","폐업","20081002","","","","0515193700","","609312","부산광역시 금정구 구서동 184-3","부산광역시 금정구 중앙대로 1925  (구서동)","","세일기술주식회사","20130103104458","I","2018-08-31 23:59:59.0","","390227.253984401","197209.205847723","분뇨등설계시공업관리","","","","","","","","",
"65","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054000000007","20040318","","03","폐업","2","폐업","20050101","","","","","","609815","부산광역시 금정구 남산동","","","(주)영웅과학","20071031101510","I","2018-08-31 23:59:59.0","그외 기타 분류안된 서비스업","","","분뇨등설계시공업관리","그외 기타 분류안된 서비스업","","","","","","","",
"66","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300010","20030627","","03","폐업","2","폐업","20191023","","","","","","609312","부산광역시 금정구 구서동 161-40","부산광역시 금정구 두실로 11-1  (구서동)","","(주)유성이앤씨","20191029100708","U","2019-10-31 02:40:00.0","","390116.661308076","197676.012711115","분뇨등설계시공업관리","","","","","","","","",
"67","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300012","20030627","","03","폐업","2","폐업","20070518","","","","","","609350","부산광역시 금정구 청룡동 632-3","부산광역시 금정구 범어사로 423  (청룡동)","","(주)우일환경테크닉스","20071031113145","I","2018-08-31 23:59:59.0","","389635.415888168","199385.436227116","분뇨등설계시공업관리","","","","","","","","",
"68","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300014","20030627","","03","폐업","2","폐업","20050630","","","","","","609323","부산광역시 금정구 부곡동 244-7 대우아파트상가지하B9","부산광역시 금정구 부산대학로 10  (부곡동,대우아파트상가지하B9)","","(주)원경엔지니어링","20071031113700","I","2018-08-31 23:59:59.0","그외 기타 분류안된 모든 서비스업","390226.191823568","194536.60816259","분뇨등설계시공업관리","그외 기타 분류안된 모든 서비스업","","","","","","","",
"69","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300009","20030627","","03","폐업","2","폐업","20191028","","","","","","609340","부산광역시 금정구 남산동 99-3","부산광역시 금정구 금강로 682-10 (남산동)","","(주)성강","20191029100752","U","2019-10-31 02:40:00.0","","390080.927521287","198539.252320493","분뇨등설계시공업관리","","","","","","","","",
"70","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200400001","20041108","","03","폐업","2","폐업","20070816","","","","","","609323","부산광역시 금정구 부곡동 21-0009","","","(주)성일이엔지","20070816182918","I","2018-08-31 23:59:59.0","","","","분뇨등설계시공업관리","","","","","","","","",
"71","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200500001","20051223","","03","폐업","2","폐업","20151113","","","","","","609390","부산광역시 금정구 장전동 96-0001","","","(주)금정이앤지","20151113173310","I","2018-08-31 23:59:59.0","","389829.888208516","195743.87030359","분뇨등설계시공업관리","","","","","","","","",
"72","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200900001","20090930","","03","폐업","2","폐업","20130101","","","","","","609811","부산광역시 금정구 남산동 99-3","부산광역시 금정구 금강로 682-10  (남산동)","","주식회사 성강","20130103104745","I","2018-08-31 23:59:59.0","","390080.927521287","198539.252320493","분뇨등설계시공업관리","","","","","","","","",
