"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"17","일반유원시설업","03_07_09_P","3300000","CDFI5271001968000001","19680325","","03","폐업","03","폐업","20190701","","","","558-4196","","607832","부산광역시 동래구 온천동 286번지","부산광역시 동래구 우장춘로 155 (온천동)","","일성랜드","20191030174449","U","2019-11-01 02:40:00.0","","388835.288484514","193206.56218351","허가유원시설업","유원시설업","","","기타","","","","","","","","","","","","","","","","","198.1","3","","Y","N","N","N","","","","","","","198",
"18","일반유원시설업","03_07_09_P","3300000","CDFI5271001968000002","19680325","","03","폐업","03","폐업","20130611","","","","555-2911","","607060","부산광역시 동래구 온천동 27-6번지","","","금강랜드","20130611114747","I","2018-08-31 23:59:59.0","","","","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"19","일반유원시설업","03_07_09_P","3300000","CDFI5271001990000001","19900602","","03","폐업","03","폐업","20061026","","","","558-4196","","607832","부산광역시 동래구 온천동 286번지","부산광역시 동래구 우장춘로 155  (온천동)","","비룡열차","20061026095051","I","2018-08-31 23:59:59.0","","388835.288484514","193206.56218351","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"20","일반유원시설업","03_07_09_P","3310000","CDFI5271002015000001","20150415","","03","폐업","03","폐업","20210318","","","","","","608804","부산광역시 남구 대연동 56-18","부산광역시 남구 용소로7번길 6-1 (대연동)","48512","신나는 디스코 팡팡","20210318170330","U","2021-03-20 02:40:00.0","","391407.661985573","183966.539524643","허가유원시설업","","일반상업지역","2","기타","","","기타","2","","","","","","","","","","","","","202.02","타가다 디스코, feliche@hanmail.net","","Y","","Y","Y","","","","","","","202",
"21","일반유원시설업","03_07_09_P","3320000","CDFI5271002013000001","20130401","","03","폐업","03","폐업","20130605","","","","051-333-3238","","616823","부산광역시 북구 덕천동 763번지","","","화명워터아일랜드","20130613144954","I","2018-08-31 23:59:59.0","","381886.710034792","192791.688242788","허가유원시설업","","녹지지역","","","","","","","","","","","","","","","","","","","2800","검사대상 3종 17대수, 비검사대상 3종 21대수","","Y","Y","Y","Y","","","","","","","2800",
"22","일반유원시설업","03_07_09_P","3320000","CDFI5271002013000002","20131021","","03","폐업","03","폐업","20190810","","","","051-333-3238","","","부산광역시 북구 덕천동 763번지 화명야외수영장","부산광역시 북구 강변대로 1629, 화명야외수영장 (덕천동)","46500","시스타","20190909085726","U","2019-09-11 02:40:00.0","","381886.710034792","192791.688242788","허가유원시설업","","","","기타","","","","","","","","","","","","","","","","","9966","14종 37대","37","Y","Y","Y","Y","","","","","","","9966",
"23","일반유원시설업","03_07_09_P","3330000","CDFI5271002019000001","20190315","","03","폐업","03","폐업","20190907","","","","070-4801-6034","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장 5B~E호","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 3층 5B~E호 (우동)","48060","상상체험+레이싱 키즈월드 시즌2","20190916212337","U","2019-09-18 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"24","일반유원시설업","03_07_09_P","3330000","CDFI5271002019000002","20190621","","03","폐업","03","폐업","20190826","","","","","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장 4C~F호","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 4C~F호 (우동)","48060","실내썰매 키즈월드 시즌3","20190903122202","U","2019-09-05 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","26종 29대","","","","","","","","","","","","",
"25","일반유원시설업","03_07_09_P","3330000","CDFI5271002019000003","20191213","","03","폐업","03","폐업","","","","","070-4801-6034","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장 5B~E호","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 5B~E호 (우동)","48060","상상체험+레이싱 키즈월드 시즌3","20200511102520","U","2020-05-13 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사대상: 10종 10대, 안전성검사 비대상: 18종 21대","","Y","Y","Y","Y","","","","","","","",
"26","일반유원시설업","03_07_09_P","3330000","CDFI5271002017000005","20170704","","03","폐업","03","폐업","20170906","","","","","","","부산광역시 해운대구 우동 1500번지","부산광역시 해운대구 APEC로 55, 1층 4C,D,E,F호 (우동, 벡스코)","48060","상상체험 키즈월드 시즌5","20171011115320","I","2018-08-31 23:59:59.0","","394482.139208377","187606.035424193","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"27","일반유원시설업","03_07_09_P","3330000","CDFI5271002017000006","20170928","","03","폐업","03","폐업","20171010","","","","","","","부산광역시 해운대구 우동 1413-4번지","부산광역시 해운대구 APEC로 30, 1층 (우동, 벡스코제2전시장)","48060","상상체험&레이싱 키즈월드 추석 앙코르","20171011115527","I","2018-08-31 23:59:59.0","","394457.407487917","187231.530457387","허가유원시설업","","상업지역","","","","","","","","","","","","","","","","","","","","안전검사대상 : 9종 , 안전검사비대상 : 19종","","","","","","","","","","","","",
"28","일반유원시설업","03_07_09_P","3330000","CDFI5271002017000007","20171201","","03","폐업","03","폐업","","","","","","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장","부산광역시 해운대구 APEC로 30, 3층 5B,C,D,E호 (우동)","48060","레이싱 키즈월드 룰루랄라","20180320173157","I","2018-08-31 23:59:59.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","대상 : 5종 6대 , 비대상 : 17종 32대","","Y","Y","Y","Y","","","","","","","",
"29","일반유원시설업","03_07_09_P","3330000","CDFI5271002017000008","20171218","","03","폐업","03","폐업","","","","","","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장 4A~D호","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 1층 4A~D호 (우동)","48060","실내썰매 키즈월드 시즌6","20180320173227","I","2018-08-31 23:59:59.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전검사대상 : 6종 6대 / 비안전검사대상 : 18종 28대","","","","","","","","","","","","",
"30","일반유원시설업","03_07_09_P","3330000","CDFI5271002018000001","20180319","","03","폐업","03","폐업","20180523","","","","","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 3층 5B~E호 (우동)","48060","2018 앙코르 상상체험&레이싱키즈월드","20180529163148","I","2018-08-31 23:59:59.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안정성검사 : 4종 4대 , 확인검사 : 19종 24대","","Y","Y","Y","Y","","","","","","","",
"31","일반유원시설업","03_07_09_P","3330000","CDFI5271002003000001","20030319","","03","폐업","03","폐업","20050114","","","","","","612820","부산광역시 해운대구 우동 587-1번지 스펀지 5층 518-1호","부산광역시 해운대구 해운대로 648  (우동,스펀지 5층 518-1호)","","스펀지게임파크 범퍼카존","20050120145624","I","2018-08-31 23:59:59.0","","396848.162435114","187172.579511016","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"32","일반유원시설업","03_07_09_P","3330000","CDFI5271002008000001","20080813","","03","폐업","03","폐업","20080903","","","","","","612824","부산광역시 해운대구 우동 1413번지","부산광역시 해운대구 APEC로 58  (우동)","","2008씨네워터파크","20080904113130","I","2018-08-31 23:59:59.0","","394621.92798588","187299.290893377","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"33","일반유원시설업","03_07_09_P","3330000","CDFI5271002009000001","20090716","","03","폐업","03","폐업","20090817","","","","203-4664","","604806","부산광역시 사하구 감천동 702-1번지","부산광역시 사하구 감천로 68  (감천동)","","(주)비키월드","20090826160350","I","2018-08-31 23:59:59.0","","382208.240068481","178539.144834593","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"34","일반유원시설업","03_07_09_P","3330000","CDFI5271002013000001","20130604","","03","폐업","03","폐업","20130707","","","","740-4040","","612704","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장 3층","부산광역시 해운대구 APEC로 30 (우동, 벡스코제2전시장 3층)","612704","부안원숭이학교 자연사 박물관","20130722152122","I","2018-08-31 23:59:59.0","","394457.407487917","187231.530457387","허가유원시설업","","일반상업지역","7","기타","","","문화시설","5","2","","","","","","","","","","","","3700.8","허가전안전성대상 5종, 안전성비검사대상 2종","","Y","Y","Y","Y","","","","","","","3701",
"35","일반유원시설업","03_07_09_P","3330000","CDFI5271002016000001","20161212","","03","폐업","03","폐업","20170307","","","","","","","부산광역시 해운대구 우동","부산광역시 해운대구 APEC로 30, 3층 (우동, 벡스코제2전시장)","48060","실내썰매 키즈월드 시즌4","20170517091021","I","2018-08-31 23:59:59.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사대상 4종 4대, 안전성검사 비대상 11종 13대","","Y","Y","Y","Y","","","","","","","",
"36","일반유원시설업","03_07_09_P","3330000","CDFI5271002016000002","20161230","","03","폐업","03","폐업","20170131","","","","","","","부산광역시 해운대구 우동","부산광역시 해운대구 APEC로 30, 1층 (우동, 벡스코제2전시장)","48060","레이싱 키즈파크 룰루랄라","20170517091323","I","2018-08-31 23:59:59.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성 검사대상 2종, 안전성 비검사대상 8종","","Y","Y","Y","Y","","","","","","","",
"37","일반유원시설업","03_07_09_P","3330000","CDFI5271002017000001","20170111","","03","폐업","03","폐업","20170214","","","","740-4050","","","부산광역시 해운대구 우동","부산광역시 해운대구 APEC로 30, 1층 (우동, 벡스코제2전시장)","48060","공룡어드벤쳐 동물탐험대","20170517091115","I","2018-08-31 23:59:59.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성 검사대상 1종 5대, 안전성검사 비대상 3종 3대","","","","","","","","","","","","",
"38","일반유원시설업","03_07_09_P","3330000","CDFI5271002017000002","20170202","","03","폐업","03","폐업","20170305","","","","","","","부산광역시 해운대구 우동 1413-4번지","부산광역시 해운대구 APEC로 30 (우동, 벡스코제2전시장)","48060","레이싱 키즈파크 룰루랄라","20170517091250","I","2018-08-31 23:59:59.0","","394457.407487917","187231.530457387","허가유원시설업","","일반상업지역","","기타","","","근린생활시설","","","","","","","","","","","","","","","","","Y","Y","Y","Y","","","","","","","",
"39","일반유원시설업","03_07_09_P","3330000","CDFI5271002017000003","20170308","","03","폐업","03","폐업","20170509","","","","","","","부산광역시 해운대구 우동 1413-4번지","부산광역시 해운대구 APEC로 30 (우동, 벡스코제2전시장)","48060","실내썰매 키즈월드 시즌5","20170517091613","I","2018-08-31 23:59:59.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전검사 대상 4종 4대, 비안전검사 대상 11종, 13대","","","","","","","","","","","","",
"40","일반유원시설업","03_07_09_P","3330000","CDFI5271002017000004","20170605","","03","폐업","03","폐업","20170904","","","","","","","부산광역시 해운대구 우동 1413-4번지","부산광역시 해운대구 APEC로 30 (우동, 벡스코제2전시장)","48060","레이싱 키즈월드 룰루랄라 시즌2","20171011115450","I","2018-08-31 23:59:59.0","","394457.407487917","187231.530457387","허가유원시설업","","상업지역","","기타","","","기타","","","","","","","","","","","","","","","","","Y","Y","Y","Y","","","","","","","",
"41","일반유원시설업","03_07_09_P","3330000","CDFI5271002018000002","20180709","","03","폐업","03","폐업","20180827","","","","","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 1층 4A~D호 (우동)","48060","상상체험 키즈월드 시즌8","20181231152951","U","2019-01-02 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성 : 7종 7대 / 비안전성 : 15종 15대","","","","","","","","","","","","",
"42","일반유원시설업","03_07_09_P","3330000","CDFI5271002018000003","20180709","","03","폐업","03","폐업","20181017","","","","","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 3층 5B~E호 (우동)","48060","레이싱 키즈월드 시즌4","20181130180927","U","2018-12-02 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성: 5종 5대 / 비안전성 : 15종 26대","","Y","Y","","Y","","","","","","","",
"43","일반유원시설업","03_07_09_P","3330000","CDFI5271002019000004","20191223","","03","폐업","03","폐업","20200131","","","","070-4801-6034","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장 4C~F호","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 4C~F호 (우동)","48060","후토스+실내썰매 키즈월드","20200210161627","U","2020-02-12 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사대상 유기기구 8대(8종), 안전성검사비대상 유기기구 7대(7종)","","Y","Y","Y","Y","","","","","","","",
"44","일반유원시설업","03_07_09_P","3330000","CDFI5271002020000001","20200603","","03","폐업","03","폐업","20201012","","","","070-4801-6034","","","부산광역시 해운대구 우동 1413-4 벡스코제2전시장 5B~E호","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 5B~E호 (우동)","48060","상상체험+ 레이싱 키즈월드 4","20201012205810","U","2020-10-14 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사대상 10종 10대, 안전성검사 비대상 11종 23대","","Y","Y","Y","Y","","","","","","","",
"45","일반유원시설업","03_07_09_P","3330000","CDFI5271002020000003","20201106","","03","폐업","03","폐업","20211017","","","","070-4801-6034","","","부산광역시 해운대구 우동 1413-4 벡스코제2전시장 5B~E호","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 5B~E호 (우동)","48060","상상체험 + 레이싱 키즈월드 5","20211208170200","U","2021-12-10 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"46","일반유원시설업","03_07_09_P","3330000","CDFI5271002018000004","20181130","","03","폐업","03","폐업","20190304","","","","","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 3층 5B~E호 (우동)","48060","상상체험+레이싱 키즈월드","20190314094036","U","2019-03-16 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사 : 12종 12대, 확인검사 : 21종 27대","","","","","","","","","","","","",
"47","일반유원시설업","03_07_09_P","3330000","CDFI5271002018000005","20181220","","03","폐업","03","폐업","20190304","","","","","","","부산광역시 해운대구 우동 1413-4번지 벡스코제2전시장","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 1층 4C~F호 (우동)","48060","실내썰매 키즈월드 시즌2","20190314094009","U","2019-03-16 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사:6종6대/ 확인검사:3종16대","","","","","","","","","","","","",
"48","일반유원시설업","03_07_09_P","3330000","CDFI5271002010000001","20101108","","01","영업/정상","13","영업중","","","","","051-749-2995","","612020","부산광역시 해운대구 우동 1495","부산광역시 해운대구 센텀남대로 35 (우동)","48058","(주)신세계 센텀시티","20220429123807","U","2022-05-01 02:40:00.0","","393952.264486105","187602.933160728","허가유원시설업","","일반공업지역","0","기타","","","유통시설","0","0","0","0","","","0","0","","0","0","","0","0","회전목마 1종 1대","1","Y","Y","Y","Y","","","0","","","","0",
"49","일반유원시설업","03_07_09_P","3330000","CDFI5271002021000001","20211224","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1413-4 벡스코제2전시장","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 5B~E홀 (우동)","48060","벡스코 상상체험 키즈월드 시즌7","20220215095631","U","2022-02-17 02:40:00.0","","394457.407487917","187231.530457387","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사대상:10종 10대, 확인 검사 대상: 14종 22대","0","Y","Y","","Y","","","0","","","","0",
"50","일반유원시설업","03_07_09_P","3330000","CDFI5271002020000002","20201006","","01","영업/정상","13","영업중","","","","","051-701-5548","","","부산광역시 해운대구 중동 555-2","부산광역시 해운대구 청사포로 116, 2층 (중동)","48116","해운대블루라인(주)","20201014142839","U","2020-10-16 02:40:00.0","","399573.805687674","186864.847077843","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사대상 유기기구 4대(1종)","","","","","","","","","","","","",
"51","일반유원시설업","03_07_09_P","3340000","CDFI5271002017000001","20170808","","03","폐업","03","폐업","20170831","","","","","","","부산광역시 사하구 다대동 1674번지 (다대포해수욕장)","","","협동조합 디딤돌(다대포 워터파크)","20170922133749","I","2018-08-31 23:59:59.0","","379368.619950617","173666.217193686","허가유원시설업","","","","","","","","1","","","","","","","","","","","","","4400","유기기구(비검사용)8종 자동차바운스 등 8개","8","Y","Y","Y","Y","","","","","","","4400",
"52","일반유원시설업","03_07_09_P","3340000","CDFI5271002018000001","20180713","","03","폐업","03","폐업","20180821","","","","","","","부산광역시 사하구 다대동 482-3번지","부산광역시 사하구 몰운대1길 52 (다대동)","49527","다대포워터파크","20180829155150","I","2018-08-31 23:59:59.0","","379470.61179149","173765.464798248","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전성검사대상 4종, 안전성검사 미대상 5종","","Y","","Y","Y","","","","","","","",
"53","일반유원시설업","03_07_09_P","3350000","CDFI5271002018000001","20180626","","01","영업/정상","13","영업중","","","","","051-550-1601,1425","","","부산광역시 금정구 두구동 1641 금정체육공원","부산광역시 금정구 체육공원로399번길 324, 금정체육공원 (두구동)","46207","부산지방공단스포원","20220627103411","U","2022-06-29 02:40:00.0","","391435.914412022","201165.165866207","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"54","일반유원시설업","03_07_09_P","3360000","CDFI5271002015000001","20150114","","03","폐업","03","폐업","20150302","","","","","","618240","부산광역시 강서구 범방동 1833번지 부산경남경마공원내","부산광역시 강서구 가락대로 929 (범방동)","618240","필에이젠시","20150309085410","I","2018-08-31 23:59:59.0","","371094.285732956","185672.987884383","허가유원시설업","","","","","","","","","","","","","","","","","","","","","8750","안전성검사 대상 : 1종  안전성검사 미대상 : 3종","","Y","Y","Y","Y","","","","","","","8750",
