"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총종업원수","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"11","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2008-00009","20080916","","01","영업/정상","01","영업","","","","","051 244 0103","45.55","602801","부산광역시 서구 남부민동 690-1","부산광역시 서구 충무대로 214 (남부민동)","49255","삼성수산","20220105142024","U","2022-01-07 02:40:00.0","집단급식소 식품판매업","384560.270958124","178650.41017002","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","18","","","",
"12","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2008-00010","20080917","","01","영업/정상","01","영업","","","","","051 243 8809","140.00","602801","부산광역시 서구 남부민동 689-4 우양냉장 102호","부산광역시 서구 충무대로 234 (남부민동, 우양냉장 102호)","49255","화신외식산업","20141110102620","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","384566.48631262","178809.387105856","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"13","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2009-00001","20090323","","01","영업/정상","01","영업","","","","","051 2463961","","602030","부산광역시 서구 암남동 716","부산광역시 서구 원양로 125 (암남동)","49273","(주)인터불고 동영","20120116103747","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","383539.602429996","175767.563913389","집단급식소 식품판매업","","","","","","","","","","","","","","N","0","","","",
"14","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2012-00008","20120611","","01","영업/정상","01","영업","","","","","051 463 6135","51.03","602823","부산광역시 서구 서대신동3가 700-10 (1층)","부산광역시 서구 대티로135번길 6 (서대신동3가)","49208","중앙유통","20191215102756","U","2019-12-17 02:40:00.0","집단급식소 식품판매업","383178.143436775","181012.03817867","집단급식소 식품판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","","",
"15","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2008-00006","20080902","","01","영업/정상","01","영업","","","","","051 246 9110","12.70","602030","부산광역시 서구 암남동 762 부산수산가공단지 B동 308호","부산광역시 서구 원양로 1 (암남동, 부산수산가공단지 B동 308호)","49277","주식회사 대풍수산식품","20151203161836","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","383449.669961635","174683.069423816","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"16","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2008-00001","20080319","","01","영업/정상","01","영업","","","","","051 245 3577","77.47","602812","부산광역시 서구 동대신동3가 32-8","부산광역시 서구 보수대로264번길 24 (동대신동3가)","49205","(주)엠스토리","20120116101614","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","383831.265144533","181829.102916588","집단급식소 식품판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","","",
"17","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2017-00001","20170308","","01","영업/정상","01","영업","","","","","051 231 2240","29.70","602801","부산광역시 서구 남부민동 693-3 3층","부산광역시 서구 충무대로 154, 3층 (남부민동)","49255","(주)블루오션","20211227182051","U","2021-12-29 02:40:00.0","집단급식소 식품판매업","384618.721627185","178019.526149582","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"18","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2013-00003","20130401","","01","영업/정상","01","영업","","","","","051 253 3113","20.00","602030","부산광역시 서구 암남동 717","부산광역시 서구 원양로 119 (암남동)","49273","수협중앙회 감천항 물류센터","20220120152308","U","2022-01-22 02:40:00.0","집단급식소 식품판매업","383533.518326829","175685.538391763","집단급식소 식품판매업","","","","","","","","","","","","","","N","0","","","",
"19","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2013-00006","20130729","","01","영업/정상","01","영업","","","","","051 261 3877","625.65","602030","부산광역시 서구 암남동 762","부산광역시 서구 원양로 1, A동 303호 (암남동, 수산가공선진화단지)","49277","주식회사 명진에스에프","20170806102710","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","383449.669961635","174683.069423816","집단급식소 식품판매업","","","","","","","0","0","0","0","임대","","","N","20","","","",
"20","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2022-00001","20220112","","01","영업/정상","01","영업","","","","","051 9370292","70.04","602052","부산광역시 서구 토성동2가 8-34","부산광역시 서구 까치고개로233번길 22, 1층 (토성동2가)","49224","정진","20220112135818","I","2022-01-14 00:22:40.0","집단급식소 식품판매업","384266.710931066","179816.606694693","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","70.04","","","",
"21","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2018-00001","20180802","","01","영업/정상","01","영업","","","","","051 245 1505","5.14","602834","부산광역시 서구 초장동 8-4","부산광역시 서구 구덕로 155, 1층 (초장동)","49245","주식회사 동아","20180802170850","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","384119.039166374","179570.356846193","집단급식소 식품판매업","","","","","","","","","","","","","","N","0","","","",
"22","집단급식소식품판매업","07_22_01_P","3260000","3260000-122-2021-00001","20210416","","01","영업/정상","01","영업","","","","","","31.57","602828","부산광역시 서구 아미동2가 74-26","부산광역시 서구 까치고개로208번길 34, 1층 (아미동2가)","49245","조은","20210503134136","U","2021-05-05 02:40:00.0","집단급식소 식품판매업","383968.837848593","179552.750830757","집단급식소 식품판매업","","","","","상수도전용","","0","0","0","0","","","","N","2.98","","","",
"23","집단급식소식품판매업","07_22_01_P","3270000","3270000-122-2019-00001","20190114","","01","영업/정상","01","영업","","","","","051","18.67","601804","부산광역시 동구 범일동 172-4","부산광역시 동구 정공단로 43-1, 1층 (범일동)","48724","헬스앤케어","20190124161829","U","2019-01-26 02:40:00.0","집단급식소 식품판매업","387248.577126555","183850.549352024","집단급식소 식품판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","","",
"24","집단급식소식품판매업","07_22_01_P","3270000","3270000-122-2014-00001","20141210","","01","영업/정상","01","영업","","","","","051 464 0782","","601827","부산광역시 동구 초량동 103-12","부산광역시 동구 초량상로 120 (초량동)","48796","주식회사 굿타임로직스","20190625134013","U","2019-06-27 02:40:00.0","집단급식소 식품판매업","385904.631699777","182231.365120282","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"25","집단급식소식품판매업","07_22_01_P","3270000","3270000-122-2016-00001","20160628","","01","영업/정상","01","영업","","","","","051 254 0124","161.98","601813","부산광역시 동구 수정동 1006-15","부산광역시 동구 초량상로157번길 34 (수정동)","48793","뉴앵강수산","20160712111023","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","386208.326245533","182598.257550643","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"26","집단급식소식품판매업","07_22_01_P","3270000","3270000-122-2008-00003","20081112","","01","영업/정상","01","영업","","","","","051 441 6501","144.00","601837","부산광역시 동구 초량동 1158-7 부산 YWCA","부산광역시 동구 중앙대로 298, 부산 YWCA 지하1층 (초량동)","48730","부산YWCA 생활협동조합","20190311154218","U","2019-03-13 02:40:00.0","집단급식소 식품판매업","386287.078882652","182353.593813228","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","54.25","","","",
"27","집단급식소식품판매업","07_22_01_P","3270000","3270000-122-2012-00002","20121211","","01","영업/정상","01","영업","","","","","051 950 5500","3,320.90","601822","부산광역시 동구 좌천동 68-18","부산광역시 동구 성남로 9 (좌천동)","48757","(주)프레시원 부산","20210426144335","U","2021-04-28 02:40:00.0","집단급식소 식품판매업","387152.522029707","182829.333171041","집단급식소 식품판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","","",
"28","집단급식소식품판매업","07_22_01_P","3270000","3270000-122-2018-00002","20181218","","01","영업/정상","01","영업","","","","","","36.54","601811","부산광역시 동구 범일동 1522-248","부산광역시 동구 범상로 43-1, 1층 (범일동)","48701","KB유통","20181228151850","U","2018-12-30 02:40:00.0","집단급식소 식품판매업","386570.097582324","184683.359458119","집단급식소 식품판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","","",
"29","집단급식소식품판매업","07_22_01_P","3280000","3280000-122-2013-00001","20130904","","01","영업/정상","01","영업","","","","","051 418 6000","366.97","606818","부산광역시 영도구 청학동 9-1","부산광역시 영도구 태종로 349-2 (청학동)","49008","(주)자연이숨쉬는쌀","20191118095305","U","2019-11-20 02:40:00.0","집단급식소 식품판매업","388132.361149981","179346.062349697","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"30","집단급식소식품판매업","07_22_01_P","3280000","3280000-122-2016-00002","20161004","","01","영업/정상","01","영업","","","","","051 244 0001","99.88","606809","부산광역시 영도구 동삼동 486 3층","부산광역시 영도구 절영로 483, 3층 (동삼동)","49118","(주)자갈치전복푸드","20201012144549","U","2020-10-14 02:40:00.0","집단급식소 식품판매업","388657.478492963","176627.863115087","집단급식소 식품판매업","","","","","","","","","","","","","","N","0","","","",
"31","집단급식소식품판매업","07_22_01_P","3280000","3280000-122-2018-00001","20180810","","01","영업/정상","01","영업","","","","","","14.42","606062","부산광역시 영도구 봉래동2가 12 대화아파트","부산광역시 영도구 절영로13번길 25, 1층 (봉래동2가, 대화아파트)","49034","서인유통","20180810101615","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","386105.353947123","178989.635527082","집단급식소 식품판매업","","","","","","","","","","","","","","N","0","","","",
"32","집단급식소식품판매업","07_22_01_P","3280000","3280000-122-2021-00001","20210402","","01","영업/정상","01","영업","","","","","051 256 9858","","606821","부산광역시 영도구 청학동 217-70","부산광역시 영도구 해양로 55 (청학동)","49007","(주)로열푸드코리아","20210402161901","I","2021-04-04 00:23:14.0","집단급식소 식품판매업","387905.997274638","179544.370990558","집단급식소 식품판매업","","","","","","","","","","","","","","N","0","","","",
"33","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2019-00001","20190116","","01","영업/정상","01","영업","","","","","","41.78","614808","부산광역시 부산진구 가야동 669-9 벽산아파트","부산광역시 부산진구 엄광로 68, 상가동 2층 205호 (가야동, 벽산아파트)","47391","한국교육지원협동조합","20201109151213","U","2020-11-11 02:40:00.0","집단급식소 식품판매업","384502.365301052","184924.599813961","집단급식소 식품판매업","","","","","","","","","","","","","","N","0","","","",
"34","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2019-00002","20190416","","01","영업/정상","01","영업","","","","","051 5324566","67.00","614873","부산광역시 부산진구 초읍동 208-18 1층","부산광역시 부산진구 성지로 98, 1층 (초읍동)","47115","소담유통","20190416173228","I","2019-04-18 02:20:45.0","집단급식소 식품판매업","386951.396244723","188592.06297048","집단급식소 식품판매업","","","","","","","","","","","","","","N","67","","","",
"35","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2019-00004","20190620","","01","영업/정상","01","영업","","","","","","6.60","614861","부산광역시 부산진구 연지동 236-1 1층","부산광역시 부산진구 국악로 36, 1층 (연지동)","47130","한솔식품","20190620102249","I","2019-06-22 02:21:18.0","집단급식소 식품판매업","386924.483288554","187938.345289804","집단급식소 식품판매업","","","","","","","","","","","","","","N","0","","","",
"36","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2019-00003","20190605","","01","영업/정상","01","영업","","","","","051 201 5582","33.00","614828","부산광역시 부산진구 범천동 848-17","부산광역시 부산진구 황령대로8번길 54, 1층 (범천동)","47357","(주)나무숲","20190605120029","I","2019-06-07 02:21:05.0","집단급식소 식품판매업","387647.228507509","184857.762359067","집단급식소 식품판매업","","","","","","","","","","","","","","N","33","","","",
"37","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2019-00005","20190726","","01","영업/정상","01","영업","","","","","","33.00","614831","부산광역시 부산진구 범천동 1215-22","부산광역시 부산진구 신암로99번길 22, 지하1층 (범천동)","47348","봉구푸드","20190726115526","I","2019-07-28 02:21:48.0","집단급식소 식품판매업","386839.750825603","185348.768981665","집단급식소 식품판매업","","","","","","","","","","","","","","N","33","","","",
"38","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2019-00006","20190802","","01","영업/정상","01","영업","","","","","051 8035775","8.00","614842","부산광역시 부산진구 부전동 390-28","부산광역시 부산진구 부전로 144-3, 3층 (부전동)","47253","(주)나누리식품","20210607150025","U","2021-06-09 02:40:00.0","집단급식소 식품판매업","387378.42101211","186631.135251435","집단급식소 식품판매업","","","","","","","","","","","","","","N","8","","","",
"39","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2019-00007","20191210","","01","영업/정상","01","영업","","","","","","56.10","614822","부산광역시 부산진구 부암동 507-1 협진진보빌라","부산광역시 부산진구 당감서로98번길 12, 에이동 1층 101호일부호 (부암동, 협진진보빌라)","47142","자연엔","20191210113318","I","2019-12-12 00:23:28.0","집단급식소 식품판매업","385418.21681125","187441.003392503","집단급식소 식품판매업","","","","","","","","","","","","","","N","32.3","","","",
"40","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2022-00002","20220217","","01","영업/정상","01","영업","","","","","","33.00","614843","부산광역시 부산진구 부전동 269-1","부산광역시 부산진구 부전로162번길 48, 1층 (부전동)","47251","수다푸드","20220302173035","U","2022-03-04 02:40:00.0","집단급식소 식품판매업","387647.618444247","186585.445473418","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"41","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2022-00001","20220203","","01","영업/정상","01","영업","","","","","","31.30","614801","부산광역시 부산진구 가야동 659-2","부산광역시 부산진구 가야대로482번길 77, 1층 (가야동)","47385","제이씨상사","20220203111453","I","2022-02-05 00:22:38.0","집단급식소 식품판매업","384428.276853898","185249.947721717","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","31.3","","","",
"42","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2020-00001","20200226","","01","영업/정상","01","영업","","","","","","26.40","614883","부산광역시 부산진구 당감동 912","부산광역시 부산진구 가야대로703번가길 31, 2층 (당감동)","47261","(주)온그린","20220617161002","U","2022-06-19 02:40:00.0","집단급식소 식품판매업","386707.004223396","186243.773763704","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"43","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2020-00003","20200515","","01","영업/정상","01","영업","","","","","","65.00","614802","부산광역시 부산진구 가야동 610-16","부산광역시 부산진구 가야공원로40번길 42, 1층 (가야동)","47382","가야유통","20200527105936","U","2020-05-29 02:40:00.0","집단급식소 식품판매업","384799.360610357","185148.595277743","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"44","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2020-00002","20200506","","01","영업/정상","01","영업","","","","","051 804 3060","26.40","614842","부산광역시 부산진구 부전동 390-34","부산광역시 부산진구 부전로140번길 25, 2층 206호 (부전동)","47253","제이에스푸드","20200512164652","U","2020-05-14 02:40:00.0","집단급식소 식품판매업","387416.037480386","186635.643787176","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"45","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2018-00003","20180724","","01","영업/정상","01","영업","","","","","051 8197441","33.00","614843","부산광역시 부산진구 부전동 346-39","부산광역시 부산진구 부전로 169, 1층 (부전동)","47248","대승상회","20180724093500","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","387564.040089558","186820.439571189","집단급식소 식품판매업","","","","","","","","","","","","","","N","0","","","",
"46","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2018-00004","20180827","","01","영업/정상","01","영업","","","","","","60.00","614811","부산광역시 부산진구 개금동 431-4","부산광역시 부산진구 개금본동로9번길 76, 102호 (개금동)","47173","씨제이아이누리부산9호점","20211112141633","U","2021-11-14 02:40:00.0","집단급식소 식품판매업","384182.061182337","185999.766330743","집단급식소 식품판매업","","","","","","","","","","","","","","N","3.5","","","",
"47","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2015-00010","20150709","","01","영업/정상","01","영업","","","","","","23.00","614827","부산광역시 부산진구 범천동 842-8","부산광역시 부산진구 중앙번영로 32, 1층 (범천동)","47362","부산 중앙키즈","20200902144929","U","2020-09-04 02:40:00.0","집단급식소 식품판매업","387906.942826268","184774.239301044","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"48","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2019-00008","20190926","","01","영업/정상","01","영업","","","","","","24.03","614827","부산광역시 부산진구 범천동 842-8","부산광역시 부산진구 중앙번영로 32, 1층 (범천동)","47362","서부산키즈","20200902143815","U","2020-09-04 02:40:00.0","집단급식소 식품판매업","387906.942826268","184774.239301044","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"49","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2020-00004","20200716","","01","영업/정상","01","영업","","","","","","30.00","614844","부산광역시 부산진구 부전동 262-3","부산광역시 부산진구 새싹로8번길 17, 4층 (부전동)","47254","제이에이치푸드(JH푸드)","20200811175845","U","2020-08-13 02:40:00.0","집단급식소 식품판매업","387553.326612864","186395.687865874","집단급식소 식품판매업","","","","","","","","","","","","","","N","30","","","",
"50","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2009-00015","20090410","","01","영업/정상","01","영업","","","","","051 803 5501","16.50","614843","부산광역시 부산진구 부전동 347-5","부산광역시 부산진구 부전로152번길 9, 2층 205호 (부전동)","47253","부경유통","20210719131915","I","2021-07-21 00:22:53.0","집단급식소 식품판매업","387456.456642036","186679.440564605","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"51","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2021-00001","20210709","","01","영업/정상","01","영업","","","","","","26.40","614844","부산광역시 부산진구 부전동 264-3","부산광역시 부산진구 새싹로28번길 24, 1층 (부전동)","47253","부전고기백화점","20210709114505","I","2021-07-11 00:22:52.0","집단급식소 식품판매업","387486.093652467","186515.015262333","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"52","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2021-00002","20210906","","01","영업/정상","01","영업","","","","","","","614783","부산광역시 부산진구 부전동 426-7 신동아오피스텔","부산광역시 부산진구 가야대로 749-1, 신동아오피스텔 11층 1101호 (부전동)","47258","영남상회","20210906171848","I","2021-09-08 00:22:50.0","집단급식소 식품판매업","387052.317362645","186253.143814124","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"53","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2008-00010","20080522","","01","영업/정상","01","영업","","","","","051 809 2501","52.80","614844","부산광역시 부산진구 부전동 352-2","부산광역시 부산진구 부전로152번길 40, 1층 (부전동)","47253","합동상회","20210215102448","U","2021-02-17 02:40:00.0","집단급식소 식품판매업","387448.880114798","186533.525481659","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","52.8","","","",
"54","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2008-00013","20080715","","01","영업/정상","01","영업","","","","","051 808 3807","40.72","614861","부산광역시 부산진구 연지동 236-3","부산광역시 부산진구 국악로 33-2 (연지동)","47131","주)삼손캐터링","20080716113055","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","386896.257579451","187920.603969666","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"55","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2008-00014","20080721","","01","영업/정상","01","영업","","","","","051 816 3200","47.17","614843","부산광역시 부산진구 부전동 347-11","부산광역시 부산진구 부전로152번길 13 (부전동)","47253","선공수산","20080725102341","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","387456.978917265","186663.890624735","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","21.22","","","",
"56","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2008-00015","20080804","","01","영업/정상","01","영업","","","","","051 807 9160","158.61","614842","부산광역시 부산진구 부전동 390-10 외 3필지","부산광역시 부산진구 부전로140번길 25 (부전동,외 3필지)","47253","제일유통","20080805134744","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","387437.972339745","186578.377765108","집단급식소 식품판매업","","","","","","","","","","","","","","N","87.36","","","",
"57","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2008-00020","20080813","","01","영업/정상","01","영업","","","","","051 8183513","84.00","614871","부산광역시 부산진구 초읍동 269-57","부산광역시 부산진구 성지로153번길 184-13, 1층 (초읍동)","47127","패밀리 식품","20190904172610","U","2019-09-06 02:40:00.0","집단급식소 식품판매업","386639.290031335","188027.82451469","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","84","","","",
"58","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2008-00021","20080814","","01","영업/정상","01","영업","","","","","051 293 4555","93.15","614823","부산광역시 부산진구 당감동 669-10","부산광역시 부산진구 백양순환로 25 (당감동)","47160","맛 찬","20090916102124","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","385135.898357211","187216.366058761","집단급식소 식품판매업","","","","","상수도전용","","0","0","0","0","자가","","","N","54.75","","","",
"59","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2008-00022","20080814","","01","영업/정상","01","영업","","","","","051 807 8225","54.70","614844","부산광역시 부산진구 부전동 351-3","부산광역시 부산진구 부전로152번길 31-10 (부전동)","47253","제일중앙청과 133번 중매인","20170204143024","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","387495.642013501","186563.777468573","집단급식소 식품판매업","","","","","","","0","0","0","0","","","","N","39.06","","","",
"60","집단급식소식품판매업","07_22_01_P","3290000","3290000-122-2016-00007","20160108","","01","영업/정상","01","영업","","","","","051 311 0711","26.00","614814","부산광역시 부산진구 개금동 614-1","부산광역시 부산진구 냉정로160번길 26, 2층 (개금동)","47322","성원 F/S","20170411153955","I","2018-08-31 23:59:59.0","집단급식소 식품판매업","383759.991027409","185125.853800836","집단급식소 식품판매업","","","","","","","0","0","0","0","임대","","","N","0","","","",
