"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총종업원수",
"11","동물미용업","02_03_11_P","3250000","325000004920190008","20191224","","01","영업/정상","0000","정상","","","","","0514633009","0","","부산광역시 중구 영주동 **-**","부산광역시 중구 대영로 ***, *층 (영주동)","48911","도그스토리","20220428181038","I","2022-07-02 17:34:28.0","","385487.638466392","181143.144733299","동물미용업","동물미용업(일반)","000","0",
"12","동물미용업","02_03_11_P","3250000","325000004920200001","20201022","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 중구 중앙동*가 **-* 롯데백화점광복점","부산광역시 중구 중앙대로 *, 롯데백화점광복점 **층 (중앙동*가)","48944","디어반","20220428181038","I","2022-07-02 17:34:28.0","","385590.814676765","179553.867031936","동물미용업","동물미용업(일반)","L00","0",
"13","동물미용업","02_03_11_P","3250000","325000004920200003","20201119","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 중구 중앙동*가 **-*","부산광역시 중구 중앙대로 **-*, 중앙빌딩 *층 (중앙동*가)","48929","곰앤앙","20220428181038","I","2022-07-02 17:34:28.0","","385564.455754155","180271.126270421","동물미용업","동물미용업(일반)","000","0",
"14","동물미용업","02_03_11_P","3260000","326000004920180002","20180730","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 토성동*가 *-*","부산광역시 서구 까치고개로 *** (토성동*가)","49224","몽몽이 애견미용","20220428181032","I","2022-07-02 17:34:28.0","","384418.231848675","179718.968602879","동물미용업","동물미용업(일반)","000","0",
"15","동물미용업","02_03_11_P","3260000","326000004920180005","20180829","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 서대신동*가 ***","부산광역시 서구 부용로 **, *층 (서대신동*가)","49233","살롱드독","20220428181032","I","2022-07-02 17:34:28.0","","383842.318554311","180653.689947043","동물미용업","동물미용업(일반)","000","0",
"16","동물미용업","02_03_11_P","3260000","326000004920180007","20180831","","01","영업/정상","0000","정상","","","","","07086922707","0","","부산광역시 서구 동대신동*가 ***","부산광역시 서구 구덕로 ***-* (동대신동*가)","49211","개편한집","20220428181032","I","2022-07-02 17:34:28.0","","383684.735098065","181361.162834848","동물미용업","동물미용업(일반)","000","0",
"17","동물미용업","02_03_11_P","3260000","326000004920180008","20180914","","01","영업/정상","0000","정상","","","","","051-254-2304","0","","부산광역시 서구 서대신동*가 ***-*","부산광역시 서구 망양로 **-* (서대신동*가)","49210","대신동물병원","20220428181032","I","2022-07-02 17:34:28.0","","383451.63794055","181120.918140321","동물미용업","동물미용업(일반)","000","0",
"18","동물미용업","02_03_11_P","3260000","326000004920180011","20181022","","01","영업/정상","0000","정상","","","","","051-231-2541","0","","부산광역시 서구 토성동*가 **-*","부산광역시 서구 구덕로 ***-* (토성동*가)","49253","퍼피하우스","20220428181032","I","2022-07-02 17:34:28.0","","384373.477308409","179352.436504691","동물미용업","동물미용업(일반)","000","0",
"19","동물미용업","02_03_11_P","3260000","326000004920180012","20181022","","01","영업/정상","0000","정상","","","","","244-0213","0","","부산광역시 서구 토성동*가 **-*","부산광역시 서구 구덕로 ***-* (토성동*가)","49253","애견매니아","20220428181032","I","2022-07-02 17:34:28.0","","384373.477308409","179352.436504691","동물미용업","동물미용업(일반)","000","0",
"20","동물미용업","02_03_11_P","3260000","326000004920180013","20181022","","01","영업/정상","0000","정상","","","","","051-243-2121","0","","부산광역시 서구 토성동*가 **-**","부산광역시 서구 천마로 *** (토성동*가)","49253","둘리애견","20220428181032","I","2022-07-02 17:34:28.0","","384369.392694528","179340.014570796","동물미용업","동물미용업(일반)","000","0",
"21","동물미용업","02_03_11_P","3260000","326000004920180014","20181106","","01","영업/정상","0000","정상","","","","","051-241-7975","0","","부산광역시 서구 토성동*가 *-**","부산광역시 서구 까치고개로 *** (토성동*가)","49224","만박동물병원","20220428181032","I","2022-07-02 17:34:28.0","","384481.363653909","179718.935973103","동물미용업","동물미용업(일반)","000","0",
"22","동물미용업","02_03_11_P","3260000","326000004920180016","20181106","","01","영업/정상","0000","정상","","","","","051-242-4145","0","","부산광역시 서구 부용동*가 *-*","부산광역시 서구 구덕로 *** (부용동*가)","49233","루이&DOGS","20220428181032","I","2022-07-02 17:34:28.0","","384102.998008512","180545.455807821","동물미용업","동물미용업(일반)","000","0",
"23","동물미용업","02_03_11_P","3260000","326000004920180017","20181121","","01","영업/정상","0000","정상","","","","","051-248-1188","0","","부산광역시 서구 토성동*가 **-* 해오름아파트","부산광역시 서구 구덕로 ***, 해오름아파트 (토성동*가)","49246","대호애견미용실","20220428181032","I","2022-07-02 17:34:28.0","","384325.618957799","179413.686227893","동물미용업","동물미용업(일반)","000","0",
"24","동물미용업","02_03_11_P","3260000","326000004920190002","20190426","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 서대신동*가 *** 보람더하임아파트","부산광역시 서구 대영로 **, ***동 *층 ***호 (서대신동*가, 보람더하임아파트)","49228","보람애견미용","20220428181033","I","2022-07-02 17:34:28.0","","383553.68536558","180798.992049408","동물미용업","동물미용업(일반)","000","0",
"25","동물미용업","02_03_11_P","3260000","326000004920200002","20200103","","01","영업/정상","0000","정상","","","","","051-244-5111","0","","부산광역시 서구 충무동*가 **-**","부산광역시 서구 충무대로 ***-* (충무동*가)","49253","몽모드펫","20220428181033","I","2022-07-02 17:34:28.0","","384473.403899937","179117.573190624","동물미용업","동물미용업(일반)","000","0",
"26","동물미용업","02_03_11_P","3260000","326000004920200003","20200403","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 서대신동*가 ***-**","부산광역시 서구 꽃마을로 ** (서대신동*가)","49203","마루하루","20220428181033","I","2022-07-02 17:34:28.0","","383404.969286918","181626.907153983","동물미용업","동물미용업(일반)","000","0",
"27","동물미용업","02_03_11_P","3260000","326000004920200005","20200625","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 서대신동*가 ***-**","부산광역시 서구 망양로 **-* (서대신동*가)","49226","디애몽","20220428181033","I","2022-07-02 17:34:28.0","","383622.908681312","181371.373204614","동물미용업","동물미용업(일반)","000","0",
"28","동물미용업","02_03_11_P","3260000","326000004920210001","20210401","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 남부민동 ***-** 충무대로봄여름가을겨울","부산광역시 서구 충무대로 ***, *층 (남부민동, 충무대로봄여름가을겨울)","49256","늘, 고운펫","20220428181034","I","2022-07-02 17:34:28.0","","384474.140831542","178767.791830507","동물미용업","동물미용업(일반)","000","0",
"29","동물미용업","02_03_11_P","3260000","326000004920210002","20210429","","01","영업/정상","0000","정상","","","","","0512312316","0","","부산광역시 서구 동대신동*가 **-*","부산광역시 서구 보수대로***번길 ** (동대신동*가)","49205","댕댕이 유치원","20220428181034","I","2022-07-02 17:34:28.0","","383905.863336073","181775.573229321","동물미용업","동물미용업(일반)","000","0",
"30","동물미용업","02_03_11_P","3260000","326000004920220001","20220316","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 서대신동*가 ***-*","부산광역시 서구 대영로**번길 *(서대신동*가)","49228","몽프리제","20220428181034","I","2022-07-02 17:34:28.0","","383636.512458198","180756.178148655","동물미용업","동물미용업(일반)","000","0",
"31","동물미용업","02_03_11_P","3270000","327000004920180005","20180629","","01","영업/정상","0000","정상","","","","","051-442-5750","0","","부산광역시 동구 수정동 ***-*","부산광역시 동구 수정동로 * (수정동)","48782","J@야니스타일","20220428181028","I","2022-07-02 17:34:28.0","","386253.504515617","183065.335983486","동물미용업","동물미용업(일반)","000","0",
"32","동물미용업","02_03_11_P","3270000","327000004920180006","20180709","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동구 초량동 **-*","부산광역시 동구 고관로**번길 ** (초량동)","48795","애견은 내친구","20220428181028","I","2022-07-02 17:34:28.0","","386023.987486071","182277.486385103","동물미용업","동물미용업(일반)","000","0",
"33","동물미용업","02_03_11_P","3270000","327000004920180009","20180830","","01","영업/정상","0000","정상","","","","","051-464-5975","0","","부산광역시 동구 초량동 ***-*","부산광역시 동구 초량상로 **-*, *층 (초량동)","48814","시민동물병원","20220428181029","I","2022-07-02 17:34:28.0","","385778.941635952","181909.916403824","동물미용업","동물미용업(일반)","000","0",
"34","동물미용업","02_03_11_P","3270000","327000004920180010","20181002","","01","영업/정상","0000","정상","","","","","051-463-1357","0","","부산광역시 동구 초량동 ***-*","부산광역시 동구 초량중로 ***-* (초량동)","48798","초량애견","20220428181029","I","2022-07-02 17:34:28.0","","385919.476498576","182061.721024141","동물미용업","동물미용업(일반)","000","0",
"35","동물미용업","02_03_11_P","3270000","327000004920190001","20190219","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동구 초량동 ***-**","부산광역시 동구 초량상로**번길 **-* (초량동)","48807","사랑해줄개","20220428181029","I","2022-07-02 17:34:28.0","","385576.31751831","181932.359302807","동물미용업","동물미용업(일반)","000","0",
"36","동물미용업","02_03_11_P","3270000","327000004920200001","20200522","","01","영업/정상","0000","정상","","","","","051-464-8189","0","","부산광역시 동구 수정동 ***-*","부산광역시 동구 망양로 *** (수정동)","48705","수정애견미용실","20220428181029","I","2022-07-02 17:34:28.0","","386367.655595439","183792.338018919","동물미용업","동물미용업(일반)","000","0",
"37","동물미용업","02_03_11_P","3270000","327000004920200003","20200728","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동구 범일동 ****-*","부산광역시 동구 망양로 ***, *층 (범일동)","48720","스테이위드미","20220428181029","I","2022-07-02 17:34:28.0","","386857.820757914","184312.897184266","동물미용업","동물미용업(일반)","000","0",
"38","동물미용업","02_03_11_P","3270000","327000004920210001","20210603","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동구 수정동 ***-*","부산광역시 동구 수정동로 **-*, *층 (수정동)","48780","개운한날","20220428181029","I","2022-07-02 17:34:28.0","","386450.663651245","183196.669141445","동물미용업","동물미용업(일반)","000","0",
"39","동물미용업","02_03_11_P","3270000","327000004920210004","20210819","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동구 초량동 ****-**","부산광역시 동구 초량중로 **, *층 (초량동)","48819","개 이쁜 세상","20220428181029","I","2022-07-02 17:34:28.0","","385570.784118942","181237.984409197","동물미용업","동물미용업(일반)","000","0",
"40","동물미용업","02_03_11_P","3270000","327000004920210007","20211014","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동구 초량동 **-*","부산광역시 동구 고관로**번길 **, *층 (초량동)","48795","멍's살롱","20220428181029","I","2022-07-02 17:34:28.0","","386071.477137448","182260.531786154","동물미용업","동물미용업(일반)","000","0",
"41","동물미용업","02_03_11_P","3270000","327000004920220001","20220114","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동구 초량동 ***-*","부산광역시 동구 중앙대로***번길 **, *층 (초량동)","48815","멍캐슬","20220428181029","I","2022-07-02 17:34:28.0","","385955.224845533","181824.22743276","동물미용업","동물미용업(일반)","000","0",
"42","동물미용업","02_03_11_P","3280000","328000004920180002","20180625","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 청학동 **-* 영도새마을금고","부산광역시 영도구 일산봉로 **, 영도새마을금고 *층 (청학동)","49088","고양이에정원","20220616164924","U","2022-07-02 17:34:28.0","","388228.811167639","178623.618449599","동물미용업","동물미용업(일반)","000","0",
"43","동물미용업","02_03_11_P","3280000","328000004920180003","20180824","","01","영업/정상","0000","정상","","","","","0514181456","0","","부산광역시 영도구 봉래동*가 ***-*","부산광역시 영도구 하나길 *** (봉래동*가)","49029","하늘애견","20220428181058","I","2022-07-02 17:34:28.0","","387254.245279343","179138.495515518","동물미용업","동물미용업(일반)","000","0",
"44","동물미용업","02_03_11_P","3280000","328000004920180004","20180831","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 동삼동 ***-*","부산광역시 영도구 동삼로 **, *층 (동삼동)","49097","아름답개","20220428181059","I","2022-07-02 17:34:28.0","","388779.074637633","177680.766997663","동물미용업","동물미용업(일반)","000","0",
"45","동물미용업","02_03_11_P","3280000","328000004920180005","20180831","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 동삼동 *** 광해빌딩","부산광역시 영도구 태종로 ***, 광해빌딩 (동삼동)","49124","멍뭉이맘","20220428181059","I","2022-07-02 17:34:28.0","","389443.893670277","176672.166072538","동물미용업","동물미용업(일반)","000","0",
"46","동물미용업","02_03_11_P","3280000","328000004920180007","20180904","","01","영업/정상","0000","정상","","","","","0514152468","0","","부산광역시 영도구 대교동*가 ***","부산광역시 영도구 태종로 ** (대교동*가)","49045","센트럴종합동물병원","20220428181059","I","2022-07-02 17:34:28.0","","385893.710346594","178909.559714118","동물미용업","동물미용업(일반)","000","0",
"47","동물미용업","02_03_11_P","3280000","328000004920180009","20180911","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 청학동 **-**","부산광역시 영도구 태종로 *** (청학동)","49010","아라펫살롱","20220428181059","I","2022-07-02 17:34:28.0","","388353.77172315","178911.899935203","동물미용업","동물미용업(일반)","000","0",
"48","동물미용업","02_03_11_P","3280000","328000004920180010","20180917","","01","영업/정상","0000","정상","","","","","0514152566","0","","부산광역시 영도구 영선동*가 **-*","부산광역시 영도구 태종로 ***, *층 (영선동*가)","49036","영도펫마트","20220428181059","I","2022-07-02 17:34:28.0","","386238.845285238","178803.059670618","동물미용업","동물미용업(일반)","000","0",
"49","동물미용업","02_03_11_P","3280000","328000004920180011","20180921","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 남항동*가 **","부산광역시 영도구 남항로 **, *층 (남항동*가)","49045","이쁘개","20220630174325","U","2022-07-02 02:40:00.0","","385797.14888804","178647.582351293","동물미용업","동물미용업(일반)","000","0",
"50","동물미용업","02_03_11_P","3280000","328000004920180012","20180921","","01","영업/정상","0000","정상","","","","","051-412-0101","0","","부산광역시 영도구 청학동 ***-***","부산광역시 영도구 와치로**번길 **, *층 (청학동)","49084","개st하우스","20220428181059","I","2022-07-02 17:34:28.0","","387902.451386809","178583.0979711","동물미용업","동물미용업(일반)","000","0",
"51","동물미용업","02_03_11_P","3280000","328000004920180013","20180921","","01","영업/정상","0000","정상","","","","","051-917-0429","0","","부산광역시 영도구 동삼동 ***-**","부산광역시 영도구 동삼로 ** (동삼동)","49097","바이크애견","20220428181059","I","2022-07-02 17:34:28.0","","388767.057371512","177600.142001053","동물미용업","동물미용업(일반)","000","0",
"52","동물미용업","02_03_11_P","3280000","328000004920180014","20181002","","01","영업/정상","0000","정상","","","","","051-404-0208","0","","부산광역시 영도구 동삼동 ***-**","부산광역시 영도구 동삼로 ** (동삼동)","49107","퍼피하우스","20220428181059","I","2022-07-02 17:34:28.0","","388872.89199901","177254.227992518","동물미용업","동물미용업(일반)","000","0",
"53","동물미용업","02_03_11_P","3280000","328000004920180016","20181116","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 청학동 **-*","부산광역시 영도구 태종로 *** (청학동)","49009","핫도그애견샵","20220428181059","I","2022-07-02 17:34:28.0","","388226.625064836","179181.388706772","동물미용업","동물미용업(일반)","000","0",
"54","동물미용업","02_03_11_P","3280000","328000004920180017","20181116","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 신선동*가 ***-**","부산광역시 영도구 하나길 *** (신선동*가)","49064","도그애견샵","20220428181059","I","2022-07-02 17:34:28.0","","386648.864807733","178592.062107723","동물미용업","동물미용업(일반)","000","0",
"55","동물미용업","02_03_11_P","3280000","328000004920180018","20181120","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 영선동*가 **-*","부산광역시 영도구 절영로 ***, *층 (영선동*가)","49056","사랑애견(야웅아놀자)","20220428181059","I","2022-07-02 17:34:28.0","","386030.638473189","178251.541071773","동물미용업","동물미용업(일반)","000","0",
"56","동물미용업","02_03_11_P","3280000","328000004920190001","20190321","","01","영업/정상","0000","정상","","","","","0514042381","0","","부산광역시 영도구 동삼동 **** 주공아파트","부산광역시 영도구 동삼북로 *, 주공아파트 ***호 (동삼동)","49093","펫아울렛","20220428181100","I","2022-07-02 17:34:28.0","","388488.108654569","177979.767286958","동물미용업","동물미용업(일반)","000","0",
"57","동물미용업","02_03_11_P","3280000","328000004920190003","20191220","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 남항동*가 ***-**","부산광역시 영도구 남항로**번길 * (남항동*가)","49054","이발하개","20220428181100","I","2022-07-02 17:34:28.0","","385857.065557614","178622.49491006","동물미용업","동물미용업(일반)","000","0",
"58","동물미용업","02_03_11_P","3280000","328000004920210002","20210615","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 봉래동*가 ***-*","부산광역시 영도구 대교로**번길 ** (봉래동*가)","49005","폼나개","20220428181100","I","2022-07-02 17:34:28.0","","386343.787887507","179188.029860459","동물미용업","동물미용업(일반)","000","0",
"59","동물미용업","02_03_11_P","3280000","328000004920220001","20220506","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 청학동 **-*","부산광역시 영도구 태종로 ***(청학동)","49009","레이지독","20220506105136","I","2022-07-02 17:34:28.0","","388226.625064836","179181.388706772","동물미용업","동물미용업(일반)","000","0",
"60","동물미용업","02_03_11_P","3290000","329000004920080001","20080205","","01","영업/정상","0000","정상","","","","","804-0600","","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 *** (양정동)","47215","부산애견","20220428181030","I","2022-07-02 17:34:28.0","","388229.657971879","187441.356817065","동물미용업","동물미용업(일반)","000","0",
"61","동물미용업","02_03_11_P","3290000","329000004920080003","20080225","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동","부산광역시 부산진구 중앙대로 *** (양정동)","47215","도도한냥이","20220428181031","I","2022-07-02 17:34:28.0","","388223","187408","동물미용업","동물미용업(일반)","000","0",
"62","동물미용업","02_03_11_P","3290000","329000004920090001","20090911","","01","영업/정상","0000","정상","","","","","","","","부산광역시 부산진구 개금동 ***-*","부산광역시 부산진구 가야대로***번길 ** (개금동)","","멍냥이그루밍아카데미","20220428181031","I","2022-07-02 17:34:28.0","","384432.21857988","185374.519843344","동물미용업","동물미용업(일반)","000","0",
"63","동물미용업","02_03_11_P","3290000","329000004920100002","20100226","","01","영업/정상","0000","정상","","","","","","","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 거제대로 **-* (양정동)","","시원애견","20220428181032","I","2022-07-02 17:34:28.0","","388297.426552217","187604.448375237","동물미용업","동물미용업(일반)","000","0",
"64","동물미용업","02_03_11_P","3290000","329000004920110004","20110509","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 거제대로 **-* (양정동)","47214","도그도그","20220428181032","I","2022-07-02 17:34:28.0","","388296.71776701","187645.504458632","동물미용업","동물미용업(일반)","000","0",
"65","동물미용업","02_03_11_P","3290000","329000004920110013","20111116","","01","영업/정상","0000","정상","","","","","051-867-3400","0","","부산광역시 부산진구 전포동 ***-* 대우디오빌투상가","부산광역시 부산진구 전포대로 *** (전포동,대우디오빌투상가)","","미스터독","20220428181033","I","2022-07-02 17:34:28.0","","388153.839025721","186593.504685927","동물미용업","동물미용업(일반)","000","0",
"66","동물미용업","02_03_11_P","3290000","329000004920120009","20120913","","01","영업/정상","0000","정상","","","","","051-868-4145","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 *** (양정동)","47215","강남애견","20220428181033","I","2022-07-02 17:34:28.0","","388225.318307417","187424.561397397","동물미용업","동물미용업(일반)","000","0",
"67","동물미용업","02_03_11_P","3290000","329000004920130004","20130422","","01","영업/정상","0000","정상","","","","","051-851-0011","0","","","부산광역시 부산진구 거제대로 ** (양정동)","47214","부산강아지분양 앨리펫","20220428181034","I","2022-07-02 17:34:28.0","","388297.308898932","187593.154202692","동물미용업","동물미용업(일반)","000","0",
"68","동물미용업","02_03_11_P","3290000","329000004920140001","20140318","","01","영업/정상","0000","정상","","","","","898-4789","0","","부산광역시 부산진구 가야동 ***-*","부산광역시 부산진구 가야대로 *** (가야동)","47329","깔롱강쥐 애견미용실","20220428181034","I","2022-07-02 17:34:28.0","","385281.127149697","185769.396598674","동물미용업","동물미용업(일반)","000","0",
"69","동물미용업","02_03_11_P","3290000","329000004920150002","20150225","","01","영업/정상","0000","정상","","","","","051-583-1500","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 거제대로**번길 * (양정동)","47214","Dog Show","20220428181034","I","2022-07-02 17:34:28.0","","388309.437846613","187642.246182169","동물미용업","동물미용업(일반)","000","0",
"70","동물미용업","02_03_11_P","3290000","329000004920150008","20151014","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 거제대로 ** (양정동)","47214","좋은강아지","20220428181034","I","2022-07-02 17:34:28.0","","388297.308898932","187593.154202692","동물미용업","동물미용업(일반)","000","0",
"71","동물미용업","02_03_11_P","3290000","329000004920160001","20160125","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 거제대로 **-** (양정동)","47214","제제펫","20220428181035","I","2022-07-02 17:34:28.0","","388341.259639329","187559.878193247","동물미용업","동물미용업(일반)","000","0",
"72","동물미용업","02_03_11_P","3290000","329000004920160002","20160129","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 가야대로 *** (개금동)","47268","복실이네 애견","20220428181035","I","2022-07-02 17:34:28.0","","384307.480926264","185688.672227395","동물미용업","동물미용업(일반)","000","0",
"73","동물미용업","02_03_11_P","3290000","329000004920160003","20160224","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 동평로 ***, *층 (연지동, 금오파크뷰)","47123","주민이네 복실강아지","20220428181035","I","2022-07-02 17:34:28.0","","387329.670717107","187734.742659751","동물미용업","동물미용업(일반)","000","0",
"74","동물미용업","02_03_11_P","3290000","329000004920160005","20160609","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 부전동 ***-**","부산광역시 부산진구 가야대로 ***, *층 (부전동)","47284","pet#우다다","20220428181035","I","2022-07-02 17:34:28.0","","387108.94878266","186174.545283739","동물미용업","동물미용업(일반)","000","0",
"75","동물미용업","02_03_11_P","3290000","329000004920170003","20170613","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 가야대로***번길 **, *층 (가야동)","47336","수복애견","20220428181036","I","2022-07-02 17:34:28.0","","385315.640315662","185411.167224275","동물미용업","동물미용업(일반)","000","0",
"76","동물미용업","02_03_11_P","3290000","329000004920170004","20170613","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 새싹로 **, *,*층 (범전동)","47205","펫스토어","20220630141231","U","2022-07-02 02:40:00.0","","387130.395092552","186896.977337169","동물미용업","동물미용업(일반)","000","0",
"77","동물미용업","02_03_11_P","3290000","329000004920180001","20180109","","01","영업/정상","0000","정상","","","","","852-5948","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 연수로 ** (양정동)","47216","옆집강아지","20220428181036","I","2022-07-02 17:34:28.0","","388803.364785092","188046.378216388","동물미용업","동물미용업(일반)","000","0",
"78","동물미용업","02_03_11_P","3290000","329000004920180004","20180417","","01","영업/정상","0000","정상","","","","","051-867-8483","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 거제대로 **, 지하*층 (양정동)","47214","행복애견미용실","20220428181037","I","2022-07-02 17:34:28.0","","388297.793971458","187623.946709662","동물미용업","동물미용업(일반)","000","0",
