"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"15","음반.음악영상물제작업","03_14_03_P","3280000","CDFF3241062020000003","20200904","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 동삼동 ***-*","부산광역시 영도구 동삼로**번길 *, *층 (동삼동)","49107","노래녹음실","20210126125321","U","2021-01-28 02:40:00.0","","388929.849081255","177211.303830763","음반.음악영상물제작업","유통관련업","0","","온라인 동영상, sd카드, usb","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"16","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062021000002","20210721","","03","폐업","03","폐업","20220602","","","","","","","부산광역시 부산진구 부전동 ***-*","부산광역시 부산진구 부전로***번길 * (부전동)","47253","특별한 창작소","20220603103456","U","2022-06-08 02:40:00.0","","387329.748090117","186639.443521073","음반.음악영상물제작업","유통관련업","0","","음반, USB","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"17","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062013000010","20130718","","03","폐업","03","폐업","","","","","","","","부산광역시 부산진구 가야동 ***-*","","","은하수뮤비존","20210104145308","I","2021-01-07 00:23:04.0","","384895.390231743","185266.377015509","음반.음악영상물제작업","유통관련업","0","","음악영상물, 음악영상파일, USB","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"18","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062015000011","20150122","","03","폐업","03","폐업","","","","","","","","부산광역시 부산진구 부전동 ***-***","","","아이노래뮤비방","20210104145308","I","2021-01-07 00:23:04.0","","387642.968269871","185973.807919354","음반.음악영상물제작업","유통관련업","0","","음악영상물,음악영상파일,USB","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"19","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062016000006","20160803","","03","폐업","03","폐업","","","","","","","","부산광역시 부산진구 양정동 ***-*","","","스카이노래뮤비방","20210104145308","I","2021-01-07 00:23:04.0","","388370.870958359","187633.978804191","음반.음악영상물제작업","유통관련업","0","","음악영상물, 음악영상파일, SD카드","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"20","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062019000013","20190218","","03","폐업","03","폐업","20210415","","","","","","","부산광역시 부산진구 가야동 ***-*","부산광역시 부산진구 냉정로 *** (가야동)","47327","길노래뮤비방","20210415124822","U","2021-04-17 02:40:00.0","","384530.250613634","185427.312427991","음반.음악영상물제작업","유통관련업","0","","음악영상물 음악영상파일 USB","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"21","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062021000001","20210422","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 가야동 ***-*","부산광역시 부산진구 냉정로 ***, 지하*층 (가야동)","47327","길노래뮤비방","20220207154217","U","2022-02-09 02:40:00.0","","384530.250613634","185427.312427991","음반.음악영상물제작업","유통관련업","0","","음악영상물, 음악영상파일,USB","100.04","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"22","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062019000007","20190117","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 ***-** 서면종합상가시장","부산광역시 부산진구 부전로***번길 **, 서면종합상가시장 (부전동)","47252","신디코리아","20210223173640","U","2021-02-25 02:40:00.0","","387528.393422261","186694.666831446","음반.음악영상물제작업","유통관련업","0","","디지털음반, 앨범,CD, USB,무직비디오 등","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"23","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062008000001","20080904","","01","영업/정상","13","영업중","","","","","0518040084","","","부산광역시 부산진구 전포동 ***-*","","","MPS","20210104145308","I","2021-01-07 00:23:04.0","","388289.350065764","185923.365776674","음반.음악영상물제작업","유통관련업","0","","음반 등","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"24","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062008000002","20080917","","01","영업/정상","13","영업중","","","","","0518198798","","","부산광역시 부산진구 부전동 ***-*","","","명성음향","20210104145308","I","2021-01-07 00:23:04.0","","387406.067019474","186676.305414942","음반.음악영상물제작업","유통관련업","0","","음반,음악영상물","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"25","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062008000003","20080917","","01","영업/정상","13","영업중","","","","","0518188150","","","부산광역시 부산진구 부전동 ***-***","","","블루호텔","20210104145308","I","2021-01-07 00:23:04.0","","387734.463269618","186010.342718874","음반.음악영상물제작업","유통관련업","0","","음반,음악영상물","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"26","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062008000009","20080917","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 ***-*","","","METAL LIVE ENTERTAINMENT","20210104145308","I","2021-01-07 00:23:04.0","","387521.505716206","186100.763683487","음반.음악영상물제작업","유통관련업","0","","음반,음악영상물","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"27","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062014000004","20141126","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 범천동 ***-*","","","엠엔스타 노래뮤비방","20210104145308","I","2021-01-07 00:23:04.0","","387741.071803629","184789.006333465","음반.음악영상물제작업","유통관련업","0","","음악영상물","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"28","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062016000005","20160504","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 가야동 ***-*","부산광역시 부산진구 가야공원로 **","","은하수뮤비존","20210430171317","U","2021-05-02 02:40:00.0","","384895.390231743","185266.377015509","음반.음악영상물제작업","유통관련업","0","","음악영상물, 음악영상파일, USB 등","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"29","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062018000012","20181115","","01","영업/정상","13","영업중","","","","","0518670274","","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 동평로***번길 ** (양정동)","47209","(주)이지엘이십일","20210223173555","U","2021-02-25 02:40:00.0","","388702.828471721","188417.564727123","음반.음악영상물제작업","유통관련업","0","","음원,앨범,온라인으반,음악영상물,USB,뮤직비디오","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"30","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062020000008","20200113","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 ***-**","부산광역시 부산진구 중앙대로***번길 **, *층 (부전동)","47296","그린클라우드뮤비","20210223173728","U","2021-02-25 02:40:00.0","","387764.296158704","185771.705624239","음반.음악영상물제작업","유통관련업","0","","음악영상물 음악영상파일 동영상 SD카드 등","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"31","음반.음악영상물제작업","03_14_03_P","3290000","CDFF3241062022000001","20220615","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 가야동 *** 동의대학교","부산광역시 부산진구 엄광로 ***, 동의대학교, 산학협력관 ***호 (가야동)","47340","호수필름","20220615151550","I","2022-06-17 00:22:30.0","","385258.174262897","184377.588859291","음반.음악영상물제작업","유통관련업","0","","음반음악영상물","26.44","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"32","음반.음악영상물제작업","03_14_03_P","3300000","CDFF3241062008000001","20080911","","01","영업/정상","13","영업중","","","","","0516244486","","","부산광역시 동래구 온천동 ***-*","","","디자인에이원(갤러리봄디)","20210104145121","I","2021-01-07 00:23:04.0","","389109.828547207","193053.070345791","음반.음악영상물제작업","유통관련업","0","","음악영상물","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"33","음반.음악영상물제작업","03_14_03_P","3300000","CDFF3241062008000002","20080917","","01","영업/정상","13","영업중","","","","","0515024091","","","부산광역시 동래구 온천동 ****-*","","","대안영상음반프로덕션","20210104145121","I","2021-01-07 00:23:04.0","","388076.389696558","191407.941480296","음반.음악영상물제작업","유통관련업","0","","음반,음악영상물","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"34","음반.음악영상물제작업","03_14_03_P","3300000","CDFF3241062009000005","20090904","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 안락동 ***-** 청초골든빌","","","엔씨미디어","20210104145121","I","2021-01-07 00:23:04.0","","391515.950409677","191068.48909422","음반.음악영상물제작업","유통관련업","0","","음반","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"35","음반.음악영상물제작업","03_14_03_P","3300000","CDFF3241062020000003","20200611","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 안락동 ***-** 수홍하이츠빌라 A동","부산광역시 동래구 충렬대로***번길 **-*, B동 ***호 (안락동, 수홍하이츠빌라 A동)","47791","하다지(HADAJI)","20210120153619","U","2021-01-22 02:40:00.0","","391833.242928225","190721.925568","음반.음악영상물제작업","유통관련업","0","","음원 음반 음악영상물 음악교육영상물 홍보영상물","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"36","음반.음악영상물제작업","03_14_03_P","3300000","CDFF3241062020000004","20200712","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 온천동 ****-*","부산광역시 동래구 아시아드대로***번길 ** (온천동)","47846","울림아트센터","20210120153719","U","2021-01-22 02:40:00.0","","388046.787885404","191842.635056644","음반.음악영상물제작업","유통관련업","0","","음악영상물 음악영상파일 동영상 등 제작","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"37","음반.음악영상물제작업","03_14_03_P","3310000","CDFF3241062016000006","20160215","","03","폐업","03","폐업","20220221","","","","","","","부산광역시 남구 용당동 *** 부경대학교 용당캠퍼스 **공학관","","","위니드(WeNeed)","20220221165808","U","2022-02-23 02:40:00.0","","390581.475369707","181723.441355382","음반.음악영상물제작업","유통관련업","0","","영상,음반","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"38","음반.음악영상물제작업","03_14_03_P","3310000","CDFF3241062021000003","20210521","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 ***-*","부산광역시 남구 용소로**번길 *, *층 (대연동)","48500","(주)샤콘느","20210521093538","I","2021-05-23 00:22:56.0","","391382.722093372","183568.629324902","음반.음악영상물제작업","유통관련업","","","디지털 음원, 음악 영상물","","","","","","","","","","","","","","","","","","","","","","","","","","",
"39","음반.음악영상물제작업","03_14_03_P","3310000","CDFF3241062021000002","20210323","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 ****-* 대연동에스케이뷰아파트","부산광역시 남구 진남로 ***, ***동동 ***호 (대연동, 대연동에스케이뷰아파트)","48447","꿈꾸는 청춘몽","20210323090954","I","2021-03-25 00:22:59.0","","389337.028684565","184337.936787473","음반.음악영상물제작업","유통관련업","","","뮤직비디오 및 영상물, 음반, 음원 제작","","","","","","","","","","","","","","","","","","","","","","","","","","",
"40","음반.음악영상물제작업","03_14_03_P","3310000","CDFF3241062008000001","20080917","","01","영업/정상","13","영업중","","","","","0516114290","","","부산광역시 남구 대연동 **-*","","","(주)디지아트필","20210104144510","I","2021-01-07 00:23:04.0","","391096.02717753","183868.728564762","음반.음악영상물제작업","유통관련업","0","","음반,음악영상물","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"41","음반.음악영상물제작업","03_14_03_P","3310000","CDFF3241062008000002","20080917","","01","영업/정상","13","영업중","","","","","0516281242","","","부산광역시 남구 대연동 ****","","","에이스미디어","20210104144527","I","2021-01-07 00:23:04.0","","390390.264598148","183957.473275579","음반.음악영상물제작업","유통관련업","0","","음반,음악영상물","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"42","음반.음악영상물제작업","03_14_03_P","3310000","CDFF3241062008000003","20080917","","01","영업/정상","13","영업중","","","","","0516075945","","","부산광역시 남구 대연동 ***-* KIBIC B*","","","(주)아이엠아이","20210104144510","I","2021-01-07 00:23:04.0","","391426.435015854","184201.491658401","음반.음악영상물제작업","유통관련업","0","","음반,음악영상물","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"43","음반.음악영상물제작업","03_14_03_P","3310000","CDFF3241062008000005","20080711","","01","영업/정상","13","영업중","","","","","0516233603","","","부산광역시 남구 대연동 **-** 황제빌딩","","","소리창고","20210104144527","I","2021-01-07 00:23:04.0","","391488.462039983","184013.086485183","음반.음악영상물제작업","유통관련업","0","","음반, 음악영상물(CD, TAPE)","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"44","음반.음악영상물제작업","03_14_03_P","3310000","CDFF3241062009000004","20090112","","01","영업/정상","13","영업중","","","","","0516247134","","","부산광역시 남구 용당동 ***-*","","","예그린스튜디오","20210104144527","I","2021-01-07 00:23:04.0","","391026.390230237","182613.389479237","음반.음악영상물제작업","유통관련업","0","","CD, 카세트 테이프","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"45","음반.음악영상물제작업","03_14_03_P","3310000","CDFF3241062021000001","20210126","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 문현동 ****-*","부산광역시 남구 전포대로 ***, **층 (문현동)","48400","(주)에이치엘 스토리","20210126184028","I","2021-01-28 00:23:13.0","","388150.394268792","185188.729710212","음반.음악영상물제작업","유통관련업","","","음반·음악 영상물","","","","","","","","","","","","","","","","","","","","","","","","","","",
"46","음반.음악영상물제작업","03_14_03_P","3320000","CDFF3241062012000009","20120611","","03","폐업","03","폐업","","","","","","","","부산광역시 북구 구포동 ***-* 지하*층","","","궁전노래기획","20210104141700","I","2021-01-07 00:23:04.0","","381820.272335323","190958.177499091","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"47","음반.음악영상물제작업","03_14_03_P","3320000","CDFF3241062014000001","20140919","","03","폐업","03","폐업","20211022","","","","","","","부산광역시 북구 만덕동 ***-* 상록한신휴플러스 ***동","","","뮤즈펍","20211026100725","U","2021-10-28 02:40:00.0","","384984.563163408","191337.848059746","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"48","음반.음악영상물제작업","03_14_03_P","3320000","CDFF3241062021000003","20211026","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 만덕동 ***-* 상록한신휴플러스아파트","부산광역시 북구 함박봉로***번길 **, ***동 ***호 (만덕동, 상록한신휴플러스아파트)","46617","레일라 뮤직","20211026105919","I","2021-10-28 00:22:56.0","","384984.563163408","191337.848059746","음반.음악영상물제작업","유통관련업","0","","음반, 영상","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"49","음반.음악영상물제작업","03_14_03_P","3320000","CDFF3241062021000002","20210511","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 ***-*","부산광역시 북구 백양대로 ****, 지하*층 (구포동)","46587","산울림노래뮤비방","20210511104014","I","2021-05-13 00:22:56.0","","382340.785239133","191366.518391394","음반.음악영상물제작업","유통관련업","4","","음악영상물,음악영상파일,USB","99.46","3","1","근린생활시설","","","","","","","","","","","","","","","","","","","","","","",
"50","음반.음악영상물제작업","03_14_03_P","3320000","CDFF3241062008000008","20080917","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 ****-**","","","영동음향","20210104141700","I","2021-01-07 00:23:04.0","","381859.396768544","191549.285621544","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"51","음반.음악영상물제작업","03_14_03_P","3320000","CDFF3241062015000002","20150109","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 만덕동 ***-**","","","보이지노래뮤비방","20210104141700","I","2021-01-07 00:23:04.0","","384746.205408195","192126.192066428","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"52","음반.음악영상물제작업","03_14_03_P","3320000","CDFF3241062015000003","20150720","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 ****-** *층","","","오디오가이","20210104141700","I","2021-01-07 00:23:04.0","","381767.000862535","191487.929333719","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"53","음반.음악영상물제작업","03_14_03_P","3320000","CDFF3241062016000004","20160929","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 덕천동 ***-*","","","짱.노래뮤비방","20210104141700","I","2021-01-07 00:23:04.0","","383310.711976966","192162.274481","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"54","음반.음악영상물제작업","03_14_03_P","3320000","CDFF3241062020000007","20200918","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 ****-*","부산광역시 북구 백양대로****번길 *, 지하*층 *호 (구포동)","46650","핑크노래뮤비방","20210125103937","U","2021-01-27 02:40:00.0","","381562.468483638","190426.58842035","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"55","음반.음악영상물제작업","03_14_03_P","3320000","CDFF3241062021000001","20210129","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 덕천동 ***-* 파크오피스텔 ***호","부산광역시 북구 만덕대로**번길 **-*, ***호 (덕천동, 파크오피스텔)","46547","서액터","20210129124714","I","2021-01-31 00:23:03.0","","382634.89466495","192350.702222277","음반.음악영상물제작업","유통관련업","","","음악파일","","","","","","","","","","","","","","","","","","","","","","","","","","",
"56","음반.음악영상물제작업","03_14_03_P","3330000","CDFF3241062013000002","20130304","","03","폐업","03","폐업","","","","","","","","부산광역시 해운대구 반여동 ****-**","","","(주)사람인","20210104150941","I","2021-01-07 00:23:04.0","","392991.610020548","191310.467738912","음반.음악영상물제작업","유통관련업","0","","음박기획,음반영상물 제작","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"57","음반.음악영상물제작업","03_14_03_P","3330000","CDFF3241062021000003","20190218","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 ****-* 영상산업센터 ***호","부산광역시 해운대구 센텀서로 **, 영상산업센터 ***호 (우동)","48058","(주)바림","20210526140700","I","2021-05-28 00:22:55.0","","393674.032955782","187973.297243244","음반.음악영상물제작업","유통관련업","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"58","음반.음악영상물제작업","03_14_03_P","3330000","CDFF3241062021000002","20210426","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 **** 썬프라자 ***호","부산광역시 해운대구 마린시티*로 *, ***호 (우동, 썬프라자)","48092","캄스튜디오","20210426164255","I","2021-04-28 00:22:57.0","","395615.201853958","186406.750870936","음반.음악영상물제작업","유통관련업","","","음반 등","","","","","","","","","","","","","","","","","","","","","","","","","","",
"59","음반.음악영상물제작업","03_14_03_P","3330000","CDFF3241062008000001","20080917","","01","영업/정상","13","영업중","","","","","0517479762","","","부산광역시 해운대구 우동 ****","","","MEC.KOREA","20210104150941","I","2021-01-07 00:23:04.0","","395615.201853958","186406.750870936","음반.음악영상물제작업","유통관련업","0","","음반,음악영상물","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"60","음반.음악영상물제작업","03_14_03_P","3330000","CDFF3241062016000003","20160205","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 ****","","","재단법인부산정보산업진흥원","20210104150941","I","2021-01-07 00:23:04.0","","394038.562998688","188042.384551855","음반.음악영상물제작업","유통관련업","0","","음원,음반,뮤직비디오 등","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
"61","음반.음악영상물제작업","03_14_03_P","3330000","CDFF3241062019000004","20190424","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 ****-*","","","공감","20210104150941","I","2021-01-07 00:23:04.0","","393674.032955782","187973.297243244","음반.음악영상물제작업","유통관련업","0","","음원 앨범 온라인 SD카드 USB 뮤직비디오 등","0","0","0","","","","","","","","","","","","","","","","","","","","","","","",
