"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총종업원수",
"11","동물위탁관리업","02_03_10_P","3250000","325000004820200003","20201119","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 중구 중앙동*가 **-*","부산광역시 중구 중앙대로 **-*, 중앙빌딩 *층 (중앙동*가)","48929","곰앤앙","20220428181038","I","2022-07-02 17:34:28.0","","385564.455754155","180271.126270421","동물위탁관리업","동물위탁관리업","000","0",
"12","동물위탁관리업","02_03_10_P","3260000","326000004820180001","20180730","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 토성동*가 *-*","부산광역시 서구 까치고개로 *** (토성동*가)","49224","몽몽이 애견미용","20220428181032","I","2022-07-02 17:34:28.0","","384418.231848675","179718.968602879","동물위탁관리업","동물위탁관리업","000","0",
"13","동물위탁관리업","02_03_10_P","3260000","326000004820180006","20180831","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 동대신동*가 ***","부산광역시 서구 구덕로 ***-* (동대신동*가)","49211","개편한집","20220428181032","I","2022-07-02 17:34:28.0","","383684.735098065","181361.162834848","동물위탁관리업","동물위탁관리업","000","0",
"14","동물위탁관리업","02_03_10_P","3260000","326000004820180009","20181004","","01","영업/정상","0000","정상","","","","","051-241-3131","0","","부산광역시 서구 서대신동*가 ***-*","부산광역시 서구 대영로 **, *층 (서대신동*가)","49228","가온동물병원","20220428181032","I","2022-07-02 17:34:28.0","","383666.907197609","180751.368523232","동물위탁관리업","동물위탁관리업","000","0",
"15","동물위탁관리업","02_03_10_P","3260000","326000004820180010","20181022","","01","영업/정상","0000","정상","","","","","051-231-2541","0","","부산광역시 서구 토성동*가 **-*","부산광역시 서구 구덕로 ***-* (토성동*가)","49253","퍼피하우스","20220428181032","I","2022-07-02 17:34:28.0","","384373.477308409","179352.436504691","동물위탁관리업","동물위탁관리업","000","0",
"16","동물위탁관리업","02_03_10_P","3260000","326000004820180015","20181106","","01","영업/정상","0000","정상","","","","","051-241-7975","0","","부산광역시 서구 토성동*가 *-**","부산광역시 서구 까치고개로 *** (토성동*가)","49224","만박동물병원","20220428181032","I","2022-07-02 17:34:28.0","","384481.363653909","179718.935973103","동물위탁관리업","동물위탁관리업","000","0",
"17","동물위탁관리업","02_03_10_P","3260000","326000004820200001","20200103","","01","영업/정상","0000","정상","","","","","051-244-5111","0","","부산광역시 서구 충무동*가 **-**","부산광역시 서구 충무대로 ***-* (충무동*가)","49253","몽모드펫","20220428181033","I","2022-07-02 17:34:28.0","","384473.403899937","179117.573190624","동물위탁관리업","동물위탁관리업","000","0",
"18","동물위탁관리업","02_03_10_P","3260000","326000004820200003","20200403","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 서대신동*가 ***-**","부산광역시 서구 꽃마을로 ** (서대신동*가)","49203","마루하루","20220428181033","I","2022-07-02 17:34:28.0","","383404.969286918","181626.907153983","동물위탁관리업","동물위탁관리업","000","0",
"19","동물위탁관리업","02_03_10_P","3260000","326000004820200006","20200625","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 서대신동*가 ***-**","부산광역시 서구 망양로 **-* (서대신동*가)","49226","디애몽","20220428181033","I","2022-07-02 17:34:28.0","","383622.908681312","181371.373204614","동물위탁관리업","동물위탁관리업","000","0",
"20","동물위탁관리업","02_03_10_P","3260000","326000004820210001","20210401","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 남부민동 ***-** 충무대로봄여름가을겨울","부산광역시 서구 충무대로 ***, *층 (남부민동, 충무대로봄여름가을겨울)","49256","늘, 고운펫","20220428181034","I","2022-07-02 17:34:28.0","","384474.140831542","178767.791830507","동물위탁관리업","동물위탁관리업","000","0",
"21","동물위탁관리업","02_03_10_P","3260000","326000004820210002","20210429","","01","영업/정상","0000","정상","","","","","0512312316","0","","부산광역시 서구 동대신동*가 **-*","부산광역시 서구 보수대로***번길 ** (동대신동*가)","49205","댕댕이 유치원","20220428181034","I","2022-07-02 17:34:28.0","","383905.863336073","181775.573229321","동물위탁관리업","동물위탁관리업","000","0",
"22","동물위탁관리업","02_03_10_P","3260000","326000004820220002","20220316","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 서구 서대신동*가 ***-*","부산광역시 서구 대영로**번길 *(서대신동*가)","49228","몽프리제","20220428181034","I","2022-07-02 17:34:28.0","","383636.512458198","180756.178148655","동물위탁관리업","동물위탁관리업","000","0",
"23","동물위탁관리업","02_03_10_P","3270000","327000004820180004","20180629","","01","영업/정상","0000","정상","","","","","051-442-5750","0","","부산광역시 동구 수정동 ***-*","부산광역시 동구 수정동로 * (수정동)","48782","J@야니스타일","20220428181028","I","2022-07-02 17:34:28.0","","386253.504515617","183065.335983486","동물위탁관리업","동물위탁관리업","000","0",
"24","동물위탁관리업","02_03_10_P","3270000","327000004820180008","20180830","","01","영업/정상","0000","정상","","","","","051-464-5975","0","","부산광역시 동구 초량동 ***-*","부산광역시 동구 초량상로 **-*, 시민동물병원 *층 (초량동)","48814","시민동물병원","20220428181029","I","2022-07-02 17:34:28.0","","385778.941635952","181909.916403824","동물위탁관리업","동물위탁관리업","000","0",
"25","동물위탁관리업","02_03_10_P","3270000","327000004820210006","20211014","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동구 초량동 **-*","부산광역시 동구 고관로**번길 **, *층 (초량동)","48795","멍's살롱","20220428181029","I","2022-07-02 17:34:28.0","","386071.477137448","182260.531786154","동물위탁관리업","동물위탁관리업","000","0",
"26","동물위탁관리업","02_03_10_P","3270000","327000004820220002","20220114","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동구 초량동 ***-*","부산광역시 동구 중앙대로***번길 **, *층 (초량동)","48815","멍캐슬","20220428181030","I","2022-07-02 17:34:28.0","","385955.224845533","181824.22743276","동물위탁관리업","동물위탁관리업","000","0",
"27","동물위탁관리업","02_03_10_P","3280000","328000004820180004","20180831","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 동삼동 ***-*","부산광역시 영도구 동삼로 **, *층 (동삼동)","49097","아름답개","20220428181059","I","2022-07-02 17:34:28.0","","388779.074637633","177680.766997663","동물위탁관리업","동물위탁관리업","000","0",
"28","동물위탁관리업","02_03_10_P","3280000","328000004820180005","20180831","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 동삼동 *** 광해빌딩","부산광역시 영도구 태종로 ***, 광해빌딩 (동삼동)","49124","멍뭉이맘","20220428181059","I","2022-07-02 17:34:28.0","","389443.893670277","176672.166072538","동물위탁관리업","동물위탁관리업","000","0",
"29","동물위탁관리업","02_03_10_P","3280000","328000004820180009","20180911","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 청학동 **-**","부산광역시 영도구 태종로 *** (청학동)","49010","아라펫살롱","20220428181059","I","2022-07-02 17:34:28.0","","388353.77172315","178911.899935203","동물위탁관리업","동물위탁관리업","000","0",
"30","동물위탁관리업","02_03_10_P","3280000","328000004820180011","20180921","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 남항동*가 **","부산광역시 영도구 남항로 **, *층 (남항동*가)","49045","이쁘개","20220630173637","U","2022-07-02 02:40:00.0","","385797.14888804","178647.582351293","동물위탁관리업","동물위탁관리업","000","0",
"31","동물위탁관리업","02_03_10_P","3280000","328000004820180012","20180921","","01","영업/정상","0000","정상","","","","","051-412-0101","0","","부산광역시 영도구 청학동 ***-***","부산광역시 영도구 와치로**번길 **, *층 (청학동)","49084","개st하우스","20220428181059","I","2022-07-02 17:34:28.0","","387902.451386809","178583.0979711","동물위탁관리업","동물위탁관리업","000","0",
"32","동물위탁관리업","02_03_10_P","3280000","328000004820180013","20180921","","01","영업/정상","0000","정상","","","","","051-917-0429","0","","부산광역시 영도구 동삼동 ***-**","부산광역시 영도구 동삼로 ** (동삼동)","49097","바이크애견","20220428181059","I","2022-07-02 17:34:28.0","","388767.057371512","177600.142001053","동물위탁관리업","동물위탁관리업","000","0",
"33","동물위탁관리업","02_03_10_P","3280000","328000004820180014","20181002","","01","영업/정상","0000","정상","","","","","051-404-0208","0","","부산광역시 영도구 동삼동 ***-**","부산광역시 영도구 동삼로 ** (동삼동)","49107","퍼피하우스","20220428181059","I","2022-07-02 17:34:28.0","","388872.89199901","177254.227992518","동물위탁관리업","동물위탁관리업","000","0",
"34","동물위탁관리업","02_03_10_P","3280000","328000004820180016","20181116","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 청학동 **-*","부산광역시 영도구 태종로 *** (청학동)","49009","핫도그애견샵","20220428181059","I","2022-07-02 17:34:28.0","","388226.625064836","179181.388706772","동물위탁관리업","동물위탁관리업","000","0",
"35","동물위탁관리업","02_03_10_P","3280000","328000004820180017","20181116","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 신선동*가 ***-**","부산광역시 영도구 하나길 *** (신선동*가)","49064","도그애견샵","20220428181059","I","2022-07-02 17:34:28.0","","386648.864807733","178592.062107723","동물위탁관리업","동물위탁관리업","000","0",
"36","동물위탁관리업","02_03_10_P","3280000","328000004820190003","20191220","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 남항동*가 ***-**","부산광역시 영도구 남항로**번길 * (남항동*가)","49054","이발하개","20220428181100","I","2022-07-02 17:34:28.0","","385857.065557614","178622.49491006","동물위탁관리업","동물위탁관리업","000","0",
"37","동물위탁관리업","02_03_10_P","3280000","328000004820220001","20220506","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 영도구 청학동 **-*","부산광역시 영도구 태종로 ***(청학동)","49009","레이지독","20220506113225","I","2022-07-02 17:34:28.0","","388226.625064836","179181.388706772","동물위탁관리업","동물위탁관리업","000","0",
"38","동물위탁관리업","02_03_10_P","3290000","329000004820180028","20181001","","01","영업/정상","0000","정상","","","","","051-897-7559","0","","부산광역시 부산진구 개금동 ***-**","부산광역시 부산진구 가야대로 *** (개금동)","47269","가야 애견","20220428181038","I","2022-07-02 17:34:28.0","","384527.588979378","185689.613776812","동물위탁관리업","동물위탁관리업","000","0",
"39","동물위탁관리업","02_03_10_P","3290000","329000004820180029","20181001","","01","영업/정상","0000","정상","","","","","051-900-7622","0","","부산광역시 부산진구 가야동 ***-**","부산광역시 부산진구 엄광로 *** (가야동)","47334","핑크애견","20220428181038","I","2022-07-02 17:34:28.0","","385703.326468598","185700.497559612","동물위탁관리업","동물위탁관리업","000","0",
"40","동물위탁관리업","02_03_10_P","3290000","329000004820180031","20181001","","01","영업/정상","0000","정상","","","","","051-891-8575","0","","부산광역시 부산진구 개금동 ***-* 개금블루스카이","부산광역시 부산진구 개금온정로 *, ***호 (개금동, 개금블루스카이)","47269","닥터펫동물의료센터","20220428181038","I","2022-07-02 17:34:28.0","","384503.558481046","185719.375715889","동물위탁관리업","동물위탁관리업","000","0",
"41","동물위탁관리업","02_03_10_P","3290000","329000004820180037","20181107","","01","영업/정상","0000","정상","","","","","051-804-2956","0","","부산광역시 부산진구 전포동 ***-* 한국네일학원","부산광역시 부산진구 동천로 **, 한국네일학원 (전포동)","47294","덕수네 애견","20220428181039","I","2022-07-02 17:34:28.0","","387877.138852403","185889.88154998","동물위탁관리업","동물위탁관리업","000","0",
"42","동물위탁관리업","02_03_10_P","3290000","329000004820190003","20190214","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 전포동 ***-***","부산광역시 부산진구 동성로 **, *층 (전포동)","47240","알럽도그","20220428181039","I","2022-07-02 17:34:28.0","","388375.485221325","186388.55937498","동물위탁관리업","동물위탁관리업","000","0",
"43","동물위탁관리업","02_03_10_P","3290000","329000004820190005","20190314","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 당감동 ***-*","부산광역시 부산진구 백양순환로 ** (당감동)","47142","마이쏭 펫샵","20220428181039","I","2022-07-02 17:34:28.0","","385191.845084813","187498.514615463","동물위탁관리업","동물위탁관리업","000","0",
"44","동물위탁관리업","02_03_10_P","3290000","329000004820190009","20190607","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 범천동 ****-**","부산광역시 부산진구 가야대로 ***, *층 (범천동)","47278","개꼬신내","20220428181040","I","2022-07-02 17:34:28.0","","386732.466896816","186134.333612033","동물위탁관리업","동물위탁관리업","000","0",
"45","동물위탁관리업","02_03_10_P","3290000","329000004820190012","20191001","","01","영업/정상","0000","정상","","","","","051-818-0119","0","","부산광역시 부산진구 부전동 ***-* 삼정타워","부산광역시 부산진구 중앙대로 ***, 삼정타워 ***호 (부전동)","47296","대신산업설비 피터펫카페 서면점","20220428181040","I","2022-07-02 17:34:28.0","","387608.014165034","185703.079007724","동물위탁관리업","동물위탁관리업","L00","0",
"46","동물위탁관리업","02_03_10_P","3290000","329000004820190013","20191011","","01","영업/정상","0000","정상","","","","","513-2536","0","","부산광역시 부산진구 초읍동 ***-*","부산광역시 부산진구 월드컵대로***번길 *, *층 (초읍동)","47111","수피아독","20220428181040","I","2022-07-02 17:34:28.0","","386708.106833147","188932.916088474","동물위탁관리업","동물위탁관리업","000","0",
"47","동물위탁관리업","02_03_10_P","3290000","329000004820190017","20191210","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 *** (양정동)","47229","마이펫플레이텔","20220428181040","I","2022-07-02 17:34:28.0","","388434.507566766","187596.567451072","동물위탁관리업","동물위탁관리업","000","0",
"48","동물위탁관리업","02_03_10_P","3290000","329000004820200002","20200121","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 부전동 ***-**","부산광역시 부산진구 가야대로 ***, *층 (부전동)","47257","고양이 무마취미용&호텔 무냥무냥 부산서면점","20220428181040","I","2022-07-02 17:34:28.0","","387165.845397577","186235.649896361","동물위탁관리업","동물위탁관리업","000","0",
"49","동물위탁관리업","02_03_10_P","3290000","329000004820200003","20200121","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 ***-* (양정동)","47215","The 착한애견","20220428181040","I","2022-07-02 17:34:28.0","","388221.050748246","187415.014507603","동물위탁관리업","동물위탁관리업","000","0",
"50","동물위탁관리업","02_03_10_P","3290000","329000004820200006","20200422","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 초읍동 ***-**","부산광역시 부산진구 성지로 ** (초읍동)","47116","베베숑 펫 살롱","20220428181040","I","2022-07-02 17:34:28.0","","387100.454744197","188324.469505785","동물위탁관리업","동물위탁관리업","000","0",
"51","동물위탁관리업","02_03_10_P","3290000","329000004820200007","20200507","","01","영업/정상","0000","정상","","","","","818-4568","0","","부산광역시 부산진구 양정동 ***-*","부산광역시 부산진구 진남로 ***-* (양정동)","47229","애견동화","20220428181040","I","2022-07-02 17:34:28.0","","388628.143024488","187564.298720036","동물위탁관리업","동물위탁관리업","000","0",
"52","동물위탁관리업","02_03_10_P","3290000","329000004820200013","20200526","","01","영업/정상","0000","정상","","","","","913-9150","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 *** (양정동)","47214","Sara pet (사라펫)","20220428181041","I","2022-07-02 17:34:28.0","","388355.172822604","187563.171164463","동물위탁관리업","동물위탁관리업","000","0",
"53","동물위탁관리업","02_03_10_P","3290000","329000004820200016","20200924","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 부전동 ***-**","부산광역시 부산진구 중앙대로***번가길 **, *층 (부전동)","47287","퍼피즈","20220428181041","I","2022-07-02 17:34:28.0","","387249.77851095","185941.59224482","동물위탁관리업","동물위탁관리업","000","0",
"54","동물위탁관리업","02_03_10_P","3290000","329000004820210005","20210201","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 전포동 ***-*","부산광역시 부산진구 서전로**번길 **, 지하*층 (전포동)","47247","매봉당","20220428181041","I","2022-07-02 17:34:28.0","","387994.374923584","186365.281754984","동물위탁관리업","동물위탁관리업","000","0",
"55","동물위탁관리업","02_03_10_P","3290000","329000004820210011","20210426","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 부전동 ***-**","부산광역시 부산진구 서면로 *, *층 (부전동)","47288","멍치원","20220428181042","I","2022-07-02 17:34:28.0","","387428.942099021","185490.699614204","동물위탁관리업","동물위탁관리업","000","0",
"56","동물위탁관리업","02_03_10_P","3290000","329000004820210018","20210705","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 범천동 ****-**","부산광역시 부산진구 신암로**번길 **(범천동)","47349","예쁘개 펫","20220428181042","I","2022-07-02 17:34:28.0","","386897.844761588","185321.603915259","동물위탁관리업","동물위탁관리업","000","0",
"57","동물위탁관리업","02_03_10_P","3290000","329000004820210025","20210901","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 가야동 **-* 한신센타뷰","부산광역시 부산진구 가야대로 ***, ***층 (가야동, 한신센타뷰)","47272","더 하우스","20220428181042","I","2022-07-02 17:34:28.0","","385548.398326849","185908.029905205","동물위탁관리업","동물위탁관리업","000","0",
"58","동물위탁관리업","02_03_10_P","3290000","329000004820220008","20220405","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 ***-***","부산광역시 부산진구 양지로 **(양정동)","47230","퍼피그랑","20220428181043","I","2022-07-02 17:34:28.0","","388560.454325119","187365.123828885","동물위탁관리업","동물위탁관리업","000","0",
"59","동물위탁관리업","02_03_10_P","3290000","329000004820220013","20220411","","01","영업/정상","0000","정상","","","","","051-895-0910","0","","부산광역시 부산진구 개금동 ***-**","부산광역시 부산진구 가야대로 ***, *층 (개금동)","47269","나꼼유치원","20220428181044","I","2022-07-02 17:34:28.0","","384527.588979378","185689.613776812","동물위탁관리업","동물위탁관리업","000","0",
"60","동물위탁관리업","02_03_10_P","3290000","329000004820220014","20220512","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 범전동 *** 삼한골든뷰 센트럴파크","부산광역시 부산진구 중앙대로 ***, ***동 지하*층 ***호 (범전동, 삼한골든뷰 센트럴파크)","47249","놀다올개","20220512090818","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"61","동물위탁관리업","02_03_10_P","3290000","329000004820220015","20220519","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 연지동 **-**","부산광역시 부산진구 동평로 ***, *층 (연지동)","47120","펫퍼센트","20220519112452","I","2022-07-02 17:34:28.0","","387541.285361226","187844.929844545","동물위탁관리업","동물위탁관리업","L00","0",
"62","동물위탁관리업","02_03_10_P","3290000","329000004820220016","20220628","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 범천동 ***-** 아이에프","부산광역시 부산진구 범일로 ***, 아이에프 B동 *층 ***호 (범천동)","47365","뽀숑뽀숑","20220628091726","I","2022-07-02 17:34:28.0","","387638.901137364","184613.643289529","동물위탁관리업","동물위탁관리업","000","0",
"63","동물위탁관리업","02_03_10_P","3290000","329000004820080001","20080205","","01","영업/정상","0000","정상","","","","","804-0600","","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 *** (양정동)","47215","부산애견","20220428181030","I","2022-07-02 17:34:28.0","","388229.657971879","187441.356817065","동물위탁관리업","동물위탁관리업","000","0",
"64","동물위탁관리업","02_03_10_P","3290000","329000004820080003","20080225","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동","부산광역시 부산진구 중앙대로 *** (양정동)","47215","도도한냥이","20220428181031","I","2022-07-02 17:34:28.0","","388223","187408","동물위탁관리업","동물위탁관리업","000","0",
"65","동물위탁관리업","02_03_10_P","3290000","329000004820100002","20100226","","01","영업/정상","0000","정상","","","","","","","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 거제대로 **-* (양정동)","","시원애견","20220428181031","I","2022-07-02 17:34:28.0","","388297.426552217","187604.448375237","동물위탁관리업","동물위탁관리업","000","0",
"66","동물위탁관리업","02_03_10_P","3290000","329000004820110004","20110509","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 거제대로 **-* (양정동)","47214","도그도그","20220428181032","I","2022-07-02 17:34:28.0","","388296.71776701","187645.504458632","동물위탁관리업","동물위탁관리업","000","0",
"67","동물위탁관리업","02_03_10_P","3290000","329000004820110013","20111116","","01","영업/정상","0000","정상","","","","","051-867-3400","0","","부산광역시 부산진구 전포동 ***-* 대우디오빌투상가","부산광역시 부산진구 전포대로 *** (전포동,대우디오빌투상가)","","미스터독","20220428181033","I","2022-07-02 17:34:28.0","","388153.839025721","186593.504685927","동물위탁관리업","동물위탁관리업","000","0",
"68","동물위탁관리업","02_03_10_P","3290000","329000004820120009","20120913","","01","영업/정상","0000","정상","","","","","051-868-4145","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 중앙대로 *** (양정동)","47215","강남애견","20220428181033","I","2022-07-02 17:34:28.0","","388225.318307417","187424.561397397","동물위탁관리업","동물위탁관리업","000","0",
"69","동물위탁관리업","02_03_10_P","3290000","329000004820130004","20130422","","01","영업/정상","0000","정상","","","","","051-851-0011","0","","","부산광역시 부산진구 거제대로 ** (양정동)","47214","부산강아지분양 앨리펫","20220428181034","I","2022-07-02 17:34:28.0","","388297.308898932","187593.154202692","동물위탁관리업","동물위탁관리업","000","0",
"70","동물위탁관리업","02_03_10_P","3290000","329000004820150008","20151014","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 거제대로 ** (양정동)","47214","좋은강아지","20220428181034","I","2022-07-02 17:34:28.0","","388297.308898932","187593.154202692","동물위탁관리업","동물위탁관리업","000","0",
"71","동물위탁관리업","02_03_10_P","3290000","329000004820160001","20160125","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 거제대로 **-** (양정동)","47214","제제펫","20220428181035","I","2022-07-02 17:34:28.0","","388341.259639329","187559.878193247","동물위탁관리업","동물위탁관리업","000","0",
"72","동물위탁관리업","02_03_10_P","3290000","329000004820170003","20170613","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 가야대로***번길 **, *층 (가야동)","47336","수복애견","20220428181036","I","2022-07-02 17:34:28.0","","385315.640315662","185411.167224275","동물위탁관리업","동물위탁관리업","000","0",
"73","동물위탁관리업","02_03_10_P","3290000","329000004820170004","20170613","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 부산진구 새싹로 **, *,*층 (범전동)","47205","펫스토어","20220630141354","U","2022-07-02 02:40:00.0","","387130.395092552","186896.977337169","동물위탁관리업","동물위탁관리업","000","0",
"74","동물위탁관리업","02_03_10_P","3290000","329000004820180001","20180109","","01","영업/정상","0000","정상","","","","","852-5948","0","","부산광역시 부산진구 양정동 ***-**","부산광역시 부산진구 연수로 ** (양정동)","47216","옆집강아지","20220428181036","I","2022-07-02 17:34:28.0","","388803.364785092","188046.378216388","동물위탁관리업","동물위탁관리업","000","0",
"75","동물위탁관리업","02_03_10_P","3290000","329000004820180005","20180423","","01","영업/정상","0000","정상","","","","","051-635-8882","0","","부산광역시 부산진구 범천동 ***-**","부산광역시 부산진구 황령대로*번길 ** (범천동)","47357","네발로","20220428181037","I","2022-07-02 17:34:28.0","","387647.228507509","184857.762359067","동물위탁관리업","동물위탁관리업","000","0",
