"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","취급제품명","담배공급업체명",
"23","담배도매업","11_43_01_P","3290000","2011329008515500003","20110506","","01","영업/정상","1","정상영업","","","","","817-5003","","614876","부산광역시 부산진구 부전2동 466번지 15호 1층","부산광역시 부산진구 부전로 89 (부전동)","614876","페로젠","20130116170733","I","2018-08-31 23:59:59.0","","387136.793044667","186263.633261374","전자담배( 영업구역 : 부산)","(주)페로젠코리아",
"24","담배도매업","11_43_01_P","3290000","2013329010715500001","20130122","","01","영업/정상","1","정상영업","","20170101","20170630","","805-0289","","614032","부산광역시 부산진구 부전2동 535번지 10호","부산광역시 부산진구 신천대로 62, 1층 (부전동)","614032","데캉전자담배부산서면점","20170920104246","I","2018-08-31 23:59:59.0","","387523.019466086","185458.235819993","전자담배","(주)보톤코리아",
"25","담배도매업","11_43_01_P","3290000","2014329010715500001","20140523","","01","영업/정상","1","정상영업","","","","","-","","","","부산광역시 부산진구 엄광로 68, 108동 1403호 (가야동)","614750","스누스코리아","20141204110536","I","2018-08-31 23:59:59.0","","384502.365301052","185034.469475568","무연담배","(주)스누스코리아",
"26","담배도매업","11_43_01_P","3290000","2014329010715500002","20140730","","01","영업/정상","1","정상영업","","","","","817-6451","","","","부산광역시 부산진구 중앙대로 720-2 (부전동)","614845","전자담배라미야부산진구서면점","20141204111155","I","2018-08-31 23:59:59.0","","387585.309311526","186153.980996736","전자담배","라미야코리아",
"27","담배도매업","11_43_01_P","3290000","2015329010715500001","20150304","","01","영업/정상","1","정상영업","","","","","051-803-7077","","","","부산광역시 부산진구 전포대로199번길 12 (전포동)","614866","서면e시가 전자담배","20150310162422","I","2018-08-31 23:59:59.0","","388118.38807200000","186200.01541700000","전자담배","(주)노다지 인터내셔날",
"28","담배도매업","11_43_01_P","3290000","2016329012815500001","20160616","","01","영업/정상","1","정상영업","","","","","051-805-2263","","","","부산광역시 부산진구 가야대로 784, 1층 (부전동)","47285","부산서면전자담배 데캉","20210104151639","U","2021-01-06 02:40:00.0","","387400.812526929","186177.092503445","전자담배","주식회사 명문플레비",
"29","담배도매업","11_43_01_P","3290000","2017329012815500001","20170814","","01","영업/정상","1","정상영업","","","","","","","","","부산광역시 부산진구 동평로291번길 30, 11동 105호 (연지동, 화인아파트)","47120","(주)잔티코리아 부산총판","20170814113410","I","2018-08-31 23:59:59.0","","387489.78325928","187958.153019083","전자담배","(주)잔티아시아",
"30","담배도매업","11_43_01_P","3290000","2009329008515500001","20090408","","03","폐업","3","폐업처리","20100324","","","","051-816-7552","","614862","부산광역시 부산진구 전포동 27번지 77호 8통 6반 정우빌라 101호","","","일삼코리아","20100324112904","I","2018-08-31 23:59:59.0","","388442.70787185","186973.666777742","전자담배","주식회사 에바코",
"31","담배도매업","11_43_01_P","3290000","2006329001312500003","20060330","","03","폐업","3","폐업처리","20071220","","","","051638 3852","","","부산광역시 부산진구 범천동  839번지 32호 신부산빌딩 7층","부산광역시 부산진구 자유평화로3번길 14-21 (범천동)","614826","(주)미투산업","20131230090839","I","2018-08-31 23:59:59.0","","387840.784136651","184510.669756514","ME TOO","(주)트리플나인",
"32","담배도매업","11_43_01_P","3290000","2006329001312500004","20060501","","03","폐업","3","폐업처리","20070321","","","","051 645 9842","","","부산광역시 부산진구 범천동  882번지 25호 평전빌딩402","","","(주)피구","20070321151759","I","2018-08-31 23:59:59.0","","387569.894576579","184763.175837622","황토담배피구","(주)다민 엘앤티",
"33","담배도매업","11_43_01_P","3290000","2006329001312500001","20060118","","03","폐업","3","폐업처리","20070327","","","","","","","부산광역시 부산진구 부암동  332번지 6호 부암미주상가1동 7호","","","ME.TOO.U","20070327165721","I","2018-08-31 23:59:59.0","","386210.869289587","187176.864805225","ME TOO","(주)호만통상",
"34","담배도매업","11_43_01_P","3290000","2006329001312500002","20060224","","03","폐업","3","폐업처리","20070212","","","","","","","부산광역시 부산진구 전포동  595번지 20호 청아리치타운304호","","","두경","20070212142844","I","2018-08-31 23:59:59.0","","387984.333122347","186633.993031274","Me Too","(주)호만통상",
"35","담배도매업","11_43_01_P","3290000","2009329008515500003","20090609","","03","폐업","3","폐업처리","20130315","","","","051-802-0400","","614811","부산광역시 부산진구 개금동 380번지 2호 3통 4반","","","롯데제과사상대리점","20130315104124","I","2018-08-31 23:59:59.0","","384276.232272742","186266.689524157","전자담배","(주)잔티코리아",
"36","담배도매업","11_43_01_P","3290000","2010329008515500001","20100331","","03","폐업","3","폐업처리","20120501","","","","051-805-5219","","614876","부산광역시 부산진구 부전2동 474번지 80호 유원골든타워오피스텔 1320호","","","주식회사 신해산업","20120501162844","I","2018-08-31 23:59:59.0","","387225.613588405","186408.726533861","pointful","포인트풀타바코(주)",
"37","담배도매업","11_43_01_P","3290000","2010329008515500002","20100915","","03","폐업","3","폐업처리","20120130","","","","817-4569","","614842","부산광역시 부산진구 부전1동 29번지 1호 2층","","","전자담배에바코부산서면점","20120501162809","I","2018-08-31 23:59:59.0","","387821.563611564","186890.583349621","에바코","에바코",
"38","담배도매업","11_43_01_P","3290000","2010329008515500004","20101116","","03","폐업","3","폐업처리","20110117","","","","","","614050","부산광역시 부산진구 양정동 310번지 12호","","","전자담배코리아(데캉)","20110117162610","I","2018-08-31 23:59:59.0","","388803.364785092","188046.378216388","데캉","전자담배코리아",
"39","담배도매업","11_43_01_P","3290000","2011329008515500001","20110218","","03","폐업","3","폐업처리","20111021","","","","802-3080","","614070","부산광역시 부산진구 연지동 9번지 1호","","","후모코리아부산총판","20120501162724","I","2018-08-31 23:59:59.0","","387086.283317712","188242.479048697","후모","후모코리아",
"40","담배도매업","11_43_01_P","3290000","2009329008515500002","20090518","20130408","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051-819-3880","","614783","부산광역시 부산진구 부전1동 426번지 7호 신동아오피스텔 1606호","","","미래유통","20130408142901","I","2018-08-31 23:59:59.0","","387052.317362645","186253.143814124","전자담배","(주)신계룡개발",
"41","담배도매업","11_43_01_P","3290000","2008329008515500002","20080425","20130408","04","취소/말소/만료/정지/중지","4","직권취소","","","","","323-0760","","614032","부산광역시 부산진구 부전동 226번지 9호 시연빌딩 802호","","","우리담배부산동구대리점","20130408144148","I","2018-08-31 23:59:59.0","","387674.292977056","185628.880768977","위고원, 위고 블루, 위고와인,스윙 1mg, 스윙 4.5mg","우리담배",
"42","담배도매업","11_43_01_P","3290000","2007329008505100001","20070719","20130408","04","취소/말소/만료/정지/중지","4","직권취소","","","","","","","614040","부산광역시 부산진구 전포동 886번지 1호","","","영남토바코컴퍼니진구대리점","20130408144705","I","2018-08-31 23:59:59.0","","387878.236508562","185557.632888378","니드주몽실크, 니드주몽트윈, 니드주몽핑크, 니드주몽블루","영남토바코컴퍼니",
"43","담배도매업","11_43_01_P","3290000","2008329008515500001","20080321","20130408","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051-323-0760","","614032","부산광역시 부산진구 부전동 226번지 9호 시연빌딩 802호","","","(주)상생","20130408144310","I","2018-08-31 23:59:59.0","","387674.292977056","185628.880768977","위고, 스윙","우리담배판매주식회사",
"44","담배도매업","11_43_01_P","3290000","2011329008515500002","20110224","20130408","04","취소/말소/만료/정지/중지","4","직권취소","","","","","802-5051","","614040","부산광역시 부산진구 전포동 887번지 4호","","","머큐리전자담배(부산1지구총판)","20130408112904","I","2018-08-31 23:59:59.0","","387879.945569086","185501.857212956","머큐리","머큐리인터내셔널",
"45","담배도매업","11_43_01_P","3300000","2006330006415500001","20060616","","01","영업/정상","1","정상영업","","","","","051-506-2291","","607813","부산광역시 동래구 사직동 145번지 14호","부산광역시 동래구 중앙대로 1273 (사직동)","","(주)씨스페이시스 영남사업부","20161209095428","I","2018-08-31 23:59:59.0","","389122.973151575","191040.831580744","CLMA외49종","(주)그린트롤",
"46","담배도매업","11_43_01_P","3300000","2007330006415500002","20070628","","03","폐업","3","폐업처리","20090504","","","","","","607060","부산광역시 동래구 온천동 1428번지 34호 효성빌딩 502호","부산광역시 동래구 충렬대로 97 (온천동,효성빌딩 502호)","","영남토바코컴퍼니 동래구대리점","20090504175616","I","2018-08-31 23:59:59.0","","388596.863365011","191754.777025517","주몽(silk,twin,pink,blue,platinum,lights,super lights,super slim, flesh)","(주)영남토바코컴퍼니",
"47","담배도매업","11_43_01_P","3300000","2010330007615500001","20101117","","03","폐업","3","폐업처리","20110816","","","","","","607842","부산광역시 동래구 온천3동 1443번지 5호","부산광역시 동래구 충렬대로 118 (온천동)","","데캉주식회사","20110816180740","I","2018-08-31 23:59:59.0","","388736.226355148","191618.594983313","전자담배","전자담배코리아",
"48","담배도매업","11_43_01_P","3300000","2011330007615500001","20110112","","03","폐업","3","폐업처리","20130207","","","","","","607818","부산광역시 동래구 사직3동 134번지 38호","부산광역시 동래구 미남로 41 (사직동)","","아이노리","20130207142344","I","2018-08-31 23:59:59.0","","388523.166895508","190683.987490096","전자담배","아이노리",
"49","담배도매업","11_43_01_P","3300000","2011330007615500002","20110215","","03","폐업","3","폐업처리","20121019","","","","554-5955","","607842","부산광역시 동래구 온천3동 1426번지 15호 104호","부산광역시 동래구 충렬대로100번길 8, 104호 (온천동)","","지아상사","20121019162941","I","2018-08-31 23:59:59.0","","388571.927859085","191705.577038897","전자담배(니코틴)","지아상사",
"50","담배도매업","11_43_01_P","3300000","2012330007915500001","20120822","","03","폐업","3","폐업처리","20170123","","","","","","607010","부산광역시 동래구 명륜동 533번지 217호","부산광역시 동래구 충렬대로 174 (명륜동)","607010","시가넷","20170123163947","I","2018-08-31 23:59:59.0","","389258.012308174","191377.616811609","전자담배(NICO 100)","액상코리아(부산-38호), DIY FLAVOR SHACK(서울-제150호)",
"51","담배도매업","11_43_01_P","3300000","2007330006415500001","20070614","20150227","04","취소/말소/만료/정지/중지","4","직권취소","","","","","556-5891","","607060","부산광역시 동래구 온천동 1428번지 34호","부산광역시 동래구 충렬대로 97 (온천동)","","(주)영남토바코컴퍼니","20150227160326","I","2018-08-31 23:59:59.0","","388596.863365011","191754.777025517","주몽(실크,트윈,핑크,블루,플레티늄,라이트,슈퍼라이트)","(주)코리아 토바코 컴퍼니",
"52","담배도매업","11_43_01_P","3300000","2011330007915500001","20110802","20150227","04","취소/말소/만료/정지/중지","4","직권취소","","","","","907-7500","","607818","부산광역시 동래구 사직3동 153번지 32호","부산광역시 동래구 미남로 30 (사직동)","","목신","20161206102913","I","2018-08-31 23:59:59.0","","388589.395912497","190590.368634969","전자담배디엣지","(주)킴리코리아",
"53","담배도매업","11_43_01_P","3310000","2010331008215500004","20101216","","01","영업/정상","1","정상영업","","","","","1644-1996","","608812","부산광역시 남구 대연4동 754번지","부산광역시 남구 유엔평화로 110 (대연동)","608024","(주)인필링","20120510111826","I","2018-08-31 23:59:59.0","","390927.672999107","182796.745826535","전자담배(체스터, 투렌, 샬로때,키스,맥스)","심천버디항업과기유한공사, 심천사이러바오과기유한공사,운남창닝더캉생물과기유한공사",
"54","담배도매업","11_43_01_P","3310000","2011331008215500001","20110316","","01","영업/정상","1","정상영업","","","","","1599-1345","","608743","부산광역시 남구 대연3동 55번지 1호 외 2필지 21센츄리오피스텔 1135호","부산광역시 남구 수영로 312 (대연동,외 2필지 21센츄리오피스텔 1135호)","","(주)에이스플러스코리아","20110316135819","I","2018-08-31 23:59:59.0","","391411.212179843","184052.409245407","그랜드2000,스윙(일반담배),  하임(전자담배)","(주)포비스티앤씨, ShenZhen Kemeier Technology Co. Ltd",
"55","담배도매업","11_43_01_P","3310000","2011331008215500003","20110413","","01","영업/정상","1","정상영업","","","","","051-626-1501","","608826","부산광역시 남구 문현2동 631번지 4호 2층","부산광역시 남구 전포대로 84 (문현동,2층)","","리드코스","20131227113136","I","2018-08-31 23:59:59.0","","388309.570393025","184750.701246708","인필링(전자담배)","(주)인필링",
"56","담배도매업","11_43_01_P","3310000","2012331008215500001","20120420","","01","영업/정상","1","정상영업","","","","","","","","","부산광역시 남구 수영로 271 (대연동)","608809","전자담배 다니엘코리아","20140812101345","I","2018-08-31 23:59:59.0","","391009.144653099","183899.399162952","액상(전자담배)","에바코 생활건장",
"57","담배도매업","11_43_01_P","3310000","2016331008815500001","20160418","","01","영업/정상","1","정상영업","","","","","","","","","부산광역시 남구 황령대로319번나길 41-8 (대연동)","48427","조선유통","20160419100146","I","2018-08-31 23:59:59.0","","390366.964630473","185635.282229108","CHE Red, CHE Blanco","(주)다래코",
"58","담배도매업","11_43_01_P","3310000","2010331008215500003","20101101","","01","영업/정상","1","정상영업","","","","","","","608721","부산광역시 남구 문현4동 363번지 1호 대림시티프라자 238호","부산광역시 남구 수영로 26 (문현동,대림시티프라자 238호)","","한국전자담배 부산남구점","20101101102733","I","2018-08-31 23:59:59.0","","388635.876447612","183867.774199672","루옌(전자담배)","(주)한국전자담배",
"59","담배도매업","11_43_01_P","3310000","2011331008215500002","20110401","","03","폐업","3","폐업처리","20120518","","","","070-7514-7111","","608817","부산광역시 남구 대연6동 1762번지 7호","부산광역시 남구 못골로12번길 39 (대연동)","","한국VEGA(베가)","20130110144231","I","2018-08-31 23:59:59.0","","390054.647051931","183812.195667895","VEGA(전자담배)","심천시강이과기유한공사, 홍콩의사실서실업유한공사",
"60","담배도매업","11_43_01_P","3310000","2014331008815500001","20140207","","03","폐업","3","폐업처리","20170419","","","","","","608838","부산광역시 남구 용호동 978번지 용호예가 103동 404호","부산광역시 남구 용호로216번가길 46, 103동 404호 (용호동, 용호예가)","608838","스누스코리아","20170419141712","I","2018-08-31 23:59:59.0","","392321.987679741","181061.808295598","스누스","(주)스누스코리아",
"61","담배도매업","11_43_01_P","3310000","2014331008815500002","20141002","","03","폐업","3","폐업처리","20170927","","","","051-908-0120","","608830","부산광역시 남구 용당동 466번지 2호","부산광역시 남구 신선로 403, 3층 (용당동)","608830","엣찌샵","20170927175959","I","2018-08-31 23:59:59.0","","391184.163694936","182266.78962854","1회용 전자담배","이씬코리아",
"62","담배도매업","11_43_01_P","3310000","2006331008215500001","20060126","","03","폐업","3","폐업처리","20081117","","","","","","608023","부산광역시 남구 대연동 18번지 1호 세영타워 902호","부산광역시 남구 황령대로492번길 24, 902호 (대연동,세영타워)","","엠비지니스","20081117143941","I","2018-08-31 23:59:59.0","","391911.842586275","184100.968518423","ME TOO","(주)호만통상",
"63","담배도매업","11_43_01_P","3310000","2008331007115500001","20080321","","03","폐업","3","폐업처리","20090522","","","","051 7823745","","608080","부산광역시 남구 용당동 592번지 7호","부산광역시 남구 유엔평화로126번길 33 (용당동)","","우리담배 남구 대리점","20090523144236","I","2018-08-31 23:59:59.0","","390904.545313854","182493.166615496","위고 원(1mg), 위고 블루(3mg), 위고 와인(5.5mg), 스윙 1mg, 스윙 4.5mg","우리담배판매(주)",
"64","담배도매업","11_43_01_P","3310000","2010331008215500001","20101012","","03","폐업","3","폐업처리","20111228","","","","","","608843","부산광역시 남구 우암2동 184번지 246호","부산광역시 남구 우암로200번길 35 (우암동)","","라두스","20111228164925","I","2018-08-31 23:59:59.0","","388918.021239","182657.595938","전자담배","이일수사단",
"65","담배도매업","11_43_01_P","3310000","2010331008215500002","20101025","","03","폐업","3","폐업처리","20110316","","","","1599-1345","","608804","부산광역시 남구 대연3동 55번지 1호 21센츄리오피스텔 1135호","부산광역시 남구 수영로 312 (대연동,21센츄리오피스텔 1135호)","","에이스플러스코리아","20110322100527","I","2018-08-31 23:59:59.0","","391411.212179843","184052.409245407","에이스플러스(전자담배), 그랜드2000, 스윙","전자담배닷컴, 우리담배판매(주)",
"66","담배도매업","11_43_01_P","3320000","2010332008815500001","20101026","","01","영업/정상","1","정상영업","","","","","","","616819","부산광역시 북구 덕천1동 380번지 34호","부산광역시 북구 의성로 99 (덕천동)","616819","애드앤샵 덕천점","20111228174120","I","2018-08-31 23:59:59.0","","383017.720072939","192144.622551865","전자담배","(주)한국전자담배",
"67","담배도매업","11_43_01_P","3320000","2001332005912500001","20010621","","01","영업/정상","1","정상영업","","","","","051-330-2541","","","부산광역시 북구 덕천동 310번지 13호","부산광역시 북구 금곡대로 52 (덕천동, (주)서원유통)","46547","(주)서원유통","20160107174115","I","2018-08-31 23:59:59.0","","382522.521990007","192418.131966947","Kent, KOOL 등등","브리티쉬아메리칸, 토바코코리아(주)",
"68","담배도매업","11_43_01_P","3320000","2007332007205100001","20070712","","01","영업/정상","1","정상영업","","","","","051-338-1125","","","부산광역시 북구 덕천동 432번지 5호","부산광역시 북구 의성로122번길 53 (덕천동)","","영남토바코 북구대리점","20070719174215","I","2018-08-31 23:59:59.0","","382801.552095011","191813.912342222","니드주몽실크, 니드주몽트윈,니드주몽핑크, 니드주몽블루","(주)타박앤 패밀리",
"69","담배도매업","11_43_01_P","3320000","2010332008215500001","20100930","","03","폐업","3","폐업처리","20170807","","","","","","616821","부산광역시 북구 덕천1동 412번지 1호 1층","부산광역시 북구 의성로 111 (덕천동,1층)","","(주)잔티코리아부산총판","20180320163128","I","2018-08-31 23:59:59.0","","383052.356604232","192020.19728958","전자담배","(주)잔티코리아",
"70","담배도매업","11_43_01_P","3320000","2015332008815500001","20150217","","03","폐업","3","폐업처리","20160719","","","","","","","","부산광역시 북구 덕천로 194, 11동 1008호 (만덕동, 럭키아파트)","616787","다스유통(dass유통)","20160719153924","I","2018-08-31 23:59:59.0","","384508.537547702","192045.787709674","전자담배","국민레저산업(주)",
"71","담배도매업","11_43_01_P","3320000","2008332007215500001","20080325","","03","폐업","3","폐업처리","20110328","","","","","","616091","부산광역시 북구 구포동 1207번지 9호","부산광역시 북구 모분재로 39 (구포동)","","우리담배 북구대리점","20110328172218","I","2018-08-31 23:59:59.0","","382598.502718735","191255.117023714","위고, 스윙","우리담배판매(주)",
"72","담배도매업","11_43_01_P","3320000","2008332007215500002","20080425","","03","폐업","3","폐업처리","20110328","","","","","","616110","부산광역시 북구 만덕동 367번지","부산광역시 북구 중리로 11 (만덕동)","","(주)다인테크정보","20110328172044","I","2018-08-31 23:59:59.0","","385601.891820363","192114.814762793","위고, 스윙","우리담배판매(주)",
"73","담배도매업","11_43_01_P","3330000","2019333015115500001","20190410","","01","영업/정상","1","정상영업","","","","","1899-8748","","","부산광역시 해운대구 우동 1470번지 에이스하이테크21","부산광역시 해운대구 센텀중앙로 48, 에이스하이테크21 207~210호 (우동)","48059","주식회사 엠아이디엠(M.I.D.M.)","20201119083743","U","2020-11-21 02:40:00.0","","393963.840834294","188061.35516256","전자담배 액상","HiLIQ Bio-tech Co.,Ltd",
"74","담배도매업","11_43_01_P","3330000","2022333015115500001","20220401","","01","영업/정상","1","정상영업","","","","","","","","부산광역시 해운대구 우동 1407 해운대두산위브더제니스","부산광역시 해운대구 마린시티2로 33, 104동 734호 (우동, 해운대두산위브더제니스)","48119","(주)금마무역","20220401144949","I","2022-04-03 00:22:34.0","","395388.715069604","186268.853282623","Gippro BlingBling","스타트 주식회사",
