"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총종업원수",
"14","동물용의료용구판매업","02_03_03_P","3290000","329000001320210001","20210104","","01","영업/정상","0000","정상","","","","","","","","부산광역시 부산진구 개금동 ***-**","부산광역시 부산진구 백양대로***번길 ***, *층 (개금동)","47266","아이 벳 덴트","20210104091449","I","2021-01-06 00:23:05.0","","383907.918310839","185694.785691809","동물용의료용구판매업","","000","",
"15","동물용의료용구판매업","02_03_03_P","3290000","329000001320220001","20220516","","01","영업/정상","0000","정상","","","","","051-644-2080","","","부산광역시 부산진구 전포동 ***-** 지오플레이스","부산광역시 부산진구 동천로 *, 지오플레이스 (전포동)","47299","홈플러스(주)서면점","20220516093818","I","2022-05-18 00:22:31.0","","388011.197829908","185310.70532509","동물용의료용구판매업","","L00","0",
"16","동물용의료용구판매업","02_03_03_P","3290000","329000001320120001","20090812","","03","폐업","0002","폐업","20150914","","","","","0","","부산광역시 부산진구 부전동 ***-**번지 대도빌딩 *층","부산광역시 부산진구 서면로**번길 ** (부전동)","47286","중앙아이엔티영남대리점","20150914154015","I","2018-08-31 23:59:59.0","","387507.350171264","185925.409482326","동물용의료용구판매업","","000","",
"17","동물용의료용구판매업","02_03_03_P","3300000","330000001320190001","20190305","","01","영업/정상","0000","정상","","","","","051-532-2673","82.36","","부산광역시 동래구 안락동 ***-**번지","부산광역시 동래구 온천천로 ***, *층 (안락동)","47905","주식회사 대진과학","20190305110821","I","2019-03-07 02:21:42.0","","392115.506949839","189982.935614282","동물용의료용구판매업","","000","",
"18","동물용의료용구판매업","02_03_03_P","3300000","330000001320150001","20180115","","01","영업/정상","0000","정상","","","","","051-521-8226","","","부산광역시 동래구 안락동 ***-**","부산광역시 동래구 충렬대로***번길 ** (안락동)","47791","주식회사 디에이알","20210319213950","U","2021-08-20 02:40:00.0","","391845.517142741","190739.244977142","동물용의료용구판매업","","L00","",
"19","동물용의료용구판매업","02_03_03_P","3300000","330000001320200001","20200402","","01","영업/정상","0000","정상","","","","","051-892-0070","","","부산광역시 동래구 안락동 ***-**번지","부산광역시 동래구 온천천로***번가길 ** (안락동)","47900","화인디앤티","20200402085431","I","2020-04-04 00:23:22.0","","391549.455127351","190115.321860098","동물용의료용구판매업","","000","",
"20","동물용의료용구판매업","02_03_03_P","3300000","330000001320200002","20200414","","01","영업/정상","0000","정상","","","","","051-505-4604","","","부산광역시 동래구 온천동 ****번지 온천대륙코리아나아파트","부산광역시 동래구 쇠미로***번길 ** (온천동, 온천대륙코리아나아파트)","47870","팔이합성","20200414155056","I","2020-04-16 00:23:21.0","","387375.168087065","191472.120146392","동물용의료용구판매업","","000","",
"21","동물용의료용구판매업","02_03_03_P","3300000","330000001320200003","20200525","","01","영업/정상","0000","정상","","","","","051-506-3517","","","부산광역시 동래구 사직동 ***-**번지","부산광역시 동래구 중앙대로****번길 ** (사직동)","47832","신광의료기기","20200525114044","I","2020-05-27 00:23:29.0","","389005.963024172","191073.736445776","동물용의료용구판매업","","000","",
"22","동물용의료용구판매업","02_03_03_P","3300000","330000001320200004","20200826","","01","영업/정상","0000","정상","","","","","","","","부산광역시 동래구 온천동 ****-* 온천동반도보라스카이뷰","부산광역시 동래구 아시아드대로 ***, 오피스텔동 **층 ****호 (온천동, 온천동반도보라스카이뷰)","47837","엔도테크","20200826142357","I","2020-08-28 00:23:13.0","","388310.527062149","191440.874252037","동물용의료용구판매업","","000","",
"23","동물용의료용구판매업","02_03_03_P","3300000","330000001320210001","20210319","","01","영업/정상","0000","정상","","","","","051-521-8226","","","부산광역시 동래구 안락동 ***-**","부산광역시 동래구 충렬대로***번길 ** (안락동)","47791","주식회사 디에이알","20210319213950","I","2021-03-21 00:22:59.0","","391845.517142741","190739.244977142","동물용의료용구판매업","","L00","",
"24","동물용의료용구판매업","02_03_03_P","3300000","330000001320220001","20220516","","01","영업/정상","0000","정상","","","","","051-890-8108","13769","","부산광역시 동래구 온천동 ***-* SKHUBSKY","부산광역시 동래구 중앙대로 ****, SKHUBSKY (온천동)","47710","홈플러스(주)동래점","20220516144951","I","2022-05-18 00:22:31.0","","389816.233000769","193329.605871168","동물용의료용구판매업","","000","0",
"25","동물용의료용구판매업","02_03_03_P","3310000","331000001320140001","20140414","","01","영업/정상","0000","정상","","","","","0516277010","","","","부산광역시 남구 용소로 ** (대연동)","48513","(주)케이아이웍스","20140414102254","I","2018-08-31 23:59:59.0","","391740.445352653","183300.505021436","동물용의료용구판매업","","L00","",
"26","동물용의료용구판매업","02_03_03_P","3310000","331000001320210001","20210521","","01","영업/정상","0000","정상","","","","","051-756-3192","","","부산광역시 남구 용당동 ***-* 신대연코오롱하늘채아파트","부산광역시 남구 홍곡로***번길 ***, 상가동 *호 (용당동, 신대연코오롱하늘채아파트)","48537","플러스메디텍","20210521100220","I","2021-05-23 00:22:56.0","","390765.454533638","182448.406739872","동물용의료용구판매업","","000","",
"27","동물용의료용구판매업","02_03_03_P","3310000","331000001320220001","20220517","","01","영업/정상","0000","정상","","","","","0516098000","","","부산광역시 남구 감만동 * 홈플러스감만동판매시설","부산광역시 남구 우암로 ***, 홈플러스감만동판매시설 (감만동)","48542","홈플러스 부산감만점(주)","20220517095724","I","2022-05-19 00:22:31.0","","389751.844561576","182245.608330974","동물용의료용구판매업","","000","0",
"28","동물용의료용구판매업","02_03_03_P","3320000","332000001320210002","20211119","","01","영업/정상","0000","정상","","","","","051-257-1010","","","부산광역시 북구 만덕동 ***-** 뉴리더빌딩 ***호","부산광역시 북구 만덕*로 **, 뉴리더빌딩 *층 ***호 (만덕동)","46560","동일과학상사","20211119113305","I","2021-11-21 00:22:44.0","","384914.377397197","192436.857639105","동물용의료용구판매업","","000","0",
"29","동물용의료용구판매업","02_03_03_P","3320000","332000001320210003","20211206","","01","영업/정상","0000","정상","","","","","051-711-3134","","","부산광역시 북구 만덕동 ***-** 뉴리더빌딩 ***호","부산광역시 북구 만덕*로 **, 뉴리더빌딩 ***호 (만덕동)","46560","에닐트(Hennilt)","20211206075844","I","2021-12-08 00:22:43.0","","384914.377397197","192436.857639105","동물용의료용구판매업","","000","0",
"30","동물용의료용구판매업","02_03_03_P","3320000","332000001320210001","20210512","","01","영업/정상","0000","정상","","","","","","","","부산광역시 북구 구포동 ****-** 선경하이츠빌라","부산광역시 북구 모분재로**번길 **, ***호 (구포동, 선경하이츠빌라)","46596","세븐일레븐","20210512094902","I","2021-05-14 00:22:56.0","","382981.556729562","191530.2631553","동물용의료용구판매업","","000","",
"31","동물용의료용구판매업","02_03_03_P","3320000","332000001320220001","20220523","","01","영업/정상","0000","정상","","","","","051-714-5565","","","부산광역시 북구 구포동 ****-* 이마트에브리데이부산구포점","부산광역시 북구 시랑로 ***, 이마트에브리데이부산구포점 (구포동)","46644","(주)이마트에브리데이부산구포점","20220523094251","I","2022-05-25 00:22:31.0","","382928.381611324","190314.586373577","동물용의료용구판매업","","L00","0",
"32","동물용의료용구판매업","02_03_03_P","3320000","332000001320220002","20220523","","01","영업/정상","0000","정상","","","","","051-714-5565","","","부산광역시 북구 구포동 ****-* 이마트에브리데이부산구포점","부산광역시 북구 시랑로 ***, 이마트에브리데이부산구포점 (구포동)","46644","(주)이마트에브리데이부산구포점","20220523094315","I","2022-05-25 00:22:31.0","","382928.381611324","190314.586373577","동물용의료용구판매업","","000","0",
"33","동물용의료용구판매업","02_03_03_P","3320000","332000001320220003","20220523","","01","영업/정상","0000","정상","","","","","0517145565","","","부산광역시 북구 구포동 ****-* 탑세일마트","부산광역시 북구 시랑로 ***, 이마트에브리데이부산구포점 (구포동)","46644","(주)이마트에브리데이부산구포점","20220523113214","I","2022-05-25 00:22:31.0","","382928.381611324","190314.586373577","동물용의료용구판매업","","000","0",
"34","동물용의료용구판매업","02_03_03_P","3330000","333000001320220002","20220222","","01","영업/정상","0000","정상","","","","","051-703-1336","","","부산광역시 해운대구 좌동 **** 해운대센트럴파크아파트","부산광역시 해운대구 좌동순환로 ***(좌동, 해운대센트럴파크아파트)","48081","주공 세븐일레븐","20220222101706","I","2022-02-24 00:22:37.0","","397661.822988583","188423.581082316","동물용의료용구판매업","","000","0",
"35","동물용의료용구판매업","02_03_03_P","3330000","333000001320220001","20220216","","01","영업/정상","0000","정상","","","","","051-522-2980","","","부산광역시 해운대구 반여동 ****-*","부산광역시 해운대구 반여로***번길 **(반여동)","48034","이마트24 반여우성점","20220216162130","I","2022-02-18 00:22:37.0","","393358.123210047","191721.880187966","동물용의료용구판매업","","000","0",
"36","동물용의료용구판매업","02_03_03_P","3330000","333000001320200002","20200116","","01","영업/정상","0000","정상","","","","","051-926-8885","","","부산광역시 해운대구 재송동 ****번지 벽산이센텀클래스원 ***호","부산광역시 해운대구 센텀동로 **, 벽산이센텀클래스원 ***호 (재송동)","48059","(주)진바이오사이언스","20200116172632","I","2020-01-18 00:23:24.0","","393607.260373715","188408.076687691","동물용의료용구판매업","","000","",
"37","동물용의료용구판매업","02_03_03_P","3330000","333000001320200001","20200116","","01","영업/정상","0000","정상","","","","","051-926-8885","","","부산광역시 해운대구 재송동 ****번지 벽산이센텀클래스원 ***호","부산광역시 해운대구 센텀동로 **, 벽산이센텀클래스원 ***호 (재송동)","48059","(주)진바이오사이언스","20200116165603","I","2020-01-18 00:23:24.0","","393607.260373715","188408.076687691","동물용의료용구판매업","","000","",
"38","동물용의료용구판매업","02_03_03_P","3330000","333000001320200003","20200130","","01","영업/정상","0000","정상","","","","","051-926-8885","","","부산광역시 해운대구 우동 ****번지 센텀리더스마크","부산광역시 해운대구 APEC로 **, 센텀리더스마크 ****호 (우동)","48060","(주)진바이오사이언스","20200130085902","I","2020-02-01 00:23:41.0","","394209.294344881","187280.207931335","동물용의료용구판매업","","000","",
"39","동물용의료용구판매업","02_03_03_P","3330000","333000001320200004","20200611","","01","영업/정상","0000","정상","","","","","070-4109-8200","","","부산광역시 해운대구 재송동 ****-**번지 스티커스빌딩","부산광역시 해운대구 재반로***번길 **, 스티커스빌딩 (재송동)","48054","(주)스티커스코퍼레이션","20200611162416","I","2020-06-13 00:23:18.0","","393384.295224619","189867.205635724","동물용의료용구판매업","","000","",
"40","동물용의료용구판매업","02_03_03_P","3330000","333000001320200005","20200924","","01","영업/정상","0000","정상","","","","","051-904-0837","","","부산광역시 해운대구 반송동 ***-* 해운대 창조 비즈니스센터","부산광역시 해운대구 반송로***번길 **, 해운대 창조 비즈니스센터 (반송동)","48000","루시드라인(LUCID LINE)","20200924144829","I","2020-09-26 00:23:11.0","","395803.424089828","194717.207744519","동물용의료용구판매업","","000","",
"41","동물용의료용구판매업","02_03_03_P","3330000","333000001320180001","20181127","","01","영업/정상","0000","정상","","","","","0517010625","","","부산광역시 해운대구 좌동 ***-*번지","부산광역시 해운대구 세실로 **, *층 (좌동)","48079","폴리파크 좌동점","20181127120550","I","2018-11-29 02:20:02.0","","398169.407760773","188156.70274544","동물용의료용구판매업","","000","",
"42","동물용의료용구판매업","02_03_03_P","3330000","333000001320220003","20220516","","01","영업/정상","0000","정상","","","","","051-609-8203","","","부산광역시 해운대구 우동 ****-* 해운대홈플러스","부산광역시 해운대구 해운대해변로 ***, 해운대홈플러스 (우동)","48092","홈플러스(주) 해운대점","20220516123151","I","2022-05-18 00:22:31.0","","395506.531175571","186442.190386792","동물용의료용구판매업","","000","0",
"43","동물용의료용구판매업","02_03_03_P","3330000","333000001320220004","20220516","","01","영업/정상","0000","정상","","","","","051-609-8109","","","부산광역시 해운대구 우동 **** 홈플러스 센텀시티점","부산광역시 해운대구 센텀동로 *, 홈플러스 센텀시티점 (우동)","48059","홈플러스(주) 센텀시티점","20220516123543","I","2022-05-18 00:22:31.0","","394314.881157365","187833.00164775","동물용의료용구판매업","","000","0",
"44","동물용의료용구판매업","02_03_03_P","3330000","333000001320220005","20220516","","01","영업/정상","0000","정상","","","","","051-609-8029","","","부산광역시 해운대구 반여동 ****-* 홈플러스 부산반여점","부산광역시 해운대구 선수촌로**번길 **, 홈플러스 부산반여점 (반여동)","48043","홈플러스(주) 부산반여점","20220516140724","I","2022-05-18 00:22:31.0","","392614.443268726","190638.92091912","동물용의료용구판매업","","000","0",
"45","동물용의료용구판매업","02_03_03_P","3330000","333000001320130001","20131014","","03","폐업","0002","폐업","20210730","","","","531-7588","18","","부산광역시 해운대구 반여동 ****-**","부산광역시 해운대구 반여로 ** (반여동)","48039","스마일동물병원","20210802102222","U","2021-08-04 02:40:00.0","","393127.433890718","190601.039517542","동물용의료용구판매업","","000","0",
"46","동물용의료용구판매업","02_03_03_P","3340000","334000001320190003","20190619","","01","영업/정상","0000","정상","","","","","051-208-3663","","","부산광역시 사하구 하단동 ****-**번지 ***호","부산광역시 사하구 하신번영로 ***, ***호 (하단동)","49301","(주)에스앤에스","20190619114615","I","2019-06-21 02:21:17.0","","378644.397589143","181572.854733243","동물용의료용구판매업","","L00","",
"47","동물용의료용구판매업","02_03_03_P","3340000","334000001320190001","20190614","","01","영업/정상","0000","정상","","","","","051-208-3663","111","","부산광역시 사하구 하단동 ****-**번지","부산광역시 사하구 하신번영로 ***, ***호 (하단동)","49301","(주)에스엔에스","20190614140927","I","2019-06-16 02:21:13.0","","378644.397589143","181572.854733243","동물용의료용구판매업","","L00","",
"48","동물용의료용구판매업","02_03_03_P","3340000","334000001320190002","20190614","","01","영업/정상","0000","정상","","","","","051-208-3663","111","","부산광역시 사하구 하단동 ****-**번지","부산광역시 사하구 하신번영로 ***, ***호 (하단동)","49301","(주)에스엔에스","20190614141023","I","2019-06-16 02:21:13.0","","378644.397589143","181572.854733243","동물용의료용구판매업","","000","",
"49","동물용의료용구판매업","02_03_03_P","3340000","334000001320210001","20210628","","01","영업/정상","0000","정상","","","","","","","","부산광역시 사하구 괴정동 ***-**","부산광역시 사하구 낙동대로***번길 ** (괴정동)","49401","케미코리아","20210628162505","I","2021-06-30 00:22:54.0","","380856.354686623","179487.407456706","동물용의료용구판매업","","000","",
"50","동물용의료용구판매업","02_03_03_P","3340000","334000001320220001","20220523","","01","영업/정상","0000","정상","","","","","051-890-8132","","","부산광역시 사하구 장림동 ***","부산광역시 사하구 다대로 ***, *층 (장림동)","49458","홈플러스","20220523181535","I","2022-05-25 00:22:31.0","","380356.697150584","177733.129142587","동물용의료용구판매업","","L00","0",
"51","동물용의료용구판매업","02_03_03_P","3350000","335000001320220001","20220208","","01","영업/정상","0000","정상","","","","","051-522-1980","","","부산광역시 금정구 남산동 **-* 신화하니엘","부산광역시 금정구 중앙대로 ****-*, ***호 (남산동, 신화하니엘)","46214","(주)앨버트코리아","20220208085638","I","2022-02-10 00:22:48.0","","390387.45939423","198950.286677639","동물용의료용구판매업","","000","0",
"52","동물용의료용구판매업","02_03_03_P","3350000","335000001320220002","20220223","","01","영업/정상","0000","정상","","","","","","","","부산광역시 금정구 부곡동 ***-* 행복한빌딩","부산광역시 금정구 부곡로 ***, 행복한빌딩 *층 (부곡동)","46269","동성메디칼","20220223204401","I","2022-02-25 00:22:37.0","","390372.396396147","194559.829815803","동물용의료용구판매업","","000","0",
"53","동물용의료용구판매업","02_03_03_P","3350000","335000001320170001","20171228","","01","영업/정상","0000","정상","","","","","070-8683-1093","","","부산광역시 금정구 청룡동 **-*번지 남화기수타워","부산광역시 금정구 금강로 ***, ***호 (청룡동, 남화기수타워)","46218","(주)비케이메디텍","20171228091436","I","2018-08-31 23:59:59.0","","390031.22990161","199298.672890002","동물용의료용구판매업","","000","",
"54","동물용의료용구판매업","02_03_03_P","3350000","335000001320180001","20180816","","01","영업/정상","0000","정상","","","","","051-516-8117","","","부산광역시 금정구 장전동 **번지 부산대학교","부산광역시 금정구 부산대학로**번길 *, 부산대학교 삼성산학협동관 ***호 (장전동)","46241","선바이오연구소(주)","20180816164453","I","2018-08-31 23:59:59.0","","389314.662085919","194669.898821687","동물용의료용구판매업","","L00","",
"55","동물용의료용구판매업","02_03_03_P","3350000","335000001320210001","20211207","","01","영업/정상","0000","정상","","","","","051-512-2637","","","부산광역시 금정구 장전동 ***-*","부산광역시 금정구 부산대학로**번길 ***, ***호 (장전동)","46285","바이올","20211207131234","I","2021-12-09 00:22:52.0","","389933.925480502","194941.141729182","동물용의료용구판매업","","000","0",
"56","동물용의료용구판매업","02_03_03_P","3350000","335000001320150001","20150102","","03","폐업","0002","폐업","20190214","","","","518-1360","","","부산광역시 금정구 부곡동 ***-*번지","부산광역시 금정구 중앙대로 ****-** (부곡동)","46279","킹동물병원","20190214190525","U","2019-02-16 02:40:00.0","","390221.575485059","194263.188438189","동물용의료용구판매업","","000","",
"57","동물용의료용구판매업","02_03_03_P","3350000","335000001320150002","20150731","","03","폐업","0002","폐업","20200612","","","","","","","부산광역시 금정구 서동 ***-*번지","부산광역시 금정구 서동로***번길 ** (서동)","46328","브릿지메디컬","20200615102735","U","2020-06-17 02:40:00.0","","391629.724449529","192497.046145003","동물용의료용구판매업","","000","",
"58","동물용의료용구판매업","02_03_03_P","3360000","336000001320190001","20190828","","01","영업/정상","0000","정상","","","","","","","","부산광역시 강서구 대저*동 ****-*번지","부산광역시 강서구 울만로 ***-* (대저*동)","46722","피앤이바이오","20190828160312","I","2019-08-30 02:22:32.0","","377106.283988524","186995.321148157","동물용의료용구판매업","","000","",
"59","동물용의료용구판매업","02_03_03_P","3360000","336000001320200001","20200410","","01","영업/정상","0000","정상","","","","","","","","부산광역시 강서구 대저*동 ****-*번지","부산광역시 강서구 유통단지*로 **, 부산티플렉스 ***동 ***호 (대저*동)","46721","케이바이오","20200410171002","I","2020-04-12 00:23:22.0","","377988.03993089","187305.367579412","동물용의료용구판매업","","000","",
"60","동물용의료용구판매업","02_03_03_P","3360000","336000001320210001","20211123","","01","영업/정상","0000","정상","","","","","051-293-3770","","","부산광역시 강서구 대저*동 ****-*","부산광역시 강서구 공항앞길***번길 **, *층 (대저*동)","46720","주식회사케어포인트","20211123105625","I","2021-11-25 00:22:44.0","","377787.74707107","187784.365462332","동물용의료용구판매업","","000","0",
"61","동물용의료용구판매업","02_03_03_P","3360000","336000001320220002","20220616","","01","영업/정상","0000","정상","","","","","051-710-7795","","","부산광역시 강서구 명지동 ****-* e편한세상 명지","부산광역시 강서구 명지국제*로 **, *층 **호 (명지동, e편한세상 명지)","46726","이원","20220616125219","I","2022-06-18 00:22:31.0","","374032.128682044","179398.78229314","동물용의료용구판매업","","000","0",
"62","동물용의료용구판매업","02_03_03_P","3360000","336000001320220001","20220523","","01","영업/정상","0000","정상","","","","","051-271-0388","","","부산광역시 강서구 명지동 ****-**","부산광역시 강서구 명지오션시티*로 **(명지동)","46765","(주)이마트에브리데이 오션시티점","20220523092647","I","2022-05-25 00:22:31.0","","373508.184426628","177653.439241066","동물용의료용구판매업","","L00","0",
"63","동물용의료용구판매업","02_03_03_P","3370000","337000001320140001","20141224","","01","영업/정상","0000","정상","","","","","757-2279","70","","부산광역시 연제구 연산동 ***-*번지","부산광역시 연제구 과정로 *** (연산동)","47558","다우메디랩","20141224142458","I","2018-08-31 23:59:59.0","","391831.872113392","189612.838836521","동물용의료용구판매업","","000","",
"64","동물용의료용구판매업","02_03_03_P","3370000","337000001320180001","20180405","","01","영업/정상","0000","정상","","","","","051-522-1980","","","부산광역시 연제구 연산동 ****-**번지","부산광역시 연제구 연수로***번길 ** (연산동)","47594","주식회사 앨버트코리아","20180405181852","I","2018-08-31 23:59:59.0","","390813.19349068","188143.408066842","동물용의료용구판매업","","000","",
"65","동물용의료용구판매업","02_03_03_P","3370000","337000001320210002","20210907","","01","영업/정상","0000","정상","","","","","","","","부산광역시 연제구 연산동 ***-** 진도사옥","부산광역시 연제구 중앙대로 ****, 진도사옥 **층 (연산동)","47596","제이몰샵","20210923134247","U","2021-09-25 02:40:00.0","","389473.281486449","189228.061082038","동물용의료용구판매업","","000","0",
"66","동물용의료용구판매업","02_03_03_P","3370000","337000001320210001","20210113","","01","영업/정상","0000","정상","","","","","051-862-5678","","","부산광역시 연제구 연산동 ***-*","부산광역시 연제구 중앙대로 **** (연산동)","47519","폴리파크 연산점","20210113111806","I","2021-01-15 00:23:04.0","","389451.336267551","189936.478243213","동물용의료용구판매업","","000","",
"67","동물용의료용구판매업","02_03_03_P","3370000","337000001320220002","20220527","","01","영업/정상","0000","정상","","","","","051-850-8000","","","부산광역시 연제구 연산동 ***-* 홈플러스 부산연산점","부산광역시 연제구 반송로 **, 홈플러스 부산연산점 (연산동)","47552","홈플러스 부산연산점","20220527085558","I","2022-05-29 00:22:32.0","","390220.95452402","189976.508572936","동물용의료용구판매업","","L00","0",
"68","동물용의료용구판매업","02_03_03_P","3370000","337000001320220001","20220519","","01","영업/정상","0000","정상","","","","","890-8027","","","부산광역시 연제구 거제동 ****","부산광역시 연제구 종합운동장로 *(거제동)","47500","홈플러스 아시아드점","20220519103408","I","2022-05-21 00:22:47.0","","387686.194940483","189911.430545728","동물용의료용구판매업","","L00","0",
"69","동물용의료용구판매업","02_03_03_P","3380000","338000001320210002","20210907","","01","영업/정상","0000","정상","","","","","","162.21","","부산광역시 수영구 민락동 ***-**","부산광역시 수영구 광안해변로 ***, *층 (민락동)","48282","레이바이오","20220105145203","U","2022-01-07 02:40:00.0","","393908.912066681","186219.357059403","동물용의료용구판매업","","000","0",
"70","동물용의료용구판매업","02_03_03_P","3380000","338000001320210001","20210526","","01","영업/정상","0000","정상","","","","","","","","부산광역시 남구 대연동 **-* 산암빌딩","부산광역시 남구 수영로 ***, 산암빌딩 (대연동)","48499","gs25 경성중앙점","20210526110051","I","2021-05-28 00:22:55.0","","391236.731927596","183961.925783646","동물용의료용구판매업","","000","",
"71","동물용의료용구판매업","02_03_03_P","3390000","339000001320090001","20090914","","01","영업/정상","0000","정상","","","","","312-7575","0","","부산광역시 사상구 괘법동 ***-*번지","부산광역시 사상구 광장로 ** (괘법동)","","쿨펫동물병원","20130702170210","I","2018-08-31 23:59:59.0","","380225.635401772","186791.519406736","동물용의료용구판매업","","000","",
