"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총종업원수","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"35","식용얼음판매업","07_22_21_P","3310000","3310000-111-1995-00275","19950508","","01","영업/정상","01","영업","","","","","051 621 1616","16.87","608811","부산광역시 남구 대연동 1728-4","부산광역시 남구 유엔로169번길 92 (대연동)","48503","대박식자재얼음","20180827170857","I","2018-08-31 23:59:59.0","식용얼음판매업","390855.067590966","183703.951063763","식용얼음판매업","","","주택가주변","자율","","","0","0","0","0","","","","N","0","","","",
"36","식용얼음판매업","07_22_21_P","3310000","3310000-111-1998-00280","19980430","","01","영업/정상","01","영업","","","","","051 6339863","9.30","608820","부산광역시 남구 문현동 13-4","부산광역시 남구 고동골로 105-4 (문현동)","48408","향이얼음","20020227000000","I","2018-08-31 23:59:59.0","식용얼음판매업","388855.943828437","184944.686106429","식용얼음판매업","","","주택가주변","자율","","","0","0","0","0","","","","N","0","","","",
"37","식용얼음판매업","07_22_21_P","3320000","3320000-111-2009-00003","20090609","","01","영업/정상","01","영업","","","","","051 352 8551","10.00","616801","부산광역시 북구 구포동 592-9","부산광역시 북구 구포시장5길 6-2 (구포동)","46582","시장얼음집","20131219172628","I","2018-08-31 23:59:59.0","식용얼음판매업","382375.205698571","191639.58976948","식용얼음판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","","",
"38","식용얼음판매업","07_22_21_P","3320000","3320000-111-1991-00285","19910822","","01","영업/정상","01","영업","","","","","051","17.50","616817","부산광역시 북구 덕천동 350-3 350-4","","","낙동얼음","20091118164052","I","2018-08-31 23:59:59.0","식용얼음판매업","","","식용얼음판매업","","","기타","자율","","","0","0","0","0","","","","N","0","","","",
"39","식용얼음판매업","07_22_21_P","3320000","3320000-111-1994-00288","19940803","","01","영업/정상","01","영업","","","","","051","15.73","616806","부산광역시 북구 구포동 932-17","부산광역시 북구 백양대로1063번길 8-2 (구포동)","","구남얼음","20091118163826","I","2018-08-31 23:59:59.0","식용얼음판매업","","","식용얼음판매업","","","기타","자율","","","0","0","0","0","","","","N","0","","","",
"40","식용얼음판매업","07_22_21_P","3320000","3320000-111-1995-00289","19950317","","01","영업/정상","01","영업","","","","","051","11.78","616801","부산광역시 북구 구포동 592","","","시장상회","20091118163844","I","2018-08-31 23:59:59.0","식용얼음판매업","","","식용얼음판매업","","","기타","자율","","","0","0","0","0","","","","N","0","","","",
"41","식용얼음판매업","07_22_21_P","3320000","3320000-111-1997-00294","19970424","","01","영업/정상","01","영업","","","","","051 3416446","14.00","616801","부산광역시 북구 구포동 606-3","","","유창얼음","20091118163927","I","2018-08-31 23:59:59.0","식용얼음판매업","382601.005757566","191669.138294127","식용얼음판매업","","","기타","자율","","","0","0","0","0","","","","N","0","","","",
"42","식용얼음판매업","07_22_21_P","3320000","3320000-111-1997-00297","19970613","","01","영업/정상","01","영업","","","","","051 3329449","22.78","616802","부산광역시 북구 구포동 1013-19","부산광역시 북구 낙동북로663번길 73-1 (구포동)","46586","구남얼음","20091118163945","I","2018-08-31 23:59:59.0","식용얼음판매업","382039.817673476","191275.746480173","식용얼음판매업","","","기타","자율","","","0","0","0","0","","","","N","0","","","",
"43","식용얼음판매업","07_22_21_P","3320000","3320000-111-2001-00591","20010223","","01","영업/정상","01","영업","","","","","051","6.00","616831","부산광역시 북구 만덕동 871-17","부산광역시 북구 덕천로312번가길 3 (만덕동)","46613","백양얼음","20091118164023","I","2018-08-31 23:59:59.0","식용얼음판매업","385517.48649807","191830.622054681","식용얼음판매업","","","기타","기타","","","0","0","0","0","","","","N","0","","","",
"44","식용얼음판매업","07_22_21_P","3320000","3320000-111-2007-00001","20070706","","01","영업/정상","01","영업","","","","","051 3364400","","616810","부산광역시 북구 금곡동 150-1","부산광역시 북구 효열로203번길 14 (금곡동)","46506","금곡얼음","20070706000000","I","2018-08-31 23:59:59.0","식용얼음판매업","383559.208327737","197826.534766735","식용얼음판매업","","","","","","","","","","","","","","N","0","","","",
"45","식용얼음판매업","07_22_21_P","3320000","3320000-111-2009-00001","20090224","","01","영업/정상","01","영업","","","","","051 302 6701","","616801","부산광역시 북구 구포동 475","부산광역시 북구 낙동대로1762번길 33 (구포동)","46580","설이얼음","20100416133414","I","2018-08-31 23:59:59.0","식용얼음판매업","382134.106924106","191710.695107234","식용얼음판매업","","","","","","","0","0","0","0","","","","N","0","","","",
"46","식용얼음판매업","07_22_21_P","3320000","3320000-111-2009-00002","20090520","","01","영업/정상","01","영업","","","","","051 337 8126","31.63","616801","부산광역시 북구 구포동 613-19","부산광역시 북구 낙동대로1780번길 78, 1층 (구포동)","46582","가나얼음","20121127132010","I","2018-08-31 23:59:59.0","식용얼음판매업","382434.14597654","191551.513645014","식용얼음판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","","",
"47","식용얼음판매업","07_22_21_P","3330000","3330000-111-2019-00001","20190625","","01","영업/정상","01","영업","","","","","","","612831","부산광역시 해운대구 재송동 1080-5 서해재송아파트","부산광역시 해운대구 재송1로60번길 16, 지하층 6,7호 (재송동, 서해재송아파트)","48055","에스엔아이 인터내셔널","20190625152341","I","2019-06-27 02:21:22.0","식용얼음판매업","393366.528779577","189566.495038421","식용얼음판매업","","","","","","","","","","","","","","N","0","","","",
"48","식용얼음판매업","07_22_21_P","3330000","3330000-111-2012-00001","20120906","","01","영업/정상","01","영업","","","","","051 742 4100","33.00","612819","부산광역시 해운대구 우동 375-7","부산광역시 해운대구 우동1로 93 (우동, 1층일부)","48085","해운대청룡얼음","20170530110106","I","2018-08-31 23:59:59.0","식용얼음판매업","396318.377258543","187679.582010922","식용얼음판매업","","","","","상수도전용","","","","","","임대","","","N","0","","","",
"49","식용얼음판매업","07_22_21_P","3330000","3330000-111-2001-00823","20011031","","01","영업/정상","01","영업","","","","","051 7846226","","612812","부산광역시 해운대구 반여동 1291-306","부산광역시 해운대구 재반로225번길 16-61 (반여동)","48028","하정얼음","20111201175921","I","2018-08-31 23:59:59.0","식용얼음판매업","393936.041549751","190872.965824691","식용얼음판매업","","","기타","기타","","","","","","","","","","N","0","","","",
"50","식용얼음판매업","07_22_21_P","3330000","3330000-111-2001-00772","20010720","","01","영업/정상","01","영업","","","","","051 6666600","18.50","612810","부산광역시 해운대구 반여동 559","부산광역시 해운대구 수영강변대로 626 (반여동,  반여농산물어패류동 17호)","48031","동해수산","20111201175837","I","2018-08-31 23:59:59.0","식용얼음판매업","393233.931123062","192684.487637586","식용얼음판매업","","","기타","기타","","","0","0","0","0","","","","N","0","","","",
"51","식용얼음판매업","07_22_21_P","3330000","3330000-111-1970-00381","19700619","","01","영업/정상","01","영업","","","","","051 744 0613","98.66","612819","부산광역시 해운대구 우동 391-25","부산광역시 해운대구 우동2로 70, 1층 (우동)","48086","해운대얼음집","20181019111359","U","2018-10-21 02:37:06.0","식용얼음판매업","396397.293695168","187703.148132448","식용얼음판매업","","","기타","기타","","","0","0","0","0","","","","N","0","","","",
"52","식용얼음판매업","07_22_21_P","3330000","3330000-111-1970-00384","19700625","","01","영업/정상","01","영업","","","","","051","12.00","612811","부산광역시 해운대구 반여동 1217-3","부산광역시 해운대구 선수촌로 105-2 (반여동)","48038","남천상회","20111201175657","I","2018-08-31 23:59:59.0","식용얼음판매업","392947.900994833","191404.213616149","식용얼음판매업","","","기타","기타","","","0","0","0","0","","","","N","0","","","",
"53","식용얼음판매업","07_22_21_P","3330000","3330000-111-2015-00001","20150817","","01","영업/정상","01","영업","","","","","","17.26","612818","부산광역시 해운대구 우동 203-8 1층","부산광역시 해운대구 우동3로11번길 16, 1층 (우동)","48086","부산얼음","20150901102711","I","2018-08-31 23:59:59.0","식용얼음판매업","396948.807981283","187595.005073515","식용얼음판매업","","","","","","","","","","","","","","N","4.9","","","",
"54","식용얼음판매업","07_22_21_P","3340000","3340000-111-1979-00280","19790510","","01","영업/정상","01","영업","","","","","051","11.52","604842","부산광역시 사하구 장림동 641-193","부산광역시 사하구 장림시장4길 91 (장림동)","49476","현대얼음집","20050322000000","I","2018-08-31 23:59:59.0","식용얼음판매업","379387.751992044","177500.683331479","식용얼음판매업","","","기타","기타","","","0","0","0","0","","","","N","0","","","",
"55","식용얼음판매업","07_22_21_P","3340000","3340000-111-1985-00285","19850803","","01","영업/정상","01","영업","","","","","051","7.20","604850","부산광역시 사하구 하단동 609-2","부산광역시 사하구 동매로 52 (하단동)","49415","하단얼음","20010731000000","I","2018-08-31 23:59:59.0","식용얼음판매업","379000.688309942","180000.487922966","식용얼음판매업","","","기타","기타","","","0","0","0","0","","","","N","0","","","",
"56","식용얼음판매업","07_22_21_P","3340000","3340000-111-1994-00300","19940422","","01","영업/정상","01","영업","","","","","051","13.86","604851","부산광역시 사하구 하단동 487-6","부산광역시 사하구 낙동대로535번길 28 (하단동)","49307","산수얼음","20110128111413","I","2018-08-31 23:59:59.0","식용얼음판매업","378904.299819951","180909.234614291","식용얼음판매업","","","기타","기타","","","0","0","0","0","","","","N","0","","","",
"57","식용얼음판매업","07_22_21_P","3340000","3340000-111-2012-00001","20120619","","01","영업/정상","01","영업","","","","","051 204 6896","1.41","604834","부산광역시 사하구 신평동 612-6","부산광역시 사하구 하신번영로167번길 35 (신평동)","49431","부산탑할인마트","20120619111210","I","2018-08-31 23:59:59.0","식용얼음판매업","378465.375496992","179356.760657499","식용얼음판매업","","","","","","","","","","","","","","N","0","","","",
"58","식용얼음판매업","07_22_21_P","3340000","3340000-111-2006-00001","20060224","","01","영업/정상","01","영업","","","","","2020121","14.96","604811","부산광역시 사하구 괴정동 437-70","부산광역시 사하구 사하로186번길 35 (괴정동)","49356","부산얼음","20160609125308","I","2018-08-31 23:59:59.0","식용얼음판매업","381907.014836177","179607.591566315","식용얼음판매업","","","","","","","","","","","","","","N","0","","","",
"59","식용얼음판매업","07_22_21_P","3340000","3340000-111-2009-00001","20090223","","01","영업/정상","01","영업","","","","","051 266 7769",".00","604804","부산광역시 사하구 감천동 387-21 (감내포길 130)","부산광역시 사하구 원양로 349 (감천동,(감내포길 130))","49449","산천종합상사","20100422130418","I","2018-08-31 23:59:59.0","식용얼음판매업","382814.336782951","177752.599291291","식용얼음판매업","","","","","상수도전용","","0","0","0","0","","","","N","0","","","",
"60","식용얼음판매업","07_22_21_P","3350000","3350000-111-2016-00001","20160330","","01","영업/정상","01","영업","","","","","051 582 8909","20.00","609826","부산광역시 금정구 부곡동 327-30","부산광역시 금정구 동현로 7 (부곡동)","46302","철이얼음","20160330115441","I","2018-08-31 23:59:59.0","식용얼음판매업","390170.225935291","193598.889623478","식용얼음판매업","","","","","","","","","","","자가","","","N","0","","","",
"61","식용얼음판매업","07_22_21_P","3350000","3350000-111-1999-00018","19990107","","01","영업/정상","01","영업","","","","","051 5813719","","609854","부산광역시 금정구 구서동 87-9","부산광역시 금정구 구서로 12 (구서동)","46243","진영얼음","20120605103531","I","2018-08-31 23:59:59.0","식용얼음판매업","390134.218471839","196227.625071792","식용얼음판매업","","","기타","기타","","","0","0","0","0","","","","N","0","","","",
"62","식용얼음판매업","07_22_21_P","3360000","3360000-111-1984-00001","19840412","","01","영업/정상","01","영업","","","","","","","618803","부산광역시 강서구 대저1동 2344-6","","","대저얼음직매소","20090611093011","I","2018-08-31 23:59:59.0","식용얼음판매업","","","식용얼음판매업","","","","","","","","","","","","","","N","0","","","",
"63","식용얼음판매업","07_22_21_P","3370000","3370000-111-1976-00313","19760610","","01","영업/정상","01","영업","","","","","051","","611828","부산광역시 연제구 연산동 1259-14","","","현대상회","20020305000000","I","2018-08-31 23:59:59.0","식용얼음판매업","","","식용얼음판매업","","","기타","기타","","","","","","","","","","N","0","","","",
"64","식용얼음판매업","07_22_21_P","3370000","3370000-111-1976-00314","19760903","","01","영업/정상","01","영업","","","","","051","","611836","부산광역시 연제구 연산동 2130-32","부산광역시 연제구 연수로213번길 17 (연산동)","47594","울산상회","20020305000000","I","2018-08-31 23:59:59.0","식용얼음판매업","390709.713873509","188163.420204629","식용얼음판매업","","","기타","기타","","","","","","","","","","N","0","","","",
"65","식용얼음판매업","07_22_21_P","3370000","3370000-111-1997-00322","19970812","","01","영업/정상","01","영업","","","","","051","7.77","611814","부산광역시 연제구 연산동 328-23","부산광역시 연제구 쌍미천로156번길 30 (연산동)","47554","제일유통","19990316000000","I","2018-08-31 23:59:59.0","식용얼음판매업","390207.004965514","189469.344781995","식용얼음판매업","","","기타","기타","","","","","","","","","","N","0","","","",
"66","식용얼음판매업","07_22_21_P","3370000","3370000-111-1973-00311","19731129","","01","영업/정상","01","영업","","","","","051","","611836","부산광역시 연제구 연산동 2130-16","부산광역시 연제구 배산로11번길 6 (연산동)","47594","연미얼음","20020305000000","I","2018-08-31 23:59:59.0","식용얼음판매업","390671.12580643","188161.74606865","식용얼음판매업","","","기타","기타","","","","","","","","","","N","0","","","",
