"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"11","비디오물제작업","03_10_05_P","3250000","CDFF1241072013000001","20130326","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 신창동*가 **-*번지 *층","부산광역시 중구 중구로**번길 *-* (신창동*가)","48946","뉴끄레망","20130326153151","I","2018-08-31 23:59:59.0","","384902.910578883","179998.834784417","비디오물제작업","","5","기타","비디오물 제작","89.26","4","1","근린생활시설","","","","","","","","","","","","","","","","","","","","","","일반상업지역",
"12","비디오물제작업","03_10_05_P","3250000","CDFF1241072017000004","20160927","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 영주동 **-*번지","부산광역시 중구 영주로 **, ***호 (영주동, 카멜롯 블루)","48905","프로덕션-S","20170919135842","I","2018-08-31 23:59:59.0","","385176.787586107","181403.589654811","비디오물제작업","","","","영상제작 및 편집, 3D 애니메이션","33.9","7","2","사무실","","","","","","","","","","","","","","","","","","","","","","",
"13","비디오물제작업","03_10_05_P","3250000","CDFF1241072017000005","20171212","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 동광동*가 *-***번지","부산광역시 중구 중구로 ***, *층 (동광동*가)","48925","제이 커뮤니케이션","20171212163606","I","2018-08-31 23:59:59.0","","385477.917410369","180689.065265471","비디오물제작업","","5","기타","방송영상제작, 홍보영상제작, 3D그래픽","117.31","4","1","근린생활시설","","","","","","","","","","","","","","","","","","","","","","일반상업지역",
"14","비디오물제작업","03_10_05_P","3250000","CDFF1241072017000006","20171226","","01","영업/정상","13","영업중","","","","","051-463-7741","","","부산광역시 중구 중앙동*가 **-**","부산광역시 중구 충장대로*번길 **, 육영빌딩 *층 (중앙동*가)","48934","(주)테크블루","20210601135404","U","2021-06-03 02:40:00.0","","385756.439493527","180963.777345541","비디오물제작업","","4","기타","VR/AR용 3D영상","110.4","4","","근린생활시설","","","","","","","","","","","","","","","","","","","","","","일반상업지역",
"15","비디오물제작업","03_10_05_P","3250000","CDFF1241072018000001","20180717","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동*가 **-**번지","부산광역시 중구 중앙대로***번길 *, *층 (중앙동*가)","48937","비쥬얼커뮤니케이션","20180717172737","I","2018-08-31 23:59:59.0","","385696.117898399","180645.097632146","비디오물제작업","","","","사진 영상물","46.2","","","","","","","","","","","","","","","","","","","","","","","","","",
"16","비디오물제작업","03_10_05_P","3250000","CDFF1241072015000001","20150609","","01","영업/정상","13","영업중","","","","","051-441-8288","","","부산광역시 중구 동광동*가 **-*번지","부산광역시 중구 대청로***번길 **, 동광빌딩 ***호 (동광동*가)","48951","굳앤굳디자인","20181114112356","U","2018-11-16 02:36:14.0","","385384.646877349","179917.492751092","비디오물제작업","","","","비디오물(3D, 시뮬레이션)","99","","","","","","","","","","","","","","","","","","","","","","","","","",
"17","비디오물제작업","03_10_05_P","3250000","CDFF1241072016000001","20150402","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동*가 **-** 은산베이빌딩 ***호","부산광역시 중구 중앙대로 **, 은산베이빌딩 *층 ***호 (중앙동*가)","48939","KJ엔지니어링 주식회사","20210121142659","U","2021-01-23 02:40:00.0","","385616.660201449","180406.241287734","비디오물제작업","","","","이러닝콘텐츠","250.8","","","","","","","","","","","","","","","","","","","","","","","","","",
"18","비디오물제작업","03_10_05_P","3250000","CDFF1241072020000001","20200130","","01","영업/정상","13","영업중","","","","","051-254-2420","","","부산광역시 중구 중앙동*가 **-*","부산광역시 중구 대청로***번길 *-*, 문화빌딩 *층 (중앙동*가)","48931","주식회사 핑크로더","20220629093046","U","2022-07-01 02:40:00.0","","385489.864718394","180164.324836472","비디오물제작업","","","","홍보영상, 광고영상","181.5","","","","","","","","","","","","","","","","","","","","","","","","","",
"19","비디오물제작업","03_10_05_P","3250000","CDFF1241072021000001","20210203","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 대창동*가 **-* 독일빌딩","부산광역시 중구 중앙대로 ***, 독일빌딩 *층 (대창동*가)","48924","주식회사 스페이스팟","20220111100137","U","2022-01-13 02:40:00.0","","385586.462266561","180684.253854996","비디오물제작업","","","","영상물, VR콘텐츠, 360파노라마, 웹플랫폼","20.5","3","","","","","","","","","","","","","","","","","","","","","","","","",
"20","비디오물제작업","03_10_05_P","3260000","CDFF1241072020000001","20200806","","03","폐업","03","폐업","20210301","","","","051-717-3386","","","부산광역시 서구 암남동 *** 수산가공선진화단지","부산광역시 서구 원양로 *, 수산가공선진화단지 B동 ***호 (암남동)","49277","(주)락피쉬","20210305163143","U","2021-03-07 02:40:00.0","","383449.669961635","174683.069423816","비디오물제작업","","","","제품동영상제작","134.29","","","","","","","","","","","","","","","","","","","","","","","","","",
"21","비디오물제작업","03_10_05_P","3260000","CDFF1241072010000001","20100426","","03","폐업","03","폐업","20160311","","","","255-1630","","","부산광역시 서구 토성동*가 **-*번지 B*","부산광역시 서구 구덕로***번길 ** (토성동*가)","49246","미광문화","20160311181205","I","2018-08-31 23:59:59.0","","384316.494485512","179556.116388731","비디오물제작업","","","","홍보영상, 광고, 방송영상","182.84","","","","","","","","","","","","","","","","","","","","","","","","","",
"22","비디오물제작업","03_10_05_P","3260000","CDFF1241072014000001","20140912","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 동대신동*가 ***-*번지","부산광역시 서구 구덕로 *** (동대신동*가)","49217","(주)피디픽쳐스","20140912125246","I","2018-08-31 23:59:59.0","","383803.649546165","181097.765306442","비디오물제작업","","5","","각종 비디오영상물","78.21","","1","근린생활시설","","","","","","","","","","","","","","","","","","","","","","",
"23","비디오물제작업","03_10_05_P","3260000","CDFF1241072020000002","20201125","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 부용동*가 **-*","부산광역시 서구 흑교로***번길 *, *층 (부용동*가)","49223","(주)끄레망","20201125173701","I","2020-11-27 00:23:08.0","","384163.092391803","180570.739207727","비디오물제작업","","","","동영상 비디오물","80","","","","","","","","","","","","","","","","","","","","","","","","","",
"24","비디오물제작업","03_10_05_P","3260000","CDFF1241072022000001","20220622","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동*가 *** 대신 더샵","부산광역시 서구 꽃마을로 **, 대신 더샵 ***동 *층 *호 (서대신동*가, 대신 더샵)","49203","픽셀프레임","20220622130404","I","2022-06-24 00:22:30.0","","383342.952122076","181762.912486743","비디오물제작업","","0","","영상","84","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"25","비디오물제작업","03_10_05_P","3270000","CDFF1241072011000001","20110120","","03","폐업","03","폐업","20151014","","","","051-637-2711","","","부산광역시 동구 초량동 ****-*번지 창원빌딩 ***호","부산광역시 동구 중앙대로***번길 **-** (초량동,창원빌딩 ***호)","","(주) 금강오길비 부산","20151014173128","I","2018-08-31 23:59:59.0","","385885.146319442","181175.128579342","비디오물제작업","","6","","비디오물","302.84","6","1","","","","","","","","","","","","","","","","","","","","","","","",
"26","비디오물제작업","03_10_05_P","3270000","CDFF1241072015000001","20150129","","03","폐업","03","폐업","20160825","","","","051-921-4174","","","부산광역시 동구 범일동 ***-****번지","부산광역시 동구 성남삼로 ** (범일동)","48753","(주)점바찌프로덕션","20160825151734","I","2018-08-31 23:59:59.0","","387526.079123627","183392.66607907","비디오물제작업","","","","애니메이션,독립영화,홍보영상 등","29.91","","","","","","","","","","","","","","","","","","","","","","","","","상업지역",
"27","비디오물제작업","03_10_05_P","3270000","CDFF1241072017000001","20170217","","03","폐업","03","폐업","20190117","","","","","","","부산광역시 동구 초량동","부산광역시 동구 중앙대로 ***, ***호 (초량동, 금산빌딩)","48729","(주)지엠아이그룹","20190117151746","U","2019-01-19 02:40:00.0","","386410.615098513","182607.916566205","비디오물제작업","","","","영상물제작(영상예술)","330","","","","","","","","","","","","","","","","","","","","","","","","","",
"28","비디오물제작업","03_10_05_P","3270000","CDFF1241072019000001","20190528","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 ***-***번지 삼환오피스텔","부산광역시 동구 자성로***번길 **, 삼환오피스텔 ****호 (범일동)","48742","바로스튜디오(바로미디어&바로스냅)","20190911173310","I","2019-09-13 02:22:26.0","","388188.345022103","184059.516935515","비디오물제작업","","","","홍보영상 제작, 사진촬영 등","92.46","","","","","","","","","","","","","","","","","","","","","","","","","",
"29","비디오물제작업","03_10_05_P","3270000","CDFF1241072022000001","20210513","","01","영업/정상","13","영업중","","","","","051-463-7123","","","부산광역시 동구 초량동 ****-* 흥국생명보험(주)부산사옥 ****호","부산광역시 동구 중앙대로 ***, 흥국생명보험(주)부산사옥 **층 ****호 (초량동)","48732","(주)바도","20220321175506","I","2022-03-23 00:22:45.0","","386088.827907832","181854.262467724","비디오물제작업","","0","","홍보영상 등 비디오물 일체","101.36","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"30","비디오물제작업","03_10_05_P","3270000","CDFF1241072020000001","20190211","","01","영업/정상","13","영업중","","","","","051-612-0257","","","부산광역시 동구 초량동 ****-*번지","부산광역시 동구 중앙대로***번길 *-*, **층 (초량동)","48733","주식회사 싸이트브랜딩","20200206141825","I","2020-02-07 00:23:23.0","","386076.992728926","181737.931194755","비디오물제작업","","","","광고영상, 홍보영상","165.85","","","","","","","","","","","","","","","","","","","","","","","","","",
"31","비디오물제작업","03_10_05_P","3270000","CDFF1241072021000008","20211231","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 ****-* B동 **층 **호","부산광역시 동구 충장대로 ***, 협성마리나G* B동 **층 **호 (초량동)","48751","스텝","20211231131129","I","2022-01-02 00:22:41.0","","386466.092076382","181381.122678011","비디오물제작업","","0","","비디오물","123.76","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"32","비디오물제작업","03_10_05_P","3270000","CDFF1241072020000002","20200320","","01","영업/정상","13","영업중","","","","","051-639-8989","","","부산광역시 동구 범일동 ***-**번지","부산광역시 동구 범일로***번길 *, ***호 (범일동)","48738","주식회사 애드월드","20200320101526","I","2020-03-22 00:23:22.0","","387737.686999928","184174.145315634","비디오물제작업","","","","방송,광고용 영상제작","427.8","","","","","","","","","","","","","","","","","","","","","","","","","",
"33","비디오물제작업","03_10_05_P","3270000","CDFF1241072000000001","20000630","","01","영업/정상","13","영업중","","","","","051)461-0988","","","부산광역시 동구 수정동 ***-**번지 *통*반 B층 ***","부산광역시 동구 초량상로***번길 *  (수정동,B층 ***)","","아이비리그","20091113160616","I","2018-08-31 23:59:59.0","","386144.267939369","182484.449634237","비디오물제작업","","","","비디오물","","","","","","","","","","","","","","","","","","","","","","","","","","",
"34","비디오물제작업","03_10_05_P","3270000","CDFF1241072001000001","20010919","","01","영업/정상","13","영업중","","","","","051)644-6355","","","부산광역시 동구 범일동 ***-***번지 삼일상가 *층 *호","부산광역시 동구 조방로**번길 **  (범일동,삼일상가 *층 *호)","","캠코","20091113163858","I","2018-08-31 23:59:59.0","","388101.979738616","184214.504558267","비디오물제작업","","","","비디오물","","","","","","","","","","","","","","","","","","","","","","","","","","",
"35","비디오물제작업","03_10_05_P","3270000","CDFF1241072001000002","20011107","","01","영업/정상","13","영업중","","","","","051)469-5002","","","부산광역시 동구 초량동 ****-*번지","부산광역시 동구 고관로 **  (초량동)","","(주)삼익사예능교육미디어","20091113165245","I","2018-08-31 23:59:59.0","","386170.288273285","182291.288620305","비디오물제작업","","","","비디오물","","","","","","","","","","","","","","","","","","","","","","","","","","",
"36","비디오물제작업","03_10_05_P","3270000","CDFF1241072002000001","20020403","","01","영업/정상","13","영업중","","","","","051-644-5247","","","부산광역시 동구 범일동 **-***번지","부산광역시 동구 중앙대로 ***  (범일동)","","바다사운드","20091113162717","I","2018-08-31 23:59:59.0","","387396.038645845","184296.464396131","비디오물제작업","","","","비디오물","","","","","","","","","","","","","","","","","","","","","","","","","","",
"37","비디오물제작업","03_10_05_P","3270000","CDFF1241072007000001","20070131","","01","영업/정상","13","영업중","","","","","051)441-0317","","","부산광역시 동구 초량동 ****-*번지 동남빌딩 ***호","부산광역시 동구 중앙대로***번길 *-**  (초량동,동남빌딩 ***호)","","유니온 영상","20091113160002","I","2018-08-31 23:59:59.0","","386055.563905435","181649.267916478","비디오물제작업","","","","비디오물","","","","","","","","","","","","","","","","","","","","","","","","","","",
"38","비디오물제작업","03_10_05_P","3270000","CDFF1241072009000001","20090702","","01","영업/정상","13","영업중","","","","","051-333-3315","","","부산광역시 동구 초량동 ***-*번지 *층","부산광역시 동구 중앙대로***번길 **  (초량동,*층)","","복지TV WBCn","20091113162935","I","2018-08-31 23:59:59.0","","385752.886267957","181594.522926207","비디오물제작업","","5","","비디오물","","5","1","","","","","","","","","","","","","","","","","","","","","","","",
"39","비디오물제작업","03_10_05_P","3270000","CDFF1241072014000001","20140408","","01","영업/정상","13","영업중","","","","","051-242-8602","","","부산광역시 동구 초량동 ***-*번지 *층","부산광역시 동구 대영로***번길 **, *층 (초량동)","48818","만보","20140408165112","I","2018-08-31 23:59:59.0","","385749.479863141","181325.070038891","비디오물제작업","","","","모션그래픽,동영상,비디오","157.44","3","","","","","","","","","","","","","","","","","","","","","","","","",
"40","비디오물제작업","03_10_05_P","3270000","CDFF1241072011000002","20110926","","01","영업/정상","13","영업중","","","","","051)819-8459","","","부산광역시 동구 초량동 **-*번지 ***호","부산광역시 동구 고관로**번길 **  (초량동,***호)","","(주)청운 CIS","20110926160907","I","2018-08-31 23:59:59.0","","385954.414629176","182118.937988085","비디오물제작업","","","","비디오물제작","132","","","","","","","","","","","","","","","","","","","","","","","","","",
"41","비디오물제작업","03_10_05_P","3270000","CDFF1241072016000001","20160826","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동","부산광역시 동구 성남삼로 ** (범일동)","48753","점바찌 프로덕션","20160826100538","I","2018-08-31 23:59:59.0","","387526.079123627","183392.66607907","비디오물제작업","","","","영상물제작","29.91","","","","","","","","","","","","","","","","","","","","","","","","","",
"42","비디오물제작업","03_10_05_P","3270000","CDFF1241072017000002","20170522","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 ****-*번지","부산광역시 동구 중앙대로 ***, *층 ***호 (초량동, 금산빌딩)","48729","(주)엘림그룹","20170614182117","I","2018-08-31 23:59:59.0","","386410.615098513","182607.916566205","비디오물제작업","","","","영상물 제작","43.1","","","","","","","","","","","","","","","","","","","","","","","","","",
"43","비디오물제작업","03_10_05_P","3270000","CDFF1241072018000001","20110609","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 ***-**","부산광역시 동구 자유평화로 **, 화신빌딩 *층 (범일동)","48739","(주)아인디자인","20220103174322","U","2022-01-05 02:40:00.0","","387990.883026846","184398.439041275","비디오물제작업","","28","","공장 소재지 변경","92.42","11","0","사무실","0","0","0","0","","","","","","","","","","","","0","","","","","","일반상업지역",
"44","비디오물제작업","03_10_05_P","3270000","CDFF1241072020000003","20200811","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 ***-*","부산광역시 동구 중앙대로 ***, *층 (범일동)","48725","광고하는 남자","20200811161827","I","2020-08-13 00:23:14.0","","387318.845704467","183840.4579373","비디오물제작업","","","","동영상 제작","110","","","","","","","","","","","","","","","","","","","","","","","","","",
"45","비디오물제작업","03_10_05_P","3270000","CDFF1241072021000007","20210928","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 ***-***","부산광역시 동구 조방로 **, 삼정빌딩 ****호 (범일동)","48744","주식회사 지이티컴퍼니(GET COMPANY Corp.)","20210928104034","I","2021-09-30 00:23:02.0","","387867.211501678","184107.909838092","비디오물제작업","","0","","영상컨텐츠 제작","26","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"46","비디오물제작업","03_10_05_P","3270000","CDFF1241072021000006","20210908","","01","영업/정상","13","영업중","","","","","070-4352-5677","","","부산광역시 동구 초량동 ****-**","부산광역시 동구 중앙대로***번길 *, *층 ***A호 (초량동)","48821","로컬 트래블 랩","20210908095612","I","2021-09-10 00:22:49.0","","385909.371816942","181245.959273419","비디오물제작업","","0","","랜선투어 사전 영상, 홍보영상 등","66.11","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"47","비디오물제작업","03_10_05_P","3270000","CDFF1241072021000005","20210819","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 수정동 ***-*","부산광역시 동구 고관로**번길 **, *층 (수정동)","48791","주식회사 부산스토리","20210819171553","I","2021-08-21 00:22:50.0","","386411.807834698","182803.353778712","비디오물제작업","","0","","사진, 동영상 제작","27.7","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"48","비디오물제작업","03_10_05_P","3270000","CDFF1241072021000004","20210617","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 ****-*","부산광역시 동구 중앙대로***번길 *-**, ***,***호 (초량동)","48733","위드마케터스","20210617110829","I","2021-06-19 00:22:54.0","","386055.563905435","181649.267916478","비디오물제작업","","","","광고영상 및 콘텐츠","82.64","","","","","","","","","","","","","","","","","","","","","","","","","",
"49","비디오물제작업","03_10_05_P","3270000","CDFF1241072020000004","20201028","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 ***-**","부산광역시 동구 자성로 ***, *층 (범일동)","48746","조엘스튜디오","20201028085509","I","2020-10-30 00:23:09.0","","387958.428469546","183917.471989136","비디오물제작업","","","","홍보영상, 기록영상, 정보영상","83.31","","","","","","","","","","","","","","","","","","","","","","","","","",
"50","비디오물제작업","03_10_05_P","3270000","CDFF1241072021000001","20210304","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 ****-*","부산광역시 동구 중앙대로***번길 *-**, ***호 (초량동)","48733","주식회사 타이밍어스","20220519170702","U","2022-05-21 02:40:00.0","","386042.447864171","181654.568868581","비디오물제작업","","","","홍보영상, 광고영상, 행사스케치영상, 라이브중계, 모션이펙트 등","49.5","","","","","","","","","","","","","","","","","","","","","","","","","",
"51","비디오물제작업","03_10_05_P","3270000","CDFF1241072021000002","20210304","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 ****-**","부산광역시 동구 중앙대로***번길 *-*, *층 (초량동)","48731","민산기획","20210304183154","I","2021-03-06 00:23:00.0","","386168.12761827","182023.715894169","비디오물제작업","","","","홍보영상, 광고영상 기타","49.5","","","","","","","","","","","","","","","","","","","","","","","","","",
"52","비디오물제작업","03_10_05_P","3270000","CDFF1241072021000003","20210304","","01","영업/정상","13","영업중","","","","","051-466-1980","","","부산광역시 동구 초량동 ***-** 애뜰안","부산광역시 동구 초량중로 **, ***호 (초량동, 애뜰안)","48820","주식회사 제이솔루션","20210622180344","U","2021-06-24 02:40:00.0","","385605.978795655","181261.31650481","비디오물제작업","","","","비디오물 영상","82.2","","","","","","","","","","","","","","","","","","","","","","","","","",
"53","비디오물제작업","03_10_05_P","3280000","CDFF1241072005000001","20051110","","03","폐업","03","폐업","20091124","","","","","","","부산광역시 영도구 남항동*가 ***-*번지 멀티미디어지원센터 ***","","","표현프로덕션","20091214111034","I","2018-08-31 23:59:59.0","","","","비디오물제작업","","","","비디오물","","","","","","","","","","","","","","","","","","","","","","","","","","",
"54","비디오물제작업","03_10_05_P","3280000","CDFF1241072005000002","20050616","","03","폐업","03","폐업","20091214","","","","","","","부산광역시 영도구 남항동*가 **-*번지 하나타운 ****호","부산광역시 영도구 절영로 **,  ****호 (남항동*가,하나타운)","","다리놓는사람들","20091214110950","I","2018-08-31 23:59:59.0","","385849.510419603","178796.08382171","비디오물제작업","","","","비디오물","","","","","","","","","","","","","","","","","","","","","","","","","","",
"55","비디오물제작업","03_10_05_P","3280000","CDFF1241072022000002","20220420","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 동삼동 ***-**","부산광역시 영도구 와치로 ***-*, ***호 (동삼동)","49103","엠케이브","20220420111639","I","2022-04-22 00:22:33.0","","388283.086554676","177368.130157636","비디오물제작업","","0","","동영상, 사진","56.7","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"56","비디오물제작업","03_10_05_P","3280000","CDFF1241072022000001","20210107","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 대교동*가 ** Sea-Side Complex Town","부산광역시 영도구 봉래나루로 **, Sea-Side Complex Town ***호 (대교동*가)","49037","놀다","20220524172936","U","2022-05-26 02:40:00.0","","385754.477258744","179113.980448494","비디오물제작업","","0","","영상 제작, 유튜브 제작","33","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"57","비디오물제작업","03_10_05_P","3280000","CDFF1241072011000001","20110304","","01","영업/정상","13","영업중","","","","","051-416-1717","","","부산광역시 영도구 남항동*가 ***-*번지 멀티미디어센터 ***호","부산광역시 영도구 절영로 **,  ***호 (남항동*가,멀티미디어센터)","","(주)골든데이","20120208150934","I","2018-08-31 23:59:59.0","","385886.002383851","178508.293113873","비디오물제작업","","","","비디오물 제작","128.7","","","","","","","","","","","","","","","","","","","","","","","","","",
"58","비디오물제작업","03_10_05_P","3280000","CDFF1241072017000001","20170809","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 동삼동 ***-**번지","부산광역시 영도구 와치로 ***, ***동 ***호 (동삼동, 한진로즈힐아파트)","49117","제이콥 프로모션(JACOB PROMOTION)","20170809153649","I","2018-08-31 23:59:59.0","","388876.840416537","176878.908698951","비디오물제작업","","","","비디오물 등 제작","59.97","","","","","","","","","","","","","","","","","","","","","","","","","",
"59","비디오물제작업","03_10_05_P","3280000","CDFF1241072021000001","20210720","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 대교동*가 ** Sea-Side Complex Town ***호","부산광역시 영도구 봉래나루로 **, Sea-Side Complex Town *층 ***호 (대교동*가)","49037","(주)헤르마이","20210720174114","I","2021-07-22 00:22:53.0","","385754.477258744","179113.980448494","비디오물제작업","","0","","비디오물제작업","17","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
