"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"36","인쇄사","04_16_01_P","3250000","CDFG1252001992000005","19920429","","03","폐업","03","폐업","20031229","","","","","","600803","부산광역시 중구 보수동*가 **-*번지","부산광역시 중구 흑교로**번길 **  (보수동*가)","","세명문화인쇄소","20040113162654","I","2018-08-31 23:59:59.0","","384581.409949233","180434.791444811","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"37","인쇄사","04_16_01_P","3250000","CDFG1252001991000012","19910703","","03","폐업","03","폐업","20160125","","","","462-9604","","","부산광역시 중구 대청동*가 **번지","부산광역시 중구 복병산길*번길 * (대청동*가)","48932","합동정판인쇄소","20160125154805","I","2018-08-31 23:59:59.0","","385223.921404969","180148.729697778","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"38","인쇄사","04_16_01_P","3250000","CDFG1252001993000001","19931101","","03","폐업","03","폐업","20080422","","","","246-5721","","600060","부산광역시 중구 신창동*가 *번지","","","신안제판인쇄사","20080422171853","I","2018-08-31 23:59:59.0","","","","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"39","인쇄사","04_16_01_P","3250000","CDFG1252002007000004","20070208","","03","폐업","03","폐업","20100401","","","","051)463-6509","","600024","부산광역시 중구 동광동*가 **-*번지 (*층)","부산광역시 중구 동광길 **  (동광동*가,(*층))","","Design PAL","20100401134902","I","2018-08-31 23:59:59.0","","385393.257488425","180178.067210043","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"40","인쇄사","04_16_01_P","3250000","CDFG1252002007000005","20070213","","03","폐업","03","폐업","20120302","","","","051)465-8604","","600013","부산광역시 중구 중앙동*가 **-**번지 (*층)","부산광역시 중구 대청로***번길 **  (중앙동*가,(*층))","","한국CTP출력센터","20130403171339","I","2018-08-31 23:59:59.0","","385456.466347858","180193.051500722","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"41","인쇄사","04_16_01_P","3250000","CDFG1252001998000001","19980320","","03","폐업","03","폐업","20030417","","","","464-2867","","600091","부산광역시 중구 대청동*가 **-*번지","부산광역시 중구 복병산길*번길 *-*  (대청동*가)","","현대정밀인쇄","20030418114458","I","2018-08-31 23:59:59.0","","385280.979987035","180147.658233","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"42","인쇄사","04_16_01_P","3250000","CDFG1252001998000002","19980509","","03","폐업","03","폐업","20090220","","","","467-9230","","600091","부산광역시 중구 대청동*가 *-*번지","","","대성인쇄카렌다사","20090220161215","I","2018-08-31 23:59:59.0","","","","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"43","인쇄사","04_16_01_P","3250000","CDFG1252001999000003","19990817","","03","폐업","03","폐업","20190225","","","","469-0926","","","부산광역시 중구 동광동*가 **-*번지","부산광역시 중구 대청로***번길 *-* (동광동*가)","48932","종합인쇄 한길","20190225173203","U","2019-02-27 02:40:00.0","","385432.942421672","180182.635361525","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"44","인쇄사","04_16_01_P","3250000","CDFG1252002007000008","20070322","","03","폐업","03","폐업","20160314","","","","","","600091","부산광역시 중구 대청동*가 **-*번지 *층","부산광역시 중구 복병산길*번길 * (대청동*가,*층)","","진솔디자인","20160328161427","I","2018-08-31 23:59:59.0","","385275.696225666","180148.289108364","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"45","인쇄사","04_16_01_P","3250000","CDFG1252002007000009","20070410","","03","폐업","03","폐업","20210426","","","","468-7311","","600091","부산광역시 중구 대청동*가 **-*","부산광역시 중구 복병산길*번길 *-*  (대청동*가)","","한길원색","20210426132238","U","2021-04-28 02:40:00.0","","385265.121604853","180147.92522339","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"46","인쇄사","04_16_01_P","3250000","CDFG1252001998000005","19981215","","03","폐업","03","폐업","20160908","","","","465-3190","","600024","부산광역시 중구 동광동*가 **-*번지","부산광역시 중구 동광길 ** (동광동*가)","","신동문화","20161118102827","I","2018-08-31 23:59:59.0","","385408.119775019","180163.783939038","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"47","인쇄사","04_16_01_P","3250000","CDFG1252001964000001","19640629","","03","폐업","03","폐업","20140219","","","","245-7729","","600063","부산광역시 중구 신창동*가 **번지","","","정문인쇄소","20140716164952","I","2018-08-31 23:59:59.0","","","","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"48","인쇄사","04_16_01_P","3250000","CDFG1252001967000001","19670913","","03","폐업","03","폐업","20031218","","","","469-9939","","600024","부산광역시 중구 동광동*가 **번지","","","아성인쇄소","20040113164239","I","2018-08-31 23:59:59.0","","","","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"49","인쇄사","04_16_01_P","3250000","CDFG1252002020000004","20201117","","03","폐업","03","폐업","20220513","","","","051-467-4129","","","부산광역시 중구 동광동*가 **-*","부산광역시 중구 동광길 **, *층 (동광동*가)","48932","명궁인쇄사","20220513152457","U","2022-05-15 02:40:00.0","","385390.036447679","180170.595348281","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"50","인쇄사","04_16_01_P","3250000","CDFG1252002012000001","20120207","","01","영업/정상","13","영업중","","","","","051-463-1180","","600815","부산광역시 중구 중앙동*가 **-*번지","부산광역시 중구 **계단길 * (중앙동*가)","600815","디자인 예청","20120207172807","I","2018-08-31 23:59:59.0","","385464.220370345","180225.685982991","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"51","인쇄사","04_16_01_P","3250000","CDFG1252002012000002","20121121","","01","영업/정상","13","영업중","","","","","","","600024","부산광역시 중구 동광동*가 **-*번지","부산광역시 중구 대청로***번길 *-* (동광동*가, *층)","600024","맥파이","20121212103811","I","2018-08-31 23:59:59.0","","385431.885717416","180165.337960545","인쇄사","출판인쇄업","","","","433.18","","","","","","","","","","","","","","","","","","","","","","","","","",
"52","인쇄사","04_16_01_P","3250000","CDFG1252002012000003","20121231","","01","영업/정상","13","영업중","","","","","051-462-8447","","600093","부산광역시 중구 대청동*가 *번지","부산광역시 중구 대청로 **-*, *층 (대청동*가)","600093","아산출판문화","20121231100816","I","2018-08-31 23:59:59.0","","384996.125699611","180120.721061133","인쇄사","출판인쇄업","5","","","914.97","4","1","근린생활시설","","","","","","","","","","","","","","","","","","","","","","",
"53","인쇄사","04_16_01_P","3250000","CDFG1252002013000001","20130319","","01","영업/정상","13","영업중","","","","","051-253-2215","","600082","부산광역시 중구 보수동*가 **-**번지 *층","부산광역시 중구 흑교로**번길 ** (보수동*가)","600082","세종커뮤니케이션","20130319093803","I","2018-08-31 23:59:59.0","","384357.78228016","180322.022911261","인쇄사","출판인쇄업","5","","","","4","1","근린생활시설","","","","","","","","","","","","","","","","","","","","","","",
"54","인쇄사","04_16_01_P","3250000","CDFG1252002000000001","20000314","","01","영업/정상","13","영업중","","","","","256-8565","","600082","부산광역시 중구 보수동*가 **-*번지","","","부일사","20030221133414","I","2018-08-31 23:59:59.0","","384519.710781192","180259.203508682","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"55","인쇄사","04_16_01_P","3250000","CDFG1252002000000005","20000128","","01","영업/정상","13","영업중","","","","","257-1105","","600060","부산광역시 중구 신창동*가 *-*번지","부산광역시 중구 광복중앙로**번길 **-**  (신창동*가)","","서진인쇄사","20030303173309","I","2018-08-31 23:59:59.0","","384965.624759225","180037.368552316","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"56","인쇄사","04_16_01_P","3250000","CDFG1252002000000006","20000202","","01","영업/정상","13","영업중","","","","","246-0841","","600093","부산광역시 중구 대청동*가 **번지","부산광역시 중구 대청로 **  (대청동*가)","","혜원정밀인쇄사","20030303173411","I","2018-08-31 23:59:59.0","","384917.919165301","180071.739692472","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"57","인쇄사","04_16_01_P","3250000","CDFG1252002000000002","20000308","","01","영업/정상","13","영업중","","","","","051-257-1595","","600022","부산광역시 중구 동광동*가 *번지 (***호)","부산광역시 중구 광복로**번길 ** (동광동*가,(***호))","","유진퍼스콤(유진북스)","20161031172601","I","2018-08-31 23:59:59.0","","385514.844564816","179798.854865759","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"58","인쇄사","04_16_01_P","3250000","CDFG1252002000000004","20000122","","01","영업/정상","13","영업중","","","","","246-6734","","600023","부산광역시 중구 동광동*가 *-*번지","부산광역시 중구 대청로 ***-*  (동광동*가)","","(주)금양문화프로세스","20030303173206","I","2018-08-31 23:59:59.0","","385426.971851675","180059.93055316","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"59","인쇄사","04_16_01_P","3250000","CDFG1252002015000001","20150121","","01","영업/정상","13","영업중","","","","","051-247-1100","","600025","부산광역시 중구 동광동*가 **-**번지","부산광역시 중구 동광길 ** (동광동*가)","600025","재일인쇄","20150121143816","I","2018-08-31 23:59:59.0","","385432.789520505","180268.270364197","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"60","인쇄사","04_16_01_P","3250000","CDFG1252002015000002","20150313","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 대청동*가 *-*번지","부산광역시 중구 중구로**번길 *, *,*층 (대청동*가)","48933","(주)디자인월드","20190307125527","U","2019-03-09 02:40:00.0","","384925.344357187","180134.490186229","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"61","인쇄사","04_16_01_P","3250000","CDFG1252002000000011","20000705","","01","영업/정상","13","영업중","","","","","","","600082","부산광역시 중구 보수동*가 **-*번지","부산광역시 중구 흑교로**번길 **-*  (보수동*가)","","선우인쇄","20060512102401","I","2018-08-31 23:59:59.0","","384372.442028668","180310.134048328","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"62","인쇄사","04_16_01_P","3250000","CDFG1252002000000008","20000421","","01","영업/정상","13","영업중","","","","","246-7689","","600082","부산광역시 중구 보수동*가 **-**번지 매일빌딩","부산광역시 중구 흑교로**번길 **  (보수동*가,매일빌딩)","","한얼원색","20040326141607","I","2018-08-31 23:59:59.0","","384351.540238464","180377.043003698","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"63","인쇄사","04_16_01_P","3250000","CDFG1252002000000009","20000517","","01","영업/정상","13","영업중","","","","","051-462-0815","","","부산광역시 중구 영주동 ***번지 영주시장","부산광역시 중구 대영로***번길 *, 영주시장 (영주동)","48922","광문프로비젼","20190107181831","U","2019-01-09 02:40:00.0","","385670.483619122","181074.042663357","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"64","인쇄사","04_16_01_P","3250000","CDFG1252002003000002","20030624","","01","영업/정상","13","영업중","","","","","051-462-7209","","600091","부산광역시 중구 대청동*가 **-*번지 *층","부산광역시 중구 대청로 ***-* (대청동*가)","600091","효성인쇄","20140304171749","I","2018-08-31 23:59:59.0","","385244.710249228","180132.163054021","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"65","인쇄사","04_16_01_P","3250000","CDFG1252002000000012","20000705","","01","영업/정상","13","영업중","","","","","255-9707","","600082","부산광역시 중구 보수동*가 **-**번지","부산광역시 중구 흑교로**번길 **  (보수동*가)","","백정판인쇄사","20030303174251","I","2018-08-31 23:59:59.0","","384351.540238464","180377.043003698","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
