"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총종업원수","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"11","식품첨가물제조업","07_22_12_P","3350000","3350000-108-2015-00001","20150413","","01","영업/정상","01","영업","","","","","","85.34","609814","부산광역시 금정구 남산동 131-5번지","부산광역시 금정구 두실로24번길 16 (남산동)","46227","(주)퓨어에프엔씨","20160316165517","I","2018-08-31 23:59:59.0","식품첨가물제조업","390024.170882954","197796.975145421","식품첨가물제조업","","","","","상수도전용","","0","2","0","4","","","","N","85.34","","","",
"12","식품첨가물제조업","07_22_12_P","3350000","3350000-108-2017-00001","20171124","","01","영업/정상","01","영업","","","","","051 583 0288","138.00","609420","부산광역시 금정구 금성동 249-8번지","부산광역시 금정구 산성로 409, 1층 (금성동)","46237","농업회사법인 금정산성 주식회사","20171129102510","I","2018-08-31 23:59:59.0","식품첨가물제조업","386677.418488959","196634.386535169","식품첨가물제조업","","","","","상수도전용","","","","","","","","","N","53.8","","","",
"13","식품첨가물제조업","07_22_12_P","3350000","3350000-108-2018-00001","20181106","","01","영업/정상","01","영업","","","","","","27.50","609420","부산광역시 금정구 금성동 248-3","부산광역시 금정구 산성로 414 (금성동)","46237","금정산성 전남선누룩","20211110131249","U","2021-11-12 02:40:00.0","식품첨가물제조업","386722.161193923","196602.575005158","식품첨가물제조업","0","0","","","지하수전용","0","0","0","0","0","","0","0","N","0","","","",
"14","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2011-00001","19991026","","01","영업/정상","01","영업","","","","","051831 4761","16,059.89","618817","부산광역시 강서구 송정동 1520번지 외 1527-4번지","부산광역시 강서구 녹산산업중로 161 (송정동,외 1527-4번지)","46752","(주)젤텍","20190111095835","U","2019-01-13 02:40:00.0","식품첨가물제조업","367423.884531247","178767.878381559","식품첨가물제조업","","","","","","","40","5","1","34","","0","0","N","1778.15","","","",
"15","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2014-00002","20140716","","01","영업/정상","01","영업","","","","","051 832 2280","266.00","618820","부산광역시 강서구 송정동 1762-3번지","부산광역시 강서구 녹산산단262로49번길 40, 1층 (송정동)","46757","(주)동명오앤씨","20170502102521","I","2018-08-31 23:59:59.0","식품첨가물제조업","368677.63451413","177701.032082067","식품첨가물제조업","","","","","상수도전용","","0","2","2","2","자가","","","N","58","","","",
"16","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2018-00001","20180528","","01","영업/정상","01","영업","","","","","051 831 9620","45.11","618819","부산광역시 강서구 송정동 1601-4","부산광역시 강서구 녹산산단261로74번길 41 (송정동)","46754","(주)테일러팜스","20210811145628","U","2021-08-13 02:40:00.0","식품첨가물제조업","368725.685782611","179026.784851037","식품첨가물제조업","","","","","","","","","","","","","","N","0","","","",
"17","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2019-00001","20190610","","01","영업/정상","01","영업","","","","","","34.96","618809","부산광역시 강서구 대저1동 4103-1번지","부산광역시 강서구 대저동서로 69-42 (대저1동)","46704","그린식품","20190612102644","I","2019-06-14 02:21:30.0","식품첨가물제조업","377308.489115933","190634.271558858","식품첨가물제조업","","","","","","","","","","","","","","N","0","","","",
"18","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2019-00002","20190926","","01","영업/정상","01","영업","","","","","051 831 8668","60.00","618240","부산광역시 강서구 범방동 1915-5","부산광역시 강서구 범방2로 32, 1층 일부 (범방동)","46727","씨지티인터내셔널(C.G.T. International)","20220603133631","U","2022-06-08 02:40:00.0","식품첨가물제조업","368967.073191522","178008.059360826","식품첨가물제조업","0","0","","","상수도전용","0","0","0","0","0","임대","0","0","N","0","","","",
"19","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2019-00003","20191017","","01","영업/정상","01","영업","","","","","","14.00","618800","부산광역시 강서구 강동동 87-11번지","부산광역시 강서구 제도로1041번길 536 (강동동)","46706","참조은푸드앤미트","20191021090806","I","2019-10-23 00:22:57.0","식품첨가물제조업","375850.302781565","192724.940204411","식품첨가물제조업","","","","","상수도전용","","","","","","자가","","","N","0","","","",
"20","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2011-00002","20081224","","01","영업/정상","01","영업","","","","","","169.33","618802","부산광역시 강서구 강동동 4420-3번지","부산광역시 강서구 강동송백6길 59 (강동동)","46716","유원C&L","20151216170616","I","2018-08-31 23:59:59.0","식품첨가물제조업","374246.169434343","185563.401478835","식품첨가물제조업","","","","","","","0","0","0","2","","","","N","0","","","",
"21","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2018-00002","20180831","","01","영업/정상","01","영업","","","","","051 305 3464","2.00","618800","부산광역시 강서구 강동동 211-3번지","부산광역시 강서구 낙동북로31번길 33-1 (강동동)","46705","(주)다감","20180831090517","I","2018-08-31 23:59:59.0","식품첨가물제조업","376065.302166244","192964.204162359","식품첨가물제조업","","","","","상수도전용","","","","","","","","","N","0","","","",
"22","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2021-00003","20211108","","01","영업/정상","01","영업","","","","","051999 5337","138.23","618805","부산광역시 강서구 대저1동 790-5","부산광역시 강서구 대저로171번길 193, 1층 일부호 (대저1동)","46702","(주)한국리포좀","20211108111649","I","2021-11-10 00:22:45.0","식품첨가물제조업","379426.512178074","192977.324161438","식품첨가물제조업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","39.58","","","",
"23","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2011-00003","20060829","","01","영업/정상","01","영업","","","","","055 328 9533","241.71","618820","부산광역시 강서구 송정동 1770-4번지 B동","부산광역시 강서구 녹산산단382로59번길 21, B동 (송정동)","46756","그린풀","20181212092428","I","2018-12-14 02:20:16.0","식품첨가물제조업","369710.36638299","177691.456345521","식품첨가물제조업","","","","","상수도전용","","0","2","1","3","자가","0","0","N","0","","","",
"24","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2021-00001","20210106","","01","영업/정상","01","영업","","","","","051 832 2333","36.17","618820","부산광역시 강서구 송정동 1729-11 C동","부산광역시 강서구 녹산산단290로 27-11, C동 (송정동)","46757","(주)케미칼코리아","20210107161558","I","2021-01-09 00:23:05.0","식품첨가물제조업","368673.20669772","177993.247645975","식품첨가물제조업","","","","","상수도전용","","","","","","","","","N","0","","","",
"25","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2021-00002","20210125","","01","영업/정상","01","영업","","","","","","494.00","618801","부산광역시 강서구 강동동 2939-6","부산광역시 강서구 제도로 785-13 (강동동)","46711","유원타임","20210126094313","I","2021-01-28 00:23:13.0","식품첨가물제조업","374676.507507246","188728.492640646","식품첨가물제조업","","","","","상수도전용","","","","","","임대","","","N","15","","","",
"26","식품첨가물제조업","07_22_12_P","3380000","3380000-108-2019-00001","20190527","","01","영업/정상","01","영업","","","","","051 625 9811","80.54","613810","부산광역시 수영구 광안동 1040-39번지","부산광역시 수영구 망미번영로16번길 25, 1층 (광안동)","48241","정수화학","20190527163940","I","2019-05-29 02:20:57.0","식품첨가물제조업","392110.749278821","187508.123599537","식품첨가물제조업","","","","","","","","","","","","","","N","52.1","","","",
"27","식품첨가물제조업","07_22_12_P","3390000","3390000-108-2012-00001","20120830","","01","영업/정상","01","영업","","","","","051 315 8182","29.81","617805","부산광역시 사상구 감전동 504-14번지","부산광역시 사상구 낙동대로943번길 105 (감전동)","47030","제우스유화공업주식회사","20130404172315","I","2018-08-31 23:59:59.0","식품첨가물제조업","379252.672308322","184100.428163903","식품첨가물제조업","","","","","","","","","","","자가","","","N","0","","","",
"28","식품첨가물제조업","07_22_12_P","3390000","3390000-108-2015-00001","20150727","","01","영업/정상","01","영업","","","","","051 366 5300","302.60","617823","부산광역시 사상구 모라동 695-1 5층","부산광역시 사상구 사상로455번길 46, 5층 (모라동)","46922","(주)농심","20220406154321","U","2022-04-09 02:40:00.0","식품첨가물제조업","380620.688972204","189273.402946535","식품첨가물제조업","","","","","","","","","","","자가","","","N","0","","","",
"29","식품첨가물제조업","07_22_12_P","3390000","3390000-108-2011-00001","20040522","","01","영업/정상","01","영업","","","","","051303 8668","6.60","617814","부산광역시 사상구 덕포동 364-1번지","부산광역시 사상구 사상로386번길 22 (덕포동)","46944","보라매공업사","20131104105145","I","2018-08-31 23:59:59.0","식품첨가물제조업","380863.37663821","188417.856470315","식품첨가물제조업","","","","","","","0","0","0","0","","","","N","0","","","",
"30","식품첨가물제조업","07_22_12_P","3390000","3390000-108-2011-00002","20041110","","01","영업/정상","01","영업","","","","","051316 3039","172.50","617826","부산광역시 사상구 삼락동 399-17번지","부산광역시 사상구 낙동대로1310번길 16 (삼락동)","46911","세운산업","20130404172234","I","2018-08-31 23:59:59.0","식품첨가물제조업","380065.02615957","188181.272583295","식품첨가물제조업","","","","","","","0","0","0","0","","0","0","N","21.47","","","",
"31","식품첨가물제조업","07_22_12_P","3390000","3390000-108-2020-00001","20201207","","01","영업/정상","01","영업","","","","","","177.00","617804","부산광역시 사상구 감전동 166-23 범양캐리어","부산광역시 사상구 감전천로 215, 범양캐리어 2층 (감전동)","46990","세오(SEO)케미칼","20201207134922","I","2020-12-09 00:23:07.0","식품첨가물제조업","379971.604498203","185510.082021673","식품첨가물제조업","","","","","","","0","0","0","0","임대","","","N","0","","","",
"32","식품첨가물제조업","07_22_12_P","3400000","3400000-108-2011-00002","20070614","","01","영업/정상","01","영업","","","","","051 527 5852","147.50","","부산광역시 기장군 정관읍 예림리 616-3번지","부산광역시 기장군 정관읍 예림1로 56-1, 1층","46020","(주)엔씨시스템","20170703160917","I","2018-08-31 23:59:59.0","식품첨가물제조업","400570.661477722","205160.097214495","식품첨가물제조업","","","","","상수도전용","","0","0","0","0","임대","","","N","90.5","","","",
"33","식품첨가물제조업","07_22_12_P","3400000","3400000-108-2017-00001","20170905","","01","영업/정상","01","영업","","","","","","49.00","","부산광역시 기장군 정관읍 매학리 166-11번지","부산광역시 기장군 정관읍 정관상곡2길 25-21, 2동","46018","와이엠생활","20180113184843","I","2018-08-31 23:59:59.0","식품첨가물제조업","397395.93170902","204302.342855919","식품첨가물제조업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","","",
"34","식품첨가물제조업","07_22_12_P","3400000","3400000-108-2020-00001","20200811","","01","영업/정상","01","영업","","","","","","8.00","619912","부산광역시 기장군 일광면 횡계리 27 해양생물산업육성센터","부산광역시 기장군 일광면 횡계길 7, 해양생물산업육성센터 A동 103호","46048","(주)엔제이에프앤비","20200812143315","I","2020-09-16 00:23:12.0","식품첨가물제조업","402792.323019555","199422.531912758","식품첨가물제조업","","","","","","","","","","","","","","N","0","","","",
"35","식품첨가물제조업","07_22_12_P","3400000","3400000-108-2021-00001","20210317","","01","영업/정상","01","영업","","","","","","33.70","","부산광역시 기장군 정관읍 방곡리 417-10","부산광역시 기장군 정관읍 방곡5로 32-5, 1층","46022","(주)플러크","20210323164947","U","2021-03-25 02:40:00.0","식품첨가물제조업","398817.266532354","204890.501363464","식품첨가물제조업","","","","","","","","","","","","","","N","0","","","",
"36","식품첨가물제조업","07_22_12_P","3400000","3400000-108-2018-00001","20181127","","01","영업/정상","01","영업","","","","","070 78364100","10.00","619906","부산광역시 기장군 기장읍 청강리 169-4번지 외 1필지","부산광역시 기장군 기장읍 청강로85번길 56, 1층","46080","(주)케이와이바이오","20190105163746","U","2019-01-08 02:40:00.0","식품첨가물제조업","402057.519947617","195377.53779737","식품첨가물제조업","","","","","상수도전용","","0","0","0","0","자가","","","N","0","","","",
"37","식품첨가물제조업","07_22_12_P","3250000","3250000-108-2013-00001","20130823","","03","폐업","02","폐업","20141113","","","","","68.91","600016","부산광역시 중구 중앙동6가 75-3번지 76-6, 77, 78","부산광역시 중구 중앙대로20번길 3, 4층 (중앙동6가)","48942","이엘 앤 에프 향료","20130830110846","I","2018-08-31 23:59:59.0","식품첨가물제조업","385672.193658456","179732.843911396","식품첨가물제조업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","","",
"38","식품첨가물제조업","07_22_12_P","3250000","3250000-108-2015-00001","20150428","","03","폐업","02","폐업","20180123","","","","","268.59","600082","부산광역시 중구 보수동2가 89-5번지 한웅베이스 3층 301호","부산광역시 중구 흑교로 55, 지상3층 301호 (보수동2가, 한웅베이스 )","48963","에이치케이바이오텍","20180123142112","I","2018-08-31 23:59:59.0","식품첨가물제조업","384508.657496107","180232.680100217","식품첨가물제조업","","","","","상수도전용","","0","0","0","0","임대","","","N","29.18","","","",
"39","식품첨가물제조업","07_22_12_P","3260000","3260000-108-2011-00001","19971101","","03","폐업","02","폐업","20060612","","","","0518311622","","","부산광역시 서구","","","해진물산(주)","20060818222941","I","2018-08-31 23:59:59.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","0","0","0","0","","0","0","N","0","","","",
"40","식품첨가물제조업","07_22_12_P","3260000","3260000-108-2011-00002","20000202","","03","폐업","02","폐업","20041231","","","","0222108184","","","부산광역시 서구","","","(주)젤텍","20060818222941","I","2018-08-31 23:59:59.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","0","0","0","0","","0","0","N","0","","","",
"41","식품첨가물제조업","07_22_12_P","3270000","3270000-108-2011-00001","20030909","","03","폐업","02","폐업","20080711","","","","051 6320601","2,782.00","601050","부산광역시 동구 좌천동 1165","","","동아제분(주)","20201214191811","U","2020-12-16 02:40:00.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","0","0","0","0","","0","0","N","0","","","",
"42","식품첨가물제조업","07_22_12_P","3280000","3280000-108-2020-00001","20200224","","03","폐업","02","폐업","20201106","","","","0514051228","31.35","606791","부산광역시 영도구 동삼동 1 한국해양대학교","부산광역시 영도구 태종로 727, 한국해양대학교 해양산업연구동 5층 501호 (동삼동)","49112","한국해양바이오클러스터","20201106151910","U","2020-11-08 02:40:00.0","식품첨가물제조업","390593.563077685","177284.095401433","식품첨가물제조업","","","","","","","","","","","","","","N","0","","","",
"43","식품첨가물제조업","07_22_12_P","3290000","3290000-108-2015-00001","20150402","","03","폐업","02","폐업","20180905","","","","","147.12","614803","부산광역시 부산진구 가야동 239번지 지하1층","부산광역시 부산진구 가야대로 546, 지하1층 (가야동)","47326","두원에프앤에프(F&F)","20180905131652","U","2018-09-05 23:59:59.0","식품첨가물제조업","385069.934142529","185718.843417062","식품첨가물제조업","","","","","상수도전용","","0","0","0","0","임대","","","N","88.52","","","",
"44","식품첨가물제조업","07_22_12_P","3300000","3300000-108-2011-00001","20101230","","03","폐업","02","폐업","20151002","","","","0515017300","32.40","607839","부산광역시 동래구 온천동 1159-1번지 센텀하이츠 202호","부산광역시 동래구 쇠미로 220 (온천동,센텀하이츠 202호)","47718","(주)세진바이오텍","20150608180306","I","2018-08-31 23:59:59.0","식품첨가물제조업","387948.121044819","191994.677295149","식품첨가물제조업","","","","","","","0","1","0","1","","","","N","0","","","",
"45","식품첨가물제조업","07_22_12_P","3310000","3310000-108-2019-00001","20191018","","03","폐업","02","폐업","20200820","","","","051 6112257","11.75","608835","부산광역시 남구 용호동 377-3 302호 일부","부산광역시 남구 용호로159번길 94, 부산시범공단 302호 (용호동)","48582","(주)광명생약 제2공장","20200820102305","U","2020-08-22 02:40:00.0","식품첨가물제조업","392880.268663129","181864.088029051","식품첨가물제조업","","","","","","","0","0","0","0","","","","N","0","","","",
"46","식품첨가물제조업","07_22_12_P","3320000","3320000-108-2017-00001","20170228","","03","폐업","02","폐업","20170502","","","","051 364 1466","244.62","616812","부산광역시 북구 금곡동 812-8번지 부산지식산업센터(1층 일부)","부산광역시 북구 효열로 111, 1(일부)층 (금곡동, 부산지식산업센터)","46508","(주)바이오웍스","20170502112405","I","2018-08-31 23:59:59.0","식품첨가물제조업","383119.482290882","197037.594569589","식품첨가물제조업","","","","","상수도전용","","0","0","0","0","","","","N","5.66","","","",
"47","식품첨가물제조업","07_22_12_P","3330000","3330000-108-2011-00002","19990528","","03","폐업","02","폐업","20040622","","","","0515458000","152.02","612806","부산광역시 해운대구 반송동 278-1   번지","","","(주)웰그린세제","20060818222941","I","2018-08-31 23:59:59.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","","5","6","5","","","","N","0","","","",
"48","식품첨가물제조업","07_22_12_P","3330000","3330000-108-2011-00003","20020412","","03","폐업","02","폐업","20050404","","","","0517315363","36.00","612823","부산광역시 해운대구 우동 1108-96  번지 일진빌딩 304호","","","(주)천우테크","20060818222941","I","2018-08-31 23:59:59.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","","","3","2","","","","N","0","","","",
"49","식품첨가물제조업","07_22_12_P","3330000","3330000-108-2011-00004","20030410","","03","폐업","02","폐업","20110624","","","","0515329900","44.00","612070","부산광역시 해운대구 석대동 549-1번지 외 4필지","","","(주)한정성","20101014230409","I","2018-08-31 23:59:59.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","","","","","","0","0","N","0","","","",
"50","식품첨가물제조업","07_22_12_P","3330000","3330000-108-2011-00001","20031205","","03","폐업","02","폐업","20041231","","","","0515230050","","","부산광역시 해운대구","","","(주)한정성","20060818222941","I","2018-08-31 23:59:59.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","0","0","0","0","","0","0","N","0","","","",
"51","식품첨가물제조업","07_22_12_P","3340000","3340000-108-2011-00003","19971101","","03","폐업","02","폐업","20060602","","","","0512621321","","","부산광역시 사하구","","","연개산업","20060818222941","I","2018-08-31 23:59:59.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","0","0","0","0","","0","0","N","0","","","",
"52","식품첨가물제조업","07_22_12_P","3340000","3340000-108-2011-00007","20020930","","03","폐업","02","폐업","20050722","","","","0512002380","64.00","604843","부산광역시 사하구 장림동 1037번지","","","씨제이(CJ)(주)","20090916070405","I","2018-08-31 23:59:59.0","식품첨가물제조업","380101.664479822","177863.674839855","식품첨가물제조업","","","","","","","","","","","","0","0","N","0","","","",
"53","식품첨가물제조업","07_22_12_P","3340000","3340000-108-2011-00005","19971101","","03","폐업","02","폐업","20060612","","","","0512621321","","","부산광역시 사하구","","","연개산업","20060818222941","I","2018-08-31 23:59:59.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","0","0","0","0","","0","0","N","0","","","",
"54","식품첨가물제조업","07_22_12_P","3340000","3340000-108-2011-00001","19980101","","03","폐업","02","폐업","20060602","","","","","","","부산광역시 사하구","","","기호화학공업(주)","20060818222941","I","2018-08-31 23:59:59.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","0","0","0","0","","0","0","N","0","","","",
"55","식품첨가물제조업","07_22_12_P","3340000","3340000-108-2011-00002","19990426","","03","폐업","02","폐업","20060602","","","","","","","부산광역시 사하구","","","유원코프","20060818222941","I","2018-08-31 23:59:59.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","0","0","0","0","","0","0","N","0","","","",
"56","식품첨가물제조업","07_22_12_P","3340000","3340000-108-2017-00001","20170327","","03","폐업","02","폐업","20211020","","","","051 2207667","20.40","604849","부산광역시 사하구 하단동 840","부산광역시 사하구 낙동대로550번길 37, 21동 305호 (하단동, 동아대학교 창업보육센터)","49315","(주)아미노피아","20211020151908","U","2021-10-22 02:40:00.0","식품첨가물제조업","379240.573215267","181413.478007094","식품첨가물제조업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"57","식품첨가물제조업","07_22_12_P","3350000","3350000-108-2020-00003","20200701","","03","폐업","02","폐업","20210513","","","","051 518 9983","22.40","609811","부산광역시 금정구 남산동 52-24","부산광역시 금정구 중앙대로 2066, 2층 (남산동)","46214","제이유메디칼","20210513145600","U","2021-05-15 02:40:00.0","식품첨가물제조업","390384.326584107","198598.098045752","식품첨가물제조업","","","","","상수도전용","","","","","","","","","N","0","","","",
"58","식품첨가물제조업","07_22_12_P","3350000","3350000-108-2011-00001","20070614","","03","폐업","02","폐업","20170703","","","","0215275852","344.66","609809","부산광역시 금정구 금사동 68-31번지 1층, 2층","부산광역시 금정구 개좌로 69 (금사동,1층, 2층)","46330","(주)엔씨시스템","20170703092942","I","2018-08-31 23:59:59.0","식품첨가물제조업","392212.158032624","193184.199591517","식품첨가물제조업","","","","","","","0","0","0","0","","0","0","N","30.49","","","",
"59","식품첨가물제조업","07_22_12_P","3350000","3350000-108-2011-00004","20110921","","03","폐업","02","폐업","20121217","","","","051 516 5048","79.38","609816","부산광역시 금정구 남산동 1001-46번지 두실로52-1","부산광역시 금정구 두실로 52-1 (남산동,두실로52-1)","46226","제일향료산업","20111004160055","I","2018-08-31 23:59:59.0","식품첨가물제조업","389818.952880792","197852.093229957","식품첨가물제조업","","","","","상수도전용","","0","0","0","0","임대","","","N","0","","","",
"60","식품첨가물제조업","07_22_12_P","3350000","3350000-108-2013-00001","20130802","","03","폐업","02","폐업","20200907","","","","","66.60","609809","부산광역시 금정구 금사동 67-16 2층일부","부산광역시 금정구 개좌로 63-1, 2층 (금사동, 일부)","46330","(주)상지기업","20200907174605","U","2020-09-09 02:40:00.0","식품첨가물제조업","392178.240932451","193141.139898497","식품첨가물제조업","","","","","","","0","0","0","0","","","","N","0","","","",
"61","식품첨가물제조업","07_22_12_P","3350000","3350000-108-2011-00002","19981126","","03","폐업","02","폐업","20060612","","","","0515255560","","","부산광역시 금정구","","","대우식품공업사","20060818222941","I","2018-08-31 23:59:59.0","식품첨가물제조업","","","식품첨가물제조업","","","","","","","0","0","0","0","","0","0","N","0","","","",
"62","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2014-00001","20140306","","03","폐업","02","폐업","20170904","","","","051 971 9780","263.42","618807","부산광역시 강서구 대저2동 2099-4번지","부산광역시 강서구 공항앞길51번길 38 (대저2동)","46720","(주)단비 바이오","20170904152143","I","2018-08-31 23:59:59.0","식품첨가물제조업","377845.877883642","188223.814408098","식품첨가물제조업","","","","","","","0","0","0","0","임대","","","N","20.62","","","",
"63","식품첨가물제조업","07_22_12_P","3360000","3360000-108-2016-00001","20160113","","03","폐업","02","폐업","20201027","","","","051 971 9780","60.50","618807","부산광역시 강서구 대저2동 2099-4","부산광역시 강서구 공항앞길51번길 38 (대저2동)","46720","(주)미라클코리아","20201028222059","U","2020-10-30 02:40:00.0","식품첨가물제조업","377845.877883642","188223.814408098","식품첨가물제조업","","","","","상수도전용","","0","0","0","0","임대","","","N","11.9","","","",
