"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","외국인전용유흥음식점업","07_24_03_P","3270000","CDFI3261031986000001","19860417","","01","영업/정상","13","영업중","","","","","051-467-0600","","601829","부산광역시 동구 초량동 493","부산광역시 동구 대영로243번길 89-1 (초량동)","","허리웃","20210303092602","U","2021-03-05 02:40:00.0","","385843.631934651","181550.096766175","외국인전용유흥음식점업","관광사업","","","","","","","","","","","","","","","","","","","","205","","","","","","","","","","","","","205",
"12","외국인전용유흥음식점업","07_24_03_P","3270000","CDFI3261031989000001","19890901","","01","영업/정상","13","영업중","","","","","051-467-3604","","","부산광역시 동구 초량동 489-1","부산광역시 동구 대영로243번길 97 (초량동)","48816","라스베가스","20210218110433","U","2021-02-20 02:40:00.0","","385867.44613985","181579.737753923","외국인전용유흥음식점업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13","외국인전용유흥음식점업","07_24_03_P","3270000","CDFI3261031989000002","19890901","","01","영업/정상","13","영업중","","","","","051-468-7090","","","부산광역시 동구 초량동 1207-16","부산광역시 동구 대영로243번길 92 (초량동)","48816","런던","20210218110505","U","2021-02-20 02:40:00.0","","385867.180611189","181544.04949419","외국인전용유흥음식점업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"14","외국인전용유흥음식점업","07_24_03_P","3270000","CDFI3261032000000001","20000608","","01","영업/정상","13","영업중","","","","","051-467-3604","","","부산광역시 동구 초량동 500-1","부산광역시 동구 대영로243번길 73-3 (초량동)","48816","마닐라","20210303092534","U","2021-03-05 02:40:00.0","","385796.285696908","181487.133649002","외국인전용유흥음식점업","","","","","","","","","","","","MANILA","A PLEASURE RESTAURANT
 FOR A FOREIGNER","","","","","","","","","","","","","","","","","","","","","",
"15","외국인전용유흥음식점업","07_24_03_P","3270000","CDFI3261032001000001","20010118","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 486-2","부산광역시 동구 대영로243번길 101 (초량동)","48816","보라카이","20210218110541","U","2021-02-20 02:40:00.0","","385881.692762979","181600.35569243","외국인전용유흥음식점업","관광사업","","","","","","","","","","","BORACAY","A PLEASURE RESTAURANT FOR A FOREIGNER","","","","","","","","","","","","","","","","","","","","","",
"16","외국인전용유흥음식점업","07_24_03_P","3270000","CDFI3261032001000002","20010906","","01","영업/정상","13","영업중","","","","","051-469-6745","","","부산광역시 동구 초량동 1208-14","부산광역시 동구 대영로243번길 74 (초량동)","48816","하바나","20210303092400","U","2021-03-05 02:40:00.0","","385825.354344479","181474.802526519","외국인전용유흥음식점업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"17","외국인전용유흥음식점업","07_24_03_P","3270000","CDFI3261032002000001","20021021","","01","영업/정상","13","영업중","","","","","051-468-0091","","","부산광역시 동구 초량동 486-2","부산광역시 동구 대영로243번길 101 (초량동)","48816","파라다이스","20210303092617","U","2021-03-05 02:40:00.0","","385881.692762979","181600.35569243","외국인전용유흥음식점업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70000000","","","","",
"18","외국인전용유흥음식점업","07_24_03_P","3270000","CDFI3261032015000002","20151217","","01","영업/정상","13","영업중","","","","","051-467-3604","","","부산광역시 동구 초량동 500-1","부산광역시 동구 대영로243번길 73-3, 2층 (초량동)","48816","발리","20210218105943","U","2021-02-20 02:40:00.0","","385796.285696908","181487.133649002","외국인전용유흥음식점업","","","","","","","","","","","","dffff","","","","","","","","","109.26","","","","","","","","","","","","","109",
"19","외국인전용유흥음식점업","07_24_03_P","3270000","CDFI3261032018000001","20180118","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 493번지","부산광역시 동구 대영로243번길 89, 2층 (초량동)","48816","킹스","20180118165656","I","2018-08-31 23:59:59.0","","385843.631934651","181550.096766175","외국인전용유흥음식점업","","","","","","","","","","","","Kings","A pleasure restaurant for a foreigner","","","","","","","","","","","","","","","","","60000000","","","","",
"20","외국인전용유흥음식점업","07_24_03_P","3270000","CDFI3261032013000002","20130710","","01","영업/정상","13","영업중","","","","","051-467-3604","","601829","부산광역시 동구 초량동 500-1","부산광역시 동구 대영로243번길 73-3 (초량동)","48816","모니카","20210303092444","U","2021-03-05 02:40:00.0","","385796.285696908","181487.133649002","외국인전용유흥음식점업","","일반상업지역","6","","","","","6","1","","","MONIKA","A PLEASURE RESTAURANT FOR A FOREIGNER","","","","","","","","135","","","","","","","","","","","","","135",
"21","외국인전용유흥음식점업","07_24_03_P","3330000","CDFI3261032010000001","20100803","","03","폐업","03","폐업","20140611","","","","","","612021","부산광역시 해운대구 우동 626-14 번지 스카이비치빌딩 3층","부산광역시 해운대구 해운대로570번길 55, 3층 (우동, 스카이비치빌딩)","612821","마닐라","20140611174534","I","2018-08-31 23:59:59.0","","396749.296703945","186683.351832463","외국인전용유흥음식점업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"22","외국인전용유흥음식점업","07_24_03_P","3330000","CDFI3261032012000001","20120417","","03","폐업","03","폐업","20190702","","","","","","612031","부산광역시 해운대구 좌동 1461-7번지 영진파스타 901-3호","부산광역시 해운대구 세실로 87, 901-3호 (좌동, 영진파스타)","48106","원세라돈 관광클럽","20190703095203","U","2019-07-05 02:40:00.0","","398174.624215816","188059.461989621","외국인전용유흥음식점업","","중심상업지역","","","","","근린생활시설","","","","","","","","","","","","","","192.03","","","","","","","","","","","","","192",
"23","외국인전용유흥음식점업","07_24_03_P","3350000","CDFI3261032014000001","20141010","","03","폐업","03","폐업","20151216","","","","525-7988","","609850","부산광역시 금정구 서동 207-8번지","부산광역시 금정구 서동로 197-1 (서동)","609850","맨하탄나이트","20151216150958","I","2018-08-31 23:59:59.0","","391898.139086054","192600.561280462","외국인전용유흥음식점업","","일반상업지역","4","유흥업소밀집지역","","","","4","1","","","MANHATTAN NIGHT","","","","","","","","","418.65","","","","","","","","","","","","","419",
"24","외국인전용유흥음식점업","07_24_03_P","3370000","CDFI3261032012000001","20120928","","03","폐업","03","폐업","20130401","","","","852-7886","","611822","부산광역시 연제구 연산동 729-10번지","부산광역시 연제구 고분로 5, 5층 (연산동)","611822","미수다","20130402132821","I","2018-08-31 23:59:59.0","","389661.805902912","189409.714058802","외국인전용유흥음식점업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000000","","","","",
"25","외국인전용유흥음식점업","07_24_03_P","3390000","CDFI3261032002000001","20021010","","03","폐업","03","폐업","20051115","","","","324-1003","","617809","부산광역시 사상구 괘법동 559-7번지","부산광역시 사상구 광장로 62  (괘법동)","","뉴토피아나이트크럽","20051116132936","I","2018-08-31 23:59:59.0","","380625.391364589","186530.255912963","외국인전용유흥음식점업","관광사업","","","","","","","","","","","Utopia NightClub","Amusement spot of foreigners only","","","","","","","","270","","","","","","","","","","","","","270",
