"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","국내여행업","03_12_01_P","3250000","CDFI2260012000000008","20001024","","03","폐업","03","폐업","20200318","","","","247-1122","","","부산광역시 중구 부평동2가 68-4번지","부산광역시 중구 흑교로 18 (부평동2가)","48977","(주)뉴태평양여행사","20200318155253","U","2020-03-20 02:40:00.0","","384598.903964711","179879.997494786","국내여행업","관광사업","","","","","한국관광협회","","","","","","","","","","","","","","","","","","","","","","","","","20190625","20200625","","",
"12","국내여행업","03_12_01_P","3250000","CDFI2260012007000011","20071018","","03","폐업","03","폐업","20071101","","","","463-5585","","600811","부산광역시 중구 영주동 31-13번지","부산광역시 중구 대영로 245  (영주동)","","해정여행사","20071101133817","I","2018-08-31 23:59:59.0","","385692.204059399","181148.902568855","국내여행업","관광사업","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"13","국내여행업","03_12_01_P","3250000","CDFI2260012007000012","20071030","","03","폐업","03","폐업","20110422","","","","051-465-7111","","600013","부산광역시 중구 중앙동3가 1번지 부산우체국보험회관 9층","부산광역시 중구 중앙대로 63  (중앙동3가,부산우체국보험회관 9층)","","(주)조이로드","20110425134240","I","2018-08-31 23:59:59.0","","385561.650139456","180152.738082365","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20091029","20101028","","",
"14","국내여행업","03_12_01_P","3250000","CDFI2260011998000004","19980409","","03","폐업","03","폐업","20041229","","","","462-9696","","600814","부산광역시 중구 중앙동4가 89-2번지","부산광역시 중구 중앙대로 96  (중앙동4가)","","(주)젊은여행사블루","20041229172048","I","2018-08-31 23:59:59.0","","385614.928477875","180471.183034331","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"15","국내여행업","03_12_01_P","3250000","CDFI2260011998000007","19981218","","03","폐업","03","폐업","20220210","","","","051-465-1005","","","부산광역시 중구 중앙동4가 78-18 205호","부산광역시 중구 충장대로9번길 45, 삼호빌딩 205호 (중앙동4가)","48936","(주)상록수관광","20220210163252","U","2022-02-12 02:40:00.0","","385763.242540642","180822.631765641","국내여행업","관광사업","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20210228","20220227","","0",
"16","국내여행업","03_12_01_P","3250000","CDFI2260011990000001","19900802","","03","폐업","03","폐업","20031217","","","","466-3131","","600815","부산광역시 중구 중앙동4가 37-16번지 동아제일빌딩 604호","부산광역시 중구 중앙대로81번길 9,  604호 (중앙동4가,동아제일빌딩)","","(주)삼일여행사","20031217150202","I","2018-08-31 23:59:59.0","","385473.576409934","180297.978228551","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"17","국내여행업","03_12_01_P","3250000","CDFI2260011999000005","19990914","","03","폐업","03","폐업","20070704","","","","246-8111","","600012","부산광역시 중구 중앙동2가 6번지","부산광역시 중구 중앙대로 45  (중앙동2가)","","(주)두산항공여행사","20100120170427","I","2018-08-31 23:59:59.0","","385590.032250697","179969.697686516","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"18","국내여행업","03_12_01_P","3250000","CDFI2260011999000006","19990416","","03","폐업","03","폐업","20220119","","","","051-718-1802","","600101","부산광역시 중구 대창동1가 51 중앙빌딩5층6호","부산광역시 중구 해관로 89, 5층 (대창동1가, 중앙빌딩)","48924","(주)토마스투어","20220119143050","U","2022-01-21 02:40:00.0","","385507.640529964","180548.792611588","국내여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","150000000","20210416","20220415","","0",
"19","국내여행업","03_12_01_P","3250000","CDFI2260011986000001","19861025","","03","폐업","03","폐업","20071102","","","","465-1191","","600815","부산광역시 중구 중앙동4가 53-30번지","부산광역시 중구 중앙대로81번길 2  (중앙동4가)","","(주)팔성관광(공동대표:서창원,서광원)","20071102105841","I","2018-08-31 23:59:59.0","","385556.34148559","180343.213567755","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"20","국내여행업","03_12_01_P","3250000","CDFI2260011991000002","19910325","","03","폐업","03","폐업","20220303","","","","051-463-0034","","","부산광역시 중구 중앙동4가 55-6","부산광역시 중구 중앙대로93번길 3, 2층 (중앙동4가)","48929","(주)대륙항공여행사","20220303141447","U","2022-03-05 02:40:00.0","","385534.479524057","180422.917954098","국내여행업","관광사업","","0","","","한국관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20210522","20220522","","0",
"21","국내여행업","03_12_01_P","3250000","CDFI2260011992000001","19920922","","03","폐업","03","폐업","20060224","","","","242-9100","","600819","부산광역시 중구 창선동2가 12-1번지","부산광역시 중구 광복로37번길 3-3  (창선동2가)","","(주)대웅관광여행사","20060224161140","I","2018-08-31 23:59:59.0","","384948.117398875","179729.33069492","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"22","국내여행업","03_12_01_P","3250000","CDFI2260011992000002","19920701","","03","폐업","03","폐업","20060913","","","","466-8448","","600100","부산광역시 중구 대창동2가 32-4번지 성림빌딩2층","부산광역시 중구 중앙대로 141  (대창동2가,성림빌딩2층)","","(주)센츄리항공여행사","20100120170253","I","2018-08-31 23:59:59.0","","385660.958071263","180904.603426922","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"23","국내여행업","03_12_01_P","3250000","CDFI2260011996000001","19961210","","03","폐업","03","폐업","20150206","","","","465-3553","","600815","부산광역시 중구 중앙동4가 58-1번지","부산광역시 중구 해관로 82  (중앙동4가)","","(주)금선여행사","20150206155340","I","2018-08-31 23:59:59.0","","385527.459617321","180453.168529648","국내여행업","관광사업","","","","","한국관광협회","","","","","","","","","","","","","","","","","","","","","","","","","20131209","20141209","","",
"24","국내여행업","03_12_01_P","3250000","CDFI2260011996000003","19960530","","03","폐업","03","폐업","20030728","","","","466-1189","","600815","부산광역시 중구 중앙동4가 28-12번지","부산광역시 중구 중앙대로 79  (중앙동4가)","","(주)누보하나","20030728155408","I","2018-08-31 23:59:59.0","","385563.550382368","180299.896362017","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"25","국내여행업","03_12_01_P","3250000","CDFI2260011997000002","19970612","","03","폐업","03","폐업","20050221","","","","441-0617","","600816","부산광역시 중구 중앙동4가 78-1번지 제일빌딩 303호","부산광역시 중구 충장대로5번길 58,  303호 (중앙동4가,제일빌딩)","","(주)피티투어","20050221174214","I","2018-08-31 23:59:59.0","","385772.491863963","180917.659376627","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"26","국내여행업","03_12_01_P","3250000","CDFI2260011997000004","19971024","","03","폐업","03","폐업","20171205","","","","468-7555","","600100","부산광역시 중구 대창동2가 11-7번지","부산광역시 중구 중앙대로 151 (대창동2가)","","(주)남태평양관광","20171207132218","I","2018-08-31 23:59:59.0","","385690.604080383","181000.887016394","국내여행업","관광사업","","","","","한국관광협회","","","","","","","","","","","","","","","","","","","","","","","","","20161026","20171026","","",
"27","국내여행업","03_12_01_P","3250000","CDFI2260011997000005","19970219","","03","폐업","03","폐업","20040127","","","","462-9115","","600815","부산광역시 중구 중앙동4가 37-16번지 동아제일빌딩 1302호","부산광역시 중구 중앙대로81번길 9,  1302호 (중앙동4가,동아제일빌딩)","","(주)골드투어","20040128103612","I","2018-08-31 23:59:59.0","","385473.576409934","180297.978228551","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"28","국내여행업","03_12_01_P","3250000","CDFI2260012000000009","20001030","","03","폐업","03","폐업","20111028","","","","242-8686","","600804","부산광역시 중구 부평동1가 1-1번지","부산광역시 중구 대청로 72  (부평동1가)","","(주)토성항공여행사","20111028152030","I","2018-08-31 23:59:59.0","","384817.217262562","180075.413635129","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20101030","20111029","","",
"29","국내여행업","03_12_01_P","3250000","CDFI2260012001000001","20010106","","03","폐업","03","폐업","20060530","","","","463-7771","","600815","부산광역시 중구 중앙동4가 37-16번지 동아제일빌딩 803호","부산광역시 중구 중앙대로81번길 9  (중앙동4가,동아제일빌딩 803호)","","(주)그랜드항공","20060530145407","I","2018-08-31 23:59:59.0","","385473.576409934","180297.978228551","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"30","국내여행업","03_12_01_P","3250000","CDFI2260012001000003","20010418","","03","폐업","03","폐업","20060418","","","","464-2345","","600816","부산광역시 중구 중앙동4가 76-2번지 동암빌딩1층","부산광역시 중구 대영로 258  (중앙동4가,동암빌딩1층)","","(주)파트너투어","20060418151504","I","2018-08-31 23:59:59.0","","385793.911452194","181071.894844116","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"31","국내여행업","03_12_01_P","3250000","CDFI2260012001000004","20010511","","03","폐업","03","폐업","20060608","","","","463-7878","","600100","부산광역시 중구 대창동2가 34-2번지","부산광역시 중구 중앙대로 137-1  (대창동2가)","","(주)유성항공여행사","20060608171603","I","2018-08-31 23:59:59.0","","385652.245831874","180878.219022115","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"32","국내여행업","03_12_01_P","3250000","CDFI2260012001000006","20010713","","03","폐업","03","폐업","20040723","","","","256-9406","","600804","부산광역시 중구 부평동1가 30-3번지","부산광역시 중구 중구로 27-1  (부평동1가)","","(주)동경여행사","20040723135632","I","2018-08-31 23:59:59.0","","384814.654044283","179798.234876519","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"33","국내여행업","03_12_01_P","3250000","CDFI2260012002000005","20020517","","03","폐업","03","폐업","20070426","","","","465-4000","","600100","부산광역시 중구 대창동1가 51번지 중앙빌딩 706호","부산광역시 중구 해관로 89,  706호 (대창동1가,중앙빌딩)","","(주)비치","20070426094124","I","2018-08-31 23:59:59.0","","385507.640529964","180548.792611588","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"34","국내여행업","03_12_01_P","3250000","CDFI2260012002000009","20021017","","03","폐업","03","폐업","20051027","","","","466-1800","","600013","부산광역시 중구 중앙동3가 1번지 부산우체국 보험회관12층","부산광역시 중구 중앙대로 63  (중앙동3가,부산우체국 보험회관12층)","","(주)제이투여행사","20051027131812","I","2018-08-31 23:59:59.0","","385561.650139456","180152.738082365","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"35","국내여행업","03_12_01_P","3250000","CDFI2260012002000012","20021209","","03","폐업","03","폐업","20060519","","","","637-6200","","600815","부산광역시 중구 중앙동4가 36-14번지 반도빌딩 311호","부산광역시 중구 해관로 65,  311호 (중앙동4가,반도빌딩)","","(주)이지월드여행사","20060519141706","I","2018-08-31 23:59:59.0","","385502.492319657","180297.579330876","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"36","국내여행업","03_12_01_P","3250000","CDFI2260012003000002","20030306","","03","폐업","03","폐업","20080115","","","","465-1800","","600093","부산광역시 중구 대청동3가 8-2번지","부산광역시 중구 대청로 81-1  (대청동3가)","","(주)에스케이항공여행사","20080115102823","I","2018-08-31 23:59:59.0","","384923.959844879","180106.151273761","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"37","국내여행업","03_12_01_P","3250000","CDFI2260012008000003","20080804","","03","폐업","03","폐업","20120814","","","","051-466-1800","","600013","부산광역시 중구 중앙동3가 1번지 부산우체국 보험회관 12층","부산광역시 중구 중앙대로 63  (중앙동3가,부산우체국 보험회관 12층)","","(주)제이투여행사","20120814125847","I","2018-08-31 23:59:59.0","","385561.650139456","180152.738082365","국내여행업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150000000","20100804","20110804","","",
"38","국내여행업","03_12_01_P","3250000","CDFI2260012011000002","20110407","","03","폐업","03","폐업","20140410","","","","468-2121","","600814","부산광역시 중구 중앙동4가 23-1번지 노블리안2 지하 102호","부산광역시 중구 중앙대로 80, 지하층 102호 (중앙동4가)","600814","(주)두리여행사","20140414113652","I","2018-08-31 23:59:59.0","","385630.742187332","180306.821082315","국내여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","90000000","20130411","20140410","","",
"39","국내여행업","03_12_01_P","3250000","CDFI2260012017000007","20170630","","03","폐업","03","폐업","20220224","","","","051-463-0005","","","부산광역시 중구 대창동1가 51","부산광역시 중구 해관로 89, 로비층 3호 (대창동1가, 부산중앙빌딩)","48924","(주)빅프라임투어","20220224160429","U","2022-02-26 02:40:00.0","","385507.640529964","180548.792611588","국내여행업","","","0","","","서울보증보험","사무실","0","0","0","0","","","0","0","","0","0","","0","82.5","","0","","","","","","","100000000","20210707","20220706","","83",
"40","국내여행업","03_12_01_P","3250000","CDFI2260012009000003","20081215","","03","폐업","03","폐업","20091217","","","","758-5612","","","부산광역시 중구 대창동1가 54-67번지 부원아파트2-7","부산광역시 중구 중앙대로115번길 1-6  (대창동1가,부원아파트2-7)","","(주)경윤운수","20091217154043","I","2018-08-31 23:59:59.0","","385544.772444246","180648.03280747","국내여행업","관광사업","","","","","서울보증보험","사무실","","","","","","","","","","","","","","33.06","","","","","","","","","100000000","20081218","20091217","","33",
"41","국내여행업","03_12_01_P","3250000","CDFI2260012009000004","20090702","","03","폐업","03","폐업","20180720","","","","245-0114","","600022","부산광역시 중구 동광동2가 8-1번지 덕창빌딩 305호","부산광역시 중구 광복로97번길 17 (동광동2가,덕창빌딩 305호)","","(주)색동투어","20180806163022","I","2018-08-31 23:59:59.0","","385475.41401114","179789.291307195","국내여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","50000000","20170702","20180701","","",
"42","국내여행업","03_12_01_P","3250000","CDFI2260012009000006","20090803","","03","폐업","03","폐업","20100615","","","","1577-1226","","600101","부산광역시 중구 대창동1가 51번지 중앙빌딩 5층","부산광역시 중구 해관로 89  (대창동1가,중앙빌딩 5층)","","(주)비투비투어(B2B)","20100616140150","I","2018-08-31 23:59:59.0","","385507.640529964","180548.792611588","국내여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150000000","","","","",
"43","국내여행업","03_12_01_P","3250000","CDFI2260012010000001","20100211","","03","폐업","03","폐업","20120210","","","","","","600014","부산광역시 중구 중앙동4가 36-14번지 반도빌딩 805호","부산광역시 중구 해관로 65  (중앙동4가,반도빌딩 805호)","","(주)에이에이치엔-AHN","20120210165900","I","2018-08-31 23:59:59.0","","385502.492319657","180297.579330876","국내여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000000","20110217","20120217","","",
"44","국내여행업","03_12_01_P","3250000","CDFI2260012010000002","20100406","","03","폐업","03","폐업","20140407","","","","465-9696","","600725","부산광역시 중구 중앙동4가 83-5번지 STX부산빌딩1203호","부산광역시 중구 중앙대로 102  (중앙동4가,STX부산빌딩1203호)","","(주)제이 여행","20140407150828","I","2018-08-31 23:59:59.0","","385606.581749269","180536.052576311","국내여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","100000000","20130406","20140405","","",
"45","국내여행업","03_12_01_P","3250000","CDFI2260012010000003","20100903","","03","폐업","03","폐업","20120117","","","","051-246-8500","","600031","부산광역시 중구 광복동1가 31-2번지","부산광역시 중구 광복로 91-1  (광복동1가)","","(주)하이스트관광","20120117172756","I","2018-08-31 23:59:59.0","","385481.444003743","179639.585205506","국내여행업","","","","","","한국관광협회","","","","","","","","","","","","","","","","","","","","","","","","30000000","20110903","20120903","","",
"46","국내여행업","03_12_01_P","3250000","CDFI2260012016000008","20160422","","03","폐업","03","폐업","20180930","","","","051-714-0583","","","부산광역시 중구 대창동2가 29-1번지","부산광역시 중구 중앙대로 145 (대창동2가)","48924","(주)투어피스","20181005095925","U","2018-10-07 02:36:11.0","","385676.22672246","180949.186545775","국내여행업","","","","","","한국관광협회","","","","","","","","","","","","","","","","","","","","","","","","","20170926","20180926","","",
"47","국내여행업","03_12_01_P","3250000","CDFI2260012016000009","20130823","","03","폐업","03","폐업","20171016","","","","051-518-3512","","","부산광역시 중구 중앙동3가 11-2번지","부산광역시 중구 해관로 53, 203호 (중앙동3가)","48931","에브리데이","20171017085344","I","2018-08-31 23:59:59.0","","385511.796407178","180180.117145739","국내여행업","","일반상업지역","11","주택가주변","","서울보증보험","사무실","10","1","","","","","","","","","","","","24.48","","","","","","","","","106000000","20170826","20180825","","24",
"48","국내여행업","03_12_01_P","3250000","CDFI2260012011000007","20110518","","03","폐업","03","폐업","20130501","","","","462-1747","","600101","부산광역시 중구 대창동1가 26-1번지 서진빌딩 2층","부산광역시 중구 중앙대로 113 (대창동1가,서진빌딩 2층)","","(주)윈하나로투어","20140516084944","I","2018-08-31 23:59:59.0","","385571.949003518","180640.285753139","국내여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","90000000","20140518","20150517","","",
"49","국내여행업","03_12_01_P","3250000","CDFI2260012011000009","20111010","","03","폐업","03","폐업","20121024","","","","051-809-8866","","600810","부산광역시 중구 영주동 60-18번지 2층","부산광역시 중구 초량상로 3 (영주동)","600110","(주)뉴테마 투어클럽","20121025090007","I","2018-08-31 23:59:59.0","","385456.276301092","181159.992414157","국내여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150000000","20111018","20121017","","",
"50","국내여행업","03_12_01_P","3250000","CDFI2260012017000002","20170117","","03","폐업","03","폐업","20220204","","","","051-807-6625","","","부산광역시 중구 창선동1가 14-2","부산광역시 중구 광복로 43, 5층 (창선동1가)","48947","유유투어 주식회사","20220204125800","U","2022-02-06 02:40:00.0","","385016.604748725","179699.072537973","국내여행업","","","","","","서울보증보험","근린생활시설","","","","","","","","","","","","","","98","","","","","","","","","45000000","20210206","20220205","","98",
"51","국내여행업","03_12_01_P","3250000","CDFI2260012017000004","20170412","","03","폐업","03","폐업","20180405","","","","051 907 1225","","","부산광역시 중구 대창동2가 29-1번지 3층 내일빌딩","부산광역시 중구 중앙대로 145, 3층 (대창동2가, 내일빌딩)","48924","와이에스투어","20180405100139","I","2018-08-31 23:59:59.0","","385676.22672246","180949.186545775","국내여행업","","","","","","서울보증보험","사무실","","","","","","","","","","","","","","30.6","","","","","","","","","46185699","20170412","20180411","","31",
"52","국내여행업","03_12_01_P","3250000","CDFI2260012017000006","20140702","","03","폐업","03","폐업","20180710","","","","051-254-2420","","","부산광역시 중구 보수동1가 64-16번지","부산광역시 중구 법수길 17 (보수동1가)","48959","(주)핑크로더","20180710153918","I","2018-08-31 23:59:59.0","","384643.222948012","180293.053073244","국내여행업","","일반주거지역","2","기타","","서울보증보험","근린생활시설","","","","","","","","","","","","","","78.13","","","","","","","","","31000000","20170701","20180701","","78",
"53","국내여행업","03_12_01_P","3250000","CDFI2260012017000009","20170725","","03","폐업","03","폐업","20220526","","","","","","","부산광역시 중구 중앙동4가 23-1 1303호","부산광역시 중구 중앙대로 80, 1303호 (중앙동4가, 노블리안2)","48941","수트래블","20220526110031","U","2022-05-28 02:40:00.0","","385630.742187332","180306.821082315","국내여행업","","","","","","서울보증보험","사무실","","","","","","","","","","","","","","27.48","","","","","","","","","45000000","20200816","20210815","","27",
"54","국내여행업","03_12_01_P","3250000","CDFI2260012017000010","20170725","","03","폐업","03","폐업","20180112","","","","051 242 6685","","","부산광역시 중구 동광동1가 4-1번지 303호","부산광역시 중구 광복로97번길 10, 303호 (동광동1가)","48955","태짱투어","20180112174705","I","2018-08-31 23:59:59.0","","385539.733638052","179734.354378629","국내여행업","","","","","","서울보증보험","근린생활시설","","","","","","","","","","","","","","","","","","","","","","","19342366","20170811","20180810","","",
"55","국내여행업","03_12_01_P","3250000","CDFI2260012017000011","20170801","","03","폐업","03","폐업","20211005","","","","051-464-1700","","","부산광역시 중구 중앙동3가 14-11","부산광역시 중구 대청로141번길 3, 4층 (중앙동3가)","48931","(주)투어땅","20211006101135","U","2021-10-08 02:40:00.0","","385491.762490074","180126.763181102","국내여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","60000000","20200611","20210610","","",
"56","국내여행업","03_12_01_P","3250000","CDFI2260012017000013","20171207","","03","폐업","03","폐업","20190701","","","","","","","부산광역시 중구 중앙동6가 20-33번지","부산광역시 중구 중앙대로 31-1, 2층 (중앙동6가)","48957","(주)다복여행사","20200130150237","U","2020-02-01 02:40:00.0","","385602.625935817","179829.813377155","국내여행업","","","","","","한국관광협회","","","","","","","","","","","","","","","","","","","","","","","","45000000","20190102","20200102","","",
"57","국내여행업","03_12_01_P","3250000","CDFI2260012009000002","20051027","","03","폐업","03","폐업","20220119","","","","051-441-9114","","","부산광역시 중구 대청동3가 20 905호","부산광역시 중구 대청로 80, 905호 (대청동3가)","48946","(주)서광여행사","20220119143739","U","2022-01-21 02:40:00.0","","384893.634546496","180069.338251171","국내여행업","관광사업","근린상업지역","","기타","","한국관광협회","근린생활시설","9","","","","SEOKWANG Travel","Domestic Travel Industry","","","","","","","","55","","","","","","","","","150000000","20210615","20220615","","55",
