"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","사무소전화번호","사업장전화번호",
"11","계량기수리업","09_28_01_P","3300000","2008330006406500001","19881107","","01","영업/정상","01","영업중","","","","","005105056561","","607120","부산광역시 동래구 사직동 156번지 58호","부산광역시 동래구 여고로91번길 8 (사직동)","607818","대성계량공사","20151204152145","I","2021-09-24 00:22:48.0","","388756.073839327","190674.40942562","","005105056561",
"12","계량기수리업","09_28_01_P","3300000","2012330007906500001","20120315","","03","폐업","03","폐업","20170411","","","","051 552 5107","","607030","부산광역시 동래구 칠산동 215번지 5호","부산광역시 동래구 충렬대로271번길 60 (칠산동)","607030","하나로ENG","20170411092129","I","2021-09-24 00:22:48.0","","390218.849623812","191358.18675444","","051 552 5107",
"13","계량기수리업","09_28_01_P","3300000","2008330006406500004","20040129","","03","폐업","03","폐업","20090710","","","","051  5279833","","607110","부산광역시 동래구 명장동 140번지 116호","부산광역시 동래구 명안로 70 (명장동)","607810","일성계량공사","20111118134628","I","2021-09-24 00:22:48.0","","391561.428507101","191307.388986511","","051  5279833",
"14","계량기수리업","09_28_01_P","3300000","2008330006406500003","19980203","","03","폐업","03","폐업","20100802","","","","05105037891","","607120","부산광역시 동래구 사직동 158번지 48호","부산광역시 동래구 여고로 121 (사직동)","607813","대성주유기","20111118134757","I","2021-09-24 00:22:48.0","","388992.024374537","190823.871330527","","05105037891",
"15","계량기수리업","09_28_01_P","3310000","1999331001606500001","19990831","","01","영업/정상","01","영업중","","","","","051 6318185","","","부산광역시 남구 문현동 252번지 21  호","부산광역시 남구 지게골로 101-22 (문현동)","608828","(주)대림시스템","20200812133730","I","2021-09-24 00:22:48.0","","388930.51801257","183758.525013905","","051 6318185",
"16","계량기수리업","09_28_01_P","3310000","1973331008206500001","19730306","","01","영업/정상","01","영업중","","","","","051 632 1326","","608828","부산광역시 남구 문현4동 250번지 4호","부산광역시 남구 수영로 52 (문현동)","608828","동해저울","20120206112305","I","2021-09-24 00:22:48.0","","388880.686541919","183820.880893151","","051 632 1326",
"17","계량기수리업","09_28_01_P","3320000","2011332008806500001","20111222","","01","영업/정상","01","영업중","","","","","051 865 5702","","616110","부산광역시 북구 만덕동 376번지 26호","부산광역시 북구 만덕2로17번길 42 (만덕동)","616827","남경ENG","20120314155630","I","2021-09-24 00:22:48.0","","385674.391969959","192196.307492938","","051 865 5702",
"18","계량기수리업","09_28_01_P","3320000","2007332007906500005","19980421","","01","영업/정상","01","영업중","","","","","051 341 9593","","616110","부산광역시 북구 만덕동 산 19번지 5호","부산광역시 북구 만덕대로 327 (만덕동)","616824","금성공사","20170330113728","I","2021-09-24 00:22:48.0","","385673.236619238","192353.375459059","","051 341 9593",
"19","계량기수리업","09_28_01_P","3320000","2007332007906500006","19911019","","03","폐업","03","폐업","20100910","","","","051 341 1364","","616110","부산광역시 북구 만덕동 465번지 2호","부산광역시 북구 구만덕로 58 (만덕동)","616827","GMS","20111118112736","I","2021-09-24 00:22:48.0","","385977.414800461","192547.766868736","","051 341 1364",
"20","계량기수리업","09_28_01_P","3320000","2004332005906500001","20041215","","03","폐업","03","폐업","20051017","","","","051 342 6214","","","부산광역시 북구 만덕동 834번지 주공복합상가 rk 103","부산광역시 북구 덕천로276번길 32-17 (만덕동)","616781","라인eng","20111118112939","I","2021-09-24 00:22:48.0","","","","","051 342 6214",
"21","계량기수리업","09_28_01_P","3320000","1984332007206500004","19840816","","03","폐업","03","폐업","20110908","","","","051 333 3272","","616092","부산광역시 북구 구포동 915번지 10호","부산광역시 북구 백양대로1036번길 5-3 (구포동)","616806","제이코","20111118113111","I","2021-09-24 00:22:48.0","","381731.713442444","190571.587989136","","051 333 3272",
"22","계량기수리업","09_28_01_P","3330000","2014333010306500001","20140514","","01","영업/정상","01","영업중","","","","","0515581334","","612063","부산광역시 해운대구 반여동 614번지 3호","부산광역시 해운대구  삼어로91번길  122-7 (반여동)","612063","(주)아이티시스","20201005173100","I","2021-09-24 00:22:48.0","","392630.646833184","192146.212835012","","0515581334",
"23","계량기수리업","09_28_01_P","3340000","2012334008006500002","20120710","","01","영업/정상","01","영업중","","","","","0512922211","","604812","부산광역시 사하구 괴정1동 493번지 9호","부산광역시 사하로 133-1","604812","영일저울상사","20120710095718","I","2021-09-24 00:22:48.0","","381644.076118645","179011.815337991","","0512922211",
"24","계량기수리업","09_28_01_P","3340000","2010334006606500002","20101027","","01","영업/정상","01","영업중","","","","","2651146","","604823","부산광역시 사하구 다대1동 933번지 14호","부산광역시 사하구 윤공단로14번길 74 (다대동)","604823","진영계기(저울)","20111030142653","I","2021-09-24 00:22:48.0","","379689.915669981","174995.655965252","","2651146",
"25","계량기수리업","09_28_01_P","3340000","1995334006606500001","19951030","","01","영업/정상","01","영업중","","","","","0512660655","","604842","부산광역시 사하구 장림1동 1079번지 2호","부산광역시 사하구 장림로93번길 76 (장림동)","604842","하나산업","20120208112851","I","2021-09-24 00:22:48.0","","377960.6634525","177195.783535066","","0512660655",
"26","계량기수리업","09_28_01_P","3340000","1981334008006500021","19810821","","01","영업/정상","01","영업중","","","","","005102628952","","","부산광역시 사하구 구평동 106번지 영생비치맨션상가 11호","부산광역시 사하구 을숙도대로 741 (구평동, 영생비치맨션)","49396","현대계량공사","20160330154701","I","2021-09-24 00:22:48.0","","381028.22535882","178118.531453892","","005102628952",
"27","계량기수리업","09_28_01_P","3350000","2013335008706500001","20130927","","01","영업/정상","01","영업중","","","","","051 462 1886","","","","부산광역시 금정구 남산로 5 (남산동)","609814","주식회사 성한","20140707175028","I","2021-09-24 00:22:48.0","","390262.110820428","198372.794769242","","051 462 1886",
"28","계량기수리업","09_28_01_P","3350000","2010335008006500001","20100202","","01","영업/정상","01","영업중","","","","","757 8050","","609817","부산광역시 금정구 부곡3동 221번지 8호","부산광역시 금정구 기찰로 67 (부곡동)","609820","삼일계량공사","20130130104410","I","2021-09-24 00:22:48.0","","390475.458842736","195084.169379863","","757 8050",
"29","계량기수리업","09_28_01_P","3350000","2005335008706500002","20050610","","03","폐업","03","폐업","20131230","","","","051 543 0462","","609809","부산광역시 금정구 금사동 48번지 33호","부산광역시 금정구 개좌로 96 (금사동)","","부경주유기","20131230135540","I","2021-09-24 00:22:48.0","","392380.024571655","193395.674494657","","051 543 0462",
"30","계량기수리업","09_28_01_P","3360000","2017336014506500002","20170713","","01","영업/정상","01","영업중","","","","","051 973 2314","","","","부산광역시 강서구 과학산단1로 31, 1층 1,2호 (지사동, 자동차부품협동화단지)","46742","한국전자저울","20170713171244","I","2021-09-24 00:22:48.0","","366756.770372749","184524.029110792","","051 973 2314",
"31","계량기수리업","09_28_01_P","3360000","2017336014506500001","20170206","","01","영업/정상","01","영업중","","","","","","","","","부산광역시 강서구 맥도강변길 967 (대저2동)","46723","금영ENG","20170206131414","I","2021-09-24 00:22:48.0","","377923.709269014","185387.355891152","","",
"32","계량기수리업","09_28_01_P","3360000","2016336013606500004","20161111","","01","영업/정상","01","영업중","","","","","051 972 9551","","","","부산광역시 강서구 대저로89번가길 99-1 (대저1동)","46700","세웅ENG","20180312092026","I","2021-09-24 00:22:48.0","","379140.477369737","192733.649869812","","051 972 9551",
"33","계량기수리업","09_28_01_P","3360000","2016336013606500001","20160418","","01","영업/정상","01","영업중","","","","","0519724303","","","","부산광역시 강서구 낙동북로219번길 35 (대저1동)","46700","반도계량시스템","20161111150656","I","2021-09-24 00:22:48.0","","377609.640682562","192390.756984964","","0519724303",
"34","계량기수리업","09_28_01_P","3360000","2014336010506500002","20140620","","01","영업/정상","01","영업중","","","","","051 3133626","","618240","부산광역시 강서구 범방동 1846번지 7호","부산광역시 강서구 가락대로912번길 3 (범방동)","618240","(주)카스","20160520231228","I","2021-09-24 00:22:48.0","","371449.412680151","185299.613894103","","051 3133626",
"35","계량기수리업","09_28_01_P","3370000","2014337006906500001","20140814","","01","영업/정상","01","영업중","","","","","0515026724","","","","부산광역시 연제구 법원북로65번길 15 (거제동)","611802","유유ENG","20190826180915","I","2021-09-24 00:22:48.0","","388867.59005205","190288.245478383","","0515026724",
"36","계량기수리업","09_28_01_P","3370000","2009337006906500001","20090717","","03","폐업","03","폐업","20140731","","","","0515279833","","611071","부산광역시 연제구 거제1동 351번지","부산광역시 연제구 법원북로65번길 15 (거제동)","611071","일성계량공사","20140818084503","I","2021-09-24 00:22:48.0","","388867.59005205","190288.245478383","","0515279833",
"37","계량기수리업","09_28_01_P","3370000","2006337006906500001","20060620","","03","폐업","03","폐업","20100416","","","","0518638904","","611804","부산광역시 연제구 거제3동 733번지 49호","부산광역시 연제구 거제대로108번길 42 (거제동)","","제일계량","20101109103418","I","2021-09-24 00:22:48.0","","388622.34763500000","188723.49970800000","","0518638904",
"38","계량기수리업","09_28_01_P","3380000","2008338006206500001","20080903","","03","폐업","03","폐업","20100201","","","","051 523 6180","","613810","부산광역시 수영구 광안3동 926번지 2호","부산광역시 수영구 망미번영로 13 (광안동)","613810","삼일계량공사","20140102164346","I","2021-09-24 00:22:48.0","","391962.226435026","187572.001212457","","051 523 6180",
"39","계량기수리업","09_28_01_P","3390000","2020339009106500001","20200612","","01","영업/정상","01","영업중","","","","","051 4031917","","","부산광역시 사상구 감전동 152번지 2호 부산산업용재유통상가","부산광역시 사상구 새벽로 131, 부산산업용재유통상가 5동 314호 (감전동)","46988","제이에스산업","20200723152529","I","2021-09-24 00:22:48.0","","380482.767624189","185582.274947583","","051 4031917",
"40","계량기수리업","09_28_01_P","3390000","2018339009106500001","20111202","","01","영업/정상","01","영업중","","","","","0517574101","","","부산광역시 사상구 괘법동 568번지 13호 (주)부영공구","부산광역시 사상구 광장로20번길 56, (주)부영공구 (괘법동)","46977","에이엔디전자저울 부산지점","20180102115103","I","2021-09-24 00:22:48.0","","380129.566749986","186350.187536657","","0517574101",
"41","계량기수리업","09_28_01_P","3390000","2015339009106500001","20150223","","01","영업/정상","01","영업중","","","","","051903 8212","","","","부산광역시 사상구 양지로30번길 67 (주례동)","617836","동화디스펜스","20151119161938","I","2021-09-24 00:22:48.0","","382579.421582996","186023.117196866","","051903 8212",
"42","계량기수리업","09_28_01_P","3390000","2012339008306500001","20121221","","01","영업/정상","01","영업중","","","","","051 722 5134","","617070","부산광역시 사상구 삼락동 117번지 1호","부산광역시 사상구 낙동대로 1450 (삼락동)","617825","경원ENG","20121224084828","I","2021-09-24 00:22:48.0","","380264.631586302","189549.121560229","","051 722 5134",
"43","계량기수리업","09_28_01_P","3390000","2011339006606500001","20110113","","01","영업/정상","01","영업중","","","","","051 961 0359","","617050","부산광역시 사상구 감전동 152번지 2호 1동   101호","부산광역시 새벽로 133, 1동 101호","617721","천지기업","20210617163016","I","2021-09-24 00:22:48.0","","380482.767624189","185582.274947583","","051 961 0359",
"44","계량기수리업","09_28_01_P","3390000","2008339005606500001","20080429","","01","영업/정상","01","영업중","","","","","051 304 6789","","617809","부산광역시 사상구 괘법동 557번지 10호","부산광역시 사상구 새벽로 212 (괘법동)","617809","대림계량기공업사","20141218090958","I","2021-09-24 00:22:48.0","","380735.036807432","186328.377180654","","051 304 6789",
"45","계량기수리업","09_28_01_P","3390000","2007339006606500001","20070308","","01","영업/정상","01","영업중","","","","","051 319 1901","","617060","부산광역시 사상구 괘법동 578번지 산업빌딩 4층","부산광역시 사상구 괘감로 37 (괘법동, 산업빌딩 4층)","617809","한국계량계측시험연구소","20111031105356","I","2021-09-24 00:22:48.0","","380291.656000926","186303.922053702","","051 319 1901",
"46","계량기수리업","09_28_01_P","3390000","2001339005606500002","20011208","","01","영업/정상","01","영업중","","","","","051 319 1915","","","부산광역시 사상구 괘법동 578번지 산업용품유통상가","부산광역시 사상구 괘감로 37, 산업용품유통상가 10동 118호 (괘법동)","46977","카스북부산","20180419132931","I","2021-09-24 00:22:48.0","","380291.656000926","186303.922053702","","051 319 1915",
"47","계량기수리업","09_28_01_P","3390000","2001339005606500001","20010625","","01","영업/정상","01","영업중","","","","","051 312 5501","","617020","부산광역시 사상구 학장동 264번지 5호","부산광역시 사상구 학장로 165 (학장동)","617844","(주)MS이엔지","20201201153215","I","2021-09-24 00:22:48.0","","380847.349924547","184429.806177009","","051 312 5501",
"48","계량기수리업","09_28_01_P","3390000","1991339005606500001","19910105","","01","영업/정상","01","영업중","","","","","051 326 2626","","617050","부산광역시 사상구 감전동 130번지 16호","부산광역시 사상구 새벽로 157-2 (감전동)","617802","성광저울제작소","20111102111141","I","2021-09-24 00:22:48.0","","380615.401841437","185827.486050482","","051 326 2626",
"49","계량기수리업","09_28_01_P","3390000","2010339006606500001","20100726","","03","폐업","03","폐업","20140625","","","","051 313 3626","","617050","부산광역시 사상구 감전동 142번지 9호 본관, 비이동(별관)","부산광역시 사상구 새벽시장로 100 (감전동, 본관, 비이동(별관))","617800","(주)카스부산지점","20140625181443","I","2021-09-24 00:22:48.0","","380751.85794394","185656.488485036","","051 313 3626",
"50","계량기수리업","09_28_01_P","3400000","2006340002506500002","20061010","","01","영업/정상","01","영업중","","","","","051 000 0000","","","부산광역시 기장군 정관읍 예림리 307-1","","","공단계량사","20200812161047","I","2021-09-24 00:22:48.0","","","","","051 000 0000",
