"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자산규모","부채총액","자본금","판매방식명",
"26","전화권유판매업","08_26_03_P","3250000","2005325005924200023","20051101","","04","취소/말소/만료/정지/중지","07","직권말소","20100510","","","","051 961 8000","","600717","부산광역시 중구 중앙동*가 **번지 *호 동방빌딩 *층","부산광역시 중구 중앙대로 ** (중앙동*가,동방빌딩 *층)","","(주)동진디앤아이","20100510175709","I","2018-08-31 23:59:59.0","","385637.167034815","180199.557790712","45050000","0","50000000","",
"27","전화권유판매업","08_26_03_P","3260000","2022326010724200001","20220420","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 서구 부민동*가 **-* ***호","부산광역시 서구 구덕로 ***, ***호 (부민동*가)","49236","가나 홈네트","20220421103318","I","2022-04-23 00:22:33.0","","384084.485650676","180017.280678085","0","0","0","",
"28","전화권유판매업","08_26_03_P","3260000","2022326010724200002","20220426","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 서구 부민동*가 **-*","부산광역시 서구 구덕로 ***(부민동*가)","49236","신화텔레콤","20220426175703","I","2022-04-28 00:22:32.0","","384084.485650676","180017.280678085","0","0","0","",
"29","전화권유판매업","08_26_03_P","3260000","2020326009724200001","20200615","","01","영업/정상","01","정상영업","","","","","051-361-8147","","","부산광역시 서구 서대신동*가 ***번지 **호 대우빌라","부산광역시 서구 해돋이로 ***-*, ***호 (서대신동*가, 대우빌라)","49238","넘버원(NO1)통신","20201207145106","U","2020-12-09 02:40:00.0","","383251.204668832","180595.605068044","","","","",
"30","전화권유판매업","08_26_03_P","3260000","2007326006624200002","20060414","","03","폐업","03","폐업처리","20090701","","","","051-242-4732","","602808","부산광역시 서구 동대신동*가 ***번지 *호","","","부산무역외국어학원","20101112152107","I","2018-08-31 23:59:59.0","","384013.391942862","180759.411572838","","","","",
"31","전화권유판매업","08_26_03_P","3260000","2016326007024200001","20161019","","03","폐업","03","폐업처리","20171129","","","","","","","","부산광역시 서구 부용로 * (서대신동*가)","49233","서진정보통신","20171129170937","I","2018-08-31 23:59:59.0","","383710.66717799","180725.766436075","","","","",
"32","전화권유판매업","08_26_03_P","3260000","2007326006624200001","20050718","20070706","04","취소/말소/만료/정지/중지","04","직권취소","20070706","","","","051-754-9957","","602812","부산광역시 서구 동대신동*가 ***번지 **호","","","세종컴퓨터","20070828133537","I","2018-08-31 23:59:59.0","","383809.605574558","181464.531557512","","","","",
"33","전화권유판매업","08_26_03_P","3260000","2007326006624200003","20070525","","04","취소/말소/만료/정지/중지","07","직권말소","20111223","","","","051-256-7878","","602791","부산광역시 서구 아미동*가 *번지 KT서부산지사","","","세이브텔레콤","20111228101210","I","2018-08-31 23:59:59.0","","384034.893986661","179924.837169391","","","","",
"34","전화권유판매업","08_26_03_P","3260000","2007326006624200004","20070528","","04","취소/말소/만료/정지/중지","07","직권말소","20111223","","","","051-231-4112","","602791","부산광역시 서구 아미동*가 *번지 KT서부산지사","","","푸르Net","20111228101059","I","2018-08-31 23:59:59.0","","384034.893986661","179924.837169391","","","","",
"35","전화권유판매업","08_26_03_P","3260000","2007326006624200006","20070625","","04","취소/말소/만료/정지/중지","07","직권말소","20111223","","","","051-919-4878","","602091","부산광역시 서구 서대신동*가 **번지 **호 필하우스","","","국비모아","20111228101139","I","2018-08-31 23:59:59.0","","383838.70363034","180768.452691343","","","","",
"36","전화권유판매업","08_26_03_P","3270000","2008327007724200004","20040618","","01","영업/정상","01","정상영업","","","","","051-637-8114","","601803","범일동 ***번지 동성오피스빌딩 **층","부산광역시 동구 범일로 ***, **층 (범일동, 동성빌딩)","601803","(주)지.에스.피","20220412142404","U","2022-04-14 02:40:00.0","","387579.291668791","184263.875327669","649769660","67274128","100000000","",
"37","전화권유판매업","08_26_03_P","3270000","2011327008624200009","20111104","","01","영업/정상","01","정상영업","","","","","051-667-6677","","601843","부산광역시 동구 범일동 ***번지 **호","부산광역시 동구 자성로***번길 ** (범일동)","601843","(주)복산나이스","20210927095810","U","2021-09-29 02:40:00.0","","388029.359872308","183733.580507976","120453636000","10492794900","1200000000","",
"38","전화권유판매업","08_26_03_P","3270000","2016327008624200008","20161013","","01","영업/정상","01","정상영업","","","","","051-638-1022","","","","부산광역시 동구 자성공원로 ** (범일동)","48746","(주)세이브텔레콤","20161013182431","I","2018-08-31 23:59:59.0","","387858.218532725","183944.065478247","150807959","49825051","50000000","",
"39","전화권유판매업","08_26_03_P","3270000","2018327008624200001","20170728","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 동구 범일동 ***번지 **호","부산광역시 동구 범일일길 ** (범일동)","48734","대신유통","20180605112040","I","2018-08-31 23:59:59.0","","387527.039774615","184097.228650615","","","","",
"40","전화권유판매업","08_26_03_P","3270000","2019327012124200001","20130610","","01","영업/정상","01","정상영업","","","","","1544-4694","","","부산광역시 동구 초량동 ****번지 *호 강남빌딩","부산광역시 동구 중앙대로 ***, 강남빌딩 **층 (초량동)","48731","주식회사 웰리빙라이프","20200528105402","U","2020-06-02 02:40:00.0","","386177.958994368","182089.626704726","12851076084","17350254859","1500000000","",
"41","전화권유판매업","08_26_03_P","3270000","2019327012124200002","20190508","","01","영업/정상","01","정상영업","","","","","070-4035-3778","","","부산광역시 동구 범일동 ***번지 ***호 동일타워","부산광역시 동구 조방로 **, 동일타워 **층 ****호 (범일동)","48741","(주)와이투네트웍스","20190514113004","U","2019-05-16 02:40:00.0","","387991.858940226","184124.742260293","73821738","985303","72836435","",
"42","전화권유판매업","08_26_03_P","3270000","2019327012124200003","20190514","","01","영업/정상","01","정상영업","","","","","070-4035-3778","","","부산광역시 동구 범일동 **번지 ***호","부산광역시 동구 중앙대로 ***, *층 (범일동)","48726","주식회사 케이제이테크","20190514174546","I","2019-05-16 02:20:47.0","","387396.497672928","184395.51202743","191754000","31292940","150000000","",
"43","전화권유판매업","08_26_03_P","3270000","2021327013924200004","20211124","","01","영업/정상","01","정상영업","","","","","051-468-0937","","","부산광역시 동구 초량동 ****-**","부산광역시 동구 중앙대로 ***, *층 (초량동)","48792","효한전기(주)","20211126150703","I","2021-11-28 00:22:43.0","","386188.787240808","182273.109147713","6336184300","1600722050","600000000","",
"44","전화권유판매업","08_26_03_P","3270000","2021327013924200001","20210401","","01","영업/정상","01","정상영업","","","","","","","","부산광역시 동구 범일동 ***-*","부산광역시 동구 범일로**번길 **, *층 (범일동)","48745","주식회사 더위드","20210401115709","I","2021-04-03 00:22:58.0","","387746.228832594","184024.51515656","0","0","10000000","",
"45","전화권유판매업","08_26_03_P","3270000","2014327008624200002","20140221","","02","휴업","02","휴업처리","","20191210","20241231","","051) 466-4114","","","","부산광역시 동구 중앙대로 ***, *층 (초량동, 부산빌링센터)","601839","미래비즈","20191217114803","U","2019-12-19 02:40:00.0","","385783.351371754","181332.170580116","","","","",
"46","전화권유판매업","08_26_03_P","3270000","2016327008624200003","20070517","","02","휴업","02","휴업처리","","20200103","20230201","","808-1300","","","부산광역시 동구 범일동 ***번지 **호 썬오피스텔","부산광역시 동구 조방로 **, 썬오피스텔 ***호 (범일동)","48738","남부산정보통신","20200103162653","U","2020-01-05 02:40:00.0","","387727.932157079","184254.180458819","","","","",
"47","전화권유판매업","08_26_03_P","3270000","2006327007724200063","20061113","","03","폐업","03","폐업처리","20091019","","","","1544-0468","","601836","부산광역시 동구 초량동 ****번지 *호","부산광역시 동구 중앙대로 *** (초량동)","","하성","20091019153841","I","2018-08-31 23:59:59.0","","386198.912596505","182298.559966434","","","","",
"48","전화권유판매업","08_26_03_P","3270000","2007327007124200001","20070801","","03","폐업","03","폐업처리","20081231","","","","051-637-7890","","601062","부산광역시 동구 범일동 ***번지 **호 *층","부산광역시 동구 조방로**번길 *-* (범일동,*층)","","스카이리더스클럽","20090401100226","I","2018-08-31 23:59:59.0","","387664.088408028","184334.67734583","200000000","100000000","300000000","",
"49","전화권유판매업","08_26_03_P","3270000","2008327007724200003","20051024","","03","폐업","03","폐업처리","20080819","","","","638-1533","","601062","부산광역시 동구 범일동 ***번지 **호","부산광역시 동구 자성공원로 ** (범일동)","","매직닷컴","20081103114552","I","2018-08-31 23:59:59.0","","387908.69336061","183997.207483986","","","","",
"50","전화권유판매업","08_26_03_P","3270000","2008327007724200006","20080820","","03","폐업","03","폐업처리","20130318","","","","638-1533","","601062","부산광역시 동구 범일동 ***번지 **호 썬오피스텔 ****호","부산광역시 동구 조방로 ** (범일동,썬오피스텔 ****호)","","매직닷컴","20130318140655","I","2018-08-31 23:59:59.0","","387727.932157079","184254.180458819","","","","",
"51","전화권유판매업","08_26_03_P","3270000","2008327007724200008","20080918","","03","폐업","03","폐업처리","20090116","","","","466-7100","","601011","부산광역시 동구 초량동 ****번지 *호 한국교직원공제회 부산회관 *층","부산광역시 동구 중앙대로 *** (초량동,한국교직원공제회 부산회관 *층)","","(주)서연에스크로(지점)","20090119104833","I","2018-08-31 23:59:59.0","","385885.652834827","181374.673098149","100000000","50000000","50000000","",
"52","전화권유판매업","08_26_03_P","3270000","2008327007724200009","20040609","","03","폐업","03","폐업처리","20110610","","","","644-0015","","601051","부산광역시 동구 좌천동 ***번지 *호 일신빌딩 ***호","부산광역시 동구 고관로 *** (좌천동,일신빌딩 ***호)","","고려인삼금연연구회","20110610105535","I","2018-08-31 23:59:59.0","","386844.148030532","183305.334262891","","","","",
"53","전화권유판매업","08_26_03_P","3270000","2008327007724200013","20051014","","03","폐업","03","폐업처리","20141017","","","","051-466-6666","","601013","부산광역시 동구 초량동 ***번지 **호","부산광역시 동구 중앙대로***번길 ** (초량동)","","(주)누리아이코리아","20141020101638","I","2018-08-31 23:59:59.0","","386006.732986271","181944.500551454","766298459","326570840","150000000","",
"54","전화권유판매업","08_26_03_P","3270000","2008327007724200018","20061002","","03","폐업","03","폐업처리","20150115","","","","441-1054","","601839","부산광역시 동구 초량동 ***번지 *호","부산광역시 동구 중앙대로***번길 ** (초량동)","601829","(주)우리텔레콤","20150115181824","I","2018-08-31 23:59:59.0","","385827.295289424","181682.313995168","0","0","0","",
"55","전화권유판매업","08_26_03_P","3270000","2008327007724200019","20070528","","03","폐업","03","폐업처리","20110607","","","","468-3800","","601011","부산광역시 동구 초량동 ****번지 *호","부산광역시 동구 중앙대로 *** (초량동)","","가람넷","20110607104255","I","2018-08-31 23:59:59.0","","385783.351371754","181332.170580116","","","","",
"56","전화권유판매업","08_26_03_P","3270000","2009327007724200012","20090811","","03","폐업","03","폐업처리","20101214","","","","051-711-3000","","601807","부산광역시 동구 범일동 ***번지 **호 세종빌딩 *층","부산광역시 동구 범일로***번길 * (범일동,세종빌딩 *층)","","(주)디케이인베스트","20101214115856","I","2018-08-31 23:59:59.0","","387737.686999928","184174.145315634","50000000","0","50000000","",
"57","전화권유판매업","08_26_03_P","3270000","2009327007724200013","20091118","","03","폐업","03","폐업처리","20100730","","","","","","601839","부산광역시 동구 초량동 ****번지 *호 케이티부산빌딩센터","부산광역시 동구 중앙대로 *** (초량동,케이티부산빌딩센터)","","금산홍삼조합","20100730171416","I","2018-08-31 23:59:59.0","","385783.351371754","181332.170580116","","","","",
"58","전화권유판매업","08_26_03_P","3270000","2009327007724200014","20091218","","03","폐업","03","폐업처리","20110610","","","","051-712-1211","","601836","부산광역시 동구 초량동 ****번지 *호 엘지데이콤빌딩 *층","부산광역시 동구 중앙대로 *** (초량동,엘지데이콤빌딩 *층)","","(주)아이텔","20110610105107","I","2018-08-31 23:59:59.0","","386235.812887952","182393.862747424","48602535","125225370","50000000","",
"59","전화권유판매업","08_26_03_P","3270000","2010327007724200001","20100427","","03","폐업","03","폐업처리","20110412","","","","070-7733-7429","","601827","부산광역시 동구 초량동 **번지 *호 하영빌딩 *층","부산광역시 동구 고관로**번길 ** (초량동,하영빌딩 *층)","","한국신문기자연합회 영남본부","20110412155440","I","2018-08-31 23:59:59.0","","386071.477137448","182260.531786154","","","","",
"60","전화권유판매업","08_26_03_P","3270000","2008327007724200023","20081208","","03","폐업","03","폐업처리","20101214","","","","051-710-8888","","601060","부산광역시 동구 범일동 ***번지 *호 부산상록회관 *층","부산광역시 동구 조방로 * (범일동,부산상록회관 *층)","","(주)대주피엔씨","20101214103322","I","2018-08-31 23:59:59.0","","388054.117193921","184024.698088642","50000000","0","50000000","",
"61","전화권유판매업","08_26_03_P","3270000","2011327008624200010","20111107","","03","폐업","03","폐업처리","20160525","","","","051-667-1530","","601843","부산광역시 동구 범일동 ***번지 **호","부산광역시 동구 자성로***번길 ** (범일동)","","복산약품(주)","20160525175828","I","2018-08-31 23:59:59.0","","388029.359872308","183733.580507976","27491636977","11023757390","770000000","",
"62","전화권유판매업","08_26_03_P","3270000","2009327007724200009","20090623","","03","폐업","03","폐업처리","20100514","","","","1644-5785","","601808","부산광역시 동구 범일*동 ***번지 ***호 삼정빌딩 ***호","부산광역시 동구 조방로 ** (범일동,삼정빌딩 ***호)","","(주)하나웨딩상조","20100514111430","I","2018-08-31 23:59:59.0","","387867.211501678","184107.909838092","300000000","0","300000000","",
"63","전화권유판매업","08_26_03_P","3270000","2012327008624200001","20120611","","03","폐업","03","폐업처리","20130130","","","","051) 466-7888","","601010","부산광역시 동구 초량동 ****번지 *호 금민빌딩 ***호","부산광역시 동구 중앙대로***번길 *-**, ***호 (초량동, 금민빌딩)","601839","웰러스코리아","20130131100827","I","2018-08-31 23:59:59.0","","385854.644767925","181155.449049794","","","","",
"64","전화권유판매업","08_26_03_P","3270000","2010327007724200002","20100617","","03","폐업","03","폐업처리","20100819","","","","051-469-5337","","601827","부산광역시 동구 초량동 **번지 *호 한국화장품빌딩 *층","부산광역시 동구 고관로 * (초량동,한국화장품빌딩 *층)","","성황 D&C","20100819161423","I","2018-08-31 23:59:59.0","","386029.130797721","182042.634059699","","","","",
"65","전화권유판매업","08_26_03_P","3270000","2010327007724200003","20100618","","03","폐업","03","폐업처리","20110624","","","","051-468-2198","","601837","부산광역시 동구 초량동 ****번지 **호 성지빌딩*층 ***호","부산광역시 동구 중앙대로 *** (초량동,성지빌딩*층 ***호)","","청화토지개발(주)","20110624174929","I","2018-08-31 23:59:59.0","","386243.358472619","182244.380302324","605689930","267396110","50000000","",
"66","전화권유판매업","08_26_03_P","3270000","2010327007724200005","20100819","","03","폐업","03","폐업처리","20110228","","","","051-469-5337","","601827","부산광역시 동구 초량동 **번지 *호 한국화장품빌딩 *층","부산광역시 동구 고관로 * (초량동,한국화장품빌딩 *층)","","성황개발컨설팅","20110228100752","I","2018-08-31 23:59:59.0","","386029.130797721","182042.634059699","","","","",
"67","전화권유판매업","08_26_03_P","3270000","2010327007724200006","20100917","","03","폐업","03","폐업처리","20120125","","","","051-988-5000","","601807","부산광역시 동구 범일동 ***번지 *호 부산상록회관 *층","부산광역시 동구 조방로 * (범일동,부산상록회관 *층)","","(주)세환","20120126154926","I","2018-08-31 23:59:59.0","","388054.117193921","184024.698088642","50000000","0","50000000","",
"68","전화권유판매업","08_26_03_P","3270000","2010327008624200001","20101026","","03","폐업","03","폐업처리","20120111","","","","051-469-5337","","601827","부산광역시 동구 초량동 **번지 *호 한국화장품빌딩 *층","부산광역시 동구 고관로 * (초량동,한국화장품빌딩 *층)","","(주)성황디엔씨","20130807140730","I","2018-08-31 23:59:59.0","","386029.130797721","182042.634059699","50000000","0","50000000","",
"69","전화권유판매업","08_26_03_P","3270000","2011327008624200001","20110215","","03","폐업","03","폐업처리","20130226","","","","051-507-7595","","601011","부산광역시 동구 초량동 ****번지 *호 해봉빌딩 ***호","부산광역시 동구 중앙대로 *** (초량동,해봉빌딩 ***호)","","(주)고려홍삼제품공사","20130227090736","I","2018-08-31 23:59:59.0","","386198.912596505","182298.559966434","100000000","0","100000000","",
"70","전화권유판매업","08_26_03_P","3270000","2011327008624200003","20110405","","03","폐업","03","폐업처리","20120305","","","","051-713-8600","","601060","부산광역시 동구 범일동 ***번지 **호 세종빌딩 *층","부산광역시 동구 범일로***번길 * (범일동,세종빌딩 *층)","","(주)동광ITL","20120305164012","I","2018-08-31 23:59:59.0","","387737.686999928","184174.145315634","156045500","0","50000000","",
"71","전화권유판매업","08_26_03_P","3270000","2014327008624200007","20080312","","03","폐업","03","폐업처리","20171109","","","","1566-5601","","","","부산광역시 동구 중앙대로 *** (초량동, 성지빌딩)","601837","그린코리아","20171109162535","I","2018-08-31 23:59:59.0","","386243.358472619","182244.380302324","","","","",
"72","전화권유판매업","08_26_03_P","3270000","2015327008624200001","20150119","","03","폐업","03","폐업처리","20160331","","","","051-635-9968","","","","부산광역시 동구 조방로 **, ***호 (범일동, 썬오피스텔)","601719","(주)지평아이앤디","20160401115324","I","2018-08-31 23:59:59.0","","387727.932157079","184254.180458819","60000000","0","60000000","",
"73","전화권유판매업","08_26_03_P","3270000","2016327008624200002","20150108","","03","폐업","03","폐업처리","20181031","","","","051-851-6618","","","","부산광역시 동구 조방로**번길 *, **층 (범일동)","48741","주식회사 위너스파트너","20181031172147","U","2018-11-02 02:37:29.0","","387936.44662896","184157.711090932","30000000","0","30000000","",
"74","전화권유판매업","08_26_03_P","3270000","2011327008624200004","20110628","","03","폐업","03","폐업처리","20130627","","","","051-468-3678","","601837","부산광역시 동구 초량동 ****번지 **호 성지빌딩 ***호","부산광역시 동구 중앙대로 *** (초량동,성지빌딩 ***호)","","(주)태경토지개발","20130627140529","I","2018-08-31 23:59:59.0","","386243.358472619","182244.380302324","1458833688","1397441631","50000000","",
"75","전화권유판매업","08_26_03_P","3270000","2011327008624200005","20110803","","03","폐업","03","폐업처리","20120521","","","","051-917-8900","","601807","부산광역시 동구 범일동 ***번지 **호 석화빌딩 *층","부산광역시 동구 조방로 ** (범일동,석화빌딩 *층)","","(주)로드인터내셔날","20120522101049","I","2018-08-31 23:59:59.0","","387849.727170606","184129.233339427","50000000","0","50000000","",
