"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"11","대중문화예술기획업","03_08_02_P","6260000","M04022019000004","20190923","","01","영업/정상","1","영업","","","","","0513339944","","","부산광역시 중구 보수동*가 **번지 *호","부산광역시 중구 보수대로***번길 **-*, *층 ***호 (보수동*가)","","피닉스엔터테인먼트","20190923144051","I","2022-01-26 00:22:40.0","","384439.954165339","180296.552498226","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","공연기획, 연예매니지먼트","","",
"12","대중문화예술기획업","03_08_02_P","6260000","M04022020000001","20200204","","01","영업/정상","1","영업","","","","","0517313553","","","부산광역시 사상구 괘법동 ***번지 **호  ***호","부산광역시 사상구 새벽로***번길 **-*, ***호 (괘법동)","","주식회사 케미캐스트","20200313203338","I","2022-01-26 00:22:40.0","","380839.215769608","186226.227549098","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","콘텐츠기획개발, 연예미니지먼트, 연예인 훈련 지도 상담 대행 등","","",
"13","대중문화예술기획업","03_08_02_P","6260000","M04022020000003","20200512","","01","영업/정상","1","영업","","","","","0517142118","","","부산광역시 동구 초량동 ****번지 *호 강남빌딩","부산광역시 동구 중앙대로 ***-*, *층 ***호 (초량동,강남빌딩)","","주식회사 브이 컴퍼니","20200624140706","I","2022-01-26 00:22:40.0","","386177.958994368","182089.626704726","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","매니지먼트, 공연기획 및 제작","","",
"14","대중문화예술기획업","03_08_02_P","6260000","M04022020000004","20200921","","01","영업/정상","1","영업","","","","","","","","부산광역시 금정구 장전동 ***번지 **호 지하","부산광역시 금정구 수림로**번길 **-* (장전동,지하)","","주식회사 에스오엠프렌즈(SOM Friends)","20200928130756","I","2022-01-26 00:22:40.0","","389653.123255737","195149.600052536","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","연예매니지먼트, 연예인 훈련·지도·상담 등","","",
"15","대중문화예술기획업","03_08_02_P","6260000","M04022020000005","20201028","","01","영업/정상","1","영업","","","","","","","","부산광역시 해운대구 우동 ***번지 *호  ***호","부산광역시 해운대구 구남로**번길 **-*, *층 ***호 (우동,해운대비치오피스텔)","","누구나(NOOGOONA)","20210909162323","I","2022-01-26 00:22:40.0","","396616.754466193","186870.171125089","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","연예매니지먼트, 연예인 훈련·지도·상담 등","","",
"16","대중문화예술기획업","03_08_02_P","6260000","M04022020000006","20201103","","01","영업/정상","1","영업","","","","","","","","부산광역시 동구 좌천동 ***번지 *호","부산광역시 동구 고관로 ***-*, 지하*층 ***호 (좌천동,일신빌딩)","","제이에스(JS) 엔터테인먼트","20201120104051","I","2022-01-26 00:22:40.0","","386844.148030532","183305.334262891","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","행사이벤트, 공연 기획업","","",
"17","대중문화예술기획업","03_08_02_P","6260000","M04022021000001","20210201","","01","영업/정상","1","영업","","","","","","","","부산광역시 부산진구 부전동 ***번지 *호","부산광역시 부산진구 서전로 *-*, *층 ***호 (부전동)","","별오름엔터테인먼트","20210727135354","I","2022-01-26 00:22:40.0","","387681","186215","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","배우 및 가수 기획","","",
"18","대중문화예술기획업","03_08_02_P","6260000","M04022021000002","20210527","","01","영업/정상","1","영업","","","","","0512450074","","","부산광역시 중구 남포동*가 **번지 **호 쏠레마빌딩","부산광역시 중구 구덕로**번길 *-*, *층 (남포동*가,쏠레마빌딩)","","조은극장","20210727135413","I","2022-01-26 00:22:40.0","","385243.158543667","179580.295176299","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","연예매니지먼트, 연예인 훈련, 지도, 상담 등","","",
"19","대중문화예술기획업","03_08_02_P","6260000","M04022016000002","20160411","","01","영업/정상","1","영업","","","","","","","","부산광역시 동구 범일동 ***번지 ***호 삼익복합상가","부산광역시 동구 조방로**번길 **, *층 ***호 (범일동,삼익복합상가)","","주식회사 마린엔터테인먼트","20191021155740","I","2022-01-26 00:22:40.0","","388101.979738616","184214.504558267","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","연예제작 기획사업, 컨텐츠 제작 기획사업, 공연, 문화행사 대행 및 기획업, 그 외 관련된 부대사업 일체, 엔터테인먼트, 매니지먼트","","",
"20","대중문화예술기획업","03_08_02_P","6260000","M04022015000003","20150713","","01","영업/정상","1","영업","","","","","","","","부산광역시 연제구 거제동 ***번지 *호","부산광역시 연제구 거제시장로**번길 **, ***호 (거제동)","","(주)부산예술","20180124165538","I","2022-01-26 00:22:40.0","","388745.432070087","188934.356377584","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","매니지먼트, 전시행사 및 대행업,","","",
"21","대중문화예술기획업","03_08_02_P","6260000","M04022015000005","20150722","","01","영업/정상","1","영업","","","","","0513437134","","","부산광역시 중구 중앙동*가 **번지 *호","부산광역시 중구 **계단길 **-*, *층 (중앙동*가)","","문화소통단체 숨","20191031104712","I","2022-01-26 00:22:40.0","","385510.862776232","180201.349002272","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","문화예술 부문 공연 및 축제, 콘텐츠 기획, 엔터테인먼트","","",
"22","대중문화예술기획업","03_08_02_P","6260000","M04022016000003","20161230","","01","영업/정상","1","영업","","","","","","","","부산광역시 북구 화명동 ****번지 화명롯데캐슬카이저 ***동","부산광역시 북구 금곡대로 ***, ***동 ****호 (화명동,화명롯데캐슬카이저)","","주식회사 스톤쉽","20190510154328","I","2022-01-26 00:22:40.0","","383053.136267214","193324.585009319","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","아티스트 에이전시, 공연기획, 음반제작","","",
"23","대중문화예술기획업","03_08_02_P","6260000","M04022021000003","20210527","","01","영업/정상","1","영업","","","","","","","","부산광역시 중구 남포동*가 **번지 **호 쏠레마빌딩","부산광역시 중구 구덕로**번길 *-*, *층 (남포동*가,쏠레마빌딩)","","주식회사 조은아트플러스","20210727135427","I","2022-01-26 00:22:40.0","","385243.158543667","179580.295176299","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","연예매니지먼트, 연예인 훈련, 지도, 상담 등","","",
"24","대중문화예술기획업","03_08_02_P","6260000","M04022021000004","20210727","","01","영업/정상","1","영업","","","","","0517405085","","","부산광역시 수영구 민락동 ***번지 **호","부산광역시 수영구 민락로**번길 **-*, *층 (민락동)","","에스지엔터테인먼트 주식회사","20210727104800","I","2022-01-26 00:22:40.0","","393243","186196","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","인터넷사업, 연예인대리업, 공연기획업 등","","",
"25","대중문화예술기획업","03_08_02_P","6260000","M04022021000006","20210830","","01","영업/정상","1","영업","","","","","","","","부산광역시 남구 대연동 ***번지 *호","부산광역시 남구 유엔평화로 ***-*, *층 (대연동)","","88스튜디오(studio)","20210909101106","I","2022-01-26 00:22:40.0","","390937.726629634","182784.275781381","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","엔터테인먼트","","",
"26","대중문화예술기획업","03_08_02_P","6260000","M04022021000005","20210802","","01","영업/정상","1","영업","","","","","","","","서울특별시 영등포구 영등포동*가 **번지 **호 세풍","서울특별시 영등포구 국회대로**길 **-*, ***호 (영등포동*가,세풍)","","골드백 엔터테인먼트","20211018091615","I","2021-10-20 00:22:46.0","","191942.089539599","446694.070172947","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","서비스업","","",
"27","대중문화예술기획업","03_08_02_P","6260000","M04022015000001","20150422","","01","영업/정상","1","영업","","","","","16889607","","","부산광역시 해운대구 중동 ****번지 **호","부산광역시 해운대구 달맞이길**번길 **-*, ***호 (중동,프린스빌*차)","","(주)누리마루 엔터테인먼트","20211101140744","I","2021-11-03 00:22:45.0","","398148.257883755","186640.9341605","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","공연기획, 연예매니지먼트업, 음반제작","","",
"28","대중문화예술기획업","03_08_02_P","6260000","M04022021000007","20210923","","01","영업/정상","1","영업","","","","","","","","부산광역시 금정구 장전동 **번지 *호 제*공학관","부산광역시 금정구 부산대학로**번길 *-*, ****-*호 (장전동,제*공학관)","","주식회사 초코뮤직","20210923133510","I","2021-09-25 00:22:48.0","","389544.97158500000","195422.17686300000","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","매니저, 엔터테인컨트, 에이전시업, 대중문화예술기획업","","",
"29","대중문화예술기획업","03_08_02_P","6260000","M04022022000003","20220616","","01","영업/정상","1","영업","","","","","","","","부산광역시 부산진구 개금동 ***번지 *호 개금아이파크 ***동","부산광역시 부산진구 복지로 **-*, ***동 ***호 (개금동,개금아이파크)","","디엠엔터테인먼트","20220628173916","I","2022-06-29 00:22:30.0","","383947.284797889","185066.533282665","대중문화예술기획업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","음반기획, 공연기획","","",
"30","대중문화예술기획업","03_08_02_P","6260000","M04022019000005","20191004","","03","폐업","3","폐업","20220308","","","","","","","부산광역시 수영구 남천동 **번지 **호 자미빌딩","부산광역시 수영구 수영로 ***-* (남천동,자미빌딩)","","율레코드","20220311101352","U","2022-03-13 02:40:00.0","","392122.494318282","184638.872679868","대중문화예술기획업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","연예매니지먼트, 대중문화예술인 훈련·지도·상담 등","","",
"31","대중문화예술기획업","03_08_02_P","6260000","M04022015000002","20150520","","03","폐업","3","폐업","20161201","","","","","","","부산광역시 북구 화명동 ****번지 롯데캐슬카이저 ***동","부산광역시 북구 금곡대로 ***, ***동 ****호 (화명동,롯데캐슬카이저)","","스톤쉽","20180124165631","I","2022-01-26 00:22:40.0","","383053.136267214","193324.585009319","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","공연기획,에이전시","","",
"32","대중문화예술기획업","03_08_02_P","6260000","M04022015000004","20150721","","03","폐업","3","폐업","20170926","","","","","","","부산광역시 부산진구 부전동 ***번지 *호","부산광역시 부산진구 중앙대로 ***, 지하*층 (부전동,타임미디어빌딩)","","오즈뮤직","20180124165412","I","2022-01-26 00:22:40.0","","387542.119327034","185585.098930111","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","매니지먼트, 공연기획, 대관","","",
"33","대중문화예술기획업","03_08_02_P","6260000","M04022015000006","20150727","","03","폐업","3","폐업","20190701","","","","07078642581","","","부산광역시 해운대구 우동 ****번지 아이피파빌리온","부산광역시 해운대구 센텀동로 **, *층 (우동,아이피파빌리온)","","(주)월드쇼마켓","20190801122721","I","2022-01-26 00:22:40.0","","394000.476393582","188096.198817054","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","공연, 광고","","",
"34","대중문화예술기획업","03_08_02_P","6260000","M04022015000007","20150727","","03","폐업","3","폐업","20190910","","","","0517435359","","","부산광역시 해운대구 우동 ****번지 **호 삼진그린아파트","부산광역시 해운대구 해운대로***번길 **, ***호 (우동,삼진그린아파트)","","펀앤조이엔터테인먼트","20190911090324","I","2022-01-26 00:22:40.0","","394939.600420148","187909.341307362","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","엔터테인먼트, 공연기획, 에이전시","","",
"35","대중문화예술기획업","03_08_02_P","6260000","M04022015000008","20150727","","03","폐업","3","폐업","20190904","","","","","","","부산광역시 연제구 거제동 ***번지 **호","부산광역시 연제구 교대로**번길 ** (거제동)","","(주)팀웍픽처스","20190904150644","I","2022-01-26 00:22:40.0","","388982.747804318","190628.951579132","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","영화제작관련업, 매니지먼트","","",
"36","대중문화예술기획업","03_08_02_P","6260000","M04022015000009","20150811","","03","폐업","3","폐업","20161007","","","","","","","부산광역시 수영구 남천동 **번지 **호 *층","부산광역시 수영구 수영로 ***, *층 (남천동)","","(주)비에이에이치엔터테인먼트","20180124164831","I","2022-01-26 00:22:40.0","","392166.153944181","185038.036657036","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","연예사업, 인력공급업","","",
"37","대중문화예술기획업","03_08_02_P","6260000","M04022016000001","20160328","","03","폐업","3","폐업","20180914","20161122","20171121","","","","","부산광역시 부산진구 전포동 ***번지 **호","부산광역시 부산진구 동성로 **, ***호 (전포동,구동성중학교)","","마이플레이스 엔터테인먼트 주식회사","20180914160701","I","2022-01-26 00:22:40.0","","388474.552989933","185604.046576531","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","매니저업,연예인,감독,작가, 매니저 대리행위업, 신인가수 및 연기자의 발굴양성, 데이터베이스 및 온라인 정보제공업, 소속가수 및 연기자의 초상권,소속가수, 연기자의 방송활동 및 제반활동/계약 등","","",
"38","대중문화예술기획업","03_08_02_P","6260000","M04022017000001","20170531","","03","폐업","3","폐업","20180912","","","","0517469160","","","부산광역시 해운대구 우동 ****번지 에이스하이테크**","부산광역시 해운대구 센텀중앙로 **, ****호 (우동,에이스하이테크**)","","필름베네딕트 주식회사","20180912155651","I","2022-01-26 00:22:40.0","","393963.840834294","188061.35516256","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","연예매니지먼트 등","","",
"39","대중문화예술기획업","03_08_02_P","6260000","M04022020000002","20200228","","03","폐업","3","폐업","20211129","","","","","","","부산광역시 수영구 민락동 ***번지 **호","부산광역시 수영구 민락로**번길 **-*, *층 (민락동)","","(주)지브라더스컴퍼니","20211129165629","U","2021-12-01 02:40:00.0","","393243","186196","대중문화예술기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","매니지먼트업, 공연기획업, 영화 영상물제작","","",
