"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총종업원수",
"11","축산물운반업","07_22_25_P","3260000","326000000820160002","20160829","","01","영업/정상","0000","정상","","","","","","15","","","부산광역시 서구 충무대로 *, ***호 (암남동, 기산비치타운)","49269","상록운수","20160829152452","I","2018-08-31 23:59:59.0","","383854.512397956","177132.276924017","축산물운반업","","","000","",
"12","축산물운반업","07_22_25_P","3260000","326000000820170001","20050401","","01","영업/정상","0000","정상","","","","","051-242-2993","16.52","","부산광역시 서구 암남동 ***-**번지","부산광역시 서구 원양로 ***, ***호 (암남동)","49273","(주)한맥로지스틱","20200116102738","U","2020-01-18 02:40:00.0","","383518.040204105","175580.741380931","축산물운반업","","","L00","",
"13","축산물운반업","07_22_25_P","3260000","326000000820170002","20170522","","01","영업/정상","0000","정상","","","","","","52.17","","","부산광역시 서구 망양로 **-* (서대신동*가)","49210","(주)양산연합물류","20180131155958","I","2018-08-31 23:59:59.0","","383480.078443063","181176.719631115","축산물운반업","","","L00","",
"14","축산물운반업","07_22_25_P","3260000","326000000820170003","20170816","","01","영업/정상","0000","정상","","","","","","33","","부산광역시 서구 암남동 **-**번지","부산광역시 서구 성산길 ** (암남동)","49268","정민퀵","20170816155935","I","2018-08-31 23:59:59.0","","383614.818965938","177526.837808941","축산물운반업","","","000","",
"15","축산물운반업","07_22_25_P","3260000","326000000820090001","20090525","","01","영업/정상","0000","정상","","","","","2032408","85","","부산광역시 서구 동대신동*가 ***번지 ***호","부산광역시 서구 대영로**번길 ** (동대신동*가)","49219","(주)세종물류","20121017101158","I","2018-08-31 23:59:59.0","","384307.97574259","180660.89704286","축산물운반업","","","L00","",
"16","축산물운반업","07_22_25_P","3260000","326000000820090002","20090529","","01","영업/정상","0000","정상","","","","","2426886","66.2","","부산광역시 서구 암남동 ***-**번지 ***호","부산광역시 서구 원양로 ***, ***호 (암남동, 원양어업(주))","49273","(주)한맥물류","20200115171820","U","2020-01-17 02:40:00.0","","383518.040204105","175580.741380931","축산물운반업","","","L00","",
"17","축산물운반업","07_22_25_P","3260000","326000000820110002","20110509","","01","영업/정상","0000","정상","","","","","512033474","18","","부산광역시 서구 암남동 ***","부산광역시 서구 원양로 *** (암남동, 동양글로벌냉장 *층(m*층))","49273","백두냉동운수(주)","20210322110847","U","2021-03-24 02:40:00.0","","382929.661199657","176610.193209997","축산물운반업","","","L00","",
"18","축산물운반업","07_22_25_P","3260000","326000000820110003","20111207","","01","영업/정상","0000","정상","","","","","","4579","","부산광역시 서구 암남동 ***","부산광역시 서구 원양로 ***, (주)이스턴웰스 (암남동)","49273","(주)이스턴웰스","20200811145405","U","2020-08-13 02:40:00.0","","383161.450356655","176183.105551719","축산물운반업","","","L00","",
"19","축산물운반업","07_22_25_P","3260000","326000000820170005","20040310","","01","영업/정상","0000","정상","","","","","0512573331","37.19","","부산광역시 서구 암남동 ***번지","부산광역시 서구 원양로 ***, 동영빌딩 ***호 (암남동)","49273","(주)삼일물류","20171218150125","I","2018-08-31 23:59:59.0","","382890.650587096","177336.223689987","축산물운반업","","","L00","",
"20","축산물운반업","07_22_25_P","3260000","326000000820220001","20220602","","01","영업/정상","0000","정상","","","","","0512426886","16.52","","부산광역시 서구 암남동 ***-**","부산광역시 서구 원양로 ***, 원양프라자 *층 ***호 (암남동)","49273","위드물류(주)","20220602110757","I","2022-06-04 00:22:32.0","","383518.040204105","175580.741380931","축산물운반업","","0","L00","0",
"21","축산물운반업","07_22_25_P","3260000","326000000820080001","20080930","","03","폐업","0002","폐업","20091202","","","","","75.3","","부산광역시 서구 동대신동*가 ***-*번지","","","성원유통","20150723104210","I","2018-08-31 23:59:59.0","","384176.409375326","180871.107228325","축산물운반업","","","000","",
"22","축산물운반업","07_22_25_P","3260000","326000000820070001","20070625","","03","폐업","0002","폐업","20120713","","","","242-3404","82.5","","부산광역시 서구 남부민동 ***-*번지 (주)두경수산냉장*층 ***호","부산광역시 서구 등대로 ***, ***호 (남부민동, (주)두경수산냉장*층)","49255","(주)강동운수","20120713110742","I","2018-08-31 23:59:59.0","","384665.834015096","178094.714396035","축산물운반업","","","000","",
"23","축산물운반업","07_22_25_P","3260000","326000000820110001","20110314","","03","폐업","0002","폐업","20161230","","","","242-6886","157.1","","부산광역시 서구 암남동 ***-**번지","부산광역시 서구 원양로 ***, ***호 (암남동, 원양프라자)","49273","(주)한맥물류","20161230170345","I","2018-08-31 23:59:59.0","","383518.040204105","175580.741380931","축산물운반업","","","L00","",
"24","축산물운반업","07_22_25_P","3260000","326000000820120001","20120106","","03","폐업","0002","폐업","20210129","","","","0512552301","52.64","","부산광역시 서구 암남동 ***","부산광역시 서구 원양로 ** (암남동, 국제수산물도매시장 도매동*층 **호)","49277","(주)에바다수산","20210129152841","U","2021-01-31 02:40:00.0","","383370.080547194","175140.099221406","축산물운반업","","","L00","",
"25","축산물운반업","07_22_25_P","3260000","326000000820170004","20170905","","03","폐업","0002","폐업","20220323","","","","","13.17","","","부산광역시 서구 초장로 **, *층 (초장동)","49251","김상돈","20220325131105","U","2022-03-27 02:40:00.0","","384079.650169185","179063.213150356","축산물운반업","","0","000","0",
"26","축산물운반업","07_22_25_P","3270000","327000000820140001","20140414","","01","영업/정상","0000","정상","","","","","","3454.39","","부산광역시 동구 범일동 **-*번지","부산광역시 동구 범일로 ***, 지하*층 (범일동, 현대백화점)","48735","삼원종합물류(주)부산영업소","20150729102429","I","2018-08-31 23:59:59.0","","387539.767677801","184402.96650913","축산물운반업","","","L00","",
"27","축산물운반업","07_22_25_P","3270000","327000000820200002","20200821","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동구 수정동 ***-*","부산광역시 동구 고관로 ***, **호 (수정동, 수정상가아파트)","48790","(주)윤정물류","20220209173805","U","2022-02-11 02:40:00.0","","386461.300638559","182931.084277956","축산물운반업","","0","L00","0",
"28","축산물운반업","07_22_25_P","3270000","327000000820210001","20210115","","01","영업/정상","0000","정상","","","","","","20","","부산광역시 동구 초량동 ***-**","부산광역시 동구 초량남로**번길 **-* (초량동)","48807","삼주물류","20210514111405","U","2021-05-16 02:40:00.0","","385428.651643515","181900.910744832","축산물운반업","","","000","",
"29","축산물운반업","07_22_25_P","3270000","327000000820030001","20031017","","03","폐업","0002","폐업","20060725","","","","441-4452","0","","부산광역시 동구 초량동 ****-*번지","부산광역시 동구 중앙대로***번길 ** (초량동)","","남일물산(주)","20060725150606","I","2018-08-31 23:59:59.0","","386119.762095008","181723.93323895","축산물운반업","","","000","",
"30","축산물운반업","07_22_25_P","3270000","327000000820050001","20051116","","03","폐업","0002","폐업","20060309","","","","051-634-2405","0","","부산광역시 동구 범일동 ***-***번지 대웅빌딩 ***호","부산광역시 동구 조방로 **, ***호 (범일동,대웅빌딩)","","(주)세종물류","20060309134008","I","2018-08-31 23:59:59.0","","387872.077951017","184093.996556107","축산물운반업","","","000","",
"31","축산물운반업","07_22_25_P","3270000","327000000820200001","20200407","","03","폐업","0002","폐업","20210308","","","","051-469-0808","99","","부산광역시 동구 초량동 ****-*","부산광역시 동구 중앙대로 ***, 석초원 *층 (초량동)","48732","화진종합물류(주)","20210308174204","U","2021-03-10 02:40:00.0","","386128.259500475","181968.355176261","축산물운반업","","","L00","",
"32","축산물운반업","07_22_25_P","3280000","328000000820030001","20031007","","03","폐업","0002","폐업","20201126","","","","","59.31","","부산광역시 영도구 봉래동*가 ***","부산광역시 영도구 번영길 ** (봉래동*가)","","토지물산","20201127094126","U","2020-11-29 02:40:00.0","","386649.434893239","179015.013026314","축산물운반업","","","000","",
"33","축산물운반업","07_22_25_P","3290000","329000000820210004","20210427","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 전포동 ***-* 신우빌딩","부산광역시 부산진구 동성로 ***, 신우빌딩 ***호 (전포동)","47243","무궁화운수","20220302172514","U","2022-03-04 02:40:00.0","","387927.951172724","186582.791097672","축산물운반업","","0","000","0",
"34","축산물운반업","07_22_25_P","3290000","329000000820110001","20111018","","01","영업/정상","0000","정상","","","","","","49.5","","부산광역시 부산진구 부전동 ***-*번지","부산광역시 부산진구 동천로 ***, *층 (부전동)","47246","(주)마루물류","20190515103804","U","2019-05-17 02:40:00.0","","387821.637282276","186387.57646224","축산물운반업","","","L00","",
"35","축산물운반업","07_22_25_P","3290000","329000000820210003","20210204","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 양정동 ***-* 현대아파트","부산광역시 부산진구 동평로 ***, ***동 ****호 (양정동, 현대아파트)","47206","개별화물(부산91바1749)","20210204155112","I","2021-02-06 00:23:02.0","","387887.847333871","187966.542955171","축산물운반업","","","000","",
"36","축산물운반업","07_22_25_P","3290000","329000000820210001","20210118","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 초읍동 ***-**","부산광역시 부산진구 성지로***번길 ***-** (초읍동)","47127","용달화물(부산90지4405)","20210324090248","U","2021-03-26 02:40:00.0","","386659.288851483","188037.600714787","축산물운반업","","","000","",
"37","축산물운반업","07_22_25_P","3290000","329000000820210002","20210118","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 부산진구 당감동 ***-* 삼익아파트","부산광역시 부산진구 당감로 **, **동 ***호 (당감동, 삼익아파트)","47190","용달화물","20210118113533","I","2021-01-20 00:23:04.0","","385681.024112217","186728.150348704","축산물운반업","","","000","",
"38","축산물운반업","07_22_25_P","3290000","329000000820060001","20060628","","03","폐업","0002","폐업","20210310","","","","","0","","부산광역시 부산진구 양정동 ***","부산광역시 부산진구 동평로***번길 ** (양정동,*층 **호)","","한솔상사","20210316095627","U","2021-03-18 02:40:00.0","","388486.657611629","187914.991351658","축산물운반업","","","000","",
"39","축산물운반업","07_22_25_P","3290000","329000000820060002","20060824","","03","폐업","0002","폐업","20160317","","","","802-4944","0","","부산광역시 부산진구 부암동 ***번지","부산광역시 부산진구 당감로 ** (부암동)","47143","지에스리테일","20160318090720","I","2018-08-31 23:59:59.0","","385570.015221682","187424.7082035","축산물운반업","","","000","",
"40","축산물운반업","07_22_25_P","3290000","329000000820060003","20060905","","03","폐업","0002","폐업","20090414","","","","","0","","부산광역시 부산진구 초읍동 ***-*번지","부산광역시 부산진구 새싹로 *** (초읍동)","","진성서비스","20090414171101","I","2018-08-31 23:59:59.0","","386532.400526395","188444.325227743","축산물운반업","","","000","",
"41","축산물운반업","07_22_25_P","3290000","329000000820070002","20070419","","03","폐업","0002","폐업","20210405","","","","","0","","부산광역시 부산진구 부전동 ***-*","부산광역시 부산진구 부전로 *** (부전동,고려빌딩 *층)","","유성푸드","20210405161628","U","2021-04-07 02:40:00.0","","387406.067019474","186676.305414942","축산물운반업","","","000","",
"42","축산물운반업","07_22_25_P","3290000","329000000820130001","20130125","","03","폐업","0002","폐업","20171101","","","","518507831","216","","부산광역시 부산진구 양정동 ***-*번지","부산광역시 부산진구 거제대로**번길 * (양정동)","47211","(주)에스에프에스 양정지점","20171101155815","I","2018-08-31 23:59:59.0","","388337.936057178","188148.243837511","축산물운반업","","","L00","",
"43","축산물운반업","07_22_25_P","3290000","329000000820140001","20140311","","03","폐업","0002","폐업","20170222","","","","","26.8","","부산광역시 부산진구 범천동 ***-*번지","부산광역시 부산진구 중앙대로 ***, ***호 (범천동, 서면베르빌*차)","47358","장명안","20170222173727","I","2018-08-31 23:59:59.0","","387513.675143586","184825.965976069","축산물운반업","","","000","",
"44","축산물운반업","07_22_25_P","3290000","329000000820140002","20140324","","03","폐업","0002","폐업","20141031","","","","8093980","0","","부산광역시 부산진구 전포동 ***-***번지","부산광역시 부산진구 진남로***번길 ** (전포동)","47311","(주)설해우","20141031171045","I","2018-08-31 23:59:59.0","","388776.798296732","186268.571802947","축산물운반업","","","L00","",
"45","축산물운반업","07_22_25_P","3290000","329000000820140003","20141001","","03","폐업","0002","폐업","20161216","","","","051-802-8470","20","","부산광역시 부산진구 전포동 ***-**번지","부산광역시 부산진구 진남로***번길 ** (전포동)","47311","(주)영남축산","20161216095444","I","2018-08-31 23:59:59.0","","388709.847808784","186187.547488907","축산물운반업","","","L00","",
"46","축산물운반업","07_22_25_P","3290000","329000000820070001","20070226","","03","폐업","0002","폐업","20120302","","","","646-4014","0","","부산광역시 부산진구 범천동 ***-**번지","부산광역시 부산진구 범일로***번길 ** (범천동)","","(주)연성물류","20120308155019","I","2018-08-31 23:59:59.0","","387692.269825733","184541.023058144","축산물운반업","","","000","",
"47","축산물운반업","07_22_25_P","3290000","329000000820150001","20151123","","03","폐업","0002","폐업","20170627","","","","","11.6","","","부산광역시 부산진구 개금본동로*번길 ** (개금동)","47173","(주)부산유통","20170628134138","I","2018-08-31 23:59:59.0","","384248.598428037","186057.883303965","축산물운반업","","","L00","",
"48","축산물운반업","07_22_25_P","3290000","329000000819880001","19880107","","04","취소/말소/만료/정지/중지","0004","말소","20220615","","","","","0","","부산광역시 부산진구 개금동 ***-**","부산광역시 부산진구 진사로 **-* (개금동)","47393","진주식육점","20220617103222","U","2022-06-19 02:40:00.0","","383715.065247982","184805.455298612","축산물운반업","","0","000","0",
"49","축산물운반업","07_22_25_P","3290000","329000000820070003","20071128","","04","취소/말소/만료/정지/중지","0004","말소","20220615","","","","900-6776","0","","부산광역시 부산진구 양정동 ***-*","부산광역시 부산진구 연수로 **-* (양정동)","","(주)두성운수물류","20220617103250","U","2022-06-19 02:40:00.0","","388764.550722025","188024.592955413","축산물운반업","","0","L00","0",
"50","축산물운반업","07_22_25_P","3300000","330000000820190001","20191222","","01","영업/정상","0000","정상","","","","","","80","","부산광역시 동래구 안락동 ***-*","부산광역시 동래구 온천천로***번길 ** (안락동)","47905","미진(MJ)물류","20200730094942","U","2020-08-01 02:40:00.0","","392349.827168912","189968.33312509","축산물운반업","","","000","",
"51","축산물운반업","07_22_25_P","3300000","330000000820210001","20211223","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 동래구 온천동 ****-**","부산광역시 동래구 여고북로**번길 **(온천동)","47839","다담을코리아","20220621112214","U","2022-06-23 02:40:00.0","","388191.550377131","191135.294524517","축산물운반업","","0","000","0",
"52","축산물운반업","07_22_25_P","3300000","330000000820080001","20080222","","01","영업/정상","0000","정상","","","","","941-0092","26.95","","부산광역시 동래구 사직동 **-**번지","부산광역시 동래구 사직로*번길 * (사직동)","607817","스모프 치킨","20111115132026","I","2018-08-31 23:59:59.0","","","","축산물운반업","","","000","",
"53","축산물운반업","07_22_25_P","3300000","330000000820080002","20080828","","01","영업/정상","0000","정상","","","","","507-6101","14.96","","부산광역시 동래구 온천동 ****-*번지","부산광역시 동래구 쇠미로***번길 ** (온천동)","47846","아림유통","20111115133808","I","2018-08-31 23:59:59.0","","387937.558943243","191924.368833875","축산물운반업","","","000","",
"54","축산물운반업","07_22_25_P","3300000","330000000820090001","20090211","","01","영업/정상","0000","정상","","","","","5521073","33.18","","부산광역시 동래구 수안동 **-**번지 상가동 ***호","부산광역시 동래구 온천천로***번길 ** (수안동)","47884","해맑은 식품 부산지사","20111115133905","I","2018-08-31 23:59:59.0","","390111.718930701","190502.747273107","축산물운반업","","","000","",
"55","축산물운반업","07_22_25_P","3300000","330000000820090002","20090316","","01","영업/정상","0000","정상","","","","","5532736","12.95","","부산광역시 동래구 온천동 ***-*번지 ***호","부산광역시 동래구 금강로 *** (온천동)","47705","유진유통(한냉 동래점)","20111115134002","I","2018-08-31 23:59:59.0","","389232.177374563","192993.794473224","축산물운반업","","","000","",
"56","축산물운반업","07_22_25_P","3300000","330000000820060004","20060807","","01","영업/정상","0000","정상","","","","","523-5860","32","","부산광역시 동래구 명장동 ***-*번지","부산광역시 동래구 안락로***번길 ** (명장동)","47785","희성물산","20111115131905","I","2018-08-31 23:59:59.0","","392212.441466601","191106.552914263","축산물운반업","","","000","",
"57","축산물운반업","07_22_25_P","3300000","330000000820070001","20070115","","01","영업/정상","0000","정상","","","","","5323880","57","","부산광역시 동래구 안락동 ***-**","부산광역시 동래구 명안로*번길 ** (안락동)","47787","(주)전국티피엘","20210413110206","U","2021-04-15 02:40:00.0","","391118.642802761","190837.417972243","축산물운반업","","","L00","",
"58","축산물운반업","07_22_25_P","3300000","330000000820100003","20100722","","01","영업/정상","0000","정상","","","","","753-5289","115.63","","부산광역시 동래구 사직동 ***-**번지","부산광역시 동래구 쇠미로***번길 ** (사직동)","47870","보령시디푸드","20111115134238","I","2018-08-31 23:59:59.0","","387317.308138272","191305.169048265","축산물운반업","","","000","",
"59","축산물운반업","07_22_25_P","3300000","330000000820110001","20110502","","01","영업/정상","0000","정상","","","","","5544442","76.5","","부산광역시 동래구 안락동 ***-**번지","부산광역시 동래구 반송로 *** (안락동)","47754","(주)삼호로직스","20111115134338","I","2018-08-31 23:59:59.0","","390945.817890111","190998.177166438","축산물운반업","","","L00","",
"60","축산물운반업","07_22_25_P","3300000","330000000820120001","20120515","","01","영업/정상","0000","정상","","","","","9078878","57.64","","부산광역시 동래구 안락동 ***-**","부산광역시 동래구 반송로 ***, *층 (안락동)","47754","(주)삼호물류","20210120153522","U","2021-01-22 02:40:00.0","","390945.817890111","190998.177166438","축산물운반업","","","L00","",
"61","축산물운반업","07_22_25_P","3300000","330000000820140001","20140320","","01","영업/정상","0000","정상","","","","","051-528-9119","31.32","","부산광역시 동래구 명장동 ***번지","부산광역시 동래구 시실로***번길 ** (명장동)","47757","명성유통","20140320125746","I","2018-08-31 23:59:59.0","","390587.732180169","192538.03045226","축산물운반업","","","000","",
"62","축산물운반업","07_22_25_P","3300000","330000000820160001","20160602","","01","영업/정상","0000","정상","","","","","051-507-3693","158.4","","부산광역시 동래구 사직동 ***-***번지","부산광역시 동래구 여고로**번길 ** (사직동)","47829","초원축산","20160602155718","I","2018-08-31 23:59:59.0","","388629.318722146","190977.386553127","축산물운반업","","","000","",
"63","축산물운반업","07_22_25_P","3300000","330000000820050001","20050426","","03","폐업","0002","폐업","20090417","","","","523-5173","23.1","","부산광역시 동래구 안락동 ***-*번지","","","부산해운대급식점","20090417173352","I","2018-08-31 23:59:59.0","","392306.244469625","190101.454632523","축산물운반업","","","000","",
"64","축산물운반업","07_22_25_P","3300000","330000000820050002","20050428","","03","폐업","0002","폐업","20090420","","","","531-0701","23.1","","부산광역시 동래구 안락동 ***-*번지","","","부산동래급식영업점","20090420100719","I","2018-08-31 23:59:59.0","","392306.244469625","190101.454632523","축산물운반업","","","000","",
"65","축산물운반업","07_22_25_P","3300000","330000000820060001","20060628","","03","폐업","0002","폐업","20090417","","","","525-4366","55.3","","부산광역시 동래구 명장동 ***-*번지","","","대경유통","20090417163616","I","2018-08-31 23:59:59.0","","391054.375169221","191867.234576061","축산물운반업","","","000","",
"66","축산물운반업","07_22_25_P","3300000","330000000820060002","20060718","","03","폐업","0002","폐업","20150831","","","","554-6609","0","","부산광역시 동래구 온천동 ***-*번지 *동 ***호","부산광역시 동래구 충렬대로**번길 ** (온천동)","47724","대경","20150831115801","I","2018-08-31 23:59:59.0","","388377.975563711","191942.775777965","축산물운반업","","","000","",
"67","축산물운반업","07_22_25_P","3300000","330000000820060003","20060807","","03","폐업","0002","폐업","20210315","","","","521-3001","28","","부산광역시 동래구 안락동 ***-**","부산광역시 동래구 안락로 ** (안락동)","47784","(주)고려식품","20210316091800","U","2021-03-18 02:40:00.0","","391801.413425401","190953.011267599","축산물운반업","","","L00","",
"68","축산물운반업","07_22_25_P","3300000","330000000820070002","20070501","","03","폐업","0002","폐업","20160324","","","","","25","","부산광역시 동래구 명장동 ***-*번지","부산광역시 동래구 반송로 *** (명장동)","47766","(주)중앙로지스","20160324103941","I","2018-08-31 23:59:59.0","","391625.172390085","192123.455547009","축산물운반업","","","L00","",
"69","축산물운반업","07_22_25_P","3300000","330000000820100001","20100407","","03","폐업","0002","폐업","20121018","","","","502-5433","30.4","","부산광역시 동래구 사직동 ***-**번지","부산광역시 동래구 중앙대로****번길 ** (사직동)","47832","신우유통","20121018162403","I","2018-08-31 23:59:59.0","","389036.817338833","191082.537006312","축산물운반업","","","000","",
"70","축산물운반업","07_22_25_P","3300000","330000000820100002","20100414","","03","폐업","0002","폐업","20100727","","","","507-6101","36","","부산광역시 동래구 온천동 ****-*번지","","","거산유통","20100727105203","I","2018-08-31 23:59:59.0","","387937.558943243","191924.368833875","축산물운반업","","","000","",
"71","축산물운반업","07_22_25_P","3310000","331000000820210001","20210316","","01","영업/정상","0000","정상","","","","","0519147158","76.99","","부산광역시 남구 문현동 ***-** 한양연립","부산광역시 남구 고동골로**번길 **, 지하*층 (문현동, 한양연립)","48417","(주)프로로직스","20210316140520","I","2021-03-18 00:22:59.0","","388854.969635147","184701.350958398","축산물운반업","","","L00","",
"72","축산물운반업","07_22_25_P","3310000","331000000820180001","20180227","","01","영업/정상","0000","정상","","","","","","50.07","","부산광역시 남구 대연동 ****-*","부산광역시 남구 석포로**번길 **, *층 (대연동)","48485","엠제이지원사업부","20201125113328","U","2020-11-27 02:40:00.0","","390535.342013716","183157.156387288","축산물운반업","","","000","",
"73","축산물운반업","07_22_25_P","3310000","331000000820090001","20090401","","01","영업/정상","0000","정상","","","","","646-4592","28.84","","부산광역시 남구 문현동 ***번지 한일O/T ****호","부산광역시 남구 자성로 *** (문현동)","48475","(주)동광물류","20131217173114","I","2018-08-31 23:59:59.0","","388310.086924943","183883.854898063","축산물운반업","","","L00","",
"74","축산물운반업","07_22_25_P","3310000","331000000820160001","20160422","","01","영업/정상","0000","정상","","","","","7041597119","33","","부산광역시 남구 문현동 **-** 용우탕","부산광역시 남구 진남로***번길 **, *층 (문현동)","48446","주식회사 엠제이","20210604161203","U","2021-06-06 02:40:00.0","","389346.477625752","184423.601906015","축산물운반업","","","L00","",
"75","축산물운반업","07_22_25_P","3310000","331000000820060001","20061110","","03","폐업","0002","폐업","20201127","","","","051-628-0168","60","","부산광역시 남구 감만동 ***-**","부산광역시 남구 신선로 *** (감만동)","48554","보성(부산80더1402 냉동탑차)","20201127154314","U","2020-11-29 02:40:00.0","","390030.875940085","181109.276283054","축산물운반업","","","000","",
"76","축산물운반업","07_22_25_P","3310000","331000000820120001","20120313","","03","폐업","0002","폐업","20200107","","","","051-903-6111","10","","부산광역시 남구 문현동 **-**번지","부산광역시 남구 진남로 *** (문현동)","48422","(주)농미식품","20200107142018","U","2020-01-09 02:40:00.0","","389199.811047623","184757.759148802","축산물운반업","","","L00","",
"77","축산물운반업","07_22_25_P","3310000","331000000820120002","20121205","","03","폐업","0002","폐업","20151204","","","","051-627-7492","30","","부산광역시 남구 우암동 ***-**번지","부산광역시 남구 우암로 *** (우암동)","48479","박푸드","20151204111526","I","2018-08-31 23:59:59.0","","388623.28570679","182653.899008614","축산물운반업","","","000","",
"78","축산물운반업","07_22_25_P","3310000","331000000820140001","20140211","","03","폐업","0002","폐업","20191212","","","","7195067","3348.76","","부산광역시 남구 우암동 ***번지","부산광역시 남구 우암로 *** (우암동)","48480","씨제이대한통운 부산저온센터","20191212141943","U","2019-12-14 02:40:00.0","","389272.404422507","182500.084704643","축산물운반업","","","L00","",
"79","축산물운반업","07_22_25_P","3310000","331000000820140002","20140428","","03","폐업","0002","폐업","20151119","","","","051-757-6133","32.5","","부산광역시 남구 대연동 ***-**번지","부산광역시 남구 황령대로***번나길 ** (대연동)","48427","동인","20151119142556","I","2018-08-31 23:59:59.0","","390423.645930262","185542.367415256","축산물운반업","","","000","",
