"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"14","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021202200002","20220530","","01","영업/정상","11","영업","","","","","051-441-2500","","","부산광역시 중구 중앙동7가 20-1 롯데백화점광복점","부산광역시 중구 중앙대로 2, 롯데백화점광복점 (중앙동7가)","48944","롯데쇼핑(주) 롯데마트 광복점","20220530124622","I","2022-06-04 00:22:32.0","대형 종합 소매업","385590.814676765","179553.867031936","대기배출업소관리","대형 종합 소매업","5종","","","0","","365","",
"15","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021201300001","20131212","","03","폐업","2","폐업","","","","","","","","부산광역시 중구 보수동2가 106-2번지","","","제일종합정비","20170417175917","I","2018-10-04 11:12:49.0","","384540.957516512","180169.181029172","대기배출업소관리","","4종","","","","","","",
"16","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021201500015","20151218","","03","폐업","2","폐업","20171221","","","","051-740-5300","","","","부산광역시 중구 대교로 155 (중앙동4가)","48941","(주)자연과도시","20171226173131","I","2018-10-04 11:12:49.0","","385674.317229672","180237.208895017","대기배출업소관리","","5종","","","","","","",
"17","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021201500019","20151230","","03","폐업","2","폐업","20181221","","","","464-5674","","","","부산광역시 중구 충장대로 24 (중앙동4가)","48940","부산항만공사(구.국제여객터미널)","20181226211640","U","2018-12-28 02:40:00.0","","386032.236798563","180263.270670699","대기배출업소관리","","5종","","","","","","",
"18","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200400004","20040604","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","","","600010","부산광역시 중구 중앙동4가 83-2 번지","","","중부소방서","20040604095224","I","2018-10-04 11:12:49.0","소방서","","","대기배출업소관리","소방서","","","0","0","0","0","",
"19","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200400005","20040623","","04","취소/말소/만료/정지/중지","4","폐쇄","20040623","","","","","","600090","부산광역시 중구 대청동1가 10번지","","","남성여자고등학교","20040623163554","I","2018-10-04 11:12:49.0","","385357.057052141","180299.318854398","대기배출업소관리","","","","0","0","0","0","",
"20","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200400006","20040628","","04","취소/말소/만료/정지/중지","4","폐쇄","20040628","","","","","","600090","부산광역시 중구 대청동1가 1번지","","","중구청","20040628114402","I","2018-10-04 11:12:49.0","","","","대기배출업소관리","","","","0","0","0","0","",
"21","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200400007","20051222","","04","취소/말소/만료/정지/중지","4","폐쇄","20051222","","","","","","600080","부산광역시 중구 보수동1가 2-62번지","","","중구청보수동소각로","20051222170528","I","2018-10-04 11:12:49.0","","","","대기배출업소관리","","","","0","0","0","0","",
"22","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021201500002","20151028","","04","취소/말소/만료/정지/중지","4","폐쇄","20181031","","","","678-2102","","","","부산광역시 중구 중앙대로 2 (중앙동7가, 롯데백화점광복점)","48944","롯데쇼핑(주) 광복점","20200107085624","U","2020-01-09 02:40:00.0","","385590.814676765","179553.867031936","대기배출업소관리","","5종","","","","","","",
"23","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021201500003","20151028","","04","취소/말소/만료/정지/중지","4","폐쇄","20201015","","","","713-8013","","","","부산광역시 중구 자갈치해안로 52 (남포동4가, 자갈치시장)","48983","부산시설공단(자갈치시장)","20201015095138","U","2020-10-17 02:40:00.0","","385352.27433351","179520.127151419","대기배출업소관리","","5종","","","","","","",
"24","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021201500004","20151029","","04","취소/말소/만료/정지/중지","4","폐쇄","20201015","","","","461-7395","","","","부산광역시 중구 중앙대로 146 (중앙동4가)","48936","(주)대한항공 부산여객지점","20201015095128","U","2020-10-17 02:40:00.0","","385734.629578021","180925.223134314","대기배출업소관리","","5종","","","","","","",
"25","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021201500005","20151030","","04","취소/말소/만료/정지/중지","4","폐쇄","20211117","","","","","","","","부산광역시 중구 중앙대로42번길 5 (중앙동5가)","48943","남성홀딩스(주) 부산지점","20211116085140","U","2021-11-18 02:40:00.0","","385694.47194631","179946.417621085","대기배출업소관리","","5종","","","0","","0","",
"26","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021201500006","20151030","","04","취소/말소/만료/정지/중지","4","폐쇄","20210712","","","","442-4521","","","","부산광역시 중구 중앙대로 70 (중앙동4가)","48941","동원산업(주)","20210712180045","U","2021-07-14 02:40:00.0","","385637.167034815","180199.557790712","대기배출업소관리","","5종","","","0","","0","",
"27","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200100001","20000426","","04","취소/말소/만료/정지/중지","4","폐쇄","20040626","","","","","","600091","부산광역시 중구 대청동1가 19번지","","","남성여자고등학교","20051222165628","I","2018-10-04 11:12:49.0","일반 고등학교","","","대기배출업소관리","일반 고등학교","5종","","8","300","8","300","",
"28","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200100003","20051222","","04","취소/말소/만료/정지/중지","4","폐쇄","20051222","","","","","","600802","부산광역시 중구 보수동1가 2-62번지","","","보수동사무소","20051222165902","I","2018-10-04 11:12:49.0","지방행정 집행기관","384604.931903258","180863.480629095","대기배출업소관리","지방행정 집행기관","5종","","8","300","8","300","",
"29","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200100004","20040629","","04","취소/말소/만료/정지/중지","4","폐쇄","20040629","","","","","","600112","부산광역시 중구 영주동 산 1-19번지","","","영주2동사무소","20051222171656","I","2018-10-04 11:12:49.0","지방행정 집행기관","","","대기배출업소관리","지방행정 집행기관","5종","","8","300","8","300","",
"30","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200100005","20040604","","04","취소/말소/만료/정지/중지","4","폐쇄","20040604","","","","","","600816","부산광역시 중구 중앙동4가 83-2번지","부산광역시 중구 중앙대로 110  (중앙동4가)","","중부소방서","20051222170735","I","2018-10-04 11:12:49.0","소방서","385630.297166724","180557.287846652","대기배출업소관리","소방서","5종","","8","300","8","300","",
"31","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200100006","20040701","","04","취소/말소/만료/정지/중지","4","폐쇄","20040728","","","","","","600802","부산광역시 중구 보수동1가 산 3-41번지","부산광역시 중구 망양로193번길 146  (보수동1가)","","중앙도서관","20051222170924","I","2018-10-04 11:12:49.0","교육 서비스업","384755.697865962","180679.54281741","대기배출업소관리","교육 서비스업","5종","","8","300","8","300","",
"32","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200100008","20040220","","04","취소/말소/만료/정지/중지","4","폐쇄","20040220","","","","","","600015","부산광역시 중구 중앙동5가 16번지","","","부산지방해운항만청","20051222171322","I","2018-10-04 11:12:49.0","건설 및 운송 행정","","","대기배출업소관리","건설 및 운송 행정","5종","","8","300","0","300","",
"33","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200400001","20040220","","04","취소/말소/만료/정지/중지","4","폐쇄","20040220","","","","","","600010","부산광역시 중구 중앙동5가 16번지","","","부산지방해양수산청","20040220093631","I","2018-10-04 11:12:49.0","","","","대기배출업소관리","","","","0","0","0","0","",
"34","대기오염물질배출시설설치사업장","09_30_08_P","3250000","325000021200400003","20051214","","04","취소/말소/만료/정지/중지","4","폐쇄","20051214","","","","","","600010","부산광역시 중구 중앙동4가 17번지","","","부산세관","20051214140801","I","2018-10-04 11:12:49.0","","","","대기배출업소관리","","","","0","0","0","0","",
"35","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201900001","20190319","","01","영업/정상","11","영업","","","","","051-256-5467","","","부산광역시 서구 암남동 762 수산가공선진화단지 A동 205~6호","부산광역시 서구 원양로 1, 수산가공선진화단지 A동 205~6호 (암남동)","49277","주식회사 어메이징팩토리","20201203111336","U","2020-12-05 02:40:00.0","수산물 가공 및 저장처리업","383449.669961635","174683.069423816","대기배출업소관리","수산물 가공 및 저장처리업","4종","","11.2","300","11.2","300","",
"36","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021202200001","20220422","","01","영업/정상","11","영업","","","","","051-264-2266","","","부산광역시 서구 남부민동 690-1 별관 4층","부산광역시 서구 충무대로 214, 4층 (남부민동)","49255","(주)세원물산 남부민동지점","20220620171257","U","2022-06-22 02:40:00.0","농산물 건조, 선별 및 기타 수확후 서비스업","384560.270958124","178650.41017002","대기배출업소관리","농산물 건조, 선별 및 기타 수확후 서비스업","4종","","24","300","24","300","",
"37","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201900002","20190402","","01","영업/정상","11","영업","","","","","051-240-2240","","","부산광역시 서구 동대신동3가 1-22번지 동아대학교 대신요양병원","부산광역시 서구 대신공원로 32, 동아대학교 대신요양병원 (동대신동3가)","49201","(학교법인)동아학숙(동아대학교 대신요양병원)","20200128153233","U","2020-01-30 02:40:00.0","종합 병원","383898.91114891","182014.846889314","대기배출업소관리","종합 병원","5종","","6","350","6","350","",
"38","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021202100001","20211129","","01","영업/정상","11","영업","","","","","","","","부산광역시 서구 암남동 123-15 [가설]힐스테이트 내 임시 식당","부산광역시 서구 송도해변로 202, [가설]힐스테이트 내 임시 식당 (암남동)","49264","(주)아이제이동수","20211129175850","I","2021-12-01 00:22:43.0","주거용 건물 개발 및 공급업","384495.066651637","177326.029548321","대기배출업소관리","주거용 건물 개발 및 공급업","4종","","","0","","0","",
"39","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021198200012","20061115","","01","영업/정상","11","영업","","","","","051-250-2165","","","부산광역시 서구 남부민동 692-13","부산광역시 서구 충무대로 170 (남부민동)","49255","(주)사조대림 부산공장","20210525143855","U","2021-05-27 02:40:00.0","도축, 육류 가공 및 저장 처리업","384642.644706366","178184.497144815","대기배출업소관리","도축, 육류 가공 및 저장 처리업","4종","햄,소시지","12","320","24","320","",
"40","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021198600008","20050126","","01","영업/정상","11","영업","","","","","051-250-5599","","","부산광역시 서구 암남동 655","부산광역시 서구 원양로 268 (암남동)","","(주)동양/건재부문 부산공장","20220602152812","U","2022-06-04 02:40:00.0","","382949.455396477","177093.30836349","대기배출업소관리","","4종","","10","300","24","365","",
"41","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021200200002","20020912","","01","영업/정상","11","영업","","","","","051-253-9266","","","부산광역시 서구 암남동 660-1","부산광역시 서구 암남공원로 436 (암남동)","602831","(주)광명코팅","20220617133024","U","2022-06-19 02:40:00.0","기타 편조의복 액세서리 제조업","383025.090560192","177171.039441937","대기배출업소관리","기타 편조의복 액세서리 제조업","5종","","8","264","8","300","",
"42","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021200400001","20060725","","01","영업/정상","11","영업","","","","","051-250-5500","","","부산광역시 서구 암남동 655","부산광역시 서구 원양로 268 (암남동)","","(주)삼표시멘트 부산사업소","20220519150508","U","2022-05-21 02:40:00.0","콘크리트, 시멘트 및 플라스터 제품 제조업","382949.455396477","177093.30836349","대기배출업소관리","콘크리트, 시멘트 및 플라스터 제품 제조업","4종","","10","300","10","300","",
"43","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201400001","20140227","","01","영업/정상","11","영업","","","","","051-250-0670","","","부산광역시 서구 암남동 740","부산광역시 서구 원양로 147 (암남동)","","동원산업(주) 부산공장","20220217172442","U","2022-02-19 02:40:00.0","수산동물 가공 및 저장 처리업","383415.639943426","175962.567924767","대기배출업소관리","수산동물 가공 및 저장 처리업","5종","","8","300","8","300","",
"44","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201500002","20151125","","01","영업/정상","11","영업","","","","","0512317910","","","부산광역시 서구 암남동 719번지","부산광역시 서구 원양로 87 (암남동)","","성진수산(주)","20200522134926","U","2020-05-24 02:40:00.0","수산물 가공 및 저장처리업","383432.666597016","175569.83981258","대기배출업소관리","수산물 가공 및 저장처리업","4종","","10","300","10","300","",
"45","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201500004","20151222","","01","영업/정상","11","영업","","","","","0517182000","","","부산광역시 서구 남부민동 523-53번지","부산광역시 서구 충무대로 134 (남부민동)","49264","에프씨인베스트(주)","20200203153430","U","2020-02-05 02:40:00.0","욕탕업","384659.337991748","177808.202125354","대기배출업소관리","욕탕업","4종","","12","365","12","365","",
"46","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201500005","20151222","","01","영업/정상","11","영업","","","","","","","","부산광역시 서구 암남동 717번지","부산광역시 서구 원양로 119 (암남동)","","수협중앙회 감천항 물류센타","20200522135101","U","2020-05-24 02:40:00.0","","383533.518326829","175685.538391763","대기배출업소관리","","5종","명태살,고등어,갈치외","","","","","",
"47","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201500008","20151231","","01","영업/정상","11","영업","","","","","0512485151","","","부산광역시 서구 서대신동2가 382번지","부산광역시 서구 대티로 170 (서대신동2가)","602819","삼육부산병원","20200601153251","U","2020-06-04 02:40:00.0","","383283.55617159","181112.158849737","대기배출업소관리","","4종","","","","","","",
"48","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201500009","20151229","","01","영업/정상","11","영업","","","","","051-990-6059","","","부산광역시 서구 암남동 41-1 고신대학교의과대학, 고신대학교복음병원","부산광역시 서구 감천로 262 (암남동)","602702","고신대학교복음병원","20201105151337","U","2020-11-07 02:40:00.0","종합 병원","383733.508238269","177583.561907424","대기배출업소관리","종합 병원","4종","","24","365","24","365","",
"49","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201500010","20151231","","01","영업/정상","11","영업","","","","","051-240-7130","","","부산광역시 서구 아미동1가 10-1 부산대학병원","부산광역시 서구 구덕로 179 (아미동1가)","602739","부산대학교병원","20211214155224","U","2021-12-16 02:40:00.0","종합 병원","384030.498741004","179806.024724594","대기배출업소관리","종합 병원","2종","","","0","","0","",
"50","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201500011","20151231","","01","영업/정상","11","영업","","","","","051-254-4881","","","부산광역시 서구 암남동 716","부산광역시 서구 원양로 125 (암남동)","","(주)냉장인터불고 제2공장","20201127110101","U","2020-11-29 02:40:00.0","냉장 및 냉동 창고업","383539.602429996","175767.563913389","대기배출업소관리","냉장 및 냉동 창고업","5종","보일러","8","150","24","365","",
"51","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201500012","20151231","","01","영업/정상","11","영업","","","","","051-240-2372","","","부산광역시 서구 동대신동3가 1-22","부산광역시 서구 대신공원로 26 (동대신동3가)","602715","동아대학교병원","20210712103500","U","2021-07-14 02:40:00.0","의료업","383898.91114891","182014.846889314","대기배출업소관리","의료업","4종","","","0","","365","",
"52","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201500013","20160107","","01","영업/정상","11","영업","","","","","051-255-3533","","","부산광역시 서구 토성동1가 12-3번지","부산광역시 서구 까치고개로245번길 9 (토성동1가, 롯데자동차)","49224","부산자동차직업학교","20200128155849","U","2020-01-30 02:40:00.0","기타 기술 및 직업훈련학원","384358.41050506","179758.509883001","대기배출업소관리","기타 기술 및 직업훈련학원","5종","자동차정비학원","4","250","4","250","",
"53","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201600001","20160223","","01","영업/정상","11","영업","","","","","051-250-7076","","","부산광역시 서구 암남동 739번지","부산광역시 서구 원양로 171 (암남동)","49273","참손푸드(주)","20200128154817","U","2020-01-30 02:40:00.0","수산물 가공 및 저장 처리업","383295.414372254","175993.708593444","대기배출업소관리","수산물 가공 및 저장 처리업","4종","생선까스","8","240","8","240","",
"54","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021201800001","20180123","","01","영업/정상","11","영업","","","","","051-996-8272","","","부산광역시 서구 남부민동 69-15번지","부산광역시 서구 충무대로 221 (남부민동)","49256","알3모터스","20200128154444","U","2020-01-30 02:40:00.0","자동차 종합 수리업","384492.603388531","178683.471902956","대기배출업소관리","자동차 종합 수리업","5종","","6","300","6","300","",
"55","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021197210001","20050211","","03","폐업","2","폐업","20190103","","","","0512421741","","","부산광역시 서구 남부민동 46-42번지","부산광역시 서구 천마로181번길 17 (남부민동)","602800","국제아피스공업사","20190103103449","U","2019-01-05 02:40:00.0","","384281.865266748","178840.767326745","대기배출업소관리","","5종","","0","0","0","0","",
"56","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021197600002","19760213","","03","폐업","2","폐업","20011228","","","","051 254 8456","","602020","부산광역시 서구 남부민동 692-11번지","부산광역시 서구 충무대로 174  (남부민동)","","화성냉동(주)","20020131171012","I","2018-10-04 11:12:49.0","도축, 고기 가공 및 저장처리업","384604.386093079","178235.228464934","대기배출업소관리","도축, 고기 가공 및 저장처리업","5종","","0","0","0","0","",
"57","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021197700003","19770323","","03","폐업","2","폐업","20020718","","","","051 248 7621","","602021","부산광역시 서구 남부민동 689번지","부산광역시 서구 충무대로 240  (남부민동)","","우양냉장주식회사","20020718181946","I","2018-10-04 11:12:49.0","도축, 고기 가공 및 저장처리업","384537.31662951","178862.732612704","대기배출업소관리","도축, 고기 가공 및 저장처리업","3종","얼음","8","300","24","365","",
"58","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021197800004","19780407","","03","폐업","2","폐업","20071129","","","","051 254 8011","","","부산광역시 서구 남부민동 689-3번지","","","오양수산(주)부산냉동공장","20071129132622","I","2018-10-04 11:12:49.0","","384587.180082736","178867.962493008","대기배출업소관리","","4종","","0","0","0","0","",
"59","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021197800007","20060419","","03","폐업","2","폐업","20071004","","","","051 256 3295","","","부산광역시 서구 암남동","","","광화식품","20071004133148","I","2018-10-04 11:12:49.0","","","","대기배출업소관리","","4종","","0","0","0","0","",
"60","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021198800005","19881130","","03","폐업","2","폐업","20070802","","","","051 250 8874","","602020","부산광역시 서구 남부민동","","","성진수산주식회사","20070802094921","I","2018-10-04 11:12:49.0","수산물 가공 및 저장처리업","","","대기배출업소관리","수산물 가공 및 저장처리업","5종","","0","0","0","0","",
"61","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021198800006","19880823","","03","폐업","2","폐업","20001229","","","","051 241 0881","","602020","부산광역시 서구 남부민동 523-29번지","부산광역시 서구 충무대로 146  (남부민동)","","희창물산(주)","20020131171505","I","2018-10-04 11:12:49.0","수산물 가공 및 저장처리업","384662.733119919","177932.005072506","대기배출업소관리","수산물 가공 및 저장처리업","5종","수산가공품","0","0","0","0","",
"62","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021199100011","19911128","","03","폐업","2","폐업","20000222","","","","051 242 2223","","602030","부산광역시 서구 암남동 123-4번지","","","송도정비공업사","20020510162023","I","2018-10-04 11:12:49.0","","","","대기배출업소관리","","5종","","0","0","0","0","",
"63","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021199400010","19940226","","03","폐업","2","폐업","20030117","","","","051 240 4438","","602030","부산광역시 서구 암남동 123-13번지","부산광역시 서구 등대로 61-21  (암남동)","","서구청소각로(부산광역시서구청)","20030219110605","I","2018-10-04 11:12:49.0","","384600.673009969","177593.071665625","대기배출업소관리","","5종","","0","0","0","0","",
"64","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021200000002","20001014","","03","폐업","2","폐업","","","","","","","602060","부산광역시 서구 아미동2가 89-155번지","부산광역시 서구 아미로12번길 13-1  (아미동2가)","","사회복지법인그리스도구원선","20070509102717","I","2018-10-04 11:12:49.0","","383501.177384717","179476.773625594","대기배출업소관리","","5종","","0","0","0","0","",
"65","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021200100002","20011015","","03","폐업","2","폐업","20020709","","","","","","602082","부산광역시 서구 부용동2가","","","예일사진","20080708101415","I","2018-10-04 11:12:49.0","사진 처리업","","","대기배출업소관리","사진 처리업","5종","","0","0","0","0","",
"66","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021200500001","20050512","","03","폐업","2","폐업","","","","","0512318272","","","부산광역시 서구 남부민동 645-5번지 외 2필지","부산광역시 서구 충무대로241번길 5-16 (남부민동,외 2필지)","","우리정비사업소","20190826160738","U","2019-08-28 02:40:00.0","","384460.481831601","178848.091795211","대기배출업소관리","","4종","","6","300","6","300","",
"67","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021199000013","19900125","","04","취소/말소/만료/정지/중지","4","폐쇄","20020709","","","","051 250 2000","","602023","부산광역시 서구 남부민동 693-1번지","부산광역시 서구 충무대로 170  (남부민동)","","대림식품(주)","20080708101610","I","2018-10-04 11:12:49.0","도축, 고기 가공 및 저장처리업","384621.969481241","178074.745933665","대기배출업소관리","도축, 고기 가공 및 저장처리업","5종","","0","0","0","0","",
"68","대기오염물질배출시설설치사업장","09_30_08_P","3260000","326000021199300009","20051116","","04","취소/말소/만료/정지/중지","4","폐쇄","20051116","","","","051 253 3249","","602030","부산광역시 서구 암남동 620-2번지","부산광역시 서구 암남공원로 185  (암남동)","","국립수의과학검역원부산지원","20051116175216","I","2018-10-04 11:12:49.0","수의업","383789.901427409","175574.981323099","대기배출업소관리","수의업","5종","","0","0","0","0","",
