"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","종합여행업","03_12_03_P","3250000","CDFI2260042018000002","20180130","","03","폐업","03","폐업","20190430","","","","","","","부산광역시 중구 중앙동2가 49-45","부산광역시 중구 대청로 138, 2층 301호 (중앙동2가)","48956","(주)여창국제여행사","20210122091043","U","2021-01-24 02:40:00.0","","385490.195516543","180073.193612879","종합여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","109810000","20190213","20200212","","",
"12","종합여행업","03_12_03_P","3250000","CDFI2260042020000001","20200326","","03","폐업","03","폐업","20220302","","","","051-711-2330","","","부산광역시 중구 중앙동4가 30-9","부산광역시 중구 해관로 64, 401호 (중앙동4가)","48929","(주)유벨라트래블","20220302100843","U","2022-03-05 02:40:00.0","","385539.972540558","180278.841231343","종합여행업","","","","","","서울보증보험","","","","","","YOUVELLA TRAVEL","General travel industry","","","","","","","","","","","","","","","","","100000000","20200501","20210430","","",
"13","종합여행업","03_12_03_P","3250000","CDFI2260042018000009","19920414","","01","영업/정상","13","영업중","","","","","051-852-1231","","","부산광역시 중구 중앙동5가 10-5","부산광역시 중구 중앙대로 44, 5층 (중앙동5가)","48942","(주)명문여행사","20220331120634","U","2022-04-02 02:40:00.0","","385645.870360595","179942.948260868","종합여행업","","","0","","","서울보증보험","","0","0","0","0","Myung Moon Travel & Study","The general travel industry","0","0","","0","0","","0","0","","0","","","","","","","350000000","20220408","20230407","","0",
"14","종합여행업","03_12_03_P","3250000","CDFI2260042019000002","20190118","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 대창동2가 29-1","부산광역시 중구 중앙대로 145, 3층 (대창동2가)","48924","주식회사 나랑여행","20220121091913","U","2022-01-23 02:40:00.0","","385676.22672246","180949.186545775","종합여행업","","","0","","","한국관광협회중앙회여행공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20220121","20230121","","0",
"15","종합여행업","03_12_03_P","3250000","CDFI2260042019000004","20190613","","01","영업/정상","13","영업중","","","","","051-465-9700","","","부산광역시 중구 중앙동4가 36-14 은산빌딩","부산광역시 중구 해관로 65, 은산빌딩 211호 (중앙동4가)","48930","(주)나눔투어","20210615180339","U","2021-06-17 02:40:00.0","","385502.492319657","180297.579330876","종합여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","100000000","20210704","20220703","","",
"16","종합여행업","03_12_03_P","3250000","CDFI2260042019000005","20190827","","01","영업/정상","13","영업중","","","","","051-465-9201","","","부산광역시 중구 중앙동4가 84-1","부산광역시 중구 충장대로5번길 26, 501호 (중앙동4가)","48938","프로젝트21(주)","20201006093732","U","2020-10-08 02:40:00.0","","385674.767425372","180625.222083038","종합여행업","","","","","","부산관광협회","","","","","","","","","","","","","","","","","","","","","","","","100000000","20200909","20210909","","",
"17","종합여행업","03_12_03_P","3250000","CDFI2260041993000001","19930415","","01","영업/정상","13","영업중","","","","","051-463-5210","","","부산광역시 중구 대창동1가 51","부산광역시 중구 해관로 89, 3층 305호 (대창동1가, 중앙빌딩)","48924","(주)한남해외여행사","20211019091037","U","2021-10-21 02:40:00.0","","385507.640529964","180548.792611588","종합여행업","","","0","","","한국관광협회","","0","0","0","0","HANNAM OVERSEAS TOUR CORP.","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","0","","0","","","","","","","0","20211031","20221031","","0",
"18","종합여행업","03_12_03_P","3250000","CDFI2260041997000002","19971128","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동4가 28-10","부산광역시 중구 중앙대로 79-1, 아름빌당 2층 (중앙동4가)","48929","(주)아름트레블앤커뮤니케이션","20211117112135","U","2021-11-19 02:40:00.0","","385562.279483087","180308.192303088","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","350000000","20211201","20221130","","0",
"19","종합여행업","03_12_03_P","3250000","CDFI2260042007000002","20070614","","01","영업/정상","13","영업중","","","","","051-255-9705","","600012","부산광역시 중구 중앙동2가 49-18","부산광역시 중구 대청로138번길 10 (중앙동2가)","","(주)부산나비","20210621170156","U","2021-06-23 02:40:00.0","","385478.081935339","179998.180784787","종합여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","350000000","20210621","20220620","","",
"20","종합여행업","03_12_03_P","3250000","CDFI2260042018000005","20180709","","01","영업/정상","13","영업중","","","","","051-254-2420","","","부산광역시 중구 중앙동3가 13-3","부산광역시 중구 대청로137번길 8-2, 4층 (중앙동3가)","48931","(주)핑크로더","20220628111146","U","2022-06-30 02:40:00.0","","385489.864718394","180164.324836472","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","158000000","20220711","20230710","","0",
"21","종합여행업","03_12_03_P","3250000","CDFI2260041999000001","19991204","","01","영업/정상","13","영업중","","","","","051-466-1381","","600815","부산광역시 중구 중앙동4가 51 일광빌딩 3층","부산광역시 중구 해관로 73, 3층 (중앙동4가, 일광빌딩)","48930","(주)한국청년 여행사","20211129091135","U","2021-12-01 02:40:00.0","","385498.01420541","180375.820736017","종합여행업","","","0","","","한국관광협회","","0","0","0","0","Korea Youth Travel Service Co, LTD","General travel agency","0","0","","0","0","","0","0","","0","","","","","","","350000000","20211203","20221203","","0",
"22","종합여행업","03_12_03_P","3250000","CDFI2260042005000001","20050203","","01","영업/정상","13","영업중","","","","","051-465-2477","","600015","부산광역시 중구 중앙동5가 10-5","부산광역시 중구 중앙대로 44, 2층 (중앙동5가, 흥국생명빌딩)","48942","(주)소라여행기획","20220622113808","U","2022-06-24 02:40:00.0","","385645.870360595","179942.948260868","종합여행업","","","0","","","한국관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","350000000","20220629","20230629","","0",
"23","종합여행업","03_12_03_P","3250000","CDFI2260042007000001","20071106","","01","영업/정상","13","영업중","","","","","051-253-5732","","","부산광역시 중구 부평동4가 45 향원 부평타워 504호","부산광역시 중구 대청로 22, 504호 (부평동4가, 향원 부평타워)","48973","(주)엔티피베드로여행사","20211102093156","U","2021-11-04 02:40:00.0","","384310.556055481","180078.059880051","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","400000000","20211107","20221106","","0",
"24","종합여행업","03_12_03_P","3250000","CDFI2260042010000002","20100519","","01","영업/정상","13","영업중","","","","","051-255-5232","","","부산광역시 중구 동광동2가 8-1","부산광역시 중구 광복로97번길 17, 덕창빌딩 506호 (동광동2가)","48951","부산카모메투어(주)","20220617114848","U","2022-06-19 02:40:00.0","","385475.41401114","179789.291307195","종합여행업","","","0","","","한국관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20220518","20230518","","0",
"25","종합여행업","03_12_03_P","3250000","CDFI2260042014000001","20140520","","01","영업/정상","13","영업중","","","","","051-989-9060","","600016","부산광역시 중구 중앙동6가 20-29","부산광역시 중구 중앙대로 37 (중앙동6가)","48957","(주)큐브여행사","20200624090514","U","2020-06-26 02:40:00.0","","385599.322545207","179877.201347218","종합여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","20170804","20180803","200000000","20200601","20210531","","",
"26","종합여행업","03_12_03_P","3250000","CDFI2260042014000002","20140808","","01","영업/정상","13","영업중","","","","","051-462-4020","","","부산광역시 중구 중앙동4가 36-14 은산빌딩","부산광역시 중구 해관로 65, 은산빌딩 501호 (중앙동4가)","48930","(주)투어폰","20210926175330","U","2021-09-28 02:40:00.0","","385502.492319657","180297.579330876","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","20190725","20200724","","0",
"27","종합여행업","03_12_03_P","3250000","CDFI2260042015000001","20150923","","01","영업/정상","13","영업중","","","","","1600-3593","","","부산광역시 중구 대청동3가 20번지 백성오피스텔 901호","부산광역시 중구 대청로 80, 901호 (대청동3가, 백성오피스텔)","48946","(주)프리투어","20191017154426","U","2019-10-19 02:40:00.0","","384893.634546496","180069.338251171","종합여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","","20191011","20201010","","",
"28","종합여행업","03_12_03_P","3250000","CDFI2260042015000002","20151007","","01","영업/정상","13","영업중","","","","","051-462-7857","","","부산광역시 중구 중앙동3가 18-1","부산광역시 중구 대청로 135, 제일은행 3층 16호 (중앙동3가)","48931","(주)랜드부산","20211014092912","U","2021-10-16 02:40:00.0","","385463.118213998","180123.108147913","종합여행업","","","0","","","한국관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","200000000","20211012","20221012","","0",
"29","종합여행업","03_12_03_P","3250000","CDFI2260042016000001","20160215","","01","영업/정상","13","영업중","","","","","051-240-8832","","","부산광역시 중구 중앙동2가 3","부산광역시 중구 해관로 30 (중앙동2가)","48957","(주)팬스타엔터프라이즈","20220214090430","U","2022-02-16 02:40:00.0","","385565.687930937","179949.49925438","종합여행업","","","0","","","서울보증보험","","0","0","0","0","Panstar Enterprise Co,.Ltd.","General travel business","0","0","","0","0","","0","0","","0","","","","","","","5633811500","20220216","20230215","","0",
"30","종합여행업","03_12_03_P","3250000","CDFI2260042016000006","20161229","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동4가 37-16","부산광역시 중구 중앙대로81번길 9, 동아제일빌딩 7층 (중앙동4가)","48930","주식회사 씨앤","20220524131742","U","2022-05-26 02:40:00.0","","385473.576409934","180297.978228551","종합여행업","","","0","","","한국관광협회","사무실","0","0","0","0","CN","GENERAL TRAVEL BUSINESS","0","0","","0","0","","0","280","","0","","","","","","","150000000","20220613","20230613","","280",
"31","종합여행업","03_12_03_P","3250000","CDFI2260042017000004","20171116","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동4가 83-5 팬오션(주)부산빌딩","부산광역시 중구 중앙대로 102, 7층 705호 (중앙동4가)","48938","성창여행사","20211126165922","U","2021-11-28 02:40:00.0","","385606.581749269","180536.052576311","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20201116","20211115","","0",
"32","종합여행업","03_12_03_P","3250000","CDFI2260042018000001","20180117","","01","영업/정상","13","영업중","","","","","051-246-6685","","","부산광역시 중구 동광동1가 4-1","부산광역시 중구 광복로97번길 10, 303호 (동광동1가)","48955","(주)부산리무진투어","20220124143021","U","2022-01-26 02:40:00.0","","385539.733638052","179734.354378629","종합여행업","","","0","","","한국관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20220122","20230122","","0",
"33","종합여행업","03_12_03_P","3250000","CDFI2260042022000001","20130730","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동4가 78-15","부산광역시 중구 충장대로5번길 50-1, 명지빌딩 5층 501호 (중앙동4가)","48936","(주)뉴부산트래블","20220107094945","I","2022-01-08 00:22:40.0","","385748.59314215","180848.000905503","종합여행업","","","0","","","한국관광협회중앙회 여행공제회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","20210924","20220924","","0",
"34","종합여행업","03_12_03_P","3250000","CDFI2260042018000007","20180831","","01","영업/정상","13","영업중","","","","","070-8798-0120","","","부산광역시 중구 중앙동4가 36-1 원빌딩 201호","부산광역시 중구 해관로 59-1, 원빌딩 201호 (중앙동4가)","48930","(주)일본여행","20210818090110","U","2021-08-20 02:40:00.0","","385507.438297238","180251.484441608","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20210831","20220830","","0",
"35","종합여행업","03_12_03_P","3250000","CDFI2260042021000005","20170110","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동4가 83-5 팬오션(주)부산빌딩","부산광역시 중구 중앙대로 102, 팬오션(주)부산빌딩 7층 (중앙동4가)","48938","인조이 코리아","20220210172331","U","2022-02-12 02:40:00.0","","385606.581749269","180536.052576311","종합여행업","","","0","","","서울보증보험","","0","0","0","0","Enjoy Korea","General travel business","0","0","","0","0","","0","0","","0","","","","","","","103255456","20220110","20230109","","0",
"36","종합여행업","03_12_03_P","3250000","CDFI2260042021000004","20210930","","01","영업/정상","13","영업중","","","","","1661-9263","","","부산광역시 중구 중앙동4가 40-7","부산광역시 중구 동광길 30-1, 4층 (중앙동4가)","48928","(주)제이비인터서비스","20211021095114","U","2021-10-23 02:40:00.0","","385443.660111546","180228.178885372","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","51000000","20211025","20221024","","0",
"37","종합여행업","03_12_03_P","3250000","CDFI2260042020000002","20200703","","01","영업/정상","13","영업중","","","","","051-240-8877","","","부산광역시 중구 중앙동2가 3","부산광역시 중구 해관로 30, 2층 (중앙동2가)","48957","(주)팬스타트리","20211223105241","U","2021-12-25 02:40:00.0","","385565.687930937","179949.49925438","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","308980000","20210715","20220714","","0",
"38","종합여행업","03_12_03_P","3250000","CDFI2260042020000003","20200716","","01","영업/정상","13","영업중","","","","","051-464-0606","","","부산광역시 중구 영주동 32-8","부산광역시 중구 대영로247번길 3, 준희빌딩 502호 (영주동)","48911","허브투어","20210823090746","U","2021-08-25 02:40:00.0","","385711.129051706","181157.671996016","종합여행업","","","0","","","한국관광협회","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","103157074","20210817","20220817","","0",
"39","종합여행업","03_12_03_P","3250000","CDFI2260042021000003","20210910","","01","영업/정상","13","영업중","","","","","051-207-1881","","","부산광역시 중구 중앙동4가 85-3","부산광역시 중구 충장대로9번길 22, 신도빌딩 1층 (중앙동4가)","48938","한아방송(주)","20210915105358","U","2021-09-17 02:40:00.0","","385724.319576287","180589.309934345","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","130000000","20211001","20220930","","0",
"40","종합여행업","03_12_03_P","3250000","CDFI2260042021000002","20210903","","01","영업/정상","13","영업중","","","","","051-464-0606","","","부산광역시 중구 대창동2가 29-1","부산광역시 중구 중앙대로 145, 내일빌딩 3층 (대창동2가)","48924","(주)박스투어","20210903150508","I","2021-09-05 00:22:49.0","","385676.22672246","180949.186545775","종합여행업","","","0","","","","","0","0","0","0","BOXTOUR CO.LTD","General travel business","0","0","","0","0","","0","0","","0","","","","","","","150000000","","","","0",
"41","종합여행업","03_12_03_P","3250000","CDFI2260042021000001","20210429","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동4가 88-7 교보생명보험(주)중앙동사옥","부산광역시 중구 충장대로 7, 교보생명보험(주)중앙동사옥 6층 (중앙동4가)","48939","(주)영남세계일주","20220426092613","U","2022-04-28 02:40:00.0","","385675.833699298","180402.491616571","종합여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","100000000","20210507","20220506","","",
"42","종합여행업","03_12_03_P","3250000","CDFI2260042019000001","20190104","","01","영업/정상","13","영업중","","","","","051-244-6690","","","부산광역시 중구 동광동3가 45-1","부산광역시 중구 대청로126번길 18, 동광빌딩 301호 (동광동3가)","48951","(주)넥스트투어시스템","20211209180600","U","2021-12-11 02:40:00.0","","385384.646877349","179917.492751092","종합여행업","","","0","","","서울보증보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","20220108","20230107","","0",
"43","종합여행업","03_12_03_P","3250000","CDFI2260042014000003","20141030","20160609","04","취소/말소/만료/정지/중지","31","등록취소","","","","","903-3939","","600092","부산광역시 중구 대청동2가 32-1번지","부산광역시 중구 광복중앙로 32-1, 3층 (대청동2가)","48949","진투어","20160609143658","I","2018-08-31 23:59:59.0","","385127.739732015","180011.239957586","종합여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000000","20141105","20151104","","",
"44","종합여행업","03_12_03_P","3250000","CDFI2260042017000006","20170120","20191230","04","취소/말소/만료/정지/중지","31","등록취소","","","","","051-977-6868","","","부산광역시 중구 중앙동4가 53-34번지","부산광역시 중구 해관로 72-1, 화성빌딩 305호 (중앙동4가)","48929","(주)팝콘투어네트웍스","20191230141717","U","2020-01-01 02:40:00.0","","385531.701312067","180366.998979336","종합여행업","","","","","","서울보증보험주식회사","","","","","","","","","","","","","","","","","","","","","","","","100000000","20180201","20190131","","",
"45","종합여행업","03_12_03_P","3260000","CDFI2260042012000001","20121031","","03","폐업","03","폐업","20141104","","","","051-442-1570","","602030","부산광역시 서구 암남동 국제수산물도매시장빌딩 709호","부산광역시 서구 원양로 35 (암남동)","602030","(주)글로벌 트레이딩","20141105150555","I","2018-08-31 23:59:59.0","","383370.080547194","175140.099221406","종합여행업","","","","","","(주)서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","100000000","20131105","20141104","","",
"46","종합여행업","03_12_03_P","3260000","CDFI2260042014000001","20140218","","03","폐업","03","폐업","20170418","","","","051-242-3366","","602011","부산광역시 서구 충무동1가","부산광역시 서구 충무대로 260 (충무동1가)","49254","(주)에드윈 아이","20170418172054","I","2018-08-31 23:59:59.0","","384516.17150973","179069.144220863","종합여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","200000000","20160213","20170212","","",
"47","종합여행업","03_12_03_P","3260000","CDFI2260042016000001","20160826","","03","폐업","03","폐업","20170331","","","","051-253-7789","","","부산광역시 서구 암남동 176-7번지","부산광역시 서구 충무대로82번길 11 (암남동)","49269","주식회사 부산 인바운드여행사","20170724174034","I","2018-08-31 23:59:59.0","","384318.315518268","177413.108840591","종합여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","","20160830","20170829","","",
"48","종합여행업","03_12_03_P","3260000","CDFI2260042017000001","20150312","","03","폐업","03","폐업","20170330","","","","051-442-3267","","","부산광역시 서구 동대신동3가 523-4번지","부산광역시 서구 보수대로 210 (동대신동3가)","49213","(주)천홍국제관광","20170331153312","I","2018-08-31 23:59:59.0","","384141.552378526","181312.103098646","종합여행업","","준주거지역","4","학교정화(상대)","","한국관광협회중앙회 여행공제회","사무실","4","0","","","","","","","","","","","","85.64","","","","","","","","","200000000","20160313","20170313","","86",
"49","종합여행업","03_12_03_P","3260000","CDFI2260042018000001","20180130","","01","영업/정상","13","영업중","","","","","07075614763","","","부산광역시 서구 동대신동3가 264-26","부산광역시 서구 보동길337번길 12-3 (동대신동3가)","49213","트레블고고","20220324104916","U","2022-03-26 02:40:00.0","","384165.986292884","181409.992655635","종합여행업","","","","","","서울보증보험주식회사","근린생활시설","1","","","","","","","","","","","","","","","","","","","","","","100024343","20190205","20200204","","",
"50","종합여행업","03_12_03_P","3260000","CDFI2260042022000002","20220221","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 토성동1가 51-1 봄여름가을겨울","부산광역시 서구 보수대로 15 (토성동1가, 봄여름가을겨울)","49247","위드트래블(WITH TRAVEL)","20220221165658","I","2022-02-23 00:22:37.0","","384524.469054597","179570.534282476","종합여행업","","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","64.6","","0","","","","","","","0","","","","65",
"51","종합여행업","03_12_03_P","3260000","CDFI2260042022000001","20220110","","01","영업/정상","13","영업중","","","","","051-635-0520","","","부산광역시 서구 토성동3가 4-16","부산광역시 서구 구덕로186번길 13 (토성동3가)","49224","주식회사 모두모아","20220110094018","I","2022-01-12 00:22:40.0","","384170.714500465","179889.705226128","종합여행업","","","2","","","","근린생활시설","2","0","0","0","","","0","0","","0","0","","0","111.01","","0","","","","","","","0","","","","111",
"52","종합여행업","03_12_03_P","3260000","CDFI2260042020000001","20200709","","01","영업/정상","13","영업중","","","","","051-951-1220","","","부산광역시 서구 토성동3가 4-13","부산광역시 서구 구덕로186번길 15, 트윈빌딩 2층 (토성동3가)","49224","장토푸컴퍼니(Jangtofu Company)","20220324113601","U","2022-03-26 02:40:00.0","","384180.861506345","179889.180899339","종합여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","100000000","20200709","20210708","","",
"53","종합여행업","03_12_03_P","3270000","CDFI2260042013000001","20130828","","03","폐업","03","폐업","20150918","","","","051-463-5454","","601839","부산광역시 동구 초량동 1205-10번지","부산광역시 동구 중앙대로 188 (초량동)","48821","생큐부산","20151027111148","I","2018-08-31 23:59:59.0","","385870.168887086","181336.830864931","종합여행업","","","","","","한국관광협회중앙회","","","","","","","","","","","","","","","","","","","","","","","","200000000","20140904","20150904","","",
"54","종합여행업","03_12_03_P","3270000","CDFI2260042000000001","20000210","","03","폐업","03","폐업","20150616","","","","622-2005","","601807","부산광역시 동구 범일동 830-24번지 자유시장빌딩 552호","부산광역시 동구 조방로 48 (범일동,자유시장빌딩 552호)","","(주)골든고속관광","20150617132908","I","2018-08-31 23:59:59.0","","387768.514676203","184371.452375082","종합여행업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000000","","","","",
"55","종합여행업","03_12_03_P","3270000","CDFI2260042017000002","20170324","","03","폐업","03","폐업","20180331","","","","","","","부산광역시 동구 초량동 1161-9번지","부산광역시 동구 중앙대로286번길 9, 506호 (초량동)","48730","(주)우우여행","20180712104522","I","2018-08-31 23:59:59.0","","386325.816948305","182210.916727624","종합여행업","","","","","","서울보증보험","","","","","","","","","","","","","","","","","","","","","","","","100000000","20170330","20180329","","",
