"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총종업원수",
"38","축산가공업","07_22_05_P","6260000","626000000420210032","20211227","","01","영업/정상","0000","정상","","","","","0519339577","80","","부산광역시 강서구 대저1동  3642번지 8호","부산광역시 강서구 평강로229번길 21-25(대저1동)","","아이진푸드","20211227150152","I","2021-12-29 00:22:42.0","식육가공업","","","축산물가공업","식육가공업","0","000","0",
"39","축산가공업","07_22_05_P","6260000","626000000420200011","20200402","","01","영업/정상","0000","정상","","","","","","225.69","","부산광역시 강서구 강동동  127번지 7호","부산광역시 강서구 낙동북로60번길 4-3 (강동동)","","주식회사 씨엔지푸드","20220310142432","U","2022-03-12 02:40:00.0","식육가공업","376182.891076087","192643.551367767","축산물가공업","식육가공업","0","L00","0",
"40","축산가공업","07_22_05_P","6260000","626000000420200012","20200407","","01","영업/정상","0000","정상","","","","","","159","","부산광역시 사상구 삼락동  419번지 8호","부산광역시 사상구 낙동대로1234번길 6, 1층 (삼락동)","","광안국밥 유통본부","20200724142106","U","2020-07-26 02:40:00.0","식육가공업","380073.297789977","187449.415428131","축산물가공업","식육가공업","","L00","0",
"41","축산가공업","07_22_05_P","6260000","626000000420200014","20200508","","01","영업/정상","0000","정상","","","","","0519728461","325","","부산광역시 강서구 대저1동  780번지 12호","부산광역시 강서구 대저중앙로233번길 18 (대저1동)","","주식회사 태성푸드","20200508170000","I","2020-05-10 00:23:20.0","식육가공업","379566","193139","축산물가공업","식육가공업","","L00","0",
"42","축산가공업","07_22_05_P","6260000","626000000420200015","20200518","","01","영업/정상","0000","정상","","","","","","108.3","","부산광역시 기장군 정관읍 예림리 1091번지 8호","부산광역시 기장군 정관읍 산단7로 55, 1층","","주식회사 부산육가공센터","20210824013059","U","2021-08-26 02:40:00.0","식육가공업","400867.21342500000","204808.97459400000","축산물가공업","식육가공업","0","L00","0",
"43","축산가공업","07_22_05_P","6260000","626000000420200013","20200422","","01","영업/정상","0000","정상","","","","","0512457083","322.04","","부산광역시 사상구 모라동  275번지 21호","부산광역시 사상구 사상로565번길 15, 3층 (모라동)","","DH푸드","20200422102120","I","2020-04-24 00:23:20.0","식육가공업","381111.635829686","190178.944131131","축산물가공업","식육가공업","","000","0",
"44","축산가공업","07_22_05_P","6260000","626000000420200016","20200603","","01","영업/정상","0000","정상","","","","","","43.34","","부산광역시 사하구 괴정동  448번지 47호","부산광역시 사하구 사하로166번길 31 (괴정동)","","행진푸드","20200603100036","I","2020-06-05 00:23:19.0","식육가공업","381898.033734017","179306.825141866","축산물가공업","식육가공업","","000","0",
"45","축산가공업","07_22_05_P","6260000","626000000420210027","20211022","","01","영업/정상","0000","정상","","","","","","55.82","","부산광역시 부산진구 개금동  755번지 0호","부산광역시 부산진구 진사로48번길 6, 1층(개금동)","","주식회사 하고자비","20211109140355","U","2021-11-11 02:40:00.0","식육가공업","383655.279534475","184970.135782096","축산물가공업","식육가공업","0","L00","0",
"46","축산가공업","07_22_05_P","6260000","626000000420210030","20211210","","01","영업/정상","0000","정상","","","","","","65","","부산광역시 북구 덕천동  336번지 25호","부산광역시 북구 의성로 80, 1층(덕천동)","","푸드람","20220210162734","U","2022-02-12 02:40:00.0","식육가공업","382921.363288457","192316.964574949","축산물가공업","식육가공업","0","000","0",
"47","축산가공업","07_22_05_P","6260000","626000000420210028","20211102","","01","영업/정상","0000","정상","","","","","","127.53","","부산광역시 금정구 서동  302번지 191호","부산광역시 금정구 서동로 129, 2층(서동)","","웨이브앤바이브","20220210130159","U","2022-02-12 02:40:00.0","식육가공업","391230.2241217","192750.54612842","축산물가공업","식육가공업","0","L00","0",
"48","축산가공업","07_22_05_P","6260000","626000000420210029","20211208","","01","영업/정상","0000","정상","","","","","0517115523","291.5","","부산광역시 기장군 일광면 화전리 507번지 0호","부산광역시 기장군 일광면 화용길 78, 4층","","(주)에이치앤컴퍼니","20211208171900","I","2021-12-10 00:22:42.0","식육가공업","","","축산물가공업","식육가공업","0","L00","0",
"49","축산가공업","07_22_05_P","6260000","626000000420200018","20200703","","01","영업/정상","0000","정상","","","","","0515328112","29.71","","부산광역시 동래구 안락동  459번지 9호","부산광역시 동래구 명안로10번길 82, 1층 (안락동)","","(주)명진푸드 동래지점","20200724150537","U","2020-07-26 02:40:00.0","식육가공업","391982.476401808","190677.055256086","축산물가공업","식육가공업","","L00","0",
"50","축산가공업","07_22_05_P","6260000","626000000420200026","20200814","","01","영업/정상","0000","정상","","","","","0517540073","44.64","","부산광역시 수영구 광안동  926번지 5호","부산광역시 수영구 망미번영로13번길 4, 1층 (광안동)","","제일푸드","20200916172836","U","2020-09-18 02:40:00.0","식육가공업","391953.926125215","187561.1885512","축산물가공업","식육가공업","","000","0",
"51","축산가공업","07_22_05_P","6260000","626000000420200028","20200827","","01","영업/정상","0000","정상","","","","","","486","","부산광역시 기장군 기장읍 서부리 427번지 0호","부산광역시 기장군 기장읍 배산로56번길 26-1","","주식회사 성화푸드","20200827093946","I","2020-08-29 00:23:13.0","식육가공업","","","축산물가공업","식육가공업","","L00","0",
"52","축산가공업","07_22_05_P","6260000","626000000420200021","20200717","","01","영업/정상","0000","정상","","","","","0519728253","432.3","","부산광역시 강서구 대저2동  1881번지 1호","부산광역시 강서구 경전철로24번길 68 (대저2동)","","주식회사 도담푸드","20210319131452","U","2021-03-21 02:40:00.0","식육가공업","378185.871981114","188835.869984238","축산물가공업","식육가공업","","L00","0",
"53","축산가공업","07_22_05_P","6260000","626000000420200022","20200717","","01","영업/정상","0000","정상","","","","","0515237229","59.88","","부산광역시 금정구 회동동  201번지 19호","부산광역시 금정구 회천로5번길 60, 1층 (회동동)","","제주이마이가","20220418103719","U","2022-04-20 02:40:00.0","식육가공업","392432.168697101","193785.355977994","축산물가공업","식육가공업","0","000","0",
"54","축산가공업","07_22_05_P","6260000","626000000420200019","20200714","","01","영업/정상","0000","정상","","","","","0513020865","258.75","","부산광역시 강서구 대저1동  361번지 134호","부산광역시 강서구 대저중앙로394번길 22-6(대저1동)","","돈박사","20220210173643","U","2022-02-12 02:40:00.0","식육가공업","","","축산물가공업","식육가공업","0","000","0",
"55","축산가공업","07_22_05_P","6260000","626000000420200017","20200701","","01","영업/정상","0000","정상","","","","","0515523445","52.44","","부산광역시 연제구 연산동  983번지 9호 현대아파트 104호","부산광역시 연제구 고분로112번길 23, 104호 (연산동, 현대아파트)","","주식회사 몬트락부산경남지사","20200701160231","I","2020-07-03 00:23:16.0","식육가공업","390867.815445424","189224.723179926","축산물가공업","식육가공업","","L00","0",
"56","축산가공업","07_22_05_P","6260000","626000000420200025","20200813","","01","영업/정상","0000","정상","","","","","0515218888","113","","부산광역시 해운대구 석대동  296번지 0호","부산광역시 해운대구 반송로623번길 9-7, 1층 (석대동)","","주식회사 패밀리쿡","20200813090124","I","2020-08-15 00:23:13.0","식육가공업","","","축산물가공업","식육가공업","","L00","0",
"57","축산가공업","07_22_05_P","6260000","626000000420200024","20200812","","01","영업/정상","0000","정상","","","","","0515253990","160","","부산광역시 금정구 회동동  517번지 30호","부산광역시 금정구 동천로 33, 1층 (회동동)","","주식회사 나라상사","20200812174021","I","2020-08-14 00:23:32.0","식육가공업","393216.340000464","194131.846376618","축산물가공업","식육가공업","","L00","0",
"58","축산가공업","07_22_05_P","6260000","626000000420210022","20210719","","01","영업/정상","0000","정상","","","","","0512654465","33","","부산광역시 사하구 장림동  287번지 4호","부산광역시 사하구 다대로297번길 31, 1층(장림동)","","티아이푸드","20210719181557","I","2021-07-21 00:22:53.0","식육가공업","380371.376835258","177097.682370607","축산물가공업","식육가공업","0","000","0",
"59","축산가공업","07_22_05_P","6260000","626000000420210021","20210714","","01","영업/정상","0000","정상","","","","","0519446703","70.89","","부산광역시 금정구 부곡동  20번지 15호","부산광역시 금정구 중앙대로1778번길 26-9(부곡동)","","주식회사 마루미트","20210714133013","I","2021-07-16 00:22:53.0","식육가공업","390640.971804087","195717.459070502","축산물가공업","식육가공업","0","L00","0",
"60","축산가공업","07_22_05_P","6260000","626000000420210024","20210824","","01","영업/정상","0000","정상","","","","","0513350170","736.78","","부산광역시 기장군 정관읍 예림리 1091번지 8호","부산광역시 기장군 정관읍 산단7로 55, 1층","","대진식품","20210825081726","I","2021-08-27 00:22:50.0","식육가공업","400867.21342500000","204808.97459400000","축산물가공업","식육가공업","0","000","0",
"61","축산가공업","07_22_05_P","6260000","626000000420210023","20210823","","01","영업/정상","0000","정상","","","","","0512710260","107.16","","부산광역시 강서구 녹산동  99번지 0호 B동1층","부산광역시 강서구 낙동남로 680, B동 1층(녹산동)","","대상푸드","20210823201020","I","2021-08-25 00:22:50.0","식육가공업","372337.596274806","181576.719410962","축산물가공업","식육가공업","0","000","0",
"62","축산가공업","07_22_05_P","6260000","626000000420210025","20210909","","01","영업/정상","0000","정상","","","","","0515256614","234","","부산광역시 금정구 회동동  158번지 18호","부산광역시 금정구 금사로 182, 2층(회동동)","","주식회사 미트원플러스","20210909120947","I","2021-09-11 00:22:49.0","식육가공업","","","축산물가공업","식육가공업","0","L00","0",
"63","축산가공업","07_22_05_P","6260000","626000000420210026","20210909","","01","영업/정상","0000","정상","","","","","","212.13","","부산광역시 기장군 정관읍 예림리 1089번지 2호 TSE정관공장,지하1층","부산광역시 기장군 정관읍 산단7로 99-56, 지하1층","","정심푸드","20210909121021","I","2021-09-11 00:22:49.0","식육가공업","400922.85705100000","204888.68817000000","축산물가공업","식육가공업","0","000","0",
"64","축산가공업","07_22_05_P","6260000","626000000420210015","20210428","","01","영업/정상","0000","정상","","","","","0513029945","123.66","","부산광역시 사상구 모라동  282번지 11호 1층","부산광역시 사상구 사상로539번길 29, 1층 (모라동)","","경민푸드","20210428175248","I","2021-04-30 00:22:57.0","식육가공업","380945.947508118","189999.293524167","축산물가공업","식육가공업","","000","0",
"65","축산가공업","07_22_05_P","6260000","626000000420210016","20210506","","01","영업/정상","0000","정상","","","","","0513010612","248","","부산광역시 사상구 모라동  275번지 11호","부산광역시 사상구 삼락천로 318 (모라동)","","농업회사법인주식회사미래로","20220223101347","U","2022-02-25 02:40:00.0","식육가공업","380984.029198386","190165.368144222","축산물가공업","식육가공업","0","L00","0",
"66","축산가공업","07_22_05_P","6260000","626000000420210019","20210520","","01","영업/정상","0000","정상","","","","","0515149232","115","","부산광역시 금정구 부곡동  63번지 3호 (주)우원","부산광역시 금정구 중앙대로1763번길 25, (주)우원 (부곡동)","","주식회사 우원","20210520175604","I","2021-05-22 00:22:55.0","식육가공업","390292.756724613","195594.439828546","축산물가공업","식육가공업","","L00","0",
"67","축산가공업","07_22_05_P","6260000","626000000420210020","20210618","","01","영업/정상","0000","정상","","","","","","165","","부산광역시 사상구 삼락동  73번지 8호","부산광역시 사상구 낙동대로1488번길 7 (삼락동)","","또바기푸드","20220307132649","U","2022-03-09 02:40:00.0","식육가공업","380482.15130299","189839.638781618","축산물가공업","식육가공업","0","000","0",
"68","축산가공업","07_22_05_P","6260000","626000000419990005","19990520","","01","영업/정상","0000","정상","","","","","0513044477","664.1","617825","부산광역시 사상구 삼락동  73번지 3호","부산광역시 사상구 낙동대로 1498, 2층(삼락동)","617825","(주)국제식품","20210903092133","U","2021-09-05 02:40:00.0","식육가공업","380532.53564127","189914.973613836","축산물가공업","식육가공업","0","L00","0",
"69","축산가공업","07_22_05_P","6260000","626000000419990006","19991223","","01","영업/정상","0000","정상","","","","20200612","","162.88","616827","부산광역시 북구 만덕동  433번지 6호","부산광역시 북구 중리로20번가길 41, 6호 (만덕동)","616827","(주)덕월드","20200612142218","U","2020-06-14 02:40:00.0","식육가공업","385784.694126855","192275.361977725","축산물가공업","식육가공업","","L00","0",
"70","축산가공업","07_22_05_P","6260000","626000000420000006","20000124","","01","영업/정상","0000","정상","","","","","0517510983","57.6","611812","부산광역시 연제구 연산동  149번지 4호","부산광역시 연제구 좌수영로 299, 4호 (연산동)","611812","정인유통","20161114172049","I","2018-10-04 11:12:49.0","식육가공업","392032.998622836","189646.629321318","축산물가공업","식육가공업","","000","0",
"71","축산가공업","07_22_05_P","6260000","626000000420000009","20000526","","01","영업/정상","0000","정상","","","","","0517224381","102.9","619903","부산광역시 기장군 기장읍 동부리 358번지 1호","부산광역시 기장군 기장읍 배산로68번길 16-4","619903","가온누리푸드","20200724143929","U","2020-07-26 02:40:00.0","식육가공업","401245.646692452","196592.206340568","축산물가공업","식육가공업","","000","3",
"72","축산가공업","07_22_05_P","6260000","626000000420010005","20011228","","01","영업/정상","0000","정상","","","","","0515223480","237.6","609845","부산광역시 금정구 회동동  153번지 5호 1,2층일부","부산광역시 금정구 금사로 210, 1,2층일부 (회동동)","609845","한미유통","20210315110444","U","2021-03-17 02:40:00.0","식육가공업","392970.776024585","194216.364877201","축산물가공업","식육가공업","","000","0",
"73","축산가공업","07_22_05_P","6260000","626000000420140019","20140605","","01","영업/정상","0000","정상","","","","","","139.06","","부산광역시 해운대구 송정동  129번지 5호 남부야유통 0호","부산광역시 해운대구 송정중앙로5번길 55, 남부야유통 0동 (송정동)","608806","동인","20200916103342","U","2020-09-18 02:40:00.0","식육가공업","400585.296712638","189631.073295766","축산물가공업","식육가공업","","000","0",
