"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총종업원수",
"17","축산판매업","07_22_04_P","3380000","338000000920090016","20090420","","04","취소/말소/만료/정지/중지","0004","말소","20190610","","","","051-754-4002","12","","부산광역시 수영구 광안동 493-7","부산광역시 수영구 광일로 10 (광안동)","","한우정","20190610113202","U","2019-06-12 02:40:00.0","식육판매업","392458.18381229","186827.546311903","축산물판매업","식육판매업","","000","",
"18","축산판매업","07_22_04_P","3380000","338000000920090023","20090708","","04","취소/말소/만료/정지/중지","0004","말소","20190207","","","","051-751-5556","0","","부산광역시 수영구 수영동 305-1","부산광역시 수영구 수영로705번길 22 (수영동)","","화목축산마트","20190211200243","U","2019-02-13 02:40:00.0","식육판매업","392794.387156805","187568.690281445","축산물판매업","식육판매업","","000","",
"19","축산판매업","07_22_04_P","3310000","331000000920130006","20140722","","04","취소/말소/만료/정지/중지","0004","말소","","","","","051-343-2220","27.62","","부산광역시 남구 용호동 GS하이츠자이상가 401동 147-7호","부산광역시 남구 신선로 566 (용호동)","48515","쿱스토어부산 용호점","20140722103306","I","2018-08-31 23:59:59.0","식육판매업","392517.23437300000","183965.26526300000","축산물판매업","식육판매업","","L00","",
"20","축산판매업","07_22_04_P","3310000","331000000920130007","20141028","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","40","","부산광역시 남구 용호동 495-21 유성상가맨션 103호","부산광역시 남구 동명로146번길 98 (용호동)","48587","고기1번지","20141028113727","I","2018-08-31 23:59:59.0","식육판매업","392437.898838018","181579.980457821","축산물판매업","식육판매업","","000","",
"21","축산판매업","07_22_04_P","3380000","338000000920070003","20070313","","04","취소/말소/만료/정지/중지","0004","말소","20190207","","","","","0","","부산광역시 수영구 남천동 353-4","부산광역시 수영구 수영로 379 (남천동)","48318","소백산맥청정한우식육점","20190211200759","U","2019-02-13 02:40:00.0","식육판매업","391887.283386466","184445.581783395","축산물판매업","식육판매업","","000","",
"22","축산판매업","07_22_04_P","3380000","338000000920050012","20051202","","04","취소/말소/만료/정지/중지","0004","말소","20190207","","","","051-755-3050","28.05","","부산광역시 수영구 광안동 495-3","부산광역시 수영구 광일로 17 (광안동)","48253","현이네푸줏간","20190211200347","U","2019-02-13 02:40:00.0","식육판매업","392366.035734762","186809.61633511","축산물판매업","식육판매업","","000","",
"23","축산판매업","07_22_04_P","3380000","338000000920060001","20060103","","04","취소/말소/만료/정지/중지","0004","말소","20190207","","","","","46.81","","부산광역시 수영구 광안동 496-20","부산광역시 수영구 광일로29번길 9 (광안동)","48249","비원플러스축산물마트","20190211200928","U","2019-02-13 02:40:00.0","식육판매업","392263.819644292","186792.248952441","축산물판매업","식육판매업","","000","",
"24","축산판매업","07_22_04_P","3270000","327000000919980038","19980713","","04","취소/말소/만료/정지/중지","0004","말소","","","","","462-8240","28","","부산광역시 동구 수정동 248-20","부산광역시 동구 중앙대로371번길 39 (수정동)","","제일식육점","20141030161521","I","2018-08-31 23:59:59.0","식육판매업","386479.781087848","183089.153736363","축산물판매업","식육판매업","","000","",
"25","축산판매업","07_22_04_P","3270000","327000000919980042","19980713","","04","취소/말소/만료/정지/중지","0004","말소","20180409","","","","467-1824","19","","부산광역시 동구 초량동 215-4","부산광역시 동구 초량로13번길 22 (초량동)","","매일식육점","20180409152902","I","2018-08-31 23:59:59.0","식육판매업","385879.533276703","181791.610007999","축산물판매업","식육판매업","","000","",
"26","축산판매업","07_22_04_P","3270000","327000000919980045","19980713","","04","취소/말소/만료/정지/중지","0004","말소","","","","","468-9710","23","","부산광역시 동구 초량동 814-19","부산광역시 동구 초량로 66-1 (초량동)","48802","연화식육점","20141030161400","I","2018-08-31 23:59:59.0","식육판매업","385488.437788404","181986.966087477","축산물판매업","식육판매업","","000","",
"27","축산판매업","07_22_04_P","3310000","331000000920130015","20131115","","04","취소/말소/만료/정지/중지","0004","말소","20220222","","","","","47.2","","부산광역시 남구 대연동 1858 대연힐스테이트푸르지오","부산광역시 남구 수영로 345, 115동 106층 (대연동, 대연힐스테이트푸르지오)","48432","착한식육점","20220222111039","U","2022-02-24 02:40:00.0","식육판매업","391411.450181345","184553.672800184","축산물판매업","식육판매업","0","000","0",
"28","축산판매업","07_22_04_P","3310000","331000000920130016","20131120","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","84.73","","부산광역시 남구 대연동 1380-10","부산광역시 남구 못골로 60-1 (대연동)","48445","착한고깃간","20141021091808","I","2018-08-31 23:59:59.0","식육판매업","390322.640457448","183849.925018286","축산물판매업","식육판매업","","000","",
"29","축산판매업","07_22_04_P","3310000","331000000920130017","20140519","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","32","","부산광역시 남구 대연동 1858 대연힐스테이트푸르지오 115동 108호","부산광역시 남구 수영로 345 (대연동)","48432","정육특공대","20151106160937","I","2018-08-31 23:59:59.0","식육판매업","391411.450181345","184553.672800184","축산물판매업","식육판매업","","000","",
"30","축산판매업","07_22_04_P","3310000","331000000920130018","20140115","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","49","","부산광역시 남구 용호동 497-29","부산광역시 남구 용호로177번길 15 (용호동)","48586","성원식육","20140120155015","I","2018-08-31 23:59:59.0","식육판매업","392466.875465722","181740.844067087","축산물판매업","식육판매업","","000","",
"31","축산판매업","07_22_04_P","3310000","331000000920140001","20140102","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","41.34","","부산광역시 남구 문현동 73-36","부산광역시 남구 진남로198번길 10 (문현동)","48423","참한우","20140205102202","I","2018-08-31 23:59:59.0","식육판매업","389280.971214446","184710.648334571","축산물판매업","식육판매업","","000","",
"32","축산판매업","07_22_04_P","3310000","331000000920150002","20150305","","04","취소/말소/만료/정지/중지","0004","말소","20210825","","","","","42.97","","부산광역시 남구 용호동 215-13","부산광역시 남구 용호로106번길 58 (용호동)","48523","유림축산","20210825143410","U","2021-08-27 02:40:00.0","식육판매업","392282.323837166","182630.69171422","축산물판매업","식육판매업","0","000","0",
"33","축산판매업","07_22_04_P","3310000","331000000920150004","20150522","","04","취소/말소/만료/정지/중지","0004","말소","20200907","","","","","28.3","","부산광역시 남구 대연동 984-18","부산광역시 남구 유엔평화로 26 (대연동)","48494","하늘식육점","20201111161147","U","2020-11-13 02:40:00.0","식육판매업","390581.096819443","183510.132185187","축산물판매업","식육판매업","","000","",
"34","축산판매업","07_22_04_P","3310000","331000000920150005","20150706","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","33","","부산광역시 남구 용호동 497-23","부산광역시 남구 동명로152번길 68 (용호동)","48586","용호생닭","20160509085129","I","2018-08-31 23:59:59.0","식육판매업","392503.017237667","181727.509159508","축산물판매업","식육판매업","","000","",
"35","축산판매업","07_22_04_P","3310000","331000000920160003","20160129","","04","취소/말소/만료/정지/중지","0004","말소","20191018","","","","","53.47","","부산광역시 남구 대연동 73-15","부산광역시 남구 수영로 305, 402,403호 (대연동, 스파크)","48434","우시","20191018152708","U","2019-10-20 02:40:00.0","식육판매업","391258.869902568","184039.539974923","축산물판매업","식육판매업","","L00","",
"36","축산판매업","07_22_04_P","3270000","327000000919980071","19980713","","04","취소/말소/만료/정지/중지","0004","말소","20180409","","","","463-6035","10","","부산광역시 동구 수정동 1171-14","부산광역시 동구 망양로689번길 12 (수정동)","","동일식육점","20180409152924","I","2018-08-31 23:59:59.0","식육판매업","385899.276813351","182830.637002511","축산물판매업","식육판매업","","000","",
"37","축산판매업","07_22_04_P","3270000","327000000919980108","19980713","","04","취소/말소/만료/정지/중지","0004","말소","","","","","467-3585","26","","부산광역시 동구 수정동 1171-12","부산광역시 동구 망양로689번길 4-1 (수정동)","48714","세영식품","20151013160127","I","2018-08-31 23:59:59.0","식육판매업","385933.771679285","182829.783599817","축산물판매업","식육판매업","","000","",
"38","축산판매업","07_22_04_P","3270000","327000000919980114","19980713","","04","취소/말소/만료/정지/중지","0004","말소","","","","","631-8395","19","","부산광역시 동구 범일동 71-2","부산광역시 동구 중앙대로 525 (범일동)","","거인정육점","20141030153800","I","2018-08-31 23:59:59.0","식육판매업","387329.885846675","184267.927012129","축산물판매업","식육판매업","","000","",
"39","축산판매업","07_22_04_P","3270000","327000000920140010","20141124","","04","취소/말소/만료/정지/중지","0004","말소","20180418","","","","0516372000","123.3","","부산광역시 동구 범일동 830-113","부산광역시 동구 조방로42번길 12 (범일동)","48739","조방제일한우","20180418175540","I","2018-08-31 23:59:59.0","식육판매업","387849.449846951","184354.178728528","축산물판매업","식육판매업","","000","",
"40","축산판매업","07_22_04_P","3370000","337000000920120003","20120227","","04","취소/말소/만료/정지/중지","0004","말소","20210810","","","","051)754-9992","24.8","","부산광역시 연제구 연산동 2235-3","부산광역시 연제구 과정로 78 (연산동)","","행복식육점","20210810150446","U","2021-08-12 02:40:00.0","식육판매업","391904.076996002","188602.316072143","축산물판매업","식육판매업","0","000","0",
"41","축산판매업","07_22_04_P","3370000","337000000920120004","20120309","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","48.6","","부산광역시 연제구 연산동 791-25","부산광역시 연제구 연수로87번길 70 (연산동)","","두리축산유통","20140121150001","I","2018-08-31 23:59:59.0","식육판매업","389511.915747064","188584.356222944","축산물판매업","식육판매업","","000","",
"42","축산판매업","07_22_04_P","3380000","338000000919980003","19980514","","04","취소/말소/만료/정지/중지","0004","말소","20190207","","","","","34.27","","부산광역시 수영구 망미동 190-1","부산광역시 수영구 구락로 151 (망미동)","","부산우유수영대리점","20190211201002","U","2019-02-13 02:40:00.0","우유류판매업","392579.6586001","188832.521491872","축산물판매업","우유류판매업","","000","",
"43","축산판매업","07_22_04_P","3380000","338000000920130018","20131015","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","24.48","","부산광역시 수영구 수영동 22-4","부산광역시 수영구 수영성로13번길 12-24 (수영동)","48227","팔도축산","20150907140030","I","2018-08-31 23:59:59.0","식육판매업","392806.738209256","187620.932359756","축산물판매업","식육판매업","","000","",
"44","축산판매업","07_22_04_P","3380000","338000000920130021","20131230","","04","취소/말소/만료/정지/중지","0004","말소","20190502","","","","1899-0962","33.06","","","부산광역시 수영구 광남로 145 (광안동)","48299","광안루 한우직판장","20190502164505","U","2019-05-04 02:40:00.0","식육판매업","392948.50102300000","186288.92078900000","축산물판매업","식육판매업","","000","",
"45","축산판매업","07_22_04_P","3270000","327000000919980121","19980711","","04","취소/말소/만료/정지/중지","0004","말소","","","","","637-1585","12.3","","부산광역시 동구 범일동 1430-24","부산광역시 동구 성북로 60 (범일동)","48761","청도한우촌","20150417175933","I","2018-08-31 23:59:59.0","식육판매업","386612.972684774","184090.224150972","축산물판매업","식육판매업","","000","",
"46","축산판매업","07_22_04_P","3270000","327000000920010001","20010108","","04","취소/말소/만료/정지/중지","0004","말소","","","","","465-4548","13.8","","부산광역시 동구 수정동 1030-28","부산광역시 동구 홍곡로58번길 2 (수정동)","48794","오성식육점","20151106151644","I","2018-08-31 23:59:59.0","식육판매업","386004.967326902","182494.243944363","축산물판매업","식육판매업","","000","",
"47","축산판매업","07_22_04_P","3270000","327000000920130007","20130527","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","10.23","","부산광역시 동구 범일동 1442-1","부산광역시 동구 망양로 897 (범일동)","48720","한국마트","20140820160200","I","2018-08-31 23:59:59.0","식육판매업","386718.153749975","184256.581053645","축산물판매업","식육판매업","","000","",
"48","축산판매업","07_22_04_P","3270000","327000000920140006","20140915","","04","취소/말소/만료/정지/중지","0004","말소","20170404","","","","0516356697","33","","부산광역시 동구 좌천동 68-164","부산광역시 동구 성남이로 25 (좌천동)","48754","세진글로벌","20170405103305","I","2018-08-31 23:59:59.0","식육판매업","387392.843756885","183422.443232763","축산물판매업","식육판매업","","000","",
"49","축산판매업","07_22_04_P","3380000","338000000920130004","20130130","","04","취소/말소/만료/정지/중지","0004","말소","20190207","","","","051-754-9983","13.7","","부산광역시 수영구 망미동 831-11","부산광역시 수영구 연수로 267 (망미동)","48208","우리동네마트","20190211200534","U","2019-02-13 02:40:00.0","식육판매업","391249.919816658","188037.700571711","축산물판매업","식육판매업","","000","",
"50","축산판매업","07_22_04_P","3380000","338000000920130006","20130403","","04","취소/말소/만료/정지/중지","0004","말소","20190502","","","","936-5282","15.22","","부산광역시 수영구 망미동 439-2","부산광역시 수영구 망미배산로10번길 69 (망미동)","48204","정가네오리마을","20190502163605","U","2019-05-04 02:40:00.0","식육판매업","391827.460946097","188461.04334665","축산물판매업","식육판매업","","000","",
"51","축산판매업","07_22_04_P","3380000","338000000920140009","20140827","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","13.57","","","부산광역시 수영구 수영로 601 (광안동)","48254","진품한우","20150924200308","I","2018-08-31 23:59:59.0","식육판매업","392548.42276100000","186829.75723100000","축산물판매업","식육판매업","","000","",
"52","축산판매업","07_22_04_P","3380000","338000000920140010","20140926","","04","취소/말소/만료/정지/중지","0004","말소","","","","","759-0078","37.44","","","부산광역시 수영구 수영로741번길 지하 12 (수영동)","48220","현대식육점","20150924194711","I","2018-08-31 23:59:59.0","식육판매업","393148.626088094","187538.03978892","축산물판매업","식육판매업","","000","",
"53","축산판매업","07_22_04_P","3380000","338000000920140012","20141121","","04","취소/말소/만료/정지/중지","0004","말소","20190502","","","","051-529-8989","50.7","","","부산광역시 수영구 수미로50번길 51 (수영동)","48225","부자축산유통","20190502160519","U","2019-05-04 02:40:00.0","식육판매업","392725.423789039","187821.632763106","축산물판매업","식육판매업","","000","",
"54","축산판매업","07_22_04_P","3300000","330000000920060031","20141106","","04","취소/말소/만료/정지/중지","0004","말소","","","","","528-0458","38.7","","부산광역시 동래구 명장동 136-25","부산광역시 동래구 명안로86번길 8-1 (명장동)","47774","동남축산","20141222212041","I","2018-08-31 23:59:59.0","식육판매업","391616.924564565","191441.424466467","축산물판매업","식육판매업","","000","",
"55","축산판매업","07_22_04_P","3380000","338000000920130010","20130617","","04","취소/말소/만료/정지/중지","0004","말소","20190207","","","","","75.48","","부산광역시 수영구 남천동 148-48","부산광역시 수영구 남천동로 36 (남천동)","48309","다정한 온누리","20190211201307","U","2019-02-13 02:40:00.0","식육판매업","392378.665367078","184491.727482399","축산물판매업","식육판매업","","000","",
"56","축산판매업","07_22_04_P","3380000","338000000920130011","20130726","","04","취소/말소/만료/정지/중지","0004","말소","20190207","","","","","10","","부산광역시 수영구 광안동 560-12","부산광역시 수영구 수영로611번길 33 (광안동)","48254","빙그레우유 대연대리점","20190211200841","U","2019-02-13 02:40:00.0","우유류판매업","392356.408887723","186635.248341319","축산물판매업","우유류판매업","","000","",
"57","축산판매업","07_22_04_P","3380000","338000000920130014","20140514","","04","취소/말소/만료/정지/중지","0004","말소","","","","","625-1688","18.24","","","부산광역시 수영구 수영로464번길 19 (남천동)","48314","우리고기백화점","20140514141034","I","2018-08-31 23:59:59.0","식육판매업","392347.561348693","185151.710421139","축산물판매업","식육판매업","","000","",
"58","축산판매업","07_22_04_P","3380000","338000000920150004","20150227","","04","취소/말소/만료/정지/중지","0004","말소","20190610","","","","","0","","","부산광역시 수영구 장대골로 20-11 (광안동)","48254","(주)씨에스유통","20190610113342","U","2019-06-12 02:40:00.0","식육판매업","392285.868011981","186535.751141259","축산물판매업","식육판매업","","L00","",
"59","축산판매업","07_22_04_P","3260000","326000000920090007","20091211","","04","취소/말소/만료/정지/중지","0004","말소","","","","","255-0022","55.98","","부산광역시 서구 서대신동2가 213-7","부산광역시 서구 대영로 5 (서대신동2가)","","(주)서원유통 탑마트 서대신점","20150602101048","I","2018-08-31 23:59:59.0","식육판매업","383457.799292377","180935.886211899","축산물판매업","식육판매업","","L00","",
"60","축산판매업","07_22_04_P","3260000","326000000920110015","20111107","","04","취소/말소/만료/정지/중지","0004","말소","","","","","","24","","부산광역시 서구 부민동2가","부산광역시 서구 구덕로 12-3 (부민동2가)","602072","착한축산","20160329174136","I","2018-08-31 23:59:59.0","식육판매업","","","축산물판매업","식육판매업","","000","",
"61","축산판매업","07_22_04_P","3270000","327000000920060004","20060417","","04","취소/말소/만료/정지/중지","0004","말소","","","","","051-463-0898","49.4","","부산광역시 동구 수정동 248-3","부산광역시 동구 중앙대로371번길 50 (수정동)","","(주)푸줏간 수정점","20150522111305","I","2018-08-31 23:59:59.0","식육판매업","386466.559539403","183139.761244716","축산물판매업","식육판매업","","000","",
"62","축산판매업","07_22_04_P","3270000","327000000920060016","20061228","","04","취소/말소/만료/정지/중지","0004","말소","","","","","463-1966","66","","부산광역시 동구 초량동 323-3","부산광역시 동구 초량로13번길 29 (초량동)","","A+한우고기백화점","20141030153621","I","2018-08-31 23:59:59.0","식육판매업","385882.768335832","181746.891649156","축산물판매업","식육판매업","","000","",
"63","축산판매업","07_22_04_P","3300000","330000000920060040","20061020","","04","취소/말소/만료/정지/중지","0004","말소","20200925","","","","","9.8","","부산광역시 동래구 명장동 321-65","부산광역시 동래구 반송로 317 (명장동)","47765","한양축산물류유통센터","20200928111147","U","2020-09-30 02:40:00.0","식육판매업","391459.561647768","191856.461822793","축산물판매업","식육판매업","","000","",
"64","축산판매업","07_22_04_P","3300000","330000000920110021","20110530","","04","취소/말소/만료/정지/중지","0004","말소","20200925","","","","","24.65","","부산광역시 동래구 안락동 632-41","부산광역시 동래구 안남로 78-1 (안락동)","47901","순  수","20200928110451","U","2020-09-30 02:40:00.0","식육판매업","391260.121814175","190285.677485751","축산물판매업","식육판매업","","000","",
"65","축산판매업","07_22_04_P","3300000","330000000920110025","20110608","","04","취소/말소/만료/정지/중지","0004","말소","20200925","","","","051-741-3823","24","","부산광역시 동래구 사직동 56-9","부산광역시 동래구 사직북로28번길 100 (사직동)","47852","대경주식품","20200928104057","U","2020-09-30 02:40:00.0","식육판매업","387923.781357528","191063.858098176","축산물판매업","식육판매업","","000","",
"66","축산판매업","07_22_04_P","3300000","330000000920060047","20061219","","04","취소/말소/만료/정지/중지","0004","말소","20200925","","","","529-5003","31.2","","부산광역시 동래구 안락동 603-2","부산광역시 동래구 충렬대로410번길 25-3 (안락동)","47890","풍성한 한우마을","20200928102859","U","2020-09-30 02:40:00.0","식육판매업","391450.510893649","190507.618906202","축산물판매업","식육판매업","","000","",
"67","축산판매업","07_22_04_P","3310000","331000000919940005","20140702","","04","취소/말소/만료/정지/중지","0004","말소","","","","","624-9380","23.76","","부산광역시 남구 용호동 496-46","부산광역시 남구 동명로152번길 90 (용호동)","","남해식육점","20140702105530","I","2018-08-31 23:59:59.0","식육판매업","392504.503712738","181615.521478055","축산물판매업","식육판매업","","000","",
"68","축산판매업","07_22_04_P","3260000","326000000920140003","20141103","","04","취소/말소/만료/정지/중지","0004","말소","","","","","244-3338","7.9","","부산광역시 서구 토성동5가 51-2","부산광역시 서구 초장로 54 (토성동5가)","49252","탑플러스마트","20150602102013","I","2018-08-31 23:59:59.0","식육판매업","384245.054738956","179366.253540841","축산물판매업","식육판매업","","000","",
"69","축산판매업","07_22_04_P","3300000","330000000920070003","20141223","","04","취소/말소/만료/정지/중지","0004","말소","","","","","505-3546","16.2","","부산광역시 동래구 온천동 1448-1","부산광역시 동래구 충렬대로86번길 62 (온천동)","47827","동양마트 정육점","20141223082914","I","2018-08-31 23:59:59.0","식육판매업","388426.997515921","191391.002148689","축산물판매업","식육판매업","","000","",
"70","축산판매업","07_22_04_P","3300000","330000000920010010","20020528","","04","취소/말소/만료/정지/중지","0004","말소","20200925","","","","","26.02","","부산광역시 동래구 명륜동 657-1","","","씽씽식육점","20200928111856","U","2020-09-30 02:40:00.0","식육판매업","","","축산물판매업","식육판매업","","000","",
"71","축산판매업","07_22_04_P","3300000","330000000919970002","20020131","","04","취소/말소/만료/정지/중지","0004","말소","20200925","","","","521-1542","61.18","","부산광역시 동래구 낙민동 84-8","부산광역시 동래구 안남로 23 (낙민동)","47892","케이세븐마트내 식육점","20200928103831","U","2020-09-30 02:40:00.0","식육판매업","390724.427856927","190387.205145155","축산물판매업","식육판매업","","000","",
"72","축산판매업","07_22_04_P","3300000","330000000919970003","20001106","","04","취소/말소/만료/정지/중지","0004","말소","20200925","","","","","17.48","","부산광역시 동래구 낙민동 84-8","부산광역시 동래구 안남로 23 (낙민동)","47892","(주)케이세븐마트","20200928113724","U","2020-09-30 02:40:00.0","식육판매업","390724.427856927","190387.205145155","축산물판매업","식육판매업","","L00","",
"73","축산판매업","07_22_04_P","3320000","332000000919860002","19860220","","04","취소/말소/만료/정지/중지","0004","말소","20091231","","","","301-0705","20.1","","부산광역시 북구 구포동 1185-6","부산광역시 북구 사상로583번길 42 (구포동)","","구포식육","20201116141421","U","2020-11-18 02:40:00.0","식육판매업","381017.518430144","190402.173876522","축산물판매업","식육판매업","","000","",
"74","축산판매업","07_22_04_P","3300000","330000000920030034","20031223","","04","취소/말소/만료/정지/중지","0004","말소","20200925","","","","051-554-9292","15.24","","부산광역시 동래구 온천동 707-1 상가23호","부산광역시 동래구 중앙대로1367번길 25, 상가동 23호 (온천동)","47732","우미정","20200928102825","U","2020-09-30 02:40:00.0","식육판매업","388901.994766766","192048.558667985","축산물판매업","식육판매업","","000","",
