"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",
"11","이용업","05_19_01_P","3250000","3250000-203-2008-00007","20081021","","01","영업/정상","01","영업","","","","","051 2567085",".00","600804","부산광역시 중구 부평동1가 27-1번지","부산광역시 중구 중구로33번길 22 (부평동1가)","48978","양신탕구내이용원","20130208135011","I","2018-08-31 23:59:59.0","일반이용업","384728.430348184","179877.329958975","일반이용업","0","0","0","0","0","0","0","0","0","N","2","","","","","0","","","0","0","N",
"12","이용업","05_19_01_P","3250000","3250000-203-1968-00460","19680509","","01","영업/정상","01","영업","","","","","051 4625861","38.77","600024","부산광역시 중구 동광동4가 16-1번지 ,18-1(2층)","부산광역시 중구 광복로97번길 25-1 (동광동2가)","48951","삼화","20131230105103","I","2018-08-31 23:59:59.0","일반이용업","385441.07923541","179872.785865356","일반이용업","4","0","2","2","0","0","0","0","0","N","6","","","","임대","0","","","0","0","N",
"13","이용업","05_19_01_P","3250000","3250000-203-1969-00454","19690430","","01","영업/정상","01","영업","","","","","","38.50","600013","부산광역시 중구 중앙동3가 10번지 (2층)","부산광역시 중구 중앙대로 63 (중앙동3가)","48931","부산우체국구내","20171012144423","I","2018-08-31 23:59:59.0","일반이용업","385561.650139456","180152.738082365","일반이용업","2","0","2","2","0","0","0","0","0","N","7","","","","임대","0","","","0","0","N",
"14","이용업","05_19_01_P","3250000","3250000-203-1979-00472","19790926","","01","영업/정상","01","영업","","","","","051 4694487","26.40","600800","부산광역시 중구 대청동4가 63-11번지 (2층)","부산광역시 중구 대청북길17번길 41-3, 2층 (대청동4가)","48969","금성","20130208125346","I","2018-08-31 23:59:59.0","일반이용업","385042.318023726","180533.359105202","일반이용업","4","1","2","2","0","0","0","0","0","N","3","","","","임대","0","","","0","0","N",
"15","이용업","05_19_01_P","3250000","3250000-203-1966-00484","19660331","","01","영업/정상","01","영업","","","","","051 2547767","15.00","600803","부산광역시 중구 보수동1가 52-1번지","부산광역시 중구 보수대로140번길 81, 1층 (보수동1가)","48959","중부산세무서구내","20171115091630","I","2018-08-31 23:59:59.0","일반이용업","384580.26710004","180348.668860015","일반이용업","1","0","1","1","0","0","0","0","0","N","4","","","","임대","0","","","0","0","N",
"16","이용업","05_19_01_P","3250000","3250000-203-1988-00508","19880701","","01","영업/정상","01","영업","","","","","051 2460108","38.48","600023","부산광역시 중구 동광동3가 15-1번지","부산광역시 중구 대청로134번길 16 (동광동3가)","48955","정원","20180627110337","I","2018-08-31 23:59:59.0","일반이용업","385465.341155861","179932.335310485","일반이용업","5","","1","1","","","0","0","0","N","3","","","","임대","0","","","0","0","N",
"17","이용업","05_19_01_P","3250000","3250000-203-1990-00526","19900629","","01","영업/정상","01","영업","","","","","051 4657840","74.20","600817","부산광역시 중구 중앙동4가 80-15번지 (지하1층)","부산광역시 중구 충장대로9번길 30, 지하1층 (중앙동4가)","48937","정촌","20130208132553","I","2018-08-31 23:59:59.0","일반이용업","385735.376259052","180645.436105397","일반이용업","5","1","0","0","1","1","0","0","0","N","10","","","","임대","0","","","0","0","N",
"18","이용업","05_19_01_P","3250000","3250000-203-1990-00528","19900906","","01","영업/정상","01","영업","","","","","","8.00","600082","부산광역시 중구 보수동2가 89-2번지 (3층)","부산광역시 중구 흑교로 53-1, 3층 (보수동2가)","48963","유정탕구내","20171012144927","I","2018-08-31 23:59:59.0","일반이용업","384523.423921873","180224.03516855","일반이용업","4","0","3","3","0","0","0","0","0","N","6","","","","임대","0","","","0","0","N",
"19","이용업","05_19_01_P","3250000","3250000-203-2012-00002","20120308","","01","영업/정상","01","영업","","","","","0516273530","36.94","600811","부산광역시 중구 영주동 26-1번지 (1층)","부산광역시 중구 대영로 239, 1층 (영주동)","48911","스타일찾기","20130208135320","I","2018-08-31 23:59:59.0","일반이용업","385632.365526707","181146.093577037","일반이용업","6","1","1","1","0","0","0","0","0","N","2","","","","","0","","","0","0","N",
"20","이용업","05_19_01_P","3250000","3250000-203-1989-00514","19890217","","01","영업/정상","01","영업","","","","","","9.72","600073","부산광역시 중구 부평동3가 62-13번지 ,15 (3층)","부산광역시 중구 흑교로17번길 7-1, 3층 (부평동3가, 62-13,15)","48975","해림탕구내","20171012145124","I","2018-08-31 23:59:59.0","일반이용업","384506.317967696","179855.018384751","일반이용업","5","1","3","3","0","0","0","0","0","N","2","","","","임대","0","","","0","0","N",
"21","이용업","05_19_01_P","3250000","3250000-203-1988-00507","19880303","","01","영업/정상","01","영업","","","","","051 2452831","122.10","600012","부산광역시 중구 중앙동2가 49-3번지 (지하1층)","부산광역시 중구 해관로 41-1, 지하1층 (중앙동2가)","48956","진","20171012144529","I","2018-08-31 23:59:59.0","일반이용업","385519.439144332","180063.696114348","일반이용업","5","1","0","0","1","1","0","0","0","N","10","","","","임대","0","","","0","0","N",
"22","이용업","05_19_01_P","3250000","3250000-203-2003-00004","20030825","","01","영업/정상","01","영업","","","","","4663494","31.00","600811","부산광역시 중구 영주동 470-10번지 (2층)","부산광역시 중구 대영로 214, 2층 (영주동)","48913","영주이용원","20130208134106","I","2018-08-31 23:59:59.0","일반이용업","385360.377511254","181106.197122183","일반이용업","3","0","2","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"23","이용업","05_19_01_P","3250000","3250000-203-1978-00464","19781215","","01","영업/정상","01","영업","","","","","051 4646888","45.50","600811","부산광역시 중구 영주동 742-13번지 (지하1층)","부산광역시 중구 중구로 151, 지하1층 (영주동)","48912","코모도호텔이용원","20130208124935","I","2018-08-31 23:59:59.0","일반이용업","385475.543050054","180776.200989752","일반이용업","0","2","0","0","1","1","0","0","0","N","7","","","","임대","0","","","0","0","N",
"24","이용업","05_19_01_P","3250000","3250000-203-1972-00470","19720126","","01","영업/정상","01","영업","","","","","051 4632379","22.95","600092","부산광역시 중구 대청동2가 1-4번지 (1층)","부산광역시 중구 대청로99번길 24-1, 1층 (대청동2가)","48933","풍산","20130208115945","I","2018-08-31 23:59:59.0","일반이용업","385129.095968246","180301.031271295","일반이용업","1","0","1","1","0","0","0","0","0","N","4","","","","임대","0","","","0","0","N",
"25","이용업","05_19_01_P","3250000","3250000-203-2002-00007","20020522","","01","영업/정상","01","영업","","","","","051 4675173","40.26","600025","부산광역시 중구 동광동5가 16-42번지 (1층)","부산광역시 중구 중구로 131, 1층 (동광동5가)","48921","남성이용원","20130208133651","I","2018-08-31 23:59:59.0","일반이용업","385322.875786706","180620.699194911","일반이용업","2","0","2","2","0","0","0","0","0","N","4","","","","임대","0","","","0","0","N",
"26","이용업","05_19_01_P","3250000","3250000-203-1982-00458","19820914","","01","영업/정상","01","영업","","","","","","6.50","600074","부산광역시 중구 부평동4가 28-3번지 (1층)","부산광역시 중구 흑교로21번길 21, 1층 (부평동4가)","48974","부천탕구내이용원","20171012145026","I","2018-08-31 23:59:59.0","일반이용업","384380.762745833","179907.143964003","일반이용업","1","0","1","1","0","0","0","0","0","N","5","","","","임대","0","","","0","0","N",
"27","이용업","05_19_01_P","3250000","3250000-203-1985-00495","19851017","","01","영업/정상","01","영업","","","","","051 2434253","6.36","600808","부산광역시 중구 부평동3가 22-1번지 외 2필지(4층)","부산광역시 중구 흑교로31번길 3-1, 4층 (부평동3가, 외 2필지)","48976","금강스파구내이용원","20130208130145","I","2018-08-31 23:59:59.0","일반이용업","384542.121201746","179994.202103898","일반이용업","6","1","4","4","0","0","0","0","0","N","2","","","","임대","0","","","0","0","N",
"28","이용업","05_19_01_P","3250000","3250000-203-1987-00504","19871013","","01","영업/정상","01","영업","","","","","051 2482951","90.71","600046","부산광역시 중구 남포동6가 70-3","부산광역시 중구 구덕로 84, 2층 (남포동6가)","48981","명성","20210305171310","U","2021-03-07 02:40:00.0","일반이용업","384738.439499065","179494.144440187","일반이용업","4","0","2","2","0","0","0","0","0","N","5","","","","임대","0","","","0","0","N",
"29","이용업","05_19_01_P","3250000","3250000-203-1990-00527","19900629","","01","영업/정상","01","영업","","","","","051 2458735","40.08","600045","부산광역시 중구 남포동5가 40번지 (지하1층)","부산광역시 중구 구덕로 67-1, 지하1층 (남포동5가)","48983","희경","20170607152001","I","2018-08-31 23:59:59.0","일반이용업","384889.247386815","179490.560472097","일반이용업","2","1","0","0","1","1","0","0","0","N","6","","","","임대","0","","","0","0","N",
"30","이용업","05_19_01_P","3250000","3250000-203-1980-00449","19801106","","01","영업/정상","01","영업","","","","","051244 9068","38.28","600012","부산광역시 중구 중앙동2가 27-4번지 5 (지하1층)","부산광역시 중구 대청로138번길 11, 지하1층 (중앙동2가, 27-4,5)","48956","남경","20171012144657","I","2018-08-31 23:59:59.0","일반이용업","385496.617836573","179979.162813128","일반이용업","2","1","0","0","1","1","0","0","0","N","8","","","","임대","0","","","0","0","N",
"31","이용업","05_19_01_P","3250000","3250000-203-1993-00540","19930825","","01","영업/정상","01","영업","","","","","051 4637279","31.77","600815","부산광역시 중구 중앙동4가 36-23번지 (2층)","부산광역시 중구 대청로141번길 18, 2층 (중앙동4가)","48930","중앙","20130208133331","I","2018-08-31 23:59:59.0","일반이용업","385497.324110761","180257.447910864","일반이용업","3","0","2","2","0","0","0","0","0","N","3","","","","임대","0","","","0","0","N",
"32","이용업","05_19_01_P","3250000","3250000-203-2016-00001","20160216","","01","영업/정상","01","영업","","","","","051  2310999",".00","","31-3번지","부산광역시 중구 중구로23번길 22 (부평동1가)","48978","일성 이용원","20171012151750","I","2018-08-31 23:59:59.0","일반이용업","384727.356343568","179772.131277111","일반이용업","","","","","","","","","","N","","","","","","","","","","","N",
"33","이용업","05_19_01_P","3250000","3250000-203-2016-00002","20160426","","01","영업/정상","01","영업","","","","","051 254 2442","53.90","600807","부산광역시 중구 부평동2가 59-3번지","부산광역시 중구 중구로23번길 43-1 (부평동2가)","48979","주연 이용원","20160810165435","I","2018-08-31 23:59:59.0","일반이용업","384615.3144212","179748.447306371","일반이용업","","","","","","","","","","N","","","","","","","","","","","N",
"34","이용업","05_19_01_P","3250000","3250000-203-2016-00004","20160919","","01","영업/정상","01","영업","","","","","","23.50","","","부산광역시 중구 보수대로124번길 70, 1층 (보수동2가)","48964","자주이용원","20160919163108","I","2018-08-31 23:59:59.0","일반이용업","384480.960659264","180204.030421953","일반이용업","2","0","1","1","","","0","0","0","N","2","","","","","0","0","0","0","0","N",
"35","이용업","05_19_01_P","3250000","3250000-203-2017-00002","20170613","","01","영업/정상","01","영업","","","","","","16.52","600819","부산광역시 중구 창선동2가 32-3번지 2층 233호","부산광역시 중구 중구로 22, 2층 233호 (창선동2가)","48945","남성헤어 바버샵","20190312105700","U","2019-03-14 02:40:00.0","일반이용업","384856.568228363","179733.426954037","일반이용업","4","0","2","2","","","0","0","0","N","2","","","","","0","0","0","0","0","N",
"36","이용업","05_19_01_P","3250000","3250000-203-2018-00001","20180122","","01","영업/정상","01","영업","","","","","","98.11","600817","부산광역시 중구 중앙동4가 81-11번지","부산광역시 중구 충장대로5번길 36 (중앙동4가)","48937","은산이용원","20180122102829","I","2018-08-31 23:59:59.0","일반이용업","385700.499693029","180708.93015008","일반이용업","4","1","1","","","","0","0","0","N","5","","","","","0","0","0","0","0","N",
"37","이용업","05_19_01_P","3250000","3250000-203-2022-00001","20220310","","01","영업/정상","01","영업","","","","","","49.50","600110","부산광역시 중구 영주동 213-37","부산광역시 중구 망양로 391, 1층 102호 (영주동)","48901","김영철헤어샵","20220310153815","I","2022-03-12 00:22:36.0","일반이용업","384947.306536779","181042.908650003","일반이용업","0","0","1","1","0","0","0","0","0","N","2","","","","","0","0","0","0","0","N",
"38","이용업","05_19_01_P","3250000","3250000-203-2018-00002","20180730","","01","영업/정상","01","영업","","","","","051 242 7007","43.73","600042","부산광역시 중구 남포동2가 3-2번지 외 2필지","부산광역시 중구 남포길 43, 지하1층 (남포동2가)","48954","용두산 이용원","20180730133943","I","2018-08-31 23:59:59.0","일반이용업","385364.139160371","179562.815862117","일반이용업","4","1","","","1","1","0","0","0","N","4","","","","","0","0","0","0","0","N",
"39","이용업","05_19_01_P","3250000","3250000-203-2021-00003","20210624","","01","영업/정상","01","영업","","","","","051 469 6400","41.86","600816","부산광역시 중구 중앙동4가 78-20","부산광역시 중구 충장대로5번길 48, 1층 (중앙동4가)","48936","마스터바버이발소(Master barber shop)","20210624162444","I","2021-06-26 00:22:54.0","일반이용업","385737.436336438","180816.22011026","일반이용업","6","1","1","1","","","0","0","0","N","3","","","","","0","0","0","0","0","N",
"40","이용업","05_19_01_P","3250000","3250000-203-2021-00001","20210302","","01","영업/정상","01","영업","","","","","",".00","600042","부산광역시 중구 남포동2가 14-5","부산광역시 중구 남포길 29, 2층 (남포동2가)","48953","미스터리발관barbershop","20210302101758","I","2021-03-04 00:23:00.0","일반이용업","385216.327217467","179621.055108552","일반이용업","3","0","2","2","","","0","0","0","N","2","","","","","0","0","0","0","0","N",
"41","이용업","05_19_01_P","3250000","3250000-203-2021-00002","20210421","","01","영업/정상","01","영업","","","","","","20.80","600045","부산광역시 중구 남포동5가 39-6","부산광역시 중구 중구로 2, 2층 (남포동5가)","48953","남포이발컷트","20210421143244","I","2021-04-23 00:22:58.0","일반이용업","384877.272223985","179536.794608695","일반이용업","2","0","2","2","","","0","0","0","N","2","","","","","0","0","0","0","0","N",
"42","이용업","05_19_01_P","3250000","3250000-203-2020-00002","20201208","","01","영업/정상","01","영업","","","","","","34.00","600062","부산광역시 중구 신창동2가 25-2","부산광역시 중구 광복로39번길 13 (신창동2가)","48946","MR.테스 HAIR","20201228131544","U","2020-12-30 02:40:00.0","일반이용업","384960.499479635","179807.566292131","일반이용업","2","0","1","1","0","0","0","0","0","N","4","","","","","0","0","0","0","0","N",
"43","이용업","05_19_01_P","3260000","3260000-203-2019-00001","20190207","","01","영업/정상","01","영업","","","","","","2.70","602827","부산광역시 서구 아미동2가 32-72번지","부산광역시 서구 해돋이로 279, 4층 (아미동2가)","49240","금천레포츠 구내이용원","20190305140720","U","2019-03-07 02:40:00.0","일반이용업","383782.707922604","179880.849942477","일반이용업","4","0","4","4","","","0","0","0","N","2","","","","임대","0","0","0","0","0","N",
"44","이용업","05_19_01_P","3260000","3260000-203-2019-00003","20190426","","01","영업/정상","01","영업","","","","","051 257 1038","33.24","602091","부산광역시 서구 서대신동1가 140번지","부산광역시 서구 대영로 36-1, 1층 (서대신동1가)","49228","염색이야기 대신점","20190515172542","U","2019-05-17 02:40:00.0","일반이용업","383676.896576518","180744.151693232","일반이용업","3","1","1","1","","","","","","N","3","","","","","","","","","","N",
"45","이용업","05_19_01_P","3260000","3260000-203-1969-00232","19690630","","01","영업/정상","01","영업","","","","","051 2472885","24.64","602825","부산광역시 서구 서대신동3가 580-2번지","부산광역시 서구 대신로 20 (서대신동3가)","49210","동양","20191120095454","U","2019-11-22 02:40:00.0","일반이용업","383370.944943583","181179.307095333","일반이용업","","","1","","","","","","","N","3","","","","자가","","","","","","N",
"46","이용업","05_19_01_P","3260000","3260000-203-1999-00515","19990120","","01","영업/정상","01","영업","","","","","","8.97","602013","부산광역시 서구 충무동3가 1-28","부산광역시 서구 충무시장길 59-1 (충무동3가)","49253","충무","20200910092308","U","2020-09-12 02:40:00.0","일반이용업","384429.255664409","179055.790409834","일반이용업","0","0","2","2","0","0","0","0","0","N","5","","","","","0","","","0","0","N",
"47","이용업","05_19_01_P","3260000","3260000-203-2003-00003","20031219","","01","영업/정상","01","영업","","","","","051 2565722","36.43","602750","부산광역시 서구 동대신동2가 313-143 삼익아파트B상가 101호","부산광역시 서구 대영로73번길 39, B상가 101호 (동대신동2가, 삼익아파트)","49217","맨","20220222143716","U","2022-02-24 02:40:00.0","일반이용업","384008.303884065","181067.480005264","일반이용업","0","0","1","1","0","0","0","0","0","N","2","","","","임대","0","0","0","0","0","N",
"48","이용업","05_19_01_P","3260000","3260000-203-1975-00106","19750809","","01","영업/정상","01","영업","","","","","","19.80","602812","부산광역시 서구 동대신동3가 13-64번지 지하1층","부산광역시 서구 대신공원로 2, 지하1층 (동대신동3가)","49205","동대헤어클럽","20191029163829","U","2019-10-31 02:40:00.0","일반이용업","383765.990320966","181756.285662083","일반이용업","","","","","1","1","","","","N","2","","","","임대","","","","","","N",
"49","이용업","05_19_01_P","3260000","3260000-203-1967-00231","19670120","","01","영업/정상","01","영업","","","","","051 2533776","23.56","602825","부산광역시 서구 서대신동3가 559번지","부산광역시 서구 망양로33번길 24 (서대신동3가)","49210","울산","20120117105050","I","2018-08-31 23:59:59.0","일반이용업","383405.87947386","181272.272883529","일반이용업","","","","","","","","","","N","4","","","","","","","","","","N",
"50","이용업","05_19_01_P","3260000","3260000-203-1971-00667","19710805","","01","영업/정상","01","영업","","","","","","17.67","602803","부산광역시 서구 남부민동 658-8번지","부산광역시 서구 충무대로 177 (남부민동)","49256","해성","20191120100249","U","2019-11-22 02:40:00.0","일반이용업","384555.392888356","178240.062618194","일반이용업","","","1","","","","","","","N","3","","","","임대","","","","","","N",
"51","이용업","05_19_01_P","3260000","3260000-203-1975-00300","19751219","","01","영업/정상","01","영업","","","","","051 2560403","14.57","602817","부산광역시 서구 부민동3가 54-348번지","부산광역시 서구 해돋이로 287-1 (부민동3가)","49240","남일","20191120095145","U","2019-11-22 02:40:00.0","일반이용업","383781.834983955","179966.713145108","일반이용업","","","1","","","","","","","N","4","","","","자가","","","","","","N",
"52","이용업","05_19_01_P","3260000","3260000-203-1965-00270","19650416","","01","영업/정상","01","영업","","","","","","30.16","602821","부산광역시 서구 서대신동3가 96번지","부산광역시 서구 대신로109번길 10 (서대신동3가)","49203","대신중학교구내","20191120095423","U","2019-11-22 02:40:00.0","일반이용업","383451.606269436","181737.52316462","일반이용업","","","1","","","","","","","N","4","","","","임대","","","","","","N",
"53","이용업","05_19_01_P","3260000","3260000-203-1988-00111","19881227","","01","영업/정상","01","영업","","","","","051 2553041","30.80","602812","부산광역시 서구 동대신동3가 146-6번지","부산광역시 서구 보수대로242번길 2 (동대신동3가)","49213","동아","20191029163146","U","2019-10-31 02:40:00.0","일반이용업","383891.151481975","181510.3400976","일반이용업","","","1","1","","","","","","N","3","","","","임대","","","","","","N",
"54","이용업","05_19_01_P","3260000","3260000-203-1970-00778","19700804","","01","영업/정상","01","영업","","","","","051 2433520","30.60","602831","부산광역시 서구 암남동 343번지","부산광역시 서구 암남로 8 (암남동)","49268","옥광","20191120100546","U","2019-11-22 02:40:00.0","일반이용업","383823.69141373","177398.92218674","일반이용업","","","1","","","","","","","N","2","","","","임대","","","","","","N",
"55","이용업","05_19_01_P","3260000","3260000-203-1967-00777","19671109","","01","영업/정상","01","영업","","","","","051 2481731","19.11","602830","부산광역시 서구 암남동 산 7번지","부산광역시 서구 천해로 37 (암남동)","49260","덕원","20191120100611","U","2019-11-22 02:40:00.0","일반이용업","383746.601737002","177985.282522563","일반이용업","","","1","","","","","","","N","2","","","","임대","","","","","","N",
"56","이용업","05_19_01_P","3260000","3260000-203-1992-00067","19920207","","01","영업/정상","01","영업","","","","","051 2417980","8.58","602809","부산광역시 서구 동대신동2가 82-24번지","부산광역시 서구 보동길 275 (동대신동2가)","","정휴탕내","20191029163018","U","2019-10-31 02:40:00.0","일반이용업","","","일반이용업","0","0","2","2","0","0","0","0","0","N","1","","","","임대","0","","","0","0","N",
"57","이용업","05_19_01_P","3260000","3260000-203-1973-00184","19730210","","01","영업/정상","01","영업","","","","","051 2412738","32.71","602819","부산광역시 서구 서대신동2가 143-5번지","부산광역시 서구 구덕로301번길 29-1 (서대신동2가)","49234","우리","20191120095323","U","2019-11-22 02:40:00.0","일반이용업","383711.428384021","180868.307082782","일반이용업","","","1","","","","","","","N","2","","","","자가","","","","","","N",
"58","이용업","05_19_01_P","3260000","3260000-203-1969-00588","19691125","","01","영업/정상","01","영업","","","","","051 2436049","25.84","602802","부산광역시 서구 남부민동 144번지","부산광역시 서구 천마로 134 (남부민동)","49256","신흥","20191120100638","U","2019-11-22 02:40:00.0","일반이용업","384468.371407954","178385.764231997","일반이용업","","","1","","","","","","","N","4","","","","임대","","","","","","N",
"59","이용업","05_19_01_P","3260000","3260000-203-1963-00348","19630630","","01","영업/정상","01","영업","","","","","051 2472115","28.20","602828","부산광역시 서구 아미동2가 102-16번지","부산광역시 서구 해돋이로 256-2 (아미동2가)","49244","부곡이용원","20191120095743","U","2019-11-22 02:40:00.0","일반이용업","383785.676768383","179670.671033591","일반이용업","","","1","","","","","","","N","3","","","","자가","","","","","","N",
"60","이용업","05_19_01_P","3260000","3260000-203-1977-00299","19771215","","01","영업/정상","01","영업","","","","","051 2568998","32.70","602072","부산광역시 서구 부민동2가 12-1번지","부산광역시 서구 구덕로 199 (부민동2가)","49236","제일","20191029163605","U","2019-10-31 02:40:00.0","일반이용업","384084.485650676","180017.280678085","일반이용업","","","1","1","","","","","","N","5","","","","임대","","","","","","N",
"61","이용업","05_19_01_P","3260000","3260000-203-2004-00002","20040417","","01","영업/정상","01","영업","","","","","051 2421555","33.00","602819","부산광역시 서구 서대신동2가 266-4번지","부산광역시 서구 구덕로305번길 57 (서대신동2가)","49234","신동화","20120111134233","I","2018-08-31 23:59:59.0","일반이용업","383577.65244872","180862.140333172","일반이용업","","","1","1","","","","","","N","3","","","","임대","","","","","","N",
"62","이용업","05_19_01_P","3260000","3260000-203-2004-00001","20040113","","01","영업/정상","01","영업","","","","","","28.49","602804","부산광역시 서구 남부민동 439-2번지","부산광역시 서구 천해로 17 (남부민동)","49260","재성","20191120111707","U","2019-11-22 02:40:00.0","일반이용업","383879.551384549","177928.550483","일반이용업","3","","1","1","","","","","","N","4","","","","임대","","","","","","N",
"63","이용업","05_19_01_P","3260000","3260000-203-1985-00301","19850430","","01","영업/정상","01","영업","","","","","051 2440787","56.09","602815","부산광역시 서구 부민동1가 2-5번지","부산광역시 서구 구덕로232번길 14 (부민동1가)","49223","진우","20191029163746","U","2019-10-31 02:40:00.0","일반이용업","384190.228878672","180318.895831012","일반이용업","","","","","1","1","","","","N","5","","","","임대","","","","","","N",
