"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"11","의료법인","01_01_08_P","3270000","PHMA420083270022021400001","20081013","","01","영업/정상","10","변경","","","","","051-646-0505","","601822","부산광역시 동구 좌천동 607번지 1호","부산광역시 동구 중앙대로 421 (좌천동)","","의료법인 나라의료재단","20201207173618","U","2020-12-09 02:40:00.0","","386945.90680635","183379.530256233","","","","","","","","","","","0","0","","","0","",
"12","의료법인","01_01_08_P","3270000","PHMA419933270022021400001","19930729","","01","영업/정상","10","변경","","","","","051-664-4000","","601723","부산광역시 동구 좌천동 68번지 11호 봉생병원","부산광역시 동구 중앙대로 401 (좌천동,봉생병원)","","의료법인 정화의료재단","20201207174126","U","2020-12-09 02:40:00.0","","386833.110400259","183227.844095046","","","","","","","","","","","0","0","","","0","",
"13","의료법인","01_01_08_P","3270000","PHMA420153270022021400001","20150720","","01","영업/정상","10","변경","","","","","051-715-8575","","","부산광역시 동구 범일동 62번지 720호 한성기린프라자","부산광역시 동구 중앙대로 514, 201,301호 (범일동, 한성기린프라자)","48726","의료법인 서강의료재단","20201207174405","U","2020-12-09 02:40:00.0","","387395.906194984","184141.142825361","","","","","","","","","","","0","0","","","0","",
"14","의료법인","01_01_08_P","3280000","PHMA420203280023021400001","20201211","","01","영업/정상","01","신규","","","","","051-410-6738","","","부산광역시 영도구 봉래동3가 33 해동병원","부산광역시 영도구 태종로 133, 해동병원 (봉래동3가)","49035","의료법인 행도의료재단","20201211183028","I","2020-12-13 00:23:06.0","","386306.184467093","178905.719727096","","","","","","","","","","","0","0","","","0","",
"15","의료법인","01_01_08_P","3280000","PHMA420033280023021400001","20030918","","01","영업/정상","10","변경","","","","","","","","부산광역시 영도구 봉래동3가 31번지 2호","부산광역시 영도구 절영로7번길 72 (봉래동3가)","49035","의료법인 소명의료재단","20200824152349","U","2020-08-26 02:40:00.0","","386322.434584363","178915.013605664","","","","","","","","","","","0","0","","","0","",
"16","의료법인","01_01_08_P","3280000","PHMA420113280023021400001","20110415","","01","영업/정상","10","변경","","","","","","","","부산광역시 영도구 동삼동 231번지 5호 2층","부산광역시 영도구 동삼서로 21 (동삼동, 영도참편한요양병원)","49099","의료법인성원의료재단","20201028162725","U","2020-10-30 02:40:00.0","","388601.707009913","177713.786215514","","","","","","","","","","","0","0","","","0","",
"17","의료법인","01_01_08_P","3280000","PHMA420163280023021400001","20161011","","01","영업/정상","10","변경","","","","","417-9400","","","","부산광역시 영도구 태종로372번길 41 (청학동, 행복한 요양원)","49016","의료법인 일혜의료재단","20191022093331","U","2019-10-24 02:40:00.0","","388199.14837300000","179258.00239500000","","","","","","","","","","","0","0","","","0","",
"18","의료법인","01_01_08_P","3290000","PHMA420043290024021400001","20041206","","01","영업/정상","10","변경","","","","","051-757-5119","","","부산광역시 부산진구 전포동 504번지 417호","부산광역시 부산진구 봉수로 18, 1~3층 (전포동)","47318","의료법인 청십자의료재단","20200504113033","U","2020-05-06 02:40:00.0","","388576.218170369","185382.356610591","","","","","","","","","","","0","0","","","0","",
"19","의료법인","01_01_08_P","3290000","PHMA420063290024021400001","20061222","","01","영업/정상","10","변경","","","","","","","614883","부산광역시 부산진구 당감2동 966번지","부산광역시 부산진구 가야대로 721 (당감동)","614883","의료법인 온그룹의료재단","20200822161154","U","2020-08-25 02:40:00.0","","386720.170427319","186225.093230356","","","","","","","","","","","0","0","","","0","",
"20","의료법인","01_01_08_P","3290000","PHMA420093290024021400001","20091223","","01","영업/정상","10","변경","","","","","051-864-0098","","614855","부산광역시 부산진구 양정2동 320번지 3호","부산광역시 부산진구 동평로 401 (양정동)","614858","(의)청원의료재단","20200629174846","U","2020-07-01 02:40:00.0","","388418.982637727","188078.306325796","","","","","","","","","","","0","0","","","0","",
"21","의료법인","01_01_08_P","3290000","PHMA420103290024021400001","20100611","","01","영업/정상","10","변경","","","","","051-582-7031","","614813","부산광역시 부산진구 개금1동 197번지 5호 외 5필지 성원상떼뷰 3층 301호","부산광역시 부산진구 개금온정로 5 (개금동,외 5필지 성원상떼뷰 3층 301호)","","의료법인 영님의료재단","20201101145948","U","2020-11-03 02:40:00.0","","384430.630690869","185721.876196787","","","","","","","","","","","0","0","","","0","",
"22","의료법인","01_01_08_P","3290000","PHMA420103290024021400002","20100709","","01","영업/정상","10","변경","","","","","051-816-2173","","614844","부산광역시 부산진구 부전1동 112번지 7호","부산광역시 부산진구 동천로107번길 8 (부전동)","","(의)사랑나눔의료재단","20200213124846","U","2020-02-15 02:40:00.0","","387793.086963278","186307.956920118","","","","","","","","","","","0","0","","","0","",
"23","의료법인","01_01_08_P","3290000","PHMA420143290024021400001","20141223","","01","영업/정상","10","변경","","","","","051)633-8171","","614828","부산광역시 부산진구 범천동 854번지 31호","부산광역시 부산진구 황령대로8번길 7 (범천동)","614828","의료법인 상봉의료재단","20200227164716","U","2020-02-29 02:40:00.0","","387730.25155151","185076.239080067","","","","","","","","","","","0","0","","","0","",
"24","의료법인","01_01_08_P","3290000","PHMA420083290024021400001","20080201","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","051-807-2525","","614865","부산광역시 부산진구 전포2동 667번지 16호 이오프라자 4.5.6.7층","부산광역시 부산진구 서전로 25 (전포동,이오프라자 4.5.6.7층)","","의료법인검제의료재단","20120321150800","I","2018-08-31 23:59:59.0","","387863.716121828","186257.507509754","","","","","","","","","","","0","0","","","0","",
"25","의료법인","01_01_08_P","3290000","PHMA420083290024021400002","20081125","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","","","614813","부산광역시 부산진구 개금1동 197번지 5호","부산광역시 부산진구 개금온정로 5 (개금동)","","의료법인정의료재단","20120321151020","I","2018-08-31 23:59:59.0","","384430.630690869","185721.876196787","","","","","","","","","","","0","0","","","0","",
"26","의료법인","01_01_08_P","3290000","PHMA420103290024021400003","20100312","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","","","","부산광역시 부산진구 부암동 442번지","부산광역시 부산진구 백양순환로110번길 11 (부암동)","47143","의료법인 재호의료재단","20191230130756","U","2020-01-01 02:40:00.0","","385749.662499508","187512.978750845","","","","","","","","","","","0","0","","","0","",
"27","의료법인","01_01_08_P","3300000","PHMA420073300024021400001","20070111","","01","영업/정상","10","변경","","","","","555-2160","","607060","부산광역시 동래구 온천동 784번지 19호 (콤콤빌딩)","부산광역시 동래구 충렬대로107번길 121 (온천동,(콤콤빌딩))","","의료법인 안아픈마을","20200922190309","U","2020-09-24 02:40:00.0","","388684.031120722","192281.034988363","","","","","","","","","","","0","0","","","0","",
"28","의료법인","01_01_08_P","3300000","PHMA419923300024021400001","19921125","","01","영업/정상","10","변경","","","","","051-554-1233","","607713","부산광역시 동래구 온천3동 1426번지 7호 광혜병원","부산광역시 동래구 충렬대로 96 (온천동,광혜병원)","","의료법인 광혜의료재단","20201110175651","U","2020-11-12 02:40:00.0","","388532.711180342","191717.372167709","","","","","","","","","","","0","0","","","0","",
"29","의료법인","01_01_08_P","3300000","PHMA420083300024021400001","20081203","","01","영업/정상","10","변경","","","","","555-7588","","607834","부산광역시 동래구 온천1동 442번지 3호","부산광역시 동래구 금강로 64 (온천동)","","의료법인 영신의료재단","20201026190425","U","2020-10-28 02:40:00.0","","389099.832392605","192604.671044886","","","","","","","","","","","0","0","","","0","",
"30","의료법인","01_01_08_P","3300000","PHMA420003300024021400001","20000726","","01","영업/정상","10","변경","","","","","051-555-8009","","","부산광역시 동래구 안락동 595번지 9호 본 메디 여성병원","부산광역시 동래구 충렬대로 426 (안락동)","47890","의료법인 동영의료재단","20191120113927","U","2019-11-22 02:40:00.0","","391622.181274095","190582.25080216","","","","","","","","","","","0","0","","","0","",
"31","의료법인","01_01_08_P","3300000","PHMA420073300024021400002","20071212","","01","영업/정상","10","변경","","","","","555-7215","","","부산광역시 동래구 낙민동 289 외 3필지","부산광역시 동래구 충렬대로 258 (낙민동)","47878","의료법인 은빛의료재단","20201210140045","U","2020-12-12 02:40:00.0","","390020.305215045","191042.985986252","","","","","","","","","","","0","0","","","0","",
"32","의료법인","01_01_08_P","3300000","PHMA420103300024021400001","20100329","","01","영업/정상","10","변경","","","","","581-0097","","607833","부산광역시 동래구 온천1동 210번지 8호","부산광역시 동래구 금강공원로 32 (온천동)","","의료법인 윤재의료재단","20200227180956","U","2020-02-29 02:40:00.0","","389413.107035297","193086.367792191","","","","","","","","","","","0","0","","","0","",
"33","의료법인","01_01_08_P","3300000","PHMA420113300024021400001","20110308","","01","영업/정상","10","변경","","","","","051-554-8811","","607834","부산광역시 동래구 온천1동 449번지 6호","부산광역시 동래구 온천장로 40 (온천동)","","의료법인 온 의료재단","20201204092808","U","2020-12-06 02:40:00.0","","389295.986089484","192692.423378645","","","","","","","","","","","0","0","","","0","",
"34","의료법인","01_01_08_P","3300000","PHMA420113300024021400002","20110930","","01","영업/정상","10","변경","","","","","051-556-4233","","607804","부산광역시 동래구 명륜동 564번지 5호","부산광역시 동래구 명륜로 147 (명륜동)","607804","의료법인 장수의료재단","20170609085636","I","2018-08-31 23:59:59.0","","389513.44751645","191741.801258411","","","","","","","","","","","0","0","","","0","",
"35","의료법인","01_01_08_P","3300000","PHMA420133300024021400001","20131213","","01","영업/정상","10","변경","","","","","","","607823","부산광역시 동래구 수안동 39번지 53호","부산광역시 동래구 수안로 10 (수안동)","607823","의료법인 늘하얀치과재단","20200612183404","U","2020-06-14 02:40:00.0","","390072.817764464","190433.434687125","","","","","","","","","","","0","0","","","0","",
"36","의료법인","01_01_08_P","3300000","PHMA420183300024021400001","20180115","","01","영업/정상","10","변경","","","","","051-580-2700","","","부산광역시 동래구 안락동 749번지 13호 항운병원","부산광역시 동래구 충렬대로348번길 1, 항운병원 (안락동)","47889","의료법인파란시티의료재단","20200602144750","U","2020-06-04 02:40:00.0","","390854.975971601","190709.170987939","","","","","","","","","","","0","0","","","0","",
"37","의료법인","01_01_08_P","3310000","PHMA420013310024021400001","20010801","","03","폐업","03","폐업","","","","","051-644-7373","","608844","부산광역시 남구 우암1동 129번지 2호","부산광역시 남구 우암양달로75번길 29 (우암동)","","의료법인 송산의료재단","20180909160309","U","2018-09-09 23:59:59.0","","389012.537930864","182789.573235943","","","","","","","","","","","0","0","","","0","",
"38","의료법인","01_01_08_P","3310000","PHMA420143310024021400001","20140722","","01","영업/정상","10","변경","","","","","051-633-1123","","","부산광역시 남구 대연동 1767-27","부산광역시 남구 수영로 171 (대연동)","48453","성소의료재단","20201216161247","U","2020-12-18 02:40:00.0","","389993.1880193","183754.944176416","","","","","","","","","","","0","0","","","0","",
"39","의료법인","01_01_08_P","3310000","PHMA420003310024021400001","20000726","","01","영업/정상","10","변경","","","","","624-6666","","608080","부산광역시 남구 용당동 472번지 13호","부산광역시 남구 유엔평화로 156 (용당동)","608080","의료법인 인혜의료재단","20200901093023","U","2020-09-03 02:40:00.0","","391108.081548438","182356.103146543","","","","","","","","","","","0","0","","","0","",
"40","의료법인","01_01_08_P","3310000","PHMA420023310024021400001","20020323","","01","영업/정상","10","변경","","","","","930-3000","","608021","부산광역시 남구 대연동 1740번지 16호","부산광역시 남구 수영로 238 (대연동)","608021","의료법인 고려의료재단","20200529131051","U","2020-05-31 02:40:00.0","","390660.580067062","183756.459518599","","","","","","","","","","","0","0","","","0","",
"41","의료법인","01_01_08_P","3310000","PHMA420043310024021400001","20040128","","01","영업/정상","10","변경","","","","","051-774-1004","","","부산광역시 남구 대연동 1239번지 19호","부산광역시 남구 수영로 164 (대연동)","48459","의료법인 은경의료재단","20200731151411","U","2020-08-02 02:40:00.0","","389927.025969183","183694.594360945","","","","","","","","","","","0","0","","","0","",
"42","의료법인","01_01_08_P","3310000","PHMA420083310024021400001","20080104","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","","","608808","부산광역시 남구 대연5동 1344번지 7호","부산광역시 남구 못골로 101 (대연동)","","의료법인 삼대의료재단단","20180909160423","U","2018-09-09 23:59:59.0","","390725.757718923","183849.793093395","","","","","","","","","","","0","0","","","0","",
"43","의료법인","01_01_08_P","3320000","PHMA420083320045021400001","20080822","","01","영업/정상","10","변경","","","","","051-332-7800","","616842","부산광역시 북구 만덕동 136번지 2호","부산광역시 북구 덕천로 339 (만덕동)","616831","의료법인 제영의료재단","20201202163429","U","2020-12-04 02:40:00.0","","385765.981236228","191895.514964863","","","","","","","","","","","0","0","","","0","",
"44","의료법인","01_01_08_P","3320000","PHMA420083320045021400002","20080716","","01","영업/정상","10","변경","","","","","051-366-7000","","616090","부산광역시 북구 구포동 1121번지 1호","부산광역시 북구 사상로 605 (구포동)","616807","의료법인 인당의료재단","20200629093126","U","2020-07-01 02:40:00.0","","381214.353387213","190598.309891628","","","","","","","","","","","0","0","","","0","",
"45","의료법인","01_01_08_P","3320000","PHMA420103320045021400001","20101008","","01","영업/정상","10","변경","","","","","0513033025","","616807","부산광역시 북구 구포2동 1184번지 6호","부산광역시 북구 낙동대로1570번길 13 (구포동)","616807","의료법인 신한의료재단","20161027132138","I","2018-08-31 23:59:59.0","","381073.384819674","190463.47502914","","","","","","","","","","","0","0","","","0","",
"46","의료법인","01_01_08_P","3320000","PHMA420053320045021400001","20050817","","01","영업/정상","10","변경","","","","","","","616824","부산광역시 북구 만덕1동 73번지 20호","부산광역시 북구 만덕고개길 84 (만덕동)","616824","의료법인 백양의료재단","20200521141947","U","2020-05-23 02:40:00.0","","386475.110165191","192179.820236515","","","","","","","","","","","0","0","","","0","",
"47","의료법인","01_01_08_P","3320000","PHMA420123320045021400001","20121227","","01","영업/정상","10","변경","","","","","051-335-5288","","616824","부산광역시 북구 만덕동 72번지 1호","부산광역시 북구 만덕고개길 60-12 (만덕동)","616824","의료법인 패밀리의료재단","20191204092602","U","2019-12-06 02:40:00.0","","386283.772031246","192274.33063462","","","","","","","","","","","0","0","","","0","",
"48","의료법인","01_01_08_P","3320000","PHMA420133320045021400001","20130809","","01","영업/정상","10","변경","","","","","051-341-0119","","616802","부산광역시 북구 구포동 1060번지 260호","부산광역시 북구 낙동대로 1678 (구포동)","616802","의료법인 허명의료재단","20201217091717","U","2020-12-19 02:40:00.0","","381654.047611662","191308.359534915","","","","","","","","","","","0","0","","","0","",
"49","의료법인","01_01_08_P","3320000","PHMA420133320045021400002","20131105","","01","영업/정상","10","변경","","","","","051-341-1201","","616832","부산광역시 북구 만덕동 111번지 1호","부산광역시 북구 덕천로381번길 9-3 (만덕동)","616832","의료법인 청송의료재단","20201229155838","U","2020-12-31 02:40:00.0","","386122.442774821","192040.673496784","","","","","","","","","","","0","0","","","0","",
"50","의료법인","01_01_08_P","3320000","PHMA420133320045021400003","20131220","","01","영업/정상","10","변경","","","","","051-927-7000","","616813","부산광역시 북구  1330번지 1호 금곡월드프라자 601호","부산광역시 북구 금곡대로 458, 601호 (금곡동, 금곡월드프라자)","616813","의료법인 참사람의료재단","20201208182637","U","2020-12-10 02:40:00.0","","383187.953800754","196281.988973649","","","","","","","","","","","0","0","","","0","",
"51","의료법인","01_01_08_P","3320000","PHMA420143320045021400001","20140916","","01","영업/정상","10","변경","","","","","","","","","부산광역시 북구 화명신도시로 120, 701호 외 4개호 (화명동)","616852","의료법인 인해의료재단","20200403114235","U","2020-04-05 02:40:00.0","","383009.010596608","194665.052323752","","","","","","","","","","","0","0","","","0","",
"52","의료법인","01_01_08_P","3320000","PHMA420153320045021400001","20151119","","01","영업/정상","10","변경","","","","","051-930-5150","","","","부산광역시 북구 화명대로 15 (화명동, 하이페리온타워)","46524","의료법인 예인의료재단","20200331173745","U","2020-04-02 02:40:00.0","","382891.824509063","194757.00844539","","","","","","","","","","","0","0","","","0","",
"53","의료법인","01_01_08_P","3320000","PHMA420153320045021400002","20151231","","01","영업/정상","10","변경","","","","","","","","","부산광역시 북구 만덕대로 37 (덕천동, 삼성디지탈프라자)","46548","의료법인 신생의료재단","20191231111635","U","2020-01-02 02:40:00.0","","382942.51171800000","192386.17961000000","","","","","","","","","","","0","0","","","0","",
"54","의료법인","01_01_08_P","3330000","PHMA420083330024021400001","20081112","","01","영업/정상","10","변경","","","","","","","612051","부산광역시 해운대구 재송동 933번지 2호","부산광역시 해운대구 해운대로76번길 12 (재송동)","","의료법인화인의료재단","20200410175703","U","2020-04-12 02:40:00.0","","392965.579341286","190018.758210551","","","","","","","","","","","0","0","","","0","",
"55","의료법인","01_01_08_P","3330000","PHMA420003330024021400001","20000726","","01","영업/정상","10","변경","","","","","","","612022","부산광역시 해운대구 우2동 산 141번지","","","의료법인 인본 의료재단","20200918154623","U","2020-09-20 02:40:00.0","","","","","","","","","","","","","","0","0","","","0","",
"56","의료법인","01_01_08_P","3330000","PHMA420053330024021400001","20050120","","01","영업/정상","10","변경","","","","","","","612032","부산광역시 해운대구 좌동 1479번지 1호 웅신시네아트5층","부산광역시 해운대구 해운대로 802 (좌동,웅신시네아트5층)","","새생명의료재단","20201224110203","U","2020-12-26 02:40:00.0","","398237.363461482","187720.511056894","","","","","","","","","","","0","0","","","0","",
"57","의료법인","01_01_08_P","3330000","PHMA420073330024021400001","20070911","","01","영업/정상","10","변경","","","","","","","612081","부산광역시 해운대구 반송동 696번지 1호","부산광역시 해운대구 아랫반송로1번길 27-3 (반송동)","","의료법인로뎀의료재단","20160630133721","I","2018-08-31 23:59:59.0","","395392.269482646","194055.519969808","","","","","","","","","","","0","0","","","0","",
"58","의료법인","01_01_08_P","3330000","PHMA419913330024021400001","19910410","","01","영업/정상","10","변경","","","","","742-8675","","612823","부산광역시 해운대구 우2동 1078번지 7호","부산광역시 해운대구 해운대로 409-1 (우동)","","세광의료재단","20200408104424","U","2020-04-10 02:40:00.0","","395061.12222500000","187781.67251400000","","","","","","","","","","","0","0","","","0","",
"59","의료법인","01_01_08_P","3330000","PHMA420103330024021400001","20101220","","01","영업/정상","10","변경","","","","","","","612744","부산광역시 해운대구 우1동 627번지 1호 엘지하버타운 6층 601~604호","부산광역시 해운대구 해운대해변로 257, 601~604호 (우동,엘지하버타운 6층)","","의료법인 제세의료재단","20200722141648","U","2020-07-24 02:40:00.0","","396697.860724865","186636.589265073","","","","","","","","","","","0","0","","","0","",
"60","의료법인","01_01_08_P","3330000","PHMA420113330024021400002","20110603","","01","영업/정상","10","변경","","","","","782-7400","","612052","부산광역시 해운대구 재송2동 179번지 82호","부산광역시 해운대구 해운대로61번길 47 (재송동)","","의료법인에벤에셀의료재단","20181105183205","U","2018-11-07 02:35:53.0","","393387.198857888","190362.943806583","","","","","","","","","","","0","0","","","0","",
"61","의료법인","01_01_08_P","3330000","PHMA420113330024021400003","20111024","","01","영업/정상","10","변경","","","","","","","612052","부산광역시 해운대구 재송2동 1132번지 3호","부산광역시 해운대구 재반로118번길 21 (재송동)","","한누리의료재단","20201202131245","U","2020-12-04 02:40:00.0","","393731.718542657","189895.133491721","","","","","","","","","","","0","0","","","0","",
"62","의료법인","01_01_08_P","3330000","PHMA420113330024021400004","20111101","","01","영업/정상","10","변경","","","","","702-6000","","","부산광역시 해운대구 중동 1492번지 12호 국제학교","부산광역시 해운대구 달맞이길117번나길 24 (중동)","48115","의료법인한세의료재단","20200514111750","U","2020-05-16 02:40:00.0","","398648.728096925","186521.235866772","","","","","","","","","","","0","0","","","0","",
"63","의료법인","01_01_08_P","3330000","PHMA420153330024021400001","20150330","","01","영업/정상","10","변경","","","","","","","612849","부산광역시 해운대구 중동 1533번지 2호","부산광역시 해운대구 달맞이길117번나길 174 (중동)","612849","의료법인 해올의료재단","20200422182028","U","2020-04-24 02:40:00.0","","399026.88960257","187172.761860652","","","","","","","","","","","0","0","","","0","",
"64","의료법인","01_01_08_P","3330000","PHMA420113330024021400001","20110110","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","","","612011","부산광역시 해운대구 중1동 499번지","부산광역시 해운대구 청사포로 99 (중동)","","의료법인 범곡의료재단","20190305104530","U","2019-03-07 02:40:00.0","","399534.871358373","187026.866650074","","","","","","","","","","","0","0","","","0","",
"65","의료법인","01_01_08_P","3330000","PHMA420143330024021400001","20140901","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","","","612859","부산광역시 해운대구 반여동 1161번지 3호","부산광역시 해운대구 명장로67번길 50 (반여동)","612859","의료법인 삼우의료재단","20190305102059","U","2019-03-07 02:40:00.0","","392278.772060151","191502.554900216","","","","","","","","","","","0","0","","","0","",
"66","의료법인","01_01_08_P","3340000","PHMA420023340025021400001","20021014","","03","폐업","03","폐업","","","","","","","604840","부산광역시 사하구 장림2동 42번지","부산광역시 사하구 다대로277번길 31 (장림동)","","의료법인실버카운티의료재단","20120714144010","I","2018-08-31 23:59:59.0","","380500.05392200000","177415.46800900000","","","","","","","","","","","0","0","","","0","",
"67","의료법인","01_01_08_P","3340000","PHMA420133340025021400001","20131016","","01","영업/정상","10","변경","","","","","","","604862","부산광역시 사하구 괴정동 571번지 4호","부산광역시 사하구 낙동대로 305 (괴정동)","604813","의료법인 마루의료재단","20200302104559","U","2020-03-04 02:40:00.0","","380793.255630055","179609.289728194","","","","","","","","","","","0","0","","","0","",
"68","의료법인","01_01_08_P","3340000","PHMA420143340025021400001","20140806","","01","영업/정상","10","변경","","","","","","","604825","부산광역시 사하구 다대동 769번지","부산광역시 사하구 다대로 565 (다대동)","604825","의료법인 성신의료재단","20201221151708","U","2020-12-23 02:40:00.0","","379731.953370869","174765.307900471","","","","","","","","","","","0","0","","","0","",
"69","의료법인","01_01_08_P","3340000","PHMA420143340025021400002","20141211","","01","영업/정상","10","변경","","","","","051-714-3533","","604817","부산광역시 사하구 구평동 41번지 26호","부산광역시 사하구 사하로 21 (구평동)","604817","의료법인 인주의료재단","20210113152609","U","2021-01-15 02:40:00.0","","381536.76737331","178138.004791643","","","","","","","","","","","0","0","","","0","",
"70","의료법인","01_01_08_P","3340000","PHMA420153340025021400002","20150601","","01","영업/정상","10","변경","","","","","051-204-1133","","604083","부산광역시 사하구 괴정동 1003번지","부산광역시 사하구 낙동대로216번길 10 (괴정동)","604083","의료법인 성진의료재단","20200302104708","U","2020-03-04 02:40:00.0","","381671.858741905","179781.190456474","","","","","","","","","","","0","0","","","0","",
"71","의료법인","01_01_08_P","3340000","PHMA420173340025021400001","20170901","","01","영업/정상","10","변경","","","","","791-2222","","","부산광역시 사하구 다대동 620번지 6호","부산광역시 사하구 다대로 607 (다대동)","49525","의료법인 굿타임의료재단","20200624133017","U","2020-06-26 02:40:00.0","","379780.712790863","174346.900965296","","","","","","","","","","","0","0","","","0","",
"72","의료법인","01_01_08_P","3340000","PHMA420043340025021400001","20041130","","01","영업/정상","10","변경","","","","","293-7766","","604070","부산광역시 사하구 감천동 713번지 5호","부산광역시 사하구 감천로 59 (감천동)","","의료법인 양경의료재단","20200302104629","U","2020-03-04 02:40:00.0","","382236.047682303","178645.037220561","","","","","","","","","","","0","0","","","0","",
