"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","국제회의기획업","03_08_01_P","3290000","CDFI2263102014000001","20140805","","01","영업/정상","13","영업중","","","","","","","614854","부산광역시 부산진구 양정동 184-1 시티존오피스텔","부산광역시 부산진구 동평로405번길 129, 301호 (양정동, 시티존오피스텔)","47209","(주)하나디자인","20140805103203","I","2018-08-31 23:59:59.0","","388772.534916383","188599.957443776","국제회의기획업","","근린상업지역","13","기타","","","근린생활시설","12","1","","","","","","","","","","","","176.77","","","","","","","","","","","","","177",
"12","국제회의기획업","03_08_01_P","3290000","CDFI2263102015000001","20151111","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 450","부산광역시 부산진구 신천대로 122, 528호 (부전동, 네오스포)","47282","네오","20160812105915","I","2018-08-31 23:59:59.0","","387101.414313981","185755.075318029","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13","국제회의기획업","03_08_01_P","3290000","CDFI2263102017000001","20170410","","01","영업/정상","13","영업중","","","","","051 808 5205","","","부산광역시 부산진구 전포동 683-4","부산광역시 부산진구 전포대로209번길 45, 5층 (전포동)","47294","에스오케이매니지먼트(S.O.K management)","20170410090932","I","2018-08-31 23:59:59.0","","387880.264938527","185959.821242554","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54000000","","","","",
"14","국제회의기획업","03_08_01_P","3290000","CDFI2263102017000002","20170501","","01","영업/정상","13","영업중","","","","","051 804 9945","","","부산광역시 부산진구 전포동 690-4","부산광역시 부산진구 전포대로199번길 15, 1105호 (전포동, 현대타워)","47297","쿠잉웨딩컨벤션","20170501093305","I","2018-08-31 23:59:59.0","","388038.599996574","185847.48270792","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"15","국제회의기획업","03_08_01_P","3290000","CDFI2263102022000001","20220204","","01","영업/정상","13","영업중","","","","","0517104008","","","부산광역시 부산진구 부전동 526-16 KT&G부산부전지사","부산광역시 부산진구 부전로 29, KT&G부산부전지사 2층 (부전동)","47290","주식회사 글로브임펙트","20220204162808","I","2022-02-06 00:22:38.0","","387280.619672939","185679.050795793","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","150000000","","","","0",
"16","국제회의기획업","03_08_01_P","3290000","CDFI2263102021000001","20210713","","01","영업/정상","13","영업중","","","","","051-717-0235","","","부산광역시 부산진구 전포동 346-12","부산광역시 부산진구 서전로58번길 114, 2층 (전포동)","47305","주식회사 라쿤","20210713163036","I","2021-07-15 00:22:52.0","","388192.045151239","185675.315361405","국제회의기획업","","","0","","","","사무실","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"17","국제회의기획업","03_08_01_P","3290000","CDFI2263102019000001","20180330","","01","영업/정상","13","영업중","","","","","051-804-7733","","","부산광역시 부산진구 부전동 113-8","부산광역시 부산진구 동천로107번길 12-5, 지하1층 (부전동)","47246","에스피(SP) 국제교육원","20190104132957","I","2019-01-06 02:20:39.0","","387774.262785569","186310.003116913","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"18","국제회의기획업","03_08_01_P","3300000","CDFI2263102017000002","20170907","","03","폐업","03","폐업","20201221","","","","0518920070","","","부산광역시 동래구 안락동 243-54","부산광역시 동래구 온천천로471번가길 20, 1층 (안락동)","47900","화인디앤티","20201221162214","U","2020-12-23 02:40:00.0","","391549.455127351","190115.321860098","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"19","국제회의기획업","03_08_01_P","3300000","CDFI2263102017000001","20170518","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 명장동 507-13","부산광역시 동래구 시실로167번길 64 (명장동, 신양빌딩)","47759","(주)와이앤프로모션","20210122152140","U","2021-01-24 02:40:00.0","","391080.418815235","192239.940189617","국제회의기획업","","일반주거지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"20","국제회의기획업","03_08_01_P","3300000","CDFI2263102017000003","20171010","","01","영업/정상","13","영업중","","","","","0515030882","","","부산광역시 동래구 사직동 98-11","부산광역시 동래구 사직로 7, 7층 (사직동, 포스카빌딩)","47875","(주)티플러스","20200316182716","U","2020-03-18 02:40:00.0","","387994.223699908","190510.881282577","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295000000","","","","",
"21","국제회의기획업","03_08_01_P","3300000","CDFI2263102022000001","20150710","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 안락동 180-36","부산광역시 동래구 온천천로 551, 2층 (안락동)","47905","(주)마이스테이션","20220223151508","I","2022-02-25 00:22:37.0","","392408.175468233","189897.559387485","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"22","국제회의기획업","03_08_01_P","3300000","CDFI2263102021000001","20130321","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 안락동 461-14","부산광역시 동래구 충렬대로 447, 새부산빌딩 7층 (안락동)","47795","(주)새부산관광투어","20210419155401","I","2021-04-21 00:22:58.0","","391850.439738055","190586.187850132","국제회의기획업","","","","","","","","","","","","SAEBUSAN TRAVEL SERVICE CO.LTD","Professional Congress Organizer","","","","","","","","","","","","","","","","","","","","","",
"23","국제회의기획업","03_08_01_P","3310000","CDFI2263102015000001","20150304","","03","폐업","03","폐업","20200408","","","","051-633-7001","","608822","부산광역시 남구 문현동 183-16","부산광역시 남구 고동골로36번길 2, 2층 (문현동, 문현빌딩)","608822","(주)월드시티 네트워크","20200408140514","U","2020-04-10 02:40:00.0","","388705.350405156","184298.966927379","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"24","국제회의기획업","03_08_01_P","3310000","CDFI2263102022000001","20220310","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 문현동 1227-2","부산광역시 남구 전포대로 133, 3층 322호 (문현동)","48400","우리닥터스 주식회사","20220310130247","I","2022-03-12 00:22:36.0","","388150.394268792","185188.729710212","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"25","국제회의기획업","03_08_01_P","3310000","CDFI2263102007000001","20070410","","01","영업/정상","13","영업중","","","","","051-626-6277","","","부산광역시 남구 대연동","부산광역시 남구 수영로 274-16 (대연동)","48498","(주)인들디자인","20200401144454","U","2020-04-03 02:40:00.0","","391064","183810","국제회의기획업","관광사업","","3","","","","근린생활시설","3","","","","","","","","","","","","","291.15","","","","","","","","","530000000","","","","291",
"26","국제회의기획업","03_08_01_P","3310000","CDFI2263102007000002","20070518","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 73-29","부산광역시 남구 수영로 313, 4층 401호 (대연동)","48434","지엠티글로벌","20220527163527","U","2022-05-29 02:40:00.0","","391333.458094723","184078.892197246","국제회의기획업","관광사업","상업지역","","기타","","","근린생활시설","","","","","","","","","","","","","","60.18","","","","","","","","","171190900","","","","60",
"27","국제회의기획업","03_08_01_P","3310000","CDFI2263102021000001","20200401","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 295-10 JM하우스","부산광역시 남구 진남로29번길 4, JM하우스 201호 (대연동)","48439","커뮤니케이션 다움","20211220073624","U","2021-12-22 02:40:00.0","","390519.762397698","184079.035871209","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","52264024","","","","0",
"28","국제회의기획업","03_08_01_P","3310000","CDFI2263102020000001","20201124","","01","영업/정상","13","영업중","","","","","051-923-9100","","","부산광역시 남구 문현동 1227-2","부산광역시 남구 전포대로 133, 위워크 15층 111호 (문현동)","48400","(주)이에스에스티앤엘","20201124173449","I","2020-11-26 00:23:07.0","","388150.394268792","185188.729710212","국제회의기획업","","","","","","","","","","","","ESS T&L Inc.","Professional Convention Organizer","","","","","","","","","","","","","","","","","51000000","","","","",
"29","국제회의기획업","03_08_01_P","3310000","CDFI2263102022000002","20160309","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 55-1 21 센츄리시티 오피스텔","부산광역시 남구 수영로 312, 21 센츄리시티 오피스텔 940호 (대연동)","48508","(주)엘앤피","20220520173906","I","2022-05-22 00:22:48.0","","391411.212179843","184052.409245407","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"30","국제회의기획업","03_08_01_P","3330000","CDFI2263102002000001","20020203","","03","폐업","03","폐업","20140414","","","","740-7400","","612827","부산광역시 해운대구 우동 1291 BEXCO 사무동 4층","부산광역시 해운대구 APEC로 55, 4층 (우동, BEXCO 사무동)","612892","렉싱턴컨설팅Inc.","20140415164316","I","2018-08-31 23:59:59.0","","393954.874442447","187331.440016359","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"31","국제회의기획업","03_08_01_P","3330000","CDFI2263102003000001","20030214","","03","폐업","03","폐업","20080508","","","","051-746-5157","","612849","부산광역시 해운대구 중동 1491-5 대림엠파이어빌라 C동 5호","부산광역시 해운대구 달맞이길117번가길 138, C동 5호 (중동,대림엠파이어빌라)","","(주)경커뮤니케이션","20080917171429","I","2018-08-31 23:59:59.0","","398712.516333897","186488.185063898","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"32","국제회의기획업","03_08_01_P","3330000","CDFI2263102004000001","20040220","","03","폐업","03","폐업","20160826","","","","051-905-2525","","612021","부산광역시 해운대구 우동 1500","부산광역시 해운대구 APEC로 55 (우동)","48060","(주)부산이오컨벡스","20160826153543","I","2018-08-31 23:59:59.0","","394482.139208377","187606.035424193","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"33","국제회의기획업","03_08_01_P","3330000","CDFI2263102006000004","20060306","","03","폐업","03","폐업","20070712","","","","","","612727","부산광역시 해운대구 중동 1394 크리스탈비치오피스텔 1710호","","","다인커뮤니케이션","20070712102750","I","2018-08-31 23:59:59.0","","","","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000000","","","","",
"34","국제회의기획업","03_08_01_P","3330000","CDFI2263102000000001","20000808","","03","폐업","03","폐업","20070313","","","","","","612822","부산광역시 해운대구 우동 760-3 오션타워 723호","부산광역시 해운대구 해운대해변로 203,  723호 (우동,오션타워)","","(주)비엠컴","20070313112650","I","2018-08-31 23:59:59.0","","396180.621244719","186522.35047527","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"35","국제회의기획업","03_08_01_P","3330000","CDFI2263102019000001","20190123","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1470 에이스하이테크21","부산광역시 해운대구 센텀중앙로 48, 에이스하이테크21 1515-2호 (우동)","48059","(주)제이에스비투어앤마이스","20190123140524","I","2019-01-25 02:21:00.0","","393963.840834294","188061.35516256","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150000000","","","","",
"36","국제회의기획업","03_08_01_P","3330000","CDFI2263102022000003","20220421","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1413-4 벡스코제2전시장","부산광역시 해운대구 APEC로 30, 벡스코제2전시장 1층 108호 (우동)","48060","주식회사 투어스태프","20220421163056","I","2022-04-23 00:22:33.0","","394457.407487917","187231.530457387","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","188819920","","","","0",
"37","국제회의기획업","03_08_01_P","3330000","CDFI2263102019000003","20190710","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1475 센텀벤처타운 601호","부산광역시 해운대구 센텀동로 41, 601호 (우동, 센텀벤처타운)","48059","(주)에스오케이기획","20190710134617","I","2019-07-12 02:21:50.0","","394038.562998688","188042.384551855","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68000000","","","","",
"38","국제회의기획업","03_08_01_P","3330000","CDFI2263102019000005","20191205","","01","영업/정상","13","영업중","","","","","051-743-1106","","","부산광역시 해운대구 재송동 1212 큐비이센텀","부산광역시 해운대구 센텀중앙로 90, 큐비이센텀 2001호 (재송동)","48059","와이에이치컴퍼니","20220527093508","U","2022-05-29 02:40:00.0","","393605.930358633","188324.973749177","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90000000","","","","",
"39","국제회의기획업","03_08_01_P","3330000","CDFI2263102022000002","20220310","","01","영업/정상","13","영업중","","","","","051-714-3119","","","부산광역시 해운대구 재송동 1212 큐비이센텀","부산광역시 해운대구 센텀중앙로 90, 큐비이센텀 본동 923호 (재송동)","48059","비전앤커뮤니케이션","20220310170349","I","2022-03-12 00:22:36.0","","393605.930358633","188324.973749177","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","68895296","","","","0",
"40","국제회의기획업","03_08_01_P","3330000","CDFI2263102013000002","20130312","","01","영업/정상","13","영업중","","","","","920-2480","","612022","부산광역시 해운대구 우동 1470","부산광역시 해운대구 센텀중앙로 48, 706호 (우동, 에이스하이테크21)","48059","(주) 디엔디이","20130312140315","I","2018-08-31 23:59:59.0","","393963.840834294","188061.35516256","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000000","","","","",
"41","국제회의기획업","03_08_01_P","3330000","CDFI2263102013000003","20121101","","01","영업/정상","13","영업중","","","","","850-9000","","612021","부산광역시 해운대구 우동 1468 KNN타워","부산광역시 해운대구 센텀서로 30 (우동)","612021","(주)케이엔엔","20130321113722","I","2018-08-31 23:59:59.0","","393851.969576247","187910.040763301","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66215000000","","","","",
"42","국제회의기획업","03_08_01_P","3330000","CDFI2263102013000004","20130402","","01","영업/정상","13","영업중","","","","","051)759-3033","","612704","부산광역시 해운대구 우동 1500 벡스코제1전시장 360호","부산광역시 해운대구 APEC로 55, 3층 360호 (우동, 벡스코제1전시장)","48060","주식회사 포디서코리아","20130402160331","I","2018-08-31 23:59:59.0","","394482.139208377","187606.035424193","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62370928","","","","",
"43","국제회의기획업","03_08_01_P","3330000","CDFI2263102013000005","20130415","","01","영업/정상","13","영업중","","","","","933-4384","","612011","부산광역시 해운대구 중동 1394-286 크리스탈비치오피스텔 1409호","부산광역시 해운대구 해운대해변로 291, 1409호 (중동, 크리스탈비치오피스텔)","48095","(주)건오 마이셉","20130415162120","I","2018-08-31 23:59:59.0","","396962.538162221","186759.94170898","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"44","국제회의기획업","03_08_01_P","3330000","CDFI2263102014000001","20130206","","01","영업/정상","13","영업중","","","","","051-503-2034","","","부산광역시 해운대구 우동 1454 벽산이센텀클래스원2차 901호","부산광역시 해운대구 센텀동로 71, 벽산이센텀클래스원2차 901호 (우동)","48059","(주)더탑컴즈","20200422100822","U","2020-04-24 02:40:00.0","","393790.344709358","188235.889521484","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"45","국제회의기획업","03_08_01_P","3330000","CDFI2263102014000002","20070319","","01","영업/정상","13","영업중","","","","","","","612020","부산광역시 해운대구 우동 1477 아이피파빌리온 6층B호","부산광역시 해운대구 센텀동로 49, 6층 B호 (우동, 아이피파빌리온)","612020","주식회사 비엠디마이스","20140305153604","I","2018-08-31 23:59:59.0","","394000.476393582","188096.198817054","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000000","","","","",
"46","국제회의기획업","03_08_01_P","3330000","CDFI2263102014000003","20140328","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동","부산광역시 해운대구 센텀동로 57, 803호 (우동, 부산디자인센터)","48059","(주)비젠커뮤니케이션","20160426150131","I","2018-08-31 23:59:59.0","","393918.643809797","188170.19630527","국제회의기획업","","일반상업지역","","기타","","","사무실","","","","","","","","","","","","","","","","","","","","","","","60000000","","","","",
"47","국제회의기획업","03_08_01_P","3330000","CDFI2263102015000001","20150409","","01","영업/정상","13","영업중","","","","","051-740-8119","","612704","부산광역시 해운대구 우동 1500","부산광역시 해운대구 APEC로 55 (우동)","48060","(주)이렌컴서비스","20150409164055","I","2018-08-31 23:59:59.0","","394482.139208377","187606.035424193","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000000","","","","",
"48","국제회의기획업","03_08_01_P","3330000","CDFI2263102016000002","20160323","","01","영업/정상","13","영업중","","","","","051 741 3876","","","부산광역시 해운대구 우동","부산광역시 해운대구 센텀서로 30, 15층 1509-3호 (우동, 케이엔엔타워)","48058","(주)유마이스","20160323120409","I","2018-08-31 23:59:59.0","","393810.868918246","187968.239406246","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"49","국제회의기획업","03_08_01_P","3330000","CDFI2263102016000003","20151217","","01","영업/정상","13","영업중","","","","","851-3273","","","부산광역시 해운대구 우동","부산광역시 해운대구 APEC로 55, 사무동 351호 (우동, 벡스코)","48060","(주)콜링씨앤디","20160519092932","I","2018-08-31 23:59:59.0","","394482.139208377","187606.035424193","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"50","국제회의기획업","03_08_01_P","3330000","CDFI2263102016000005","20160811","","01","영업/정상","13","영업중","","","","","783 8883","","","부산광역시 해운대구 재송동","부산광역시 해운대구 센텀중앙로 90, 14층 1402호 (재송동, 큐비이센텀)","48059","(주)다홍컨벤션","20210122164950","U","2021-01-24 02:40:00.0","","393605.930358633","188324.973749177","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"51","국제회의기획업","03_08_01_P","3330000","CDFI2263102016000006","20160819","","01","영업/정상","13","영업중","","","","","051 923 3355","","","부산광역시 해운대구 재송동","부산광역시 해운대구 센텀중앙로 90, 12층 1208호 (재송동, 큐비이센텀)","48059","주식회사 지비아이엠시","20160819120140","I","2018-08-31 23:59:59.0","","393605.930358633","188324.973749177","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"52","국제회의기획업","03_08_01_P","3330000","CDFI2263102016000007","20130717","","01","영업/정상","13","영업중","","","","","742-0256","","","부산광역시 해운대구 우동","부산광역시 해운대구 센텀동로 71, 9층 902호 (우동, 벽산이센텀클래스원2차)","48059","(주)비케이미디어","20160823170607","I","2018-08-31 23:59:59.0","","393790.344709358","188235.889521484","국제회의기획업","","주거지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"53","국제회의기획업","03_08_01_P","3330000","CDFI2263102016000008","20161028","","01","영업/정상","13","영업중","","","","","741 6113","","","부산광역시 해운대구 우동","부산광역시 해운대구 센텀서로 30, 6층 iJNN호 (우동, 케이엔엔타워)","48058","(주)케이엔엔미디어플러스","20220419105129","U","2022-04-21 02:40:00.0","","393810.868918246","187968.239406246","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"54","국제회의기획업","03_08_01_P","3330000","CDFI2263102017000001","20150619","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1470 에이스하이테크 1603호","부산광역시 해운대구 센텀중앙로 48, 1603호 (우동, 에이스하이테크21)","48059","(주)하이코아","20170208095456","I","2018-08-31 23:59:59.0","","393963.840834294","188061.35516256","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65868842","","","","",
"55","국제회의기획업","03_08_01_P","3330000","CDFI2263102017000002","20170502","","01","영업/정상","13","영업중","","","","","051 740 5091","","","부산광역시 해운대구 우동 1458 901호","부산광역시 해운대구 센텀6로 21, 901호 (우동, 인텔리움센텀)","48059","(주)코엔스","20191008153535","U","2019-10-10 02:40:00.0","","393901.99210345","188122.938094434","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2697000000","","","","",
"56","국제회의기획업","03_08_01_P","3330000","CDFI2263102017000003","20170712","","01","영업/정상","13","영업중","","","","","0515040211","","","부산광역시 해운대구 우동 1500 벡스코 355B호","부산광역시 해운대구 APEC로 55, 벡스코 355B호 (우동)","48060","주식회사 케이플러스","20191231105541","U","2020-01-02 02:40:00.0","","394482.139208377","187606.035424193","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000000","","","","",
"57","국제회의기획업","03_08_01_P","3330000","CDFI2263102017000004","20170929","","01","영업/정상","13","영업중","","","","","051-852-7759","","","부산광역시 해운대구 재송동 1208-2 센텀스카이비즈 에이동 2210호","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 에이동 2210호 (재송동)","48058","(유)위마이스","20190927163840","U","2019-09-29 02:40:00.0","","393503.395720953","188279.474831569","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"58","국제회의기획업","03_08_01_P","3330000","CDFI2263102018000001","20180503","","01","영업/정상","13","영업중","","","","","0517811917","","","부산광역시 해운대구 재송동 1216 벽산이센텀클래스원","부산광역시 해운대구 센텀동로 99, 벽산이센텀클래스원 1404호 (재송동)","48059","(주)오본","20180503111408","I","2018-08-31 23:59:59.0","","393607.260373715","188408.076687691","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
